,GCN1L1 (10985)
ACH-000235,-0.3957117267310148
ACH-000237,-0.5146164544678848
ACH-000238,-0.27229501644710313
ACH-000242,-0.3561320788628801
ACH-000243,-0.5868501136902871
ACH-000244,-0.2969713931225152
ACH-000246,-0.4790197473136725
ACH-000248,-0.6242069514590718
ACH-000250,-0.3849653904687583
ACH-000251,-0.6186006013995639
ACH-000252,-0.8249631338944714
ACH-000253,-0.6650158699501658
ACH-000255,-0.4851987127801607
ACH-000256,-0.7025910384738464
ACH-000257,-0.4677860894170543
ACH-000258,-0.589907266064849
ACH-000259,-0.588962261974386
ACH-000260,-0.4626272177297209
ACH-000261,-1.0647985403034024
ACH-000262,-0.8005214123728948
ACH-000263,-0.4554271107052388
ACH-000264,-0.6764495629640841
ACH-000265,-0.4894942835599689
ACH-000266,-0.5790095868114571
ACH-000272,-0.2565714077878776
ACH-000274,-0.4457441326734273
ACH-000277,-0.2392310008666686
ACH-000278,-0.38233493224236137
ACH-000279,-0.5209623087767488
ACH-000280,-0.4931848610946682
ACH-000281,-0.7308642145593061
ACH-000288,-0.5549749869040047
ACH-000291,-0.60966704821199
ACH-000293,-0.474263497250543
ACH-000294,-0.6724401714075132
ACH-000295,-0.4079777130674424
ACH-000296,-0.6327756084677455
ACH-000302,-0.6249599934552925
ACH-000304,-0.5054537931368532
ACH-000307,-0.6806257306110622
ACH-000308,-0.5034768042146083
ACH-000310,-0.118966459937434
ACH-000311,-0.6193932051894645
ACH-000312,-0.598994339599109
ACH-000315,-0.7482674557720118
ACH-000316,-0.6015975176380526
ACH-000317,-0.4844488314126898
ACH-000318,-0.6784522930024276
ACH-000319,-0.7192528422799802
ACH-000320,-0.4198251647724287
ACH-000322,-0.2292073764992523
ACH-000323,-0.688602791904913
ACH-000324,-0.7346392192331952
ACH-000329,-0.2833186798134817
ACH-000330,-0.4501728122070665
ACH-000331,-0.4928046941308067
ACH-000332,-0.6362209871834019
ACH-000334,-0.566520493449535
ACH-000335,-0.8274334691968861
ACH-000336,-0.1177701252489694
ACH-000337,-0.7041314660428659
ACH-000338,-0.8645882851260597
ACH-000339,-0.4393121207835123
ACH-000341,-0.6823297182210881
ACH-000348,-0.4767875919153006
ACH-000350,-0.4228641791543631
ACH-000352,-0.6461394675472132
ACH-000356,-0.691970920230652
ACH-000361,-0.6967564786500887
ACH-000362,-0.6811024144961196
ACH-000363,-0.5288207459044575
ACH-000364,-0.7916769297355547
ACH-000365,-0.4187146955656382
ACH-000366,-0.5053706614823193
ACH-000368,-0.4727258677290442
ACH-000374,-0.2320096272459567
ACH-000375,-0.5750045568721442
ACH-000376,-0.3946203264591279
ACH-000381,-0.5801648549139664
ACH-000383,-0.526182282042889
ACH-000387,-0.9479519575008648
ACH-000389,-0.37337296102020795
ACH-000390,-0.2144254917773264
ACH-000393,-0.920800001050162
ACH-000395,-0.6140638956636499
ACH-000396,-0.76499474581728
ACH-000397,-0.8339009405537914
ACH-000401,-0.5345017405565772
ACH-000402,-0.8058017905433356
ACH-000403,-0.625617762632087
ACH-000404,-0.6826673442229446
ACH-000406,-0.6669842648812498
ACH-000407,-0.22052319410103335
ACH-000408,-0.7081563529740416
ACH-000410,-0.4618376583749955
ACH-000411,-0.4811756756795954
ACH-000414,-0.3419649833840113
ACH-000415,-0.43738988294784004
ACH-000416,-0.5345111903972349
ACH-000420,-0.17368455648566142
ACH-000421,-0.7425818593700092
ACH-000424,-0.6252926099961927
ACH-000425,-0.7074102724960224
ACH-000426,-0.4323852545501295
ACH-000427,-0.5883303129162687
ACH-000433,-0.337643053200028
ACH-000435,-0.7414105154014539
ACH-000436,-0.5014347617394633
ACH-000444,-0.4919988879567444
ACH-000445,-0.6356012257264375
ACH-000448,-0.4896830423974418
ACH-000450,-0.7235263712177565
ACH-000452,-0.5964349442004495
ACH-000454,-0.6601871447829579
ACH-000458,-0.6791364679010738
ACH-000459,-0.3212798921123148
ACH-000460,-0.6958714543594275
ACH-000461,-0.6585800635664959
ACH-000463,-0.6199918846517268
ACH-000464,-0.5503354506573696
ACH-000466,-0.4478232776951606
ACH-000467,-0.9232012481954248
ACH-000468,-0.4027699496051902
ACH-000469,-0.6768503619632089
ACH-000470,-0.811070698814922
ACH-000471,-0.6032745225166607
ACH-000472,-0.9056266462954116
ACH-000473,-0.3344980416438692
ACH-000475,-0.539187757919449
ACH-000476,-0.8498573166702589
ACH-000477,-0.3089114319237432
ACH-000479,-0.6017718021913645
ACH-000480,-0.7382678929868868
ACH-000481,-0.4794468324093216
ACH-000483,-0.6771771835904871
ACH-000484,-1.1044300437521872
ACH-000485,-0.5002233760287488
ACH-000486,-0.7997304867851492
ACH-000487,-0.5174795203530327
ACH-000488,-0.6663281769614012
ACH-000490,-0.5062057877489633
ACH-000491,-0.3641297428797123
ACH-000495,-0.5634839779140407
ACH-000496,-0.526496561074455
ACH-000499,-0.7710732767027876
ACH-000500,-0.3290109792196934
ACH-000502,-0.4486984629954581
ACH-000503,-0.34401913114197685
ACH-000505,-0.3935913279167394
ACH-000507,-0.3140592241613413
ACH-000510,-0.5152937108332506
ACH-000511,-0.4625988296555826
ACH-000512,-0.4663187259201659
ACH-000516,-0.33850651876323057
ACH-000517,-0.2415551434344272
ACH-000518,-0.9261222801570071
ACH-000520,-0.7979134562062038
ACH-000521,-0.5023924988694893
ACH-000522,-0.5803511075170318
ACH-000524,-0.4527195678486538
ACH-000527,-0.5590614838969697
ACH-000528,-0.7458790294932912
ACH-000537,-0.6827439283136939
ACH-000541,-0.7325556381975836
ACH-000542,-0.7093319815278583
ACH-000544,-0.479641316129705
ACH-000545,-0.6174202824871595
ACH-000547,-0.5711825882058623
ACH-000548,-0.747122846261598
ACH-000549,-0.47172666017446796
ACH-000550,-0.5712537498273904
ACH-000552,-0.6341651920775281
ACH-000556,-0.9942429418410588
ACH-000557,-0.38718432704435374
ACH-000569,-0.4683091898249403
ACH-000570,-0.8166509410449856
ACH-000571,-1.4891266778065049
ACH-000573,-0.32921377214292075
ACH-000576,-0.62462849900161
ACH-000579,-0.4059342076459425
ACH-000580,-0.5539299036254098
ACH-000584,-0.594736462606221
ACH-000585,-0.6483831805087327
ACH-000588,-0.6179243122691415
ACH-000589,-0.557520951888958
ACH-000591,-0.5539483764028281
ACH-000593,-0.37605374257409097
ACH-000600,-0.4887528408248225
ACH-000601,-0.9474587518867518
ACH-000605,-0.9729730277275584
ACH-000606,-0.8932502907253159
ACH-000608,-0.5881155910725108
ACH-000614,-0.6059433002570204
ACH-000616,-0.4187738298979892
ACH-000618,-0.571234245087879
ACH-000619,-0.3791292277332681
ACH-000620,-0.3803695227155743
ACH-000621,-0.4950521551677937
ACH-000622,-0.4256447684713766
ACH-000623,-0.6466050673720937
ACH-000624,-0.387446786602239
ACH-000627,-0.5726011429293085
ACH-000630,-0.6177226414773704
ACH-000631,-0.8078460290910245
ACH-000632,-1.0325724598761228
ACH-000633,-0.42860957622018697
ACH-000637,-0.6332997849821096
ACH-000638,-0.5629575417047825
ACH-000646,-0.4474490471417851
ACH-000647,-0.46881867916196
ACH-000648,-0.6029017113390405
ACH-000649,-0.3070586399185357
ACH-000651,-0.4863985876142676
ACH-000652,-0.5975373856072701
ACH-000653,-0.5495398883603457
ACH-000657,-0.6330304671343979
ACH-000658,-0.3791800753267533
ACH-000661,-0.4093504153696846
ACH-000662,-0.4409042645659647
ACH-000663,-0.4326021281730593
ACH-000665,-0.5322463961375469
ACH-000671,-0.8420546213341881
ACH-000672,-0.5012858091067283
ACH-000673,-0.26669752003753605
ACH-000676,-1.0128752298901975
ACH-000677,-0.3833825516524379
ACH-000681,-0.6304229347013915
ACH-000683,-0.4431759451213382
ACH-000684,-0.8203474463169844
ACH-000688,-0.4980150677653522
ACH-000693,-0.7675134864457491
ACH-000694,-0.5712495469784648
ACH-000695,-0.3683157587522925
ACH-000696,-0.6180068689664796
ACH-000697,-0.4982613841606667
ACH-000699,-0.6651221633766384
ACH-000701,-0.595037921501478
ACH-000706,-0.4560803353007051
ACH-000711,-0.65386944772785
ACH-000713,-0.3542865165783142
ACH-000714,-0.6534099832569192
ACH-000718,-0.5145057362159285
ACH-000720,-0.2925809409846197
ACH-000721,-0.7993648885050259
ACH-000724,-0.5535870459460253
ACH-000725,-0.4467594110855232
ACH-000732,-0.7875999702801703
ACH-000734,-0.5278994550546163
ACH-000735,-0.5704460050554634
ACH-000736,-0.4994033158933748
ACH-000738,-0.4066447568760949
ACH-000746,-0.4481917836121527
ACH-000747,-0.3599820074318844
ACH-000748,-0.4601542562422942
ACH-000753,-0.5191330523407321
ACH-000756,-0.4636763291233936
ACH-000757,-0.3368293921117962
ACH-000758,-0.482598839530788
ACH-000760,-0.5179582114196918
ACH-000762,-0.8240532596048092
ACH-000763,-0.5820887317622412
ACH-000764,-0.476797301320838
ACH-000765,-0.7090831814579237
ACH-000766,-0.3742756239932489
ACH-000767,-0.2781050142558306
ACH-000768,-0.41397582440720426
ACH-000769,-0.5784618617517019
ACH-000770,-0.2674121692371192
ACH-000771,-0.8407362094732285
ACH-000773,-0.7307676773235756
ACH-000776,-0.7357380290308969
ACH-000777,-0.5535226077058341
ACH-000778,-1.1480863883344847
ACH-000781,-0.5017141846317115
ACH-000782,-0.19800520269592387
ACH-000783,-0.771068566195797
ACH-000784,-0.5846399107330239
ACH-000785,-0.67854899704228
ACH-000787,-0.31846464945644803
ACH-000788,-0.9306972355981294
ACH-000791,-0.4519645091703322
ACH-000792,-0.534310274744916
ACH-000794,-0.5810167191892273
ACH-000796,-0.7805373914132671
ACH-000798,-0.6466416212488875
ACH-000799,-0.6210752925156472
ACH-000800,-0.815082198800244
ACH-000802,-0.4573969215331838
ACH-000804,-0.5330966668220789
ACH-000805,-0.6867471916583746
ACH-000809,-0.5412215317439704
ACH-000810,-0.7565825867076745
ACH-000811,-0.3971105998847652
ACH-000817,-0.5866890244215279
ACH-000819,-0.6311821201735729
ACH-000820,-0.3024447700826877
ACH-000821,-0.4357364443638656
ACH-000822,-0.771003124465892
ACH-000823,-0.8252182237835846
ACH-000824,-0.6576722903789509
ACH-000827,-0.7150331702108798
ACH-000829,-0.3970051720228425
ACH-000831,-0.5133331341392304
ACH-000832,-0.8603237104357055
ACH-000833,-0.5357918599236168
ACH-000834,-0.6093397112315339
ACH-000835,-0.5685687984202625
ACH-000836,-0.41621248146390505
ACH-000837,-0.6110136703671419
ACH-000838,-0.5764866977295061
ACH-000839,-0.43594734213091096
ACH-000840,-0.3837863884579494
ACH-000841,-0.4287663957444378
ACH-000843,-0.6184699352693634
ACH-000846,-0.8679091360062431
ACH-000847,-0.8832876383011917
ACH-000848,-0.659532348616188
ACH-000849,-0.4473030973649364
ACH-000851,-0.579629554597522
ACH-000855,-0.7082914486537364
ACH-000856,-0.8913706816252729
ACH-000858,-0.35452857587226905
ACH-000859,-0.6959500006266977
ACH-000861,-0.670493890362337
ACH-000862,-0.56531187968392
ACH-000865,-0.5182629294470603
ACH-000866,-0.5184842804522232
ACH-000867,-0.5049877827510679
ACH-000869,-0.5721431986200619
ACH-000872,-0.3666014148252084
ACH-000873,-0.5226633594733513
ACH-000876,-0.6796692176234439
ACH-000878,-0.6051444307233222
ACH-000880,-1.0097065184354166
ACH-000881,-0.7579294162374938
ACH-000882,-0.9025792919942148
ACH-000884,-0.5717677168110938
ACH-000885,-0.0960487058007614
ACH-000887,-0.8181741198137412
ACH-000889,-0.4806137250581797
ACH-000896,-0.6828040569662983
ACH-000898,-0.6113565330361437
ACH-000900,-0.5154821171509926
ACH-000901,-0.5194560594822524
ACH-000905,-0.6562000049676857
ACH-000906,-0.4301271221711096
ACH-000907,-0.4259724168954872
ACH-000910,-0.5844969074169368
ACH-000911,-0.429727845494322
ACH-000912,-0.8524201710052376
ACH-000913,-0.4117483413639529
ACH-000915,-0.3375417227177148
ACH-000916,-0.6001447304575387
ACH-000917,-0.4396592944676955
ACH-000920,-0.30228754187046536
ACH-000921,-0.8264860292073091
ACH-000924,-0.5628457376740199
ACH-000926,-0.6185386622683843
ACH-000928,-0.33287938445123016
ACH-000929,-0.7075820703745577
ACH-000932,-0.43363981429633175
ACH-000935,-0.6961229871119723
ACH-000936,-0.5480874403071636
ACH-000937,-0.2956279095393426
ACH-000938,-0.898753748234071
ACH-000939,-1.3098933721171275
ACH-000941,-1.0089682810084728
ACH-000943,-0.3588627317791787
ACH-000946,-0.9904430038016708
ACH-000947,-0.749459651265295
ACH-000948,-0.7301675697722528
ACH-000950,-0.476125294945588
ACH-000953,-0.3581612361755516
ACH-000954,-0.6395270542683118
ACH-000957,-0.6708634905836482
ACH-000958,-0.6756012586783823
ACH-000960,-0.4701027710854756
ACH-000963,-0.8543513736145226
ACH-000968,-0.7251637242602974
ACH-000969,-0.4301815904900052
ACH-000972,-0.6500490811829871
ACH-000973,-0.5295764637781523
ACH-000974,-0.5415015991914628
ACH-000978,-0.6903461842969075
ACH-000984,-0.7293853375616796
ACH-000986,-0.5692400900926473
ACH-000988,-0.2756650600385308
ACH-000993,-0.31615254943449844
ACH-000994,-0.4559243888039447
ACH-000996,-0.5818467752816988
ACH-001001,-1.0694846371198194
ACH-001020,-0.8126668045127401
ACH-001028,-0.5382765492658828
ACH-001031,-0.686643807581179
ACH-001038,-0.44725275801761055
ACH-001048,-0.5193096799147505
ACH-001050,-0.90010482121769
ACH-001053,-0.6130975527444109
ACH-001054,-0.662039645304057
ACH-001061,-0.6108687138217789
ACH-001067,-0.415707393139605
ACH-001075,-0.4432993586821159
ACH-001096,-0.6381078493844352
ACH-001111,-0.38244450819077547
ACH-001119,-0.8457653669489935
ACH-001128,-0.7706051154950462
ACH-001134,-1.0720562764415449
ACH-001151,-0.39156191431129656
ACH-001163,-0.6276453806078698
ACH-001164,-0.8848110570538065
ACH-001183,-0.5657125760738456
ACH-001192,-0.5956528463805227
ACH-001193,-0.7826488054076941
ACH-001196,-0.5433723635724848
ACH-001197,-0.5253795082876644
ACH-001205,-0.5317111759101651
ACH-001211,-1.0042581004850566
ACH-001212,-0.8427832757709205
ACH-001228,-0.5405203749239648
ACH-001232,-0.4010847912638256
ACH-001239,-0.4552356077718302
ACH-001270,-0.3710629529667351
ACH-001274,-0.8143163849713246
ACH-001275,-0.7051792702982148
ACH-001277,-0.3548384033502378
ACH-001278,-0.7852358232873164
ACH-001280,-0.45993241990554495
ACH-001283,-0.7294879379133378
ACH-001289,-0.5125947658787208
ACH-001300,-0.377225682000996
ACH-001301,-0.1635180375254718
ACH-001302,-0.5749734688151199
ACH-001306,-0.4409555459028329
ACH-001318,-0.5922642535296402
ACH-001322,-0.4649872905199154
ACH-001328,-0.7525536329991716
ACH-001332,-0.4825812043282874
ACH-001336,-0.8017401147371604
ACH-001346,-0.4926230797048383
ACH-001353,-0.31995928307243515
ACH-001354,-0.7573805568143852
ACH-001367,-0.6069844974195308
ACH-001368,-0.5243102946438906
ACH-001374,-1.119554717401781
ACH-001377,-0.7299204906050413
ACH-001380,-0.4580459060733014
ACH-001391,-0.9526372631123704
ACH-001408,-0.13396352995155514
ACH-001430,-0.1901119425332781
ACH-001431,-0.595646979181943
ACH-001450,-0.8840521349289645
ACH-001496,-0.678841798069141
ACH-001500,-0.3516263561196181
ACH-001523,-0.5260597079904149
ACH-001532,-0.7508711254891646
ACH-001550,-0.5414392476845044
ACH-001552,-0.5748208689676167
ACH-001554,-0.5578379147972948
ACH-001654,-0.4444395663211944
ACH-001735,-0.4377290145251477
ACH-001736,-0.3691992805282827
ACH-001737,-0.2141964640411642
ACH-001740,-0.8967389281682477
ACH-001745,-0.7838792282269637
ACH-001765,-0.6438025928443573
