,USE1 (55850)
ACH-000226,-0.3764323068199854
ACH-000227,-0.8635871450943862
ACH-000228,-0.4433740411928849
ACH-000231,-0.31485268614702844
ACH-000232,-0.37169566573168383
ACH-000233,-0.6615173430807366
ACH-000234,-0.3052982920072048
ACH-000235,-0.3394316925267735
ACH-000237,-0.21074440593612545
ACH-000238,-0.25075728868497205
ACH-000242,-0.2502843718784917
ACH-000243,-0.30221553936048
ACH-000244,-0.5327013588889464
ACH-000246,-0.28251314124220617
ACH-000248,-0.5825820060571246
ACH-000250,-0.490434573091749
ACH-000251,-0.6363518522615073
ACH-000252,-0.3082370405462933
ACH-000253,-0.557357094397043
ACH-000255,-0.5130704018398435
ACH-000256,-0.18698897013509025
ACH-000257,-0.4900853395755516
ACH-000258,-0.16378119966324087
ACH-000259,-0.4289522645483727
ACH-000260,-0.3084079658183003
ACH-000261,-0.5279395696436163
ACH-000262,-0.4001977881865788
ACH-000263,-0.2445399286764495
ACH-000264,-0.21216506755269648
ACH-000265,-0.30013537782392297
ACH-000266,-0.4874628149845415
ACH-000272,-0.42667427239350986
ACH-000274,-0.31363944252791603
ACH-000277,-0.08793689448811477
ACH-000278,-0.3107884054928571
ACH-000279,-0.20613684549940609
ACH-000280,-0.536631918366192
ACH-000281,-0.36059843473795006
ACH-000288,-0.399777158574946
ACH-000291,-0.5843357775355674
ACH-000293,-0.3084280557072884
ACH-000294,-0.6814947458939966
ACH-000295,-0.4568473016556252
ACH-000296,-0.4786040903550103
ACH-000302,-0.514571300256159
ACH-000304,-0.3425073550484512
ACH-000307,-0.6793563060193702
ACH-000308,-0.3574077089912377
ACH-000310,-0.29898122332178223
ACH-000311,-0.5672911999445364
ACH-000312,-0.3781817387351214
ACH-000315,-0.32850380558360603
ACH-000316,-0.3710139084711259
ACH-000317,-0.12082513101808524
ACH-000318,-0.4257789368248874
ACH-000319,-0.656147285298523
ACH-000320,-0.2789773342431943
ACH-000322,-0.2519345645229741
ACH-000323,-0.23309513090890785
ACH-000324,-0.3922413586462035
ACH-000329,-0.34805352957377994
ACH-000330,-0.7452706188996452
ACH-000331,-0.5059546319747239
ACH-000332,-0.5935145008163272
ACH-000334,-0.18567815748058875
ACH-000335,-0.4542919359142487
ACH-000336,-0.2293445136712221
ACH-000337,-0.7855485826861889
ACH-000338,-0.6079058199679735
ACH-000339,-0.4513215160472993
ACH-000341,-0.24555687244475494
ACH-000348,-0.39214404019481264
ACH-000350,-0.19677647322580832
ACH-000352,-0.4023474539945783
ACH-000356,-0.8090736878813172
ACH-000361,-0.4239663393587255
ACH-000362,-0.2348208987484663
ACH-000363,-0.6018727207475305
ACH-000364,-0.6983715104018178
ACH-000365,-0.413676665776382
ACH-000366,-0.7818424168429576
ACH-000368,-0.5677423610602647
ACH-000374,-0.3330977453524404
ACH-000375,-0.4448566720926643
ACH-000376,-0.3726647769959298
ACH-000381,-0.15538460913410504
ACH-000383,-0.30949791808389565
ACH-000387,-0.14212683926999625
ACH-000389,-0.28931869476598643
ACH-000390,-0.4544427396024715
ACH-000393,-0.5320924813930793
ACH-000395,-0.659348987540084
ACH-000396,-0.5139999147418709
ACH-000397,-0.12330610607821604
ACH-000401,-0.42525935897450695
ACH-000402,-0.3585056120529099
ACH-000403,-0.3568434169909929
ACH-000404,-0.1198261457779448
ACH-000406,-0.1944853411817876
ACH-000407,-0.3782837742659037
ACH-000408,-0.27681469470147674
ACH-000410,-0.5755727227316039
ACH-000411,-0.4966868208789965
ACH-000414,-0.8013486883950022
ACH-000415,-0.5167534176728941
ACH-000416,-0.2135794321849409
ACH-000420,-0.4002210532126527
ACH-000421,-0.4941393414117221
ACH-000424,-0.30977311409673264
ACH-000425,-0.226369125685498
ACH-000426,-0.5545493688355759
ACH-000427,-0.21185238937105744
ACH-000433,-0.25729389225932753
ACH-000435,-0.4277339051729909
ACH-000436,-0.2687797056055459
ACH-000444,-0.4792247795563532
ACH-000445,-0.3587783856559405
ACH-000448,-0.3422283611444312
ACH-000450,-0.15380861552450364
ACH-000452,-0.5861697548542183
ACH-000454,-0.6547740784274081
ACH-000458,-0.3184978398255496
ACH-000459,-0.2558865774340317
ACH-000460,-0.15861582177024375
ACH-000461,-0.4678956049831484
ACH-000463,-0.27420433695670865
ACH-000464,-0.7238243314762082
ACH-000466,-0.3893011089422551
ACH-000467,-0.4738333001905358
ACH-000468,-0.39172384159409596
ACH-000469,-0.3606339004703267
ACH-000470,-0.3157314796029761
ACH-000471,-0.5166966600662775
ACH-000472,-0.4814177977086807
ACH-000473,-0.5960776114484233
ACH-000475,-0.4233934946956873
ACH-000476,-0.18820869515050132
ACH-000477,-0.3828800889034096
ACH-000479,-0.17113717672023088
ACH-000480,-0.3515027074884413
ACH-000481,-0.5551548675754618
ACH-000483,-0.3203300645420628
ACH-000484,-0.2856175026133897
ACH-000485,-0.3525588935289898
ACH-000486,-0.3603995012961608
ACH-000487,-0.32328623249000554
ACH-000488,-0.33954277061174803
ACH-000490,-0.4169416170977948
ACH-000491,-0.3388056682973313
ACH-000495,-0.31741979662462
ACH-000496,-0.13692486177763707
ACH-000499,-0.5788355359067963
ACH-000500,-0.3646639134723138
ACH-000502,-0.1960522118135565
ACH-000503,-0.4767038337707151
ACH-000505,-0.35052510148635035
ACH-000507,-0.3031796618455005
ACH-000510,-0.32793172331405185
ACH-000511,-0.3159394160841229
ACH-000512,-0.013109093815261371
ACH-000516,-0.5281468291863552
ACH-000517,-0.2260282954194055
ACH-000518,-0.7341952891898361
ACH-000520,-0.5496925032714871
ACH-000521,-0.18468582543621026
ACH-000522,-0.7961905408286788
ACH-000524,-0.3817924762839813
ACH-000527,-0.4803344798281846
ACH-000528,-0.5978259540593753
ACH-000537,-0.4732813800394998
ACH-000541,-0.16767055796285932
ACH-000542,-0.3891572908466752
ACH-000544,-0.4186264372891936
ACH-000545,-0.27951912872428514
ACH-000547,-0.5979731606372957
ACH-000548,-0.5936731340711019
ACH-000549,-0.6257721621324761
ACH-000550,-0.24508781598669485
ACH-000552,-0.6514117493776544
ACH-000556,-0.4109704915421444
ACH-000557,-0.26398765145521264
ACH-000569,-0.1829350576065531
ACH-000570,-0.4590119739565284
ACH-000571,-0.48517664003364896
ACH-000573,-0.1683542955729941
ACH-000576,-0.3337540917282423
ACH-000579,-0.10526977760766057
ACH-000580,-0.270388743904854
ACH-000584,-0.2793301233027442
ACH-000585,-0.4117226741776916
ACH-000588,-0.3168747515149404
ACH-000589,-0.15144826637615422
ACH-000591,-0.498146469529153
ACH-000593,-0.3235181514917501
ACH-000600,-0.3851982407307257
ACH-000601,-0.18923008917522666
ACH-000605,-0.4928797817310434
ACH-000606,-0.5928676065909754
ACH-000608,-0.3418662751918568
ACH-000614,-0.15726068979797447
ACH-000616,-0.6197234227544768
ACH-000618,-0.3432029072169781
ACH-000619,-0.4298930845123132
ACH-000620,-0.4795324569683365
ACH-000621,-0.3261050541083089
ACH-000622,-0.25184885674307483
ACH-000623,-0.26772796181952363
ACH-000624,-0.5419517396942687
ACH-000627,-0.5238081105237248
ACH-000630,-0.6724034422953761
ACH-000631,-0.0728314988932802
ACH-000632,-0.08720230675282707
ACH-000633,-0.1846114746591979
ACH-000637,-0.5148452133952972
ACH-000638,-0.4061549223060915
ACH-000646,-0.5181749200340773
ACH-000647,-0.3453689998594299
ACH-000648,-0.3034392400985179
ACH-000649,-0.28835143137730485
ACH-000651,-0.27810505149639186
ACH-000652,-0.4417106947656755
ACH-000653,-0.29689135938600336
ACH-000657,-0.4237256315389683
ACH-000658,-0.42417008846702825
ACH-000661,-0.3688630023040301
ACH-000662,-0.7029985469671101
ACH-000663,-0.44876908108416586
ACH-000665,-0.5088960817481021
ACH-000671,-0.3148925079062985
ACH-000672,-0.2789281530078908
ACH-000673,-0.33346944607670137
ACH-000676,-0.1384300732375987
ACH-000677,-0.6570688512653545
ACH-000681,-0.41922838221635295
ACH-000683,-0.3406413329963588
ACH-000684,-0.16865909466657364
ACH-000688,-0.3923094967629205
ACH-000693,-0.2520475512483895
ACH-000694,-0.35727064570031114
ACH-000695,-0.3213342058745561
ACH-000696,-0.5931706727424015
ACH-000697,-0.4641566700548085
ACH-000699,-0.41252645369879415
ACH-000701,-0.39023130706218
ACH-000706,-0.3558590156855877
ACH-000711,-0.5747034541244532
ACH-000713,-0.32180091060773736
ACH-000714,-0.13156101831013178
ACH-000718,-0.1328647286672093
ACH-000720,-0.6787344891796083
ACH-000721,-0.28104527264596524
ACH-000724,-0.5227139332000027
ACH-000725,-0.4019899497100761
ACH-000732,-0.41771551978275306
ACH-000734,-0.4341007089029245
ACH-000735,-0.5407554877716072
ACH-000736,-0.19613233825003987
ACH-000738,-0.1368453710878384
ACH-000746,-0.3762969994887595
ACH-000747,-0.6508715677551671
ACH-000748,-0.4248992309525188
ACH-000753,-0.5394100589521472
ACH-000756,-0.5693728164286542
ACH-000757,-0.2559323444434797
ACH-000758,-0.2786960265708601
ACH-000760,-0.17471323706304068
ACH-000762,-0.2090523035805496
ACH-000763,-0.5178108065854343
ACH-000764,-0.31770074335127546
ACH-000765,-0.08447542382328325
ACH-000766,-0.16055117272854105
ACH-000767,-0.2300029936670909
ACH-000768,-0.6431086992014993
ACH-000769,-0.5497759090343503
ACH-000770,-0.3558300299005972
ACH-000771,-0.4630612636572016
ACH-000773,-0.4679734524845321
ACH-000776,-0.34289488454708944
ACH-000777,-0.3262553226272823
ACH-000778,-0.3938207635123955
ACH-000781,-0.2095775849537994
ACH-000782,-0.15174846872413686
ACH-000783,-0.21198129150830994
ACH-000784,-0.4728769128064085
ACH-000785,-0.4623734764123979
ACH-000787,-0.4233103170658109
ACH-000788,-0.12870409209520742
ACH-000791,-0.3453744878525096
ACH-000792,-0.8080195543994351
ACH-000794,-0.5624007476925968
ACH-000796,-0.33810505039124705
ACH-000798,-0.818771701588537
ACH-000799,-0.4584073891360177
ACH-000800,-0.2964208746557529
ACH-000802,-0.6542795392593539
ACH-000804,-0.3945878310931194
ACH-000805,-0.14254152197782866
ACH-000809,-0.20112762441049556
ACH-000810,-0.20317414866562816
ACH-000811,-0.4147682445364916
ACH-000817,-0.4526901485726483
ACH-000819,-0.7075498345973896
ACH-000820,-0.3284539455701532
ACH-000821,-0.6642798459312742
ACH-000822,-0.3075685448974352
ACH-000823,-0.3394339047435368
ACH-000824,-0.31673688510770204
ACH-000827,-0.5373748765658797
ACH-000829,-0.519489504422988
ACH-000831,-0.6293594189590139
ACH-000832,-0.5855479492198382
ACH-000833,-0.5268049146455184
ACH-000834,-0.4780876429313207
ACH-000835,-0.21120078040229606
ACH-000836,-0.5118440475201546
ACH-000837,-0.37801384295501184
ACH-000838,-0.5646712795791855
ACH-000839,-0.2312930017390264
ACH-000840,-0.8476268579883652
ACH-000841,-0.5668056758544893
ACH-000843,-0.33469169174881763
ACH-000846,-0.4679843988782187
ACH-000847,-0.8230093564289382
ACH-000848,-0.4600315289851676
ACH-000849,-0.7513190553240575
ACH-000851,-0.33170945122627504
ACH-000855,-0.16531856173012466
ACH-000856,-0.4300889107299523
ACH-000858,-0.5778206455858965
ACH-000859,-0.5049346897114879
ACH-000861,-0.6897854266161718
ACH-000862,-0.3136960993852518
ACH-000865,-0.2869215969708835
ACH-000866,-0.3718691265768465
ACH-000867,-0.34330466108422275
ACH-000869,-0.27355863543878484
ACH-000872,-0.3373352515336245
ACH-000873,-0.5758801974061247
ACH-000876,-0.4054665318233561
ACH-000878,-0.5841674298370569
ACH-000880,-0.4420767718820873
ACH-000881,-0.471316443796516
ACH-000882,-0.4377624553523208
ACH-000884,-0.1639329476064204
ACH-000885,-0.4647550888388494
ACH-000887,-0.3946022851738259
ACH-000889,-0.4038262136447087
ACH-000896,-0.7316791015130514
ACH-000898,-0.7339787057339185
ACH-000900,-0.2306467800257947
ACH-000901,-0.39766491631011225
ACH-000905,-0.27590153544728263
ACH-000906,-0.2560305407724228
ACH-000907,-0.1991950268474201
ACH-000910,-0.16988241160047352
ACH-000911,-0.368115251872941
ACH-000912,-0.3085714015358829
ACH-000913,-0.5150714860559926
ACH-000915,-0.3817503360554281
ACH-000916,-0.9492318456813506
ACH-000917,-0.4238823725318506
ACH-000920,-0.5270886794619263
ACH-000921,-0.2967329474446714
ACH-000924,-0.12868060586424682
ACH-000926,-0.3441518357976941
ACH-000928,-0.3562141229326231
ACH-000929,-0.2576755754250296
ACH-000932,-0.3723415034714361
ACH-000935,-0.18666347892226706
ACH-000936,-0.2655475096736631
ACH-000937,-0.21781051864004555
ACH-000938,-0.3826902918321269
ACH-000939,-0.2559281370885837
ACH-000941,-0.450470649399677
ACH-000943,-0.5258874740936044
ACH-000946,-0.4839566338371654
ACH-000947,-0.3437487226682322
ACH-000948,-0.3833190807627558
ACH-000950,-0.5609370870942314
ACH-000953,-0.05809675445597382
ACH-000954,-0.5530151401154622
ACH-000957,-0.22946392793651216
ACH-000958,-0.5539474523794137
ACH-000960,-0.31753422764562744
ACH-000963,-0.4056901055351778
ACH-000968,-0.30053544263278553
ACH-000969,-0.5216048303364775
ACH-000972,0.05738198407930933
ACH-000973,-0.14879629505237854
ACH-000974,-0.325357352998505
ACH-000978,-0.07678559317798586
ACH-000984,-0.2831942204265879
ACH-000986,-0.3609497085105178
ACH-000988,-0.4525196110325482
ACH-000993,-0.2104941396069472
ACH-000994,-0.5348096987447603
ACH-000996,-0.12699223148832006
ACH-001001,-0.1520861912557714
ACH-001020,-0.5378472820675051
ACH-001028,-0.3132600142468783
ACH-001031,-0.3568136725450465
ACH-001038,-0.36688535236578734
ACH-001048,-0.4357892518526159
ACH-001050,-0.5682597182768703
ACH-001053,-0.5961109256310442
ACH-001054,-0.15940272334283662
ACH-001061,-0.5162499917217492
ACH-001067,-0.3270576366584546
ACH-001075,-0.4942475840042078
ACH-001096,-0.6267762937017999
ACH-001111,-0.3819865363083419
ACH-001119,-0.3157508192959941
ACH-001128,-0.4821198268467702
ACH-001134,-0.3435659370518064
ACH-001151,-0.7164922282851143
ACH-001163,-0.108757795153527
ACH-001164,-0.6634694906393493
ACH-001183,-0.36649430119139736
ACH-001192,-0.21272854357954213
ACH-001193,-0.31255981764345153
ACH-001196,-0.13339299250590855
ACH-001197,-0.4905744888208464
ACH-001205,-0.29103940747398915
ACH-001211,-0.2595293583878226
ACH-001212,-0.3471893928492729
ACH-001228,-0.3775755024599705
ACH-001232,-0.35781096770018583
ACH-001239,-0.2094568954358028
ACH-001270,-0.44329507310982336
ACH-001274,-0.36978762056043146
ACH-001275,-0.09672090703049573
ACH-001277,-0.1753769528853142
ACH-001278,-0.622868825839095
ACH-001280,-0.04028007572472804
ACH-001283,-0.6706001402756623
ACH-001289,-0.4236745827810425
ACH-001300,-0.20940138449534032
ACH-001301,-0.5539792108419305
ACH-001302,-0.8050684285296031
ACH-001306,-0.5046428030957087
ACH-001318,-0.6802573147022013
ACH-001322,-0.3437378613774872
ACH-001328,-0.5683142665795877
ACH-001332,-0.7575698723709083
ACH-001336,-0.13822597540135356
ACH-001346,-0.6061136082177621
ACH-001353,-0.3965501256957599
ACH-001354,-0.29160743521282995
ACH-001367,-0.319820472795693
ACH-001368,-0.4115703352342893
ACH-001374,-0.4430046437820106
ACH-001377,-0.4828582324775568
ACH-001380,-0.34204870286344
ACH-001391,-0.3242961659921546
ACH-001408,-0.7334333752243372
ACH-001430,-0.019417329512235938
ACH-001431,-0.5277718503340262
ACH-001450,-0.2348643328975009
ACH-001496,-0.7570652039233765
ACH-001500,-0.32157271294019985
ACH-001523,-0.5527471844954421
ACH-001532,-0.4970558601163793
ACH-001550,-0.33044395170098
ACH-001552,-0.5206709469871834
ACH-001554,-0.4097896504162297
ACH-001654,-0.316500096153416
ACH-001735,-0.370954086983268
ACH-001736,-0.23138050731665746
ACH-001737,-0.3723244107918239
ACH-001740,-0.3265106709580515
ACH-001745,-0.200839992490688
ACH-001765,-0.3896484494232221
