,TOP1 (7150)
ACH-000256,-0.4453023554677429
ACH-000257,-0.4303541258671141
ACH-000258,-0.410102052654404
ACH-000259,-0.5754095711349019
ACH-000260,-0.6197663621250774
ACH-000261,-0.771993455958305
ACH-000262,-0.7890536914936537
ACH-000263,-0.7890528403225795
ACH-000264,-0.8024702804629749
ACH-000265,-0.5069323147752014
ACH-000266,-0.5618881076473092
ACH-000272,-0.8081974942088338
ACH-000274,-0.7979516483318713
ACH-000277,-0.6161278782022043
ACH-000278,-0.7039397408873037
ACH-000279,-0.4556797094727738
ACH-000280,-0.6589812702455224
ACH-000281,-0.2013086689414612
ACH-000288,-0.5328574253053829
ACH-000291,-0.6302427404283615
ACH-000293,-0.5295500782231447
ACH-000294,-0.16392035945184302
ACH-000295,-0.5998855407483256
ACH-000296,-0.42946661970331096
ACH-000302,-0.695525775540694
ACH-000304,-0.7283296736481708
ACH-000307,-0.5583088067880599
ACH-000308,-0.7179269289227075
ACH-000310,-0.4343337610024184
ACH-000311,-0.5521909753640684
ACH-000312,-0.6716727580996018
ACH-000315,-0.5352479401504272
ACH-000316,-0.4885292364033506
ACH-000317,-0.6250622905787436
ACH-000318,-0.6321697728282474
ACH-000319,-0.5860824655768961
ACH-000320,-0.5800436298705335
ACH-000322,-0.5809122365677973
ACH-000323,-0.7174362669052249
ACH-000324,-0.7464022082482783
ACH-000329,-0.5596368631074317
ACH-000330,-0.603572627835161
ACH-000331,-0.6082585094230163
ACH-000332,-0.4877826641428196
ACH-000334,-0.4257947017856473
ACH-000335,-0.8098027257768708
ACH-000336,-0.23712670329626745
ACH-000337,-0.7293246547666064
ACH-000338,-0.4147386962467158
ACH-000339,-0.4342527407222871
ACH-000341,-0.21983604115825334
ACH-000348,-0.4596697505858777
ACH-000350,-0.4180411446152836
ACH-000352,-0.9152669182557736
ACH-000356,-0.4859846751810036
ACH-000361,-0.5334317637156321
ACH-000362,-0.7114110180467244
ACH-000363,-0.7074889922884365
ACH-000364,-0.6366829637560815
ACH-000365,-0.5990978430263917
ACH-000366,-0.4603654878374989
ACH-000368,-0.7188922098476009
ACH-000374,-0.8224854243265379
ACH-000375,-0.6280589180404333
ACH-000376,-0.7335205529001674
ACH-000381,-0.7191333182628927
ACH-000383,-0.6609418264608968
ACH-000387,-0.6286440723319683
ACH-000389,-0.7955196882634471
ACH-000390,-0.5047545692717126
ACH-000393,-0.6038974903856615
ACH-000395,-0.6673440699813041
ACH-000396,-0.6548358568437047
ACH-000397,-0.4632904656998925
ACH-000401,-0.7573031368965462
ACH-000402,-0.3377780938820102
ACH-000403,-0.5172406012973182
ACH-000404,-0.9871311517115912
ACH-000406,-0.5399429862174401
ACH-000407,-0.6724186734321006
ACH-000408,-0.8250900614508335
ACH-000410,-0.5837316304114802
ACH-000411,-0.4538853699956553
ACH-000414,-0.6604258739983332
ACH-000415,-0.5533282002230951
ACH-000416,-0.4966555728332341
ACH-000420,-0.4178423563255407
ACH-000421,-0.5991054754944388
ACH-000424,-0.6180148400989264
ACH-000425,-0.8257959228598499
ACH-000426,-0.2064330255321044
ACH-000427,-0.4717929428065413
ACH-000433,-0.8854285228989323
ACH-000435,-0.7612320355592126
ACH-000436,-0.5805822198731013
ACH-000444,-0.7651288924488574
ACH-000445,-0.8667326713992609
ACH-000448,-0.6707020781732388
ACH-000450,-0.496430388575549
ACH-000452,-0.6784384018518245
ACH-000454,-0.4976604760030114
ACH-000458,-0.3485621468455661
ACH-000459,-1.2727005039523744
ACH-000460,-0.5311723032016762
ACH-000461,-0.2823650484981366
ACH-000463,-0.7282222358716629
ACH-000464,-1.0559395539754453
ACH-000466,-0.3339818040271232
ACH-000467,-0.44454343969225496
ACH-000468,-0.8710917844948819
ACH-000469,-0.8171065644372689
ACH-000470,-0.5618978508434205
ACH-000471,-0.3797530347471615
ACH-000472,-0.6719601844925516
ACH-000473,-0.4192179218578251
ACH-000475,-0.3686030667637794
ACH-000476,-0.4066250257151099
ACH-000477,-0.8470909858584542
ACH-000479,-0.5765720260462511
ACH-000480,-0.6280875533639702
ACH-000481,-0.4388163952655629
ACH-000483,-0.445085902079973
ACH-000484,-0.6264886247580019
ACH-000485,-0.72503024724616
ACH-000486,-0.5327449138470276
ACH-000487,-0.6780149266358307
ACH-000488,-0.6151610375305157
ACH-000490,-0.8991824046074468
ACH-000491,-0.3898456819635385
ACH-000495,-0.6823191511617408
ACH-000496,-0.5022495194259472
ACH-000499,-0.5449222973576578
ACH-000500,-1.0880896279730292
ACH-000502,-0.5033314409837715
ACH-000503,-0.7729710153034594
ACH-000505,-0.6318429937878584
ACH-000507,-0.4987906053969185
ACH-000510,-0.8422619092431318
ACH-000511,-0.8807235791514147
ACH-000512,-0.4783672297887166
ACH-000516,-0.7069454551225015
ACH-000517,-0.5001191034495425
ACH-000518,-0.5050509103762486
ACH-000520,-0.7820398049001354
ACH-000521,-0.5478523833400448
ACH-000522,-0.5051634786062067
ACH-000524,-0.5384727463318585
ACH-000527,-0.7800183584128709
ACH-000528,-0.6594002030536371
ACH-000537,-0.5436846638330355
ACH-000541,-0.498568442474535
ACH-000542,-0.6139300061945332
ACH-000544,-0.7953339143290772
ACH-000545,-0.7338391089397117
ACH-000547,-0.4776058765588494
ACH-000548,-0.5783977673740721
ACH-000549,-0.3606617062881578
ACH-000550,-0.3741282873471989
ACH-000552,-0.6640335404079714
ACH-000556,-0.6182388473028408
ACH-000557,-0.7130481291363369
ACH-000569,-0.6945406120447867
ACH-000570,-0.35734068742581165
ACH-000571,-0.473854750741377
ACH-000573,-0.8417035492576492
ACH-000576,-0.4974390885131749
ACH-000579,-0.37975145571910185
ACH-000580,-0.8652923971676407
ACH-000584,-0.5893031541173727
ACH-000585,-0.6576459298981827
ACH-000588,-0.741435277274033
ACH-000589,-0.4397480247500519
ACH-000591,-0.4325418173725046
ACH-000593,-0.6211988410834601
ACH-000600,-0.6450281228812009
ACH-000601,-0.6510649045506787
ACH-000605,-0.44588369433562897
ACH-000606,-0.5447039789307978
ACH-000608,-0.48254918267867
ACH-000614,-0.8101150671137446
ACH-000616,-0.7516838902295032
ACH-000618,-0.7033534882285171
ACH-000619,-0.784919879845785
ACH-000620,-0.6792479546642514
ACH-000621,-0.16131399166515045
ACH-000622,-0.9855645455117806
ACH-000623,-0.4917038829026303
ACH-000624,-0.6863459982682529
ACH-000627,-0.462916447618239
ACH-000630,-0.6417589058018597
ACH-000631,-0.5785258223356534
ACH-000632,-0.5576488189967099
ACH-000633,-0.2283489341518977
ACH-000637,-0.38790646521422895
ACH-000638,-0.5145644918853013
ACH-000646,-1.0686761169726993
ACH-000647,-0.4831890974111918
ACH-000648,-0.6952298011747283
ACH-000649,-0.7183496288528574
ACH-000651,-0.6753926939717583
ACH-000652,-0.6652196546039529
ACH-000653,-0.5614189474290947
ACH-000657,-0.7420291033379209
ACH-000658,-0.7978891922212281
ACH-000661,-0.4587611854277314
ACH-000662,-0.3961950821584471
ACH-000663,-0.9626143471856876
ACH-000665,-0.8622068451410115
ACH-000671,-0.3078102771879615
ACH-000672,-0.41989859474035657
ACH-000673,-0.673759975016492
ACH-000676,-0.6855686375179276
ACH-000677,-0.6471374864627241
ACH-000681,-0.5283603066165132
ACH-000683,-0.643242388907205
ACH-000684,-0.6311510620016664
ACH-000688,-0.7920115820185027
ACH-000693,-0.6694775444731312
ACH-000694,-0.6268944528466539
ACH-000695,-0.8417716919746946
ACH-000696,-0.7925063164975245
ACH-000697,-0.8279872513212007
ACH-000699,-0.4539365927410352
ACH-000701,-0.6214813283196616
ACH-000706,-0.4652332261876389
ACH-000711,-0.6261971233230686
ACH-000713,-0.6369879780314606
ACH-000714,-0.5092754251179948
ACH-000718,-0.7223238672651132
ACH-000720,-0.5814822754107346
ACH-000721,-0.7712568539211385
ACH-000724,-0.484218793862937
ACH-000725,-0.44586976477220863
ACH-000732,-0.6750870166228471
ACH-000734,-0.6165073167064108
ACH-000735,-0.4730620352794218
ACH-000736,-0.5147784772522245
ACH-000738,-0.7412435872587353
ACH-000746,-0.6376991515006922
ACH-000747,-0.5632240950369586
ACH-000748,-0.7640273947241474
ACH-000753,-0.7481558568763346
ACH-000756,-0.3891307599427839
ACH-000757,-0.5066848227322454
ACH-000758,-0.4917131629252449
ACH-000760,-0.8241848728351391
ACH-000762,-0.6639748719087053
ACH-000763,-0.6296828596339881
ACH-000764,-0.35842113585984325
ACH-000765,-0.5516381795270036
ACH-000766,-0.5261463374106331
ACH-000767,-0.1147732092034472
ACH-000768,-0.36907573739381344
ACH-000769,-0.5379765030728553
ACH-000770,-0.7358538964535772
ACH-000771,-0.4816839707985337
ACH-000773,-0.7974028366772323
ACH-000776,-0.35988348214732097
ACH-000777,-0.5391775829856068
ACH-000778,-0.6818711730913112
ACH-000781,-0.6074584340959377
ACH-000782,-0.7096299688723424
ACH-000783,-0.8721339310335818
ACH-000784,-0.6681598869631664
ACH-000785,-0.2828494921057555
ACH-000787,-0.7845612586908391
ACH-000788,-0.6659751900879675
ACH-000791,-0.5519129362884772
ACH-000792,-0.4917890639504941
ACH-000794,-0.6085040298297091
ACH-000796,-0.6695395221803796
ACH-000798,-0.5498213856321226
ACH-000799,-0.8191931238819858
ACH-000800,-0.8658670710717661
ACH-000802,-0.6504890433278003
ACH-000804,-0.7567286960848242
ACH-000805,-0.7018964613463065
ACH-000809,-0.6074627837701289
ACH-000810,-0.4687422998016785
ACH-000811,-0.6560600996843114
ACH-000817,-0.5245457766265479
ACH-000819,-0.6334234639145256
ACH-000820,-1.0473486194483532
ACH-000821,-0.30770530531471185
ACH-000822,-0.9436003122925872
ACH-000823,-0.8128087419894504
ACH-000824,-0.7036104256590193
ACH-000827,-0.6780848176179697
ACH-000829,-0.951491851566588
ACH-000831,-0.7353405833306508
ACH-000832,-0.6390729683945556
ACH-000833,-0.2710822745828686
ACH-000834,-0.6336398200816684
ACH-000835,-0.6600230132941732
ACH-000836,-0.2562903659026197
ACH-000837,-0.6442291157539266
ACH-000838,-0.8410647016762007
ACH-000839,-0.7292912858295484
ACH-000840,-0.5068908717010272
ACH-000841,-0.647956380126852
ACH-000843,-0.7211203257358664
ACH-000846,-0.6599662263844881
ACH-000847,-0.6322895718495279
ACH-000848,-0.634117896799102
ACH-000849,-0.7035267919787275
ACH-000851,-0.8239165486822922
ACH-000855,-0.4841780850982446
ACH-000856,-0.5446737500808367
ACH-000858,-0.7715005244034026
ACH-000859,-0.6061785879331872
ACH-000861,-0.6762327635303855
ACH-000862,-0.3777794546665836
ACH-000865,-0.6761486025816991
ACH-000866,-0.7009229027253091
ACH-000867,-0.4052314510040823
ACH-000869,-0.3915289382765868
ACH-000872,-0.6065166681986685
ACH-000873,-0.4944178216320557
ACH-000876,-0.7147407913947831
ACH-000878,-0.7566480775074262
ACH-000880,-0.5383668145482657
ACH-000881,-0.7264639846728281
ACH-000882,-0.7206333132442415
ACH-000884,-0.4529610547843125
ACH-000885,-0.4522246970358472
ACH-000887,-0.4188182297632182
ACH-000889,-0.5608132770047377
ACH-000896,-0.5373886004046262
ACH-000898,-0.7882862407942448
ACH-000900,-0.663448872267941
ACH-000901,-0.9550957326791892
ACH-000905,-0.7205309700418345
ACH-000906,-0.5454333392041492
ACH-000907,-0.6181999064257013
ACH-000910,-0.5976937202792133
ACH-000911,-0.6642319528224103
ACH-000912,-0.5365345313943488
ACH-000913,-0.8689175294523166
ACH-000915,-0.6421466160375472
ACH-000916,-0.7398234026685835
ACH-000917,-0.9081401058938712
ACH-000920,-0.3798552132319704
ACH-000921,-0.783308676790345
ACH-000924,-0.3965012676268037
ACH-000926,-0.15303556016626266
ACH-000928,-0.6181241697973706
ACH-000929,-0.7501019750133537
ACH-000932,-0.8180953633893813
ACH-000935,-0.2009559510390045
ACH-000936,-0.5513478310670701
ACH-000937,-0.5437827740848666
ACH-000938,-0.4159490725497409
ACH-000939,-0.3941587275811093
ACH-000941,-0.4246870192361892
ACH-000943,-0.4199135856585041
ACH-000946,-0.6370020096948621
ACH-000947,-0.7267368362885395
ACH-000948,-0.5676583512230361
ACH-000950,-0.4770896766733712
ACH-000953,-0.6975797522357309
ACH-000954,-0.6702433847744189
ACH-000957,-0.7526699393090113
ACH-000958,-0.8842675556852942
ACH-000960,-0.7038802504429649
ACH-000963,-0.6682313713855897
ACH-000968,-0.7830129426122587
ACH-000969,-0.7015907501329219
ACH-000972,-0.6225811400958771
ACH-000973,-0.5312841428432878
ACH-000974,-0.6656558954750021
ACH-000978,-0.5368687138935891
ACH-000984,-0.7562336582317659
ACH-000986,-0.6889697397033442
ACH-000988,-0.4463792068235529
ACH-000993,-0.6858085904029788
ACH-000994,-0.3202952176560184
ACH-000996,-0.6415412502646892
ACH-001001,-0.6594716606654328
ACH-001020,-0.4649703490935135
ACH-001028,-0.8141043787694412
ACH-001031,-0.6983177028393839
ACH-001038,-0.6301664441408183
ACH-001048,-0.4844025434778518
ACH-001050,-0.7846241855607793
ACH-001053,-0.6911138416173767
ACH-001054,-0.466131360921784
ACH-001061,-0.4814196585737103
ACH-001067,-0.692145999546977
ACH-001075,-0.800496037649644
ACH-001096,-0.6579419689424474
ACH-001111,-0.5440785257939993
ACH-001119,-0.6091193210673035
ACH-001128,-0.029911837387437887
ACH-001134,-0.4988300065535421
ACH-001151,-0.4969899990610269
ACH-001163,-0.7045060195561379
ACH-001164,-0.5585791422545542
ACH-001183,-0.2566293542807237
ACH-001192,-0.458369968140698
ACH-001193,-0.3792851945369672
ACH-001196,-0.4780076153308879
ACH-001197,-0.5344095892963758
ACH-001205,-0.7238879066729841
ACH-001211,-0.8035883443977465
ACH-001212,-1.0735976923690698
ACH-001228,-0.5272920352518214
ACH-001232,-0.7773028107516536
ACH-001239,-0.7317668761040885
ACH-001270,-0.7785531146250959
ACH-001274,-0.3817440506966485
ACH-001275,-0.5372925869152348
ACH-001277,-0.3136029302779926
ACH-001278,-0.7477840366366393
ACH-001280,-0.6478297214479045
ACH-001283,-0.4055023179836225
ACH-001289,-0.5399124693851812
ACH-001300,-0.8996020059058087
ACH-001301,-0.6852609585059096
ACH-001302,-0.7656382621919234
ACH-001306,-0.5209478091017724
ACH-001318,-0.4488779329842086
ACH-001322,-0.509235918979747
ACH-001328,-0.4489097222241508
ACH-001332,-0.4639552879346433
ACH-001336,-0.7916637666788653
ACH-001346,-0.6298205023824287
ACH-001353,-0.5975951286352952
ACH-001354,-0.510088811368631
ACH-001367,-0.6823710681769604
ACH-001368,-0.7191533888861483
ACH-001374,-0.2069056976496463
ACH-001377,-0.5825797507162143
ACH-001380,-0.4352562272282642
ACH-001391,-0.9487648653675363
ACH-001408,-0.3048658037205084
ACH-001430,-0.5894148558718856
ACH-001431,-0.6468094144006937
ACH-001450,-0.16084893216033214
ACH-001496,-0.3870827744141447
ACH-001500,-0.3979140673000348
ACH-001523,-0.6835492804931881
ACH-001532,-0.7006826588717455
ACH-001550,-0.36128363730148977
ACH-001552,-0.8478009889188731
ACH-001554,-0.7864132094445228
ACH-001654,-0.8002924237025121
ACH-001735,-0.7930200721912783
ACH-001736,-0.8226784395756368
ACH-001737,-1.0697225773314758
ACH-001740,-0.6556257786517482
ACH-001745,-0.4877535490617432
ACH-001765,-0.2586558672673233
