,MEPE (56955)
ACH-000785,-0.4466943789539206
ACH-000787,-0.2841072525122664
ACH-000788,-0.2500546224000491
ACH-000791,-0.17485041419687913
ACH-000792,-0.14683406285193232
ACH-000794,-0.4941632168610142
ACH-000796,-0.24805869230425706
ACH-000798,-0.19626887135173246
ACH-000799,-0.2666834379179147
ACH-000800,-0.1663942878085909
ACH-000802,-0.3222818492585512
ACH-000804,-0.27132846463191873
ACH-000805,-0.3474062266524736
ACH-000809,-0.2500707156928105
ACH-000810,-0.4434518755957597
ACH-000811,-0.15168506995376815
ACH-000817,-0.3176212524024957
ACH-000819,-0.17460645685021015
ACH-000820,-0.2378590702199051
ACH-000821,-0.029557820002931667
ACH-000822,-0.08521794220245904
ACH-000823,-0.18842631551732364
ACH-000824,-0.364768412193606
ACH-000827,-0.3151628301875597
ACH-000829,-0.3691856184493317
ACH-000831,-0.1875494485731518
ACH-000832,-0.2548278643489095
ACH-000833,-0.2717240843524681
ACH-000834,-0.15393113545312254
ACH-000835,-0.2553876403158398
ACH-000836,-0.3943141520919188
ACH-000837,-0.24459520015319355
ACH-000838,-0.2783312837809063
ACH-000839,-0.2632429154621132
ACH-000840,-0.2766262021164021
ACH-000841,-0.2695761711926673
ACH-000843,-0.22513918803043206
ACH-000846,0.01941837769201574
ACH-000847,-0.4380140655812549
ACH-000848,-0.3078047714571304
ACH-000849,-0.1638007887779014
ACH-000851,-0.14266464259703204
ACH-000855,-0.2141443853106538
ACH-000856,-0.06284750950497965
ACH-000858,-0.2681367042182013
ACH-000859,-0.2642198248372968
ACH-000861,-0.11372532777456068
ACH-000862,-0.12973002944441528
ACH-000865,-0.21824738865716248
ACH-000866,-0.21892236300354295
ACH-000867,-0.2889539939855066
ACH-000869,-0.2287349048855876
ACH-000872,-0.2151538832639666
ACH-000873,-0.5120547773003166
ACH-000876,-0.36611633047091374
ACH-000878,-0.21057292701224545
ACH-000880,-0.3432524367316645
ACH-000881,-0.21906274703371428
ACH-000882,-0.1427903820718049
ACH-000884,-0.2959289152123756
ACH-000885,-0.2763627677336956
ACH-000887,-0.3756604316822652
ACH-000889,-0.27413070412623186
ACH-000896,-0.3747421138948964
ACH-000898,-0.3189717774487718
ACH-000900,-0.3709981573444275
ACH-000901,-0.3866264703243073
ACH-000905,-0.2057136019755011
ACH-000906,-0.2859087102729049
ACH-000907,-0.2404473245424652
ACH-000910,-0.18423136704064305
ACH-000911,-0.2630354652619752
ACH-000912,-0.15919693231529694
ACH-000913,-0.13614503331433725
ACH-000915,-0.19229139240131507
ACH-000916,-0.14910306352452574
ACH-000917,-0.1545381122327668
ACH-000920,-0.3779861871035856
ACH-000921,-0.11831086925747634
ACH-000924,-0.2356546929198416
ACH-000926,-0.2460955440450533
ACH-000928,-0.09618253979063904
ACH-000929,-0.2948932245392569
ACH-000932,-0.21398770091767064
ACH-000935,-0.251638460126514
ACH-000936,-0.14012391687959866
ACH-000937,-0.3795014162921222
ACH-000938,-0.37249747263212585
ACH-000939,-0.17087701638867553
ACH-000941,-0.247932291750818
ACH-000943,-0.2172319328738512
ACH-000946,-0.23785082488382295
ACH-000947,-0.2333963581974415
ACH-000948,-0.2345251312382403
ACH-000950,-0.275434900351275
ACH-000953,-0.4568222584694029
ACH-000954,0.02368600352747392
ACH-000957,-0.0564167225083492
ACH-000958,-0.26009515771926456
ACH-000960,-0.33086064549505256
ACH-000963,-0.455390188237716
ACH-000968,0.02787548720440885
ACH-000969,-0.31392956420069074
ACH-000972,-0.09422010165565116
ACH-000973,-0.3073262904780175
ACH-000974,-0.33064264557227263
ACH-000978,-0.2819698690920003
ACH-000984,-0.16856232439012106
ACH-000986,-0.2074740636471432
ACH-000988,-0.19739419917365456
ACH-000993,-0.16284373091222534
ACH-000994,-0.12090160629542675
ACH-000996,-0.31591088415051144
ACH-001001,-0.2268727213188738
ACH-001020,-0.05618946221870764
ACH-001028,-0.22358343004974995
ACH-001031,-0.18692183697123785
ACH-001038,-0.17416231857178865
ACH-001048,-0.26296158709646583
ACH-001050,-0.25892813896506395
ACH-001053,-0.3233335497138183
ACH-001054,-0.28418272403621714
ACH-001061,-0.17413844705669398
ACH-001067,-0.25661491148516635
ACH-001075,-0.4650351610830727
ACH-001096,-0.13000467993311096
ACH-001111,-0.009011389351192205
ACH-001119,-0.2269047737578224
ACH-001128,-0.4467464070946233
ACH-001134,-0.1713803983304346
ACH-001151,-0.2420415022231313
ACH-001163,-0.3249498821671222
ACH-001164,-0.11851573701983555
ACH-001183,-0.2234636260378516
ACH-001192,-0.2922535572757694
ACH-001193,-0.22712485719253425
ACH-001196,-0.043470544551059566
ACH-001197,-0.29365986311927017
ACH-001205,-0.29558104402956514
ACH-001211,-0.39226734524671
ACH-001212,-0.19536035180500455
ACH-001228,-0.3911186186476831
ACH-001232,-0.11605701223991773
ACH-001239,-0.2553831659092546
ACH-001270,-0.23600160190373876
ACH-001274,-0.2299578506324688
ACH-001275,-0.3243332183493237
ACH-001277,-0.1660532028803666
ACH-001278,-0.2624544379833009
ACH-001280,-0.3643192690820846
ACH-001283,-0.2019903193007108
ACH-001289,-0.18464434587710246
ACH-001300,-0.1757381148948694
ACH-001301,-0.3879688879652408
ACH-001302,-0.2634921331934877
ACH-001306,-0.17828454289272178
ACH-001318,-0.43405386589432704
ACH-001322,-0.2812816111638983
ACH-001328,-0.22618733334251714
ACH-001332,-0.4614100981852839
ACH-001336,-0.2576628881921387
ACH-001346,-0.28860034876212937
ACH-001353,-0.2624462698071561
ACH-001354,-0.431092283491129
ACH-001367,-0.08524514011334056
ACH-001368,-0.35581330618587553
ACH-001374,-0.4104067378271432
ACH-001377,-0.28265469355813644
ACH-001380,-0.3408597703585617
ACH-001391,-0.4047278547252929
ACH-001408,-0.2195553056148992
ACH-001430,-0.4310216914052484
ACH-001431,-0.31573133577424795
ACH-001450,-0.059662598981128426
ACH-001496,-0.2429472587057891
ACH-001500,-0.4428441130401442
ACH-001523,-0.3683870209684365
ACH-001532,-0.2737361066940857
ACH-001550,-0.3871953892853831
ACH-001552,-0.10288449809952896
ACH-001554,-0.2424122001145789
ACH-001654,-0.21724973849697105
ACH-001735,-0.28140443740879656
ACH-001736,-0.3283070057242286
ACH-001737,-0.5165737098810305
ACH-001740,-0.2430129619238576
ACH-001745,-0.2805457689759145
ACH-001765,-0.214393179858896
