,BUB3 (9184)
ACH-000256,-1.7109861225754583
ACH-000257,-1.82048157026178
ACH-000258,-0.8161403705713562
ACH-000259,-1.7635575972873283
ACH-000260,-1.6680454485792804
ACH-000261,-1.5872102262132668
ACH-000262,-1.5139472371622364
ACH-000263,-1.81046789148005
ACH-000264,-1.202166091279948
ACH-000265,-1.64122802224339
ACH-000266,-1.6941805227812086
ACH-000272,-1.4961564322906902
ACH-000274,-1.3147312537589306
ACH-000277,-1.7040252833299208
ACH-000278,-1.9691088201396143
ACH-000279,-1.7764485761652071
ACH-000280,-1.533012970811558
ACH-000281,-1.8915792818567991
ACH-000288,-1.637137275143184
ACH-000291,-1.7226312739081149
ACH-000293,-1.562155751528999
ACH-000294,-1.9277700378522336
ACH-000295,-1.5396013365048695
ACH-000296,-1.8131648674509389
ACH-000302,-2.1735382461869928
ACH-000304,-2.1315104081167027
ACH-000307,-1.7766742239109201
ACH-000308,-1.737216466669916
ACH-000310,-1.3874793339917206
ACH-000311,-2.0783470093888305
ACH-000312,-1.7746682509369551
ACH-000315,-1.5776273471515374
ACH-000316,-1.5943479829616556
ACH-000317,-1.7291799947902435
ACH-000318,-1.8671596925030949
ACH-000319,-1.6898955039250556
ACH-000320,-1.6918320397584956
ACH-000322,-1.3379317285972472
ACH-000323,-1.6380919042919069
ACH-000324,-1.5686234722213055
ACH-000329,-1.2822219911008168
ACH-000330,-1.6336915230848486
ACH-000331,-1.6314385374885922
ACH-000332,-1.6153934364498759
ACH-000334,-1.5940859835164118
ACH-000335,-1.6791093359948968
ACH-000336,-1.9390802733036765
ACH-000337,-1.7611997727731488
ACH-000338,-1.4913259483922832
ACH-000339,-1.4943938938134969
ACH-000341,-2.0566419234931104
ACH-000348,-1.3586884718896135
ACH-000350,-1.8281560513178488
ACH-000352,-1.5709256096714177
ACH-000356,-1.5882466078567732
ACH-000361,-1.5970801979944576
ACH-000362,-1.488263282292806
ACH-000363,-1.5297941806014697
ACH-000364,-1.5002013972154833
ACH-000365,-1.5561881129848918
ACH-000366,-1.6723657565421524
ACH-000368,-1.7394465400836896
ACH-000374,-1.6946515839519676
ACH-000375,-1.6286860739779032
ACH-000376,-1.619201793231751
ACH-000381,-1.6966485925536094
ACH-000383,-1.453299682006191
ACH-000387,-1.7494944137600976
ACH-000389,-1.5485279958408291
ACH-000390,-1.5106120154655625
ACH-000393,-1.6470974330448729
ACH-000395,-1.5246013794881113
ACH-000396,-1.344584048124975
ACH-000397,-1.8157147230523731
ACH-000401,-1.8081785040433969
ACH-000402,-1.6414139814941675
ACH-000403,-1.6161692562287322
ACH-000404,-1.7150201491470276
ACH-000406,-1.8971819059005648
ACH-000407,-1.692434830608344
ACH-000408,-1.8239423721828985
ACH-000410,-1.500160305242604
ACH-000411,-1.5119285912544191
ACH-000414,-1.9537222565978127
ACH-000415,-1.719347646387794
ACH-000416,-1.5209158013918949
ACH-000420,-1.4432259931227531
ACH-000421,-1.7247152782520585
ACH-000424,-1.5011822474740897
ACH-000425,-1.4023099139429915
ACH-000426,-1.8378382279547611
ACH-000427,-1.4856398756356883
ACH-000433,-1.185646296065843
ACH-000435,-1.3660799051291466
ACH-000436,-1.5559854224397858
ACH-000444,-1.3724187110528496
ACH-000445,-1.5106081915080432
ACH-000448,-1.4787296053802068
ACH-000450,-2.2156866047908785
ACH-000452,-1.7949956344712823
ACH-000454,-1.893229808106608
ACH-000458,-1.8632674878105169
ACH-000459,-1.7061855988163934
ACH-000460,-1.4528828024959612
ACH-000461,-1.5776948489246538
ACH-000463,-1.425079347313843
ACH-000464,-1.2775300044677078
ACH-000466,-2.2413230620846867
ACH-000467,-1.8784181299509477
ACH-000468,-1.5815097630505115
ACH-000469,-1.6730124148050458
ACH-000470,-1.6930686157438468
ACH-000471,-1.4991740632847053
ACH-000472,-1.7735478884644704
ACH-000473,-1.5615078266442175
ACH-000475,-1.544626256423971
ACH-000476,-1.5951936013426848
ACH-000477,-1.8564158773323567
ACH-000479,-1.6286063628237837
ACH-000480,-1.8152125865376705
ACH-000481,-1.9666769528511687
ACH-000483,-2.0757215161294917
ACH-000484,-1.372596244905648
ACH-000485,-1.4717305796359654
ACH-000486,-1.642168697105167
ACH-000487,-1.4893988506018048
ACH-000488,-1.3916839521703679
ACH-000490,-1.5566446531865636
ACH-000491,-1.3372305448190565
ACH-000495,-1.5897905189316899
ACH-000496,-1.8194267128701005
ACH-000499,-1.5525237311283575
ACH-000500,-2.325092975446536
ACH-000502,-1.7496084509670513
ACH-000503,-1.7159201124805197
ACH-000505,-1.631695533492145
ACH-000507,-1.6260942208139622
ACH-000510,-1.5409678372343159
ACH-000511,-1.4104504025571978
ACH-000512,-1.5128130215419302
ACH-000516,-1.5289991292158818
ACH-000517,-1.7281385090655397
ACH-000518,-2.036474960432289
ACH-000520,-1.5038574615652147
ACH-000521,-1.5135244238014276
ACH-000522,-1.5838316640210246
ACH-000524,-1.5787133989031654
ACH-000527,-1.6747572028413906
ACH-000528,-1.6735872790648043
ACH-000537,-1.6195900603124078
ACH-000541,-1.4148024165110755
ACH-000542,-1.4668139363034731
ACH-000544,-1.5985203174863416
ACH-000545,-1.640367102395043
ACH-000547,-2.0752483620518265
ACH-000548,-1.9197807570118923
ACH-000549,-1.6517768815551304
ACH-000550,-1.509384690010034
ACH-000552,-1.6224978182148737
ACH-000556,-1.6367654944366898
ACH-000557,-1.7822003202688834
ACH-000569,-1.210168847344073
ACH-000570,-1.5024555807031732
ACH-000571,-1.4904160732213905
ACH-000573,-1.4967238861517882
ACH-000576,-1.4987858844807402
ACH-000579,-1.8286623501960848
ACH-000580,-1.8352095369824195
ACH-000584,-1.6327177233717391
ACH-000585,-1.6920512852513063
ACH-000588,-1.7431286398233026
ACH-000589,-1.6565126166277218
ACH-000591,-1.6495941133528398
ACH-000593,-1.6922795888258018
ACH-000600,-1.6657137556076582
ACH-000601,-1.5261188676193926
ACH-000605,-1.9062064497517368
ACH-000606,-1.6744918302162357
ACH-000608,-1.6703578478721606
ACH-000614,-1.7915254545511838
ACH-000616,-1.351044099563394
ACH-000618,-1.7488309236303432
ACH-000619,-1.862230449206313
ACH-000620,-1.5700706507066753
ACH-000621,-1.6394022569098148
ACH-000622,-1.3130998795679738
ACH-000623,-1.4556568951699098
ACH-000624,-1.5187913876259638
ACH-000627,-1.5817726941494723
ACH-000630,-1.5126394369833682
ACH-000631,-1.3294508429105674
ACH-000632,-1.816187815064422
ACH-000633,-1.5708842808040775
ACH-000637,-1.5595821295598191
ACH-000638,-1.6705893803078709
ACH-000646,-1.6560198553882772
ACH-000647,-1.5997845247036608
ACH-000648,-1.7075961192836469
ACH-000649,-1.7073470091792098
ACH-000651,-1.4884890020192905
ACH-000652,-1.7806998805553376
ACH-000653,-1.5752484199900685
ACH-000657,-1.665111660713527
ACH-000658,-1.8390327372889952
ACH-000661,-2.0195622808287923
ACH-000662,-1.5153818011609907
ACH-000663,-1.6425058849790042
ACH-000665,-1.6930763701832778
ACH-000671,-1.5536227864416716
ACH-000672,-1.3130832597106443
ACH-000673,-1.5109034368231749
ACH-000676,-1.5271774354269312
ACH-000677,-1.3060234057383349
ACH-000681,-1.8250262165307487
ACH-000683,-1.7003743809104337
ACH-000684,-1.669958234135291
ACH-000688,-1.0805191144405597
ACH-000693,-1.6033419818319383
ACH-000694,-1.4740885606629681
ACH-000695,-1.289791194172396
ACH-000696,-1.647829104799686
ACH-000697,-1.4838892467876392
ACH-000699,-0.8414251504128006
ACH-000701,-2.037323170258708
ACH-000706,-1.6895676775142148
ACH-000711,-1.5442791345046762
ACH-000713,-1.6372197295032065
ACH-000714,-1.648050843628212
ACH-000718,-1.4391958292793146
ACH-000720,-1.7841024279501172
ACH-000721,-1.5057591377793378
ACH-000724,-2.715343325500526
ACH-000725,-0.8672871030881215
ACH-000732,-1.5112360124608581
ACH-000734,-1.5120351243561707
ACH-000735,-1.606895573532905
ACH-000736,-1.742386762194707
ACH-000738,-1.6559645554789535
ACH-000746,-1.5426387009083915
ACH-000747,-1.6287464778536778
ACH-000748,-1.668317307363406
ACH-000753,-1.7032431946629891
ACH-000756,-1.6992245343882193
ACH-000757,-1.7059779023245616
ACH-000758,-1.5856713231412478
ACH-000760,-1.5071887709811262
ACH-000762,-1.7034050473375588
ACH-000763,-1.5633898601706309
ACH-000764,-1.6916438559491376
ACH-000765,-1.947240245531468
ACH-000766,-1.595561270547151
ACH-000767,-1.7923554031401088
ACH-000768,-1.6234074979564523
ACH-000769,-1.5568970419993866
ACH-000770,-1.7054571607056896
ACH-000771,-1.735248650746856
ACH-000773,-1.4633778332685197
ACH-000776,-1.6752501599699754
ACH-000777,-1.5625686101391816
ACH-000778,-2.2890148690371124
ACH-000781,-1.8070904671079464
ACH-000782,-1.7994765804112018
ACH-000783,-1.4211972670410842
ACH-000784,-1.6784446394073074
ACH-000785,-2.0708566057402407
ACH-000787,-1.625993034923212
ACH-000788,-1.5457023299111403
ACH-000791,-1.7632731946008549
ACH-000792,-1.7348889183421905
ACH-000794,-1.5667227344385288
ACH-000796,-1.3811464664389856
ACH-000798,-1.481824568985643
ACH-000799,-1.1556206762829189
ACH-000800,-2.2805872623551906
ACH-000802,-1.7605864768283264
ACH-000804,-1.6857788267536309
ACH-000805,-1.5256517475508442
ACH-000809,-1.5609069153762434
ACH-000810,-1.756391778222523
ACH-000811,-1.2727836793071985
ACH-000817,-1.4315656545248816
ACH-000819,-1.6111806471462569
ACH-000820,-1.3813728003694783
ACH-000821,-1.906906500015202
ACH-000822,-1.0861558612635052
ACH-000823,-1.6207521328385597
ACH-000824,-1.8125363502508998
ACH-000827,-1.6200454492677756
ACH-000829,-1.3875736202176816
ACH-000831,-1.557890607991164
ACH-000832,-1.6302645204687818
ACH-000833,-2.057694241436092
ACH-000834,-1.5540827088413782
ACH-000835,-1.6801571853495187
ACH-000836,-1.5583996430539595
ACH-000837,-1.7116531205778889
ACH-000838,-2.066924486659769
ACH-000839,-1.3124579275381736
ACH-000840,-1.4957083749557702
ACH-000841,-1.7004866961149048
ACH-000843,-1.5632285104321235
ACH-000846,-1.7351819140917315
ACH-000847,-1.689313577931534
ACH-000848,-1.3706147388385044
ACH-000849,-1.5967232032125471
ACH-000851,-1.3022038894357506
ACH-000855,-1.839106345439384
ACH-000856,-1.3987266922270574
ACH-000858,-1.6819879409987233
ACH-000859,-1.6708979783327302
ACH-000861,-1.8406327688366733
ACH-000862,-2.0130145514286486
ACH-000865,-1.6741142140189853
ACH-000866,-1.5075895448589405
ACH-000867,-1.7936833696836931
ACH-000869,-1.0162601287750643
ACH-000872,-1.56767440902036
ACH-000873,-1.3435755047288638
ACH-000876,-1.3403407510765977
ACH-000878,-1.8193977448679552
ACH-000880,-1.465028439583172
ACH-000881,-1.8875641809523236
ACH-000882,-1.7435492856552273
ACH-000884,-1.5851801223937267
ACH-000885,-1.3920888125669428
ACH-000887,-1.6163081436639086
ACH-000889,-1.4815657318737188
ACH-000896,-1.837105766145916
ACH-000898,-1.6210941324804726
ACH-000900,-1.4041476447326786
ACH-000901,-1.5847226490608983
ACH-000905,-1.5004031742596458
ACH-000906,-1.5118899590364068
ACH-000907,-1.0763341214879818
ACH-000910,-1.3638135670269311
ACH-000911,-1.5956651846972534
ACH-000912,-1.6363215362878272
ACH-000913,-1.5738272512011815
ACH-000915,-1.5111570173466338
ACH-000916,-1.2373282494352469
ACH-000917,-1.6724811355303522
ACH-000920,-1.5519175617289545
ACH-000921,-1.5337109946021343
ACH-000924,-1.5600006631928964
ACH-000926,-1.2353498928125857
ACH-000928,-1.383798532098648
ACH-000929,-1.5125262307482237
ACH-000932,-1.6072244776668745
ACH-000935,-1.470379674458781
ACH-000936,-1.5599327060344703
ACH-000937,-1.644352302458609
ACH-000938,-1.4396223390935337
ACH-000939,-2.0707549442873496
ACH-000941,-1.8691473730737336
ACH-000943,-1.7316898038669777
ACH-000946,-1.6679222479473432
ACH-000947,-1.4811271966383532
ACH-000948,-1.421234206043498
ACH-000950,-1.7450660967840037
ACH-000953,-1.4486874711497382
ACH-000954,-1.2265499392813792
ACH-000957,-1.6260893227683113
ACH-000958,-1.6138025015705044
ACH-000960,-1.648290641076291
ACH-000963,-1.3926979714021703
ACH-000968,-1.8897794189381671
ACH-000969,-1.5403523052776291
ACH-000972,-1.2529507801865802
ACH-000973,-1.4106819310162957
ACH-000974,-1.4822883736416108
ACH-000978,-2.4902068110946787
ACH-000984,-1.7167973220114878
ACH-000986,-1.3403308543657009
ACH-000988,-2.3386762745646994
ACH-000993,-1.5721761856960434
ACH-000994,-1.735233857189682
ACH-000996,-1.4369919509233264
ACH-001001,-1.5515846347353095
ACH-001020,-1.5341570972243035
ACH-001028,-1.4179984896040918
ACH-001031,-1.8058935694507603
ACH-001038,-1.7093526875539458
ACH-001048,-1.5443472894895909
ACH-001050,-1.1874621518761834
ACH-001053,-1.7491302928357302
ACH-001054,-1.6296302482879783
ACH-001061,-1.5200985683292298
ACH-001067,-1.450470109855878
ACH-001075,-1.6833998821434528
ACH-001096,-1.5428142472500448
ACH-001111,-1.5430935420309617
ACH-001119,-1.6889022951846842
ACH-001128,-1.8105453895197825
ACH-001134,-1.5971084364554782
ACH-001151,-1.7520584763589535
ACH-001163,-1.6258144813210333
ACH-001164,-1.7524011727161763
ACH-001183,-1.4262833920089664
ACH-001192,-1.6255156339998895
ACH-001193,-1.7842569737748686
ACH-001196,-1.6921122886932591
ACH-001197,-1.8819965540873096
ACH-001205,-1.3683436602395025
ACH-001211,-1.3758899124425448
ACH-001212,-1.3756757775528339
ACH-001228,-2.0714489501827593
ACH-001232,-1.3985519889047486
ACH-001239,-1.3934364624416036
ACH-001270,-1.3388611270031114
ACH-001274,-1.6513794598691902
ACH-001275,-1.4213429568065552
ACH-001277,-1.3948005889025348
ACH-001278,-1.8034833973575644
ACH-001280,-0.6018496509258466
ACH-001283,-1.7395016818489373
ACH-001289,-1.5003880387540611
ACH-001300,-1.5225126431645448
ACH-001301,-1.4361663933457516
ACH-001302,-1.465673872991752
ACH-001306,-1.5113323601688675
ACH-001318,-1.6879811862188971
ACH-001322,-1.0829810762078769
ACH-001328,-1.5353748620552157
ACH-001332,-1.6745264822138357
ACH-001336,-1.5537679138942933
ACH-001346,-1.807448523412968
ACH-001353,-1.7678176181778775
ACH-001354,-2.2501116736400304
ACH-001367,-1.4675199429015913
ACH-001368,-1.4656533645209042
ACH-001374,-0.7848760968243345
ACH-001377,-1.5528807341859578
ACH-001380,-1.6322531164507958
ACH-001391,-1.5365209173417749
ACH-001408,-2.05934940511986
ACH-001430,-1.3754544799249522
ACH-001431,-1.3575041677935027
ACH-001450,-1.7439394986519567
ACH-001496,-1.793206749716583
ACH-001500,-1.3279462779122275
ACH-001523,-1.7591980023678724
ACH-001532,-1.5260455651170195
ACH-001550,-1.8113451996969208
ACH-001552,-1.6376809904803864
ACH-001554,-1.6496795978948957
ACH-001654,-1.7465599387714774
ACH-001735,-1.5193243476227007
ACH-001736,-1.5260821094974777
ACH-001737,-1.5598957509077664
ACH-001740,-1.7428711046269525
ACH-001745,-1.8405393668327628
ACH-001765,-1.6581697590870368
