,HCFC1R1 (54985)
ACH-000319,-0.2265972806155171
ACH-000320,-0.2677244365337082
ACH-000322,-0.6394822125395584
ACH-000323,-0.3739639872522246
ACH-000324,-0.3723409847748457
ACH-000329,-0.2904755899134261
ACH-000330,-0.08183030821383336
ACH-000331,-0.43286018699234224
ACH-000332,-0.3105324733615713
ACH-000334,-0.07344283552873536
ACH-000335,-0.32246073597434793
ACH-000336,-0.3995631707843946
ACH-000337,-0.0951829431433527
ACH-000338,-0.014756393760581516
ACH-000339,-0.23144208927510354
ACH-000341,-0.12188702543245875
ACH-000348,-0.3025506676996331
ACH-000350,-0.18798147022057146
ACH-000352,-0.31173376943880426
ACH-000356,-0.1760631187526819
ACH-000361,-0.43314125524585134
ACH-000362,-0.1839730625196665
ACH-000363,-0.21107830523733195
ACH-000364,-0.3878209733163652
ACH-000365,-0.17756464489339746
ACH-000366,-0.14484465089436308
ACH-000368,-0.4350828412064382
ACH-000374,-0.3245833146547561
ACH-000375,-0.3127005868225035
ACH-000376,-0.2392003629694484
ACH-000381,-0.14537696604243724
ACH-000383,-0.2732976037160416
ACH-000387,-0.21305924117772665
ACH-000389,-0.3902253769006919
ACH-000390,-0.28029186200431
ACH-000393,-0.1928234315494462
ACH-000395,-0.16635260951708272
ACH-000396,-0.2482114061935289
ACH-000397,-0.3756577371579581
ACH-000401,-0.28039097264984264
ACH-000402,-0.2632855090288077
ACH-000403,-0.31334188042031896
ACH-000404,0.026286288854271356
ACH-000406,-0.1867288355808864
ACH-000407,-0.3063268014721461
ACH-000408,-0.13158522320597066
ACH-000410,-0.2650966195774003
ACH-000411,-0.4761196937012568
ACH-000414,-0.500639126880961
ACH-000415,-0.21017858526178526
ACH-000416,-0.29233303695820545
ACH-000420,-0.2512814490752039
ACH-000421,-0.21414557442033788
ACH-000424,-0.2992141580798931
ACH-000425,-0.3839637100795685
ACH-000426,-0.4022393666892109
ACH-000427,-0.2715087907749238
ACH-000433,-0.439156679527122
ACH-000435,-0.4666672819492179
ACH-000436,-0.2404031146893641
ACH-000444,-0.19790913534432067
ACH-000445,-0.3005127203970199
ACH-000448,-0.21923188693285714
ACH-000450,-0.2993221413188337
ACH-000452,-0.27981716151993263
ACH-000454,-0.16300278938873153
ACH-000458,-0.3529723150394221
ACH-000459,-0.2653200632740756
ACH-000460,-0.2842206850076461
ACH-000461,-0.16921869832329295
ACH-000463,-0.42334927774606174
ACH-000464,-0.12466828295576335
ACH-000466,-0.2227074505508224
ACH-000467,-0.3366378581259263
ACH-000468,-0.25027602478071004
ACH-000469,-0.2278892432775213
ACH-000470,-0.06542059501558505
ACH-000471,-0.341325643481112
ACH-000472,-0.16358334983603087
ACH-000473,-0.2660717044143785
ACH-000475,-0.36882594620545855
ACH-000476,-0.2746411145113689
ACH-000477,-0.2454254697953973
ACH-000479,-0.2578460865057309
ACH-000480,-0.32680917820492594
ACH-000481,-0.2517958244316145
ACH-000483,-0.5123023732801548
ACH-000484,-0.3551793104273461
ACH-000485,-0.224967631571389
ACH-000486,-0.3057155142463097
ACH-000487,-0.07838730095944359
ACH-000488,-0.2459534692443793
ACH-000490,-0.35988524139902284
ACH-000491,-0.2518313321639418
ACH-000495,-0.4281731470305905
ACH-000496,-0.4929355491099015
ACH-000499,-0.43398471587869664
ACH-000500,-0.20171115907198275
ACH-000502,-0.5080701277854748
ACH-000503,-0.34768868263659897
ACH-000505,-0.35886294479748565
ACH-000507,-0.22533759069811934
ACH-000510,-0.3221836425844232
ACH-000511,-0.2797966617909462
ACH-000512,0.07019011599966768
ACH-000516,-0.30522633157469425
ACH-000517,-0.2340605068050617
ACH-000518,-0.3001782815981812
ACH-000520,-0.4044457264675004
ACH-000521,-0.3634753273352341
ACH-000522,-0.3120958968574507
ACH-000524,-0.2783298536961467
ACH-000527,-0.22551051904257946
ACH-000528,-0.2454873124900791
ACH-000537,-0.20356677969627
ACH-000541,-0.5710067917064384
ACH-000542,-0.3279367805419253
ACH-000544,-0.05447529806784198
ACH-000545,-0.1592787633293861
ACH-000547,-0.3662053431357598
ACH-000548,-0.14422026078961347
ACH-000549,-0.13628316284387845
ACH-000550,-0.4822786071205923
ACH-000552,-0.22190347304520186
ACH-000556,-0.2841968793234818
ACH-000557,-0.2986823520204209
ACH-000569,-0.8441270988994859
ACH-000570,-0.23701726823056046
ACH-000571,-0.22369147103074646
ACH-000573,-0.09164989628839697
ACH-000576,-0.2754371300503244
ACH-000579,-0.4019337882889394
ACH-000580,-0.2598233844890121
ACH-000584,-0.2777355793516173
ACH-000585,-0.3607120447161456
ACH-000588,-0.17219799502631594
ACH-000589,-0.2413491840562546
ACH-000591,-0.38191885118308894
ACH-000593,-0.16287579570733385
ACH-000600,-0.34334136600205983
ACH-000601,-0.4290290762234159
ACH-000605,-0.252924179547049
ACH-000606,-0.1391694293598124
ACH-000608,-0.2622884664190905
ACH-000614,-0.2888391529919147
ACH-000616,-0.20730367656894005
ACH-000618,-0.1464937752678706
ACH-000619,-0.4548031338833566
ACH-000620,-0.2870731956566253
ACH-000621,-0.2667783420418921
ACH-000622,-0.372118252280402
ACH-000623,-0.3263896662796799
ACH-000624,-0.18010096699348124
ACH-000627,-0.07893818320238408
ACH-000630,-0.3426686083907534
ACH-000631,-0.3845227859733492
ACH-000632,-0.2750935101881918
ACH-000633,-0.15654385053749695
ACH-000637,-0.2762245050463933
ACH-000638,-0.15185517086150654
ACH-000646,-0.14853967615189975
ACH-000647,-0.16897319628305127
ACH-000648,-0.6923898220861282
ACH-000649,-0.3586042778457048
ACH-000651,-0.002269518896900254
ACH-000652,-0.19186374125200345
ACH-000653,-0.311919224908662
ACH-000657,-0.27738369943229063
ACH-000658,-0.2015202833891486
ACH-000661,-0.2404584449427661
ACH-000662,-0.21660143972237175
ACH-000663,-0.2414606926745099
ACH-000665,-0.30747035490654745
ACH-000671,-0.4022536525103442
ACH-000672,-0.35049743246567905
ACH-000673,-0.3789618284014458
ACH-000676,-0.242519877403134
ACH-000677,-0.1160718234774468
ACH-000681,-0.2838836028522823
ACH-000683,-0.22481796018624808
ACH-000684,-0.4984905744911852
ACH-000688,-0.33541398096657066
ACH-000693,-0.06700806864179099
ACH-000694,-0.0867844804428863
ACH-000695,-0.2845355710221904
ACH-000696,-0.3585094337067826
ACH-000697,-0.3771727502253596
ACH-000699,-0.4740246629729785
ACH-000701,-0.14043882898675336
ACH-000706,-0.2880113306777912
ACH-000711,-0.2755555550908489
ACH-000713,-0.3059196633235595
ACH-000714,-0.30054376936321336
ACH-000718,-0.2389257796069517
ACH-000720,-0.29233045948866954
ACH-000721,-0.3748557695224367
ACH-000724,-0.4134079627818439
ACH-000725,-0.1813128588066555
ACH-000732,-0.2481892719833487
ACH-000734,-0.2565297666087389
ACH-000735,-0.2206352271259629
ACH-000736,-0.3288558887661674
ACH-000738,-0.2186337080983492
ACH-000746,-0.12876849316210132
ACH-000747,-0.4108859604396165
ACH-000748,-0.3435415766808238
ACH-000753,-0.2534246348576485
ACH-000756,-0.2391668454247185
ACH-000757,-0.3582254341017283
ACH-000758,-0.36682416334408796
ACH-000760,-0.13653613540791146
ACH-000762,-0.40076671095991934
ACH-000763,-0.16795101163966478
ACH-000764,-0.4446933805231055
ACH-000765,-0.18185405126131132
ACH-000766,-0.3484377756142846
ACH-000767,-0.27250331114965753
ACH-000768,-0.2292850278530235
ACH-000769,-0.1947569981836843
ACH-000770,-0.18160485258918507
ACH-000771,-0.1131824920734846
ACH-000773,-0.4149009239157638
ACH-000776,-0.3482807635724009
ACH-000777,-0.06490132158317531
ACH-000778,-0.19379791870425125
ACH-000781,-0.18630450878391044
ACH-000782,-0.2454799700481729
ACH-000783,-0.5094612795683249
ACH-000784,-0.1954716257338468
ACH-000785,-0.1053208139131794
ACH-000787,-0.168568916030332
ACH-000788,-0.20988831433388533
ACH-000791,-0.22733920128424245
ACH-000792,-0.409181499597651
ACH-000794,-0.13872677137726214
ACH-000796,-0.2418084476568268
ACH-000798,-0.3132858348368939
ACH-000799,-0.6605999146354145
ACH-000800,-0.2385705551738229
ACH-000802,-0.22084944073209015
ACH-000804,-0.322401783874948
ACH-000805,-0.20661040494765973
ACH-000809,-0.22850708891951296
ACH-000810,-0.4091498319030505
ACH-000811,-0.3123089229890528
ACH-000817,-0.2163819121262788
ACH-000819,-0.20440767045473435
ACH-000820,-0.15661816276506216
ACH-000821,-0.3238325324917815
ACH-000822,-0.3838656387825129
ACH-000823,-0.14899435433760508
ACH-000824,-0.2885794740160965
ACH-000827,-0.3395699892586841
ACH-000829,-0.3525790623694924
ACH-000831,-0.4414639654686017
ACH-000832,-0.2947066068627631
ACH-000833,-0.27869516664505906
ACH-000834,-0.263662686914109
ACH-000835,-0.2852794026792157
ACH-000836,-0.06491632461277018
ACH-000837,-0.122034731833124
ACH-000838,-0.21952917532694224
ACH-000839,-0.10971942432878737
ACH-000840,-0.2377156357029279
ACH-000841,-0.290981058430117
ACH-000843,-0.12864529338447594
ACH-000846,-0.24234209620800706
ACH-000847,-0.16478704172919315
ACH-000848,-0.24275898227529136
ACH-000849,-0.3765741897334745
ACH-000851,-0.15148343308571752
ACH-000855,-0.21136109973112707
ACH-000856,-0.3461475272940995
ACH-000858,-0.102141574001819
ACH-000859,-0.26336713903411346
ACH-000861,-0.24855370974485055
ACH-000862,-0.17234237997474192
ACH-000865,-0.21677688439653406
ACH-000866,-0.1645667648110145
ACH-000867,-0.23504017538408314
ACH-000869,-0.20173645889255207
ACH-000872,-0.20029538462385185
ACH-000873,-0.12787103398818986
ACH-000876,-0.18899478404427544
ACH-000878,-0.0036710321639710267
ACH-000880,-0.4821495766650775
ACH-000881,-0.27760679444653386
ACH-000882,-0.18358975208785933
ACH-000884,-0.20066138165689607
ACH-000885,-0.22534289366930174
ACH-000887,-0.15267888710598487
ACH-000889,-0.16995702273457305
ACH-000896,-0.18812659755222705
ACH-000898,-0.4134480512698585
ACH-000900,-0.5797402448878632
ACH-000901,-0.31541967427632545
ACH-000905,-0.2453423828147065
ACH-000906,-0.1542897551616305
ACH-000907,-0.5263109027517268
ACH-000910,-0.23349796350243696
ACH-000911,-0.2977445737863642
ACH-000912,-0.29927748051585223
ACH-000913,-0.15368062276750133
ACH-000915,-0.2244200350143048
ACH-000916,-0.2525354886584332
ACH-000917,-0.14080790994469966
ACH-000920,-0.1999358001796744
ACH-000921,-0.38293131876806735
ACH-000924,-0.10503391749283876
ACH-000926,-0.2185148401589816
ACH-000928,-0.31385484924635343
ACH-000929,-0.35107819757601083
ACH-000932,-0.26348579022595325
ACH-000935,-0.254330893182228
ACH-000936,-0.12300393232423334
ACH-000937,-0.2290626938594397
ACH-000938,-0.2171669340696276
ACH-000939,-0.41653339343836704
ACH-000941,-0.31226692810726675
ACH-000943,-0.3629589906490094
ACH-000946,-0.3298009897047556
ACH-000947,-0.2243607954024299
ACH-000948,-0.4456026329102891
ACH-000950,-0.3660216757623023
ACH-000953,-0.28490148779569485
ACH-000954,-0.1739624249827135
ACH-000957,-0.2879616565795981
ACH-000958,-0.4279405257556477
ACH-000960,-0.269538157887035
ACH-000963,-0.19168847158601648
ACH-000968,-0.2386454891090264
ACH-000969,-0.1056694072332534
ACH-000972,-0.3382934470041186
ACH-000973,-0.2434060854660545
ACH-000974,-0.21290312655685356
ACH-000978,-0.3721521330099734
ACH-000984,-0.4666279345851048
ACH-000986,-0.2830670782344693
ACH-000988,-0.20091837760204945
ACH-000993,-0.9423598929934088
ACH-000994,-0.3548347276219741
ACH-000996,-0.6524124960135174
ACH-001001,-0.2816803029526197
ACH-001020,-0.3319580237773669
ACH-001028,-0.2804257528655119
ACH-001031,-0.31317223521515924
ACH-001038,-0.3301800730901746
ACH-001048,-0.2550565609392534
ACH-001050,-0.4179393342086161
ACH-001053,-0.03572717427346782
ACH-001054,-0.0322108906728538
ACH-001061,-0.3100892497463086
ACH-001067,-0.2889939456797237
ACH-001075,-0.2044153661198773
ACH-001096,-0.18182388620425174
ACH-001111,-0.129833401681496
ACH-001119,-0.3958573665131028
ACH-001128,-0.35918957411180275
ACH-001134,-0.3550044353286725
ACH-001151,-0.2401755455942254
ACH-001163,-0.2371304080837711
ACH-001164,-0.24917667889734746
ACH-001183,-0.12408834211830205
ACH-001192,-0.2354898623285945
ACH-001193,-0.2981503771516905
ACH-001196,-0.2889801670558632
ACH-001197,-0.2389158512034013
ACH-001205,-0.5347545732405762
ACH-001211,-0.21913518740377536
ACH-001212,-0.3243964407378036
ACH-001228,-0.33884362789354217
ACH-001232,-0.28690626245386264
ACH-001239,-0.27230018273830264
ACH-001270,-0.4350588222401073
ACH-001274,-0.35999896424654426
ACH-001275,-0.16570036716275913
ACH-001277,-0.16658746822455556
ACH-001278,-0.2737363643817508
ACH-001280,-0.5074125173673021
ACH-001283,-0.2227673937381467
ACH-001289,-0.3151470063589043
ACH-001300,-0.15382886728643425
ACH-001301,-0.21358208841357829
ACH-001302,0.04432889342060796
ACH-001306,-0.3755053554370666
ACH-001318,-0.279746480431903
ACH-001322,-0.3760712803893461
ACH-001328,-0.24493326710254426
ACH-001332,-0.1217625376055109
ACH-001336,-0.2512507451990033
ACH-001346,-0.2188459166775619
ACH-001353,-0.1670159321388524
ACH-001354,-0.2733997083744516
ACH-001367,-0.3048255802543691
ACH-001368,-0.2545948764339715
ACH-001374,-0.07736483843933288
ACH-001377,-0.2780279470849726
ACH-001380,-0.2686251856927371
ACH-001391,-0.16562630311415788
ACH-001408,-0.3321271330951409
ACH-001430,-0.39309874066026174
ACH-001431,-0.31435788369982803
ACH-001450,-0.127401924604125
ACH-001496,-0.16560709033658005
ACH-001500,-0.349843251954818
ACH-001523,-0.3009679661952253
ACH-001532,-0.3805585380546757
ACH-001550,-0.09035426199430832
ACH-001552,-0.2957427174129791
ACH-001554,-0.20376586704337948
ACH-001654,-0.18785180154523773
ACH-001735,-0.22004835902934344
ACH-001736,-0.20138588385617373
ACH-001737,0.2379450890369546
ACH-001740,-0.29920652210644216
ACH-001745,-0.2857583214341956
ACH-001765,-0.24856025423841865
