,RBX1 (9978)
ACH-000256,-0.6497302867891421
ACH-000257,-0.5474583672615673
ACH-000258,-0.7575719590273126
ACH-000259,-0.34197146330577805
ACH-000260,-0.6151840240863492
ACH-000261,-0.4186734710766808
ACH-000262,-0.3526365491548642
ACH-000263,-0.3213871196102706
ACH-000264,-0.4448436181942649
ACH-000265,-0.3449366851133906
ACH-000266,-0.3981476123452078
ACH-000272,-0.6160124325237059
ACH-000274,-0.3374998710309448
ACH-000277,-0.2438086460237852
ACH-000278,-0.6234807508981478
ACH-000279,-0.5620539294672826
ACH-000280,-0.2522678071611573
ACH-000281,-0.1914039767156137
ACH-000288,-0.2569837461425057
ACH-000291,-0.24998330194316945
ACH-000293,-0.5056371510108507
ACH-000294,-0.2976530124797902
ACH-000295,-0.3161433164781284
ACH-000296,-0.5313933370690281
ACH-000302,-0.7066836600953764
ACH-000304,-0.42746324956712384
ACH-000307,-0.34161743627477464
ACH-000308,-0.5117795690150557
ACH-000310,-0.3928693242793181
ACH-000311,-0.3413639015317425
ACH-000312,-0.3997621896081981
ACH-000315,-0.31242088326652345
ACH-000316,-0.5895765773262595
ACH-000317,-0.4373458802850722
ACH-000318,-0.3532915572457491
ACH-000319,-0.4039412409767872
ACH-000320,-0.3611230675486701
ACH-000322,-0.3996015301703128
ACH-000323,-0.3087967613846397
ACH-000324,-0.25460551016102684
ACH-000329,-0.289480106186544
ACH-000330,-0.6445385781891568
ACH-000331,-0.40062875722856
ACH-000332,-0.4836815826126166
ACH-000334,-0.2717934476647467
ACH-000335,-0.620069888738495
ACH-000336,-0.3513698499357531
ACH-000337,-0.38615875447489467
ACH-000338,-0.5828089487806194
ACH-000339,-0.2675232476831792
ACH-000341,-0.5370474892320278
ACH-000348,-0.3979041385026635
ACH-000350,-0.5948505683061402
ACH-000352,-0.4106915039862158
ACH-000356,-0.3706647641953297
ACH-000361,-0.3658729127377641
ACH-000362,-0.3733959338671621
ACH-000363,-0.345391246767212
ACH-000364,-0.3978863034313044
ACH-000365,-0.31870214447047024
ACH-000366,-0.2397229857060275
ACH-000368,-0.5048631530419172
ACH-000374,-0.2429090165400204
ACH-000375,-0.229576257796924
ACH-000376,-0.2589695084415548
ACH-000381,-0.4015997324968121
ACH-000383,-0.5296772932960373
ACH-000387,-0.500399644900859
ACH-000389,-0.2745886817302829
ACH-000390,-0.5649361301506182
ACH-000393,-0.5099465355200327
ACH-000395,-0.3859082497630146
ACH-000396,-0.5265220574207479
ACH-000397,-0.3733317577064564
ACH-000401,-0.24147126271194366
ACH-000402,-0.1519000866999912
ACH-000403,-0.4529577199671223
ACH-000404,-0.7575614794374016
ACH-000406,-0.38308747124432857
ACH-000407,-0.2766409561948667
ACH-000408,-0.2553845892623437
ACH-000410,-0.472494301774702
ACH-000411,-0.2402799474583859
ACH-000414,-0.5165887710298602
ACH-000415,-0.30065897941071673
ACH-000416,-0.4080359422971716
ACH-000420,-0.4820098813038251
ACH-000421,-0.6349574454794276
ACH-000424,-0.3560248946076487
ACH-000425,-0.6382899170665096
ACH-000426,-0.5020718998726178
ACH-000427,-0.5357027292442516
ACH-000433,-0.4524517050353138
ACH-000435,-0.256781051607805
ACH-000436,-0.327479371233307
ACH-000444,-0.7353717109985506
ACH-000445,-0.6275561280516617
ACH-000448,-0.31753316845607904
ACH-000450,-0.3002899308281796
ACH-000452,-0.5767568591539205
ACH-000454,-0.7949125931500197
ACH-000458,-0.6221560201195844
ACH-000459,-0.5268270944478541
ACH-000460,-0.5177014868758443
ACH-000461,-0.6997268336766955
ACH-000463,-0.4364376234122623
ACH-000464,-0.17907340083560172
ACH-000466,-0.6367563678165904
ACH-000467,-0.3646622976708683
ACH-000468,-0.31712788836098865
ACH-000469,-0.26552877861321705
ACH-000470,-0.6598829827612052
ACH-000471,-0.392331071050572
ACH-000472,-0.3620262906417196
ACH-000473,-0.4122303774834399
ACH-000475,-0.4035695305690866
ACH-000476,-0.5207758867422118
ACH-000477,-0.4159335232374225
ACH-000479,-0.4046246213394384
ACH-000480,-0.4905727219785802
ACH-000481,-0.3219860818238713
ACH-000483,-0.45727837477947103
ACH-000484,-0.5214356373417375
ACH-000485,-0.7375904841650159
ACH-000486,-0.37816269950657655
ACH-000487,-0.18226875115206445
ACH-000488,-0.4691194126268308
ACH-000490,-0.4797841449137207
ACH-000491,-0.2928116526840485
ACH-000495,-0.2956851930523348
ACH-000496,-0.4083807634726783
ACH-000499,-0.27734175584457604
ACH-000500,-0.6308408307348274
ACH-000502,-0.4631314114447879
ACH-000503,-0.341972782796694
ACH-000505,-0.5634990324645907
ACH-000507,-0.5833673868892358
ACH-000510,-0.5271414222260185
ACH-000511,-0.45498889610380894
ACH-000512,-0.7163530776052384
ACH-000516,-0.3994037139474455
ACH-000517,-0.5463798708559803
ACH-000518,-0.4024603339882775
ACH-000520,-0.3271954211862316
ACH-000521,-0.4049183861241547
ACH-000522,-0.30387733517652565
ACH-000524,-0.6029029158832304
ACH-000527,-0.5544508847744779
ACH-000528,-0.4858086294262019
ACH-000537,-0.3458109932101193
ACH-000541,-0.4092020579095199
ACH-000542,-0.3687830995017967
ACH-000544,-0.4636721908202074
ACH-000545,-0.28969215946505344
ACH-000547,-0.3589979410845433
ACH-000548,-0.2989937035518922
ACH-000549,-0.576031648921234
ACH-000550,-0.21080331088524987
ACH-000552,-0.424385662634599
ACH-000556,-0.34733903879955824
ACH-000557,-0.3462399407225977
ACH-000569,-0.6715490785425685
ACH-000570,-0.564046692363673
ACH-000571,-0.25995551835806485
ACH-000573,-0.5107316463292446
ACH-000576,-0.369033284198252
ACH-000579,-0.34909611913108884
ACH-000580,-0.4920321502020282
ACH-000584,-0.6125883785468064
ACH-000585,-0.17566719681543605
ACH-000588,-0.3483348622454973
ACH-000589,-0.4097111553860448
ACH-000591,-0.4588552225976145
ACH-000593,-0.1503598044143533
ACH-000600,-0.22087387968334998
ACH-000601,-0.7138763402015228
ACH-000605,-1.0631885890804922
ACH-000606,-0.5089170279963998
ACH-000608,-0.4280816179456752
ACH-000614,-0.16046950553217362
ACH-000616,-0.4188028324918536
ACH-000618,-0.4876181492749249
ACH-000619,-0.4177560956076026
ACH-000620,-0.2108802278977972
ACH-000621,-0.2651832817571628
ACH-000622,-0.4313104488083329
ACH-000623,-0.5209765524720287
ACH-000624,-0.45831115005455203
ACH-000627,-0.7435000328852
ACH-000630,-0.23864581405947105
ACH-000631,-0.28649136203433445
ACH-000632,-0.3187246065310079
ACH-000633,-0.3035509229277807
ACH-000637,-0.5198289937297537
ACH-000638,-0.3180187650085163
ACH-000646,-0.530470043399857
ACH-000647,-0.4233541141102591
ACH-000648,-0.4279774260364474
ACH-000649,-0.2600538073943729
ACH-000651,-0.4769914292801954
ACH-000652,-0.3845677503996229
ACH-000653,-0.6570941702994769
ACH-000657,-0.3389493010949316
ACH-000658,-0.32544858546544914
ACH-000661,-0.08216472013784892
ACH-000662,-0.5194875583864694
ACH-000663,-0.2505649480565264
ACH-000665,-0.5101428257970232
ACH-000671,-0.38881488829428457
ACH-000672,-0.5988568706149837
ACH-000673,-0.4024083808587245
ACH-000676,-0.32191888654575235
ACH-000677,-0.5909907726147727
ACH-000681,-0.4684964293011506
ACH-000683,-0.5627702433120958
ACH-000684,0.029705465826170282
ACH-000688,-0.060646623437735775
ACH-000693,-0.5308481113444075
ACH-000694,-0.935813505709028
ACH-000695,-0.4456119554247474
ACH-000696,-0.3044631975505085
ACH-000697,-0.4847679305752995
ACH-000699,-0.5853176732032399
ACH-000701,-0.24791867977420776
ACH-000706,-0.5561336335063001
ACH-000711,-0.4534565732423168
ACH-000713,-0.16545830870637165
ACH-000714,-0.6756025031881139
ACH-000718,-0.636934909950505
ACH-000720,-0.5144704175911708
ACH-000721,-0.3040713395040354
ACH-000724,-0.28313097645644475
ACH-000725,-0.5904375961527021
ACH-000732,-0.6542782878884111
ACH-000734,-0.4335271038949552
ACH-000735,-0.4651757607440336
ACH-000736,-0.3189421988872482
ACH-000738,-0.3799010414425483
ACH-000746,-0.2636469159097394
ACH-000747,-0.6566173322256361
ACH-000748,-0.24591133844567364
ACH-000753,-0.3930085710672513
ACH-000756,-0.38966231609557295
ACH-000757,-0.28196249277233665
ACH-000758,-0.2427426870435655
ACH-000760,-0.2677816082913296
ACH-000762,-0.4548871584849165
ACH-000763,-0.6100207372487857
ACH-000764,-0.1125327464871865
ACH-000765,-0.5406137019923741
ACH-000766,-0.39342909195864906
ACH-000767,-0.4846016700233973
ACH-000768,-0.2968897567804837
ACH-000769,-0.5430761006143882
ACH-000770,-0.4381244485480695
ACH-000771,-0.2857723428863647
ACH-000773,-0.3034005135238298
ACH-000776,-0.4949092228804111
ACH-000777,-0.4379886889699871
ACH-000778,-0.4221318216094641
ACH-000781,-0.6320026203126644
ACH-000782,-0.4852786647301765
ACH-000783,-0.3146159792201043
ACH-000784,-0.2198172507178524
ACH-000785,-0.15732874167288702
ACH-000787,-0.4574764018842317
ACH-000788,-0.3585898336682511
ACH-000791,-0.5504137382618715
ACH-000792,-0.8994075570085751
ACH-000794,-0.30393091883082884
ACH-000796,-0.279304679342866
ACH-000798,-0.3644505844951372
ACH-000799,-0.5348782772816126
ACH-000800,-0.8725239127166909
ACH-000802,-0.3248327858287478
ACH-000804,-0.249863989647436
ACH-000805,-0.453989225495681
ACH-000809,-0.3312668562811071
ACH-000810,-0.018083212290643542
ACH-000811,-0.31162055331879723
ACH-000817,-0.3858368685623045
ACH-000819,-0.5021954430923871
ACH-000820,-0.5788530645270987
ACH-000821,-0.5403489019401322
ACH-000822,-0.34916094992444496
ACH-000823,-0.3748573480694465
ACH-000824,-0.3314827156986805
ACH-000827,-0.4223437929307026
ACH-000829,-0.5018736759136531
ACH-000831,-0.4723921672884988
ACH-000832,-0.3264408156341668
ACH-000833,-0.6793082787507289
ACH-000834,-0.2644911715027334
ACH-000835,-0.6545703896495542
ACH-000836,-0.2997683369882965
ACH-000837,-0.3372612180191541
ACH-000838,-0.18246495037402047
ACH-000839,-0.5250116518158456
ACH-000840,-0.5063290650446377
ACH-000841,-0.5193192942539064
ACH-000843,-0.8231107073387242
ACH-000846,-0.4022075699394794
ACH-000847,-0.21312395309075965
ACH-000848,-0.21099321960615766
ACH-000849,-0.1289508393109573
ACH-000851,-0.2264706757360069
ACH-000855,-0.5917214072898892
ACH-000856,-0.4348165133930165
ACH-000858,-0.4951658848690858
ACH-000859,-0.5338178983006552
ACH-000861,-0.3163085374163773
ACH-000862,-0.30041928563562176
ACH-000865,-0.6095007558078236
ACH-000866,-0.4565034320279534
ACH-000867,-0.3612229708427819
ACH-000869,-0.3027664192219517
ACH-000872,-0.9750317467394956
ACH-000873,-0.4319841744923601
ACH-000876,-0.16224469317584267
ACH-000878,-0.6692059045829015
ACH-000880,-0.7136521126805301
ACH-000881,-0.3081493206378833
ACH-000882,-0.6959495339844739
ACH-000884,-0.3471642145629717
ACH-000885,-0.2753779639745517
ACH-000887,-0.17578134182190702
ACH-000889,-0.44841958478508986
ACH-000896,-0.4187384287226004
ACH-000898,-0.7046778432493426
ACH-000900,-0.41877904866276056
ACH-000901,-0.32942801234030217
ACH-000905,-0.5356667720564243
ACH-000906,-0.41880881911433976
ACH-000907,-0.27190585380724525
ACH-000910,-0.3738421631906011
ACH-000911,-0.4923859651873414
ACH-000912,-0.5510401833493621
ACH-000913,-0.3187380952185661
ACH-000915,-0.2350410017190893
ACH-000916,-0.6572734431795032
ACH-000917,-0.44976284670446
ACH-000920,-0.2123134299048643
ACH-000921,-0.6001964172242954
ACH-000924,-0.4349566124011557
ACH-000926,-0.5439144499729581
ACH-000928,-0.38197092380226666
ACH-000929,-0.4057868323650648
ACH-000932,-0.3422030212008495
ACH-000935,-0.2660314648443433
ACH-000936,-0.37634431049483935
ACH-000937,-0.2925959737816666
ACH-000938,-0.3617800447938657
ACH-000939,-0.3814906907419182
ACH-000941,-0.3865698887789457
ACH-000943,-0.9656648972240792
ACH-000946,-0.4683798516513283
ACH-000947,-0.4239752996758707
ACH-000948,-0.5347806050412123
ACH-000950,-0.5197363689221245
ACH-000953,-0.5146960713644279
ACH-000954,0.04596949716329877
ACH-000957,-0.53798183081439
ACH-000958,-0.3552606611644893
ACH-000960,-0.2951723552247873
ACH-000963,-0.6030092578503936
ACH-000968,-0.3823834443440316
ACH-000969,-0.6232707642259898
ACH-000972,-0.17154513390716494
ACH-000973,-0.30467588091236364
ACH-000974,-0.4597892409988997
ACH-000978,-0.4725008289030674
ACH-000984,-0.21074458386134526
ACH-000986,-0.5522046015770486
ACH-000988,-0.4241731883963445
ACH-000993,-0.2334244868935995
ACH-000994,-0.7122182712734588
ACH-000996,-0.44174468709300396
ACH-001001,-0.3549655396666493
ACH-001020,-0.2320745408609065
ACH-001028,-0.5085669838763804
ACH-001031,-0.44880552941350105
ACH-001038,-0.4022376574699987
ACH-001048,-0.3650801510738295
ACH-001050,-0.4273489805137739
ACH-001053,-0.40188934800666415
ACH-001054,-0.4870815710230542
ACH-001061,-0.4245370573125671
ACH-001067,-0.3005766149890802
ACH-001075,-0.8125311546107893
ACH-001096,-0.4700178808071646
ACH-001111,-0.5461999200359834
ACH-001119,-0.3456155043758133
ACH-001128,-0.3471531202404919
ACH-001134,-0.6130402835193935
ACH-001151,-0.32416453375671506
ACH-001163,-0.3453526376124003
ACH-001164,-0.19754643256333168
ACH-001183,-0.2427262835560689
ACH-001192,-0.3386758346526605
ACH-001193,-0.37673895259517615
ACH-001196,-0.4830387473736063
ACH-001197,-0.35803767951133186
ACH-001205,-0.3070803788244415
ACH-001211,-0.5226126602639433
ACH-001212,-0.06955728213485547
ACH-001228,-0.7048064338713201
ACH-001232,-0.34621956411383986
ACH-001239,-0.21509951082323492
ACH-001270,-0.15822093185300856
ACH-001274,-0.22439088690108824
ACH-001275,-0.3598996517411118
ACH-001277,-0.4716601731674844
ACH-001278,-0.39086193827379906
ACH-001280,-0.3391667316758529
ACH-001283,-0.3372215214456237
ACH-001289,-0.5021835741657571
ACH-001300,-0.6008966363452397
ACH-001301,-0.3916669346577678
ACH-001302,-0.5005965871579872
ACH-001306,-0.3322335401313477
ACH-001318,-0.2179851362730087
ACH-001322,-0.5706681879132739
ACH-001328,-0.0719380464694141
ACH-001332,-0.5679690586163499
ACH-001336,-0.843932131122866
ACH-001346,-0.4908180760691614
ACH-001353,-0.4195797236766899
ACH-001354,-0.4218329893246988
ACH-001367,-0.2862376009867533
ACH-001368,-0.44099466378425656
ACH-001374,-0.3057762043089536
ACH-001377,-0.3011442895081678
ACH-001380,-0.3045980208217082
ACH-001391,-0.6312651295081818
ACH-001408,-0.3469291021470865
ACH-001430,-0.4889856679261657
ACH-001431,-0.4117584946303395
ACH-001450,-0.5408556520357076
ACH-001496,-0.4755990249325139
ACH-001500,0.028753303434776126
ACH-001523,-0.3562781515658328
ACH-001532,-0.5862046123302211
ACH-001550,-0.9865198923983408
ACH-001552,-0.4108633700970508
ACH-001554,-0.4256277213948349
ACH-001654,-0.39501398354920814
ACH-001735,-0.4737187703158681
ACH-001736,-0.5277016391495952
ACH-001737,-0.08853819232175457
ACH-001740,-0.32636057040074185
ACH-001745,-0.25623565767307777
ACH-001765,-0.6560500177998337
