,EHBP1L1 (254102)
ACH-000208,-0.2143203870357753
ACH-000210,-0.541803456639231
ACH-000211,-0.2744047468087117
ACH-000215,-0.21363072495681845
ACH-000221,-0.10520239384555
ACH-000222,-0.21117579933077726
ACH-000223,-0.2414884963372616
ACH-000226,-0.21257832883991648
ACH-000227,-0.03602664595998822
ACH-000228,-0.5388178659408335
ACH-000231,-0.2350948735469143
ACH-000232,-0.1321571000972123
ACH-000233,-0.09838749933938144
ACH-000234,-0.4602170776076173
ACH-000235,-0.27722053338147074
ACH-000237,-0.2265839814788698
ACH-000238,-0.4360119763684509
ACH-000242,-0.6658487491651209
ACH-000243,0.031716372828475774
ACH-000244,-0.2014030769902359
ACH-000246,-0.23626267981686616
ACH-000248,-0.12773919314892815
ACH-000250,-0.30060490429025444
ACH-000251,-0.08829175349499738
ACH-000252,-0.13093561340087995
ACH-000253,-0.2841095661171273
ACH-000255,-0.26938169423651914
ACH-000256,-0.22045015551831085
ACH-000257,-0.2323565039241099
ACH-000258,-0.10794804735663853
ACH-000259,-0.15762592816758106
ACH-000260,-0.20679081512820968
ACH-000261,-0.30341307182045
ACH-000262,-0.23045296436567886
ACH-000263,-0.34922476408610337
ACH-000264,-0.2219516572573787
ACH-000265,-0.1268305651453821
ACH-000266,-0.1993954995510733
ACH-000272,-0.16142004552416472
ACH-000274,-0.20094282623089105
ACH-000277,-0.14107907761288813
ACH-000278,-0.3032502980567365
ACH-000279,-0.01772344106752406
ACH-000280,-0.3038212329531507
ACH-000281,-0.3100830658222478
ACH-000288,-0.3902344227715929
ACH-000291,-0.07320025008897255
ACH-000293,-0.10652743045908046
ACH-000294,-0.3646859872790837
ACH-000295,-0.33390015360805403
ACH-000296,-0.2902679780336713
ACH-000302,-0.27115986249297186
ACH-000304,0.07979956240249271
ACH-000307,-0.317582511502657
ACH-000308,-0.3066346646105512
ACH-000310,-0.1678910522267726
ACH-000311,-0.42198728296911947
ACH-000312,-0.04262532724799773
ACH-000315,-0.0393453304239292
ACH-000316,-0.3625965461316809
ACH-000317,-0.29804618212469874
ACH-000318,-0.6546564031463665
ACH-000319,-0.12066200181203995
ACH-000320,-0.2047009556671892
ACH-000322,-0.07784067292314206
ACH-000323,-0.2096841815904416
ACH-000324,-0.2115094307521538
ACH-000329,-0.057249206703117325
ACH-000330,-0.3664766278002377
ACH-000331,-0.3009818402165257
ACH-000332,-0.34331926228413634
ACH-000334,-0.2989506453466378
ACH-000335,-0.1700324831321124
ACH-000336,-0.3098971389890696
ACH-000337,-0.2978331223900192
ACH-000338,-0.1732877507405829
ACH-000339,-0.2767983798033921
ACH-000341,-0.30087249763756463
ACH-000348,-0.05869981715796072
ACH-000350,-0.1253575086789886
ACH-000352,-0.1574652867564284
ACH-000356,-0.3642408482239912
ACH-000361,-0.266443693814336
ACH-000362,-0.2330276711286636
ACH-000363,-0.09272162189999858
ACH-000364,-0.2370538010161835
ACH-000365,-0.3240642378771307
ACH-000366,-0.3084290690620796
ACH-000368,-0.3597500147695821
ACH-000374,-0.4440315468930955
ACH-000375,-0.2510769366689209
ACH-000376,-0.2361030888952669
ACH-000381,-0.3166647648167788
ACH-000383,-0.3626014262951531
ACH-000387,-0.17342812191246398
ACH-000389,-0.04492766262547355
ACH-000390,-0.2971953930004099
ACH-000393,-0.2872985046071326
ACH-000395,-0.4619297345040556
ACH-000396,-0.19312403028948286
ACH-000397,-0.4650916746011055
ACH-000401,-0.1205650777612868
ACH-000402,-0.33645012613239045
ACH-000403,-0.28283538911888634
ACH-000404,0.016210581459903627
ACH-000406,-0.23599346691900774
ACH-000407,-0.2029371741239599
ACH-000408,-0.5690926299251781
ACH-000410,-0.009375755925572792
ACH-000411,-0.17463911194466966
ACH-000414,-0.32730704214329515
ACH-000415,-0.4520494421818233
ACH-000416,-0.13689612683549213
ACH-000420,-0.21995800410491048
ACH-000421,-0.1970912364190322
ACH-000424,-0.27657916160010754
ACH-000425,-0.221387374900048
ACH-000426,0.014522337239948856
ACH-000427,-0.2486887200140253
ACH-000433,-0.3309468878454862
ACH-000435,-0.14034219621686686
ACH-000436,-0.2324753016602319
ACH-000444,-0.1660061879875328
ACH-000445,-0.2761333643716947
ACH-000448,-0.2397025470250219
ACH-000450,-0.2302526905087472
ACH-000452,-0.2383556374976537
ACH-000454,-0.18937561020022045
ACH-000458,-0.5509538628907227
ACH-000459,0.17115034770585685
ACH-000460,-0.3821540181389857
ACH-000461,-0.3948532893250483
ACH-000463,-0.2904393261689137
ACH-000464,-0.1515477574673812
ACH-000466,-0.5990542455423593
ACH-000467,-0.13891094730711515
ACH-000468,-0.3949443596078059
ACH-000469,-0.3780102656839976
ACH-000470,-0.3982077221885298
ACH-000471,-0.2976963610558883
ACH-000472,-0.2011318213248702
ACH-000473,-0.17084454404741456
ACH-000475,-0.1389201458563825
ACH-000476,-0.2867764569941253
ACH-000477,-0.3512781440671481
ACH-000479,-0.5429640416430371
ACH-000480,-0.22165125251464585
ACH-000481,-0.2897862305104383
ACH-000483,-0.15915763025459956
ACH-000484,-0.10633630042746522
ACH-000485,-0.2404250116572673
ACH-000486,-0.2558697853903796
ACH-000487,-0.20493969089271594
ACH-000488,-0.12216838143079492
ACH-000490,-0.12745394703674304
ACH-000491,-0.217374072177383
ACH-000495,-0.1699904857682788
ACH-000496,-0.300950739538598
ACH-000499,-0.16252942447051666
ACH-000500,-0.3118658886692716
ACH-000502,-0.21295666840246888
ACH-000503,-0.5974875306791018
ACH-000505,-0.2960313934148867
ACH-000507,-0.03855169776978108
ACH-000510,-0.2927569114083882
ACH-000511,-0.2704719159542477
ACH-000512,-0.2969136470137553
ACH-000516,-0.2407975612965959
ACH-000517,-0.2287635930158412
ACH-000518,-0.25985674847746243
ACH-000520,-0.2428987301026575
ACH-000521,-0.2443147355089112
ACH-000522,-0.33824574261514184
ACH-000524,-0.2238929121279496
ACH-000527,-0.1691355639350046
ACH-000528,-0.10704260137843344
ACH-000537,-0.25369193454556616
ACH-000541,-0.19668109808484546
ACH-000542,-0.32327467944143834
ACH-000544,-0.3549182824766197
ACH-000545,-0.4541474765904437
ACH-000547,-0.38283737556766745
ACH-000548,-0.43979232065413615
ACH-000549,-0.175638719786068
ACH-000550,-0.007148349100261751
ACH-000552,-0.4315479005799832
ACH-000556,-0.16571721317642069
ACH-000557,-0.21400912054754068
ACH-000569,0.1904940109915912
ACH-000570,-0.13139952226907392
ACH-000571,-0.2734646358253945
ACH-000573,-0.14762112081871115
ACH-000576,0.030864675470942363
ACH-000579,-0.2544776197894145
ACH-000580,-0.1905697277724275
ACH-000584,-0.1410255252825123
ACH-000585,-0.2971228757167956
ACH-000588,-0.17159164189926993
ACH-000589,-0.2626544223055832
ACH-000591,-0.30285022340489004
ACH-000593,-0.2046023082361793
ACH-000600,-0.43463234017932695
ACH-000601,-0.16564554074550808
ACH-000605,-0.1833122564496207
ACH-000606,-0.31620167173383523
ACH-000608,-0.33966795984097564
ACH-000614,-0.3890757108727904
ACH-000616,-0.17088392493268842
ACH-000618,-0.2840889091828197
ACH-000619,-0.4971978381633368
ACH-000620,-0.2383068101792393
ACH-000621,-0.18081602093087504
ACH-000622,-0.15246830042186835
ACH-000623,-0.2570204014252197
ACH-000624,-0.1946060765531796
ACH-000627,-0.35929452992732425
ACH-000630,-0.41674593467495136
ACH-000631,0.09241749161309497
ACH-000632,-0.2885741231186507
ACH-000633,-0.18687696840751286
ACH-000637,-0.07930367482247852
ACH-000638,-0.34760890915440273
ACH-000646,-0.43031657446682986
ACH-000647,-0.29896455512306763
ACH-000648,-0.4195784793331577
ACH-000649,-0.3312386648973918
ACH-000651,-0.12041458116245685
ACH-000652,-0.2635995844363551
ACH-000653,-0.13915264671767807
ACH-000657,-0.19789309612931227
ACH-000658,-0.23559373991443766
ACH-000661,-0.2248779082558289
ACH-000662,-0.19547018979661024
ACH-000663,-0.4184756943920962
ACH-000665,-0.2596092639145138
ACH-000671,-0.19683214107309016
ACH-000672,-0.3094632512104862
ACH-000673,-0.2973267519222381
ACH-000676,-0.1006121096457148
ACH-000677,-0.1166863995438156
ACH-000681,-0.3137558186003323
ACH-000683,-0.14574813249065352
ACH-000684,-0.1677168668184413
ACH-000688,-0.23897831402301706
ACH-000693,-0.24026693362054236
ACH-000694,-0.15461398035705054
ACH-000695,-0.2064083823063746
ACH-000696,-0.23030479384299835
ACH-000697,-0.15086228789291398
ACH-000699,-0.1887863626064636
ACH-000701,0.1863249030617448
ACH-000706,-0.07684441532411394
ACH-000711,-0.2338081332308376
ACH-000713,-0.2993667232355721
ACH-000714,-0.1710085383106014
ACH-000718,-0.34000296603456
ACH-000720,-0.2220856760900417
ACH-000721,-0.32592226363163895
ACH-000724,-0.34967851297735725
ACH-000725,-0.26466531114567765
ACH-000732,-0.24101910373244395
ACH-000734,-0.39063659567050496
ACH-000735,-0.3316867107434252
ACH-000736,-0.5251974068198114
ACH-000738,-0.13152332909517564
ACH-000746,-0.2887880624822355
ACH-000747,-0.3360726625739163
ACH-000748,-0.3939793626907577
ACH-000753,-0.2607898763302157
ACH-000756,-0.23988002706255734
ACH-000757,-0.2732462398773281
ACH-000758,-0.18760639291024636
ACH-000760,-0.16638257343705518
ACH-000762,-0.17309052726932586
ACH-000763,-0.06422328747507328
ACH-000764,-0.03548849956228487
ACH-000765,-0.17053961346876226
ACH-000766,-0.2800874056633289
ACH-000767,-0.13372091829967786
ACH-000768,-0.17581708330577606
ACH-000769,-0.20452890486819905
ACH-000770,-0.28353274808312684
ACH-000771,-0.14626011056400118
ACH-000773,-0.4180498818398876
ACH-000776,-0.2867165376181796
ACH-000777,-0.2416031992312911
ACH-000778,-0.5951458383126244
ACH-000781,-0.14746696302714032
ACH-000782,-0.03470635604345476
ACH-000783,-0.2541586069646901
ACH-000784,-0.17915471140929706
ACH-000785,0.014466010747534203
ACH-000787,-0.3068884372999254
ACH-000788,-0.176409906386167
ACH-000791,-0.14499380562085598
ACH-000792,-0.33165746566580984
ACH-000794,-0.4234690618531109
ACH-000796,-0.795754295673783
ACH-000798,-0.4487517418125328
ACH-000799,-0.04735483528739316
ACH-000800,0.06684145401113145
ACH-000802,-0.3330916920957544
ACH-000804,-0.1875465210031872
ACH-000805,-0.15283820764355632
ACH-000809,-0.17320128700164533
ACH-000810,-0.02341606492879373
ACH-000811,-0.16636747129518056
ACH-000817,-0.4972942568879337
ACH-000819,-0.1672132335191552
ACH-000820,-0.5562500186078115
ACH-000821,-0.10924133328978328
ACH-000822,-0.15368619618940635
ACH-000823,-0.22299641954849506
ACH-000824,-0.22376448367353527
ACH-000827,-0.1935293472626419
ACH-000829,-0.33494720787051396
ACH-000831,-0.259190207830739
ACH-000832,-0.3424728754711805
ACH-000833,-0.4887830187130351
ACH-000834,-0.19051659461861728
ACH-000835,-0.23989637490658905
ACH-000836,-0.4599823573816121
ACH-000837,-0.2341089971657997
ACH-000838,-0.11751349746013355
ACH-000839,-0.4781085917659553
ACH-000840,-0.19387095272195987
ACH-000841,-0.3424287539744971
ACH-000843,-0.21971295604996025
ACH-000846,-0.20422225238499805
ACH-000847,-0.3111843750673646
ACH-000848,-0.03916468688662576
ACH-000849,-0.12608027117662246
ACH-000851,-0.25422148576834125
ACH-000855,-0.2284672453950802
ACH-000856,-0.2581134713731534
ACH-000858,-0.2161572269106553
ACH-000859,-0.4842077110919874
ACH-000861,-0.2124539940026232
ACH-000862,-0.004735279011863039
ACH-000865,-0.2763142007471104
ACH-000866,-0.1924291807803569
ACH-000867,-0.12119218181510973
ACH-000869,-0.24487348928996425
ACH-000872,-0.1392752099438158
ACH-000873,-0.1882548333972537
ACH-000876,-0.16697615748315692
ACH-000878,-0.1901650919800425
ACH-000880,-0.4006118262871639
ACH-000881,-0.33055132948686666
ACH-000882,-0.1805872422375575
ACH-000884,-0.17959675447121198
ACH-000885,-0.1437875351641785
ACH-000887,-0.3314643464977253
ACH-000889,-0.1317522483327348
ACH-000896,-0.102735424024965
ACH-000898,-0.2937837249117739
ACH-000900,-0.3693776718380164
ACH-000901,-0.522706971971034
ACH-000905,-0.27216561778891035
ACH-000906,-0.2410216340507872
ACH-000907,-0.2835541322986924
ACH-000910,-0.14626110989279353
ACH-000911,-0.1395746791254784
ACH-000912,-0.040958091998195695
ACH-000913,-0.1420014313401455
ACH-000915,-0.22551101856038336
ACH-000916,-0.01828366914377852
ACH-000917,-0.2906196268029585
ACH-000920,-0.2772583664787076
ACH-000921,-0.23094674294385698
ACH-000924,-0.09700854849307332
ACH-000926,-0.18061796087037366
ACH-000928,-0.3164843365098819
ACH-000929,-0.3501076612829934
ACH-000932,-0.28111378045023033
ACH-000935,-0.20080216967329328
ACH-000936,-0.38573774390770577
ACH-000937,-0.16611428779765108
ACH-000938,-0.26408160983737977
ACH-000939,-0.2330340143129274
ACH-000941,-0.27497145981208165
ACH-000943,-0.17597427561303522
ACH-000946,-0.15100808177878586
ACH-000947,-0.2855837445075404
ACH-000948,-0.1793626538680383
ACH-000950,-0.2510128240621308
ACH-000953,-0.31944178043711496
ACH-000954,-0.22357824736564424
ACH-000957,-0.15987360339245618
ACH-000958,-0.1102392959754067
ACH-000960,-0.19785968814432853
ACH-000963,-0.2792336286791449
ACH-000968,-0.12583520064543655
ACH-000969,-0.14338243097008765
ACH-000972,-0.3310745631744381
ACH-000973,-0.08557382408652779
ACH-000974,-0.14349561451370893
ACH-000978,-0.16705591062691028
ACH-000984,-0.15077327503319446
ACH-000986,-0.4076970762218709
ACH-000988,-0.19071839370722785
ACH-000993,-0.2416213330319785
ACH-000994,-0.3289496645312866
ACH-000996,-0.3462047948531451
ACH-001001,-0.2665622118515416
ACH-001020,-0.484458270001401
ACH-001028,-0.27089794151420105
ACH-001031,-0.24156433207875905
ACH-001038,-0.16294312713304526
ACH-001048,-0.19915543218964887
ACH-001050,-0.2550109140910767
ACH-001053,-0.1053715550958853
ACH-001054,-0.14995178940562065
ACH-001061,-0.4109273773384601
ACH-001067,-0.25222945065305746
ACH-001075,-0.3753253058623927
ACH-001096,-0.1715302513530632
ACH-001111,-0.06948548666461025
ACH-001119,-0.2910749852385601
ACH-001128,-0.5073471072702891
ACH-001134,-0.07982156235574077
ACH-001151,-0.1784798222746952
ACH-001163,-0.2723951572381622
ACH-001164,0.09640229162600286
ACH-001183,-0.16939149039604598
ACH-001192,-0.30421319146631365
ACH-001193,-0.27230492086876257
ACH-001196,-0.1691542247110608
ACH-001197,-0.16312530693662
ACH-001205,-0.2379825411515773
ACH-001211,-0.03468382748721217
ACH-001212,0.03014491007248192
ACH-001228,-0.23102093037568056
ACH-001232,-0.13542504558064225
ACH-001239,-0.09106726567530768
ACH-001270,-0.2735839179795011
ACH-001274,-0.22117696318687904
ACH-001275,-0.1526124592720048
ACH-001277,-0.0423648722015364
ACH-001278,-0.32297224547391146
ACH-001280,-0.2055954532578228
ACH-001283,-0.1215896141769402
ACH-001289,-0.10901775802425627
ACH-001300,-0.08043514265933938
ACH-001301,-0.3415617351178623
ACH-001302,-0.029014174142713338
ACH-001306,-0.39899701308999297
ACH-001318,-0.19411640374661632
ACH-001322,-0.014068693076370405
ACH-001328,-0.38388107484548173
ACH-001332,-0.6155902026578771
ACH-001336,-0.2549920472304774
ACH-001346,-0.18384618405963385
ACH-001353,-0.7148203219457482
ACH-001354,0.00267133221466822
ACH-001367,-0.2924312050447634
ACH-001368,-0.3728336119818776
ACH-001374,-0.22468768118933968
ACH-001377,-0.18615649363867665
ACH-001380,-0.2511026308106701
ACH-001391,-0.09669628628168216
ACH-001408,-0.2723882681097167
ACH-001430,-0.2390716431377205
ACH-001431,-0.10962814720310964
ACH-001450,-0.2530169110561448
ACH-001496,-0.17039100073900582
ACH-001500,-0.37499356731610706
ACH-001523,-0.14357446343918126
ACH-001532,-0.11126167820745564
ACH-001550,-0.16708209558440154
ACH-001552,-0.1161353243909606
ACH-001554,-0.3284230683920628
ACH-001654,-0.2253248469389943
ACH-001735,-0.28233912973050185
ACH-001736,-0.2783300559968928
ACH-001737,-0.061342565930677974
ACH-001740,-0.15820260172894485
ACH-001745,-0.21986046543273108
ACH-001765,-0.18461599094116615
