,ESPL1 (9700)
ACH-000436,-1.4243186914937511
ACH-000444,-1.4425336741209251
ACH-000445,-1.2651350598492457
ACH-000448,-1.342564808674935
ACH-000450,-1.0655376476101095
ACH-000452,-1.636096434899613
ACH-000454,-1.4677334800274826
ACH-000458,-1.2871257453078375
ACH-000459,-0.9135057171047144
ACH-000460,-1.4617141199280994
ACH-000461,-1.4300443278289916
ACH-000463,-1.2763839948830542
ACH-000464,-1.4554452715663444
ACH-000466,-1.5136046640392995
ACH-000467,-1.3977051028668674
ACH-000468,-1.4226624963667063
ACH-000469,-1.6322731527769543
ACH-000470,-1.4075097613095233
ACH-000471,-1.3733970640058015
ACH-000472,-1.412373374881377
ACH-000473,-1.5293960003770992
ACH-000475,-1.290662147742186
ACH-000476,-1.4655947984074795
ACH-000477,-1.2357898569968844
ACH-000479,-1.2732780655023186
ACH-000480,-1.3068442608327773
ACH-000481,-1.6850382882044252
ACH-000483,-1.5758968723988172
ACH-000484,-1.114279704191693
ACH-000485,-1.2518263080450915
ACH-000486,-1.090778478864986
ACH-000487,-1.479438437561667
ACH-000488,-1.3991578191295844
ACH-000490,-1.3581931650761447
ACH-000491,-0.9776921973473724
ACH-000495,-1.2868693046650892
ACH-000496,-1.3791251206604171
ACH-000499,-1.325677014242822
ACH-000500,-1.9295600679047764
ACH-000502,-1.4030417256714949
ACH-000503,-1.0341638724226059
ACH-000505,-1.41998631854556
ACH-000507,-1.5067888226831032
ACH-000510,-1.340640614577503
ACH-000511,-1.2122459883041896
ACH-000512,-1.3914046304827388
ACH-000516,-1.3760734078221772
ACH-000517,-1.4260925552535215
ACH-000518,-1.5184377062420782
ACH-000520,-1.2556579899090328
ACH-000521,-1.3766550660826429
ACH-000522,-1.428775639674536
ACH-000524,-1.126848820324785
ACH-000527,-1.338329555980986
ACH-000528,-1.3544689045722889
ACH-000537,-1.5031373945447473
ACH-000541,-1.1877673952187433
ACH-000542,-1.3226566666484532
ACH-000544,-1.156991022510588
ACH-000545,-1.240528092323668
ACH-000547,-1.2692194306156066
ACH-000548,-1.3385331651732424
ACH-000549,-1.6142677762101718
ACH-000550,-1.516721820681506
ACH-000552,-1.4747600713166151
ACH-000556,-1.3034393851356258
ACH-000557,-1.720174183781549
ACH-000569,-1.4169767128689246
ACH-000570,-1.4453310143426568
ACH-000571,-1.3513949563389824
ACH-000573,-1.2447590024359811
ACH-000576,-1.4222097007220378
ACH-000579,-1.4483865632929858
ACH-000580,-1.218168510413164
ACH-000584,-1.4858679791477911
ACH-000585,-1.3799614569689902
ACH-000588,-1.3639792849675132
ACH-000589,-1.5000809940353272
ACH-000591,-1.5131075797115334
ACH-000593,-1.3174974362770653
ACH-000600,-1.288154366285232
ACH-000601,-1.2467198103379082
ACH-000605,-1.517310695427334
ACH-000606,-1.3536833200801583
ACH-000608,-1.1344451162475555
ACH-000614,-1.2548057939783892
ACH-000616,-1.3704957650635126
ACH-000618,-1.3412374173807
ACH-000619,-1.5319645053444024
ACH-000620,-1.3718649127721136
ACH-000621,-1.3351932823916204
ACH-000622,-1.3802432765550987
ACH-000623,-1.3913604237368626
ACH-000624,-1.4524233598889185
ACH-000627,-1.2264160796169377
ACH-000630,-1.514645669561434
ACH-000631,-1.610538795028048
ACH-000632,-1.3803805210804407
ACH-000633,-1.496954010947941
ACH-000637,-1.5290085314711708
ACH-000638,-1.4316598740035202
ACH-000646,-1.3225751717083312
ACH-000647,-1.3913766691261285
ACH-000648,-1.335709558353099
ACH-000649,-1.4946400147731922
ACH-000651,-1.4339204637606762
ACH-000652,-1.1352355846048172
ACH-000653,-1.4779000521925123
ACH-000657,-1.437389413903272
ACH-000658,-1.4318678198270065
ACH-000661,-1.3801483141833342
ACH-000662,-1.6810631094797723
ACH-000663,-1.4618855936221549
ACH-000665,-1.4780501425250698
ACH-000671,-1.3761061288216694
ACH-000672,-1.8065898196939016
ACH-000673,-1.4505630224957389
ACH-000676,-1.3558860541756927
ACH-000677,-1.3327900007747004
ACH-000681,-1.4680424058992918
ACH-000683,-1.4899614344669987
ACH-000684,-1.4187902747364074
ACH-000688,-1.187391077023258
ACH-000693,-1.5613803532214423
ACH-000694,-1.3564629446042236
ACH-000695,-1.5535711644266492
ACH-000696,-1.332350991744623
ACH-000697,-1.3437804879902897
ACH-000699,-1.6492730545909298
ACH-000701,-1.6078514450711427
ACH-000706,-1.3478459509301275
ACH-000711,-1.459017705066474
ACH-000713,-1.2830073606316963
ACH-000714,-1.2154537978726505
ACH-000718,-1.3633294880625082
ACH-000720,-1.60974994513832
ACH-000721,-1.2186897098762242
ACH-000724,-1.4165565436024434
ACH-000725,-1.0244589207040515
ACH-000732,-1.239058623336683
ACH-000734,-1.2923296971537317
ACH-000735,-1.145482600945782
ACH-000736,-1.4383969688499585
ACH-000738,-1.4331067619016429
ACH-000746,-1.2558834367394869
ACH-000747,-1.5688247609290538
ACH-000748,-1.2494865213554072
ACH-000753,-1.4641267606767672
ACH-000756,-1.2268275604339534
ACH-000757,-1.2867541747546485
ACH-000758,-1.3309741760462783
ACH-000760,-1.3984982782833262
ACH-000762,-1.4423879926546117
ACH-000763,-1.4293008797382414
ACH-000764,-1.4178358004608107
ACH-000765,-1.4934560647149735
ACH-000766,-1.2709121205718408
ACH-000767,-1.4565731841636131
ACH-000768,-1.3159629755436324
ACH-000769,-1.1871660642799389
ACH-000770,-1.5764269283038028
ACH-000771,-1.404907155791108
ACH-000773,-1.287454401083025
ACH-000776,-1.319581980788115
ACH-000777,-1.3467025486549655
ACH-000778,-1.7108336560171191
ACH-000781,-1.473333800496084
ACH-000782,-1.4325188530518906
ACH-000783,-1.6245897396604712
ACH-000784,-1.307832443726759
ACH-000785,-1.783152623946001
ACH-000787,-1.326484128402614
ACH-000788,-1.5066573001044936
ACH-000791,-1.476006545574976
ACH-000792,-1.325330276319535
ACH-000794,-1.3977568251218262
ACH-000796,-1.3165613693026947
ACH-000798,-1.4123804088705816
ACH-000799,-1.3293095647008717
ACH-000800,-1.7001093361971726
ACH-000802,-1.3749940890041354
ACH-000804,-1.409470531518508
ACH-000805,-1.3679441539196653
ACH-000809,-1.376960620229016
ACH-000810,-1.1166962612159803
ACH-000811,-1.4724728540556389
ACH-000817,-1.5285912229123997
ACH-000819,-1.5071492426523154
ACH-000820,-1.1231376300123044
ACH-000821,-1.6326094383929215
ACH-000822,-1.2782042883623972
ACH-000823,-1.3022152361864232
ACH-000824,-1.4953306353794094
ACH-000827,-1.4171598481601448
ACH-000829,-1.3471628406498684
ACH-000831,-1.4544287299147098
ACH-000832,-1.4299446863124297
ACH-000833,-1.5667053650719294
ACH-000834,-1.3085960886648769
ACH-000835,-1.3874078566750063
ACH-000836,-0.8815465790327847
ACH-000837,-1.4552965044419912
ACH-000838,-1.3008807250831709
ACH-000839,-1.4641236743547026
ACH-000840,-1.6624613483352946
ACH-000841,-1.4648330870535646
ACH-000843,-1.5517621181836259
ACH-000846,-1.4440861248304044
ACH-000847,-1.2013155823787238
ACH-000848,-1.4052644519291453
ACH-000849,-1.4891171379164232
ACH-000851,-1.3964392990956624
ACH-000855,-1.6866234983841961
ACH-000856,-1.4783831227749942
ACH-000858,-1.3832109786149875
ACH-000859,-1.4375797820720966
ACH-000861,-1.4295959814361263
ACH-000862,-1.4051793379077195
ACH-000865,-1.4726815198586931
ACH-000866,-1.482075541870466
ACH-000867,-1.530739739538526
ACH-000869,-1.1201800634762284
ACH-000872,-1.2921762205016116
ACH-000873,-1.343972707049396
ACH-000876,-1.4382054479478823
ACH-000878,-1.4104448865296826
ACH-000880,-1.4424075508375311
ACH-000881,-1.5058940335918185
ACH-000882,-1.2812074584392046
ACH-000884,-1.3669459407610665
ACH-000885,-1.4707974039075071
ACH-000887,-1.2950252449203865
ACH-000889,-1.4279821205691514
ACH-000896,-1.5648475550544736
ACH-000898,-1.4606396401580457
ACH-000900,-1.361988930043995
ACH-000901,-1.398813752919084
ACH-000905,-1.224949228402771
ACH-000906,-1.3449723024481668
ACH-000907,-1.3908604448915196
ACH-000910,-1.4537447091999485
ACH-000911,-1.3842507710252323
ACH-000912,-1.2881420237838899
ACH-000913,-1.4726485068236461
ACH-000915,-1.2619198240280438
ACH-000916,-1.3539503917123157
ACH-000917,-1.3192217975311071
ACH-000920,-1.1388888756337603
ACH-000921,-1.4593080346808802
ACH-000924,-1.1178818245355389
ACH-000926,-1.3187609901512136
ACH-000928,-1.5788425715566514
ACH-000929,-1.1501300746015453
ACH-000932,-1.4151581775460529
ACH-000935,-1.3697864627957343
ACH-000936,-1.3496453520304197
ACH-000937,-1.5551218249677368
ACH-000938,-1.220160141169964
ACH-000939,-1.3372688168877152
ACH-000941,-1.3351756543881828
ACH-000943,-1.410691504574655
ACH-000946,-1.4765029170783424
ACH-000947,-1.5440321817595948
ACH-000948,-1.3229665740037402
ACH-000950,-1.3965500756895248
ACH-000953,-1.3747549727842707
ACH-000954,-1.2732452759195272
ACH-000957,-1.3849716210244392
ACH-000958,-1.6129032121168376
ACH-000960,-1.2842046989719127
ACH-000963,-1.5123080548093195
ACH-000968,-1.4017221882207158
ACH-000969,-1.2703737191534692
ACH-000972,-1.3304457225680637
ACH-000973,-1.2642744487911988
ACH-000974,-1.4300997069974817
ACH-000978,-2.2306525986656003
ACH-000984,-1.3316210320546815
ACH-000986,-1.2802323539185871
ACH-000988,-1.5528502743792743
ACH-000993,-1.5644574259399675
ACH-000994,-1.6263093062643696
ACH-000996,-1.276325112641444
ACH-001001,-1.4575852506349496
ACH-001020,-1.141904665761698
ACH-001028,-1.3004194708661443
ACH-001031,-1.6436371322276195
ACH-001038,-1.4854464884548149
ACH-001048,-1.4050607497296974
ACH-001050,-1.230695962676539
ACH-001053,-1.219048334099229
ACH-001054,-1.3721876081177025
ACH-001061,-1.3680636683804794
ACH-001067,-1.331847740198692
ACH-001075,-1.5370166856278829
ACH-001096,-1.4407142335575882
ACH-001111,-1.285977058399885
ACH-001119,-1.2913390454725624
ACH-001128,-0.3771211980189608
ACH-001134,-1.25158600284453
ACH-001151,-1.5013660170455938
ACH-001163,-1.355688879063544
ACH-001164,-1.3301902282682028
ACH-001183,-1.2554279703457918
ACH-001192,-1.5097479662417266
ACH-001193,-1.242681386087945
ACH-001196,-1.4809015510369476
ACH-001197,-1.2708276042517268
ACH-001205,-1.215775434723325
ACH-001211,-1.2586048343489784
ACH-001212,-1.232600646353372
ACH-001228,-1.2524428372373233
ACH-001232,-1.4360389479586757
ACH-001239,-1.353764257447612
ACH-001270,-1.2445448286080554
ACH-001274,-1.469136670198831
ACH-001275,-1.2550199553568877
ACH-001277,-1.524815288901238
ACH-001278,-1.5153218967530884
ACH-001280,-1.3740379994784946
ACH-001283,-1.5321274051939766
ACH-001289,-1.4641937883870193
ACH-001300,-1.3748879360409283
ACH-001301,-1.3527412680118582
ACH-001302,-1.3050053197526312
ACH-001306,-1.469551732485416
ACH-001318,-1.4736073700295835
ACH-001322,-1.3884152657353896
ACH-001328,-1.3338651680655207
ACH-001332,-1.3299236920671285
ACH-001336,-1.3410094314150691
ACH-001346,-1.4307682743298056
ACH-001353,-1.2849958053665795
ACH-001354,-1.5268315679562987
ACH-001367,-1.2637005778469887
ACH-001368,-1.5905566315094783
ACH-001374,-1.7907106546281726
ACH-001377,-1.3960801178882771
ACH-001380,-1.1245427015620386
ACH-001391,-1.5430403432985724
ACH-001408,-1.5557288682625503
ACH-001430,-1.0805414416950816
ACH-001431,-1.5192224573470103
ACH-001450,-1.1883652633831412
ACH-001496,-1.0459428258423067
ACH-001500,-1.0848818199968788
ACH-001523,-1.6571467122814227
ACH-001532,-1.3992030076580553
ACH-001550,-1.1280615132329472
ACH-001552,-1.3099376396910016
ACH-001554,-1.4771752466442314
ACH-001654,-1.558955375417997
ACH-001735,-1.6150975515939308
ACH-001736,-1.2609156102969663
ACH-001737,-1.0858825053761365
ACH-001740,-1.3821189801469782
ACH-001745,-1.4576174196361444
ACH-001765,-1.3290169457250864
