,GNB1L (54584)
ACH-000265,-0.8688072794205027
ACH-000266,-0.44548473273511496
ACH-000272,-0.7419385183153402
ACH-000274,-0.4682523208404618
ACH-000277,-0.7308269333001419
ACH-000278,-0.9258323202693441
ACH-000279,-0.7495394718201354
ACH-000280,-1.0839490864298238
ACH-000281,-0.8380935524161993
ACH-000288,-0.7989002293467532
ACH-000291,-0.7034177549794608
ACH-000293,-0.8096083496499058
ACH-000294,-0.8726738711040937
ACH-000295,-0.6750491655277947
ACH-000296,-0.7184979996837676
ACH-000302,-0.7576174952839811
ACH-000304,-0.7994496309595907
ACH-000307,-0.8375592092105486
ACH-000308,-0.7283776581288123
ACH-000310,-0.3914177824073157
ACH-000311,-0.8595930446516853
ACH-000312,-0.9078396381587502
ACH-000315,-1.0002402308271992
ACH-000316,-0.926992062821424
ACH-000317,-0.8643117096212183
ACH-000318,-0.8972461258579804
ACH-000319,-0.9169550470771719
ACH-000320,-0.913923545654468
ACH-000322,-0.6646500407549604
ACH-000323,-0.8021845376869229
ACH-000324,-0.7952509466639135
ACH-000329,-0.6771717160801539
ACH-000330,-0.871649400746434
ACH-000331,-0.8051876041956182
ACH-000332,-0.6243572802119935
ACH-000334,-0.3255915102222228
ACH-000335,-1.0821987974680078
ACH-000336,-0.6378771731684503
ACH-000337,-0.7126071960361244
ACH-000338,-0.9468095564958584
ACH-000339,-0.7870004964127904
ACH-000341,-0.7406990089893506
ACH-000348,-0.7615493009344224
ACH-000350,-0.3130666766825269
ACH-000352,-0.9001287012159892
ACH-000356,-0.9366888518281392
ACH-000361,-0.8044284976003098
ACH-000362,-0.7544441266518188
ACH-000363,-0.6740283566658766
ACH-000364,-0.8398290360955065
ACH-000365,-0.7148277095244586
ACH-000366,-1.0267317366124786
ACH-000368,-0.6426125981581925
ACH-000374,-0.8099018698435642
ACH-000375,-0.5284385535152205
ACH-000376,-0.6824107271563479
ACH-000381,-0.9480816094584714
ACH-000383,-0.4372738198432528
ACH-000387,-0.6809891264346501
ACH-000389,-0.8632261269516854
ACH-000390,-0.8919142844111523
ACH-000393,-0.5118466455278088
ACH-000395,-1.0118541095095532
ACH-000396,-0.4228551013179624
ACH-000397,-0.7706054058527249
ACH-000401,-0.7149266858424856
ACH-000402,-0.31345229582841594
ACH-000403,-0.4308556493978941
ACH-000404,-0.8972800009022103
ACH-000406,-0.7968913228171862
ACH-000407,-0.9561023205118568
ACH-000408,-1.125898793863469
ACH-000410,-0.6953654925339856
ACH-000411,-0.6015069197502089
ACH-000414,-0.8278879092830485
ACH-000415,-0.8385460672431252
ACH-000416,-0.9524100026837022
ACH-000420,-0.8816518760099389
ACH-000421,-0.4530915475693609
ACH-000424,-0.9630819988641766
ACH-000425,-0.7555656954122745
ACH-000426,-0.8411186153775481
ACH-000427,-0.4696812806539495
ACH-000433,-0.5820337112324472
ACH-000435,-0.5389886667618295
ACH-000436,-0.6330844737459264
ACH-000444,-0.7238612341710072
ACH-000445,-0.8871768951535787
ACH-000448,-0.7818448769303656
ACH-000450,-0.2833220120962747
ACH-000452,-0.964627876446196
ACH-000454,-0.9049624286969972
ACH-000458,-0.6217820012735366
ACH-000459,-0.5885826364952389
ACH-000460,-0.7009690909946831
ACH-000461,-0.8571057697036983
ACH-000463,-0.7670112015440139
ACH-000464,-0.7306725266970399
ACH-000466,-0.8950412579907109
ACH-000467,-0.6828791244240805
ACH-000468,-0.7532523588754368
ACH-000469,-0.8127453131711793
ACH-000470,-0.7851665499174452
ACH-000471,-1.0491842708237074
ACH-000472,-0.561761110380754
ACH-000473,-0.8073575601865992
ACH-000475,-0.8798292484564558
ACH-000476,-0.3510349483306751
ACH-000477,-0.5683613966559389
ACH-000479,-0.9499211144777384
ACH-000480,-0.5805770276876561
ACH-000481,-0.7804227379762101
ACH-000483,-0.7366173720853981
ACH-000484,-0.7000968513218591
ACH-000485,-0.6595564589921665
ACH-000486,-0.6782488211645311
ACH-000487,-0.6285851318292361
ACH-000488,-0.7281288187277991
ACH-000490,-0.9737768238571956
ACH-000491,-0.6658430674189034
ACH-000495,-0.7872691294795463
ACH-000496,-0.839638423392034
ACH-000499,-1.077856947969101
ACH-000500,-0.6322126100863776
ACH-000502,-0.86713854722076
ACH-000503,-1.0447578541884364
ACH-000505,-0.8057429291502209
ACH-000507,-0.6482015202732668
ACH-000510,-0.7850449446221538
ACH-000511,-0.685901108257878
ACH-000512,-0.6183826959688602
ACH-000516,-0.7898919414264134
ACH-000517,-0.3835111081844537
ACH-000518,-0.9128456143022232
ACH-000520,-0.9306097034650976
ACH-000521,-0.9030331660601726
ACH-000522,-0.7520190245158498
ACH-000524,-0.7368331105131383
ACH-000527,-0.6709406163868472
ACH-000528,-0.4562748831109553
ACH-000537,-0.714462006917262
ACH-000541,-0.6378224371975268
ACH-000542,-0.8403281187363946
ACH-000544,-1.019762198644927
ACH-000545,-1.065782073532744
ACH-000547,-0.6510762253233287
ACH-000548,-0.7451151292349156
ACH-000549,-1.0135051748618884
ACH-000550,-0.6831406322724151
ACH-000552,-0.5532222481191251
ACH-000556,-0.4676741688894759
ACH-000557,-0.5829455534737871
ACH-000569,-0.5218846569867392
ACH-000570,-0.9356942949131068
ACH-000571,-0.5473807972969863
ACH-000573,-0.7824089551921508
ACH-000576,-0.4778689313853754
ACH-000579,-0.7405561939621061
ACH-000580,-0.48293293317308894
ACH-000584,-0.9671654968645026
ACH-000585,-0.8096799252565585
ACH-000588,-0.8984834182018635
ACH-000589,-0.8724261403025719
ACH-000591,-0.8363570065716701
ACH-000593,-0.945460243442514
ACH-000600,-0.3816054349723359
ACH-000601,-0.6818843447600259
ACH-000605,-0.8042619368099768
ACH-000606,-0.8236530452187845
ACH-000608,-0.5213126564354889
ACH-000614,-0.44807654948579423
ACH-000616,-0.7027868531751829
ACH-000618,-0.8694938893115107
ACH-000619,-0.9554229957332976
ACH-000620,-0.7019187129418822
ACH-000621,-0.7536561157848104
ACH-000622,-0.6700704327091893
ACH-000623,-0.7335459561968041
ACH-000624,-0.7148729679484868
ACH-000627,-0.8587458841579322
ACH-000630,-0.9219621046667044
ACH-000631,-1.3023661989466735
ACH-000632,-0.9869770183262788
ACH-000633,-0.5637592502267743
ACH-000637,-0.6523743320520096
ACH-000638,-0.5394233292978652
ACH-000646,-0.6993692841397567
ACH-000647,-0.5789090732845003
ACH-000648,-0.7134080647089766
ACH-000649,-0.8363636387110924
ACH-000651,-0.873669799034278
ACH-000652,-0.8705939546232415
ACH-000653,-0.5243357489864754
ACH-000657,-0.7225800145130502
ACH-000658,-0.8298334180113164
ACH-000661,-0.6078280541933984
ACH-000662,-0.7998424856942985
ACH-000663,-0.7209436440082819
ACH-000665,-0.9161129282702242
ACH-000671,-0.9194478732534256
ACH-000672,-0.9406598477190071
ACH-000673,-0.7402783153050098
ACH-000676,-0.8864353835586564
ACH-000677,-0.6712994982243858
ACH-000681,-0.8912296088942787
ACH-000683,-0.5566487240472744
ACH-000684,-0.8448825223822374
ACH-000688,-0.6832069608606472
ACH-000693,-0.9889823705547618
ACH-000694,-0.9375683097179944
ACH-000695,-0.5242828073085226
ACH-000696,-0.8649585807942279
ACH-000697,-0.7252603764802746
ACH-000699,-0.6672754543166309
ACH-000701,-0.4648949774630111
ACH-000706,-0.8658780123255477
ACH-000711,-0.7207965650816454
ACH-000713,-0.652512147971986
ACH-000714,-0.618305335945831
ACH-000718,-0.7393598140027341
ACH-000720,-0.9550181940290284
ACH-000721,-0.8950055908540463
ACH-000724,-0.5498487271661173
ACH-000725,-0.6369297557547142
ACH-000732,-0.9583013623089792
ACH-000734,-0.7738629738225262
ACH-000735,-0.9440985390427544
ACH-000736,-0.6467230510520929
ACH-000738,-0.7332303936375331
ACH-000746,-0.8037137976333785
ACH-000747,-0.7942088958878735
ACH-000748,-1.0028846753385408
ACH-000753,-0.9154410870267444
ACH-000756,-0.9114255007790968
ACH-000757,-0.8821740095921491
ACH-000758,-0.9687404456185942
ACH-000760,-0.8428558883819777
ACH-000762,-0.8651366266458721
ACH-000763,-0.5360322613483806
ACH-000764,-1.0191913725785318
ACH-000765,-0.8247790458165524
ACH-000766,-0.7379183673194433
ACH-000767,-0.5468510716401899
ACH-000768,-0.7820886461268984
ACH-000769,-0.93258092704195
ACH-000770,-0.8763345687947298
ACH-000771,-0.723209937967787
ACH-000773,-0.5985934325973107
ACH-000776,-0.9626109763536268
ACH-000777,-0.7211840757941789
ACH-000778,-0.7447597194828071
ACH-000781,-0.9764961262951588
ACH-000782,-0.60263464044486
ACH-000783,-0.611917180933422
ACH-000784,-0.7077510400165106
ACH-000785,-0.535555263086169
ACH-000787,-0.8476906028708598
ACH-000788,-0.9075961465257916
ACH-000791,-0.7114215589994647
ACH-000792,-0.8500129507125199
ACH-000794,-0.7132645270953815
ACH-000796,-0.3928203686321424
ACH-000798,-0.7779840985713002
ACH-000799,-0.6035466806519746
ACH-000800,-0.9691669553036544
ACH-000802,-0.7420557351529918
ACH-000804,-0.7075359617221825
ACH-000805,-0.5161331427440471
ACH-000809,-0.8205589321945429
ACH-000810,-0.8413662711141993
ACH-000811,-0.6536959923056209
ACH-000817,-1.1935908310977124
ACH-000819,-1.010729693599108
ACH-000820,-1.5030480841851062
ACH-000821,-0.6458748589493312
ACH-000822,-0.496026762638063
ACH-000823,-0.7536572959673142
ACH-000824,-0.5984059369688851
ACH-000827,-0.8180844229215397
ACH-000829,-0.593001053981946
ACH-000831,-0.7344816206069568
ACH-000832,-0.7573747240570248
ACH-000833,-1.015764613314005
ACH-000834,-0.6456851488078164
ACH-000835,-0.8315668651671397
ACH-000836,-0.6280081166697395
ACH-000837,-0.9474667183485129
ACH-000838,-0.7497678262363792
ACH-000839,-0.6704136268269915
ACH-000840,-0.5266582586196821
ACH-000841,-0.7835193703786396
ACH-000843,-0.897250972504494
ACH-000846,-0.6758790604910734
ACH-000847,-1.2013564770473322
ACH-000848,-0.4956698328223429
ACH-000849,-0.8316921094087306
ACH-000851,-0.4600065146942315
ACH-000855,-0.9573215553730731
ACH-000856,-0.7285097521142251
ACH-000858,-0.9354793291866522
ACH-000859,-1.0577693768581182
ACH-000861,-0.7434265094048174
ACH-000862,-0.773337791627875
ACH-000865,-0.868475611262386
ACH-000866,-0.807604841197127
ACH-000867,-0.15660960453634054
ACH-000869,-0.8296863802240393
ACH-000872,-0.6042561167098838
ACH-000873,-0.9081700372973016
ACH-000876,-0.646027081695917
ACH-000878,-0.8174362119844593
ACH-000880,-0.7738724492498836
ACH-000881,-0.630079971540371
ACH-000882,-0.6979004128466549
ACH-000884,-0.4965270805000717
ACH-000885,-0.7409538465286845
ACH-000887,-0.8146048409646056
ACH-000889,-0.5906726090931613
ACH-000896,-0.993807427467716
ACH-000898,-0.7666189118149533
ACH-000900,-0.6740756077637691
ACH-000901,-0.8594148957231577
ACH-000905,-0.6825436502081021
ACH-000906,-0.9049771632228673
ACH-000907,-0.7388996037013444
ACH-000910,-0.5966207115919137
ACH-000911,-0.7127030981988409
ACH-000912,-0.6076207864721885
ACH-000913,-1.0462368435441138
ACH-000915,-0.7938616561893872
ACH-000916,-0.7465798533850101
ACH-000917,-0.8385606532869206
ACH-000920,-0.4492750942026292
ACH-000921,-0.6010948274770549
ACH-000924,-0.8704453031013495
ACH-000926,-0.694329107130065
ACH-000928,-0.7303138108945992
ACH-000929,-0.6894241597461691
ACH-000932,-0.6996667871364614
ACH-000935,-0.607877435605235
ACH-000936,-0.8000025803106267
ACH-000937,-0.5493478732559093
ACH-000938,-0.6950757644816012
ACH-000939,-0.7449736600033249
ACH-000941,-0.6321853882633658
ACH-000943,-0.5659664164426411
ACH-000946,-0.6705126714438401
ACH-000947,-0.6684955076846543
ACH-000948,-0.5741478926001938
ACH-000950,-1.128705590429562
ACH-000953,-0.5036477412894693
ACH-000954,-1.218219538902903
ACH-000957,-0.5769978941809596
ACH-000958,-0.7482131631318573
ACH-000960,-0.599320687189379
ACH-000963,-0.6396615914592738
ACH-000968,-0.5510456086793591
ACH-000969,-0.6589249299050008
ACH-000972,-0.5629940957653639
ACH-000973,-0.7534857496407421
ACH-000974,-0.8348026788848617
ACH-000978,-0.32188124567316245
ACH-000984,-0.631518747055421
ACH-000986,-0.6663025100291704
ACH-000988,-1.070910970179901
ACH-000993,-0.4995857145979639
ACH-000994,-0.42290577987490535
ACH-000996,-0.7069878510012529
ACH-001001,-0.7269289748401824
ACH-001020,-0.6019171646597874
ACH-001028,-0.7976166644122109
ACH-001031,-0.8726115517116104
ACH-001038,-0.7066346078374539
ACH-001048,-0.7710071789294788
ACH-001050,-0.7087650198475927
ACH-001053,-0.9463484530088556
ACH-001054,-0.7643142278210001
ACH-001061,-0.9586578316116038
ACH-001067,-0.6859931034904458
ACH-001075,-1.119433175239872
ACH-001096,-0.801545707393443
ACH-001111,-0.5708507995971129
ACH-001119,-0.6898199534109254
ACH-001128,-0.4151788023664833
ACH-001134,-0.5630794553497235
ACH-001151,-0.7906415052314691
ACH-001163,-0.5257799246557316
ACH-001164,-0.5832859170763743
ACH-001183,-0.9961728423856084
ACH-001192,-0.9540861491159658
ACH-001193,-0.9547758170961927
ACH-001196,-0.7647680164966064
ACH-001197,-0.5956012940548688
ACH-001205,-0.6836768003151938
ACH-001211,-0.4709871233185813
ACH-001212,-0.8924326943390455
ACH-001228,-1.1836977984953772
ACH-001232,-1.0157774370817712
ACH-001239,-0.7256480345146492
ACH-001270,-0.7513294296772841
ACH-001274,-0.5999551984780125
ACH-001275,-0.8234639349599739
ACH-001277,-0.6446573318316351
ACH-001278,-0.8938180282508921
ACH-001280,-0.4426956635000547
ACH-001283,-0.9145091253293116
ACH-001289,-0.458105016000956
ACH-001300,-1.179691661128694
ACH-001301,-0.8385816310362418
ACH-001302,-0.4275947893988366
ACH-001306,-0.8498244157614848
ACH-001318,-0.8931653607525356
ACH-001322,-0.6245770771661754
ACH-001328,-0.6950257749103389
ACH-001332,-1.1638305369731603
ACH-001336,-0.9013892143807336
ACH-001346,-0.9816923007879718
ACH-001353,-0.9227379205766976
ACH-001354,-0.7877606147844269
ACH-001367,-0.7136293473988705
ACH-001368,-0.9200970484128722
ACH-001374,-0.724902622406999
ACH-001377,-0.5752975871260309
ACH-001380,-0.8048643019905762
ACH-001391,-0.4656561218042394
ACH-001408,-0.9954544038227752
ACH-001430,-0.7619288379583237
ACH-001431,-0.964727179859989
ACH-001450,-0.6492296251247016
ACH-001496,-0.9617770887434676
ACH-001500,-0.7889789951243937
ACH-001523,-0.8363069398064698
ACH-001532,-0.6101344921630479
ACH-001550,-0.6191461236752465
ACH-001552,-0.6489453216608061
ACH-001554,-0.8432616718207028
ACH-001654,-0.8605722648433172
ACH-001735,-0.5574061909083383
ACH-001736,-0.8068972668511211
ACH-001737,-0.31202022676332153
ACH-001740,-1.0489995890458637
ACH-001745,-1.051644901878204
ACH-001765,-0.8813242778864822
