,SV2A (9900)
ACH-000190,-0.03230244171705606
ACH-000198,-0.30572716187338583
ACH-000203,-0.7702177156567181
ACH-000204,-0.6215725777551372
ACH-000206,-0.2978915257216653
ACH-000207,-0.1260762819719159
ACH-000208,-0.3784308293206747
ACH-000210,-0.4157356041608263
ACH-000211,-0.2688426075463876
ACH-000215,-0.3927035529732245
ACH-000221,-0.43268669314184216
ACH-000222,-0.03631910371152165
ACH-000223,-0.28548706403527785
ACH-000226,-0.1808932809206116
ACH-000227,-0.16159705575626168
ACH-000228,-0.379038168833822
ACH-000231,-0.2877290813894833
ACH-000232,-0.23531709134216866
ACH-000233,-0.2635873985819441
ACH-000234,-0.23314403570280076
ACH-000235,-0.2545159513127685
ACH-000237,-0.2269428100824121
ACH-000238,-0.15337614830412785
ACH-000242,0.01810798916416484
ACH-000243,-0.18287678365201385
ACH-000244,-0.3693558689135743
ACH-000246,-0.3181647088022053
ACH-000248,-0.16483972941019706
ACH-000250,-0.1578261327138881
ACH-000251,-0.3417045839109571
ACH-000252,-0.021172092605752958
ACH-000253,-0.21694936661745107
ACH-000255,-0.3260161667514188
ACH-000256,-0.19556347237509197
ACH-000257,-0.06387901659320233
ACH-000258,-0.23297656663971186
ACH-000259,-0.23620942233679101
ACH-000260,-0.16546413955442982
ACH-000261,-0.24956094781585814
ACH-000262,-0.29462294239818154
ACH-000263,-0.1870055606020299
ACH-000264,-0.3051260444517007
ACH-000265,-0.1809764803804248
ACH-000266,-0.24427793579482826
ACH-000272,-0.23551614101288776
ACH-000274,-0.17623671910181551
ACH-000277,-0.111336379642017
ACH-000278,-0.4100373530421069
ACH-000279,-0.1909201829656937
ACH-000280,-0.17346313739682562
ACH-000281,-0.1797047004689236
ACH-000288,-0.3059983825677288
ACH-000291,-0.2042483487393164
ACH-000293,-0.17595582382454475
ACH-000294,-0.27399906147565783
ACH-000295,-0.5367890340695392
ACH-000296,-0.19948935523674227
ACH-000302,-0.1894893146387294
ACH-000304,-0.2694266140035175
ACH-000307,-0.14132114195166218
ACH-000308,-0.21316006545860086
ACH-000310,-0.22101832870529056
ACH-000311,-0.32032013646925017
ACH-000312,-0.1918811791554266
ACH-000315,-0.28358055605237953
ACH-000316,-0.1722694936884989
ACH-000317,-0.14424159894428826
ACH-000318,-0.23366974462534434
ACH-000319,-0.3431160656838221
ACH-000320,-0.18916925036462007
ACH-000322,-0.3783215866186917
ACH-000323,-0.18418711644154173
ACH-000324,-0.2035229468136697
ACH-000329,-0.25188687071798
ACH-000330,-0.19517178934024568
ACH-000331,-0.21567403971683308
ACH-000332,-0.2219780517901829
ACH-000334,-0.13627942747248725
ACH-000335,-0.1353305347356326
ACH-000336,-0.4388622889053659
ACH-000337,-0.22911809591835566
ACH-000338,0.2711453796252805
ACH-000339,-0.1034213845230942
ACH-000341,-0.39625632330729177
ACH-000348,-0.3085134762913951
ACH-000350,-0.2730727140084299
ACH-000352,-0.26755453215174363
ACH-000356,-0.2542781186975756
ACH-000361,-0.26472635810342504
ACH-000362,-0.21207091474016984
ACH-000363,-0.20402393322708606
ACH-000364,-0.2781369246659588
ACH-000365,-0.20175207047223712
ACH-000366,-0.19421535943318446
ACH-000368,-0.2600591504149975
ACH-000374,-0.11094330799178796
ACH-000375,-0.33030982717053825
ACH-000376,-0.2341456004973224
ACH-000381,-0.4341843472360752
ACH-000383,-0.3226111200753856
ACH-000387,-0.2864532994856472
ACH-000389,-0.3225475948702431
ACH-000390,-0.3028952301120157
ACH-000393,-0.13838780791991792
ACH-000395,-0.13621068152486068
ACH-000396,-0.05395235005240567
ACH-000397,-0.41318454530304577
ACH-000401,-0.17022395237416593
ACH-000402,-0.4598934019126544
ACH-000403,-0.29301762392298725
ACH-000404,-0.23615055849328564
ACH-000406,-0.26783399578864514
ACH-000407,-0.13173080442358248
ACH-000408,-0.4475931910265339
ACH-000410,-0.4506294964041785
ACH-000411,-0.20147373338950533
ACH-000414,-0.19571832827896485
ACH-000415,-0.2713354096206589
ACH-000416,-0.28324704018701263
ACH-000420,-0.30796652258876034
ACH-000421,-0.26266496036793624
ACH-000424,-0.5173675905918711
ACH-000425,-0.24115763073338606
ACH-000426,-0.2266804558535216
ACH-000427,-0.3473434715722156
ACH-000433,-0.2375799419884969
ACH-000435,-0.5316083712720958
ACH-000436,-0.17936266660604575
ACH-000444,-0.1834301441751362
ACH-000445,-0.16596377599895162
ACH-000448,-0.3004235600375757
ACH-000450,-0.2639466935270434
ACH-000452,-0.29863136895977865
ACH-000454,-0.42732152736029705
ACH-000458,-0.28567122134081285
ACH-000459,-0.2229691981808492
ACH-000460,-0.2744105796224227
ACH-000461,-0.28605066753057
ACH-000463,-0.4504720971143418
ACH-000464,-0.31209207965194785
ACH-000466,-0.22200575811764664
ACH-000467,-0.26500341170053776
ACH-000468,-0.21597929920157874
ACH-000469,-0.12532391452015593
ACH-000470,-0.15958039402572707
ACH-000471,-0.18974543258458068
ACH-000472,-0.15967158357122366
ACH-000473,-0.2863205071160389
ACH-000475,-0.2604177690671161
ACH-000476,-0.12314986838887293
ACH-000477,-0.32305550685608964
ACH-000479,-0.4996843251912661
ACH-000480,-0.20870144078965036
ACH-000481,-0.30811583642372503
ACH-000483,-0.15930837820905158
ACH-000484,-0.3995446618536775
ACH-000485,-0.10706946292123856
ACH-000486,-0.26453197058954725
ACH-000487,-0.2992159543598472
ACH-000488,-0.2381223115557469
ACH-000490,-0.16645118343766466
ACH-000491,-0.1493409924690605
ACH-000495,-0.38661708317219706
ACH-000496,-0.11841429761009667
ACH-000499,-0.10517055761513948
ACH-000500,-0.0064189918593764135
ACH-000502,-0.3161229524309663
ACH-000503,-0.08180479677736452
ACH-000505,-0.2794322690596072
ACH-000507,-0.267164203413688
ACH-000510,-0.3823912534761823
ACH-000511,-0.13360146875199996
ACH-000512,-0.4372853280977945
ACH-000516,-0.2387609286411893
ACH-000517,-0.31822071727623513
ACH-000518,-0.22989447874885946
ACH-000520,-0.12278550195468504
ACH-000521,-0.3632585789906015
ACH-000522,-0.25885179169719713
ACH-000524,-0.2796255809066199
ACH-000527,-0.2258116553668462
ACH-000528,-0.16389506398158554
ACH-000537,-0.25011221723413546
ACH-000541,-0.09040177917245862
ACH-000542,-0.2960694985680025
ACH-000544,-0.38416380361015706
ACH-000545,-0.1748233413255639
ACH-000547,-0.1696916377669187
ACH-000548,-0.3070403639096009
ACH-000549,-0.2515641334537556
ACH-000550,-0.22070618726695396
ACH-000552,-0.2521512639912755
ACH-000556,-0.28432585084306544
ACH-000557,-0.008284438531074741
ACH-000569,-0.2594874543339533
ACH-000570,-0.05803596199582019
ACH-000571,-0.16233998580124145
ACH-000573,-0.25059358982803603
ACH-000576,-0.2660821742929606
ACH-000579,-0.1476096623038885
ACH-000580,-0.18037475203254286
ACH-000584,-0.26071724897986664
ACH-000585,-0.2710938340440507
ACH-000588,-0.3876389958268728
ACH-000589,-0.2304050753067753
ACH-000591,-0.06718590211093345
ACH-000593,-0.3757500569216698
ACH-000600,-0.3430454066243105
ACH-000601,-0.2656337451253339
ACH-000605,-0.2714994935819975
ACH-000606,-0.2952872620573268
ACH-000608,-0.16815695496528854
ACH-000614,-0.15476003484783127
ACH-000616,-0.23386563661963486
ACH-000618,-0.2780834777273612
ACH-000619,-0.20404596150981066
ACH-000620,-0.3051536031426135
ACH-000621,-0.18426922402036894
ACH-000622,-0.2552104055376032
ACH-000623,-0.2300272896698518
ACH-000624,-0.20297955275055848
ACH-000627,-0.32528001466696266
ACH-000630,-0.2417585608160393
ACH-000631,-0.6598047128580907
ACH-000632,-0.2068826136679586
ACH-000633,-0.2275042018799142
ACH-000637,-0.2770914678016023
ACH-000638,-0.16850448027370638
ACH-000646,-0.3555197248094211
ACH-000647,-0.31184097114800113
ACH-000648,-0.3694107086801973
ACH-000649,-0.1924293455257788
ACH-000651,-0.19787064060663825
ACH-000652,-0.2025824849101284
ACH-000653,-0.2111684620394081
ACH-000657,-0.2853300764773253
ACH-000658,-0.34792137792154265
ACH-000661,-0.2261923677895173
ACH-000662,-0.3002025952202345
ACH-000663,-0.20960275730967592
ACH-000665,-0.2971780304228437
ACH-000671,-0.26619733510424737
ACH-000672,-0.19424055084970104
ACH-000673,-0.2431167125423453
ACH-000676,-0.31607515980373124
ACH-000677,-0.2684111083056419
ACH-000681,-0.029284350417163086
ACH-000683,-0.3672566502774715
ACH-000684,-0.17681263623139712
ACH-000688,-0.3539353423733897
ACH-000693,-0.2831643441181673
ACH-000694,-0.2230149506720004
ACH-000695,-0.049926391588891984
ACH-000696,-0.2747840178177701
ACH-000697,-0.1717997010982347
ACH-000699,-0.2675225094638597
ACH-000701,-0.29155918555010285
ACH-000706,-0.2510697728136372
ACH-000711,-0.28230871155147663
ACH-000713,-0.4561525488611421
ACH-000714,-0.18165501082845706
ACH-000718,-0.24612251205640065
ACH-000720,-0.24086719750133706
ACH-000721,-0.2506758221850372
ACH-000724,-0.3447450618878485
ACH-000725,-0.3692704614451547
ACH-000732,-0.3418407619103908
ACH-000734,-0.3151731325165453
ACH-000735,-0.31441803691334075
ACH-000736,-0.42241253673921697
ACH-000738,-0.20528157682729214
ACH-000746,-0.23598194580490514
ACH-000747,-0.4208313192439123
ACH-000748,-0.16755557001606955
ACH-000753,-0.2739529525444404
ACH-000756,-0.3914536022768171
ACH-000757,-0.3662847846101169
ACH-000758,-0.2690563893909701
ACH-000760,-0.3721679515250414
ACH-000762,-0.5379827106255014
ACH-000763,-0.2580383191482133
ACH-000764,-0.4527422940648816
ACH-000765,-0.2625275400169154
ACH-000766,-0.10717073934314332
ACH-000767,-0.4611352953026601
ACH-000768,-0.25396896557418097
ACH-000769,-0.38519802672239295
ACH-000770,-0.2754618513294837
ACH-000771,-0.31315046368205723
ACH-000773,-0.14028408547319174
ACH-000776,-0.2683834454486547
ACH-000777,-0.2594355817434478
ACH-000778,-0.16964707410178928
ACH-000781,-0.15047591842130728
ACH-000782,-0.33150070132377063
ACH-000783,-0.2970919676648812
ACH-000784,-0.16624001776434008
ACH-000785,-0.4259809169746667
ACH-000787,-0.3867689950206666
ACH-000788,-0.17055883269996333
ACH-000791,-0.3269628654935313
ACH-000792,-0.2338672091114107
ACH-000794,-0.11915983570785835
ACH-000796,-0.20124901915427415
ACH-000798,-0.28500816240135
ACH-000799,-0.1638352550654607
ACH-000800,-0.4328729677435149
ACH-000802,-0.2489843602521561
ACH-000804,-0.26763239451565
ACH-000805,-0.2859589333259211
ACH-000809,-0.2258710057376477
ACH-000810,-0.1047734077979902
ACH-000811,-0.23257128112219055
ACH-000817,-0.5024637135341945
ACH-000819,-0.34576401921316197
ACH-000820,0.19334235801178196
ACH-000821,-0.542622291576408
ACH-000822,-0.22206859413442076
ACH-000823,-0.21613354353246628
ACH-000824,-0.12230476114538645
ACH-000827,-0.2704975598819428
ACH-000829,-0.2207507783442304
ACH-000831,-0.2199907742373279
ACH-000832,-0.22886732329403706
ACH-000833,-0.2249522642370932
ACH-000834,-0.2692558880491677
ACH-000835,-0.07494846207621199
ACH-000836,-0.24117197650930425
ACH-000837,-0.29056098279372555
ACH-000838,-0.35553114106696576
ACH-000839,-0.1968816766218576
ACH-000840,-0.11227696284529846
ACH-000841,-0.15139845683547018
ACH-000843,-0.3608685543430521
ACH-000846,-0.3881649205203836
ACH-000847,0.0855748789953292
ACH-000848,-0.2317497870951021
ACH-000849,-0.23453681191141576
ACH-000851,-0.20065559582796771
ACH-000855,-0.3272155557778027
ACH-000856,-0.21596825263336808
ACH-000858,-0.11148410702006632
ACH-000859,-0.32826872784233485
ACH-000861,-0.3838445715800988
ACH-000862,-0.26925246981753004
ACH-000865,-0.3106370279796868
ACH-000866,-0.2782907693980344
ACH-000867,-0.17647875394730209
ACH-000869,-0.5670296126664172
ACH-000872,-0.150681260004343
ACH-000873,-0.28096883467285205
ACH-000876,-0.1916694457093864
ACH-000878,-0.14912500632138953
ACH-000880,-0.2691283791094693
ACH-000881,-0.2117971119683292
ACH-000882,-0.24103994831442835
ACH-000884,-0.30446704620128906
ACH-000885,-0.3152943153999932
ACH-000887,-0.2336324626874758
ACH-000889,-0.28953579134684904
ACH-000896,-0.2557081048887223
ACH-000898,-0.1631567306372365
ACH-000900,-0.4915795103080355
ACH-000901,-0.15602469527229018
ACH-000905,-0.2719285718516937
ACH-000906,-0.17008343981908436
ACH-000907,-0.23604871704005104
ACH-000910,-0.2636301766013969
ACH-000911,-0.2493438097922709
ACH-000912,-0.3163677976473512
ACH-000913,-0.2440219696930583
ACH-000915,-0.24627558142929756
ACH-000916,-0.3749474580914837
ACH-000917,-0.22957990489487665
ACH-000920,-0.2891635333773382
ACH-000921,-0.30790413396467786
ACH-000924,-0.3029767098409945
ACH-000926,-0.1373447530972884
ACH-000928,-0.35890155026051923
ACH-000929,-0.21529526490727227
ACH-000932,-0.36753035087102937
ACH-000935,-0.1179020302889092
ACH-000936,-0.35899346932355525
ACH-000937,-0.14121782847421194
ACH-000938,-0.2277754588515257
ACH-000939,-0.3531891069510089
ACH-000941,-0.4032111057053607
ACH-000943,-0.22798283437670885
ACH-000946,-0.34027468095454033
ACH-000947,-0.2969217479750153
ACH-000948,-0.2883685079792672
ACH-000950,-0.19169953411163831
ACH-000953,-0.2793841315356226
ACH-000954,-0.2296476383316874
ACH-000957,-0.3433467335831413
ACH-000958,-0.07102697752107964
ACH-000960,-0.1616830205571784
ACH-000963,-0.27839380221055765
ACH-000968,-0.3720906416811857
ACH-000969,-0.2887711064071573
ACH-000972,0.0013095170670391011
ACH-000973,-0.3168360783816919
ACH-000974,-0.3003427952075509
ACH-000978,-0.2126785417790488
ACH-000984,-0.3955810830428532
ACH-000986,-0.15591145324403574
ACH-000988,-0.1646487815521182
ACH-000993,-0.25508815059418904
ACH-000994,-0.17280167398497498
ACH-000996,-0.1981030611440069
ACH-001001,-0.42142342704944497
ACH-001020,0.058649145463589035
ACH-001028,-0.27173591752910603
ACH-001031,-0.3198541047631061
ACH-001038,-0.18499225881422451
ACH-001048,-0.19592104126178767
ACH-001050,-0.20048294346227524
ACH-001053,-0.2591825956691413
ACH-001054,-0.3120811176438785
ACH-001061,-0.2332047297449079
ACH-001067,-0.2972989931120273
ACH-001075,-0.1711416945847902
ACH-001096,-0.2516426769729193
ACH-001111,-0.3701941546788092
ACH-001119,-0.22265573121511315
ACH-001128,-0.2894635877437831
ACH-001134,-0.07947473362537391
ACH-001151,-0.2929117230246645
ACH-001163,-0.5072213924398166
ACH-001164,-0.2858874621284639
ACH-001183,-0.2312251192195747
ACH-001192,-0.282546928275187
ACH-001193,-0.4321609251759916
ACH-001196,-0.2793446836355321
ACH-001197,-0.2757200260533179
ACH-001205,-0.3336873421964021
ACH-001211,-0.4037769125609418
ACH-001212,-0.34662730619345633
ACH-001228,-0.2220494922536006
ACH-001232,-0.2450557511725371
ACH-001239,-0.3538026791251446
ACH-001270,-0.252585230628784
ACH-001274,-0.20273000170852776
ACH-001275,-0.10161417669488992
ACH-001277,-0.350796703504135
ACH-001278,-0.37332558585785264
ACH-001280,-0.12079503724093188
ACH-001283,-0.3024583756937655
ACH-001289,-0.2259282858289115
ACH-001300,-0.2417065390685511
ACH-001301,-0.265892837229268
ACH-001302,-0.22691879898255726
ACH-001306,-0.2204773730897875
ACH-001318,-0.3287308942792876
ACH-001322,-0.25660334364480897
ACH-001328,-0.18708329116978786
ACH-001332,-0.2904608475519787
ACH-001336,-0.3069221668187085
ACH-001346,-0.37272369099938696
ACH-001353,-0.22196447995148688
ACH-001354,-0.4054350567152538
ACH-001367,-0.18066292883850935
ACH-001368,-0.3444115308655755
ACH-001374,-0.10874506447371007
ACH-001377,-0.0830417785807095
ACH-001380,-0.22540071491668304
ACH-001391,-0.3024577537085169
ACH-001408,-0.2699767294232517
ACH-001430,-0.06816134932714653
ACH-001431,-0.21724169249541908
ACH-001450,-0.3041253130306341
ACH-001496,-0.3088141569002328
ACH-001500,-0.18884479840853066
ACH-001523,-0.16082863711656445
ACH-001532,-0.30297219070101755
ACH-001550,-0.14355553195262674
ACH-001552,-0.28242714131518776
ACH-001554,-0.1379889592258926
ACH-001654,-0.2375698129103187
ACH-001735,-0.2094725007796448
ACH-001736,-0.09219466310003074
ACH-001737,-0.03812613633360309
ACH-001740,-0.18014404997266428
ACH-001745,-0.052648395737774585
ACH-001765,-0.3081885149865448
