,ATP5L (10632)
ACH-000517,-0.4726697184018694
ACH-000518,-0.2676940606548311
ACH-000520,-0.23726830342916674
ACH-000521,-0.24347508491006525
ACH-000522,-0.4070799123412194
ACH-000524,-0.4450675289844833
ACH-000527,-0.5448554692464077
ACH-000528,-0.447434003486469
ACH-000537,-0.6581541734333685
ACH-000541,-0.16055150146514807
ACH-000542,-0.2478939853501951
ACH-000544,-0.6463032818470098
ACH-000545,-0.4064806195677456
ACH-000547,-0.4144180811609022
ACH-000548,-0.3228409591870373
ACH-000549,-0.2596716758682152
ACH-000550,-0.2747020812226554
ACH-000552,-0.4185458650957698
ACH-000556,-0.4839309019525654
ACH-000557,-0.2042687733524969
ACH-000569,-0.25347658594846845
ACH-000570,-0.4910576783959822
ACH-000571,-0.3144266202121755
ACH-000573,-0.4664022033282845
ACH-000576,-0.3024848752699614
ACH-000579,-0.5693666668745921
ACH-000580,-0.3412468323050827
ACH-000584,-0.34363635974539336
ACH-000585,-0.4296607160371936
ACH-000588,-0.3936100577341791
ACH-000589,-0.3796978326361233
ACH-000591,-0.3644647520899145
ACH-000593,-0.40765168810692737
ACH-000600,-0.5893530364672777
ACH-000601,-0.2576462674277796
ACH-000605,-0.5788567620752018
ACH-000606,-0.7008802408210476
ACH-000608,-0.3692471888045773
ACH-000614,-0.3613440982432541
ACH-000616,-0.2001526457184112
ACH-000618,-0.7769783678815096
ACH-000619,-0.3059824105675312
ACH-000620,-0.2513034163888823
ACH-000621,-0.2047373990117247
ACH-000622,-0.4914844767960373
ACH-000623,-0.4267050002996945
ACH-000624,-0.2437753836127253
ACH-000627,-0.3645951435215569
ACH-000630,-0.6919430930738286
ACH-000631,-0.3626816052539957
ACH-000632,-0.5253988792377684
ACH-000633,-0.3873479514652944
ACH-000637,-0.3871592916551482
ACH-000638,-0.2865774655188212
ACH-000646,-0.3129978533094841
ACH-000647,-0.3982046562161644
ACH-000648,-0.17367679188634064
ACH-000649,-0.3482451200668751
ACH-000651,-0.577253502823063
ACH-000652,-0.48267054039261104
ACH-000653,-0.44313572058604206
ACH-000657,-0.4504654052440539
ACH-000658,-0.4541887340786951
ACH-000661,-0.39119617363420855
ACH-000662,-0.049391284182166637
ACH-000663,-0.38373080889158895
ACH-000665,-0.16606695224006512
ACH-000671,-0.4580336175486792
ACH-000672,-0.7112472714566106
ACH-000673,-0.2563361117346934
ACH-000676,-0.3586922741983139
ACH-000677,-0.6433552275922145
ACH-000681,-0.40210514756691
ACH-000683,-0.3832696411456992
ACH-000684,-0.2655132474040162
ACH-000688,-0.3177130608573504
ACH-000693,-0.5394980380178445
ACH-000694,-0.6505662245231781
ACH-000695,-0.4938898067835963
ACH-000696,-0.5427074600383244
ACH-000697,-0.4038418711631546
ACH-000699,-0.5834227380129221
ACH-000701,-0.2708026177381133
ACH-000706,-0.5949913877639206
ACH-000711,-0.2191497448377845
ACH-000713,-0.2515271912145107
ACH-000714,-0.27759267709833063
ACH-000718,-0.28703066914651937
ACH-000720,-0.5062507852826291
ACH-000721,-0.3774780360636719
ACH-000724,-0.4418956591158146
ACH-000725,-0.5142381322241109
ACH-000732,-0.6524251365056631
ACH-000734,-0.52090303141615
ACH-000735,-0.29344980066346393
ACH-000736,-0.2681217743059585
ACH-000738,-0.7158385804104596
ACH-000746,-0.3186377378916649
ACH-000747,-0.5017822209506316
ACH-000748,-0.3828113208477345
ACH-000753,-0.4524785328970533
ACH-000756,-0.3045744466867518
ACH-000757,-0.470942440993037
ACH-000758,-0.3122589522221572
ACH-000760,-0.3695324703814245
ACH-000762,-0.25808899730920626
ACH-000763,-0.5036462908164644
ACH-000764,-0.4971527719600448
ACH-000765,-0.6091736137723527
ACH-000766,-0.34082371914978177
ACH-000767,-0.3556844498649041
ACH-000768,-0.3334765043352514
ACH-000769,-0.483374968457209
ACH-000770,-0.3600520376895276
ACH-000771,-0.3498633870672047
ACH-000773,-0.18601822650970373
ACH-000776,-0.4444913721710055
ACH-000777,-0.23056851259062586
ACH-000778,-0.6249147465252428
ACH-000781,-0.5361428250827411
ACH-000782,-0.4450828747668405
ACH-000783,-0.3506917472472835
ACH-000784,-0.4467592149371168
ACH-000785,-0.4240219901465419
ACH-000787,-0.4037062996983898
ACH-000788,-0.2902003861683284
ACH-000791,-0.377481011334888
ACH-000792,-0.3520091974835154
ACH-000794,-0.1549261956125806
ACH-000796,-0.40751982845833934
ACH-000798,-0.481398319899546
ACH-000799,-0.4581097968244484
ACH-000800,-0.4645854374796142
ACH-000802,-0.3810540714061689
ACH-000804,-0.30671584770045063
ACH-000805,-0.2924969756512129
ACH-000809,-0.3089386792514112
ACH-000810,-0.3671142085027888
ACH-000811,-0.23917861198367446
ACH-000817,-0.4861859719788416
ACH-000819,-0.44701972399365947
ACH-000820,-0.5325665465666881
ACH-000821,-0.27446381903033457
ACH-000822,-0.3663100521698243
ACH-000823,-0.6645852820317977
ACH-000824,-0.6191648254258415
ACH-000827,-0.2934208822072656
ACH-000829,-0.3704121978079121
ACH-000831,-0.6175639575603553
ACH-000832,-0.5174054660618258
ACH-000833,-0.3458054782963496
ACH-000834,-0.4815634253340682
ACH-000835,-0.42105893774592495
ACH-000836,-0.365662987841821
ACH-000837,-0.3864906932633553
ACH-000838,-0.4937536822143441
ACH-000839,-0.229112996456938
ACH-000840,-0.21328840042018896
ACH-000841,-0.3904123468469695
ACH-000843,-0.4832522264592446
ACH-000846,-0.567811447755879
ACH-000847,-0.556624993240167
ACH-000848,-0.3675074844451765
ACH-000849,-0.5103868589342856
ACH-000851,-0.454573716524065
ACH-000855,-0.7548964809122425
ACH-000856,-0.4174985551832418
ACH-000858,-0.6160898843711691
ACH-000859,-0.37615411144343697
ACH-000861,-0.4928387582736157
ACH-000862,-0.5934455906451396
ACH-000865,-0.6011825860793607
ACH-000866,-0.6977369603671814
ACH-000867,-0.5080341532482017
ACH-000869,-0.4366851931805874
ACH-000872,-0.384725053595769
ACH-000873,-0.4684656344218266
ACH-000876,-0.4824769071891168
ACH-000878,-0.40795201004845894
ACH-000880,-0.4363515051357592
ACH-000881,-0.5564710961617988
ACH-000882,-0.5537241787827522
ACH-000884,-0.3808353455913186
ACH-000885,-0.5581177861668716
ACH-000887,-0.4129949045826531
ACH-000889,-0.42376129625011255
ACH-000896,-0.28502244114154296
ACH-000898,-0.4437962427635912
ACH-000900,-0.3473884178254585
ACH-000901,-0.281513190922773
ACH-000905,-0.4275450561159731
ACH-000906,-0.3222171549490856
ACH-000907,-0.300034813085983
ACH-000910,-0.4313678119073504
ACH-000911,-0.524874504188502
ACH-000912,-0.3142966980572476
ACH-000913,-0.5769541956780377
ACH-000915,-0.5196518742056139
ACH-000916,0.07585909372052628
ACH-000917,-0.6261644844561904
ACH-000920,-0.42694966231032894
ACH-000921,-0.4722120054164662
ACH-000924,-0.5234817248576455
ACH-000926,-0.3904233209734922
ACH-000928,-0.21673897176051574
ACH-000929,-0.2805972754405977
ACH-000932,-0.31691153139960426
ACH-000935,-0.33594364982561786
ACH-000936,-0.4009117265592427
ACH-000937,-0.3257621212700206
ACH-000938,-0.2793472258835872
ACH-000939,-0.4303407863120301
ACH-000941,-0.6276317702845944
ACH-000943,-0.4732705789140441
ACH-000946,-0.4518153412628769
ACH-000947,-0.5217417344737979
ACH-000948,-0.49869493276058297
ACH-000950,-0.3503629533398577
ACH-000953,-0.054195731865623833
ACH-000954,-0.43945128967489455
ACH-000957,-0.382657849475664
ACH-000958,-0.3137337043046345
ACH-000960,-0.3266322421359501
ACH-000963,-0.5437355166921088
ACH-000968,-0.5422481408867651
ACH-000969,-0.5037557872727461
ACH-000972,-0.4174953690624966
ACH-000973,-0.2969187852076904
ACH-000974,-0.38638459119134505
ACH-000978,-0.1077177473132593
ACH-000984,-0.3970691787617139
ACH-000986,-0.19255385282876586
ACH-000988,-0.33419498456654345
ACH-000993,-0.15983357777916168
ACH-000994,-0.4582264484230434
ACH-000996,-0.3043922896274611
ACH-001001,-0.3293841805028596
ACH-001020,-0.4992286285599902
ACH-001028,-0.4760871867232186
ACH-001031,-0.7336341281310239
ACH-001038,-0.32153371101408856
ACH-001048,-0.3943127225248445
ACH-001050,-0.404508994252508
ACH-001053,-0.4082319090581495
ACH-001054,-0.4362609967677628
ACH-001061,-0.5842740758635814
ACH-001067,-0.4763961715303314
ACH-001075,-0.4949210977331632
ACH-001096,-0.5435700097116669
ACH-001111,-0.3224323989796002
ACH-001119,-0.4087728933185708
ACH-001128,-0.3665230051401164
ACH-001134,-0.3184071000013213
ACH-001151,-0.34314951276418626
ACH-001163,-0.4423574869097879
ACH-001164,-0.3954038041142813
ACH-001183,-0.23717831605762205
ACH-001192,-0.615600790099938
ACH-001193,-0.4855907161363806
ACH-001196,-0.3652531065391298
ACH-001197,-0.4398272295712945
ACH-001205,-0.3900889158861288
ACH-001211,-0.3682115130642888
ACH-001212,-0.28377714541247
ACH-001228,-0.4172048541179018
ACH-001232,-0.1991595091052334
ACH-001239,-0.4747287449571876
ACH-001270,-0.535684528744508
ACH-001274,-0.3219908122611034
ACH-001275,-0.3632876434969362
ACH-001277,-0.5865596436000392
ACH-001278,-0.3496002306295555
ACH-001280,-0.2643323157339858
ACH-001283,-0.739685395055639
ACH-001289,-0.5851549379666662
ACH-001300,-0.5077814191033045
ACH-001301,-0.4159566503312035
ACH-001302,-0.2694805123359249
ACH-001306,-0.3628323712466917
ACH-001318,-0.5324377752842547
ACH-001322,-0.4641108526159873
ACH-001328,-0.255899211642548
ACH-001332,-0.4413989220640591
ACH-001336,-0.5632123345565554
ACH-001346,-0.5827107036481868
ACH-001353,-0.23096303870548415
ACH-001354,-0.2346816053201501
ACH-001367,-0.1294654663582296
ACH-001368,-0.21375279791086108
ACH-001374,-0.5539708961670232
ACH-001377,-0.3403221701165369
ACH-001380,-0.3536966943080913
ACH-001391,-0.3254416933532625
ACH-001408,-0.31506110603520004
ACH-001430,-0.41117113330741184
ACH-001431,-0.4422588828401319
ACH-001450,-0.4663361968328135
ACH-001496,-0.3406692959352833
ACH-001500,-0.4719223108124783
ACH-001523,-0.3426924748254511
ACH-001532,-0.3133907951783242
ACH-001550,-0.7053947217742104
ACH-001552,-0.2609721341753975
ACH-001554,-0.4228405388363632
ACH-001654,-0.3495677114171649
ACH-001735,-0.3545577877776553
ACH-001736,-0.31295375625692023
ACH-001737,-0.1119305240570704
ACH-001740,-0.4941040265725977
ACH-001745,-0.2810140270325556
ACH-001765,-0.30452256471569583
