,S100A7A (338324)
ACH-000495,-0.1716325165796129
ACH-000496,-0.1080074876577478
ACH-000499,-0.09446937789382782
ACH-000500,-0.1854057459255828
ACH-000502,-0.12542070786346127
ACH-000503,-0.27275508025914497
ACH-000505,-0.11929110044148933
ACH-000507,-0.06403239459231562
ACH-000510,-0.15794842421639094
ACH-000511,-0.11493646588397735
ACH-000512,-0.003942928095152489
ACH-000516,-0.1452936390293844
ACH-000517,-0.16449975746225345
ACH-000518,-0.032690049743362815
ACH-000520,-0.14370400826533844
ACH-000521,-0.173461142481058
ACH-000522,-0.09563340997330322
ACH-000524,-0.12800682367297278
ACH-000527,-0.13562882176841995
ACH-000528,-0.07992330493467265
ACH-000537,0.025624320004628116
ACH-000541,-0.05539310815202479
ACH-000542,0.007429622431757102
ACH-000544,-0.10758713258017866
ACH-000545,0.006478156295014466
ACH-000547,-0.2473334711678841
ACH-000548,-0.2012284898899887
ACH-000549,-0.19148235680452344
ACH-000550,-0.1165683344882362
ACH-000552,0.009765668803698805
ACH-000556,-0.18381825021707174
ACH-000557,-0.10777393576791323
ACH-000569,-0.0332047660829898
ACH-000570,0.02303275475935905
ACH-000571,-0.0847669307979338
ACH-000573,-0.0443581167861548
ACH-000576,-0.14867730421400085
ACH-000579,-0.1408963491794375
ACH-000580,-0.039936058086306084
ACH-000584,-0.05532179088108829
ACH-000585,-0.1279829977919857
ACH-000588,-0.16343635926698766
ACH-000589,-0.2536084571024443
ACH-000591,-0.07274758375194844
ACH-000593,-0.2203543685786592
ACH-000600,-0.18918174001081992
ACH-000601,-0.15211058471324518
ACH-000605,-0.07499133481277298
ACH-000606,-0.2256892317221595
ACH-000608,0.044695905266881115
ACH-000614,-0.06465047126360267
ACH-000616,-0.18429074098247605
ACH-000618,-0.11542867642753585
ACH-000619,-0.026885120418062868
ACH-000620,-0.1455511644208028
ACH-000621,-0.034186570695023025
ACH-000622,-0.02317053006173285
ACH-000623,-0.0466709589934097
ACH-000624,-0.11404983470172834
ACH-000627,-0.19736747844643626
ACH-000630,-0.16027691192155846
ACH-000631,-0.08081281014276845
ACH-000632,-0.05798840691646519
ACH-000633,-0.0775446940452771
ACH-000637,-0.20029410655255026
ACH-000638,-0.2513858812711694
ACH-000646,-0.10763558670720098
ACH-000647,-0.108027680498085
ACH-000648,-0.23376848485997334
ACH-000649,-0.05300858107795007
ACH-000651,-0.045681029962935375
ACH-000652,-0.16654398987085225
ACH-000653,-0.18725573528253256
ACH-000657,-0.048319124759722026
ACH-000658,-0.1408377915863687
ACH-000661,-0.14432476735999564
ACH-000662,-0.010358417774432764
ACH-000663,-0.06179354869714634
ACH-000665,-0.050295521995457074
ACH-000671,-0.02486992240582081
ACH-000672,0.15292648944142992
ACH-000673,-0.17836088443205494
ACH-000676,-0.08559044428793118
ACH-000677,-0.14050096566454115
ACH-000681,-0.09522561740634344
ACH-000683,-0.08983314234034721
ACH-000684,-0.1506193310705846
ACH-000688,-0.0693704149458506
ACH-000693,0.023277686768995484
ACH-000694,-0.0327864411482517
ACH-000695,0.09664984639491528
ACH-000696,-0.09546426906388822
ACH-000697,0.004495095895860436
ACH-000699,-0.15109957322750128
ACH-000701,-0.04753141582669451
ACH-000706,-0.016772496982755784
ACH-000711,-0.1258126765090702
ACH-000713,-0.12019811823326465
ACH-000714,-0.23100600759550555
ACH-000718,-0.057508265867665616
ACH-000720,-0.02509863149431524
ACH-000721,0.013720920807951512
ACH-000724,-0.1071401088805344
ACH-000725,-0.1884364708732157
ACH-000732,-0.09587955720320912
ACH-000734,-0.1071234534232916
ACH-000735,-0.2893979441641141
ACH-000736,0.009186000301316702
ACH-000738,-0.07503076905118497
ACH-000746,-0.2256133677810005
ACH-000747,-0.15425802060990934
ACH-000748,-0.2382113945018664
ACH-000753,-0.06879350991691714
ACH-000756,-0.0260403955533028
ACH-000757,-0.039492775231258805
ACH-000758,-0.0039756082976690225
ACH-000760,-0.03161385964044641
ACH-000762,-0.02585000547744444
ACH-000763,0.0219094909261671
ACH-000764,-0.2659654299292028
ACH-000765,-0.10216376403352792
ACH-000766,-0.19203106830929065
ACH-000767,-0.07390544009377559
ACH-000768,-0.07496758055728572
ACH-000769,-0.14857537416967742
ACH-000770,-0.14689155129691644
ACH-000771,-0.08002021283314374
ACH-000773,-0.19115454024310194
ACH-000776,-0.2506489146351734
ACH-000777,-0.19420146878111388
ACH-000778,-0.16610024435089105
ACH-000781,-0.14601321303595208
ACH-000782,-0.029790126276568626
ACH-000783,-0.2984003420053427
ACH-000784,-0.15459008074456074
ACH-000785,-0.21046126172405286
ACH-000787,-0.10800933686829543
ACH-000788,-0.04195514026972943
ACH-000791,-0.15931743651011102
ACH-000792,-0.07222335615612764
ACH-000794,-0.1161155553826039
ACH-000796,-0.022786667369368515
ACH-000798,-0.15535570950517438
ACH-000799,-0.04126920439512331
ACH-000800,-0.2789659427895545
ACH-000802,-0.054082484692514254
ACH-000804,-0.054375919819517234
ACH-000805,-0.08901160700814666
ACH-000809,-0.13434855954023872
ACH-000810,0.1206761815497364
ACH-000811,-0.15261876921568376
ACH-000817,-0.031670451206762436
ACH-000819,-0.10958251753583316
ACH-000820,0.13285146053353095
ACH-000821,-0.15986424000251595
ACH-000822,-0.14651368745433924
ACH-000823,-0.04174342764329174
ACH-000824,-0.14618539987652845
ACH-000827,-0.12150732414420827
ACH-000829,0.04988697474679905
ACH-000831,-0.1349569511160736
ACH-000832,-0.10987260487488464
ACH-000833,-0.16490360599352225
ACH-000834,-0.05589520857992115
ACH-000835,-0.054918853651040565
ACH-000836,-0.24196574977567475
ACH-000837,-0.04760643980006882
ACH-000838,-0.12448536601117392
ACH-000839,-0.0014070046141483742
ACH-000840,-0.007727241236727135
ACH-000841,-0.2676163485456059
ACH-000843,-0.40604570068291296
ACH-000846,-0.3842859162540727
ACH-000847,0.09652751161368586
ACH-000848,-0.06032173778226337
ACH-000849,-0.07767307338869965
ACH-000851,0.09729534869636504
ACH-000855,-0.09769948883512718
ACH-000856,-0.0761064570685547
ACH-000858,-0.012785276075603034
ACH-000859,-0.05462442756678158
ACH-000861,-0.0801373296336725
ACH-000862,-0.04710222402587328
ACH-000865,-0.07079615828907403
ACH-000866,-0.053503844004674436
ACH-000867,-0.12724441618629465
ACH-000869,-0.10400647532542233
ACH-000872,0.01634074268542992
ACH-000873,0.026877585372591817
ACH-000876,-0.14839123421456113
ACH-000878,-0.14131536302576722
ACH-000880,-0.06712420409942517
ACH-000881,-0.11999105565864768
ACH-000882,-0.06949445203363475
ACH-000884,-0.165099197179102
ACH-000885,-0.04854015110140756
ACH-000887,-0.08951357728327915
ACH-000889,-0.14483005155475287
ACH-000896,-0.040530608052347566
ACH-000898,-0.07265369005148523
ACH-000900,-0.06639612763108764
ACH-000901,-0.12894274728932645
ACH-000905,-0.1337983633115717
ACH-000906,0.044837972054786915
ACH-000907,-0.10489839221464572
ACH-000910,-0.06298119908912901
ACH-000911,-0.055360883623339324
ACH-000912,-0.14288974554805406
ACH-000913,-0.1409716761207624
ACH-000915,-0.14990833866866932
ACH-000916,-0.625892551937464
ACH-000917,-0.2257437631145189
ACH-000920,-0.4074371771453648
ACH-000921,-0.13314302067059727
ACH-000924,-0.20645911188135155
ACH-000926,-0.13697629208450948
ACH-000928,-0.03735099250264939
ACH-000929,-0.4664834332021725
ACH-000932,-0.1286434361911489
ACH-000935,-0.022423796698200216
ACH-000936,-0.2676109472356485
ACH-000937,-0.02774106186284651
ACH-000938,-0.11773725507682632
ACH-000939,-0.1843738507597555
ACH-000941,-0.05368721570590651
ACH-000943,0.01503610803226781
ACH-000946,-0.055560070479514834
ACH-000947,0.04235661040151628
ACH-000948,-0.13719649545991686
ACH-000950,-0.00904382574026511
ACH-000953,0.0024736405802868477
ACH-000954,-0.2470225685507965
ACH-000957,0.13250908698097685
ACH-000958,-0.17107947754526154
ACH-000960,-0.10428731374927623
ACH-000963,-0.13510600400113826
ACH-000968,-0.18565073471425705
ACH-000969,-0.04418457066425245
ACH-000972,0.23740689095404
ACH-000973,-0.11440943267717417
ACH-000974,-0.011818376150499894
ACH-000978,-0.3451426647491939
ACH-000984,0.024117144406708483
ACH-000986,-0.1214878341123296
ACH-000988,-0.00801705284206549
ACH-000993,-0.13447635162934815
ACH-000994,-0.20783950274819016
ACH-000996,-0.08413447236443827
ACH-001001,-0.1383185385942292
ACH-001020,-0.07304369826355557
ACH-001028,-0.06328570641929128
ACH-001031,-0.012598389535226906
ACH-001038,-0.02609928929376849
ACH-001048,-0.07892832866629809
ACH-001050,-0.08819643876332797
ACH-001053,-0.08627815223202348
ACH-001054,-0.08698022416268429
ACH-001061,-0.048430631434572026
ACH-001067,0.008468793203646418
ACH-001075,-0.1737161118441506
ACH-001096,-0.15709666593351196
ACH-001111,0.08803102798758676
ACH-001119,-0.3060887773445416
ACH-001128,-0.1534410151966544
ACH-001134,-0.2384529146318865
ACH-001151,-0.07704242000749434
ACH-001163,-0.17813325156894666
ACH-001164,-0.530371935283351
ACH-001183,-0.17176510013173654
ACH-001192,-0.11277969750648915
ACH-001193,-0.2401013344868578
ACH-001196,-0.0810313718137049
ACH-001197,-0.1483997390664553
ACH-001205,-0.36286941667918093
ACH-001211,-0.2415339782805775
ACH-001212,-0.10858120995331601
ACH-001228,-0.05192636178881787
ACH-001232,-0.10051374745558027
ACH-001239,0.07711978027257832
ACH-001270,-0.20032633014768592
ACH-001274,-0.13249905135015205
ACH-001275,0.0714049360313612
ACH-001277,-0.13390993540420035
ACH-001278,-0.034148016125510085
ACH-001280,-0.09855926256898027
ACH-001283,0.01737653318107391
ACH-001289,0.060569394785854574
ACH-001300,-0.11790739366859795
ACH-001301,0.02054289924639752
ACH-001302,-0.21001114675880286
ACH-001306,-0.052297588088741916
ACH-001318,-0.09121326593992306
ACH-001322,-0.14177945388744675
ACH-001328,-0.04331324075153917
ACH-001332,-0.09560718284214532
ACH-001336,-0.1886397228716496
ACH-001346,-0.17100353813404526
ACH-001353,-0.22410539349225453
ACH-001354,0.0737872762130004
ACH-001367,-0.09877994356722378
ACH-001368,-0.2261958630441062
ACH-001374,-0.20592059164729906
ACH-001377,-0.07105738621643548
ACH-001380,-0.03257257474386832
ACH-001391,-0.08441468400277807
ACH-001408,-0.020352515937439284
ACH-001430,-0.2526650389607587
ACH-001431,-0.047572074306491866
ACH-001450,-0.17080521061882287
ACH-001496,-0.1143445921255862
ACH-001500,-0.1192948016346991
ACH-001523,-0.07090973789340745
ACH-001532,-0.08957122915421194
ACH-001550,0.028043458966279976
ACH-001552,0.04098289281629812
ACH-001554,-0.10316761575647186
ACH-001654,-0.15811313318249925
ACH-001735,-0.10444122092868642
ACH-001736,-0.07224883378357655
ACH-001737,0.10943392933889888
ACH-001740,-0.10465274846594116
ACH-001745,-0.020886341675620864
ACH-001765,-0.14420372248658644
