,LIN7C (55327)
ACH-000714,-0.125095589034447
ACH-000718,-0.24140103546361305
ACH-000720,-0.2700735916361441
ACH-000721,-0.20166995030094054
ACH-000724,-0.19434928337294508
ACH-000725,-0.16347500862535266
ACH-000732,0.05508451191085312
ACH-000734,-0.21279963451883874
ACH-000735,-0.2250983656249812
ACH-000736,-0.19741233398317884
ACH-000738,-0.31170170713862994
ACH-000746,-0.16010371776763532
ACH-000747,-0.19939504983975798
ACH-000748,-0.07162375744347843
ACH-000753,-0.20111126273660648
ACH-000756,-0.5200214042279511
ACH-000757,-0.19500123459365096
ACH-000758,-0.010271544041357113
ACH-000760,-0.3054627693878175
ACH-000762,-0.4107138173514173
ACH-000763,-0.196775969422928
ACH-000764,0.03445415106959528
ACH-000765,-0.08774845702691997
ACH-000766,-0.29014216063565906
ACH-000767,-0.25691205263419165
ACH-000768,-0.2856237040899977
ACH-000769,-0.39557435122461176
ACH-000770,-0.3025874345611916
ACH-000771,-0.3813058075709272
ACH-000773,-0.13836012923293786
ACH-000776,-0.11683184333720605
ACH-000777,-0.32837865218022644
ACH-000778,-0.18481267353685235
ACH-000781,-0.1648122945628958
ACH-000782,-0.09304836087993752
ACH-000783,-0.18145528017216844
ACH-000784,-0.2958203537749242
ACH-000785,-0.3718200513394696
ACH-000787,-0.21146425040928804
ACH-000788,-0.2654089797842994
ACH-000791,-0.1724120401765656
ACH-000792,-0.3322289346589755
ACH-000794,-0.11883935307687925
ACH-000796,-0.1924092022247487
ACH-000798,-0.16189957576960018
ACH-000799,-0.37683072884649016
ACH-000800,-0.13947998726180896
ACH-000802,-0.36113087692346507
ACH-000804,-0.17889995202001951
ACH-000805,0.039203991651277074
ACH-000809,-0.37848079211304825
ACH-000810,-0.5701168417867973
ACH-000811,-0.16059881764700612
ACH-000817,-0.009228760145256858
ACH-000819,-0.302698330454526
ACH-000820,-0.03191839694102292
ACH-000821,0.1209637503405868
ACH-000822,-0.223172126801261
ACH-000823,-0.25283969292021385
ACH-000824,-0.16756459277067295
ACH-000827,-0.23049124733684645
ACH-000829,-0.13844769801568507
ACH-000831,-0.06949949581812527
ACH-000832,-0.34815752446214576
ACH-000833,0.05770588682345978
ACH-000834,-0.2575108690452928
ACH-000835,-0.20531800426453506
ACH-000836,-0.3957521530965255
ACH-000837,-0.10002668094398992
ACH-000838,-0.2062271711490802
ACH-000839,-0.20400576122613392
ACH-000840,-0.16413006527715845
ACH-000841,-0.02194301110772788
ACH-000843,-0.1122490783203388
ACH-000846,-0.29042619941183384
ACH-000847,-0.2266066145254807
ACH-000848,-0.00505479690035455
ACH-000849,-0.1430471707081857
ACH-000851,-0.2304336377841445
ACH-000855,-0.2345040214893936
ACH-000856,-0.4048262279147882
ACH-000858,-0.303202797250117
ACH-000859,-0.07859416198548352
ACH-000861,-0.1853266092449845
ACH-000862,0.009255710194672912
ACH-000865,-0.1045764820775288
ACH-000866,-0.22676846336691964
ACH-000867,-0.30113337282592045
ACH-000869,-0.2218711373393354
ACH-000872,-0.28736671081178017
ACH-000873,-0.3618168496261234
ACH-000876,-0.2070394837032326
ACH-000878,0.027487991658926826
ACH-000880,-0.2426245706884725
ACH-000881,-0.2496615976659111
ACH-000882,-0.18748982709130926
ACH-000884,-0.3259961127320525
ACH-000885,-0.3766976475129742
ACH-000887,-0.12632565316382013
ACH-000889,-0.18394784603189746
ACH-000896,-0.30660015297709997
ACH-000898,-0.4267989445952885
ACH-000900,-0.2603836290856592
ACH-000901,-0.11019649075491786
ACH-000905,-0.14942505871158449
ACH-000906,-0.2627026555974298
ACH-000907,-0.3484208967518409
ACH-000910,-0.2778174386924491
ACH-000911,-0.20898928034606698
ACH-000912,-0.13882229369024962
ACH-000913,-0.07722569151947993
ACH-000915,-0.3161711628861884
ACH-000916,-0.38479492967999773
ACH-000917,-0.15014935024978554
ACH-000920,-0.32259019376281123
ACH-000921,-0.2771863469608295
ACH-000924,-0.23803628873228494
ACH-000926,-0.08201545445277622
ACH-000928,-0.10779303132099098
ACH-000929,-0.2574326130730209
ACH-000932,-0.4601423062706633
ACH-000935,-0.21249170838471293
ACH-000936,-0.16331547988770992
ACH-000937,-0.2018831686385811
ACH-000938,-0.28988227736995803
ACH-000939,-0.17815324141310296
ACH-000941,-0.2332548037932993
ACH-000943,-0.2050592952204224
ACH-000946,-0.2693820269420909
ACH-000947,-0.2609557438291406
ACH-000948,-0.41708237605932463
ACH-000950,-0.4646233695778159
ACH-000953,-0.15689275253294854
ACH-000954,-0.2609702901763099
ACH-000957,-0.2716980791143208
ACH-000958,-0.23208054048490995
ACH-000960,-0.3363611965234577
ACH-000963,-0.10479264930862936
ACH-000968,-0.33656692206449235
ACH-000969,-0.2948924735851965
ACH-000972,0.2320188386495389
ACH-000973,-0.2470888402164873
ACH-000974,-0.15737335026614718
ACH-000978,-0.7338968357744198
ACH-000984,-0.269785139032539
ACH-000986,-0.31491631402646114
ACH-000988,-0.2350336065014539
ACH-000993,-0.1984994211129164
ACH-000994,-0.28433097997070195
ACH-000996,-0.16689841027382746
ACH-001001,-0.10482635751591944
ACH-001020,-0.34818869479732056
ACH-001028,-0.2035356183002182
ACH-001031,-0.07779011549704418
ACH-001038,-0.204720720206458
ACH-001048,-0.2860747206220815
ACH-001050,-0.2996162951889086
ACH-001053,-0.1806961881823904
ACH-001054,-0.349651420596162
ACH-001061,-0.17521984201273888
ACH-001067,-0.2850514611447333
ACH-001075,-0.2899612880034805
ACH-001096,-0.2693647730522368
ACH-001111,-0.4876218587620424
ACH-001119,-0.22073557375602446
ACH-001128,-0.5023330719506405
ACH-001134,-0.12364126148449893
ACH-001151,-0.2708217351850718
ACH-001163,-0.1233185373359176
ACH-001164,-0.08527776060473044
ACH-001183,-0.21972605050376112
ACH-001192,-0.2652433550603462
ACH-001193,0.16096652575856432
ACH-001196,-0.17267992584181815
ACH-001197,-0.02109701400730353
ACH-001205,-0.3733973455440066
ACH-001211,-0.2597768762904432
ACH-001212,-0.3261509067333881
ACH-001228,-0.2550544417019502
ACH-001232,-0.3870581114149543
ACH-001239,-0.049879534353735634
ACH-001270,-0.09623241363204617
ACH-001274,-0.3099858200636825
ACH-001275,-0.18525460478770844
ACH-001277,-0.09633707439731017
ACH-001278,-0.18185139127276925
ACH-001280,-0.4754328648358184
ACH-001283,-0.2954266115355003
ACH-001289,-0.1479030618416756
ACH-001300,-0.026464709606713432
ACH-001301,-0.1573150535694615
ACH-001302,-0.02337844691580129
ACH-001306,-0.2353449431238563
ACH-001318,-0.25055171788346875
ACH-001322,-0.12298044459413887
ACH-001328,-0.31474894981962104
ACH-001332,-0.5673504773799337
ACH-001336,-0.1450670780186858
ACH-001346,-0.1424753796515282
ACH-001353,-0.1071919353405456
ACH-001354,-0.14774664526503375
ACH-001367,-0.192227762980237
ACH-001368,-0.14785852141703001
ACH-001374,-0.22376271194206127
ACH-001377,-0.16319190262550354
ACH-001380,-0.0761271467353068
ACH-001391,-0.22389840904020947
ACH-001408,-0.10364042503938103
ACH-001430,-0.021937494524342724
ACH-001431,-0.272560537190175
ACH-001450,-0.07009023062612675
ACH-001496,-0.13628596764143242
ACH-001500,-0.10473221306855804
ACH-001523,-0.09536491705265164
ACH-001532,-0.1772746439980839
ACH-001550,-0.19689964830393988
ACH-001552,-0.3635542537779415
ACH-001554,-0.143880503300533
ACH-001654,-0.3236411310662173
ACH-001735,-0.05603543106327802
ACH-001736,-0.08475959828257013
ACH-001737,-0.17338308702353053
ACH-001740,-0.2391228939622786
ACH-001745,-0.1642972257852496
ACH-001765,-0.10017926324079453
