,TRAPPC6B (122553)
ACH-000253,0.016932641046964226
ACH-000255,-0.1136589819118319
ACH-000256,-0.12808457887603886
ACH-000257,-0.2492710765115007
ACH-000258,0.0682314223731786
ACH-000259,-0.21205967956817495
ACH-000260,-0.09019409022062512
ACH-000261,-0.2311961630823283
ACH-000262,-0.14821176152681598
ACH-000263,-0.015289914084627057
ACH-000264,-0.058972549055213076
ACH-000265,-0.11067440851110917
ACH-000266,-0.15576756444619955
ACH-000272,-0.2382243025012301
ACH-000274,-0.1937958687637972
ACH-000277,-0.014194189644410968
ACH-000278,-0.07830331964785638
ACH-000279,-0.2537797417753444
ACH-000280,0.03890327482196612
ACH-000281,-0.012564106103901115
ACH-000288,-0.17851226182528301
ACH-000291,-0.12395599443847152
ACH-000293,-0.18027873353049687
ACH-000294,-0.0830790813495039
ACH-000295,-0.2363152022985063
ACH-000296,-0.2559263308841649
ACH-000302,-0.10282412622374736
ACH-000304,-0.07546509197113219
ACH-000307,-0.2747946048945256
ACH-000308,-0.1802455113827596
ACH-000310,-0.3598384219103098
ACH-000311,-0.1741779124810498
ACH-000312,-0.038447973913777606
ACH-000315,-0.13937998045708544
ACH-000316,-0.10539948928426604
ACH-000317,-0.3582318164040416
ACH-000318,-0.12541865499492152
ACH-000319,-0.11792749138569032
ACH-000320,-0.3136038179303152
ACH-000322,-0.30469826635581965
ACH-000323,0.013882155745400136
ACH-000324,-0.053524545704733986
ACH-000329,-0.2243879081717686
ACH-000330,-0.08631081364395539
ACH-000331,-0.34270236845307595
ACH-000332,-0.22304575644927413
ACH-000334,-0.2266822329680854
ACH-000335,-0.3321451927775585
ACH-000336,-0.17561589887854645
ACH-000337,-0.28997248245718105
ACH-000338,-0.4274614498816233
ACH-000339,-0.12418210535908507
ACH-000341,-0.28650255202173186
ACH-000348,-0.36390946461004703
ACH-000350,-0.06519078340738271
ACH-000352,-0.0056875857220212225
ACH-000356,0.11833419149639038
ACH-000361,-0.19550682425616625
ACH-000362,-0.20969793098937464
ACH-000363,-0.1606897089194431
ACH-000364,-0.035395424383284683
ACH-000365,-0.041556878727927266
ACH-000366,-0.1861209759216142
ACH-000368,-0.21708202276634075
ACH-000374,-0.22630387245355066
ACH-000375,-0.1133708966357586
ACH-000376,-0.18345704794385614
ACH-000381,0.059869383184096375
ACH-000383,-0.217797387480052
ACH-000387,-0.13041017309610714
ACH-000389,-0.17566312631370254
ACH-000390,-0.2549539499398509
ACH-000393,-0.2952904219153594
ACH-000395,-0.2631428904228462
ACH-000396,-0.017763950588529004
ACH-000397,-0.22312373517872625
ACH-000401,-0.17549586119027824
ACH-000402,-0.12252941764333067
ACH-000403,-0.181478925285744
ACH-000404,-0.17981599927816685
ACH-000406,-0.14018211949226994
ACH-000407,-0.12503486432924435
ACH-000408,-0.3126187777582713
ACH-000410,-0.12885614477964502
ACH-000411,-0.34629306465849546
ACH-000414,-0.2015168104068864
ACH-000415,-0.11435942443047972
ACH-000416,-0.20778188115933235
ACH-000420,-0.012460064219601505
ACH-000421,-0.15908168476735454
ACH-000424,-0.15678870168657785
ACH-000425,-0.13955736479182002
ACH-000426,-0.11301406308633015
ACH-000427,-0.07899367475942698
ACH-000433,-0.22287313503251335
ACH-000435,-0.5509335750572104
ACH-000436,-0.1762069261471007
ACH-000444,-0.08946748575251721
ACH-000445,-0.1570470416763383
ACH-000448,-0.22516324626118547
ACH-000450,-0.1429949950770397
ACH-000452,-0.1604866879509744
ACH-000454,-0.1704743468536511
ACH-000458,-0.10003647448906636
ACH-000459,-0.10779829172562358
ACH-000460,-0.1945342535830138
ACH-000461,-0.05600835450278247
ACH-000463,-0.3507686125715034
ACH-000464,-0.1746040284584776
ACH-000466,-0.02923448112227333
ACH-000467,-0.19867680196512094
ACH-000468,-0.13300055190907062
ACH-000469,-0.1558716904056878
ACH-000470,-0.02832264603258008
ACH-000471,-0.13399547001592504
ACH-000472,-0.1996073919872252
ACH-000473,-0.11084538028713486
ACH-000475,-0.09989456534090677
ACH-000476,-0.3249655019586152
ACH-000477,-0.1895441520996425
ACH-000479,-0.06774572847290106
ACH-000480,-0.1663114657324479
ACH-000481,-0.2629663401372777
ACH-000483,-0.2223715336180674
ACH-000484,-0.19371752975659406
ACH-000485,-0.040481639076503456
ACH-000486,-0.14690724309455105
ACH-000487,-0.055048579843200406
ACH-000488,-0.13132245768441778
ACH-000490,-0.2710466253163811
ACH-000491,-0.31513569698910743
ACH-000495,-0.31750728514918625
ACH-000496,-0.0748471310798098
ACH-000499,-0.2328058326009813
ACH-000500,-0.2821734030467841
ACH-000502,-0.14550796842417998
ACH-000503,-0.08078571609135886
ACH-000505,-0.19527202430968996
ACH-000507,-0.03869628425355737
ACH-000510,-0.2178768946257416
ACH-000511,-0.17106862759097746
ACH-000512,0.16783200718723598
ACH-000516,-0.36639626211867454
ACH-000517,-0.1824717836756252
ACH-000518,-0.18741385404488725
ACH-000520,-0.4511843684228364
ACH-000521,-0.15916007158827802
ACH-000522,-0.3213829419490065
ACH-000524,-0.21379328980875284
ACH-000527,-0.12624004061957705
ACH-000528,-0.11657619496651693
ACH-000537,-0.10344598483784276
ACH-000541,-0.19194600529046876
ACH-000542,-0.1595505242629013
ACH-000544,-0.228062200187782
ACH-000545,-0.004856124042661666
ACH-000547,-0.17023613736655033
ACH-000548,-0.13528085973347292
ACH-000549,-0.04314575100019349
ACH-000550,-0.279925425966135
ACH-000552,-0.1151230989451946
ACH-000556,-0.294807462991745
ACH-000557,-0.13032317289515602
ACH-000569,-0.2316292179712619
ACH-000570,-0.2294367526858057
ACH-000571,-0.2455478450175793
ACH-000573,-0.2154567054441813
ACH-000576,-0.17303102215659094
ACH-000579,-0.18683957106137708
ACH-000580,-0.24291879594530896
ACH-000584,-0.1175502628434466
ACH-000585,-0.15405467029968875
ACH-000588,-0.22079601640405835
ACH-000589,-0.2398967582645072
ACH-000591,-0.23285593477701466
ACH-000593,-0.17586680119949835
ACH-000600,-0.2564771914071285
ACH-000601,-0.16874564630838138
ACH-000605,-0.2051503178609026
ACH-000606,-0.27844950204930397
ACH-000608,-0.2385212469741414
ACH-000614,-0.19864966885413016
ACH-000616,-0.13721718244692355
ACH-000618,-0.043187608458815634
ACH-000619,-0.1934440155851872
ACH-000620,-0.17229212752380255
ACH-000621,-0.2251997069325509
ACH-000622,-0.2736768037036665
ACH-000623,-0.2346326380354652
ACH-000624,-0.20395635365804973
ACH-000627,-0.06937672192700788
ACH-000630,-0.21621406043770694
ACH-000631,0.01762290983464097
ACH-000632,-0.16674716279187984
ACH-000633,-0.07330147803964121
ACH-000637,-0.051744759541627716
ACH-000638,-0.20296764875095352
ACH-000646,-0.13758020033355514
ACH-000647,-0.13158937922123845
ACH-000648,-0.25988578106984445
ACH-000649,-0.24791523598069426
ACH-000651,-0.14257139674400796
ACH-000652,-0.04438602411083596
ACH-000653,-0.239393285486318
ACH-000657,-0.15463253961517254
ACH-000658,-0.07095048709613061
ACH-000661,-0.17142929255597214
ACH-000662,-0.2509734946308192
ACH-000663,-0.24556590373535314
ACH-000665,-0.13602017916066764
ACH-000671,-0.2454017986909961
ACH-000672,-0.4837834053287345
ACH-000673,-0.22072567669271909
ACH-000676,-0.101238027939332
ACH-000677,-0.14412230603382115
ACH-000681,0.0018079558578345367
ACH-000683,-0.12209742551724785
ACH-000684,-0.29047143735956416
ACH-000688,-0.07969221958775997
ACH-000693,0.04087855229143411
ACH-000694,-0.1043658759685892
ACH-000695,-0.275022943950707
ACH-000696,-0.23226715027707914
ACH-000697,-0.02692673880559196
ACH-000699,-0.280472525438019
ACH-000701,-0.22973485447818234
ACH-000706,-0.041540908332683035
ACH-000711,-0.13392366106356754
ACH-000713,-0.28955031582780105
ACH-000714,-0.012184310221851864
ACH-000718,-0.3540587586797468
ACH-000720,-0.14532043674044806
ACH-000721,-0.22362546079090692
ACH-000724,-0.14761012020380698
ACH-000725,0.07788942331442837
ACH-000732,-0.1886757244704788
ACH-000734,-0.11195139598769922
ACH-000735,-0.1547124014436232
ACH-000736,-0.2542288490785505
ACH-000738,-0.3327757422965984
ACH-000746,-0.09367212960705132
ACH-000747,-0.14975460420085807
ACH-000748,-0.1961279524836436
ACH-000753,-0.1467671261767563
ACH-000756,-0.051469444326005136
ACH-000757,-0.0847154489584514
ACH-000758,-0.07285808418346466
ACH-000760,-0.19852418550521586
ACH-000762,-0.1817567001138656
ACH-000763,-0.2722078034607585
ACH-000764,-0.2017449645510876
ACH-000765,-0.2336621390962031
ACH-000766,-0.3525151722028755
ACH-000767,0.00933275293203226
ACH-000768,-0.28023033737815684
ACH-000769,-0.16548702451322295
ACH-000770,-0.2845174916773722
ACH-000771,-0.17398545011984698
ACH-000773,-0.21483604081893884
ACH-000776,-0.04293163707818968
ACH-000777,-0.1204734281489031
ACH-000778,-0.30891072633105765
ACH-000781,-0.1988800435576063
ACH-000782,-0.2339508620274503
ACH-000783,-0.16335126938474587
ACH-000784,-0.12730004718394292
ACH-000785,0.030555915103365063
ACH-000787,-0.1184359246755728
ACH-000788,-0.16665835758663042
ACH-000791,-0.20394677888187465
ACH-000792,-0.2771711268255824
ACH-000794,-0.2710581599774786
ACH-000796,-0.2447913769227515
ACH-000798,-0.03013145894282955
ACH-000799,-0.3220109291373792
ACH-000800,-0.19163205783906034
ACH-000802,-0.030594089514086063
ACH-000804,-0.3209328557493539
ACH-000805,-0.1871003133474357
ACH-000809,-0.0573131685255158
ACH-000810,-0.3437959490012821
ACH-000811,-0.16749220559672476
ACH-000817,-0.15629992688534294
ACH-000819,-0.11477458481883587
ACH-000820,0.2794028998311092
ACH-000821,-0.2422854455782515
ACH-000822,-0.2128204539771707
ACH-000823,-0.3308666215857113
ACH-000824,-0.24922757890705025
ACH-000827,-0.31699862307028936
ACH-000829,-0.17759899946212218
ACH-000831,-0.20323803627221068
ACH-000832,-0.3547445775634047
ACH-000833,-0.11639920690863535
ACH-000834,-0.121272132077799
ACH-000835,-0.2296167087741216
ACH-000836,-0.0405671135590703
ACH-000837,-0.07280154458796652
ACH-000838,-0.03231047700485973
ACH-000839,0.01994504242040378
ACH-000840,-0.24551721265423845
ACH-000841,-0.14413712519425825
ACH-000843,-0.056837764250715815
ACH-000846,-0.3461803348506375
ACH-000847,0.09796123403684437
ACH-000848,0.054882292942525085
ACH-000849,-0.12013859801768448
ACH-000851,-0.14642377431308753
ACH-000855,-0.3899585958993935
ACH-000856,-0.18045485121953175
ACH-000858,-0.03060117231538268
ACH-000859,-0.15395116384250726
ACH-000861,-0.2584017092637251
ACH-000862,-0.15853602116961796
ACH-000865,-0.06338588679093381
ACH-000866,-0.08760313765718591
ACH-000867,-0.15862579780478978
ACH-000869,-0.02482915746811581
ACH-000872,0.01262881241255128
ACH-000873,-0.020459330616202708
ACH-000876,-0.1130837089383931
ACH-000878,0.04365150279019233
ACH-000880,-0.08444900414001041
ACH-000881,-0.17018380832670174
ACH-000882,-0.23701978647232325
ACH-000884,-0.13676118154951525
ACH-000885,-0.10628992787163866
ACH-000887,-0.23822815469566255
ACH-000889,-0.0799083851060872
ACH-000896,-0.25671161233250944
ACH-000898,-0.3030015989338063
ACH-000900,-0.1831862413881816
ACH-000901,-0.18918103663548888
ACH-000905,-0.14549785577698934
ACH-000906,-0.14448357751438387
ACH-000907,-0.31749639429606685
ACH-000910,-0.08795416617964154
ACH-000911,-0.24015511691873265
ACH-000912,-0.03279077564070212
ACH-000913,-0.0900996426774561
ACH-000915,-0.16694964886770824
ACH-000916,-0.5395369817151112
ACH-000917,-0.3052224227170506
ACH-000920,-0.4971214615597143
ACH-000921,-0.1681512089923481
ACH-000924,-0.06734127613331252
ACH-000926,-0.046808834831111805
ACH-000928,-0.2848296033534381
ACH-000929,-0.12322344328391388
ACH-000932,-0.2801712516384244
ACH-000935,-0.2901961205833282
ACH-000936,-0.18665272971854285
ACH-000937,-0.15635013757824193
ACH-000938,-0.21976631031714006
ACH-000939,-0.14922347842299172
ACH-000941,-0.22042807299238906
ACH-000943,-0.18213017939831536
ACH-000946,-0.14866111026885162
ACH-000947,-0.06122629828101744
ACH-000948,-0.17078629285191874
ACH-000950,-0.3688572210328315
ACH-000953,-0.17168837132839498
ACH-000954,-0.1895354991548796
ACH-000957,-0.31644689340282545
ACH-000958,-0.31694850689676873
ACH-000960,-0.2459106575167241
ACH-000963,-0.16517734196124018
ACH-000968,-0.20600877920225125
ACH-000969,-0.18352258148375866
ACH-000972,-0.17484733794982185
ACH-000973,-0.23285790261087105
ACH-000974,-0.11151831965526883
ACH-000978,0.05065964862373309
ACH-000984,0.041181961387412785
ACH-000986,-0.13251471467953574
ACH-000988,-0.2330059104666635
ACH-000993,-0.09213468910934283
ACH-000994,0.2525105516627497
ACH-000996,-0.21820308887877787
ACH-001001,-0.1589928210798406
ACH-001020,-0.09512213930120876
ACH-001028,-0.16764618758600214
ACH-001031,-0.09542760567586636
ACH-001038,-0.17130581682559876
ACH-001048,-0.2156647046108827
ACH-001050,-0.208008054154816
ACH-001053,-0.2587580535648829
ACH-001054,-0.23435247570483694
ACH-001061,-0.10474185167855707
ACH-001067,-0.2728813511851229
ACH-001075,-0.12121004719169667
ACH-001096,-0.13779479829683294
ACH-001111,-0.006984420871699939
ACH-001119,-0.24015756400889002
ACH-001128,0.1025382473736222
ACH-001134,-0.19712464408225894
ACH-001151,-0.18550604747856608
ACH-001163,-0.048247497848326326
ACH-001164,-0.2240801112027298
ACH-001183,-0.19822183039202
ACH-001192,-0.12054289800702934
ACH-001193,0.03922379334884205
ACH-001196,-0.2438367722018213
ACH-001197,-0.09725318022306806
ACH-001205,-0.37488241988359744
ACH-001211,-0.20739085940350252
ACH-001212,0.06321367214484479
ACH-001228,-0.18714331505622345
ACH-001232,-0.22105372268727372
ACH-001239,-0.10080368263751023
ACH-001270,-0.2449934457196202
ACH-001274,-0.19346305701826064
ACH-001275,-0.10589516824717037
ACH-001277,-0.19676452581435935
ACH-001278,-0.17280236754230655
ACH-001280,-0.1895681554406319
ACH-001283,-0.12430455113986935
ACH-001289,-0.25218676162213555
ACH-001300,-0.12274932592334847
ACH-001301,-0.07246704065643829
ACH-001302,0.016153594034248826
ACH-001306,-0.2196350102549045
ACH-001318,-0.18164606761378602
ACH-001322,-0.2354805548723891
ACH-001328,-0.14394532291661313
ACH-001332,-0.04472660613024567
ACH-001336,0.01501065708508984
ACH-001346,-0.16584268628292714
ACH-001353,-0.2598131447581745
ACH-001354,-0.3481419830232392
ACH-001367,-0.10439528782010644
ACH-001368,-0.0856124689618374
ACH-001374,-0.2633388158755014
ACH-001377,-0.2140298949417827
ACH-001380,-0.26416599242851024
ACH-001391,-0.11180716599803478
ACH-001408,-0.18606760320425728
ACH-001430,-0.3150001254264602
ACH-001431,-0.14258199863227292
ACH-001450,-0.1662167241463446
ACH-001496,-0.130710276214064
ACH-001500,-0.054127057000126065
ACH-001523,-0.10939657910607596
ACH-001532,-0.31831204327678586
ACH-001550,-0.26400539338416895
ACH-001552,-0.0635895805771056
ACH-001554,-0.20925420522668647
ACH-001654,-0.15752332908143396
ACH-001735,-0.035631965182551815
ACH-001736,-0.1840377868243004
ACH-001737,-0.5744425084717253
ACH-001740,-0.20080707249461652
ACH-001745,-0.16170919154261754
ACH-001765,-0.299683663160198
