,UBE2K (3093)
ACH-000485,-0.08166422249257586
ACH-000486,0.03829696709923421
ACH-000487,0.05641672678378205
ACH-000488,-0.4404299384047746
ACH-000490,-0.1353213570270981
ACH-000491,-0.1716077381879628
ACH-000495,0.2927520793354662
ACH-000496,-0.18556570884902446
ACH-000499,-0.332212929948563
ACH-000500,0.2699733524059206
ACH-000502,-0.11639332810283827
ACH-000503,-0.6542127065188028
ACH-000505,-0.3428031044064153
ACH-000507,-0.3829323943676624
ACH-000510,-0.1832951988167598
ACH-000511,-0.3987128064254703
ACH-000512,-0.7552169100232278
ACH-000516,-0.2071635772566008
ACH-000517,-0.2609924019859567
ACH-000518,-0.3635794504173658
ACH-000520,-0.18510120625561405
ACH-000521,-0.014808315920453384
ACH-000522,-0.1904219337602217
ACH-000524,-0.0032482450447067395
ACH-000527,-0.16805637081463876
ACH-000528,-0.13153837985926067
ACH-000537,-0.19402910431554726
ACH-000541,-0.2264580923862435
ACH-000542,-0.0610470817003577
ACH-000544,-0.2715508543956482
ACH-000545,-0.20629062262817244
ACH-000547,0.06782595694556696
ACH-000548,-0.4134880962063195
ACH-000549,-0.40503680387374413
ACH-000550,-0.06867082229763014
ACH-000552,0.08665635306113124
ACH-000556,-0.3027965015500996
ACH-000557,-0.3208054595592645
ACH-000569,-0.08313808657788986
ACH-000570,-0.2790006917376699
ACH-000571,-0.36687167683013694
ACH-000573,-0.3105748199796469
ACH-000576,-0.3300792466395482
ACH-000579,-0.12504332781506408
ACH-000580,-0.0445670989713751
ACH-000584,-0.37829982879760704
ACH-000585,-0.13681180590628478
ACH-000588,-0.3412956536176228
ACH-000589,-0.113732671393373
ACH-000591,-0.322941284993822
ACH-000593,-0.14290945740177788
ACH-000600,-0.14768933416996574
ACH-000601,-0.25887924912379856
ACH-000605,-0.06131364307155303
ACH-000606,-0.051065261706357695
ACH-000608,-0.20254504543179766
ACH-000614,0.08141297019259149
ACH-000616,-0.2406374367431051
ACH-000618,-0.19994634341644468
ACH-000619,-0.4922070721602983
ACH-000620,-0.046555548019656084
ACH-000621,-0.2947788307164246
ACH-000622,-0.11134631181239868
ACH-000623,-0.10947534618538686
ACH-000624,-0.3398898537224783
ACH-000627,-0.5326248717109233
ACH-000630,-0.1378920424403732
ACH-000631,0.2833612800911019
ACH-000632,-0.07588495678602677
ACH-000633,-0.0970179838523874
ACH-000637,-0.31066792284747197
ACH-000638,-0.12571088505912725
ACH-000646,0.06777623896661046
ACH-000647,-0.3463944541473174
ACH-000648,-0.417601825572238
ACH-000649,-0.0891654660857305
ACH-000651,-0.10358833542673368
ACH-000652,-0.0041494547366715045
ACH-000653,-0.12123408396264222
ACH-000657,-0.1971874380268911
ACH-000658,-0.3809485854416363
ACH-000661,0.043369319512356806
ACH-000662,-0.37411066247206737
ACH-000663,0.3518930872580874
ACH-000665,-0.19000669451993846
ACH-000671,-0.4697748639423878
ACH-000672,-0.18250345281775607
ACH-000673,-0.2597404165151025
ACH-000676,-0.24428864007587556
ACH-000677,-0.23951275041231296
ACH-000681,0.14353145552511595
ACH-000683,-0.23659061423827302
ACH-000684,-0.05377061539610852
ACH-000688,-0.21030546718550455
ACH-000693,-0.4093726932402384
ACH-000694,-0.08750965350511458
ACH-000695,-0.08815034995220422
ACH-000696,-0.19989311936123494
ACH-000697,-0.27841275470658783
ACH-000699,-0.3501297531449957
ACH-000701,-0.08542928828612782
ACH-000706,-0.4671241745315751
ACH-000711,-0.20476498567617965
ACH-000713,-0.3370327115214047
ACH-000714,-0.0077846809923400855
ACH-000718,-0.15192502890484874
ACH-000720,-0.20587464937725372
ACH-000721,-0.15546833046631656
ACH-000724,-0.07306999820580093
ACH-000725,-0.31673662291937044
ACH-000732,-0.4335831707998792
ACH-000734,-0.1047407138224056
ACH-000735,-0.28911439047141857
ACH-000736,-0.4988581087373541
ACH-000738,-0.2350563110860339
ACH-000746,-0.1829907590744452
ACH-000747,-0.12645145157474086
ACH-000748,-0.19370698684554896
ACH-000753,-0.1017841457021217
ACH-000756,-0.2541756381481515
ACH-000757,-0.14589271632652773
ACH-000758,-0.22271155980052676
ACH-000760,0.005933524105417137
ACH-000762,-0.4412267444162338
ACH-000763,0.01939791979162921
ACH-000764,-0.3783613533632661
ACH-000765,-0.1265371155862181
ACH-000766,-0.26453132711993954
ACH-000767,-0.4441908746612226
ACH-000768,-0.5034986849722872
ACH-000769,-0.04565429783845172
ACH-000770,-0.18953202269185893
ACH-000771,-0.12809186345053958
ACH-000773,-0.4965143531719637
ACH-000776,0.11475356157136042
ACH-000777,-0.28941163691788835
ACH-000778,-0.2507254056699217
ACH-000781,-0.19670833640753746
ACH-000782,-0.2925579046111489
ACH-000783,-0.19554093294651811
ACH-000784,-0.06934222121857417
ACH-000785,-0.28717607328919736
ACH-000787,-0.289730185191488
ACH-000788,-0.13312514335999548
ACH-000791,-0.046288165051343436
ACH-000792,-0.20021781119465135
ACH-000794,-0.7014294335320249
ACH-000796,-0.3505529130020211
ACH-000798,-0.48709186724132003
ACH-000799,-0.24864235366746185
ACH-000800,-0.2529923459078787
ACH-000802,-0.2451338247147302
ACH-000804,-0.2701516052132797
ACH-000805,0.024597809623396482
ACH-000809,-0.2439754827150515
ACH-000810,-0.16444625603111862
ACH-000811,-0.1392258555088082
ACH-000817,-0.2644828506475235
ACH-000819,-0.0040793160397533295
ACH-000820,-0.5708222669736429
ACH-000821,-0.4726694607861917
ACH-000822,-0.22285796525973933
ACH-000823,-0.2427254711660259
ACH-000824,-0.5070579660023833
ACH-000827,-0.0928858879013524
ACH-000829,-0.06703084892716034
ACH-000831,-0.3194492986521271
ACH-000832,-0.42727440290068974
ACH-000833,-0.012770131020979856
ACH-000834,-0.2565221701292669
ACH-000835,-0.18658511169127334
ACH-000836,-0.5637902271386205
ACH-000837,-0.17681383220582475
ACH-000838,-0.701570014147479
ACH-000839,-0.7135870166394254
ACH-000840,-0.2308206605959308
ACH-000841,-0.04788389196436224
ACH-000843,-0.2298260905538543
ACH-000846,-0.20333672017572374
ACH-000847,-0.28571834908045995
ACH-000848,-0.2516622407247515
ACH-000849,-0.11970405851922995
ACH-000851,-0.002835997665014498
ACH-000855,-0.2990604656049628
ACH-000856,-0.17918911152021602
ACH-000858,-0.32250401882705365
ACH-000859,-0.03818639300378697
ACH-000861,-0.2420866927445862
ACH-000862,-0.2689321977347629
ACH-000865,-0.25558006056894617
ACH-000866,0.07060071648657025
ACH-000867,-0.16868712945588207
ACH-000869,-0.15203853541544374
ACH-000872,-0.06724677626040249
ACH-000873,-0.284296481160938
ACH-000876,-0.3649745333264204
ACH-000878,-0.4109597917103634
ACH-000880,-0.435970035185654
ACH-000881,-0.06143438286571479
ACH-000882,0.08684119542403237
ACH-000884,-0.17184802629381232
ACH-000885,0.0248515808417234
ACH-000887,-0.24291129237637035
ACH-000889,-0.38022396009422704
ACH-000896,-0.2279635458847603
ACH-000898,-0.1574722908402268
ACH-000900,-0.15851585130546034
ACH-000901,-0.13755003475358196
ACH-000905,-0.10422205423290803
ACH-000906,-0.2586258756010774
ACH-000907,-0.024964975023350457
ACH-000910,-0.09168206926537388
ACH-000911,-0.7423773869897926
ACH-000912,-0.12392262941714352
ACH-000913,-0.2511700973999815
ACH-000915,-0.04871296210423082
ACH-000916,-0.04808569985244676
ACH-000917,-0.2434873059198389
ACH-000920,-0.4276107820188081
ACH-000921,-0.2264203510018488
ACH-000924,-0.2933127167709741
ACH-000926,-0.3775549517624936
ACH-000928,-0.11908657581494285
ACH-000929,-0.4878577763398575
ACH-000932,-0.009704834839232958
ACH-000935,0.08847107433298815
ACH-000936,-0.2374148275526287
ACH-000937,-0.10524460997056444
ACH-000938,-0.17587458601124767
ACH-000939,-0.4099633589245619
ACH-000941,-0.3414645441693304
ACH-000943,-0.11352415038381655
ACH-000946,-0.014556495100149778
ACH-000947,-0.1539847694242095
ACH-000948,-0.5921261502348315
ACH-000950,-0.06946115083134685
ACH-000953,-0.14255301634874198
ACH-000954,0.0689601159514051
ACH-000957,-0.22665643211424144
ACH-000958,-0.14903145037361498
ACH-000960,-0.039237171331108836
ACH-000963,-0.16298142864916607
ACH-000968,-0.19293827876649106
ACH-000969,-0.2607081661127997
ACH-000972,-0.3423940446847314
ACH-000973,-0.3703203711001079
ACH-000974,-0.07613366271194455
ACH-000978,-0.08308316892102803
ACH-000984,-0.2004480387642956
ACH-000986,-0.18875876383555185
ACH-000988,-0.2502097531347587
ACH-000993,-0.02159155156750048
ACH-000994,-0.3822521983593396
ACH-000996,-0.3797444393916076
ACH-001001,-0.3071933516719773
ACH-001020,0.019237581988375663
ACH-001028,-0.07170388472524003
ACH-001031,0.8238046463792791
ACH-001038,-0.14919010814871225
ACH-001048,-0.15929260908378326
ACH-001050,-0.032470760081245185
ACH-001053,-0.35145434986172114
ACH-001054,-0.2992663762806668
ACH-001061,-0.23413651975442765
ACH-001067,0.004897249051818781
ACH-001075,-0.3449945534304091
ACH-001096,-0.3403755866246285
ACH-001111,-0.1224662027835544
ACH-001119,-0.20115472350631344
ACH-001128,-0.5654942516520787
ACH-001134,0.037522706252645636
ACH-001151,-0.2521627421008373
ACH-001163,-0.10285444015582304
ACH-001164,-0.3057536563792682
ACH-001183,-0.22977785699375355
ACH-001192,-0.2462225554567751
ACH-001193,-0.2616986353932604
ACH-001196,-0.2224866727357104
ACH-001197,-0.35597440792751234
ACH-001205,-0.5070748693493546
ACH-001211,-0.34873881968607395
ACH-001212,-0.30541103029444755
ACH-001228,-0.2276813230389324
ACH-001232,-0.3258847934969149
ACH-001239,0.053874524350378934
ACH-001270,-0.2645699782478172
ACH-001274,0.05305394997213956
ACH-001275,-0.03931889721525711
ACH-001277,0.023019541607924267
ACH-001278,-0.12042191911576212
ACH-001280,-0.2305178224931146
ACH-001283,-0.4248033907429888
ACH-001289,-0.18097705221202914
ACH-001300,0.14945573543103893
ACH-001301,-0.2876612841414481
ACH-001302,0.2750091863473023
ACH-001306,-0.0833154131835509
ACH-001318,-0.11274233408920305
ACH-001322,-0.247002428209024
ACH-001328,-0.11269058734203713
ACH-001332,-0.3193917772216824
ACH-001336,-0.21728388685690567
ACH-001346,-0.3050655260715044
ACH-001353,-0.3909370131991746
ACH-001354,-0.2260029057516984
ACH-001367,-0.2328956722121117
ACH-001368,-0.1581335276585837
ACH-001374,-0.5450578627495511
ACH-001377,-0.09601729650920764
ACH-001380,-0.1872935635203217
ACH-001391,-0.00460370916653263
ACH-001408,-0.3588866548761865
ACH-001430,-0.09718990466559907
ACH-001431,0.2434620018041243
ACH-001450,-0.18164940107600652
ACH-001496,-0.3904702213007486
ACH-001500,-0.422974214356858
ACH-001523,-0.13552018659639756
ACH-001532,0.045769550176897586
ACH-001550,-0.16998160823706465
ACH-001552,-0.24036248446684036
ACH-001554,-0.16627632961603067
ACH-001654,-0.1267461624915993
ACH-001735,-0.07065540335244302
ACH-001736,-0.26547380499187523
ACH-001737,-0.25624601025793325
ACH-001740,-0.022479244005583026
ACH-001745,0.014111958733220704
ACH-001765,-0.13707223366377114
