,POLR2I (5438)
ACH-000312,-1.4383927665262453
ACH-000315,-1.2972750860143027
ACH-000316,-1.4119512528396485
ACH-000317,-1.3148157575929622
ACH-000318,-1.4925274843512064
ACH-000319,-1.1849488473214098
ACH-000320,-1.4293224702300102
ACH-000322,-1.3071465581865815
ACH-000323,-1.7056856765233277
ACH-000324,-1.1996878047307065
ACH-000329,-1.2526814786978795
ACH-000330,-1.5202866427452395
ACH-000331,-1.3456171702906772
ACH-000332,-1.3358309335556455
ACH-000334,-1.92995139931264
ACH-000335,-1.478089538922818
ACH-000336,-1.2922219813758475
ACH-000337,-1.5588021647989558
ACH-000338,-1.5791631255502832
ACH-000339,-1.5359686776058257
ACH-000341,-1.6169020783048778
ACH-000348,-1.4591339146257682
ACH-000350,-1.4948962061618478
ACH-000352,-1.3799622477207
ACH-000356,-1.5226300076392043
ACH-000361,-1.3024522926664457
ACH-000362,-1.4363310968283378
ACH-000363,-1.4042138540211988
ACH-000364,-1.4129163344547933
ACH-000365,-1.2874936793438212
ACH-000366,-1.3750948532730418
ACH-000368,-1.3344373452832174
ACH-000374,-1.269825907194723
ACH-000375,-1.4035988760180191
ACH-000376,-1.2980864405524335
ACH-000381,-1.4901686941757897
ACH-000383,-1.457326263696732
ACH-000387,-1.210235705605725
ACH-000389,-1.1327462209273875
ACH-000390,-1.6156854193445425
ACH-000393,-1.4203936854847614
ACH-000395,-1.4457855219175302
ACH-000396,-1.397542946007814
ACH-000397,-1.5748298628856248
ACH-000401,-1.4916650744747324
ACH-000402,-1.5519513569716268
ACH-000403,-1.483180711225367
ACH-000404,-1.388882424641516
ACH-000406,-1.5338842010392115
ACH-000407,-1.2861655732534405
ACH-000408,-1.6637930080928
ACH-000410,-1.4737167578364248
ACH-000411,-1.3544264596729714
ACH-000414,-1.4004504625831269
ACH-000415,-1.5162725539508677
ACH-000416,-1.2972077837282658
ACH-000420,-1.2479833022969993
ACH-000421,-1.4714450796694551
ACH-000424,-1.2542256616926202
ACH-000425,-1.215326290088265
ACH-000426,-2.191027021402896
ACH-000427,-1.1190470481588697
ACH-000433,-1.3555032490772392
ACH-000435,-1.6140215624374112
ACH-000436,-1.3801691521737325
ACH-000444,-1.4128706760468288
ACH-000445,-1.1764466003065186
ACH-000448,-1.218644661253292
ACH-000450,-1.4267569638667954
ACH-000452,-1.279406384834813
ACH-000454,-1.446046431840541
ACH-000458,-1.4858721045334211
ACH-000459,-1.5009845789657854
ACH-000460,-1.5331259251051688
ACH-000461,-1.4184504914673683
ACH-000463,-1.1454019274756984
ACH-000464,-1.2780432263434092
ACH-000466,-1.6991705299526016
ACH-000467,-1.2720557638954617
ACH-000468,-1.5566652700523056
ACH-000469,-1.191970900870366
ACH-000470,-1.5865353554026818
ACH-000471,-1.3424453608339182
ACH-000472,-1.7279469474964804
ACH-000473,-1.514368757279391
ACH-000475,-1.4502045012996236
ACH-000476,-1.4034168913222838
ACH-000477,-1.1897391926123522
ACH-000479,-1.3277367973057028
ACH-000480,-1.1900925884495035
ACH-000481,-1.337105546608207
ACH-000483,-1.8994285378475173
ACH-000484,-1.5855730023802337
ACH-000485,-1.3422502339192577
ACH-000486,-1.4426409662759576
ACH-000487,-1.3716227813238229
ACH-000488,-1.4055346926989098
ACH-000490,-1.2412007039588735
ACH-000491,-1.7435051740847156
ACH-000495,-1.257625923074104
ACH-000496,-1.5021155439006473
ACH-000499,-1.5756658132556167
ACH-000500,-1.5485312965055609
ACH-000502,-1.4517783449542625
ACH-000503,-1.0905671223163325
ACH-000505,-1.4496713615602494
ACH-000507,-1.3566970473833175
ACH-000510,-1.1029214623727224
ACH-000511,-1.3852124601301417
ACH-000512,-1.2934631230208298
ACH-000516,-1.5124438080352842
ACH-000517,-1.6233171088181837
ACH-000518,-1.616908171075103
ACH-000520,-1.4341406093110838
ACH-000521,-1.4065845832386936
ACH-000522,-1.1132030842935514
ACH-000524,-1.3949201626772794
ACH-000527,-1.3287304493158791
ACH-000528,-1.397699681775464
ACH-000537,-1.3066462229587243
ACH-000541,-1.5122520539410638
ACH-000542,-1.3372426206120682
ACH-000544,-1.3409704010595755
ACH-000545,-1.3823761677014907
ACH-000547,-1.7398308890200298
ACH-000548,-1.3944314597640262
ACH-000549,-1.4415018714975256
ACH-000550,-1.3161227853694353
ACH-000552,-1.3991043692116445
ACH-000556,-1.2886860430710276
ACH-000557,-1.38520603797766
ACH-000569,-1.1974869518960125
ACH-000570,-1.3877429107866552
ACH-000571,-1.2868416446652848
ACH-000573,-1.3316404692605774
ACH-000576,-1.4887707843373923
ACH-000579,-1.1104387451790532
ACH-000580,-1.4654459035901342
ACH-000584,-1.4235899385098834
ACH-000585,-1.5213320432450612
ACH-000588,-1.4714323901710435
ACH-000589,-1.4093608144389236
ACH-000591,-1.2062686307659252
ACH-000593,-1.4859427775367222
ACH-000600,-1.3975954536781423
ACH-000601,-1.3404007696813351
ACH-000605,-1.256042830333293
ACH-000606,-1.2259503663689673
ACH-000608,-1.115117044204073
ACH-000614,-1.1608583905614518
ACH-000616,-1.4685873872412598
ACH-000618,-1.5285592689669796
ACH-000619,-1.3367729002236763
ACH-000620,-1.2820550778928663
ACH-000621,-1.305712388138311
ACH-000622,-1.4438312074968902
ACH-000623,-1.508983346566212
ACH-000624,-1.5488022451555121
ACH-000627,-1.3061180746787024
ACH-000630,-1.2209297178209606
ACH-000631,-1.8395731609544836
ACH-000632,-1.3414445835039044
ACH-000633,-1.337599424793677
ACH-000637,-1.6393200514848738
ACH-000638,-1.4653632193486894
ACH-000646,-1.1975992670466191
ACH-000647,-1.2664887135517071
ACH-000648,-1.4674713480519412
ACH-000649,-1.4204881964620042
ACH-000651,-1.4292950287113226
ACH-000652,-1.4261098422621492
ACH-000653,-1.442126253608126
ACH-000657,-1.46276880351942
ACH-000658,-1.2686618512651215
ACH-000661,-1.4967520112611528
ACH-000662,-1.353268009018224
ACH-000663,-1.4355548809556309
ACH-000665,-1.3449464042147838
ACH-000671,-1.3382310057283435
ACH-000672,-1.5198091170680683
ACH-000673,-1.3008206029028064
ACH-000676,-1.2460727505987506
ACH-000677,-1.7468410932774654
ACH-000681,-1.3142357197484411
ACH-000683,-1.389980378878788
ACH-000684,-1.1650342608008593
ACH-000688,-1.5355880284214705
ACH-000693,-1.2219029783312227
ACH-000694,-1.4378429002520936
ACH-000695,-1.2534220112037089
ACH-000696,-1.4900235456362103
ACH-000697,-1.5257094531442503
ACH-000699,-1.6805294024626565
ACH-000701,-1.4370793078187556
ACH-000706,-1.2928350125520809
ACH-000711,-1.3662518208245729
ACH-000713,-1.234891577317493
ACH-000714,-1.4306531863287972
ACH-000718,-1.4009356633478975
ACH-000720,-1.4877808337675762
ACH-000721,-1.210248598296911
ACH-000724,-2.053849969994073
ACH-000725,-1.5197025801355737
ACH-000732,-1.4967748417597888
ACH-000734,-1.307140174683698
ACH-000735,-1.334076118376694
ACH-000736,-1.321087556751979
ACH-000738,-1.4865628501347043
ACH-000746,-1.2610038154801255
ACH-000747,-1.5224153274565
ACH-000748,-1.2915181694475342
ACH-000753,-1.2784991919998785
ACH-000756,-1.489333258708748
ACH-000757,-1.438705407969059
ACH-000758,-1.523558802035098
ACH-000760,-1.2346312884950394
ACH-000762,-1.6117339364995926
ACH-000763,-1.4857241658349492
ACH-000764,-1.0540207052480022
ACH-000765,-1.602251585693779
ACH-000766,-1.5440109953578596
ACH-000767,-1.3976095716064283
ACH-000768,-1.4885264650363341
ACH-000769,-1.4402319422531338
ACH-000770,-1.402109551002903
ACH-000771,-1.4769003749460847
ACH-000773,-1.2351814541155943
ACH-000776,-1.6327989158477334
ACH-000777,-1.3971341569974636
ACH-000778,-1.8939884234882347
ACH-000781,-1.4114997870384731
ACH-000782,-1.5566754318791391
ACH-000783,-1.0798865566427238
ACH-000784,-1.35738529139195
ACH-000785,-1.4824591982237278
ACH-000787,-1.4362778009621624
ACH-000788,-1.4094473915706125
ACH-000791,-1.5435198346928651
ACH-000792,-1.5057682789873887
ACH-000794,-1.3996720115828292
ACH-000796,-1.3243850650482694
ACH-000798,-1.5218486722421238
ACH-000799,-1.4185789935387083
ACH-000800,-1.5487940555199757
ACH-000802,-1.4292788411299742
ACH-000804,-1.5283622384366862
ACH-000805,-1.5127810349324091
ACH-000809,-1.497464636592758
ACH-000810,-1.4934566977773391
ACH-000811,-1.2931939783688928
ACH-000817,-1.4773820201838426
ACH-000819,-1.4070588493898912
ACH-000820,-1.291388502734098
ACH-000821,-1.6673624172960106
ACH-000822,-1.530981368104615
ACH-000823,-1.3077900723970983
ACH-000824,-1.3397373184310586
ACH-000827,-1.3751939999573584
ACH-000829,-1.5242655988646976
ACH-000831,-1.5315451397157842
ACH-000832,-1.3465778633009269
ACH-000833,-1.5889855849547938
ACH-000834,-1.331684365247221
ACH-000835,-1.5851797823947311
ACH-000836,-1.1753745428970797
ACH-000837,-1.3688515588644878
ACH-000838,-1.6197250484976746
ACH-000839,-1.2107949862964964
ACH-000840,-1.3605963245906367
ACH-000841,-1.1988784272982491
ACH-000843,-1.5711840354423083
ACH-000846,-1.8124392794770776
ACH-000847,-1.170057482354672
ACH-000848,-1.639078650992524
ACH-000849,-0.804638752400165
ACH-000851,-1.2008278732905828
ACH-000855,-1.4024532304020718
ACH-000856,-1.4057345596144692
ACH-000858,-1.5159213043992024
ACH-000859,-1.279144742110401
ACH-000861,-1.482924150842005
ACH-000862,-1.6158193315113574
ACH-000865,-1.4411706441843593
ACH-000866,-1.4601586610814572
ACH-000867,-1.4699770503803975
ACH-000869,-1.4858358457842118
ACH-000872,-1.3572451618775057
ACH-000873,-1.363655430937572
ACH-000876,-1.395176850741863
ACH-000878,-1.2068242111614351
ACH-000880,-1.4245886800428005
ACH-000881,-1.5463371696068433
ACH-000882,-1.224159833025072
ACH-000884,-1.4026861547191607
ACH-000885,-1.352015107022154
ACH-000887,-1.4531360102466488
ACH-000889,-1.5275759670700342
ACH-000896,-1.5374069790707767
ACH-000898,-1.2991934018106792
ACH-000900,-1.044238123177084
ACH-000901,-1.4582494035494586
ACH-000905,-1.4114460455284794
ACH-000906,-1.5636431428666109
ACH-000907,-1.2770327013283795
ACH-000910,-1.4111081468030389
ACH-000911,-1.4108532045581312
ACH-000912,-1.335298049094094
ACH-000913,-1.3334401053542078
ACH-000915,-1.2720689881336769
ACH-000916,-1.6859528379355757
ACH-000917,-1.4820691555342231
ACH-000920,-1.400748759032515
ACH-000921,-1.366563378817267
ACH-000924,-1.269763618964067
ACH-000926,-1.1643362425962045
ACH-000928,-1.2591736202349415
ACH-000929,-1.1322318415341228
ACH-000932,-1.2398439926903198
ACH-000935,-1.2649637560183793
ACH-000936,-1.4477214495544601
ACH-000937,-1.310130921870028
ACH-000938,-1.237039752418693
ACH-000939,-1.4053379197048717
ACH-000941,-1.150780609565276
ACH-000943,-1.5812829763436465
ACH-000946,-1.350078816998118
ACH-000947,-1.2754685158293575
ACH-000948,-1.4636071489163502
ACH-000950,-1.2874177286393766
ACH-000953,-1.550957586392037
ACH-000954,-1.1381646213730463
ACH-000957,-1.2329360254189108
ACH-000958,-1.3391498372787145
ACH-000960,-1.2162690758063512
ACH-000963,-1.3457716173469778
ACH-000968,-1.216026324243089
ACH-000969,-1.3144635150380108
ACH-000972,-1.3127416899214177
ACH-000973,-1.4308706309903043
ACH-000974,-1.1022157840752704
ACH-000978,-1.6353648795918518
ACH-000984,-1.2214763440256409
ACH-000986,-1.2026520228009565
ACH-000988,-1.5731914755755332
ACH-000993,-1.4560690131700469
ACH-000994,-1.4056203840239394
ACH-000996,-1.5611309795745618
ACH-001001,-1.3146424106095551
ACH-001020,-1.074715656432523
ACH-001028,-1.2454199099844208
ACH-001031,-1.4848776958314756
ACH-001038,-1.39690711358967
ACH-001048,-1.446802354123638
ACH-001050,-1.0855294202569246
ACH-001053,-1.2994065212663224
ACH-001054,-1.2658733372296391
ACH-001061,-1.2119093321573602
ACH-001067,-1.2762988541616676
ACH-001075,-1.6149732249653106
ACH-001096,-1.557629715691642
ACH-001111,-1.5192012701574957
ACH-001119,-1.2332985149989055
ACH-001128,-0.6510128190418145
ACH-001134,-1.331312148834205
ACH-001151,-1.4687207678495278
ACH-001163,-1.2195322565244628
ACH-001164,-1.2780459906558033
ACH-001183,-1.2978515461544342
ACH-001192,-1.421525249404448
ACH-001193,-1.315660909701613
ACH-001196,-1.7125953579262447
ACH-001197,-1.4419958530539283
ACH-001205,-1.1988346641382428
ACH-001211,-1.1905551668968486
ACH-001212,-1.0483206757811625
ACH-001228,-1.238546454238167
ACH-001232,-1.4192996617001499
ACH-001239,-1.2807386307449435
ACH-001270,-1.2684638262099457
ACH-001274,-1.3754774009975341
ACH-001275,-1.336540713545307
ACH-001277,-1.3401018428217637
ACH-001278,-1.3138474087102991
ACH-001280,-1.8169712798295028
ACH-001283,-1.5380605428010856
ACH-001289,-1.340165232780017
ACH-001300,-1.3710504037714253
ACH-001301,-1.4650778478987234
ACH-001302,-1.553402129079919
ACH-001306,-1.3677650243532995
ACH-001318,-1.317965660877344
ACH-001322,-1.2557785103842591
ACH-001328,-1.3190104268001608
ACH-001332,-1.3644636302725257
ACH-001336,-1.3871719507483349
ACH-001346,-1.4195822898079329
ACH-001353,-1.3722943945157533
ACH-001354,-1.7279016658653212
ACH-001367,-1.4699372901975032
ACH-001368,-1.4749220361049251
ACH-001374,-1.006597240902374
ACH-001377,-1.47580474237172
ACH-001380,-1.251883604508657
ACH-001391,-1.5711107855118018
ACH-001408,-1.6101397849896133
ACH-001430,-1.5293991772030686
ACH-001431,-1.4613318144110303
ACH-001450,-1.0710770014354116
ACH-001496,-1.3357147363722015
ACH-001500,-0.8865033487064025
ACH-001523,-1.5832860008851484
ACH-001532,-1.3115200757335124
ACH-001550,-1.2662927641277717
ACH-001552,-1.3287380423281503
ACH-001554,-1.360007306362416
ACH-001654,-1.5760262301870414
ACH-001735,-1.4061421756047705
ACH-001736,-1.394247778228812
ACH-001737,-1.4043639380190769
ACH-001740,-1.5078345656667755
ACH-001745,-1.474469068601992
ACH-001765,-1.4970325095103725
