,GOLPH3L (55204)
ACH-000251,-0.058046331682894615
ACH-000252,-0.18490785508655366
ACH-000253,-0.2258316474078976
ACH-000255,-0.18368493511248815
ACH-000256,-0.2885488499338029
ACH-000257,-0.19922189270944915
ACH-000258,-0.2624249328550627
ACH-000259,-0.12676098260988716
ACH-000260,-0.17247538396168233
ACH-000261,-0.016923719012941853
ACH-000262,0.005689196351797275
ACH-000263,-0.3082606807025983
ACH-000264,-0.2967831527431397
ACH-000265,-0.13396857923879646
ACH-000266,-0.1970481401429553
ACH-000272,-0.2581824007425065
ACH-000274,-0.21139640909972007
ACH-000277,-0.2806512222853297
ACH-000278,-0.050319496374268205
ACH-000279,-0.2558368288934294
ACH-000280,-0.06539401674404748
ACH-000281,-0.1197596325881227
ACH-000288,-0.15836553921765262
ACH-000291,-0.18517764988314786
ACH-000293,-0.17759412991877865
ACH-000294,-0.15235251173730344
ACH-000295,-0.3635146788858788
ACH-000296,-0.2949729185294536
ACH-000302,-0.2105923042710144
ACH-000304,-0.08972949638042878
ACH-000307,-0.08048813195091864
ACH-000308,-0.1092047320387961
ACH-000310,-0.25748711247543205
ACH-000311,-0.14936055411061447
ACH-000312,-0.07103666126240991
ACH-000315,-0.2537416365181037
ACH-000316,-0.08894537618654685
ACH-000317,0.08902502877754116
ACH-000318,-0.18008899587239974
ACH-000319,-0.3549004842885643
ACH-000320,-0.019548823889474803
ACH-000322,-0.007677492015913679
ACH-000323,-0.13372976093332045
ACH-000324,-0.1686460077873204
ACH-000329,-0.2240325634905941
ACH-000330,-0.1243119449363161
ACH-000331,-0.23100895146246575
ACH-000332,-0.13581728785491445
ACH-000334,-0.20033833591952346
ACH-000335,-0.008211559137601286
ACH-000336,-0.2881450200471421
ACH-000337,-0.4267254518391901
ACH-000338,-0.5072750071512723
ACH-000339,-0.11483722629827707
ACH-000341,-0.4544452661653943
ACH-000348,-0.2339160719674772
ACH-000350,-0.11853275393686293
ACH-000352,-0.12342194173420558
ACH-000356,-0.16425599779412814
ACH-000361,-0.07045737330110413
ACH-000362,-0.20768840045895592
ACH-000363,-0.17623147245212362
ACH-000364,-0.2157104070113484
ACH-000365,-0.1921064130197475
ACH-000366,-0.19407040103360568
ACH-000368,-0.19518405768697167
ACH-000374,-0.2223305891918046
ACH-000375,-0.3369476556126062
ACH-000376,-0.203981074036726
ACH-000381,-0.31923847268990024
ACH-000383,-0.16701100545218953
ACH-000387,-0.1438466923596391
ACH-000389,-0.20550356824397448
ACH-000390,-0.19096444846720811
ACH-000393,-0.28699690541375344
ACH-000395,-0.031402486682071414
ACH-000396,-0.11997889732701465
ACH-000397,-0.2682208552683792
ACH-000401,-0.04993116820351897
ACH-000402,-0.1334347037872662
ACH-000403,-0.20518276433655236
ACH-000404,-0.00890772051956205
ACH-000406,-0.18886159552297546
ACH-000407,-0.1994361299135411
ACH-000408,-0.07726660279256943
ACH-000410,-0.23026258004642025
ACH-000411,-0.17506520091573954
ACH-000414,-0.10327340244064767
ACH-000415,-0.10720463234655628
ACH-000416,-0.30847438026868124
ACH-000420,-0.18753960400460004
ACH-000421,-0.14653391376955088
ACH-000424,-0.2413586796335144
ACH-000425,-0.25386415827110315
ACH-000426,-0.1790592094698193
ACH-000427,-0.3091384969504368
ACH-000433,-0.031002311781554857
ACH-000435,0.04371545929842923
ACH-000436,-0.3114395346307322
ACH-000444,-0.1611910019208025
ACH-000445,-0.09019143530933166
ACH-000448,-0.20273000669665686
ACH-000450,-0.1813867998272929
ACH-000452,-0.2280607881762711
ACH-000454,-0.15808298807791887
ACH-000458,-0.09289738941006058
ACH-000459,-0.020939322635239437
ACH-000460,-0.20843361726864634
ACH-000461,-0.11839391371638006
ACH-000463,-0.2627702879569182
ACH-000464,-0.243539291515948
ACH-000466,-0.12936280435575992
ACH-000467,-0.22001572332127928
ACH-000468,-0.03839684612291353
ACH-000469,-0.13475208198747962
ACH-000470,0.016889064641305795
ACH-000471,-0.13104124095644856
ACH-000472,-0.08625318070958969
ACH-000473,-0.14672351139916553
ACH-000475,-0.2349822532518491
ACH-000476,-0.28591498852685193
ACH-000477,-0.22933211385820745
ACH-000479,-0.23441923530467454
ACH-000480,-0.1492020611339614
ACH-000481,-0.111894688002712
ACH-000483,-0.24412516542892665
ACH-000484,-0.2709781291243337
ACH-000485,-0.21049778594768548
ACH-000486,-0.08604147371987997
ACH-000487,-0.17571182526008086
ACH-000488,-0.2013041720560854
ACH-000490,-0.21975192336487692
ACH-000491,-0.1643046986892598
ACH-000495,-0.3078348553729747
ACH-000496,0.011819908191471008
ACH-000499,-0.2354310058805041
ACH-000500,0.08182793202939315
ACH-000502,-0.20536049502633694
ACH-000503,-0.08255410976081537
ACH-000505,-0.24327467831678995
ACH-000507,-0.18911349817130335
ACH-000510,-0.2651964740952908
ACH-000511,-0.0903965888476145
ACH-000512,-0.23030564974725085
ACH-000516,-0.17380045508175768
ACH-000517,-0.2268176861641649
ACH-000518,-0.11114270175190394
ACH-000520,-0.23126261395951794
ACH-000521,-0.22283009992309025
ACH-000522,-0.1318478240583263
ACH-000524,-0.11560413866039095
ACH-000527,-0.20447375006490576
ACH-000528,-0.18198199323716446
ACH-000537,-0.09582267152077713
ACH-000541,-0.4384065250267937
ACH-000542,-0.2773481407228548
ACH-000544,-0.29881685345772296
ACH-000545,-0.17772777733461104
ACH-000547,-0.09497480970504137
ACH-000548,-0.2366380560247377
ACH-000549,-0.2845392067787181
ACH-000550,-0.165880712864256
ACH-000552,-0.09776485912763748
ACH-000556,-0.2389468076914336
ACH-000557,-0.15424914530388306
ACH-000569,-0.11269478317974027
ACH-000570,0.1844494387928899
ACH-000571,-0.15359445521773382
ACH-000573,-0.1727645629012087
ACH-000576,-0.2363996175855832
ACH-000579,-0.3195777236984495
ACH-000580,-0.10459665115726398
ACH-000584,-0.13921361050435105
ACH-000585,-0.11097634802039982
ACH-000588,-0.11760736800223735
ACH-000589,-0.21969821808957668
ACH-000591,-0.12839936829148088
ACH-000593,-0.07406499264616806
ACH-000600,-0.2203656751834976
ACH-000601,-0.2730258553561914
ACH-000605,-0.10399577337189872
ACH-000606,-0.08207976066733512
ACH-000608,-0.21372180317419048
ACH-000614,-0.2937502888882008
ACH-000616,-0.15851864899856646
ACH-000618,-0.07643406251288187
ACH-000619,-0.18100542702006725
ACH-000620,-0.2718076085211432
ACH-000621,-0.09865977744811452
ACH-000622,-0.16086360851740286
ACH-000623,-0.16586215971580456
ACH-000624,-0.09501260636370856
ACH-000627,-0.1776895464850865
ACH-000630,-0.16568609955674782
ACH-000631,-0.10393641971085978
ACH-000632,-0.18450399660169686
ACH-000633,-0.3827872424470415
ACH-000637,-0.10172968261867624
ACH-000638,-0.13135350271100188
ACH-000646,-0.2585269805939541
ACH-000647,-0.2585360856310117
ACH-000648,-0.18886379001967152
ACH-000649,-0.1123809713395061
ACH-000651,-0.2222928161465605
ACH-000652,-0.14618870704314904
ACH-000653,-0.2316563476528068
ACH-000657,-0.15137904834872914
ACH-000658,-0.29829506082586715
ACH-000661,-0.08280727301561948
ACH-000662,-0.2971084723022218
ACH-000663,-0.15155518232468754
ACH-000665,-0.2564818461659762
ACH-000671,-0.2301949275768972
ACH-000672,-0.19840599418433488
ACH-000673,-0.1941442829677648
ACH-000676,-0.250145209418229
ACH-000677,-0.18878558395932515
ACH-000681,-0.06770359292407756
ACH-000683,-0.3198956682739375
ACH-000684,-0.15989954784684915
ACH-000688,-0.10028741176241662
ACH-000693,-0.17842705063076558
ACH-000694,-0.07281313669691551
ACH-000695,-0.128388901379185
ACH-000696,-0.0973237617321247
ACH-000697,-0.2280153687067588
ACH-000699,-0.22266115541606585
ACH-000701,-0.28793465609987023
ACH-000706,-0.1337615818969505
ACH-000711,-0.18286979236340992
ACH-000713,-0.3184316871508925
ACH-000714,-0.24615237791200634
ACH-000718,-0.13132810297698724
ACH-000720,-0.2334085624666216
ACH-000721,-0.32879919646370404
ACH-000724,-0.2555119899406774
ACH-000725,-0.43958615732148
ACH-000732,-0.09641409746970864
ACH-000734,-0.2216571145204782
ACH-000735,-0.1917072178357428
ACH-000736,-0.1014010651502352
ACH-000738,-0.02831928999463292
ACH-000746,-0.29273881600030643
ACH-000747,-0.2629330710650207
ACH-000748,-0.1802372260410134
ACH-000753,-0.26890001913964884
ACH-000756,-0.1581771412169344
ACH-000757,-0.27264043111629344
ACH-000758,-0.09989462474826716
ACH-000760,-0.6685557326446147
ACH-000762,-0.022782683875362003
ACH-000763,-0.23765740587298465
ACH-000764,-0.13004553108038894
ACH-000765,-0.1894459333448966
ACH-000766,-0.14652978758715307
ACH-000767,-0.4621349645278672
ACH-000768,-0.13174432364343458
ACH-000769,-0.3472660329680537
ACH-000770,-0.15979969393264534
ACH-000771,-0.13688992730969338
ACH-000773,-0.17688537765854515
ACH-000776,-0.06965596719180081
ACH-000777,-0.16209205021199227
ACH-000778,-0.12577661888999442
ACH-000781,-0.12076265541411126
ACH-000782,-0.18613237721167086
ACH-000783,-0.18630976850910935
ACH-000784,-0.08114044133543563
ACH-000785,-0.33853998491804604
ACH-000787,-0.16249770298762464
ACH-000788,-0.20728521654614804
ACH-000791,-0.17707120200854135
ACH-000792,-0.1127810141019067
ACH-000794,-0.13941322881242785
ACH-000796,-0.21131656063841492
ACH-000798,-0.16320494892258236
ACH-000799,-0.057639528774131664
ACH-000800,-0.3501558037583344
ACH-000802,-0.114763392621612
ACH-000804,-0.20755098624197896
ACH-000805,-0.20798902082061294
ACH-000809,-0.18789375358450444
ACH-000810,-0.3090784177189162
ACH-000811,-0.1858365993858982
ACH-000817,-0.3653600546543895
ACH-000819,-0.15078695581034718
ACH-000820,-0.20727333852455884
ACH-000821,-0.04414535451823527
ACH-000822,-0.23780954030472995
ACH-000823,-0.16994789249878775
ACH-000824,-0.3548721760320694
ACH-000827,-0.12226552129683632
ACH-000829,-0.08992039071322827
ACH-000831,-0.02428440772155912
ACH-000832,-0.16928460184826666
ACH-000833,-0.14470906008366366
ACH-000834,-0.08820385393128181
ACH-000835,-0.2320606610158357
ACH-000836,-0.2809423844961686
ACH-000837,-0.17326227421810797
ACH-000838,-0.36430789283212667
ACH-000839,-0.10940240328685592
ACH-000840,-0.13021130179988705
ACH-000841,-0.08836376215548146
ACH-000843,-0.12340893423376988
ACH-000846,-0.14358971484643965
ACH-000847,-0.34434394840986404
ACH-000848,-0.18003016353558465
ACH-000849,-0.025659608507479986
ACH-000851,-0.16785403133490964
ACH-000855,-0.16347245842652572
ACH-000856,-0.0414685496231814
ACH-000858,-0.16323239453689853
ACH-000859,-0.20308411897287046
ACH-000861,-0.15752610936576508
ACH-000862,-0.06751524206554455
ACH-000865,-0.1796986716268618
ACH-000866,-0.264213276796269
ACH-000867,-0.20660103995483906
ACH-000869,-0.620933943931337
ACH-000872,-0.20493812589168853
ACH-000873,-0.11256614690208046
ACH-000876,-0.17489703779726362
ACH-000878,0.09074268557142268
ACH-000880,-0.2059800655714859
ACH-000881,-0.20693484071434012
ACH-000882,-0.28314616858253944
ACH-000884,-0.27069206530221906
ACH-000885,-0.16108241048149574
ACH-000887,-0.09551234568394472
ACH-000889,-0.19393495074204947
ACH-000896,-0.1987277756641924
ACH-000898,-0.22451061062044825
ACH-000900,-0.20812989370128407
ACH-000901,-0.13929163683567578
ACH-000905,-0.21086243792611015
ACH-000906,-0.0571003208697428
ACH-000907,-0.2589590229216081
ACH-000910,-0.12874472422886662
ACH-000911,-0.06536632897775903
ACH-000912,-0.2256885617655193
ACH-000913,-0.2369984207224429
ACH-000915,-0.21482492716281573
ACH-000916,0.142345996414009
ACH-000917,-0.09254790274891543
ACH-000920,-0.42252186262236574
ACH-000921,-0.2664684321350591
ACH-000924,-0.1966340420520659
ACH-000926,-0.1277381430964164
ACH-000928,0.02821367604471005
ACH-000929,-0.6836379560758218
ACH-000932,-0.0975304448909166
ACH-000935,-0.05574425820683658
ACH-000936,-0.20009527004120006
ACH-000937,-0.15164636984000388
ACH-000938,-0.2979711931034156
ACH-000939,-0.31571656563494754
ACH-000941,-0.13891357721047112
ACH-000943,-0.13385285073151199
ACH-000946,-0.1462748887714944
ACH-000947,-0.20139642175956893
ACH-000948,-0.22658892951233064
ACH-000950,-0.17958839818031694
ACH-000953,-0.18238315390699167
ACH-000954,-0.16981472494633032
ACH-000957,-0.0826175658200874
ACH-000958,-0.190179632326116
ACH-000960,-0.12197271118429275
ACH-000963,-0.21329160316750634
ACH-000968,-0.2897993945912455
ACH-000969,-0.2178009879244572
ACH-000972,-0.032051350720661245
ACH-000973,-0.2326796045525271
ACH-000974,-0.23557666292149484
ACH-000978,-0.1979993158828149
ACH-000984,-0.3818027047120497
ACH-000986,-0.26605612118278044
ACH-000988,-0.1461119138145745
ACH-000993,-0.10120176705893028
ACH-000994,-0.2605860294038916
ACH-000996,-0.249165349982057
ACH-001001,-0.2683415907573119
ACH-001020,0.011653750832162968
ACH-001028,-0.2419262676113321
ACH-001031,-0.0832126228125935
ACH-001038,-0.11409491777497087
ACH-001048,-0.07885770117812912
ACH-001050,-0.11200392865331013
ACH-001053,-0.3529554069528103
ACH-001054,-0.2481952325722984
ACH-001061,-0.14876224785270506
ACH-001067,-0.1443418294473513
ACH-001075,-0.10894234017006638
ACH-001096,-0.3621297934791313
ACH-001111,-0.05685982742345149
ACH-001119,-0.3775777816890085
ACH-001128,-0.1279808004748024
ACH-001134,-0.1677822179135791
ACH-001151,-0.2278043906249282
ACH-001163,-0.22948679475261485
ACH-001164,-0.0838171881005252
ACH-001183,-0.13786646150645687
ACH-001192,-0.20455916828258253
ACH-001193,-0.15738498776455698
ACH-001196,-0.19715385819967926
ACH-001197,-0.0958651246536029
ACH-001205,-0.3132725382713215
ACH-001211,-0.3803896750886756
ACH-001212,-0.05350838422249679
ACH-001228,-0.2254722982780753
ACH-001232,-0.1385719264379913
ACH-001239,-0.16669308642042016
ACH-001270,-0.07066181730866865
ACH-001274,-0.012966122975176504
ACH-001275,-0.07438784201676678
ACH-001277,-0.17207684539744514
ACH-001278,-0.1028861082622594
ACH-001280,-0.25510567617434315
ACH-001283,-0.2691016790699645
ACH-001289,0.012823710214646455
ACH-001300,-0.116596175193466
ACH-001301,-0.17869881940132856
ACH-001302,0.021109810717424852
ACH-001306,-0.1480614228876096
ACH-001318,-0.30292999406359594
ACH-001322,-0.2313927443876954
ACH-001328,-0.1457527466687936
ACH-001332,-0.15474174839759106
ACH-001336,-0.13684332668021826
ACH-001346,-0.14022729615675955
ACH-001353,-0.1105826679824648
ACH-001354,-0.5041463875849282
ACH-001367,-0.2864505835260402
ACH-001368,-0.21435569445454625
ACH-001374,-0.238254881647012
ACH-001377,-0.14305490494568313
ACH-001380,-0.1847845392033511
ACH-001391,-0.15319368241253592
ACH-001408,-0.22509379191456672
ACH-001430,-0.36621344047737575
ACH-001431,-0.15063485292383072
ACH-001450,-0.20235101595231636
ACH-001496,-0.2656084340893037
ACH-001500,-0.3157969032548847
ACH-001523,-0.1388910441913159
ACH-001532,-0.18007062733356033
ACH-001550,-0.05779895640715845
ACH-001552,-0.26761923248703445
ACH-001554,-0.10782376908163943
ACH-001654,-0.16676762952236113
ACH-001735,-0.2633852889253589
ACH-001736,-0.1823022305820085
ACH-001737,-0.2509810871978221
ACH-001740,-0.13496634749191505
ACH-001745,-0.16562587984567734
ACH-001765,-0.2456290848762004
