,ALYREF (10189)
ACH-000911,-0.51729819190904
ACH-000912,-0.8005422081642596
ACH-000913,-0.6247388364069825
ACH-000915,-0.4169522855790771
ACH-000916,-0.4368755364687938
ACH-000917,-0.5416408521379923
ACH-000920,-0.6594744584862806
ACH-000921,-0.6388629708767232
ACH-000924,-0.480651230600231
ACH-000926,-0.5243001790955834
ACH-000928,-0.6677777073770169
ACH-000929,-0.5508858842317692
ACH-000932,-0.5169564295915086
ACH-000935,-0.4871052202008467
ACH-000936,-0.5761219464010122
ACH-000937,-0.7773476084296065
ACH-000938,-0.5293158387771866
ACH-000939,-0.4548983951080224
ACH-000941,-0.6711566584368388
ACH-000943,-0.2842392222104157
ACH-000946,-0.5263026012060149
ACH-000947,-0.3853700321828048
ACH-000948,-0.560049130038454
ACH-000950,-0.4629604798605589
ACH-000953,-0.4867747950740373
ACH-000954,-0.9295920951529271
ACH-000957,-0.5585820439040245
ACH-000958,-0.4839382690054791
ACH-000960,-0.7093361905959592
ACH-000963,-1.110939746513655
ACH-000968,-0.4327190557783993
ACH-000969,-0.5868526521436895
ACH-000972,-0.9830050406421674
ACH-000973,-0.6270141228008492
ACH-000974,-0.5000374491961886
ACH-000978,-0.6104963543148151
ACH-000984,-0.5463037272077156
ACH-000986,-0.6626388413488661
ACH-000988,-0.6069377686126882
ACH-000993,-0.6377971908178579
ACH-000994,-0.6173210027916072
ACH-000996,-0.7754018188214788
ACH-001001,-0.7284737338678262
ACH-001020,-0.2162936639473096
ACH-001028,-0.3119944154299262
ACH-001031,-0.6016803014839354
ACH-001038,-0.4539641199600059
ACH-001048,-0.576540045915468
ACH-001050,-0.7905666794657507
ACH-001053,-0.6838961285755031
ACH-001054,-0.6708651269786743
ACH-001061,-0.4809540185998816
ACH-001067,-0.5015465735441209
ACH-001075,-0.7513943195317392
ACH-001096,-0.6089280350552283
ACH-001111,-0.36779896363229503
ACH-001119,-0.635059476004461
ACH-001128,0.2371178427173625
ACH-001134,-0.4883222640228452
ACH-001151,-0.4910990130748149
ACH-001163,-0.6104265841771592
ACH-001164,-0.4781025400919328
ACH-001183,-0.580168860950066
ACH-001192,-0.7907276351940822
ACH-001193,-0.20947647283987306
ACH-001196,-0.7504215236234605
ACH-001197,-0.6348912468753415
ACH-001205,-0.6106879574187019
ACH-001211,-0.4337910066261854
ACH-001212,-0.6940400235710465
ACH-001228,-0.5602638981967192
ACH-001232,-0.5025188071995614
ACH-001239,-0.6018803577442726
ACH-001270,-0.6307628693998495
ACH-001274,-0.3211713689696992
ACH-001275,-0.5359629867997202
ACH-001277,-0.25976147770850955
ACH-001278,-0.4478694680130151
ACH-001280,-0.4576157142549251
ACH-001283,-0.5407273608643289
ACH-001289,-0.463897334816409
ACH-001300,-0.5731767147318235
ACH-001301,-0.4244321561756527
ACH-001302,-0.7755895172357414
ACH-001306,-0.5891067326648863
ACH-001318,-0.5596300945175782
ACH-001322,-0.7309353206544061
ACH-001328,-0.6405735975368566
ACH-001332,-0.6179665952112519
ACH-001336,-0.4667617707773796
ACH-001346,-0.7361505900839469
ACH-001353,-0.5461653517147836
ACH-001354,-0.4049583647106344
ACH-001367,-0.5257666198826352
ACH-001368,-0.4127410841489587
ACH-001374,-0.5302007501082449
ACH-001377,-0.4450235391373599
ACH-001380,-0.3986019085597119
ACH-001391,-0.4531012098439632
ACH-001408,-0.5311949627901552
ACH-001430,-0.5777841780696127
ACH-001431,-0.4442960164401269
ACH-001450,-0.8555297586799949
ACH-001496,-0.402192129323991
ACH-001500,-0.5501541586083767
ACH-001523,-0.6081086936897148
ACH-001532,-0.8117362878231779
ACH-001550,-0.27918096028377004
ACH-001552,-0.7756796282628684
ACH-001554,-0.5761715621909026
ACH-001654,-0.5309174228958868
ACH-001735,-0.4401913552010356
ACH-001736,-0.7601464749907128
ACH-001737,-0.4303995264420361
ACH-001740,-0.5277949274160721
ACH-001745,-0.4803065045726675
ACH-001765,-0.7494939195842396
