,NPC1L1 (29881)
ACH-000420,-0.26190242922458656
ACH-000421,-0.22671788603093698
ACH-000424,-0.31510532851626505
ACH-000425,-0.3103336248507875
ACH-000426,-0.03157391516742228
ACH-000427,-0.20740238195647567
ACH-000433,-0.2955733455734708
ACH-000435,-0.042645283524679535
ACH-000436,-0.04484003910641978
ACH-000444,-0.3147950789107161
ACH-000445,-0.0328893119732311
ACH-000448,-0.24518202902305145
ACH-000450,-0.3349891974264597
ACH-000452,-0.3949237914820469
ACH-000454,-0.2855705811122237
ACH-000458,-0.07614230369897454
ACH-000459,-0.19893840442553148
ACH-000460,-0.18967174492747155
ACH-000461,-0.2287253409347303
ACH-000463,-0.20274618697372268
ACH-000464,-0.199513008065673
ACH-000466,-0.17431224592125724
ACH-000467,-0.1040741076496963
ACH-000468,-0.17981402094735205
ACH-000469,-0.1963125892902421
ACH-000470,-0.2525513038242021
ACH-000471,-0.24986063627675525
ACH-000472,-0.21711089773881864
ACH-000473,-0.004117016343142734
ACH-000475,-0.19058198474184326
ACH-000476,-0.3055828328457019
ACH-000477,-0.0361948866557135
ACH-000479,0.0445315512981141
ACH-000480,-0.25327192014621386
ACH-000481,-0.12778713976748346
ACH-000483,-0.25818899664352096
ACH-000484,-0.022013097619449255
ACH-000485,-0.12565493558413002
ACH-000486,-0.19727177560943665
ACH-000487,-0.19062304846618164
ACH-000488,-0.2132843533200502
ACH-000490,-0.28764137978258075
ACH-000491,-0.11577903009200716
ACH-000495,-0.2070741202074153
ACH-000496,-0.24921738606490826
ACH-000499,-0.20818016951078006
ACH-000500,-0.40972461024857054
ACH-000502,-0.3008906791180989
ACH-000503,-0.13885665519265375
ACH-000505,-0.19855289609664006
ACH-000507,-0.10965321425287487
ACH-000510,-0.3723961064861657
ACH-000511,-0.19783310346065328
ACH-000512,-0.13304887691502132
ACH-000516,-0.3213633691987487
ACH-000517,-0.15766870312314674
ACH-000518,-0.304740439904904
ACH-000520,-0.21126950471382824
ACH-000521,-0.11381758188363922
ACH-000522,-0.20214919376114
ACH-000524,-0.2638774107203329
ACH-000527,-0.1619638281298999
ACH-000528,-0.22303118003143046
ACH-000537,-0.19728685751830694
ACH-000541,-0.17358404523043192
ACH-000542,-0.17696181391093715
ACH-000544,-0.3736639165713263
ACH-000545,-0.22736954656773545
ACH-000547,-0.135174368274671
ACH-000548,-0.17734703276924488
ACH-000549,-0.2393008643347833
ACH-000550,-0.1874682327845462
ACH-000552,-0.17379516068990936
ACH-000556,-0.17772488428994354
ACH-000557,-0.2154220547343481
ACH-000569,-0.16311156243547506
ACH-000570,-0.14490386430400382
ACH-000571,-0.2256992225478104
ACH-000573,-0.1287444470424836
ACH-000576,-0.0762324436756334
ACH-000579,-0.2314636453894007
ACH-000580,-0.17203866128206946
ACH-000584,-0.166417428048654
ACH-000585,-0.1340935162397837
ACH-000588,-0.223424477725166
ACH-000589,-0.19668182238510884
ACH-000591,-0.2434448931541719
ACH-000593,-0.2593976165726685
ACH-000600,-0.057917644092329724
ACH-000601,-0.2187509772509374
ACH-000605,-0.28157092061698913
ACH-000606,-0.3494344637220527
ACH-000608,-0.3421752847993969
ACH-000614,-0.13626916926432936
ACH-000616,-0.4196654443051066
ACH-000618,-0.16612277241958276
ACH-000619,-0.15056064117636647
ACH-000620,-0.05079495672179219
ACH-000621,-0.2207117755771552
ACH-000622,-0.1806967218653402
ACH-000623,-0.25011245249097097
ACH-000624,-0.2445487280127597
ACH-000627,-0.10745086741441552
ACH-000630,-0.16322518010138148
ACH-000631,-0.18841743183271134
ACH-000632,-0.21269908424349304
ACH-000633,-0.19988889859483885
ACH-000637,-0.2250236267170768
ACH-000638,-0.2167641675083157
ACH-000646,-0.1254240095581633
ACH-000647,-0.16053089289464725
ACH-000648,-0.1162921076800356
ACH-000649,-0.2946734961695669
ACH-000651,-0.2567191475126743
ACH-000652,-0.29465125762361016
ACH-000653,-0.31838223119782844
ACH-000657,-0.29288509109160665
ACH-000658,-0.31881104180962105
ACH-000661,-0.2447611632207397
ACH-000662,-0.12217222792093775
ACH-000663,-0.3122441860749604
ACH-000665,-0.022037148890700443
ACH-000671,-0.11388943931470287
ACH-000672,-0.1375332413735438
ACH-000673,-0.32650493826835314
ACH-000676,-0.20918189642732946
ACH-000677,-0.2058087519030568
ACH-000681,-0.10465174384043567
ACH-000683,-0.326173372142873
ACH-000684,-0.1927412729573916
ACH-000688,-0.09934238464007718
ACH-000693,-0.251045646789382
ACH-000694,-0.2513423034197526
ACH-000695,-0.5576761004028243
ACH-000696,-0.1687122820495005
ACH-000697,-0.3066999548965055
ACH-000699,-0.204276628948504
ACH-000701,-0.32990094507046264
ACH-000706,-0.17914659110997275
ACH-000711,-0.21177060435114808
ACH-000713,-0.4916704965792777
ACH-000714,-0.2384783268760517
ACH-000718,-0.22279173584813464
ACH-000720,-0.1454883524770158
ACH-000721,-0.2876914889742794
ACH-000724,-0.2965062223512534
ACH-000725,-0.1683422689611531
ACH-000732,-0.2980418476378268
ACH-000734,-0.13959689626218558
ACH-000735,-0.2916197599513167
ACH-000736,-0.14732630521057474
ACH-000738,-0.2601556165218236
ACH-000746,-0.11545880879203314
ACH-000747,-0.06308439285784549
ACH-000748,-0.4491257488986735
ACH-000753,-0.2002056608882158
ACH-000756,-0.08222164851533338
ACH-000757,-0.15086832515622947
ACH-000758,-0.2432337030586222
ACH-000760,-0.13174813700837332
ACH-000762,-0.03033509488498817
ACH-000763,-0.17392089019157767
ACH-000764,-0.19745251658076066
ACH-000765,-0.24034423454316106
ACH-000766,-0.3152641772152458
ACH-000767,-0.31525982494217625
ACH-000768,-0.18912681784682545
ACH-000769,-0.14073525532663028
ACH-000770,-0.2341067756123105
ACH-000771,-0.35184366948348034
ACH-000773,-0.13772247049482125
ACH-000776,-0.2303194539693427
ACH-000777,-0.202570756691222
ACH-000778,-0.2638153493649152
ACH-000781,-0.2768024180000982
ACH-000782,-0.11474374783605512
ACH-000783,-0.20122496219794456
ACH-000784,-0.19465714516488586
ACH-000785,-0.16324919626771234
ACH-000787,-0.10742534560267528
ACH-000788,-0.21327616010251568
ACH-000791,-0.2021185785771913
ACH-000792,-0.19412857007907067
ACH-000794,-0.25932179356880314
ACH-000796,-0.28634476133384673
ACH-000798,-0.19365817887830336
ACH-000799,-0.14739766433997298
ACH-000800,-0.18568470344154986
ACH-000802,-0.41179660241345656
ACH-000804,-0.2621833963129172
ACH-000805,-0.2983665642065088
ACH-000809,-0.2073067346912676
ACH-000810,0.053853547979440204
ACH-000811,-0.3575978933716265
ACH-000817,-0.1739678095445463
ACH-000819,-0.19262562067596767
ACH-000820,-0.17499802989242244
ACH-000821,-0.4814264453114782
ACH-000822,-0.25256404500223684
ACH-000823,-0.18560066035002584
ACH-000824,-0.16078820019923154
ACH-000827,-0.2645261127398997
ACH-000829,-0.26573758985933743
ACH-000831,-0.2355619016322133
ACH-000832,-0.30335887082647034
ACH-000833,-0.0814635129845556
ACH-000834,-0.3444138035604943
ACH-000835,-0.3091392878503973
ACH-000836,-0.3786875415153012
ACH-000837,-0.15643523601141845
ACH-000838,-0.0350704198461911
ACH-000839,-0.36005501424261543
ACH-000840,-0.2871471080861272
ACH-000841,-0.214203235745984
ACH-000843,-0.19989856265375985
ACH-000846,-0.12779507262445125
ACH-000847,-0.37282471331252615
ACH-000848,-0.17397360738773912
ACH-000849,-0.10698486033147482
ACH-000851,-0.2078884844104616
ACH-000855,-0.3658699957524072
ACH-000856,-0.19955955976729825
ACH-000858,-0.2107294684965067
ACH-000859,-0.22617888501108716
ACH-000861,-0.10817590575036824
ACH-000862,-0.1712193121594346
ACH-000865,-0.2506905625853952
ACH-000866,-0.27428648886649915
ACH-000867,-0.19860882949823386
ACH-000869,-0.32314354526750705
ACH-000872,-0.05773107960949536
ACH-000873,-0.2622960030206522
ACH-000876,-0.29040755556040315
ACH-000878,-0.1220764092158362
ACH-000880,-0.3234323857394752
ACH-000881,-0.35964441960024857
ACH-000882,-0.1667293446310225
ACH-000884,-0.21851019242070185
ACH-000885,-0.2320142906944764
ACH-000887,-0.22453938234484905
ACH-000889,-0.4527972905925608
ACH-000896,-0.4163648349168193
ACH-000898,-0.4611171435172252
ACH-000900,-0.4737152326446638
ACH-000901,-0.2161953418922272
ACH-000905,-0.3617903778234052
ACH-000906,-0.2714905640723765
ACH-000907,-0.10120589773838963
ACH-000910,-0.1869313102483122
ACH-000911,-0.28422906359026884
ACH-000912,-0.28064124581172584
ACH-000913,-0.2958549442129053
ACH-000915,-0.2426486887796412
ACH-000916,-0.27492672879139834
ACH-000917,-0.3657381952633787
ACH-000920,-0.33082290110180185
ACH-000921,-0.2207592898302717
ACH-000924,-0.11229595361098448
ACH-000926,-0.1237887598469962
ACH-000928,-0.3101243438049743
ACH-000929,-0.2941266620830009
ACH-000932,-0.1596592494184766
ACH-000935,-0.20812115076986928
ACH-000936,-0.33922711328717875
ACH-000937,-0.2703357697333652
ACH-000938,-0.241254043590046
ACH-000939,-0.1879562892680316
ACH-000941,-0.20580497496391986
ACH-000943,-0.2988912857449792
ACH-000946,-0.2540399101759645
ACH-000947,-0.234123254337604
ACH-000948,-0.3033528031535917
ACH-000950,-0.5015326237587436
ACH-000953,-0.1481428213059335
ACH-000954,-0.5414724255770217
ACH-000957,-0.3069593761334842
ACH-000958,-0.08472210005547247
ACH-000960,-0.23275128214319635
ACH-000963,-0.08452480386742156
ACH-000968,-0.1546561357383193
ACH-000969,-0.02081600410449744
ACH-000972,-0.4172537924647957
ACH-000973,-0.16633526641443508
ACH-000974,-0.10414349263315267
ACH-000978,-0.16284185727211478
ACH-000984,-0.2987925388117742
ACH-000986,-0.16314236740628868
ACH-000988,-0.1987140141976279
ACH-000993,-0.2388801605528902
ACH-000994,-0.17307752965302975
ACH-000996,-0.1277145868567234
ACH-001001,-0.16549022878367134
ACH-001020,-0.07155002281672115
ACH-001028,-0.3177524629399627
ACH-001031,-0.16640155489416916
ACH-001038,-0.3004489820043934
ACH-001048,-0.16772520888079948
ACH-001050,-0.16082700749311815
ACH-001053,-0.1058305927865164
ACH-001054,-0.17077273756339625
ACH-001061,-0.15103653288464985
ACH-001067,-0.28648735582958723
ACH-001075,-0.4164762559801362
ACH-001096,-0.185200161430962
ACH-001111,-0.0628305613891733
ACH-001119,-0.42971333904249537
ACH-001128,-0.02081719367564695
ACH-001134,-0.3168583326986996
ACH-001151,-0.3065567951618518
ACH-001163,-0.34925643492080405
ACH-001164,-0.09951486835857963
ACH-001183,-0.2923150014102509
ACH-001192,-0.3197211477634781
ACH-001193,-0.2299501475656803
ACH-001196,-0.2428774768195844
ACH-001197,-0.1456459503758465
ACH-001205,-0.03712207628240671
ACH-001211,-0.025010316693461054
ACH-001212,-0.23386753991443826
ACH-001228,-0.2969456516844509
ACH-001232,-0.34469740476092664
ACH-001239,-0.23921214370354896
ACH-001270,-0.2827240801754364
ACH-001274,-0.1904666760766945
ACH-001275,-0.23904630232461035
ACH-001277,-0.2774074900765002
ACH-001278,-0.060085549483121864
ACH-001280,-0.06661152478629026
ACH-001283,-0.3301823848233883
ACH-001289,-0.06466390763541931
ACH-001300,-0.213349285465692
ACH-001301,-0.08683012441680107
ACH-001302,-0.08606444083800853
ACH-001306,-0.26912636519957345
ACH-001318,-0.26144681008878234
ACH-001322,-0.29641524369344274
ACH-001328,-0.1405930977918431
ACH-001332,-0.43707222238592297
ACH-001336,-0.3386069683562898
ACH-001346,-0.2638260912113405
ACH-001353,-0.18615153270606355
ACH-001354,-0.03267309529127334
ACH-001367,-0.4445802233561084
ACH-001368,-0.2949858318540222
ACH-001374,-0.13295606483553046
ACH-001377,-0.21180689439072012
ACH-001380,-0.2159179610036007
ACH-001391,-0.1926255235578916
ACH-001408,-0.3207560359335017
ACH-001430,-0.31826298934172786
ACH-001431,-0.31094087322006
ACH-001450,-0.10342310675755786
ACH-001496,-0.23291371041187994
ACH-001500,-0.23045699155311256
ACH-001523,-0.2575191712684878
ACH-001532,-0.13841076928919727
ACH-001550,-0.19652439071839453
ACH-001552,-0.3331131631930189
ACH-001554,-0.2447057892582414
ACH-001654,-0.2853411846341315
ACH-001735,-0.2783496288567546
ACH-001736,-0.2722922780200379
ACH-001737,-0.0005556914634923297
ACH-001740,-0.1472404706647473
ACH-001745,-0.1048474109080074
ACH-001765,-0.17701815101786753
