,DIS3L (115752)
ACH-000316,-0.07007021784532168
ACH-000317,-0.07507064865576234
ACH-000318,-0.32001693927227665
ACH-000319,-0.29215455471758794
ACH-000320,-0.03192234120748918
ACH-000322,0.0035012585705553405
ACH-000323,-0.03678234553962375
ACH-000324,-0.2841105136860094
ACH-000329,-0.16489817037292867
ACH-000330,-0.18427554062754434
ACH-000331,-0.2351510858213324
ACH-000332,-0.21601791114963967
ACH-000334,-0.17806234033417526
ACH-000335,-0.1603490623299838
ACH-000336,0.09021964334705747
ACH-000337,-0.22147857827142306
ACH-000338,-0.2965090150640616
ACH-000339,-0.0535750421937664
ACH-000341,-0.0750879680244737
ACH-000348,-0.1834354946785794
ACH-000350,-0.2944325050069201
ACH-000352,-0.38352396142265865
ACH-000356,-0.3619553337823975
ACH-000361,-0.4703368917851856
ACH-000362,-0.31060095650868763
ACH-000363,-0.1731890091363694
ACH-000364,-0.246986629842383
ACH-000365,-0.775499141151672
ACH-000366,-0.16158059978504938
ACH-000368,-0.21902271972154785
ACH-000374,-0.2187305159039993
ACH-000375,-0.2551490024304968
ACH-000376,-0.32782771116591464
ACH-000381,-0.3561385622441267
ACH-000383,-0.2836691253488847
ACH-000387,-0.3640613567837007
ACH-000389,-0.1508682773025395
ACH-000390,-0.2538552937016294
ACH-000393,-0.20443513200142094
ACH-000395,-0.20323360057834425
ACH-000396,-0.017489035154859604
ACH-000397,-0.056975729454347514
ACH-000401,-0.3414456374416225
ACH-000402,-0.13321365045227573
ACH-000403,-0.2521773363829675
ACH-000404,-0.03006952223214737
ACH-000406,-0.18049427762596704
ACH-000407,-0.2708689914146645
ACH-000408,-0.4364827645974944
ACH-000410,-0.25925882356794355
ACH-000411,-0.21137235220531067
ACH-000414,-0.19490762997316946
ACH-000415,-0.2990446948934181
ACH-000416,-0.23055269710236465
ACH-000420,-0.2519488687650419
ACH-000421,-0.25951187807354803
ACH-000424,-0.19549138334319624
ACH-000425,-0.2581409761857078
ACH-000426,-0.09222298095319062
ACH-000427,-0.39029611918282575
ACH-000433,-0.281689770424517
ACH-000435,-0.3333871101503259
ACH-000436,-0.2236807299672812
ACH-000444,-0.2021543832364716
ACH-000445,-0.2314949699148427
ACH-000448,-0.18289623970631025
ACH-000450,-0.13883647863526313
ACH-000452,-0.40134017868226257
ACH-000454,-0.20515411686146887
ACH-000458,-0.06607398331426739
ACH-000459,-0.0627755844839125
ACH-000460,-0.1512988605925326
ACH-000461,-0.34305467330563416
ACH-000463,-0.21528591842542968
ACH-000464,-0.44692713395325495
ACH-000466,-0.0853454170269134
ACH-000467,-0.1544501524696761
ACH-000468,-0.15972958089016787
ACH-000469,-0.19399794083540534
ACH-000470,-0.3046795097914506
ACH-000471,-0.14210795286507313
ACH-000472,-0.23405199800588436
ACH-000473,-0.029301820988387583
ACH-000475,-0.15814221588538416
ACH-000476,-0.18135251711336384
ACH-000477,-0.20566217249429009
ACH-000479,-0.023800122856114884
ACH-000480,-0.2427339452223709
ACH-000481,-0.31250068302154
ACH-000483,-0.3483077389700585
ACH-000484,-0.2239073888907384
ACH-000485,-0.21571216247783173
ACH-000486,-0.3814582994997303
ACH-000487,-0.04679811095038091
ACH-000488,-0.10293686729742887
ACH-000490,-0.18579021968039527
ACH-000491,-0.2699102316857597
ACH-000495,-0.24335546058513136
ACH-000496,-0.3275685703598004
ACH-000499,-0.3213941540424149
ACH-000500,-0.6836837049785857
ACH-000502,-0.1600710870535784
ACH-000503,-0.04411671494514323
ACH-000505,-0.2359744680999021
ACH-000507,-0.17737788402766216
ACH-000510,-0.13535870360507582
ACH-000511,-0.16583158729226025
ACH-000512,0.002654263617882341
ACH-000516,-0.2011559221704104
ACH-000517,-0.2434438064230101
ACH-000518,-0.2677059037152895
ACH-000520,-0.2877993871879231
ACH-000521,-0.13095011251129732
ACH-000522,-0.30624580538808394
ACH-000524,-0.17195700888076582
ACH-000527,-0.2417004735596905
ACH-000528,-0.1800874621317444
ACH-000537,-0.4089697095763414
ACH-000541,-0.3062139508527362
ACH-000542,-0.2637732216991676
ACH-000544,-0.2127914550860878
ACH-000545,-0.3070292678902325
ACH-000547,-0.6191053501879971
ACH-000548,-0.2480067231191819
ACH-000549,-0.22389118839728508
ACH-000550,-0.1725150498654419
ACH-000552,-0.1320556090171556
ACH-000556,-0.1101512342392894
ACH-000557,-0.12790102324923522
ACH-000569,-0.023583558873582256
ACH-000570,-0.3029806531791991
ACH-000571,-0.2680488916946919
ACH-000573,-0.1842346904224294
ACH-000576,-0.14965922028296766
ACH-000579,-0.32819845325561475
ACH-000580,-0.10894402686135844
ACH-000584,-0.17648496018155935
ACH-000585,-0.28415371152208985
ACH-000588,-0.06816494116050711
ACH-000589,-0.154088889283456
ACH-000591,-0.3310835666311996
ACH-000593,-0.1872096921505724
ACH-000600,-0.11182870175309416
ACH-000601,-0.1225409922482941
ACH-000605,-0.21525804857630207
ACH-000606,-0.3681841560664077
ACH-000608,-0.3051993340465423
ACH-000614,-0.2689866977494648
ACH-000616,-0.06861461329477042
ACH-000618,-0.13970005776657735
ACH-000619,-0.3671247856707409
ACH-000620,-0.2916743839299187
ACH-000621,-0.17508518666048334
ACH-000622,-0.19300211454717875
ACH-000623,-0.1324271601597559
ACH-000624,-0.2054125364403896
ACH-000627,-0.13671049987128475
ACH-000630,-0.1422175732378299
ACH-000631,-0.2698164767038637
ACH-000632,-0.34464693631457216
ACH-000633,-0.18949310640003664
ACH-000637,-0.0056649045911153365
ACH-000638,-0.22068396969893347
ACH-000646,-0.34565907599886986
ACH-000647,-0.2234741548719276
ACH-000648,-0.21431954464423825
ACH-000649,-0.3274304891261283
ACH-000651,-0.19925922419152686
ACH-000652,-0.22326346809543046
ACH-000653,-0.06501402774330793
ACH-000657,-0.1330231256799488
ACH-000658,-0.09016800836108924
ACH-000661,-0.18406382128124132
ACH-000662,-0.09895363073795924
ACH-000663,-0.17686106064306498
ACH-000665,-0.2750539295775827
ACH-000671,-0.3335138878274557
ACH-000672,-0.15229596688901464
ACH-000673,-0.18162868430840295
ACH-000676,-0.3321907334747634
ACH-000677,-0.1924770852079773
ACH-000681,-0.2434247640330669
ACH-000683,-0.2137847365744181
ACH-000684,-0.14454203633367502
ACH-000688,-0.11206761524196476
ACH-000693,-0.19181433019833516
ACH-000694,-0.2573915508796337
ACH-000695,-0.03712408588892365
ACH-000696,-0.1723215654635296
ACH-000697,-0.07984953637273877
ACH-000699,-0.2393563227257555
ACH-000701,-0.24138405463552454
ACH-000706,-0.18109243841367792
ACH-000711,-0.28699581920116435
ACH-000713,-0.12745089643388202
ACH-000714,-0.08903791759607789
ACH-000718,-0.18688120946349435
ACH-000720,-0.20383967323978155
ACH-000721,-0.3039215210246469
ACH-000724,-0.13407473039661313
ACH-000725,-0.3712885528146717
ACH-000732,-0.3744374783094478
ACH-000734,-0.2086171116459308
ACH-000735,-0.28409459978288404
ACH-000736,-0.3222267974510376
ACH-000738,-0.2741411771974125
ACH-000746,-0.22320452025876275
ACH-000747,-0.2320647086551857
ACH-000748,-0.3102185598781052
ACH-000753,-0.24888518250381925
ACH-000756,-0.21930622398649016
ACH-000757,-0.4774758887981773
ACH-000758,-0.10170462106108856
ACH-000760,-0.32865770072725803
ACH-000762,-0.06823701899151867
ACH-000763,-0.332480691146923
ACH-000764,-0.16819750455303878
ACH-000765,-0.12665188981179978
ACH-000766,-0.0983758078003588
ACH-000767,-0.20369838089152945
ACH-000768,-0.09852727948108317
ACH-000769,-0.131399818561099
ACH-000770,-0.10204145290041038
ACH-000771,-0.30890971283592994
ACH-000773,-0.19414541453496276
ACH-000776,-0.09669102204772337
ACH-000777,-0.2312416983099673
ACH-000778,-0.1891269527927382
ACH-000781,-0.2384618582744655
ACH-000782,-0.21853804755006487
ACH-000783,-0.18805517642799088
ACH-000784,-0.2973897024480548
ACH-000785,-0.2379252287541285
ACH-000787,-0.2053198857995633
ACH-000788,-0.21359806267552134
ACH-000791,-0.19383568947344712
ACH-000792,-0.053308868687818985
ACH-000794,-0.360292562858008
ACH-000796,-0.22528512436701734
ACH-000798,-0.1763881572993436
ACH-000799,-0.387898891636243
ACH-000800,-0.10232746738293973
ACH-000802,-0.2908077294855974
ACH-000804,-0.17273810319925625
ACH-000805,-0.7711279472562562
ACH-000809,-0.2961217825845258
ACH-000810,-0.3299105469711605
ACH-000811,-0.312836364673703
ACH-000817,-0.18158329121376385
ACH-000819,-0.2330218823303637
ACH-000820,-0.16896811891315175
ACH-000821,0.11653126765151435
ACH-000822,-0.2286720771758307
ACH-000823,-0.1942840573453561
ACH-000824,-0.19461518401542774
ACH-000827,-0.2982868718643428
ACH-000829,-0.19651428010583089
ACH-000831,-0.19352988256780154
ACH-000832,-0.4950685298139973
ACH-000833,-0.16307210705366065
ACH-000834,-0.2512461921249743
ACH-000835,-0.24324092143711595
ACH-000836,-0.2024251064811211
ACH-000837,-0.2413878467144626
ACH-000838,-0.26270733041625843
ACH-000839,-0.35152774773822737
ACH-000840,-0.13080100095509986
ACH-000841,-0.1670969788263956
ACH-000843,-0.1403020036816625
ACH-000846,-0.1760821663202051
ACH-000847,-0.2081950229333504
ACH-000848,-0.5240200096791068
ACH-000849,-0.17734227434716693
ACH-000851,-0.23298667808380266
ACH-000855,-0.17849941101285527
ACH-000856,-0.2427783453969917
ACH-000858,-0.14762003924230271
ACH-000859,-0.13852475914797713
ACH-000861,-0.278483771386176
ACH-000862,-0.23949468570706076
ACH-000865,-0.2870573463881894
ACH-000866,-0.2323185864826321
ACH-000867,-0.2078430032182518
ACH-000869,-0.2805854207030462
ACH-000872,-0.2801215371519901
ACH-000873,-0.3066497721911856
ACH-000876,-0.17011559806595286
ACH-000878,-0.16187602317401195
ACH-000880,-0.24503612952726905
ACH-000881,-0.16264960029917458
ACH-000882,-0.19101679263022714
ACH-000884,-0.2739476151115354
ACH-000885,-0.3667809901783351
ACH-000887,-0.2710748247977041
ACH-000889,-0.12005739758883215
ACH-000896,-0.2086093353488178
ACH-000898,-0.2721065578619327
ACH-000900,-0.2289646318663917
ACH-000901,-0.19614267110400693
ACH-000905,-0.18177889963657284
ACH-000906,-0.19550503229993324
ACH-000907,-0.2033289537317504
ACH-000910,-0.3643916203405477
ACH-000911,-0.17938241542331188
ACH-000912,-0.34831573959056644
ACH-000913,-0.2001260590078477
ACH-000915,-0.20766304039334108
ACH-000916,-0.23459611332040184
ACH-000917,-0.11731105989500333
ACH-000920,-0.3733983118754967
ACH-000921,-0.2534482296990433
ACH-000924,-0.15052962265737488
ACH-000926,-0.33954931603169114
ACH-000928,-0.10531355519931647
ACH-000929,-0.19826429222658415
ACH-000932,-0.4102605041855822
ACH-000935,-0.26228173162796464
ACH-000936,-0.12577580000623506
ACH-000937,-0.3139277585614463
ACH-000938,-0.239057491686584
ACH-000939,-0.2276536997467763
ACH-000941,-0.2323848813019329
ACH-000943,-0.2034611380468576
ACH-000946,-0.27835539566447937
ACH-000947,-0.2888571201900419
ACH-000948,-0.4173148622400921
ACH-000950,-0.3880995825432253
ACH-000953,-0.199019010778552
ACH-000954,-0.2913248423390854
ACH-000957,-0.3054338643258879
ACH-000958,-0.3647297178610536
ACH-000960,-0.3889451775160154
ACH-000963,-0.4232663586061628
ACH-000968,-0.2670231310909788
ACH-000969,-0.23586036661797166
ACH-000972,-0.3202045127276394
ACH-000973,-0.29927555720720866
ACH-000974,-0.2244966154136836
ACH-000978,-0.27077518860471445
ACH-000984,-0.4023185054945157
ACH-000986,-0.3084338223381786
ACH-000988,-0.41058121190636826
ACH-000993,-0.31375351274507324
ACH-000994,-0.348954975060517
ACH-000996,-0.1594502021152663
ACH-001001,-0.1762562598949508
ACH-001020,-0.5903126103045765
ACH-001028,-0.3283440264708117
ACH-001031,-0.20658090835650325
ACH-001038,-0.21002962931306848
ACH-001048,-0.06290735648191034
ACH-001050,-0.2960795832484406
ACH-001053,-0.12856284187283826
ACH-001054,-0.05961205154288585
ACH-001061,-0.3511332062127961
ACH-001067,-0.11160715996874156
ACH-001075,-0.10736033685649413
ACH-001096,-0.12095823482548584
ACH-001111,-0.20833805500663827
ACH-001119,-0.412432012126069
ACH-001128,0.20238187058898985
ACH-001134,-0.12917690429014916
ACH-001151,-0.2655956698454089
ACH-001163,-0.3937532082566453
ACH-001164,-0.1628173593105186
ACH-001183,-0.18903172594877252
ACH-001192,-0.4451675533775421
ACH-001193,-0.08569046998905475
ACH-001196,-0.12165667518006892
ACH-001197,-0.210305585815016
ACH-001205,-0.12688774277859094
ACH-001211,-0.2442937497173524
ACH-001212,0.01697437760243153
ACH-001228,-0.24402284626727924
ACH-001232,-0.17427090867981354
ACH-001239,-0.32275264070274234
ACH-001270,-0.09234763854436602
ACH-001274,-0.30043867571336386
ACH-001275,-0.17317792105686733
ACH-001277,-0.20691289964938325
ACH-001278,-0.15723923398045572
ACH-001280,-0.2458207112772472
ACH-001283,-0.27848710309247426
ACH-001289,-0.17346789101926768
ACH-001300,-0.34143565146436944
ACH-001301,0.02874333911623196
ACH-001302,-0.1732763470324295
ACH-001306,-0.187494413831758
ACH-001318,-0.04150910096065023
ACH-001322,-0.4818189802711609
ACH-001328,-0.29284587491058983
ACH-001332,-0.2584843905471242
ACH-001336,-0.1821914085261252
ACH-001346,-0.45939589523392
ACH-001353,-0.22148930201648426
ACH-001354,-0.4497051464623325
ACH-001367,-0.5727497470152682
ACH-001368,-0.1945901138277741
ACH-001374,-0.2161064669917083
ACH-001377,-0.22829156342974966
ACH-001380,-0.3618065126362707
ACH-001391,-0.3042929749896212
ACH-001408,-0.2307437292583081
ACH-001430,-0.057084723647921665
ACH-001431,-0.38838633917959003
ACH-001450,-0.9305195566041876
ACH-001496,-0.1434199043402506
ACH-001500,-0.1820558037156869
ACH-001523,-0.10961486308274228
ACH-001532,-0.1522402077335392
ACH-001550,-0.18524627310466565
ACH-001552,-0.2387451866246912
ACH-001554,-0.4027137342242138
ACH-001654,-0.5388374709933119
ACH-001735,-0.1747503054737147
ACH-001736,-0.20187317970109764
ACH-001737,0.2227775444292572
ACH-001740,-0.048633501252261735
ACH-001745,-0.16042402527514216
ACH-001765,-0.3632698090702831
