,MYBBP1A (10514)
ACH-000427,-0.5555978522974525
ACH-000433,-0.7393789369780845
ACH-000435,-0.3120294229824234
ACH-000436,-0.4626926872245294
ACH-000444,-0.7876304554380248
ACH-000445,-0.5850767146007081
ACH-000448,-0.6860673589198779
ACH-000450,-0.7884919889841302
ACH-000452,-0.6862693401208717
ACH-000454,-0.8230204712778479
ACH-000458,-0.6858030091110222
ACH-000459,-0.9008850003632054
ACH-000460,-0.6959060817914412
ACH-000461,-0.22413677538612764
ACH-000463,-0.5868103605942471
ACH-000464,-0.3696018442822212
ACH-000466,-0.7075379135944913
ACH-000467,-0.7795260915626252
ACH-000468,-0.5612331454680664
ACH-000469,-0.4863761536935481
ACH-000470,-0.7744043019413381
ACH-000471,-0.7536658039205849
ACH-000472,-0.4936348009661679
ACH-000473,-0.9468088369473572
ACH-000475,-0.6792462256985953
ACH-000476,-0.7044012526818563
ACH-000477,-0.6069795446741543
ACH-000479,-0.4735720931209174
ACH-000480,-0.6147161267528665
ACH-000481,-0.48481997660484
ACH-000483,-0.7575601936221366
ACH-000484,-0.4179903865416683
ACH-000485,-0.5051692973002969
ACH-000486,-0.648716177781962
ACH-000487,-0.6084446296202525
ACH-000488,-0.6642603545813924
ACH-000490,-0.8160305706559415
ACH-000491,-0.2715918829354207
ACH-000495,-0.6746187894906257
ACH-000496,-0.4862644302578164
ACH-000499,-0.6634087987661291
ACH-000500,-0.9653620705578806
ACH-000502,-0.8045354953624164
ACH-000503,-0.6948511773590945
ACH-000505,-0.7434264814234353
ACH-000507,-0.6467417687860065
ACH-000510,-0.9726451833298008
ACH-000511,-0.6745725760887671
ACH-000512,-0.3074104452448724
ACH-000516,-0.4922435370902467
ACH-000517,-0.5322317699302735
ACH-000518,-1.04233998093346
ACH-000520,-0.4129252992488309
ACH-000521,-0.4910476063203313
ACH-000522,-0.3304375328677989
ACH-000524,-0.4247773116974026
ACH-000527,-0.8322848437653207
ACH-000528,-0.7721619959738348
ACH-000537,-0.8207675998026621
ACH-000541,-0.17204054415806408
ACH-000542,-0.5900544197168271
ACH-000544,-0.6387861855134466
ACH-000545,-0.6503086448555501
ACH-000547,-0.8331363147240911
ACH-000548,-0.6173769357914906
ACH-000549,-0.7416857225730049
ACH-000550,-0.8788866372024516
ACH-000552,-0.7513017047159184
ACH-000556,-0.5081014929413727
ACH-000557,-0.5768404717281275
ACH-000569,-0.3678956070071949
ACH-000570,-0.6224619280895631
ACH-000571,-0.4510958303935005
ACH-000573,-0.6551824431252283
ACH-000576,-0.7491715675168504
ACH-000579,-0.4441323260524615
ACH-000580,-0.6987045236173303
ACH-000584,-0.6883586668398591
ACH-000585,-0.5914349681327846
ACH-000588,-0.8797998174386639
ACH-000589,-0.6224661904965482
ACH-000591,-0.7650176679893009
ACH-000593,-0.7672529752907148
ACH-000600,-0.7213256600779603
ACH-000601,-0.549785306674755
ACH-000605,-0.7169509058323247
ACH-000606,-0.7257345308631061
ACH-000608,-0.4097665520662606
ACH-000614,-0.6991684639397437
ACH-000616,-0.531378222460678
ACH-000618,-0.7564398970484195
ACH-000619,-0.495574574877813
ACH-000620,-0.9499222026934404
ACH-000621,-0.4779498654085304
ACH-000622,-0.6188370106058165
ACH-000623,-0.4768181464446471
ACH-000624,-0.6734159316665469
ACH-000627,-0.8560417186337727
ACH-000630,-0.7173611900500585
ACH-000631,-0.4769757924038462
ACH-000632,-0.6516894063112301
ACH-000633,-0.5901421575292253
ACH-000637,-0.8038685705833261
ACH-000638,-0.5059753325975941
ACH-000646,-0.4059830979666926
ACH-000647,-0.7201554937656661
ACH-000648,-0.9196475775526504
ACH-000649,-0.7729229485269994
ACH-000651,-0.8403793580383916
ACH-000652,-0.9811772913139408
ACH-000653,-0.4453016153523624
ACH-000657,-0.6399685819508142
ACH-000658,-0.7648343165238454
ACH-000661,-0.5623743816294152
ACH-000662,-0.3302891320532359
ACH-000663,-0.7839528486977537
ACH-000665,-0.5086116125032321
ACH-000671,-0.7021854429660267
ACH-000672,-0.8032552881830599
ACH-000673,-0.523546445245872
ACH-000676,-0.4351999035523172
ACH-000677,-0.5139554045596588
ACH-000681,-0.490622180773117
ACH-000683,-0.7526055157995131
ACH-000684,-0.7514549446719324
ACH-000688,-0.31852303707846985
ACH-000693,-0.6983108092426236
ACH-000694,-0.6258507472920432
ACH-000695,-0.9397227460094684
ACH-000696,-0.4702160811910647
ACH-000697,-0.7001096014517634
ACH-000699,-0.3868881100867712
ACH-000701,-1.0084412431769507
ACH-000706,-0.6001120883804383
ACH-000711,-0.5284718589431493
ACH-000713,-0.8082858750998433
ACH-000714,-0.6378034738357125
ACH-000718,-0.4559700985313751
ACH-000720,-0.6409504645482459
ACH-000721,-0.6181494792816338
ACH-000724,-0.8525223555664002
ACH-000725,-0.14921199912534944
ACH-000732,-0.777733744892223
ACH-000734,-0.5522886778758118
ACH-000735,-0.687245581456763
ACH-000736,-0.6527557135933604
ACH-000738,-0.6812959048981261
ACH-000746,-0.5349559345007853
ACH-000747,-0.5801244716764743
ACH-000748,-0.7679117195029505
ACH-000753,-1.0989812262585208
ACH-000756,-0.4917130123293249
ACH-000757,-0.6011736192621492
ACH-000758,-0.8065172987274128
ACH-000760,-0.6850496250455493
ACH-000762,-0.7114509333377491
ACH-000763,-0.23410155703707095
ACH-000764,-0.6434329184203471
ACH-000765,-0.5898494303787023
ACH-000766,-0.5152341818996182
ACH-000767,-0.6705375471503744
ACH-000768,-0.6473489995421039
ACH-000769,-0.5658047134220396
ACH-000770,-0.6552450741979958
ACH-000771,-0.8375400966785435
ACH-000773,-0.686174980469712
ACH-000776,-0.7073611120207456
ACH-000777,-0.8240904496016614
ACH-000778,-0.5977456633240866
ACH-000781,-0.8622159250389805
ACH-000782,-0.5842255188946741
ACH-000783,-0.3763097917226844
ACH-000784,-0.5585535910860095
ACH-000785,-0.4111925572781853
ACH-000787,-0.5905050172535664
ACH-000788,-0.464640555306577
ACH-000791,-0.7811234200480841
ACH-000792,-0.8360442915332629
ACH-000794,-0.6414832828240211
ACH-000796,-0.6614283576379525
ACH-000798,-0.905002175110918
ACH-000799,-0.5854006075502379
ACH-000800,-0.7635292938417794
ACH-000802,-0.6978602492016374
ACH-000804,-0.8799408607945507
ACH-000805,-0.5910014879614032
ACH-000809,-0.3635185450888325
ACH-000810,-0.7531925710666851
ACH-000811,-0.8222157278287352
ACH-000817,-0.7920488343800236
ACH-000819,-0.6868988624878432
ACH-000820,-0.6777487367201999
ACH-000821,-0.556313027377672
ACH-000822,-0.35023087402209485
ACH-000823,-0.6741135041465008
ACH-000824,-0.6060463567269373
ACH-000827,-0.6493026067971102
ACH-000829,-0.5501573241153764
ACH-000831,-0.4781163515816594
ACH-000832,-0.8261498583126784
ACH-000833,-0.8378535747006094
ACH-000834,-0.7447471704260809
ACH-000835,-0.6299419415181398
ACH-000836,-0.6169933407993708
ACH-000837,-0.8873664865956286
ACH-000838,-0.5062602869584459
ACH-000839,-0.6822260739872777
ACH-000840,-0.6928744570315816
ACH-000841,-0.440849680613878
ACH-000843,-0.6149570415745743
ACH-000846,-0.7016345831676569
ACH-000847,-0.771980030266962
ACH-000848,-0.7982091157108455
ACH-000849,-0.5794651248546486
ACH-000851,-0.5411031723057528
ACH-000855,-0.8801452925424446
ACH-000856,-0.562026838643534
ACH-000858,-1.0678124548555643
ACH-000859,-0.6938097144399107
ACH-000861,-0.6593123070736568
ACH-000862,-0.8228378309893079
ACH-000865,-0.7971957108341414
ACH-000866,-0.6743632425260372
ACH-000867,-0.5741199102939463
ACH-000869,-0.6209310292201972
ACH-000872,-0.8142387179981674
ACH-000873,-0.4286989252526342
ACH-000876,-0.4417656974744569
ACH-000878,-0.9099075226491488
ACH-000880,-0.6463127032480168
ACH-000881,-0.5528564993476484
ACH-000882,-0.818011387274479
ACH-000884,-0.5369659320709734
ACH-000885,-0.4211751738168841
ACH-000887,-0.8072584515087006
ACH-000889,-0.6549856438685778
ACH-000896,-0.5871297933926389
ACH-000898,-0.6729701544407061
ACH-000900,-0.5443795892133918
ACH-000901,-0.6656760981221839
ACH-000905,-0.5925171010502094
ACH-000906,-0.6547622506645174
ACH-000907,-0.6145895645435127
ACH-000910,-0.6907201034397615
ACH-000911,-0.7468558627845109
ACH-000912,-0.8867673356350126
ACH-000913,-0.6239500394308477
ACH-000915,-0.7001521728210325
ACH-000916,-0.6979412194949219
ACH-000917,-0.7552801196925891
ACH-000920,-0.9771793544017848
ACH-000921,-0.7898774554301661
ACH-000924,-0.8192735183549353
ACH-000926,-0.4943889158912994
ACH-000928,-0.6284514478364742
ACH-000929,-0.4684383685959274
ACH-000932,-0.4753729928945745
ACH-000935,-0.5768044037619969
ACH-000936,-0.4794376848305714
ACH-000937,-0.4765063524430933
ACH-000938,-0.5969240432579443
ACH-000939,-0.7703815735983657
ACH-000941,-0.7328899565846622
ACH-000943,-0.8713548970227424
ACH-000946,-0.6917453489062357
ACH-000947,-0.7682263344109246
ACH-000948,-0.7628193839454768
ACH-000950,-0.8929987950163171
ACH-000953,-0.4441912709134907
ACH-000954,-0.5940271308763783
ACH-000957,-0.6938057973464893
ACH-000958,-0.6775797922837845
ACH-000960,-0.5721022562508771
ACH-000963,-0.6952820263817111
ACH-000968,-0.8745657246450124
ACH-000969,-0.5907305537538745
ACH-000972,-0.3485108142554689
ACH-000973,-0.5362321340496983
ACH-000974,-0.5605746227176563
ACH-000978,-0.9305461299896338
ACH-000984,-0.5030616135293584
ACH-000986,-0.6464446579256802
ACH-000988,-1.0466556885489124
ACH-000993,-0.5155746677139242
ACH-000994,-0.790932625493851
ACH-000996,-0.6175276058070824
ACH-001001,-0.6101214927135088
ACH-001020,-0.7452913279725532
ACH-001028,-0.6272845433604406
ACH-001031,-0.6437498861243537
ACH-001038,-0.5989144183389538
ACH-001048,-0.6917253340278516
ACH-001050,-0.6315417381247421
ACH-001053,-0.7219864034226
ACH-001054,-0.7981427514874397
ACH-001061,-0.720598793586141
ACH-001067,-0.3214159406549509
ACH-001075,-0.5731609678926741
ACH-001096,-0.7653868830999474
ACH-001111,-0.4929624200303491
ACH-001119,-0.44826442552410206
ACH-001128,-0.9138418809786796
ACH-001134,-0.6005602689041266
ACH-001151,-0.7695015616201442
ACH-001163,-0.6363915432448974
ACH-001164,-0.2948175538266391
ACH-001183,-0.8154721032614112
ACH-001192,-0.484955427215996
ACH-001193,-0.7838334255800826
ACH-001196,-0.7531151382590178
ACH-001197,-0.5606906809347806
ACH-001205,-0.4676829011182085
ACH-001211,-0.7608189615396425
ACH-001212,-0.6022301925799701
ACH-001228,-0.8137023752598626
ACH-001232,-0.679517806952309
ACH-001239,-0.5531226741935305
ACH-001270,-0.5128514521820379
ACH-001274,-0.7321000525130896
ACH-001275,-0.6536020393842595
ACH-001277,-0.7126186008596136
ACH-001278,-0.6921570243529022
ACH-001280,-0.5539461843202796
ACH-001283,-0.6618144806717745
ACH-001289,-0.7611986027376247
ACH-001300,-0.6048175019143641
ACH-001301,-0.7201035664300546
ACH-001302,-0.8277243355976421
ACH-001306,-0.5590671424598004
ACH-001318,-0.825756954303865
ACH-001322,-0.5009680158927763
ACH-001328,-0.7319140662633209
ACH-001332,-0.5508314040425639
ACH-001336,-0.7487515016718127
ACH-001346,-0.7725544755710849
ACH-001353,-0.7140502800368924
ACH-001354,-0.8956550650192635
ACH-001367,-0.4768509264540251
ACH-001368,-0.649772001169297
ACH-001374,-0.3334410827647196
ACH-001377,-0.6792925445266993
ACH-001380,-0.6721052524188332
ACH-001391,-0.5243798519191276
ACH-001408,-0.9903486660560428
ACH-001430,-0.2915541605313597
ACH-001431,-0.6940132393131908
ACH-001450,-0.4815737915757467
ACH-001496,-0.7603964282465435
ACH-001500,-0.4433219152928651
ACH-001523,-0.8209346789554879
ACH-001532,-0.6056305134145804
ACH-001550,-0.6773695078528489
ACH-001552,-0.6842415110814472
ACH-001554,-0.7038245695441516
ACH-001654,-0.5007232632500204
ACH-001735,-0.5045830293353925
ACH-001736,-0.36945392878555533
ACH-001737,-0.3790668949788081
ACH-001740,-0.6857526254669121
ACH-001745,-0.2395620601306604
ACH-001765,-0.677419970264361
