,NDUFA4L2 (56901)
ACH-000153,-0.020997887185983468
ACH-000159,-0.19044276409317215
ACH-000160,-0.3514126302917588
ACH-000163,-0.10957078769505768
ACH-000167,-0.11136686832695472
ACH-000168,-0.2351575774508684
ACH-000169,-0.16524422984464066
ACH-000178,-0.14021424021200798
ACH-000183,-0.09856188915680984
ACH-000188,-0.0778914017608994
ACH-000189,-0.3736594964602885
ACH-000190,-0.1792790361732204
ACH-000198,-0.17765283874971186
ACH-000203,0.052278999422849234
ACH-000204,-0.08790764217337488
ACH-000206,-0.1620990754697629
ACH-000207,0.002387807363217176
ACH-000208,-0.11645842827284228
ACH-000210,-0.2862419876548009
ACH-000211,-0.13320662101949482
ACH-000215,-0.3406406624826461
ACH-000221,-0.15187498012513204
ACH-000222,-0.07401837281601407
ACH-000223,-0.17475150296075226
ACH-000226,-0.18997410346036794
ACH-000227,-0.260272520158308
ACH-000228,-0.1884333242864074
ACH-000231,-0.25991521636421433
ACH-000232,-0.2444956816526881
ACH-000233,-0.2404608145688121
ACH-000234,-0.2943269920466838
ACH-000235,-0.213549750546496
ACH-000237,-0.13306102663445868
ACH-000238,-0.125964479327658
ACH-000242,0.04846017591264427
ACH-000243,-0.1599549889043962
ACH-000244,-0.0143293285974744
ACH-000246,-0.1554106651947972
ACH-000248,-0.3605431749242623
ACH-000250,-0.20272685197916146
ACH-000251,-0.11413024304449508
ACH-000252,-0.06386235640855377
ACH-000253,-0.09471360045897437
ACH-000255,-0.17819967920982788
ACH-000256,-0.02428438488400078
ACH-000257,-0.08180247195608467
ACH-000258,-0.0761873554932051
ACH-000259,-0.16739737492323353
ACH-000260,-0.20632022478193415
ACH-000261,-0.17465176989255213
ACH-000262,-0.1871721547763298
ACH-000263,-0.10384649333375584
ACH-000264,-0.21493469219767528
ACH-000265,-0.155414603698165
ACH-000266,-0.1438650756361203
ACH-000272,-0.07694759144837471
ACH-000274,-0.20604607477526832
ACH-000277,-0.1748245188822386
ACH-000278,-0.2493764694549061
ACH-000279,-0.16485050832572187
ACH-000280,-0.17752604095475444
ACH-000281,-0.12551739256529254
ACH-000288,-0.3196995210199082
ACH-000291,-0.2007422076513508
ACH-000293,-0.19569105683555812
ACH-000294,-0.1524631654164418
ACH-000295,-0.3778241058798527
ACH-000296,-0.19113068476877196
ACH-000302,-0.23140871030922594
ACH-000304,-0.2953692785005404
ACH-000307,-0.23164974203661945
ACH-000308,-0.21986800884147825
ACH-000310,-0.2052501644220602
ACH-000311,-0.22937011595883006
ACH-000312,-0.24875745906117
ACH-000315,0.10866170438271808
ACH-000316,-0.27218996132659257
ACH-000317,-0.2611537162841621
ACH-000318,-0.28446485049024905
ACH-000319,-0.3610176684041536
ACH-000320,-0.22736897930682765
ACH-000322,-0.20060869450291707
ACH-000323,-0.2988105455966672
ACH-000324,-0.2259957817939541
ACH-000329,-0.16379247709060776
ACH-000330,-0.08821495439697873
ACH-000331,-0.23040444204577865
ACH-000332,-0.13143321913501474
ACH-000334,-0.2153926575448743
ACH-000335,-0.3721119905910549
ACH-000336,-0.09455926686414597
ACH-000337,-0.2593504851172304
ACH-000338,0.008201478451031823
ACH-000339,-0.20771527188385566
ACH-000341,-0.278418248577169
ACH-000348,-0.2277113318514475
ACH-000350,-0.2651584060914409
ACH-000352,-0.18218833566723053
ACH-000356,-0.37805884017142377
ACH-000361,-0.3726504339555433
ACH-000362,-0.21155080954623365
ACH-000363,-0.28063341553026383
ACH-000364,-0.24072652156511684
ACH-000365,-0.3141756965741421
ACH-000366,-0.21682638225387368
ACH-000368,-0.3167619956121072
ACH-000374,-0.16108398784525574
ACH-000375,-0.26228359405489354
ACH-000376,-0.11591569731015043
ACH-000381,-0.007792710766399517
ACH-000383,-0.11908946456332528
ACH-000387,-0.1473064051321169
ACH-000389,-0.240271028982682
ACH-000390,-0.09405993947337538
ACH-000393,-0.14763080420114713
ACH-000395,-0.3204059168087097
ACH-000396,-0.07062932176659101
ACH-000397,-0.13599846479846112
ACH-000401,-0.2171600936176831
ACH-000402,-0.26049619808597724
ACH-000403,-0.22020394232480714
ACH-000404,-0.18513300843996874
ACH-000406,-0.20931591795880386
ACH-000407,-0.17883756158739045
ACH-000408,-0.2256010374259364
ACH-000410,-0.1923242569377435
ACH-000411,-0.13977876025951744
ACH-000414,-0.2308216321135473
ACH-000415,-0.12246409677888735
ACH-000416,-0.2440893385476527
ACH-000420,-0.27872771191116624
ACH-000421,-0.2732002772913463
ACH-000424,-0.30921574123254664
ACH-000425,-0.24811134790651815
ACH-000426,-0.13711051431295102
ACH-000427,-0.2940578379492213
ACH-000433,-0.2577176200697665
ACH-000435,-0.2553560468388855
ACH-000436,-0.14348563758113453
ACH-000444,-0.1341534542151714
ACH-000445,-0.3062480920315037
ACH-000448,-0.17703812284914427
ACH-000450,-0.011437142525571629
ACH-000452,-0.3927675317082896
ACH-000454,-0.2708987497597216
ACH-000458,-0.26524482884138145
ACH-000459,-0.03690158293073825
ACH-000460,-0.08386722761917764
ACH-000461,-0.3260492900321309
ACH-000463,-0.13927102999021151
ACH-000464,-0.25155055622138084
ACH-000466,-0.15708907088729526
ACH-000467,-0.16316969494492725
ACH-000468,-0.2631096004578866
ACH-000469,-0.2570961099587987
ACH-000470,-0.16273382723583948
ACH-000471,-0.12662507873781176
ACH-000472,-0.2329172908344215
ACH-000473,-0.11358795828425995
ACH-000475,-0.2596643617368285
ACH-000476,-0.2728517710390541
ACH-000477,-0.06510843424964394
ACH-000479,-0.06441581330428364
ACH-000480,-0.2341390273364003
ACH-000481,-0.3681177171001077
ACH-000483,-0.32762345071579235
ACH-000484,0.057796396752830964
ACH-000485,-0.33138655048491844
ACH-000486,-0.2948036967771507
ACH-000487,-0.17224137877929324
ACH-000488,-0.14488815386906576
ACH-000490,-0.27873747487022543
ACH-000491,-0.020376410176784543
ACH-000495,-0.07639733955849942
ACH-000496,-0.20810512553233548
ACH-000499,-0.4336031533420142
ACH-000500,-0.3135187599562275
ACH-000502,-0.2515726040474883
ACH-000503,-0.3676353911725617
ACH-000505,-0.2201767624090573
ACH-000507,-0.2512882457769785
ACH-000510,-0.0686845152085907
ACH-000511,-0.2693528070298892
ACH-000512,0.10056252889757662
ACH-000516,-0.2588188183185252
ACH-000517,-0.20868408693398607
ACH-000518,-0.2825460096576046
ACH-000520,-0.2748731592463976
ACH-000521,-0.035186836896591966
ACH-000522,-0.1301760238507414
ACH-000524,-0.20157636900242826
ACH-000527,-0.1735354268615344
ACH-000528,-0.10904499143161096
ACH-000537,-0.18940101200773127
ACH-000541,-0.2139724907886069
ACH-000542,-0.1742541486536447
ACH-000544,-0.11960007969778595
ACH-000545,-0.3158070006754891
ACH-000547,0.07220937413558418
ACH-000548,-0.16911635827126434
ACH-000549,-0.26663330184694634
ACH-000550,-0.2653010112072631
ACH-000552,-0.242612356721578
ACH-000556,-0.22081787803551486
ACH-000557,-0.18270848408519036
ACH-000569,-0.30264562690794905
ACH-000570,-0.17735796732134662
ACH-000571,-0.09706564541833244
ACH-000573,-0.12759751162003902
ACH-000576,-0.1797606047566972
ACH-000579,-0.3759936223943191
ACH-000580,-0.2335575389516377
ACH-000584,-0.1067226900415057
ACH-000585,-0.17993651151296353
ACH-000588,-0.13754787545570124
ACH-000589,-0.11316399851831373
ACH-000591,-0.3862721761277555
ACH-000593,-0.21247980190890087
ACH-000600,-0.13385368497751388
ACH-000601,-0.2554947911813633
ACH-000605,-0.5457711747644999
ACH-000606,-0.27280753566630256
ACH-000608,-0.2139717866448975
ACH-000614,-0.3789087202123616
ACH-000616,-0.2661209778639549
ACH-000618,-0.3779184751906555
ACH-000619,-0.11712893265994515
ACH-000620,-0.14738803760181096
ACH-000621,-0.1806495124599884
ACH-000622,-0.28239120437967336
ACH-000623,-0.1380762141405472
ACH-000624,-0.2260648635452889
ACH-000627,-0.14379106784486018
ACH-000630,-0.219463784817316
ACH-000631,-0.17991127616200928
ACH-000632,-0.1514942377958745
ACH-000633,-0.23178136488432624
ACH-000637,-0.3421281262245345
ACH-000638,-0.21960406452556272
ACH-000646,-0.12746923767051385
ACH-000647,-0.14337786715688808
ACH-000648,-0.11486030089207715
ACH-000649,-0.2266858825140892
ACH-000651,-0.3251427731569916
ACH-000652,-0.23478742270229874
ACH-000653,-0.20035840014108994
ACH-000657,-0.16192763980734504
ACH-000658,-0.14197528332971787
ACH-000661,-0.2321189531688975
ACH-000662,0.007854089046239384
ACH-000663,-0.2720974128327355
ACH-000665,-0.3697172317442203
ACH-000671,-0.23794891523716674
ACH-000672,0.28720682689305216
ACH-000673,-0.20463499205966892
ACH-000676,-0.36879504872831137
ACH-000677,-0.2991274986369574
ACH-000681,-0.3810930977504227
ACH-000683,-0.06283705378274615
ACH-000684,-0.03359711205303785
ACH-000688,-0.14992193806715434
ACH-000693,-0.18146010438460955
ACH-000694,-0.3086323429879821
ACH-000695,-0.3103594811410623
ACH-000696,-0.23595538316188566
ACH-000697,-0.32051873959997834
ACH-000699,-0.0540069598001236
ACH-000701,-0.3788810990766179
ACH-000706,-0.2193119340696677
ACH-000711,-0.20411419456477792
ACH-000713,-0.0626227406466119
ACH-000714,-0.2720889805686998
ACH-000718,-0.13823073315889162
ACH-000720,-0.1689441913587536
ACH-000721,-0.16985150641839292
ACH-000724,-0.2254673171013985
ACH-000725,-0.2455965303804697
ACH-000732,-0.2435864019048969
ACH-000734,-0.2555938633554576
ACH-000735,-0.276597030917046
ACH-000736,-0.22561992839545034
ACH-000738,-0.382504307906536
ACH-000746,-0.294970027880476
ACH-000747,-0.3302384828005521
ACH-000748,-0.2900616567760424
ACH-000753,-0.3458632631614447
ACH-000756,-0.23904980041917626
ACH-000757,-0.2596781269782117
ACH-000758,-0.2004231955881292
ACH-000760,-0.2831876623893001
ACH-000762,-0.2358317205974818
ACH-000763,-0.13569190260995442
ACH-000764,-0.5156751220388291
ACH-000765,-0.3459154805610699
ACH-000766,-0.12927448478550815
ACH-000767,-0.029211652838899118
ACH-000768,-0.17322674085597434
ACH-000769,-0.21972343952111795
ACH-000770,-0.263283618670388
ACH-000771,-0.2521450421070848
ACH-000773,-0.3166030778258886
ACH-000776,-0.2753180930415644
ACH-000777,-0.09681056601530724
ACH-000778,-0.13859434726743766
ACH-000781,-0.09033247423485412
ACH-000782,-0.18079439646576909
ACH-000783,-0.3260276564610184
ACH-000784,-0.17484064613866604
ACH-000785,-0.2590606294189909
ACH-000787,-0.20122971755399527
ACH-000788,-0.2498427612251219
ACH-000791,-0.1899477308262361
ACH-000792,-0.17421184948706944
ACH-000794,-0.08630067426736694
ACH-000796,-0.14222125308220807
ACH-000798,-0.0261466322542434
ACH-000799,-0.3781797907667293
ACH-000800,-0.5030072743880314
ACH-000802,-0.2838633318906896
ACH-000804,-0.06317484432750547
ACH-000805,-0.24128299613731904
ACH-000809,-0.29136957352745835
ACH-000810,-0.22402384062479005
ACH-000811,-0.15562445996629234
ACH-000817,-0.23991338215183386
ACH-000819,-0.3054150506907922
ACH-000820,-0.13339133851678722
ACH-000821,-0.22445066170057185
ACH-000822,-0.2381540613925989
ACH-000823,-0.243072490223758
ACH-000824,-0.21470547080223468
ACH-000827,-0.2735826288493217
ACH-000829,-0.1297465491083548
ACH-000831,-0.2209848107091167
ACH-000832,-0.2914467760506845
ACH-000833,-0.4579508667479635
ACH-000834,-0.2814139120281812
ACH-000835,-0.2368462782647309
ACH-000836,-0.2581282803752715
ACH-000837,-0.154761519661491
ACH-000838,-0.18767391768572506
ACH-000839,-0.4650626007897269
ACH-000840,-0.3956419890016938
ACH-000841,-0.2543011968619781
ACH-000843,-0.1855324485432465
ACH-000846,-0.09527740367535917
ACH-000847,-0.4745362597185615
ACH-000848,-0.16379976517860131
ACH-000849,-0.1617545530766681
ACH-000851,-0.10477973483197707
ACH-000855,0.011962852108813107
ACH-000856,-0.13881177763707508
ACH-000858,-0.2050238026666555
ACH-000859,-0.5408022137782342
ACH-000861,0.004199298493928624
ACH-000862,-0.0683962306233197
ACH-000865,-0.2442919307855116
ACH-000866,-0.18542442648466811
ACH-000867,-0.2842347067943561
ACH-000869,-0.14355619211165874
ACH-000872,-0.17067899356312893
ACH-000873,-0.31851430971783995
ACH-000876,-0.2033638953505594
ACH-000878,-0.5539406922249535
ACH-000880,-0.27239381285661035
ACH-000881,-0.2202649454714893
ACH-000882,-0.21751991868369
ACH-000884,-0.11062530451008976
ACH-000885,-0.12168156769428085
ACH-000887,-0.2177061300886076
ACH-000889,-0.17104525895146866
ACH-000896,-0.08474206980706764
ACH-000898,-0.07545419347640964
ACH-000900,-0.40871343829708895
ACH-000901,-0.31244895525165417
ACH-000905,-0.0729117648276449
ACH-000906,-0.2637547642962377
ACH-000907,-0.27057888863612345
ACH-000910,-0.1819428361822817
ACH-000911,-0.21951895668651009
ACH-000912,-0.26180223599581964
ACH-000913,-0.14254298671560062
ACH-000915,-0.21204312832127653
ACH-000916,-0.27388955892331146
ACH-000917,-0.3238922628107761
ACH-000920,-0.25814589252020553
ACH-000921,-0.3749313309800989
ACH-000924,-0.17343992664722113
ACH-000926,-0.2808986888285405
ACH-000928,-0.10772061153101824
ACH-000929,-0.09174774391847564
ACH-000932,-0.2427926196956948
ACH-000935,-0.026168903325845497
ACH-000936,-0.14589481477198118
ACH-000937,-0.23946339085857046
ACH-000938,-0.10078935744888594
ACH-000939,-0.33868186501017244
ACH-000941,-0.13322313399321994
ACH-000943,-0.26258522577410265
ACH-000946,-0.16540697381787653
ACH-000947,-0.2337296996566176
ACH-000948,-0.1378678812322012
ACH-000950,-0.2632564240350289
ACH-000953,-0.2723150810700787
ACH-000954,-0.0892346505062229
ACH-000957,-0.32929183725894023
ACH-000958,-0.19095323748478732
ACH-000960,-0.15263906623221368
ACH-000963,-0.3616393165673418
ACH-000968,-0.15795379482338545
ACH-000969,-0.1599558010284933
ACH-000972,-0.3719956319592051
ACH-000973,-0.3173970148063469
ACH-000974,-0.2368053376543625
ACH-000978,0.018410220812374263
ACH-000984,-0.15738935720834696
ACH-000986,-0.17880330919586446
ACH-000988,-0.1332589568086288
ACH-000993,-0.191712284220812
ACH-000994,-0.19937143860935566
ACH-000996,0.08405480217614753
ACH-001001,-0.2324690924707965
ACH-001020,-0.2390907778038269
ACH-001028,-0.25608494979276103
ACH-001031,-0.3634314305628787
ACH-001038,-0.1443812970563169
ACH-001048,-0.2431274710289905
ACH-001050,-0.18668041273027924
ACH-001053,-0.06855778359050617
ACH-001054,-0.06311094207179302
ACH-001061,-0.2529753633762798
ACH-001067,-0.1259163335331663
ACH-001075,-0.08686773180147077
ACH-001096,-0.2771773559798987
ACH-001111,-0.24537176075030806
ACH-001119,-0.5666677219752461
ACH-001128,-0.24794270127395054
ACH-001134,-0.09715969354112512
ACH-001151,-0.18510179261756324
ACH-001163,-0.2909781937686668
ACH-001164,-0.2635015507055162
ACH-001183,-0.3242217171168155
ACH-001192,-0.3605482763093613
ACH-001193,-0.2851107216546394
ACH-001196,-0.20622604589231136
ACH-001197,-0.1148319928712658
ACH-001205,-0.14676020403354975
ACH-001211,-0.1530722426706458
ACH-001212,0.031050241531205287
ACH-001228,-0.30922983815749633
ACH-001232,-0.2528714091176872
ACH-001239,-0.3689869550953396
ACH-001270,-0.3450228873536948
ACH-001274,-0.10443961184942667
ACH-001275,-0.2294475392663886
ACH-001277,-0.07593308866485864
ACH-001278,-0.1948208921971137
ACH-001280,-0.2373224438678063
ACH-001283,-0.5112200240063715
ACH-001289,-0.07690174973869242
ACH-001300,-0.3778238676707471
ACH-001301,-0.285985236135308
ACH-001302,-0.12517575721170027
ACH-001306,-0.12758113399173504
ACH-001318,-0.2380752901328743
ACH-001322,-0.052256522039360584
ACH-001328,-0.2471961982351975
ACH-001332,-0.3478354185700673
ACH-001336,-0.2472554221470318
ACH-001346,-0.25712861917403285
ACH-001353,-0.1467019150834176
ACH-001354,-0.4750205920190918
ACH-001367,-0.24676094545043506
ACH-001368,-0.20988961216020327
ACH-001374,0.028184825601912662
ACH-001377,-0.21702100727223045
ACH-001380,-0.1639594350359597
ACH-001391,-0.19700043717289667
ACH-001408,-0.27168800785493474
ACH-001430,-0.4058951144421297
ACH-001431,-0.3461866502956357
ACH-001450,-0.0816437205775456
ACH-001496,-0.17146307903254854
ACH-001500,-0.2961070722602359
ACH-001523,-0.2477304845342251
ACH-001532,-0.08152014879806545
ACH-001550,-0.33283328750477115
ACH-001552,-0.17448516699257866
ACH-001554,-0.17311673897661936
ACH-001654,-0.21824239416126365
ACH-001735,-0.19212865328966533
ACH-001736,-0.13164441520622291
ACH-001737,0.012165955653677427
ACH-001740,-0.2548445804779304
ACH-001745,-0.20549594243841554
ACH-001765,-0.31522643480419954
