,BRAT1 (221927)
ACH-000336,-0.5486926188798034
ACH-000337,-0.8793057232628694
ACH-000338,-0.5004725572634096
ACH-000339,-0.7005834855526578
ACH-000341,-0.3243817026222777
ACH-000348,-0.6275346875049478
ACH-000350,-0.05367475700490308
ACH-000352,-0.8722761546317126
ACH-000356,-0.07466433935885892
ACH-000361,-0.18756502476584366
ACH-000362,-0.07139994962862553
ACH-000363,-0.1360043117913424
ACH-000364,-0.38391041273867016
ACH-000365,-0.08465474820362591
ACH-000366,-0.7339714638002006
ACH-000368,-0.5828907487266634
ACH-000374,-0.7144388952287839
ACH-000375,-0.2723464501630468
ACH-000376,-0.6622585278272994
ACH-000381,-0.22146462353847984
ACH-000383,-0.4855590922057089
ACH-000387,0.012590812573054336
ACH-000389,-0.8490361539019159
ACH-000390,-0.14080426599054455
ACH-000393,-0.108358586760987
ACH-000395,-0.6129082545118403
ACH-000396,-0.5722976629598165
ACH-000397,0.09529446592933608
ACH-000401,-0.436850666370576
ACH-000402,-0.2337452317699052
ACH-000403,-0.05628653958108304
ACH-000404,-0.43715400409059096
ACH-000406,-0.2372947196125956
ACH-000407,-0.6727925588192224
ACH-000408,-0.6549994808570745
ACH-000410,-0.6469679409681457
ACH-000411,-0.5033822115720913
ACH-000414,-0.24644828043993935
ACH-000415,-0.33241367718015896
ACH-000416,-0.561876875235185
ACH-000420,-0.5973172573708178
ACH-000421,-0.6484045730227267
ACH-000424,-0.6362382904584895
ACH-000425,-0.2133053736126676
ACH-000426,-0.4502731609201437
ACH-000427,-0.5597898101731135
ACH-000433,-0.3007592528815271
ACH-000435,-0.5705933450411654
ACH-000436,-0.6800571369972915
ACH-000444,-0.5177630665687918
ACH-000445,-0.742664330286433
ACH-000448,-0.4161096376966653
ACH-000450,-0.3985911832326088
ACH-000452,-0.8135424599340606
ACH-000454,-0.2501876441159759
ACH-000458,-0.3935347016670202
ACH-000459,-0.5841702562158819
ACH-000460,-0.2254455763586048
ACH-000461,-0.4229627968083051
ACH-000463,-0.7352675189919623
ACH-000464,-0.3419307320717393
ACH-000466,-0.17777693177867318
ACH-000467,-0.4119390626132009
ACH-000468,-0.1932963164161955
ACH-000469,-0.4072663626624931
ACH-000470,-0.42359707064628027
ACH-000471,-0.8317011678396239
ACH-000472,-0.3679123322314145
ACH-000473,-0.2703763780691957
ACH-000475,-0.7141452120376182
ACH-000476,-0.07595835462085768
ACH-000477,-0.3739330527597489
ACH-000479,-0.7246828745486121
ACH-000480,-0.3612976075909815
ACH-000481,-0.8407976475654749
ACH-000483,-0.34592369872867856
ACH-000484,-0.530523658521027
ACH-000485,-0.1189651372954384
ACH-000486,-0.7932131491916236
ACH-000487,-0.12518003033744207
ACH-000488,-0.6719541415585318
ACH-000490,-0.749003800166402
ACH-000491,-0.15517008058301598
ACH-000495,-0.7921951158240995
ACH-000496,-0.4975772786892047
ACH-000499,-0.4298441726888879
ACH-000500,-0.27418905753894346
ACH-000502,-0.5800117347213541
ACH-000503,-0.6050959026929426
ACH-000505,-0.7284727143759921
ACH-000507,-0.3014675556066934
ACH-000510,-0.09132564957003594
ACH-000511,-0.5125878248205133
ACH-000512,-0.22669415247858976
ACH-000516,-1.004356837454978
ACH-000517,-0.1222883267218874
ACH-000518,-0.4803856503438756
ACH-000520,-0.5557636540119001
ACH-000521,-0.9835015001451552
ACH-000522,-0.4573812891896672
ACH-000524,-0.019416933462573838
ACH-000527,-0.16440284209711387
ACH-000528,-0.15807793058836425
ACH-000537,-0.6611459714857719
ACH-000541,-0.026172988526398464
ACH-000542,-0.41497758505241583
ACH-000544,-0.5050912183448371
ACH-000545,-0.4026911900239296
ACH-000547,-0.3932218629389663
ACH-000548,-0.6257348595231624
ACH-000549,-0.8641904760015914
ACH-000550,-0.4164943307396099
ACH-000552,-0.8361758399779444
ACH-000556,0.02844200692288404
ACH-000557,0.13831354385171518
ACH-000569,-0.7189778064338781
ACH-000570,-0.5264152693576482
ACH-000571,-0.08867919004659476
ACH-000573,-0.6311959363046874
ACH-000576,-0.20702085491433675
ACH-000579,-0.2155890075008416
ACH-000580,-0.7217463474531227
ACH-000584,-0.4125010276427856
ACH-000585,-0.10454524792790504
ACH-000588,0.0020190341208806604
ACH-000589,-0.5486589463024388
ACH-000591,-0.5624335322617143
ACH-000593,-0.2254294325405574
ACH-000600,-0.6601978495807038
ACH-000601,-0.36205355608687534
ACH-000605,-0.4120952702840211
ACH-000606,-0.7877889766377448
ACH-000608,-0.16270976555861574
ACH-000614,-0.34698163396820386
ACH-000616,-0.6364039909936271
ACH-000618,-0.3389360772755693
ACH-000619,-0.6371972405710808
ACH-000620,-0.17931487640102522
ACH-000621,-0.4225581766218965
ACH-000622,-0.5571840832332379
ACH-000623,-0.2281214094824245
ACH-000624,-0.3486043372922711
ACH-000627,-0.14532528395520575
ACH-000630,-0.6808385253175459
ACH-000631,-0.8752038436880387
ACH-000632,-0.5587368295036685
ACH-000633,-0.09742837135576043
ACH-000637,-0.2749228539673617
ACH-000638,-0.8617207987217466
ACH-000646,-0.431099490756715
ACH-000647,0.09840329534736088
ACH-000648,-0.7205649427299873
ACH-000649,-0.7101963594283778
ACH-000651,-0.06452666172623547
ACH-000652,-0.3826796270707009
ACH-000653,-0.4630696903550518
ACH-000657,-0.8408272271271722
ACH-000658,-0.4733163856000077
ACH-000661,-0.2749469091854774
ACH-000662,-0.9112745153543076
ACH-000663,-0.2876387508706328
ACH-000665,-0.3075217293852919
ACH-000671,0.016752398235194185
ACH-000672,-0.3912406348057543
ACH-000673,-0.714311240472115
ACH-000676,-0.29973673684315844
ACH-000677,-0.3896121204572271
ACH-000681,-0.11674466878570487
ACH-000683,-0.6312917749902417
ACH-000684,-0.6193483337903659
ACH-000688,-0.7823925318967471
ACH-000693,-0.6555597529465162
ACH-000694,-0.25238820057534866
ACH-000695,-0.1708310770951134
ACH-000696,-0.6689670834188514
ACH-000697,-0.6894160370188774
ACH-000699,-0.2829228136364089
ACH-000701,-0.3322428028111128
ACH-000706,-0.3830355036345085
ACH-000711,-0.5300143730684598
ACH-000713,-0.9461837392385108
ACH-000714,0.017024656585812387
ACH-000718,-0.2852309526543088
ACH-000720,-0.7943739093662077
ACH-000721,-0.2625789845577969
ACH-000724,-0.26789768024286204
ACH-000725,-0.5523145009976311
ACH-000732,-0.7307582565287073
ACH-000734,-0.07009948363778241
ACH-000735,-0.7226210906367934
ACH-000736,-0.8833571905691578
ACH-000738,-0.06752273710401384
ACH-000746,0.05609923102539231
ACH-000747,-0.7878086670242469
ACH-000748,-0.8956315506170259
ACH-000753,-0.3012112051269496
ACH-000756,-0.32480502133418904
ACH-000757,-0.1397534599562913
ACH-000758,-0.886547588398342
ACH-000760,-0.7370811482893098
ACH-000762,-0.2307802671972346
ACH-000763,-0.3650050834028338
ACH-000764,-0.5973244308222919
ACH-000765,-0.2084174743603716
ACH-000766,-0.008891308192654775
ACH-000767,-0.1912288155622764
ACH-000768,-0.687793731832735
ACH-000769,-0.5127667530229116
ACH-000770,-0.19493171742440035
ACH-000771,-0.7483211479109592
ACH-000773,-0.7511634467427194
ACH-000776,-0.2962100726915101
ACH-000777,-0.3843665628244845
ACH-000778,-0.7144506179746899
ACH-000781,-0.2403669453642318
ACH-000782,-0.2632173106035885
ACH-000783,-0.4217925430550215
ACH-000784,0.013147856436848241
ACH-000785,-0.4060979522574757
ACH-000787,-0.4393661912520277
ACH-000788,-0.6852595057714568
ACH-000791,-0.16879748075673034
ACH-000792,-0.1323619217404643
ACH-000794,-0.6793269512596599
ACH-000796,-0.7974143319843233
ACH-000798,-0.16544383531887633
ACH-000799,-0.6107996687737928
ACH-000800,-0.5084851175963462
ACH-000802,-0.6343799442065271
ACH-000804,-0.6251459713322589
ACH-000805,-0.3455448127338441
ACH-000809,-0.02144654282389973
ACH-000810,-0.5472399769258861
ACH-000811,-0.4547280084830662
ACH-000817,-0.002394754478228459
ACH-000819,-0.6614992724659254
ACH-000820,-0.5919405110421787
ACH-000821,0.004704680024573196
ACH-000822,-0.08762044770994883
ACH-000823,-0.5767089380018584
ACH-000824,-0.06743676800742451
ACH-000827,-0.3342924971472971
ACH-000829,-0.2671125812260856
ACH-000831,-0.5378311789603062
ACH-000832,-0.4659129943144912
ACH-000833,-0.6052545142644316
ACH-000834,-0.556180662569651
ACH-000835,-0.5097268717867132
ACH-000836,-0.727081670537438
ACH-000837,-0.7927150022354207
ACH-000838,-0.10003704364505422
ACH-000839,-0.4986278604523762
ACH-000840,-0.5064709428476029
ACH-000841,-0.5792512858478136
ACH-000843,-0.5430744927196095
ACH-000846,-0.19653341750845715
ACH-000847,-0.3835961961082047
ACH-000848,-0.3614770231535085
ACH-000849,-0.7324450393435381
ACH-000851,-0.2357470372186357
ACH-000855,-0.08179988898172683
ACH-000856,-0.12128206400690099
ACH-000858,-0.3109627498093672
ACH-000859,-0.629459534952703
ACH-000861,-0.3144117722641782
ACH-000862,-0.5235295525519084
ACH-000865,0.0050896998052195105
ACH-000866,-0.0922267319652123
ACH-000867,0.09818687078652663
ACH-000869,-0.6600853219181598
ACH-000872,-0.5730829880588532
ACH-000873,-0.2990703227805275
ACH-000876,-0.12990331426938995
ACH-000878,-0.37909917192270587
ACH-000880,-0.7134478519047692
ACH-000881,-0.12865547543305694
ACH-000882,-0.2700845011746584
ACH-000884,-0.3521800460673793
ACH-000885,0.028219114087046002
ACH-000887,-0.6771439589858192
ACH-000889,-0.2730833974054787
ACH-000896,-0.6812085939280934
ACH-000898,-0.2598009343411924
ACH-000900,-0.7357932695163449
ACH-000901,-0.6157379448906455
ACH-000905,-0.39401237330875655
ACH-000906,-0.5970137823103985
ACH-000907,-0.6267269041752709
ACH-000910,-0.961775417663294
ACH-000911,-0.9278732629025236
ACH-000912,-0.8595019935167623
ACH-000913,-0.3783637476463096
ACH-000915,-0.3094851610147137
ACH-000916,-0.3707743851802836
ACH-000917,-0.5358038004057293
ACH-000920,-0.3748855771753308
ACH-000921,-0.7983684265535069
ACH-000924,-0.5377141115722596
ACH-000926,-0.05306589477645656
ACH-000928,-0.4392836143825243
ACH-000929,-0.5525110076674142
ACH-000932,-0.43704692789677213
ACH-000935,-0.6049538616071752
ACH-000936,-0.2598619476262536
ACH-000937,-0.10248594553431484
ACH-000938,-0.16480333253049184
ACH-000939,-0.09348267620342172
ACH-000941,0.016610715691374928
ACH-000943,-0.3006699879289866
ACH-000946,-0.6534992024911681
ACH-000947,-0.9021019161269276
ACH-000948,-0.6645374909068767
ACH-000950,-0.5663966977213555
ACH-000953,-0.6879114405643317
ACH-000954,-0.22929781633033536
ACH-000957,-0.111451093011536
ACH-000958,-0.017882383882220926
ACH-000960,-0.01093257044867701
ACH-000963,-0.25089292834948457
ACH-000968,0.001928263927213641
ACH-000969,-0.20277640176173656
ACH-000972,-0.1339209565103866
ACH-000973,-0.8250392924057511
ACH-000974,-0.4638949438937512
ACH-000978,-0.4270280777385579
ACH-000984,-0.0622398025600773
ACH-000986,0.06791916302161373
ACH-000988,-0.6155615472833972
ACH-000993,-0.4965435094792739
ACH-000994,-0.3137445039238669
ACH-000996,-0.28110562790226096
ACH-001001,-0.21577332715891825
ACH-001020,-0.7060790929581883
ACH-001028,-0.2938395157227591
ACH-001031,-0.5173965088385012
ACH-001038,-0.04894014631592543
ACH-001048,-0.1579077287744039
ACH-001050,-0.20620612772245492
ACH-001053,-0.056404438137960665
ACH-001054,-0.08652791633166804
ACH-001061,-0.8111312130839224
ACH-001067,-0.7518989399666555
ACH-001075,-0.7883060639266606
ACH-001096,-0.443156765104319
ACH-001111,-0.7909225749864027
ACH-001119,-0.3712111805557537
ACH-001128,-0.7364984864405201
ACH-001134,-0.1085073956505974
ACH-001151,-0.7530266055495116
ACH-001163,-0.33411217177919944
ACH-001164,-0.6643475751485265
ACH-001183,-0.8660092172962174
ACH-001192,-0.07358694889834319
ACH-001193,-0.4599101818912434
ACH-001196,-0.5700214009841511
ACH-001197,-0.05493660962649356
ACH-001205,-0.4513083859023636
ACH-001211,-0.5989508986678924
ACH-001212,-0.5707528049191747
ACH-001228,-0.12832937167596908
ACH-001232,-0.6792840817566959
ACH-001239,-0.5075445643738912
ACH-001270,-0.0654962028757474
ACH-001274,-0.452326286622831
ACH-001275,-0.22276578500144198
ACH-001277,-0.33574624253048874
ACH-001278,-0.5837718914866251
ACH-001280,-0.6764998605893289
ACH-001283,-0.012677597169760892
ACH-001289,-0.4921340985412519
ACH-001300,-0.35040934319886424
ACH-001301,-0.1656522197153901
ACH-001302,-0.3228258739489669
ACH-001306,-0.5470027393613499
ACH-001318,-0.6999099634918072
ACH-001322,-0.18329062808068608
ACH-001328,-0.6833209918430458
ACH-001332,-0.7510959382463203
ACH-001336,-0.3060372019033477
ACH-001346,-0.7017076866555899
ACH-001353,-0.740193689970005
ACH-001354,-0.19434606232829224
ACH-001367,-0.6978699124861806
ACH-001368,-0.3106298178476738
ACH-001374,-0.40807958025718094
ACH-001377,-0.7551766588841761
ACH-001380,-0.8518561596818006
ACH-001391,-0.13840012675829294
ACH-001408,-0.4013157388546452
ACH-001430,-0.2257546765192584
ACH-001431,-0.5574168991569332
ACH-001450,-0.11167139282089997
ACH-001496,-0.17307642858620534
ACH-001500,-0.1872631406365144
ACH-001523,-0.6725034491718573
ACH-001532,-0.24138628293593636
ACH-001550,-0.07862296186656471
ACH-001552,-0.2507814773622312
ACH-001554,-0.282283784377514
ACH-001654,-0.745866740388754
ACH-001735,-0.246056645838226
ACH-001736,-0.28056328068595265
ACH-001737,-0.5290088723019829
ACH-001740,-0.10338152227293697
ACH-001745,0.11798410714690645
ACH-001765,0.04104151214853935
