,FEM1C (56929)
ACH-000280,-0.267968865431
ACH-000281,-0.157045319586
ACH-000288,-0.25435823756
ACH-000291,0.00133835204468
ACH-000293,-0.398982827012
ACH-000294,-0.665887967263
ACH-000295,-0.09418994871030001
ACH-000296,0.00224344108025
ACH-000302,-0.072696256317
ACH-000304,0.0540136289088
ACH-000307,-0.220743074573
ACH-000308,-0.18477044139499998
ACH-000310,-0.126622371987
ACH-000311,-0.222559073364
ACH-000312,-0.13886424400800002
ACH-000315,-0.34474429442000004
ACH-000316,-0.289047118383
ACH-000317,-0.253140223108
ACH-000318,0.057870208035500005
ACH-000319,-0.357845897248
ACH-000320,-0.246707827465
ACH-000322,0.0125342501104
ACH-000323,-0.07201960357510001
ACH-000324,-0.112517008245
ACH-000329,-0.281578937352
ACH-000330,-0.414052348717
ACH-000331,-0.236713711754
ACH-000332,-0.210930662868
ACH-000334,-0.228188632256
ACH-000335,-0.354568301408
ACH-000336,-0.155557541669
ACH-000337,-0.0943378382188
ACH-000339,-0.197547548471
ACH-000341,-0.0032794051788
ACH-000348,-0.19001751610800002
ACH-000350,-0.0277401551893
ACH-000352,-0.187839914523
ACH-000356,-0.5046578423820001
ACH-000361,-0.30134344103300004
ACH-000362,-0.17591358923
ACH-000363,-0.28755952364500004
ACH-000364,-0.0742484696962
ACH-000365,-0.0815570094397
ACH-000366,-0.199182876466
ACH-000368,-0.373286012471
ACH-000374,-0.21070690472399997
ACH-000375,-0.045406544386900005
ACH-000376,-0.126890206991
ACH-000381,0.0666545059748
ACH-000383,-0.18117011597
ACH-000387,-0.171661337756
ACH-000389,-0.391580994225
ACH-000390,-0.105112671255
ACH-000393,-0.20889085469000002
ACH-000395,-0.214243408087
ACH-000397,-0.145418149216
ACH-000401,-0.29780326243
ACH-000402,0.108812135339
ACH-000403,-0.37484881533200004
ACH-000404,0.116189320845
ACH-000406,-0.119163055969
ACH-000407,-0.11746605600099999
ACH-000408,-0.0541508238067
ACH-000410,-0.00938674030756
ACH-000411,-0.146341818897
ACH-000414,-0.173360392041
ACH-000415,-0.0487513807374
ACH-000416,-0.135500955954
ACH-000420,-0.21735689432500002
ACH-000421,-0.12572113769999999
ACH-000424,0.10194801258300001
ACH-000425,-0.12377569174799999
ACH-000426,-0.16864731581099998
ACH-000427,-0.157922355922
ACH-000433,0.046587921162199994
ACH-000436,-0.287706805066
ACH-000444,-0.0314192371245
ACH-000445,-0.307557499088
ACH-000448,0.00266498207863
ACH-000450,-0.7655059185590001
ACH-000452,-0.0481071246761
ACH-000454,-0.0138690143649
ACH-000458,-0.223607253761
ACH-000459,-0.100624313245
ACH-000460,-0.26333290742
ACH-000461,-0.0658769264325
ACH-000463,-0.25520033176999996
ACH-000464,0.0388962496467
ACH-000466,0.07684796950299999
ACH-000467,-0.0751329168786
ACH-000468,-0.48114838093999995
ACH-000469,-0.246292684076
ACH-000470,-0.220976892897
ACH-000471,-0.17193600770300002
ACH-000472,-0.156785272402
ACH-000473,-0.118090277303
ACH-000475,-0.152150564633
ACH-000476,0.0509394195533
ACH-000477,-0.35793896370899997
ACH-000480,-0.30723765138799997
ACH-000481,-0.228643355516
ACH-000483,-0.353412797389
ACH-000484,-0.145731501933
ACH-000485,-0.183112285653
ACH-000486,-0.23444130385099998
ACH-000487,-0.09403389672569999
ACH-000488,-0.11353328725400001
ACH-000490,0.00511432694605
ACH-000491,-0.0589769872902
ACH-000495,-0.262576798049
ACH-000496,-0.30648949558
ACH-000499,-0.11485403343900001
ACH-000500,-0.37305709714699997
ACH-000502,-0.23216882788899998
ACH-000503,0.40891615115099994
ACH-000505,-0.164977009388
ACH-000507,-0.147354498656
ACH-000510,-0.028506779245400002
ACH-000511,-0.482564761013
ACH-000512,-0.340055456824
ACH-000516,-0.059316862143699994
ACH-000517,-0.239747408833
ACH-000518,0.297146440786
ACH-000520,-0.459934148938
ACH-000521,-0.26954950252300003
ACH-000522,-0.140434189741
ACH-000524,-0.246796681608
ACH-000527,-0.056691074623
ACH-000528,-0.115733105621
ACH-000537,-0.196503154186
ACH-000541,-0.111548168656
ACH-000542,-0.326444019978
ACH-000544,0.030462982170700002
ACH-000545,-0.135396167713
ACH-000547,-0.21228814055
ACH-000548,-0.0118727392154
ACH-000549,0.314309835717
ACH-000550,-0.287618922477
ACH-000552,-0.359067420777
ACH-000556,-0.155373345756
ACH-000557,-0.203692336055
ACH-000570,-0.157984803911
ACH-000571,-0.148912334255
ACH-000573,-0.186181995296
ACH-000576,-0.23187297157499998
ACH-000580,-0.042133158001300006
ACH-000584,-0.274763003059
ACH-000585,-0.09671070705910001
ACH-000588,-0.336563143877
ACH-000589,-0.0491035879615
ACH-000591,0.150054050346
ACH-000593,-0.149298844276
ACH-000600,-0.294791753035
ACH-000601,-0.0988632260482
ACH-000604,-0.296057137321
ACH-000605,-0.264420671304
ACH-000606,-0.20990320892
ACH-000608,-0.264908767517
ACH-000614,-0.0524940095646
ACH-000616,-0.021123802847000002
ACH-000618,-0.05764738067130001
ACH-000619,-0.38371620822499997
ACH-000620,-0.11831686019200001
ACH-000621,-0.19406377362500002
ACH-000622,-0.160369808108
ACH-000623,-0.155417293493
ACH-000624,-0.186241107199
ACH-000627,-0.386833631602
ACH-000630,-0.231102849456
ACH-000632,-0.131085392982
ACH-000633,-0.174373760295
ACH-000637,-0.18800701660100003
ACH-000638,-0.124374082545
ACH-000646,-0.0415147389325
ACH-000647,-0.181855668258
ACH-000648,-0.006360976996
ACH-000649,-0.127537354926
ACH-000651,-0.357560819274
ACH-000652,0.110637155656
ACH-000653,-0.0604971959465
ACH-000657,-0.160431709972
ACH-000658,-0.42441891587200004
ACH-000661,-0.143678362577
ACH-000662,-0.0349128658071
ACH-000663,-0.0988583670591
ACH-000665,-0.0195603198088
ACH-000671,-0.11940769795999998
ACH-000673,-0.20253057389
ACH-000676,-0.07799970952469999
ACH-000677,-0.34946276926299996
ACH-000681,-0.137301911984
ACH-000682,-0.11146637705199999
ACH-000683,-0.114051937959
ACH-000684,-0.224995703737
ACH-000688,-0.41628121030500004
ACH-000693,-0.19299868360800002
ACH-000694,-0.142914510518
ACH-000695,-0.0902390143071
ACH-000696,-0.135694775171
ACH-000697,0.0614577238473
ACH-000699,-0.107196266165
ACH-000701,-0.10108342914999999
ACH-000706,0.015182983120600001
ACH-000711,-0.241432448428
ACH-000713,-0.00503229272431
ACH-000714,-0.14813858894200002
ACH-000718,-0.358216376034
ACH-000720,-0.22227610543200002
ACH-000721,-0.170583796219
ACH-000724,0.07052079242880001
ACH-000725,-0.147608185588
ACH-000732,-0.031276934920299995
ACH-000734,0.00485039330666
ACH-000735,-0.284361085922
ACH-000736,-0.172607698421
ACH-000738,-0.0653746402452
ACH-000746,-0.0428347765723
ACH-000747,-0.08741788189710001
ACH-000748,-0.129307721813
ACH-000753,-0.130442156216
ACH-000756,-0.37919146951399996
ACH-000757,-0.223504627624
ACH-000758,-0.24477355066599998
ACH-000760,-0.23481117821
ACH-000763,-0.268282754532
ACH-000764,-0.35798653978100003
ACH-000765,0.169817227706
ACH-000766,-0.171398472533
ACH-000767,-0.037407006474800004
ACH-000768,-0.5176237460700001
ACH-000769,-0.079856978604
ACH-000770,-0.20496890985599997
ACH-000771,-0.224049043434
ACH-000773,-0.14224740480999998
ACH-000776,0.132572782125
ACH-000777,-0.07970985210510001
ACH-000778,-0.139476660724
ACH-000781,-0.175174072512
ACH-000782,-0.130252519978
ACH-000783,-0.37469750852
ACH-000784,-0.229982677844
ACH-000785,-0.207351365993
ACH-000787,-0.31581159318199997
ACH-000788,0.019200902812299997
ACH-000791,-0.18894970679
ACH-000792,-0.0733337193686
ACH-000794,-0.244151978459
ACH-000796,-0.291316845999
ACH-000799,-0.128000755691
ACH-000800,-0.09482806665339999
ACH-000802,-0.17616475888
ACH-000804,-0.0989753897487
ACH-000805,-0.136395391209
ACH-000809,-0.229793737283
ACH-000810,0.9876004946700001
ACH-000811,-0.325377085826
ACH-000817,-0.278022395042
ACH-000819,-0.145699145515
ACH-000820,0.0688286746355
ACH-000821,-0.476390490505
ACH-000822,-0.183519678062
ACH-000823,-0.131954538696
ACH-000824,-0.101024714964
ACH-000827,-0.28627922462
ACH-000829,-0.262748908948
ACH-000831,-0.08891789343960001
ACH-000832,-0.115799726576
ACH-000833,-0.140745475304
ACH-000834,-0.0814586473916
ACH-000835,-0.09537612282839998
ACH-000836,0.000664711259911
ACH-000837,-0.20109893734
ACH-000838,-0.173955922564
ACH-000839,-0.177669519023
ACH-000840,-0.377897905688
ACH-000841,-0.231028077117
ACH-000843,-0.0709523810782
ACH-000846,-0.0561884917926
ACH-000847,-0.45491728273000004
ACH-000848,-0.242745124814
ACH-000849,-0.0796171859353
ACH-000851,-0.557229282641
ACH-000855,0.0077133525129699995
ACH-000856,-0.016670656836299997
ACH-000858,-0.039680709281599995
ACH-000859,-0.16697125477
ACH-000861,-0.337528432682
ACH-000862,-0.112582717629
ACH-000865,-0.14710970276799998
ACH-000866,-0.13098071563400002
ACH-000867,-0.135785707938
ACH-000869,-0.136719190187
ACH-000872,-0.125833210219
ACH-000873,-0.21701920881499998
ACH-000876,-0.056897370354000006
ACH-000878,0.0813867563761
ACH-000880,-0.11634561069299999
ACH-000881,-0.42518521086499994
ACH-000882,-0.0843969433352
ACH-000884,-0.013905963678999999
ACH-000885,-0.08902357125970001
ACH-000887,-0.188050711571
ACH-000888,-0.24374628383900002
ACH-000889,-0.26480966196600003
ACH-000890,-0.13981069198899998
ACH-000896,-0.0672592328632
ACH-000898,0.048966426213800006
ACH-000900,-0.189492159137
ACH-000901,-0.288635386736
ACH-000905,-0.242098022844
ACH-000906,-0.192205874348
ACH-000907,-0.330560545013
ACH-000910,-0.199747316257
ACH-000911,-0.071976595717
ACH-000912,-0.147360932894
ACH-000913,-0.264284520554
ACH-000915,-0.178491860667
ACH-000916,-0.195539140176
ACH-000917,-0.102694343225
ACH-000921,0.112649299614
ACH-000924,-0.197313394325
ACH-000926,-0.207147203465
ACH-000928,-0.250395602103
ACH-000929,-0.145137313121
ACH-000932,-0.362351944167
ACH-000935,-0.313222692318
ACH-000936,-0.24021060765900001
ACH-000937,-0.05150108468640001
ACH-000938,-0.240870205196
ACH-000939,-0.139913539985
ACH-000941,-0.235214843664
ACH-000943,-0.16419636339000002
ACH-000946,-0.356010942729
ACH-000947,-0.10305457646400001
ACH-000948,-0.051501397390700004
ACH-000950,-0.38081040070200006
ACH-000953,-0.00916793312664
ACH-000957,-0.128576956853
ACH-000958,-0.0956656017268
ACH-000960,-0.22760681503600003
ACH-000963,0.014873651839499999
ACH-000968,0.06863763413
ACH-000969,-0.40699237935599997
ACH-000973,-0.09045228587120001
ACH-000974,-0.30225306561799997
ACH-000975,-0.244940049577
ACH-000976,-0.464740311617
ACH-000978,0.249349956796
ACH-000980,-0.0376214687255
ACH-000984,-0.28362421233199997
ACH-000986,-0.386355895405
ACH-000988,-0.101131693581
ACH-000993,-0.145949018277
ACH-000994,-0.431890122037
ACH-000996,-0.284186142338
ACH-001001,-0.00370126073968
ACH-001020,-0.251891306164
ACH-001028,-0.135476820692
ACH-001031,-0.260287534785
ACH-001038,-0.163107343031
ACH-001048,-0.104104111082
ACH-001050,-0.298372156168
ACH-001053,-0.41283057358099995
ACH-001054,-0.192942672624
ACH-001061,-0.141738531624
ACH-001067,-0.0879158856707
ACH-001075,-0.0914907343185
ACH-001096,-0.21746063481300001
ACH-001128,-0.28696940574900004
ACH-001134,-0.343736811064
ACH-001151,-0.140556082181
ACH-001163,-0.278180117304
ACH-001164,0.168759741589
ACH-001173,-0.060861408245
ACH-001183,-0.164258934197
ACH-001184,0.053511524168800007
ACH-001190,-0.161138064726
ACH-001192,-0.0541594359188
ACH-001193,0.11432602353099999
ACH-001196,0.0036977633675999997
ACH-001197,-0.160075955801
ACH-001205,-0.032414336493000004
ACH-001211,-0.136629402755
ACH-001212,-0.335370832884
ACH-001228,-0.162953584006
ACH-001232,-0.313333070334
ACH-001239,-0.146369336893
ACH-001274,-0.448741595875
ACH-001275,-0.14376545200899998
ACH-001277,-0.300722722449
ACH-001278,0.006687185564529999
ACH-001280,0.0105277183269
ACH-001283,0.040475972717499996
ACH-001289,0.00538651554212
ACH-001295,-0.0999371061158
ACH-001300,-0.108504155483
ACH-001301,0.220316060525
ACH-001302,-0.48017363596999996
ACH-001303,-0.0375616545964
ACH-001306,-0.145164011514
ACH-001318,-0.233336991685
ACH-001322,-0.20647874324700002
ACH-001328,-0.009125363619620002
ACH-001332,-0.376135705685
ACH-001333,-0.254176440808
ACH-001336,-0.18485496927700001
ACH-001340,-0.0770217673527
ACH-001346,0.00396527481551
ACH-001353,-0.18284239079300002
ACH-001354,-0.00996318578595
ACH-001367,-0.141753340924
ACH-001368,-0.192562397354
ACH-001374,-0.531580752036
ACH-001375,-0.253359743929
ACH-001377,-0.148815814352
ACH-001380,-0.159191109967
ACH-001391,-0.44053732271799995
ACH-001407,-0.19348221562399998
ACH-001408,-0.00929059396798
ACH-001413,-0.450554159528
ACH-001430,-0.312483189519
ACH-001431,-0.199424858871
ACH-001450,-0.0473681496028
ACH-001496,-0.198087038283
ACH-001500,-0.0848392860548
ACH-001521,-0.0771838145679
ACH-001523,0.0673406503903
ACH-001532,-0.17456677728199999
ACH-001536,-0.511260162192
ACH-001550,-0.18157702457199998
ACH-001552,0.148408895623
ACH-001554,-0.0549531879912
ACH-001645,-0.177322223907
ACH-001654,-0.206105762371
ACH-001715,-0.0673468478616
ACH-001735,-0.052948118121400004
ACH-001736,-0.113104106887
ACH-001737,-0.422274568698
ACH-001740,-0.00434412937473
ACH-001745,0.14766577099
ACH-001750,-0.0786487901493
ACH-001765,-0.123596626904
ACH-001956,-0.20751206247499998
ACH-001957,-0.132237671978
