,ALOXE3 (59344)
ACH-000701,-0.05611558197219999
ACH-000706,-0.089460879102
ACH-000711,-0.110363710172
ACH-000713,-0.432394344804
ACH-000714,-0.34077237677199995
ACH-000718,-0.266990825478
ACH-000720,-0.203616735036
ACH-000721,-0.34513384962099997
ACH-000724,-0.09084017803189999
ACH-000725,0.015096066951600002
ACH-000732,-0.011571389603500001
ACH-000734,-0.19378994708
ACH-000735,-0.268613152399
ACH-000736,0.00803030100298
ACH-000738,-0.24405863175700002
ACH-000746,-0.347902366016
ACH-000747,-0.134789578981
ACH-000748,-0.249097343193
ACH-000753,-0.19477887761
ACH-000756,-0.311002908417
ACH-000757,-0.41213652165700004
ACH-000758,-0.13523943257
ACH-000760,-0.113183494417
ACH-000763,-0.188127002794
ACH-000764,-0.28317016558
ACH-000765,0.18598822924199998
ACH-000766,-0.224448250762
ACH-000767,-0.229698856763
ACH-000768,-0.131974679437
ACH-000769,-0.184509414043
ACH-000770,-0.2442731921
ACH-000771,-0.25006254937
ACH-000773,-0.118778588493
ACH-000776,-0.062095099285599996
ACH-000777,-0.285922022071
ACH-000778,-0.17675167246399998
ACH-000781,-0.304566055098
ACH-000782,0.0226448336687
ACH-000783,-0.14275720103
ACH-000784,-0.113476374351
ACH-000785,-0.0506262869151
ACH-000787,-0.17133625607099998
ACH-000788,-0.18476017396699998
ACH-000791,-0.336671850537
ACH-000792,-0.006922072993439999
ACH-000794,-0.169092070683
ACH-000796,-0.19855963751699998
ACH-000799,0.0777397520925
ACH-000800,-0.309924330001
ACH-000802,-0.155574250405
ACH-000804,-0.150801561776
ACH-000805,0.12989894662999998
ACH-000809,-0.195639681381
ACH-000810,0.283020057155
ACH-000811,-0.358435372534
ACH-000817,-0.0244645240667
ACH-000819,-0.13161891418
ACH-000820,-0.405920692618
ACH-000821,0.080544792358
ACH-000822,-0.100466678658
ACH-000823,-0.123871059164
ACH-000824,-0.131799271217
ACH-000827,-0.182948711164
ACH-000829,-0.318902805272
ACH-000831,-0.0008757385720419999
ACH-000832,-0.22189137353500002
ACH-000833,-0.306722827198
ACH-000834,-0.340797144428
ACH-000835,-0.202512067898
ACH-000836,-0.0871460752939
ACH-000837,-0.333984130902
ACH-000838,-0.19390746211100002
ACH-000839,-0.454985115879
ACH-000840,-0.337839859922
ACH-000841,-0.252136990254
ACH-000843,-0.282274907222
ACH-000846,-0.221128493294
ACH-000847,-0.30626301207400003
ACH-000848,-0.117186066922
ACH-000849,-0.184334304265
ACH-000851,-0.313737356585
ACH-000855,0.0302500645608
ACH-000856,-0.21018573797600001
ACH-000858,-0.247512400655
ACH-000859,-0.141062926054
ACH-000861,-0.39192855585999997
ACH-000862,-0.08953233837860002
ACH-000865,-0.0379751208683
ACH-000866,-0.159972038781
ACH-000867,-0.17004224481199998
ACH-000869,-0.269924514145
ACH-000872,-0.316964437484
ACH-000873,-0.325771342459
ACH-000876,-0.18205478046
ACH-000878,-0.434243660612
ACH-000880,-0.356170296035
ACH-000881,-0.050658020581199996
ACH-000882,-0.0578341107051
ACH-000884,-0.165461661568
ACH-000885,-0.0980834051632
ACH-000887,-0.164665763236
ACH-000888,-0.153156396532
ACH-000889,-0.10029098761800001
ACH-000890,-0.424573693903
ACH-000896,-0.0575033809583
ACH-000898,-0.0795356928174
ACH-000900,-0.15930553674
ACH-000901,-0.15295142404200002
ACH-000905,-0.192285356477
ACH-000906,-0.158882417326
ACH-000907,-0.16294173794199998
ACH-000910,-0.212097529345
ACH-000911,-0.23573827922600002
ACH-000912,-0.17298186271899998
ACH-000913,-0.343057440738
ACH-000915,-0.362882071219
ACH-000916,-0.31869171840300003
ACH-000917,-0.41427458393600003
ACH-000921,-0.104083098769
ACH-000924,-0.175302048682
ACH-000926,-0.286206862257
ACH-000928,-0.152526298864
ACH-000929,-0.6417116954290001
ACH-000932,-0.209379260728
ACH-000935,-0.2711479593
ACH-000936,-0.14393028917
ACH-000937,-0.08217315783189999
ACH-000938,-0.00568478691708
ACH-000939,-0.317210691093
ACH-000941,-0.158033494566
ACH-000943,-0.281345040268
ACH-000946,-0.155367434879
ACH-000947,-0.19010423086599998
ACH-000948,-0.0217721219105
ACH-000950,-0.293936149153
ACH-000953,-0.109169478527
ACH-000957,-0.162422857819
ACH-000958,-0.0588346569646
ACH-000960,-0.0974418182557
ACH-000963,-0.0509378602659
ACH-000968,0.00507295673431
ACH-000969,-0.12670578106
ACH-000973,-0.160013080852
ACH-000974,-0.0563583529675
ACH-000975,-0.0391744340388
ACH-000976,-0.155405102612
ACH-000978,-0.17517252961
ACH-000980,-0.159571522631
ACH-000984,-0.187025452038
ACH-000986,-0.153714031463
ACH-000988,-0.19220421981600003
ACH-000993,-0.311633922341
ACH-000994,-0.208082597948
ACH-000996,-0.313237125563
ACH-001001,-0.15511904915
ACH-001020,-0.363869135863
ACH-001028,-0.0332755215349
ACH-001031,-0.18476395034
ACH-001038,-0.211937927715
ACH-001048,-0.12479409038799999
ACH-001050,-0.21437874162700002
ACH-001053,-0.40809386802000003
ACH-001054,-0.128105996212
ACH-001061,-0.06168779896940001
ACH-001067,-0.145267683295
ACH-001075,-0.090285845898
ACH-001096,-0.22186673460499998
ACH-001128,-0.313823586304
ACH-001134,-0.0593783510045
ACH-001151,-0.22128336301399998
ACH-001163,-0.296936660986
ACH-001164,-0.160858188177
ACH-001173,-0.188874222322
ACH-001183,-0.26464114241500003
ACH-001184,-0.27682422575599996
ACH-001190,-0.44844900548199995
ACH-001192,-0.14538430455499998
ACH-001193,-0.341559899124
ACH-001196,-0.179859310687
ACH-001197,0.080917481866
ACH-001205,-0.08945910481239999
ACH-001211,-0.205858098842
ACH-001212,-0.125370072984
ACH-001228,-0.243238759892
ACH-001232,-0.390881516877
ACH-001239,-0.114124927622
ACH-001274,-0.31928747487799997
ACH-001275,-0.36629811589100003
ACH-001277,-0.48340264310099995
ACH-001278,-0.20521107777199998
ACH-001280,0.155426583059
ACH-001283,-0.1846515198
ACH-001289,-0.20312310021899999
ACH-001295,-0.2087277956
ACH-001300,-0.220654026732
ACH-001301,-0.0449469977945
ACH-001302,-0.26337487747099997
ACH-001303,-0.23896642945799998
ACH-001306,-0.359374917816
ACH-001318,-0.138215347621
ACH-001322,-0.0677958142131
ACH-001328,-0.243505285129
ACH-001332,-0.373138451808
ACH-001333,-0.353277558095
ACH-001336,-0.0494280827135
ACH-001340,-0.187359759554
ACH-001346,-0.153469920678
ACH-001353,-0.223606236025
ACH-001354,-0.37822752359399997
ACH-001367,-0.0110663879293
ACH-001368,-0.156951739756
ACH-001374,-0.057369427928599996
ACH-001375,-0.24545097581099998
ACH-001377,-0.151240341404
ACH-001380,-0.280068758447
ACH-001391,-0.152688268968
ACH-001407,-0.13985760785999998
ACH-001408,-0.22102800667800002
ACH-001413,-0.21096014052200002
ACH-001430,-0.09617739799910001
ACH-001431,-0.36114911596500004
ACH-001450,-0.137384559809
ACH-001496,-0.11836094954700001
ACH-001500,-0.043016181200900006
ACH-001521,-0.21717022692899998
ACH-001523,0.029259519427400002
ACH-001532,-0.124030780481
ACH-001536,-0.126815772537
ACH-001550,-0.07035549310719999
ACH-001552,-0.256495089455
ACH-001554,-0.11899850356200001
ACH-001645,0.057438384036
ACH-001654,-0.144330509405
ACH-001715,-0.33759238532499997
ACH-001735,-0.181666521303
ACH-001736,-0.0645027046981
ACH-001737,-0.56249976272
ACH-001740,-0.10114026953199999
ACH-001745,-0.203648359386
ACH-001750,-0.345317279904
ACH-001765,-0.179135664322
ACH-001956,-0.102289516919
ACH-001957,-0.11271926009299998
