,YARS2 (51067)
ACH-001496,-1.7934442970400002
ACH-001500,-1.5945572403900001
ACH-001521,-1.56678000387
ACH-001523,-1.82185982482
ACH-001532,-1.19987871431
ACH-001536,-0.977423879971
ACH-001550,-1.71979788715
ACH-001552,-1.02402568623
ACH-001554,-1.5684356849
ACH-001645,-1.3388190550299999
ACH-001654,-1.51530011602
ACH-001715,-1.24325540874
ACH-001735,-1.3359404526899998
ACH-001736,-1.49987497854
ACH-001737,-1.47889469865
ACH-001740,-1.25444130491
ACH-001745,-1.2905315668200001
ACH-001750,-1.36972463558
ACH-001765,-1.6237078385
ACH-001956,-0.920631837311
ACH-001957,-1.25527851775
