,AATF (26574)
ACH-000837,-0.845051269332
ACH-000838,-0.640110045882
ACH-000839,-0.947989425081
ACH-000840,-0.655167535544
ACH-000841,-0.741825954231
ACH-000843,-0.6052619841179999
ACH-000846,-0.7824923356829999
ACH-000847,-0.525672178923
ACH-000848,-0.694885943437
ACH-000849,-0.45931574064099995
ACH-000851,-0.597560176165
ACH-000855,-1.03332288704
ACH-000856,-0.722073222889
ACH-000858,-0.591491781289
ACH-000859,-0.902215281708
ACH-000861,-0.4546445111
ACH-000862,-0.8371921495319999
ACH-000865,-0.46712517397
ACH-000866,-0.565422509865
ACH-000867,-0.375259426949
ACH-000869,-0.592549014869
ACH-000872,-0.516034701789
ACH-000873,-0.70558558127
ACH-000876,-0.896291406541
ACH-000878,-0.37053905760600003
ACH-000880,-0.617045752707
ACH-000881,-0.785693272376
ACH-000882,-0.615716946072
ACH-000884,-0.8770618701189999
ACH-000885,-0.782912698808
ACH-000887,-0.577347879038
ACH-000888,-0.666622564438
ACH-000889,-0.43313030530900004
ACH-000890,-0.583977665191
ACH-000896,-0.623100936275
ACH-000898,-0.5682339011850001
ACH-000900,-0.737702720126
ACH-000901,-0.497839269011
ACH-000905,-0.452769805608
ACH-000906,-0.640544139141
ACH-000907,-0.913924602775
ACH-000910,-0.512370915123
ACH-000911,-0.549455953069
ACH-000912,-0.593643102472
ACH-000913,-0.56614266337
ACH-000915,-0.431738307745
ACH-000916,-0.884491488982
ACH-000917,-1.06465670884
ACH-000921,-0.737909317544
ACH-000924,-0.640382474235
ACH-000926,-0.567674736536
ACH-000928,-0.626769933119
ACH-000929,-0.424575161362
ACH-000932,-0.608159538569
ACH-000935,-0.9684657823980001
ACH-000936,-0.7344177861419999
ACH-000937,-0.45141696605
ACH-000938,-0.651033236198
ACH-000939,-0.662217566018
ACH-000941,-0.608517721715
ACH-000943,-0.551979038801
ACH-000946,-0.704486354785
ACH-000947,-0.476774911545
ACH-000948,-0.45070306053000003
ACH-000950,-0.990169565753
ACH-000953,-0.500255108226
ACH-000957,-0.801712578498
ACH-000958,-0.903974360385
ACH-000960,-0.62564135252
ACH-000963,-0.5140628522249999
ACH-000968,-0.748051087462
ACH-000969,-0.805961662859
ACH-000973,-0.878328305982
ACH-000974,-0.7417178782160001
ACH-000975,-0.965175589395
ACH-000976,-0.662440314327
ACH-000978,-0.8090391707369999
ACH-000980,-0.758447759668
ACH-000984,-0.88570919843
ACH-000986,-0.788175188668
ACH-000988,-0.628954967126
ACH-000993,-0.7002523901700001
ACH-000994,-0.70674996233
ACH-000996,-0.798913598336
ACH-001001,-0.580780503202
ACH-001020,-0.297118571191
ACH-001028,-0.5252754393
ACH-001031,-0.581858335967
ACH-001038,-0.561001673383
ACH-001048,-0.6860687623080001
ACH-001050,-0.700943707721
ACH-001053,-0.38837159771799995
ACH-001054,-0.658016561616
ACH-001061,-0.77263151028
ACH-001067,-0.63708840907
ACH-001075,-0.440758492508
ACH-001096,-0.552791431706
ACH-001128,-0.634939971808
ACH-001134,-0.753940894059
ACH-001151,-0.577282102416
ACH-001163,-0.581467130095
ACH-001164,-0.855926381499
ACH-001173,-0.618307911433
ACH-001183,-0.536392845867
ACH-001184,-0.669353258251
ACH-001190,-0.6359302699180001
ACH-001192,-0.6013690967140001
ACH-001193,-0.615414641887
ACH-001196,-0.651703169294
ACH-001197,-0.450773634875
ACH-001205,-0.657003335961
ACH-001211,-0.6017231010849999
ACH-001212,-0.752365107388
ACH-001228,-0.44467277084299994
ACH-001232,-0.902014186801
ACH-001239,-0.6449825043890001
ACH-001274,-0.655182121866
ACH-001275,-0.814306146363
ACH-001277,-0.509941089735
ACH-001278,-0.851087060126
ACH-001280,-0.532476631277
ACH-001283,-0.391276742431
ACH-001289,-1.0616740352
ACH-001295,-0.619585291298
ACH-001300,-0.656910505945
ACH-001301,-0.780621145397
ACH-001302,-0.709847868783
ACH-001303,-0.582743219445
ACH-001306,-0.758123725356
ACH-001318,-0.7350640789399999
ACH-001322,-0.926688554595
ACH-001328,-0.465106846719
ACH-001332,-0.892888292051
ACH-001333,-0.743321310486
ACH-001336,-0.604731045485
ACH-001340,-0.597702085662
ACH-001346,-0.674745530195
ACH-001353,-0.7139782340199999
ACH-001354,-0.6715397410100001
ACH-001367,-0.577963402026
ACH-001368,-0.543116602746
ACH-001374,-0.712920529438
ACH-001375,-0.464832393765
ACH-001377,-0.708133800656
ACH-001380,-0.499793982794
ACH-001391,-0.47407684782
ACH-001407,-0.620056974696
ACH-001408,-0.532034704047
ACH-001413,-0.710012628409
ACH-001430,-0.7567663622840001
ACH-001431,-0.582625709448
ACH-001450,-0.835482309468
ACH-001496,-0.8573365591590001
ACH-001500,-0.86347614662
ACH-001521,-0.636385691837
ACH-001523,-0.680661942998
ACH-001532,-0.564723984309
ACH-001536,-0.43419405115500004
ACH-001550,-0.8496536336470001
ACH-001552,-1.09658813192
ACH-001554,-0.7939436461820001
ACH-001645,-0.971988973633
ACH-001654,-0.5481964176430001
ACH-001715,-0.365625748864
ACH-001735,-0.642979857168
ACH-001736,-0.6295883401269999
ACH-001737,-0.08652457521500001
ACH-001740,-0.416226000469
ACH-001745,-0.345089335722
ACH-001750,-0.928591305746
ACH-001765,-0.38881904620499996
ACH-001956,-0.572451322335
ACH-001957,-0.562697373416
