,MRPS18A (55168)
ACH-000352,-0.639409412322
ACH-000356,-0.684951931557
ACH-000361,-0.219859431297
ACH-000362,-0.18041824426800002
ACH-000363,-0.5057342623759999
ACH-000364,-0.52163682135
ACH-000365,-0.693414285845
ACH-000366,-0.414121818112
ACH-000368,-0.502023386561
ACH-000374,-0.7290215042939999
ACH-000375,-0.607019519973
ACH-000376,-0.7911798095839999
ACH-000381,-0.664138218445
ACH-000383,-0.512291589362
ACH-000387,-0.420887134138
ACH-000389,-0.21459005813999998
ACH-000390,-0.40570505546499996
ACH-000393,-0.152833184189
ACH-000395,-0.593146059291
ACH-000397,-0.225930531307
ACH-000401,-0.396270292278
ACH-000402,-0.35981841020000005
ACH-000403,-0.290222760416
ACH-000404,-0.555528700045
ACH-000406,-0.529960049157
ACH-000407,-0.4716309550399999
ACH-000408,-0.456641090766
ACH-000410,-0.556329332563
ACH-000411,-0.314058015249
ACH-000414,-0.527388795614
ACH-000415,-0.607127683596
ACH-000416,-0.420337815388
ACH-000420,-0.295530752895
ACH-000421,-0.329527273216
ACH-000424,-0.616389605852
ACH-000425,-0.387915092353
ACH-000426,-0.328000632815
ACH-000427,-0.687396499079
ACH-000433,-0.315162172182
ACH-000436,-0.24973578871899998
ACH-000444,-0.540275192113
ACH-000445,-0.48031824147299995
ACH-000448,-0.590028038411
ACH-000450,-0.947944520554
ACH-000452,-0.575544962516
ACH-000454,-0.971970529438
ACH-000458,-0.9269765333650001
ACH-000459,-1.10524255986
ACH-000460,-0.554129322657
ACH-000461,-0.879782207906
ACH-000463,-0.296169096427
ACH-000464,-0.38746419252400005
ACH-000466,-0.5637020707029999
ACH-000467,-1.07412362255
ACH-000468,-0.358316720149
ACH-000469,-0.6731631818170001
ACH-000470,-0.524158890448
ACH-000471,-0.24140379121999997
ACH-000472,-0.582127072274
ACH-000473,-0.666581594414
ACH-000475,-0.466264415854
ACH-000476,-0.596951513979
ACH-000477,-0.798152590349
ACH-000480,-0.830208973381
ACH-000481,-0.402641863082
ACH-000483,-0.7747305966399999
ACH-000484,-0.45919417134499996
ACH-000485,-0.24749203468199998
ACH-000486,-0.561800934387
ACH-000487,-0.569447662725
ACH-000488,-0.47125708054300003
ACH-000490,-0.530585611464
ACH-000491,-0.637040158486
ACH-000495,-0.229801700715
ACH-000496,-0.266736091249
ACH-000499,-0.361515194013
ACH-000500,-0.8033732615989999
ACH-000502,-0.264577542718
ACH-000503,-0.9171554792919999
ACH-000505,-0.42538095170400003
ACH-000507,-0.49608333379299996
ACH-000510,-0.500887236663
ACH-000511,-0.30410372167599997
ACH-000512,-0.7475678317209999
ACH-000516,-0.484060952908
ACH-000517,-0.512025294888
ACH-000518,-0.555882158762
ACH-000520,-0.24920991152199998
ACH-000521,-0.6330260076349999
ACH-000522,-0.462325638908
ACH-000524,-0.6121291653
ACH-000527,-0.5962565564810001
ACH-000528,-0.59792538305
ACH-000537,-0.666275694711
ACH-000541,-0.731666991599
ACH-000542,-0.526515986673
ACH-000544,-0.841382745313
ACH-000545,-0.838517857061
ACH-000547,-0.788075204112
ACH-000548,-0.503422848619
ACH-000549,-0.46274651056500005
ACH-000550,-0.42546993247500003
ACH-000552,-0.823842893215
ACH-000556,-0.5563076439419999
ACH-000557,-0.28544186959600004
ACH-000570,-0.552430946266
ACH-000571,-0.40506517658200003
ACH-000573,-0.702044114532
ACH-000576,-0.543023913851
ACH-000580,-0.389105067751
ACH-000584,-0.548406615308
ACH-000585,-0.559126906572
ACH-000588,-0.724316686966
ACH-000589,-0.627835783839
ACH-000591,-0.5084017200990001
ACH-000593,-0.664634196388
ACH-000600,-0.438373865832
ACH-000601,-0.475356340572
ACH-000604,-0.43760319685800003
ACH-000605,-0.526500236162
ACH-000606,-0.569162001562
ACH-000608,-0.488879129052
ACH-000614,-0.741278002102
ACH-000616,-0.427539417459
ACH-000618,-0.699432680792
ACH-000619,-0.8931334087549999
ACH-000620,-0.595909696074
ACH-000621,-0.700043896213
ACH-000622,-0.445827725449
ACH-000623,-0.371013066836
ACH-000624,-0.552463709284
ACH-000627,-0.380733831866
ACH-000630,-0.6802636961730001
ACH-000632,-0.305814596484
ACH-000633,-0.7593937422210001
ACH-000637,-0.539174854568
ACH-000638,-0.540650690837
ACH-000646,-0.562042750347
ACH-000647,-0.7728874565880001
ACH-000648,-0.7356332958740001
ACH-000649,-0.580234151636
ACH-000651,-0.924420893677
ACH-000652,-0.7370536294650001
ACH-000653,-0.473647900288
ACH-000657,-0.651789425103
ACH-000658,-0.638511212747
ACH-000661,-0.863013530982
ACH-000662,-0.831662767993
ACH-000663,-0.550505305327
ACH-000665,-0.37842310026500003
ACH-000671,-0.8096034642669999
ACH-000673,-0.30696264657600003
ACH-000676,-0.671572392251
ACH-000677,-1.16900702534
ACH-000681,-0.718663344161
ACH-000682,-0.496090750987
ACH-000683,-0.6844764741060001
ACH-000684,-0.282786194309
ACH-000688,-0.40217037970700004
ACH-000693,-0.541073406626
ACH-000694,-0.628936646363
ACH-000695,-0.621820024884
ACH-000696,-0.575974104083
ACH-000697,-0.414224948587
ACH-000699,-0.672820677595
ACH-000701,-0.814882278778
ACH-000706,-0.748067805793
ACH-000711,-0.577440906249
ACH-000713,-0.641626498587
ACH-000714,-0.13521738154100002
ACH-000718,-0.46726552230400004
ACH-000720,-0.6193613042989999
ACH-000721,-0.6449932413830001
ACH-000724,-0.423272746731
ACH-000725,-0.597798844721
ACH-000732,-0.653099565975
ACH-000734,-0.754770429975
ACH-000735,-0.497748665313
ACH-000736,-0.516272343359
ACH-000738,-0.8851873898929999
ACH-000746,-0.757990632244
ACH-000747,-0.563859018685
ACH-000748,-0.585143673164
ACH-000753,-0.7022352549969999
ACH-000756,-0.482079116987
ACH-000757,-0.473320567338
ACH-000758,-0.7353175377600001
ACH-000760,-0.281421252259
ACH-000763,-0.596627248682
ACH-000764,-0.770702719874
ACH-000765,-0.60907740533
ACH-000766,-0.6542129151
ACH-000767,-0.993502974618
ACH-000768,-0.49310005052
ACH-000769,-0.5794090545939999
ACH-000770,-0.56078875456
ACH-000771,-0.610123262633
ACH-000773,-0.335948093637
ACH-000776,-0.537561163965
ACH-000777,-0.737486034418
ACH-000778,-0.5606925669
ACH-000781,-0.6201352212510001
ACH-000782,-0.620710155987
ACH-000783,-0.27620063672600004
ACH-000784,-0.7245681609739999
ACH-000785,-0.39775008291
ACH-000787,-0.640592612622
ACH-000788,-0.365589360979
ACH-000791,-0.488304030879
ACH-000792,-0.31196940377300003
ACH-000794,-0.34419293444300003
ACH-000796,-0.49275225320200006
ACH-000799,-0.629047403093
ACH-000800,-0.8970941505490001
ACH-000802,-0.7424844548999999
ACH-000804,-0.7452947812
ACH-000805,-0.526258922994
ACH-000809,-0.597288907496
ACH-000810,-0.6915737730949999
ACH-000811,-0.49764955691000007
ACH-000817,-0.551089469187
ACH-000819,-0.583146677812
ACH-000820,-0.660002739371
ACH-000821,-0.660081978267
ACH-000822,-0.397734110875
ACH-000823,-0.635196189994
ACH-000824,-0.182642240252
ACH-000827,-0.450506138087
ACH-000829,-0.357030650113
ACH-000831,-0.675095256247
ACH-000832,-0.5843884567759999
ACH-000833,-0.668496350112
ACH-000834,-0.690945186495
ACH-000835,-0.805718979549
ACH-000836,-0.5688581756050001
ACH-000837,-0.763988163035
ACH-000838,-0.43582241101999997
ACH-000839,-0.42948106393299995
ACH-000840,-0.6219989783209999
ACH-000841,-0.36867637336
ACH-000843,-0.81076722865
ACH-000846,-0.430423852944
ACH-000847,-0.7780414928380001
ACH-000848,-0.667102382773
ACH-000849,-0.6922949463760001
ACH-000851,-0.546323700856
ACH-000855,-1.12451624041
ACH-000856,-0.6072253251199999
ACH-000858,-0.573874866861
ACH-000859,-0.299820421947
ACH-000861,-0.557960316785
ACH-000862,-0.903498748203
ACH-000865,-0.8259441428859999
ACH-000866,-0.620779664151
ACH-000867,-0.484667257575
ACH-000869,-0.31641113274099997
ACH-000872,-0.635895343122
ACH-000873,-0.961614227868
ACH-000876,-0.788448991392
ACH-000878,-1.07618966279
ACH-000880,-0.707107763645
ACH-000881,-0.596851529525
ACH-000882,-0.556288124943
ACH-000884,-0.468829616996
ACH-000885,-0.639092107044
ACH-000887,-0.54763414656
ACH-000888,-0.737361534587
ACH-000889,-0.6739899226980001
ACH-000890,-0.211523097597
ACH-000896,-0.468552377179
ACH-000898,-0.883984937844
ACH-000900,-0.691288305113
ACH-000901,-0.596485167781
ACH-000905,-0.7938305872499999
ACH-000906,-0.7056167867049999
ACH-000907,-0.648256844512
ACH-000910,-0.881583469214
ACH-000911,-0.49838530080399995
ACH-000912,-0.532225340319
ACH-000913,-0.572957843688
ACH-000915,-0.731457499121
ACH-000916,-0.5319024021500001
ACH-000917,-0.559534916697
ACH-000921,-0.7367865341509999
ACH-000924,-0.8274383855859999
ACH-000926,-0.330191390912
ACH-000928,-0.697652495589
ACH-000929,-0.770310370361
ACH-000932,-0.672141357708
ACH-000935,-0.8623223208499999
ACH-000936,-0.797269888858
ACH-000937,-0.5551317019399999
ACH-000938,-0.6921853260609999
ACH-000939,-0.378321214459
ACH-000941,-0.638822236029
ACH-000943,-0.886154145691
ACH-000946,-0.560435841911
ACH-000947,-0.8059649796960001
ACH-000948,-0.658253442499
ACH-000950,-0.54320864324
ACH-000953,-0.29441382905200003
ACH-000957,-0.46822506883500004
ACH-000958,-0.603564856989
ACH-000960,-0.347285020065
ACH-000963,-0.7432422363339999
ACH-000968,-0.833909115808
ACH-000969,-0.604011751951
ACH-000973,-0.752746677517
ACH-000974,-0.7216408307619999
ACH-000975,-0.696607287518
ACH-000976,-0.603175215862
ACH-000978,-0.46423711928499994
ACH-000980,-0.638629597657
ACH-000984,-0.5581833155120001
ACH-000986,-0.5281579382399999
ACH-000988,-0.429030115168
ACH-000993,-0.301799227896
ACH-000994,-0.854205549677
ACH-000996,-0.5465555961949999
ACH-001001,-0.44269412735799996
ACH-001020,-0.633952245344
ACH-001028,-0.642579370033
ACH-001031,-0.678006537035
ACH-001038,-0.9584691558399999
ACH-001048,-0.46322858630900005
ACH-001050,-0.180827104286
ACH-001053,-0.609435638315
ACH-001054,-0.587353933609
ACH-001061,-0.724540869574
ACH-001067,-0.42916842102799996
ACH-001075,-0.726548926423
ACH-001096,-0.687441577216
ACH-001128,-0.457195143564
ACH-001134,-0.45578396745899996
ACH-001151,-0.38512251325999997
ACH-001163,-0.8008818443790001
ACH-001164,-0.622431741491
ACH-001173,-0.687722919604
ACH-001183,-0.656514211738
ACH-001184,-0.5943152159080001
ACH-001190,-0.624354973941
ACH-001192,-0.39591435140500003
ACH-001193,-0.657822074091
ACH-001196,-0.859951333635
ACH-001197,-0.488209118443
ACH-001205,-0.569496620668
ACH-001211,-0.440746359665
ACH-001212,-0.579809324536
ACH-001228,-0.317256600863
ACH-001232,-0.458711132978
ACH-001239,-0.7192618958399999
ACH-001274,-0.384875941725
ACH-001275,-0.675938827328
ACH-001277,-0.456255778951
ACH-001278,-0.7156091709360001
ACH-001280,-0.502050572649
ACH-001283,-0.388077714745
ACH-001289,-0.254574781776
ACH-001295,-0.12322901313
ACH-001300,-0.43424712911799995
ACH-001301,-0.571632037702
ACH-001302,-0.340273420911
ACH-001303,-0.543899805041
ACH-001306,-0.495143219297
ACH-001318,-0.916421841331
ACH-001322,-0.7996504133419999
ACH-001328,-0.5751832040179999
ACH-001332,-0.330021457415
ACH-001333,-0.45978225283
ACH-001336,-0.5697701154020001
ACH-001340,-0.373952317472
ACH-001346,-0.6697388261399999
ACH-001353,-0.3503220065
ACH-001354,-0.8305043493080001
ACH-001367,-0.716179245725
ACH-001368,-0.647505782103
ACH-001374,-0.235510303779
ACH-001375,-0.36024327229
ACH-001377,-0.663527093171
ACH-001380,-0.67196469733
ACH-001391,-0.437241069027
ACH-001407,-0.656286105339
ACH-001408,-0.572785116378
ACH-001413,-0.45055230868
ACH-001430,-0.250818797732
ACH-001431,-0.23060820049199998
ACH-001450,-0.836849477251
ACH-001496,-0.9023702692990001
ACH-001500,-0.769038417915
ACH-001521,-0.38345024841700004
ACH-001523,-0.749478698662
ACH-001532,-0.561093933435
ACH-001536,-0.188928091347
ACH-001550,-0.6793426487049999
ACH-001552,-0.644524506613
ACH-001554,-0.641040827922
ACH-001645,-0.44219429653399994
ACH-001654,-0.686680118405
ACH-001715,-0.40581492582900003
ACH-001735,-0.47495538622
ACH-001736,-0.131861107975
ACH-001737,-0.217867014084
ACH-001740,-0.371347796093
ACH-001745,-0.47802360785400005
ACH-001750,-0.397180546611
ACH-001765,-0.6634732927520001
ACH-001956,-0.197826120678
ACH-001957,-0.444622175035
