,GTF2B (2959)
ACH-000322,-1.32733501912
ACH-000323,-1.4421262509600001
ACH-000324,-1.24775227962
ACH-000329,-1.19679219123
ACH-000330,-1.11331000756
ACH-000331,-1.35938008034
ACH-000332,-1.37811354062
ACH-000334,-1.8137617313699999
ACH-000335,-1.3144416971
ACH-000336,-1.3907512489200002
ACH-000337,-1.54638816153
ACH-000339,-1.3575390015399997
ACH-000341,-1.3667985341600002
ACH-000348,-1.4297736159799999
ACH-000350,-1.4090389582299998
ACH-000352,-1.53950611875
ACH-000356,-1.7466539327000001
ACH-000361,-1.6524058619400002
ACH-000362,-1.5186311361700002
ACH-000363,-1.6876249431099999
ACH-000364,-1.4690930453600002
ACH-000365,-1.51724313977
ACH-000366,-1.69917092495
ACH-000368,-1.29147746196
ACH-000374,-1.26192967941
ACH-000375,-1.21318115326
ACH-000376,-1.2237128604
ACH-000381,-1.33443541693
ACH-000383,-1.64006257632
ACH-000387,-1.11402924055
ACH-000389,-1.27116450816
ACH-000390,-1.8593008158500002
ACH-000393,-1.79136540449
ACH-000395,-0.948722751855
ACH-000397,-1.2777025539700002
ACH-000401,-1.20268040572
ACH-000402,-1.42870412273
ACH-000403,-1.7826685348
ACH-000404,-1.35552606639
ACH-000406,-1.3962067275999999
ACH-000407,-1.36215661342
ACH-000408,-1.2843796992799998
ACH-000410,-1.31081053013
ACH-000411,-1.31170972761
ACH-000414,-1.31426794779
ACH-000415,-1.26340078448
ACH-000416,-1.15308836957
ACH-000420,-1.3519816306
ACH-000421,-1.33927658168
ACH-000424,-1.3360526447399999
ACH-000425,-1.3621694347600002
ACH-000426,-1.4940006887900001
ACH-000427,-1.56742603669
ACH-000433,-1.37522396046
ACH-000436,-1.3953865074399998
ACH-000444,-1.22232877424
ACH-000445,-1.59486659777
ACH-000448,-1.3534377542899998
ACH-000450,-1.27593652263
ACH-000452,-1.45690497435
ACH-000454,-1.10909875185
ACH-000458,-1.4135170370200003
ACH-000459,-1.1424121666
ACH-000460,-1.46094426199
ACH-000461,-1.54083087454
ACH-000463,-1.20894435695
ACH-000464,-1.41015237699
ACH-000466,-1.56676885442
ACH-000467,-1.5391342013
ACH-000468,-1.7385147267299998
ACH-000469,-1.3793109866
ACH-000470,-1.5572370225799999
ACH-000471,-1.7223870709
ACH-000472,-1.52526786405
ACH-000473,-1.4607603882700002
ACH-000475,-1.39153451717
ACH-000476,-1.4137407850100001
ACH-000477,-1.56383716959
ACH-000480,-1.48480300188
ACH-000481,-1.71388231273
ACH-000483,-1.6186544136
ACH-000484,-1.3128048329000002
ACH-000485,-1.31007374234
ACH-000486,-1.3886487292299998
ACH-000487,-1.5543605429799998
ACH-000488,-1.40442236242
ACH-000490,-1.5954263753
ACH-000491,-1.4299881555399998
ACH-000495,-1.3412764433
ACH-000496,-1.4865434314500001
ACH-000499,-1.2463405944600001
ACH-000500,-1.7100330330899998
ACH-000502,-1.3647065684900002
ACH-000503,-0.955567949496
ACH-000505,-1.4962541504499998
ACH-000507,-1.42873996146
ACH-000510,-1.38815707574
ACH-000511,-1.3192191002200002
ACH-000512,-1.3345835022900001
ACH-000516,-1.27404278264
ACH-000517,-1.6084433302599999
ACH-000518,-1.3636087457600001
ACH-000520,-1.6199549900299999
ACH-000521,-1.2695943648999999
ACH-000522,-1.0953641677600001
ACH-000524,-1.6043593746
ACH-000527,-1.31667270219
ACH-000528,-1.20458182678
ACH-000537,-1.3504223335699999
ACH-000541,-1.3985238538
ACH-000542,-1.2717306017899999
ACH-000544,-1.05448891925
ACH-000545,-1.2181414263700001
ACH-000547,-1.2287960291
ACH-000548,-0.911704979207
ACH-000549,-1.22442440556
ACH-000550,-1.2922971206
ACH-000552,-1.2798892495899998
ACH-000556,-1.26765846969
ACH-000557,-1.67121048581
ACH-000570,-1.43192769942
ACH-000571,-1.44725170679
ACH-000573,-1.0814857234100002
ACH-000576,-1.5071184955599999
ACH-000580,-1.2900801281799998
ACH-000584,-1.18736345275
ACH-000585,-1.3253152070899998
ACH-000588,-1.4144827985100001
ACH-000589,-1.07931362579
ACH-000591,-1.27594142566
ACH-000593,-1.4872393593900002
ACH-000600,-1.3360584005399998
ACH-000601,-1.51495272855
ACH-000604,-1.4831502391999998
ACH-000605,-1.4431181206200001
ACH-000606,-1.2548386826200002
ACH-000608,-1.6201499816100002
ACH-000614,-1.34917559366
ACH-000616,-1.15143331439
ACH-000618,-1.4930088060799998
ACH-000619,-1.28575575297
ACH-000620,-1.5170949822400002
ACH-000621,-1.59201090698
ACH-000622,-1.49293323526
ACH-000623,-1.40717225042
ACH-000624,-1.4944361668700001
ACH-000627,-1.2426576949500001
ACH-000630,-1.10701821171
ACH-000632,-1.26499303083
ACH-000633,-1.45103774979
ACH-000637,-1.17030972288
ACH-000638,-1.32815963055
ACH-000646,-1.7283160482
ACH-000647,-1.3672578799200001
ACH-000648,-1.16991619638
ACH-000649,-1.308987914
ACH-000651,-1.60093350804
ACH-000652,-1.62516489982
ACH-000653,-1.41173399333
ACH-000657,-1.4036760880899999
ACH-000658,-1.3862375685100001
ACH-000661,-1.3358036305299998
ACH-000662,-1.45267352486
ACH-000663,-1.00411108017
ACH-000665,-1.26999292922
ACH-000671,-1.3853322769299998
ACH-000673,-1.5131839869400001
ACH-000676,-1.0376359153899999
ACH-000677,-1.46845726212
ACH-000681,-1.5875515995299998
ACH-000682,-1.37274791054
ACH-000683,-1.49655587334
ACH-000684,-1.3880217238499999
ACH-000688,-1.6801000642100001
ACH-000693,-1.39238571636
ACH-000694,-1.35821825868
ACH-000695,-1.57367525173
ACH-000696,-1.35712635032
ACH-000697,-1.5015672610600002
ACH-000699,-1.2595499832100001
ACH-000701,-1.22057342292
ACH-000706,-1.19903252042
ACH-000711,-1.1160848853899998
ACH-000713,-1.2045762063299998
ACH-000714,-1.67860453121
ACH-000718,-1.2512333844499999
ACH-000720,-1.1968770904700001
ACH-000721,-1.4086301889500001
ACH-000724,-1.59637130831
ACH-000725,-1.8422248708200002
ACH-000732,-1.26034867869
ACH-000734,-1.44505659241
ACH-000735,-1.26611554902
ACH-000736,-1.4413474458000002
ACH-000738,-1.2247254918600001
ACH-000746,-1.6776437403
ACH-000747,-1.1623940511700002
ACH-000748,-1.7004047181400002
ACH-000753,-1.2031239019
ACH-000756,-1.5432858601
ACH-000757,-1.3551723621599998
ACH-000758,-1.2103848557799999
ACH-000760,-1.28145093111
ACH-000763,-1.61685256093
ACH-000764,-1.48077967794
ACH-000765,-1.1655153518999999
ACH-000766,-1.4043733313999998
ACH-000767,-1.7812295542200003
ACH-000768,-1.35583789042
ACH-000769,-1.61240497611
ACH-000770,-1.48933269511
ACH-000771,-1.29960854049
ACH-000773,-1.45834777382
ACH-000776,-1.36637831447
ACH-000777,-1.18424137477
ACH-000778,-1.44176842595
ACH-000781,-1.25633291927
ACH-000782,-0.8718656531739999
ACH-000783,-1.8204240508099998
ACH-000784,-1.42301709789
ACH-000785,-1.93745415528
ACH-000787,-1.29716309074
ACH-000788,-1.40165536734
ACH-000791,-1.53247655292
ACH-000792,-1.1589683700700002
ACH-000794,-1.34440508701
ACH-000796,-1.57799420859
ACH-000799,-1.49145689816
ACH-000800,-1.37189814731
ACH-000802,-1.25530898264
ACH-000804,-1.48501486409
ACH-000805,-1.57581726118
ACH-000809,-1.29192826202
ACH-000810,-1.11265315865
ACH-000811,-1.5769752747499999
ACH-000817,-1.5979965672
ACH-000819,-1.32732372623
ACH-000820,-1.39282710176
ACH-000821,-1.30758777094
ACH-000822,-1.53530907988
ACH-000823,-1.28767036808
ACH-000824,-1.33883581684
ACH-000827,-1.36111930304
ACH-000829,-1.64442384262
ACH-000831,-1.28850057236
ACH-000832,-1.44837879711
ACH-000833,-1.33981962614
ACH-000834,-1.52999916496
ACH-000835,-1.25449047339
ACH-000836,-0.9660130185340001
ACH-000837,-1.14404589406
ACH-000838,-1.75462799251
ACH-000839,-1.09168671507
ACH-000840,-1.19739699596
ACH-000841,-1.22398600031
ACH-000843,-1.10097283073
ACH-000846,-1.23685605115
ACH-000847,-1.12545687021
ACH-000848,-1.5668808772999998
ACH-000849,-1.37214677318
ACH-000851,-1.5635220578100002
ACH-000855,-1.04481042098
ACH-000856,-1.4085274464300002
ACH-000858,-1.20812576334
ACH-000859,-1.1935614927200002
ACH-000861,-1.48859200497
ACH-000862,-1.10144195181
ACH-000865,-1.3408236285100001
ACH-000866,-1.49593864475
ACH-000867,-1.41723493764
ACH-000869,-1.49115880914
ACH-000872,-1.25411274955
ACH-000873,-0.904571987536
ACH-000876,-1.68251713101
ACH-000878,-1.4055339087799998
ACH-000880,-1.3656139994499998
ACH-000881,-1.35782409396
ACH-000882,-1.1719008336499999
ACH-000884,-1.3847905810299999
ACH-000885,-1.5339168960799998
ACH-000887,-1.36511875449
ACH-000888,-1.47955226185
ACH-000889,-1.3311387826
ACH-000890,-1.45341831246
ACH-000896,-1.3890111728499999
ACH-000898,-1.6944515242200002
ACH-000900,-1.4314914009600002
ACH-000901,-1.39751815789
ACH-000905,-1.50803988013
ACH-000906,-1.32627278468
ACH-000907,-1.3771702778900001
ACH-000910,-1.42235763617
ACH-000911,-1.4788876302399998
ACH-000912,-1.13289354286
ACH-000913,-1.1990124947399998
ACH-000915,-1.3678066445200001
ACH-000916,-1.45701884055
ACH-000917,-1.4194841585299998
ACH-000921,-1.04667904815
ACH-000924,-1.50341454222
ACH-000926,-1.52104696684
ACH-000928,-1.53411613317
ACH-000929,-1.5217282014700002
ACH-000932,-1.5694926235299997
ACH-000935,-1.2945543605299998
ACH-000936,-1.15351386257
ACH-000937,-1.4071621035
ACH-000938,-1.4456979304799997
ACH-000939,-0.757845404967
ACH-000941,-1.2253313134700001
ACH-000943,-1.4999074941600001
ACH-000946,-1.4041124301299999
ACH-000947,-1.3011330078899999
ACH-000948,-1.28781867142
ACH-000950,-0.954250965296
ACH-000953,-1.49750599181
ACH-000957,-1.3447326655
ACH-000958,-1.24184856932
ACH-000960,-1.4633301895700002
ACH-000963,-1.1358903685500001
ACH-000968,-1.2407151471200002
ACH-000969,-1.1486746086
ACH-000973,-1.45119881421
ACH-000974,-1.4515015827899997
ACH-000975,-1.6361728904
ACH-000976,-1.44667660799
ACH-000978,0.12562024144099998
ACH-000980,-1.35798494611
ACH-000984,-1.38592964159
ACH-000986,-1.3128744237299999
ACH-000988,-1.30443142524
ACH-000993,-1.13403681765
ACH-000994,-1.22224558499
ACH-000996,-1.41679219812
ACH-001001,-1.6094479768
ACH-001020,-1.15642872222
ACH-001028,-1.2725994602600001
ACH-001031,-1.3094642462100001
ACH-001038,-1.5008669378200001
ACH-001048,-1.4809306345700002
ACH-001050,-1.31711827539
ACH-001053,-1.36447181496
ACH-001054,-1.35966462406
ACH-001061,-1.16076471325
ACH-001067,-1.37577734965
ACH-001075,-1.13085411822
ACH-001096,-1.39126890188
ACH-001128,-0.42319376097499994
ACH-001134,-1.4681686402
ACH-001151,-1.43582740291
ACH-001163,-1.14981449521
ACH-001164,-1.79044077303
ACH-001173,-1.30589914309
ACH-001183,-1.3444437374200002
ACH-001184,-1.60356692018
ACH-001190,-1.37571064021
ACH-001192,-1.32185993515
ACH-001193,-1.08616829209
ACH-001196,-1.46362291745
ACH-001197,-1.54139784737
ACH-001205,-1.5443429844499998
ACH-001211,-1.4141495563799997
ACH-001212,-1.2532475515000001
ACH-001228,-1.3688863563100002
ACH-001232,-1.37126775438
ACH-001239,-1.5354167177200002
ACH-001274,-1.5001595890700001
ACH-001275,-1.2206695057299999
ACH-001277,-1.35952889064
ACH-001278,-1.24177893954
ACH-001280,-1.66677480316
ACH-001283,-1.5438392827399998
ACH-001289,-1.43410681731
ACH-001295,-1.52507283108
ACH-001300,-1.5569867002899997
ACH-001301,-1.5364404938999998
ACH-001302,-1.4607858470100001
ACH-001303,-1.08394669911
ACH-001306,-1.2103891813
ACH-001318,-1.16159973383
ACH-001322,-1.37224585875
ACH-001328,-1.31583172286
ACH-001332,-1.4623216599200002
ACH-001333,-1.20150809992
ACH-001336,-1.403885419
ACH-001340,-1.34143684212
ACH-001346,-1.2721341963400001
ACH-001353,-1.2333260724
ACH-001354,-1.2510820920399999
ACH-001367,-1.7651379833400003
ACH-001368,-1.5037590920299997
ACH-001374,-1.45238460636
ACH-001375,-1.3339970102
ACH-001377,-1.70185582759
ACH-001380,-1.19200077764
ACH-001391,-1.84600012838
ACH-001407,-1.4178502124599999
ACH-001408,-1.30342891601
ACH-001413,-1.60133356069
ACH-001430,-2.02979505862
ACH-001431,-1.15966615643
ACH-001450,-1.17056065414
ACH-001496,-0.9664622759579999
ACH-001500,-1.1394607431200001
ACH-001521,-1.39376891669
ACH-001523,-1.1339715776200001
ACH-001532,-1.4079697081799998
ACH-001536,-1.5166574398700001
ACH-001550,-0.977717915411
ACH-001552,-1.77057906324
ACH-001554,-1.34447756947
ACH-001645,-1.50603234321
ACH-001654,-1.39878182463
ACH-001715,-1.3619092882600001
ACH-001735,-1.5072972068500001
ACH-001736,-1.4799497382
ACH-001737,-1.7320407860299998
ACH-001740,-1.54462135794
ACH-001745,-1.5809168100400002
ACH-001750,-1.4025706603499999
ACH-001765,-1.48124761718
ACH-001956,-1.28845568881
ACH-001957,-1.31062757737
