,BCS1L (617)
ACH-000699,-0.44774489722599997
ACH-000701,-0.8610214271369999
ACH-000706,-0.843371141608
ACH-000711,-0.7207966962010001
ACH-000713,-0.6993456576479999
ACH-000714,-0.23711780016399997
ACH-000718,-0.172218970957
ACH-000720,-0.492494253026
ACH-000721,-0.930053116355
ACH-000724,-0.970923961648
ACH-000725,-0.937996644453
ACH-000732,-0.617730735959
ACH-000734,-1.0151143836799998
ACH-000735,-0.449927512659
ACH-000736,-0.7744700157019999
ACH-000738,-1.04853062077
ACH-000746,-1.10671130841
ACH-000747,-0.8719299346930001
ACH-000748,-0.09256383712449999
ACH-000753,-1.00334264898
ACH-000756,-0.287731690492
ACH-000757,-1.0
ACH-000758,-0.58370381842
ACH-000760,-0.551324209672
ACH-000763,-0.560765040293
ACH-000764,-0.567327736101
ACH-000765,-0.8727196817530001
ACH-000766,-0.37638211597300003
ACH-000767,-0.435858648465
ACH-000768,-0.719228790711
ACH-000769,-0.526887398011
ACH-000770,-0.716047081067
ACH-000771,-0.23992110516399998
ACH-000773,-0.282028734549
ACH-000776,-0.548444086594
ACH-000777,-0.6754458935879999
ACH-000778,-0.7658084055140001
ACH-000781,-0.5274788630030001
ACH-000782,-0.616569700259
ACH-000783,-0.552721086007
ACH-000784,-0.523685921783
ACH-000785,-0.443362947415
ACH-000787,-0.502652481665
ACH-000788,-0.255879652976
ACH-000791,-0.5363097604479999
ACH-000792,-0.40877529275300006
ACH-000794,-0.30049768908700003
ACH-000796,-0.727596316985
ACH-000799,-0.945508677143
ACH-000800,-0.718939491768
ACH-000802,-0.378899705488
ACH-000804,-0.7524760985150001
ACH-000805,-0.7658596292209999
ACH-000809,-0.642678233344
ACH-000810,-0.492792285837
ACH-000811,-0.55936447053
ACH-000817,-1.2341901850499999
ACH-000819,-0.464654177156
ACH-000820,-0.5511080856480001
ACH-000821,-0.18784994794100002
ACH-000822,-0.633362595275
ACH-000823,-0.612065117452
ACH-000824,-0.359251262848
ACH-000827,-0.187442841435
ACH-000829,-0.488691668702
ACH-000831,-0.805164085703
ACH-000832,-0.47170294556599995
ACH-000833,-0.636597626217
ACH-000834,-1.00655173993
ACH-000835,-0.32142138240699997
ACH-000836,-0.409241004653
ACH-000837,-0.7650048849809999
ACH-000838,-0.560929544318
ACH-000839,-0.331109569208
ACH-000840,-0.533726171597
ACH-000841,-0.367151475908
ACH-000843,-0.820647878393
ACH-000846,-0.522136374115
ACH-000847,-0.655450681263
ACH-000848,-1.14649768044
ACH-000849,-1.03467439105
ACH-000851,-0.9135439336799999
ACH-000855,-0.637138250622
ACH-000856,-0.7347329299959999
ACH-000858,-0.728397280669
ACH-000859,-1.07350203637
ACH-000861,-0.672132991053
ACH-000862,-0.750604412168
ACH-000865,-0.47193849416699996
ACH-000866,-0.921679274551
ACH-000867,-0.537340741803
ACH-000869,-0.639612934429
ACH-000872,-0.43446723268700005
ACH-000873,-0.905393734957
ACH-000876,-0.416565532285
ACH-000878,-0.633566920201
ACH-000880,-0.995706669543
ACH-000881,-0.522514751307
ACH-000882,-0.836819608943
ACH-000884,-0.397524999737
ACH-000885,-0.8699282153899999
ACH-000887,-0.478461292838
ACH-000888,-0.725623787419
ACH-000889,-0.966916320277
ACH-000890,-0.42678903521399997
ACH-000896,-0.7294711011949999
ACH-000898,-0.8114997381899999
ACH-000900,-0.533509982284
ACH-000901,-0.541225489127
ACH-000905,-0.395978405755
ACH-000906,-0.6229176391610001
ACH-000907,-0.654588532317
ACH-000910,-1.0798092985299999
ACH-000911,-0.559151153345
ACH-000912,-0.410880551932
ACH-000913,-0.7888509095239999
ACH-000915,-1.09006266792
ACH-000916,-0.624458276663
ACH-000917,-0.715766958844
ACH-000921,-0.748338384823
ACH-000924,-1.21719059285
ACH-000926,-0.545188114688
ACH-000928,-0.48989095465099997
ACH-000929,-0.5366222003159999
ACH-000932,-0.9568653551809999
ACH-000935,-0.834564059321
ACH-000936,-0.7124041911489999
ACH-000937,-1.0292621797
ACH-000938,-0.974546525854
ACH-000939,-0.408442467731
ACH-000941,-1.17580589622
ACH-000943,-0.855074222829
ACH-000946,-0.5542438151269999
ACH-000947,-0.947414271921
ACH-000948,-0.621505023034
ACH-000950,-0.8645592367630001
ACH-000953,-1.00359840704
ACH-000957,-0.879287252138
ACH-000958,-0.368365626857
ACH-000960,-0.841197446095
ACH-000963,-0.772234959802
ACH-000968,-0.9596220028219999
ACH-000969,-1.1219950706200001
ACH-000973,-0.6738532903389999
ACH-000974,-0.43389129514799996
ACH-000975,-0.813918568238
ACH-000976,-0.535382540984
ACH-000978,-0.707057841529
ACH-000980,-0.710977119188
ACH-000984,-0.412380821522
ACH-000986,-0.9023288377680001
ACH-000988,-0.420145837099
ACH-000993,-0.351651370499
ACH-000994,-0.591583361575
ACH-000996,-0.540621786597
ACH-001001,-1.10594536608
ACH-001020,-0.309298472252
ACH-001028,-0.644254519935
ACH-001031,-0.612145261814
ACH-001038,-0.7444299082870001
ACH-001048,-0.706044499577
ACH-001050,-0.36421672018600004
ACH-001053,-0.25804378238000003
ACH-001054,-0.653875403175
ACH-001061,-0.852638279162
ACH-001067,-0.54885153369
ACH-001075,-0.231604334659
ACH-001096,-0.625321080326
ACH-001128,-0.441988084688
ACH-001134,-0.628706363177
ACH-001151,-0.539982077738
ACH-001163,-0.6789294344660001
ACH-001164,-0.515130680392
ACH-001173,-0.7872726109679999
ACH-001183,-0.286747952823
ACH-001184,-0.6121153830170001
ACH-001190,-0.695173137748
ACH-001192,-0.5466164549
ACH-001193,-0.157851322933
ACH-001196,-0.786718695187
ACH-001197,-0.41155109277400004
ACH-001205,-0.45791035336
ACH-001211,-0.973586037688
ACH-001212,-0.8128562932969999
ACH-001228,-0.8154733877860001
ACH-001232,-0.309797566112
ACH-001239,-0.7368940340440001
ACH-001274,-0.555861473684
ACH-001275,-0.9936570478360001
ACH-001277,-0.673889151554
ACH-001278,-0.976463111808
ACH-001280,-0.626566346739
ACH-001283,-0.46758579625299995
ACH-001289,-0.498447597553
ACH-001295,0.013055864259299998
ACH-001300,-0.617341731372
ACH-001301,-0.26238144555
ACH-001302,-0.556491225243
ACH-001303,-0.701354322193
ACH-001306,-0.47359670700499995
ACH-001318,-0.7705145034700001
ACH-001322,-0.59634523653
ACH-001328,-1.05873275599
ACH-001332,-0.908884555427
ACH-001333,-0.6145935196410001
ACH-001336,-0.483318123315
ACH-001340,-0.24066383343699999
ACH-001346,-0.35215048756300005
ACH-001353,-0.24272055971099998
ACH-001354,-0.11634564532099999
ACH-001367,-0.7777394099230001
ACH-001368,-0.44399387139799995
ACH-001374,0.283119781162
ACH-001375,-0.185143245607
ACH-001377,-0.561669819884
ACH-001380,-0.719896433197
ACH-001391,-0.44660426848800006
ACH-001407,-0.43839692336099995
ACH-001408,-0.212604675879
ACH-001413,-0.12817807072999998
ACH-001430,-0.6213957257289999
ACH-001431,-0.7663972320360001
ACH-001450,-0.720491465298
ACH-001496,-0.912226713883
ACH-001500,-0.764907898592
ACH-001521,-0.49775925868999993
ACH-001523,-0.795160583324
ACH-001532,-0.5477952175
ACH-001536,-0.648767692225
ACH-001550,-0.690503445395
ACH-001552,-0.484710040881
ACH-001554,-0.804248340616
ACH-001645,-0.349167585056
ACH-001654,-0.413000327065
ACH-001715,-0.43086605518200005
ACH-001735,-0.6866012961489999
ACH-001736,-0.8392387579430001
ACH-001737,-0.0413612228084
ACH-001740,-0.771129251311
ACH-001745,-0.46163977423
ACH-001750,-0.553901456372
ACH-001765,-0.654677191004
ACH-001956,-0.219214982467
ACH-001957,-0.268973200134
