,NR0B2 (8431)
ACH-000178,-0.316632558407
ACH-000182,-0.16891574991799999
ACH-000183,-0.295268722753
ACH-000188,-0.619905029028
ACH-000189,-0.09569686910439999
ACH-000190,-0.238126552436
ACH-000198,-0.11730830488
ACH-000204,-0.554087139575
ACH-000206,-0.25597320071699997
ACH-000207,-0.248436142141
ACH-000211,-0.262761499628
ACH-000215,-0.43047241474200004
ACH-000221,-0.365332555547
ACH-000222,-0.12689986139599999
ACH-000223,-0.386872324783
ACH-000226,-0.298948416643
ACH-000227,-0.451030058936
ACH-000228,-0.159590288626
ACH-000231,-0.293732744929
ACH-000232,-0.259575697895
ACH-000233,-0.300880794063
ACH-000234,-0.611556866396
ACH-000235,-0.25247222973
ACH-000237,-0.35994206641800003
ACH-000238,-0.307636736255
ACH-000243,-0.333152979124
ACH-000244,-0.448228085848
ACH-000246,-0.33100316609
ACH-000248,-0.19340921576499998
ACH-000250,-0.333793525421
ACH-000251,-0.483462835326
ACH-000253,-0.39270457529299996
ACH-000255,-0.36065831145800004
ACH-000256,-0.49503198838699997
ACH-000257,-0.475525282941
ACH-000258,0.045105847477699995
ACH-000259,-0.385653323203
ACH-000260,-0.373095509505
ACH-000261,-0.19689299834399998
ACH-000262,-0.64696249767
ACH-000263,-0.5172588049769999
ACH-000264,-0.18817894414900002
ACH-000265,-0.23868530514000003
ACH-000266,-0.302591097463
ACH-000272,-0.38310557364799996
ACH-000273,-0.282168098041
ACH-000274,-0.569738458049
ACH-000277,-0.373539238109
ACH-000278,-0.367134576632
ACH-000279,-0.512706753206
ACH-000280,-0.304578021077
ACH-000281,-0.327950706034
ACH-000288,-0.580953506007
ACH-000291,-0.365367474383
ACH-000293,-0.417343664044
ACH-000294,-0.162969217666
ACH-000295,0.0227191675949
ACH-000296,-0.094832164726
ACH-000302,-0.331687817117
ACH-000304,-0.0707639369605
ACH-000307,-0.303717707615
ACH-000308,-0.155307945242
ACH-000310,-0.403338794258
ACH-000311,-0.209992105785
ACH-000312,-0.610999705066
ACH-000315,-0.0508161070237
ACH-000316,-0.471377712211
ACH-000317,-0.348866400819
ACH-000318,-0.517459972845
ACH-000319,-0.28218694912799996
ACH-000320,-0.531669169591
ACH-000322,-0.398464052355
ACH-000323,-0.647627235681
ACH-000324,-0.41022214969400006
ACH-000329,-0.46570530770900004
ACH-000330,-0.264203314406
ACH-000331,-0.453320079574
ACH-000332,-0.400580512127
ACH-000334,-0.0784093720461
ACH-000335,-0.304576940073
ACH-000336,-0.530854299228
ACH-000337,-0.536437315692
ACH-000339,-0.343064789767
ACH-000341,-0.269011589066
ACH-000348,-0.263850361281
ACH-000350,-0.238176063142
ACH-000352,-0.255407925888
ACH-000356,-0.598144870339
ACH-000361,-0.244617878017
ACH-000362,-0.271733491233
ACH-000363,-0.215828095635
ACH-000364,-0.385426038879
ACH-000365,-0.13483596376700002
ACH-000366,-0.301209907875
ACH-000368,-0.182026264962
ACH-000374,-0.241540704439
ACH-000375,-0.34788440764300005
ACH-000376,-0.31657416001899996
ACH-000381,-0.37797813589100004
ACH-000383,-0.261946235528
ACH-000387,-0.134907448509
ACH-000389,-0.202247303735
ACH-000390,-0.28304721692699997
ACH-000393,-0.5623075152629999
ACH-000395,-0.459152707971
ACH-000397,-0.14916435428400002
ACH-000401,-0.268660470626
ACH-000402,-0.35648465728
ACH-000403,-0.230778049179
ACH-000404,-0.349450674318
ACH-000406,-0.314663477633
ACH-000407,-0.389102921902
ACH-000408,-0.44933697915
ACH-000410,-0.401683549874
ACH-000411,-0.327077147185
ACH-000414,-0.38350133475299997
ACH-000415,-0.42067882292
ACH-000416,-0.458480148221
ACH-000420,-0.41558436887500005
ACH-000421,-0.41649673016800004
ACH-000424,-0.38600858902900004
ACH-000425,-0.282368305687
ACH-000426,-0.119897380652
ACH-000427,-0.480751405498
ACH-000433,-0.20697969523899998
ACH-000436,-0.381008849426
ACH-000444,-0.17065326608800002
ACH-000445,-0.420283396935
ACH-000448,-0.13015557017999999
ACH-000450,-0.49373064246200005
ACH-000452,-0.127108785413
ACH-000454,-0.23671873646400002
ACH-000458,-0.280864655351
ACH-000459,-0.245121116993
ACH-000460,-0.302006883801
ACH-000461,-0.249246894446
ACH-000463,-0.165827382339
ACH-000464,-0.37852311768799995
ACH-000466,-0.39751503883
ACH-000467,-0.418541880493
ACH-000468,-0.573753219523
ACH-000469,-0.302358748798
ACH-000470,-0.110846791088
ACH-000471,-0.310515208648
ACH-000472,-0.31921979963799996
ACH-000473,-0.270117567002
ACH-000475,-0.283263426292
ACH-000476,-0.0711414809918
ACH-000477,-0.539658746149
ACH-000480,-0.428492124856
ACH-000481,-0.211134609678
ACH-000483,-0.40266691970299995
ACH-000484,-0.415825818002
ACH-000485,-0.208876726012
ACH-000486,-0.322576627052
ACH-000487,-0.269358455462
ACH-000488,-0.44532696922700005
ACH-000490,-0.706378233018
ACH-000491,-0.587775365177
ACH-000495,-0.16817871147
ACH-000496,-0.425714906557
ACH-000499,-0.7743843918359999
ACH-000500,-0.00585931485376
ACH-000502,-0.207747506003
ACH-000503,-0.460246263107
ACH-000505,-0.295754377901
ACH-000507,-0.23807463577100002
ACH-000510,-0.237812089886
ACH-000511,-0.490790822986
ACH-000512,-0.221794111446
ACH-000516,-0.24635501548799998
ACH-000517,-0.300427440477
ACH-000518,-0.253881829691
ACH-000520,-0.11240698104
ACH-000521,-0.41266990858999997
ACH-000522,-0.457910060352
ACH-000524,-0.354265235274
ACH-000527,-0.346347940611
ACH-000528,-0.396013462752
ACH-000537,-0.173471446177
ACH-000541,-0.53498333167
ACH-000542,-0.277014500931
ACH-000544,-0.34978547953
ACH-000545,-0.27787033021499996
ACH-000547,-0.729586285345
ACH-000548,-0.377667314099
ACH-000549,-0.40095340399999996
ACH-000550,-0.520748014987
ACH-000552,-0.165116391781
ACH-000556,-0.451897200291
ACH-000557,-0.153114219557
ACH-000570,-0.161345904748
ACH-000571,-0.35685182745399996
ACH-000573,-0.145929330759
ACH-000576,-0.508985279823
ACH-000580,-0.282123508955
ACH-000584,-0.26154367485999996
ACH-000585,-0.406037239714
ACH-000588,-0.373583339248
ACH-000589,-0.382107553019
ACH-000591,-0.19503810306400002
ACH-000593,-0.517619759898
ACH-000600,-0.408015443102
ACH-000601,-0.320555378874
ACH-000604,-0.24244500071699998
ACH-000605,-0.524763968923
ACH-000606,-0.458871600881
ACH-000608,-0.1434017832
ACH-000614,-0.395239005506
ACH-000616,-0.289464943533
ACH-000618,-0.35820222931900003
ACH-000619,-0.272808430228
ACH-000620,-0.287977976857
ACH-000621,-0.462404999968
ACH-000622,-0.308486497616
ACH-000623,-0.151941032944
ACH-000624,-0.217641246924
ACH-000627,-0.413407399907
ACH-000630,-0.283866355321
ACH-000632,-0.312353199877
ACH-000633,-0.327202849318
ACH-000637,-0.46053040575599996
ACH-000638,-0.474315833139
ACH-000646,-0.6802950340880001
ACH-000647,-0.178732390246
ACH-000648,-0.30264885874
ACH-000649,-0.315899519669
ACH-000651,-0.299270650228
ACH-000652,-0.38480043473000003
ACH-000653,-0.48354554371200004
ACH-000657,-0.352814553909
ACH-000658,-0.273106695396
ACH-000661,-0.46489191177100003
ACH-000662,-0.0702647593631
ACH-000663,-0.25040426602
ACH-000665,-0.291194554326
ACH-000671,-0.36630533761699996
ACH-000673,-0.371545426598
ACH-000676,-0.554116732244
ACH-000677,-0.36460048083200003
ACH-000681,-0.434536069604
ACH-000682,-0.447774517504
ACH-000683,-0.660978723418
ACH-000684,-0.394311933364
ACH-000688,-0.344850151393
ACH-000693,-0.427077888464
ACH-000694,-0.48691228726999997
ACH-000695,-0.302790905865
ACH-000696,-0.324852623941
ACH-000697,-0.38961669185599995
ACH-000699,-0.445046253215
ACH-000701,-0.38896065241300004
ACH-000706,-0.363863959394
ACH-000711,-0.342190611806
ACH-000713,-0.16658507029
ACH-000714,-0.574399413645
ACH-000718,-0.27963475836
ACH-000720,-0.403275351121
ACH-000721,-0.269854485145
ACH-000724,-0.18645063172600002
ACH-000725,-0.19557850190900003
ACH-000732,-0.532099937537
ACH-000734,-0.42872809144
ACH-000735,-0.314676438669
ACH-000736,-0.343832670448
ACH-000738,-0.318395946554
ACH-000746,-0.027305096951900004
ACH-000747,-0.37246188782
ACH-000748,-0.306815037572
ACH-000753,-0.31062456787799997
ACH-000756,-0.194686089993
ACH-000757,-0.46854758601400004
ACH-000758,-0.47315695715899997
ACH-000760,-0.40300179845
ACH-000763,-0.351587659607
ACH-000764,-0.38984156551
ACH-000765,-0.502475854613
ACH-000766,-0.385190801598
ACH-000767,-0.205551214341
ACH-000768,-0.140211889783
ACH-000769,-0.638930598656
ACH-000770,-0.293383012097
ACH-000771,-0.457056002289
ACH-000773,-0.175253147327
ACH-000776,-0.362765206716
ACH-000777,-0.206593987441
ACH-000778,-0.190501691671
ACH-000781,-0.23904583078000002
ACH-000782,-0.385279201759
ACH-000783,-0.413409091367
ACH-000784,-0.399305760798
ACH-000785,-0.434073271092
ACH-000787,-0.297526636809
ACH-000788,-0.30668033393800004
ACH-000791,-0.445055359051
ACH-000792,-0.517969382217
ACH-000794,-0.45378825617299995
ACH-000796,-0.201624991277
ACH-000799,-0.44526831734399996
ACH-000800,-0.208660126417
ACH-000802,-0.253375621705
ACH-000804,-0.545301047363
ACH-000805,-0.351193867601
ACH-000809,-0.322448795258
ACH-000810,-0.672080709745
ACH-000811,-0.490485857523
ACH-000817,-0.184617428999
ACH-000819,-0.36661078533200003
ACH-000820,-0.15703489365999998
ACH-000821,-0.07329065231060002
ACH-000822,-0.16425781504599998
ACH-000823,-0.421755706628
ACH-000824,-0.37665450769000003
ACH-000827,-0.273871829849
ACH-000829,-0.40500333902099994
ACH-000831,-0.237250037235
ACH-000832,-0.301845641668
ACH-000833,-0.204670005424
ACH-000834,-0.366613354926
ACH-000835,-0.383319260588
ACH-000836,-0.242013606054
ACH-000837,-0.39243097233900004
ACH-000838,-0.00668812260825
ACH-000839,-0.39975627019500004
ACH-000840,-0.52328821859
ACH-000841,-0.352404413531
ACH-000843,-0.311837410187
ACH-000846,-0.30281408610599997
ACH-000847,-0.38838933641500006
ACH-000848,-0.147095106109
ACH-000849,-0.47658224738999994
ACH-000851,-0.38109786889200004
ACH-000855,-0.614452258251
ACH-000856,-0.287081961323
ACH-000858,-0.426441496515
ACH-000859,-0.394751050043
ACH-000861,-0.248875351486
ACH-000862,-0.371907498974
ACH-000865,-0.370812185545
ACH-000866,-0.343112838662
ACH-000867,-0.176790719282
ACH-000869,-0.322711838116
ACH-000872,-0.557173640756
ACH-000873,-0.36370540113399996
ACH-000876,-0.388423877154
ACH-000878,-0.260528209888
ACH-000880,-0.14293727157199998
ACH-000881,-0.20047577906300001
ACH-000882,-0.403177735084
ACH-000884,-0.333649625585
ACH-000885,-0.319616000539
ACH-000887,-0.341407224512
ACH-000888,-0.389936130983
ACH-000889,-0.34150056688
ACH-000890,-0.42877562889
ACH-000896,-0.194219235973
ACH-000898,-0.181845059973
ACH-000900,-0.30466313023499997
ACH-000901,-0.36332811822800004
ACH-000905,-0.254413028439
ACH-000906,-0.210883204663
ACH-000907,-0.6324065081600001
ACH-000910,-0.525542486802
ACH-000911,-0.425594207215
ACH-000912,-0.38232777860100003
ACH-000913,-0.334231380432
ACH-000915,-0.149055115822
ACH-000916,0.3757168579
ACH-000917,-0.310066316534
ACH-000921,-0.251595919976
ACH-000924,-0.313329725329
ACH-000926,-0.501113117289
ACH-000928,-0.5253183090779999
ACH-000929,-0.329043643928
ACH-000932,-0.44148668228699994
ACH-000935,-0.38866947112499994
ACH-000936,-0.459025815355
ACH-000937,-0.37398051257299997
ACH-000938,-0.280786716351
ACH-000939,-0.422487464975
ACH-000941,-0.144024531746
ACH-000943,-0.23641932161999996
ACH-000946,-0.333850887155
ACH-000947,-0.419445435367
ACH-000948,-0.469835097963
ACH-000950,-0.309997608634
ACH-000953,-0.317051297494
ACH-000957,-0.136243467633
ACH-000958,-0.23351141341899997
ACH-000960,-0.22751941757
ACH-000963,-0.38044558708400006
ACH-000968,-0.365384163292
ACH-000969,-0.40062106319300006
ACH-000973,-0.278654582301
ACH-000974,-0.273336518873
ACH-000975,-0.43822226658299995
ACH-000976,-0.41800612401
ACH-000978,-0.052249111245800006
ACH-000980,-0.28741793886
ACH-000984,-0.243382464331
ACH-000986,-0.34973247457199996
ACH-000988,-0.27758384796999996
ACH-000993,-0.580729239822
ACH-000994,-0.189921061703
ACH-000996,-0.273799450461
ACH-001001,-0.255750224303
ACH-001020,-0.5908108394680001
ACH-001028,-0.246211984912
ACH-001031,-0.29097090625300004
ACH-001038,-0.406361864528
ACH-001048,-0.213052606501
ACH-001050,-0.24119818044
ACH-001053,-0.363936209197
ACH-001054,-0.355180390215
ACH-001061,-0.463388497204
ACH-001067,-0.334540806571
ACH-001075,-0.129760284272
ACH-001096,-0.31873108345
ACH-001128,-0.762894866777
ACH-001134,-0.6383813140619999
ACH-001151,-0.297352763839
ACH-001163,-0.3352752816
ACH-001164,-0.35920267055200006
ACH-001173,-0.306240922586
ACH-001183,0.023997477845200003
ACH-001184,-0.23817762480000002
ACH-001190,-0.436449646408
ACH-001192,-0.270992267029
ACH-001193,-0.39050524289599997
ACH-001196,-0.495887656122
ACH-001197,-0.24244404282499998
ACH-001205,-0.301644533399
ACH-001211,-0.443452956366
ACH-001212,-0.604608933874
ACH-001228,-0.47129482697400005
ACH-001232,-0.56372169503
ACH-001239,-0.357375307854
ACH-001274,-0.0924427522742
ACH-001275,-0.45955846124300004
ACH-001277,-0.74105627293
ACH-001278,-0.506366180498
ACH-001280,-0.195590330045
ACH-001283,-0.290688368182
ACH-001289,-0.333091136492
ACH-001295,-0.245769584885
ACH-001300,-0.199340262388
ACH-001301,-0.179376832298
ACH-001302,-0.375151710033
ACH-001303,-0.164809419213
ACH-001306,-0.374222873182
ACH-001318,-0.258771624962
ACH-001322,-0.441713260032
ACH-001328,-0.430394892905
ACH-001332,-0.227860462101
ACH-001333,-0.557737638611
ACH-001336,-0.1966058945
ACH-001340,-0.39863131799900003
ACH-001346,-0.258906700947
ACH-001353,-0.188896934575
ACH-001354,-0.102249303433
ACH-001367,-0.383619294959
ACH-001368,-0.32215758325800004
ACH-001374,-0.43516160748599997
ACH-001375,-0.44173575970299994
ACH-001377,-0.373248614748
ACH-001380,-0.301660802414
ACH-001391,-0.42032605475900003
ACH-001407,-0.25594740608100003
ACH-001408,-0.401474472206
ACH-001413,-0.17265273609700002
ACH-001430,-0.346487304723
ACH-001431,-0.135779975516
ACH-001450,-0.531997218486
ACH-001496,-0.34328872885300005
ACH-001500,-0.500414812584
ACH-001521,-0.489247503192
ACH-001523,-0.469667573586
ACH-001532,-0.438561695375
ACH-001536,-0.416847114044
ACH-001550,-0.46684952105300004
ACH-001552,-0.323939939197
ACH-001554,-0.348239715704
ACH-001645,-0.47698131478999994
ACH-001654,-0.37525686382600004
ACH-001715,-0.105501597282
ACH-001735,-0.435136190297
ACH-001736,-0.176026209629
ACH-001737,-0.589819229835
ACH-001740,-0.344193577448
ACH-001745,-0.459196601313
ACH-001750,-0.385340858653
ACH-001765,-0.306650462889
ACH-001956,-0.35728469872900004
ACH-001957,-0.252121824073
