,ZBTB8A (653121)
ACH-000387,-0.10480098176699999
ACH-000389,-0.0723288202309
ACH-000390,-0.206746964782
ACH-000393,-0.196413100733
ACH-000395,-0.153417041619
ACH-000397,-0.0567597267791
ACH-000401,0.00966632671131
ACH-000402,-0.217368272378
ACH-000403,0.00763326005505
ACH-000404,-0.108097291275
ACH-000406,-0.154405263635
ACH-000407,-0.211944590054
ACH-000408,-0.04593072723569999
ACH-000410,-0.0676253751391
ACH-000411,-0.352695833257
ACH-000414,-0.10972049694800001
ACH-000415,-0.155585990905
ACH-000416,-0.107239377816
ACH-000420,-0.19751018030900003
ACH-000421,-0.15165955994799998
ACH-000424,-0.201680765475
ACH-000425,-0.210395524056
ACH-000426,-0.171158114631
ACH-000427,-0.109022724163
ACH-000433,-0.177250464605
ACH-000436,-0.137155442608
ACH-000444,-0.0638963722959
ACH-000445,-0.137791991309
ACH-000448,-0.115359313804
ACH-000450,-0.038353097058300006
ACH-000452,-0.113056082393
ACH-000454,-0.3135133314
ACH-000458,-0.139556036643
ACH-000459,-0.256856875059
ACH-000460,-0.025289562951000003
ACH-000461,-0.354104928395
ACH-000463,-0.294341312347
ACH-000464,-0.114612769454
ACH-000466,-0.08754051104129999
ACH-000467,-0.13900304743699998
ACH-000468,-0.0674836857553
ACH-000469,-0.142332386404
ACH-000470,-0.12429399811599999
ACH-000471,-0.118470042677
ACH-000472,-0.100775969417
ACH-000473,-0.06697470159880001
ACH-000475,-0.20507412960700003
ACH-000476,-0.143065279419
ACH-000477,0.040571936157
ACH-000480,-0.252636336937
ACH-000481,-0.167934257309
ACH-000483,-0.201165927657
ACH-000484,-0.21276885402600001
ACH-000485,-0.29291736466400004
ACH-000486,-0.11444119832699999
ACH-000487,-0.14837823558399998
ACH-000488,-0.197021342161
ACH-000490,-0.181025719844
ACH-000491,-0.100541269576
ACH-000495,-0.22912142281300002
ACH-000496,-0.18832059019900002
ACH-000499,-0.353945348549
ACH-000500,-0.522789219855
ACH-000502,0.0100721251724
ACH-000503,-0.16739237952199998
ACH-000505,-0.0917367149089
ACH-000507,-0.200686144568
ACH-000510,-0.05236464424880001
ACH-000511,-0.193824762268
ACH-000512,-0.177448844037
ACH-000516,-0.354419457931
ACH-000517,-0.130582699716
ACH-000518,-0.324983149202
ACH-000520,-0.23349516650899999
ACH-000521,-0.11744406132200001
ACH-000522,-0.21138754068399998
ACH-000524,-0.20181695504
ACH-000527,-0.104423971403
ACH-000528,-0.141963994503
ACH-000537,-0.142273548744
ACH-000541,0.258482000241
ACH-000542,-0.164210269386
ACH-000544,-0.233766200722
ACH-000545,-0.160289103868
ACH-000547,-0.16146711427899998
ACH-000548,-0.234399260011
ACH-000549,-0.165396054497
ACH-000550,-0.389990750514
ACH-000552,-0.048799590784300004
ACH-000556,-0.104395938848
ACH-000557,-0.122857713324
ACH-000570,-0.048474179687800004
ACH-000571,-0.058797867158699994
ACH-000573,-0.1635167183
ACH-000576,-0.24692161553000003
ACH-000580,0.0753363228696
ACH-000584,-0.090235326431
ACH-000585,-0.16030018451199998
ACH-000588,-0.138604162328
ACH-000589,-0.09830078916099999
ACH-000591,-0.21834998346999998
ACH-000593,-0.180170019118
ACH-000600,-0.45683099569700003
ACH-000601,-0.121038268782
ACH-000604,0.10299109714600001
ACH-000605,-0.298976222351
ACH-000606,-0.24458981382199999
ACH-000608,-0.124807325952
ACH-000614,-0.06335572671
ACH-000616,-0.0359287858973
ACH-000618,0.00602174285808
ACH-000619,-0.0304783148135
ACH-000620,-0.13464114049599998
ACH-000621,-0.20206112110899999
ACH-000622,-0.20254100935199998
ACH-000623,-0.21204895073
ACH-000624,-0.144468359486
ACH-000627,-0.334731196954
ACH-000630,-0.205102406741
ACH-000632,-0.17271368803800002
ACH-000633,-0.211457841143
ACH-000637,-0.14120189101800001
ACH-000638,-0.142092304463
ACH-000646,-0.165225945872
ACH-000647,-0.12631441223200002
ACH-000648,-0.261818365789
ACH-000649,-0.14676696056299998
ACH-000651,-0.19998693514899998
ACH-000652,-0.26812229132800003
ACH-000653,-0.164553597715
ACH-000657,-0.215108479411
ACH-000658,-0.182573873612
ACH-000661,-0.0866813527765
ACH-000662,-0.0165301016417
ACH-000663,0.019457885801099997
ACH-000665,-0.0918783767537
ACH-000671,-0.22061601529599997
ACH-000673,-0.313475218208
ACH-000676,-0.128521566447
ACH-000677,-0.0700777669514
ACH-000681,-0.13333952616699998
ACH-000682,-0.267957233268
ACH-000683,-0.167831560572
ACH-000684,0.0728746895926
ACH-000688,-0.15855182634099999
ACH-000693,-0.16044822805
ACH-000694,-0.137590500781
ACH-000695,-0.403943623278
ACH-000696,-0.26076745111099997
ACH-000697,-0.08946837065260001
ACH-000699,-0.16183782553
ACH-000701,-0.233729016499
ACH-000706,-0.06238972330019999
ACH-000711,-0.179652401631
ACH-000713,-0.13196443047700002
ACH-000714,-0.19778344702999998
ACH-000718,-0.07474659441789999
ACH-000720,-0.317339760026
ACH-000721,-0.0871143817911
ACH-000724,-0.150938718519
ACH-000725,0.0545497437866
ACH-000732,-0.24759724494600002
ACH-000734,-0.218626083361
ACH-000735,-0.143358342427
ACH-000736,-0.08691963757169999
ACH-000738,-0.278334824741
ACH-000746,-0.0941558918311
ACH-000747,-0.119693953824
ACH-000748,0.071998861895
ACH-000753,-0.0083913458565
ACH-000756,-0.0741759036383
ACH-000757,-0.064212771608
ACH-000758,-0.06534019191269999
ACH-000760,-0.144448861728
ACH-000763,-0.284365142942
ACH-000764,0.106049571361
ACH-000765,-0.09431119114080001
ACH-000766,-0.07459746321
ACH-000767,-0.21488892555300002
ACH-000768,-0.109174661055
ACH-000769,-0.15462393036
ACH-000770,-0.192929112487
ACH-000771,-0.16932087502
ACH-000773,-0.0842522028039
ACH-000776,-0.360998632509
ACH-000777,-0.118397280795
ACH-000778,-0.134992586707
ACH-000781,-0.15933533683499998
ACH-000782,-0.13399891785999998
ACH-000783,-0.264491414057
ACH-000784,-0.176371291193
ACH-000785,-0.253405162026
ACH-000787,-0.193217640006
ACH-000788,-0.06260736815790001
ACH-000791,-0.32728903222
ACH-000792,-0.0589409075177
ACH-000794,-0.151254437491
ACH-000796,-0.172641186534
ACH-000799,-0.206269620272
ACH-000800,-0.165988053429
ACH-000802,-0.058989135650500006
ACH-000804,-0.172695597724
ACH-000805,-0.0528287261713
ACH-000809,-0.0640055654426
ACH-000810,-0.32917709688200003
ACH-000811,-0.19559302176600002
ACH-000817,-0.29452758671
ACH-000819,-0.124159924953
ACH-000820,-0.22352854720899998
ACH-000821,0.04281198087
ACH-000822,-0.11102159720999999
ACH-000823,-0.16678776991699998
ACH-000824,-0.160432249353
ACH-000827,-0.11951340574699999
ACH-000829,-0.18619366759
ACH-000831,-0.36393465427199995
ACH-000832,-0.26548645900400003
ACH-000833,-0.148899828724
ACH-000834,-0.043715628596800005
ACH-000835,-0.31893297095199996
ACH-000836,-0.103151418943
ACH-000837,-0.105230032154
ACH-000838,-0.282340691284
ACH-000839,-0.288139562104
ACH-000840,-0.00741674121174
ACH-000841,-0.0657228534856
ACH-000843,-0.05764374572269999
ACH-000846,-0.287436806647
ACH-000847,-0.12066223952400001
ACH-000848,0.0682293431183
ACH-000849,-0.225584897632
ACH-000851,-0.373758360849
ACH-000855,-0.23173364863899998
ACH-000856,-0.0371310679139
ACH-000858,-0.166834098914
ACH-000859,-0.036909749649099995
ACH-000861,-0.281596392055
ACH-000862,-0.0033084645888699997
ACH-000865,-0.328199063072
ACH-000866,-0.114770312149
ACH-000867,-0.107939426593
ACH-000869,-0.20874488091899998
ACH-000872,-0.32656221394900004
ACH-000873,-0.142867085028
ACH-000876,-0.0745138945428
ACH-000878,0.207886689732
ACH-000880,-0.010309661642399999
ACH-000881,-0.0892711376852
ACH-000882,-0.288336124859
ACH-000884,-0.174162881472
ACH-000885,-0.169718686814
ACH-000887,-0.234115194861
ACH-000888,-0.19501960557300002
ACH-000889,-0.266688157533
ACH-000890,-0.113358800181
ACH-000896,-0.0325580697664
ACH-000898,-0.216046476543
ACH-000900,-0.12361260402
ACH-000901,-0.179877819646
ACH-000905,-0.23655170718199997
ACH-000906,-0.130581376109
ACH-000907,-0.193453596989
ACH-000910,-0.156150857283
ACH-000911,-0.06454876881
ACH-000912,-0.154570287513
ACH-000913,-0.22247457670200002
ACH-000915,-0.10208391740100001
ACH-000916,-0.252568556422
ACH-000917,-0.150051974555
ACH-000921,-0.257222728128
ACH-000924,-0.10341586619899999
ACH-000926,-0.224139444466
ACH-000928,-0.397244027927
ACH-000929,-0.16765098121
ACH-000932,-0.139974313251
ACH-000935,-0.0878727371489
ACH-000936,-0.346051174434
ACH-000937,-0.11959283419399999
ACH-000938,-0.15076794922
ACH-000939,0.0627728286866
ACH-000941,0.143282921727
ACH-000943,-0.100987296216
ACH-000946,-0.21295577702799998
ACH-000947,-0.0267800817125
ACH-000948,-0.303141142204
ACH-000950,-0.36695461196900003
ACH-000953,-0.181682684306
ACH-000957,-0.376804485881
ACH-000958,-0.0513637153938
ACH-000960,-0.0376220713069
ACH-000963,0.193973681013
ACH-000968,-0.269981158479
ACH-000969,-0.192411439452
ACH-000973,-0.12002354612400001
ACH-000974,-0.130058428061
ACH-000975,-0.0889630213646
ACH-000976,-0.127945891788
ACH-000978,0.17370180359200002
ACH-000980,-0.0642597303587
ACH-000984,-0.0636492013174
ACH-000986,-0.196447537383
ACH-000988,-0.187287475757
ACH-000993,-0.191417975696
ACH-000994,-0.121724353949
ACH-000996,-0.279336774244
ACH-001001,-0.11219921433800001
ACH-001020,-0.11875657796900001
ACH-001028,-0.110860625653
ACH-001031,-0.27727189475499997
ACH-001038,-0.0686789290079
ACH-001048,-0.19023717596200002
ACH-001050,-0.19714474421599998
ACH-001053,-0.0220726701276
ACH-001054,-0.156489330684
ACH-001061,-0.137254605005
ACH-001067,-0.27133084516999995
ACH-001075,-0.167867830214
ACH-001096,-0.283747820871
ACH-001128,-0.113036630625
ACH-001134,-0.07805207169060001
ACH-001151,-0.0803507597397
ACH-001163,-0.09389135130370001
ACH-001164,-0.362856882474
ACH-001173,-0.171123453209
ACH-001183,-0.159026166974
ACH-001184,-0.0052338839548
ACH-001190,-0.056664105509500004
ACH-001192,-0.0748715697703
ACH-001193,-0.28552665364700003
ACH-001196,-0.27067161303000004
ACH-001197,-0.19706104440400002
ACH-001205,-0.19345685479400002
ACH-001211,-0.230202063156
ACH-001212,0.235363669096
ACH-001228,-0.096108514383
ACH-001232,-0.292987999375
ACH-001239,-0.20854664470800002
ACH-001274,0.0337458707992
ACH-001275,0.121112874486
ACH-001277,-0.196814709448
ACH-001278,-0.160297597579
ACH-001280,-0.279947539084
ACH-001283,-0.34043469290399997
ACH-001289,-0.289263350317
ACH-001295,-0.157440771195
ACH-001300,-0.19536619236900002
ACH-001301,0.02921722481
ACH-001302,-0.141439577278
ACH-001303,-0.0656758833433
ACH-001306,-0.203255771226
ACH-001318,-0.0550032623826
ACH-001322,-0.420178760335
ACH-001328,-0.247083528269
ACH-001332,-0.17916076943
ACH-001333,-0.102567668727
ACH-001336,-0.25588641071400003
ACH-001340,-0.08608847515580001
ACH-001346,-0.142430297689
ACH-001353,-0.10202510231499999
ACH-001354,0.306679203587
ACH-001367,-0.22541292172200003
ACH-001368,-0.153156937696
ACH-001374,-0.373782773958
ACH-001375,-0.138446379348
ACH-001377,-0.168617218343
ACH-001380,-0.123111803049
ACH-001391,-0.27385046439
ACH-001407,-0.11342565429899999
ACH-001408,-0.0632599609273
ACH-001413,-0.27982379309
ACH-001430,-0.048437242487399994
ACH-001431,-0.11268383946900001
ACH-001450,-0.0990563970755
ACH-001496,-0.12336384362
ACH-001500,-0.33610113712399997
ACH-001521,-0.406597094504
ACH-001523,-0.180088355093
ACH-001532,-0.124639969978
ACH-001536,-0.21778463875999998
ACH-001550,-0.17015097396200002
ACH-001552,-0.121634502079
ACH-001554,-0.133964230878
ACH-001645,-0.16166618987099998
ACH-001654,-0.188930646629
ACH-001715,-0.0223856442969
ACH-001735,-0.209801982469
ACH-001736,-0.182463286218
ACH-001737,-0.0869015142087
ACH-001740,-0.365132807879
ACH-001745,-0.19041369584399997
ACH-001750,-0.0258746331104
ACH-001765,-0.09718598057260001
ACH-001956,-0.219255205782
ACH-001957,-0.0735651922892
