,NIP7 (51388)
ACH-000454,-1.95897536507
ACH-000458,-2.04595716661
ACH-000459,-2.1583082029400003
ACH-000460,-1.7723101426199999
ACH-000461,-1.8302025411400002
ACH-000463,-1.84909591176
ACH-000464,-1.8191378602300001
ACH-000466,-1.70350795777
ACH-000467,-1.679372631
ACH-000468,-2.0446879176499997
ACH-000469,-1.7644787829
ACH-000470,-1.8648907780900001
ACH-000471,-1.8514752862200001
ACH-000472,-1.75004666898
ACH-000473,-1.93697378822
ACH-000475,-1.9902812430599999
ACH-000476,-1.6603221906
ACH-000477,-2.35460382737
ACH-000480,-1.74638641528
ACH-000481,-1.63782180192
ACH-000483,-2.01937678975
ACH-000484,-1.5080386593900001
ACH-000485,-2.1130581031999998
ACH-000486,-1.56916336145
ACH-000487,-1.9593508068799999
ACH-000488,-1.7044445989399999
ACH-000490,-1.7251279204099998
ACH-000491,-1.48593396998
ACH-000495,-1.6256048766100002
ACH-000496,-1.77808770792
ACH-000499,-2.06490764734
ACH-000500,-2.0694550125
ACH-000502,-1.7279463402200002
ACH-000503,-2.07270204543
ACH-000505,-1.8897469561099998
ACH-000507,-1.80495973841
ACH-000510,-1.69224905444
ACH-000511,-1.78856107664
ACH-000512,-2.11387193863
ACH-000516,-1.92720729435
ACH-000517,-1.88895018007
ACH-000518,-1.99877147504
ACH-000520,-1.8585682794
ACH-000521,-1.57772305201
ACH-000522,-1.82322976918
ACH-000524,-1.92948305903
ACH-000527,-1.66674661008
ACH-000528,-1.7491084041299998
ACH-000537,-1.81811103024
ACH-000541,-1.8923560459
ACH-000542,-1.7321640683900001
ACH-000544,-1.71556292912
ACH-000545,-1.78928587655
ACH-000547,-1.6213809297
ACH-000548,-1.83249518069
ACH-000549,-1.7798031638900003
ACH-000550,-2.03032095837
ACH-000552,-1.7007873865399998
ACH-000556,-1.59780621598
ACH-000557,-1.9752685299000001
ACH-000570,-1.71047295312
ACH-000571,-2.24167909303
ACH-000573,-1.8763929257599998
ACH-000576,-1.78115130181
ACH-000580,-1.72271350695
ACH-000584,-2.04140066718
ACH-000585,-1.5542332277500002
ACH-000588,-1.83832508755
ACH-000589,-1.72638657176
ACH-000591,-2.30762974181
ACH-000593,-1.85386667501
ACH-000600,-1.98710340321
ACH-000601,-1.63906018696
ACH-000604,-2.18120579616
ACH-000605,-2.13063286916
ACH-000606,-1.6902677234299999
ACH-000608,-1.6589768227200001
ACH-000614,-2.02970947122
ACH-000616,-1.8240368475400002
ACH-000618,-1.93563328836
ACH-000619,-1.62792333911
ACH-000620,-1.8381196245900002
ACH-000621,-2.07127203558
ACH-000622,-1.81466996502
ACH-000623,-2.0113551064200004
ACH-000624,-1.74781985053
ACH-000627,-1.9409989327400001
ACH-000630,-1.7805846267400003
ACH-000632,-1.9240508994599999
ACH-000633,-1.63624654648
ACH-000637,-2.1686944243
ACH-000638,-1.58663725221
ACH-000646,-1.5136470030000002
ACH-000647,-1.92131758232
ACH-000648,-2.4684383926400004
ACH-000649,-1.7644860410699998
ACH-000651,-1.5857463785199999
ACH-000652,-1.81252172871
ACH-000653,-1.9250173428
ACH-000657,-1.8658031877
ACH-000658,-1.7121433194799998
ACH-000661,-2.4047785991099997
ACH-000662,-1.79596912458
ACH-000663,-2.21178610797
ACH-000665,-1.6894190916999998
ACH-000671,-1.8296753214200001
ACH-000673,-1.53450348389
ACH-000676,-1.7685079504299999
ACH-000677,-1.8638222205500001
ACH-000681,-1.78255703542
ACH-000682,-1.64789164024
ACH-000683,-1.7777180008099998
ACH-000684,-1.62007600887
ACH-000688,-1.44874163408
ACH-000693,-1.6111129951700003
ACH-000694,-1.56160902442
ACH-000695,-1.74187597811
ACH-000696,-1.59988452083
ACH-000697,-1.6287054348199999
ACH-000699,-1.52174066413
ACH-000701,-1.7954120289500002
ACH-000706,-1.69572194493
ACH-000711,-1.72477304368
ACH-000713,-1.89814736683
ACH-000714,-1.80186588273
ACH-000718,-1.80499826324
ACH-000720,-1.65274948709
ACH-000721,-1.66278587799
ACH-000724,-1.9616458974400002
ACH-000725,-1.7286853897999999
ACH-000732,-1.8276171007
ACH-000734,-1.7776762225999998
ACH-000735,-1.77743451935
ACH-000736,-1.7750559292099997
ACH-000738,-1.9729999546299999
ACH-000746,-1.8854603208
ACH-000747,-1.69184679558
ACH-000748,-1.68755707611
ACH-000753,-1.89834393971
ACH-000756,-1.51824421895
ACH-000757,-1.5375552293399999
ACH-000758,-1.6924572406799998
ACH-000760,-1.7489444907099998
ACH-000763,-1.7577281220599996
ACH-000764,-1.26655081536
ACH-000765,-2.1502680521
ACH-000766,-1.9089818182799998
ACH-000767,-2.14056112508
ACH-000768,-1.69560261885
ACH-000769,-1.90859676604
ACH-000770,-1.8727202003299999
ACH-000771,-1.69693897774
ACH-000773,-1.8080494095299997
ACH-000776,-1.8812850776400003
ACH-000777,-1.8349182786900002
ACH-000778,-1.57055162583
ACH-000781,-1.82389574812
ACH-000782,-1.85326894903
ACH-000783,-1.7760383650999998
ACH-000784,-1.85031174379
ACH-000785,-1.77165937616
ACH-000787,-1.80273625964
ACH-000788,-1.6943831541499998
ACH-000791,-1.89406632518
ACH-000792,-1.90986185765
ACH-000794,-1.8242855041
ACH-000796,-1.8158096473700003
ACH-000799,-1.74697912634
ACH-000800,-2.27071296117
ACH-000802,-1.5923803613
ACH-000804,-1.9774428640400001
ACH-000805,-1.7592935616099998
ACH-000809,-1.48278327277
ACH-000810,-2.4784210676700003
ACH-000811,-2.03556368371
ACH-000817,-1.52323282915
ACH-000819,-1.6660331454
ACH-000820,-1.7820560080400003
ACH-000821,-2.56467008537
ACH-000822,-1.78157195604
ACH-000823,-1.85430703843
ACH-000824,-1.83493445741
ACH-000827,-1.8452793057799999
ACH-000829,-1.9209273519
ACH-000831,-1.7218804797599998
ACH-000832,-1.7743939886099998
ACH-000833,-2.07149492482
ACH-000834,-1.61038531171
ACH-000835,-1.72221981308
ACH-000836,-1.88639206095
ACH-000837,-1.37366205068
ACH-000838,-2.0625640024900003
ACH-000839,-1.69595622787
ACH-000840,-1.74830862835
ACH-000841,-1.7873993853999999
ACH-000843,-1.9575142894400002
ACH-000846,-1.4749835247799998
ACH-000847,-1.75108760806
ACH-000848,-1.62492837669
ACH-000849,-1.8745352158000002
ACH-000851,-1.74194037025
ACH-000855,-1.74766779985
ACH-000856,-1.8902497318
ACH-000858,-1.5379338752
ACH-000859,-1.8337374534400002
ACH-000861,-1.8361884004299998
ACH-000862,-1.70542701829
ACH-000865,-1.85433184813
ACH-000866,-2.13104536583
ACH-000867,-1.85733512637
ACH-000869,-1.60412584794
ACH-000872,-1.8832061979099999
ACH-000873,-1.6428491043399998
ACH-000876,-1.61011994635
ACH-000878,-1.84341990655
ACH-000880,-1.82653331403
ACH-000881,-2.01158036323
ACH-000882,-1.5931532428600002
ACH-000884,-1.7570655130200001
ACH-000885,-1.8046938386900002
ACH-000887,-1.7035360423600001
ACH-000888,-1.7720997167299999
ACH-000889,-2.0882548461700003
ACH-000890,-1.8195239391900002
ACH-000896,-1.6283118027799999
ACH-000898,-1.84521532635
ACH-000900,-1.5927346249599998
ACH-000901,-2.08451640031
ACH-000905,-1.84263893088
ACH-000906,-1.9709515545599996
ACH-000907,-1.59792981655
ACH-000910,-2.14605630549
ACH-000911,-1.8701727848400003
ACH-000912,-1.4632847665600002
ACH-000913,-1.86017585426
ACH-000915,-1.80599231086
ACH-000916,-1.6751026228900001
ACH-000917,-1.7336162881200001
ACH-000921,-1.37129784852
ACH-000924,-1.81971051155
ACH-000926,-2.0138284479900004
ACH-000928,-2.04436951837
ACH-000929,-1.9206540752799999
ACH-000932,-1.8908386488
ACH-000935,-1.70652226254
ACH-000936,-1.9460388804400004
ACH-000937,-2.08557281294
ACH-000938,-1.6732286401299998
ACH-000939,-2.0523011750599998
ACH-000941,-1.7734278030700001
ACH-000943,-1.8720982662299999
ACH-000946,-1.77345451317
ACH-000947,-1.94851733428
ACH-000948,-1.95485215668
ACH-000950,-1.51352374791
ACH-000953,-2.0095083642900002
ACH-000957,-1.76413618645
ACH-000958,-1.6592469007700001
ACH-000960,-1.9411201186400002
ACH-000963,-2.78247170497
ACH-000968,-1.81632433625
ACH-000969,-1.70732249824
ACH-000973,-1.9557153401499998
ACH-000974,-1.76620586097
ACH-000975,-1.69710739292
ACH-000976,-2.10239145068
ACH-000978,-1.90638892312
ACH-000980,-1.9273743665099998
ACH-000984,-1.8441824201299999
ACH-000986,-1.7098698397999998
ACH-000988,-2.0182512123400005
ACH-000993,-1.7646761470099999
ACH-000994,-1.9082909139500002
ACH-000996,-1.63541224259
ACH-001001,-1.65385694901
ACH-001020,-1.5060512425600001
ACH-001028,-1.7741906120700002
ACH-001031,-2.08796691643
ACH-001038,-1.8924142144
ACH-001048,-1.64817034664
ACH-001050,-1.9236951666
ACH-001053,-1.83928212625
ACH-001054,-1.82936312503
ACH-001061,-1.9675896328599998
ACH-001067,-1.69885342497
ACH-001075,-1.79150244778
ACH-001096,-1.7537657157
ACH-001128,-2.00525711322
ACH-001134,-1.71226387995
ACH-001151,-1.85243452912
ACH-001163,-1.7310018972999999
ACH-001164,-1.78320609446
ACH-001173,-1.7107326479799998
ACH-001183,-1.91192150626
ACH-001184,-1.71843493598
ACH-001190,-1.59433589269
ACH-001192,-1.7680384820700001
ACH-001193,-2.02017942404
ACH-001196,-1.5760345080899998
ACH-001197,-2.1363758445
ACH-001205,-1.81983582062
ACH-001211,-1.6419064906
ACH-001212,-1.69256601833
ACH-001228,-1.90582842818
ACH-001232,-1.9762191398700002
ACH-001239,-1.9255646770599997
ACH-001274,-2.32880189458
ACH-001275,-1.8757678713900003
ACH-001277,-1.2191022369
ACH-001278,-1.63532238944
ACH-001280,-1.83565760982
ACH-001283,-1.763056091
ACH-001289,-1.95689803371
ACH-001295,-1.9185891765
ACH-001300,-1.8386662579700002
ACH-001301,-1.79416027271
ACH-001302,-1.61646345726
ACH-001303,-2.2599435518599997
ACH-001306,-1.65446241413
ACH-001318,-1.86213204357
ACH-001322,-1.8449363764400002
ACH-001328,-1.80213593533
ACH-001332,-1.41250567571
ACH-001333,-1.74198780186
ACH-001336,-1.80031570906
ACH-001340,-1.8894937792099997
ACH-001346,-1.83258376623
ACH-001353,-1.7759882653599999
ACH-001354,-1.850007569
ACH-001367,-1.79439933371
ACH-001368,-1.67113711947
ACH-001374,-1.46089663651
ACH-001375,-1.6642516390200002
ACH-001377,-1.87492359431
ACH-001380,-1.70651690804
ACH-001391,-1.7966323989700002
ACH-001407,-1.66869531971
ACH-001408,-1.91894929537
ACH-001413,-1.51630471876
ACH-001430,-1.7236937896200002
ACH-001431,-2.1403334101800002
ACH-001450,-1.64145761604
ACH-001496,-2.00799944104
ACH-001500,-1.75045236088
ACH-001521,-1.8981511232900004
ACH-001523,-2.07557655753
ACH-001532,-1.7089975159399997
ACH-001536,-1.6024521731499999
ACH-001550,-1.9629749329599997
ACH-001552,-1.6708167467299997
ACH-001554,-1.9272735952900002
ACH-001645,-1.94411164188
ACH-001654,-1.84417114241
ACH-001715,-1.87717855843
ACH-001735,-1.8172378924099999
ACH-001736,-1.97360068324
ACH-001737,-1.84998986613
ACH-001740,-1.63839757419
ACH-001745,-1.6075468670299997
ACH-001750,-1.93063736965
ACH-001765,-1.81841245444
ACH-001956,-2.0055548986500003
ACH-001957,-2.0381632122099997
