,CSE1L (1434)
ACH-000257,-1.12796959691
ACH-000258,-1.7396572134900001
ACH-000259,-1.2875857586
ACH-000260,-1.09483418014
ACH-000261,-1.4675046971599999
ACH-000262,-0.984547230336
ACH-000263,-1.43483403475
ACH-000264,-1.63118279555
ACH-000265,-1.27970808238
ACH-000266,-1.4506657242399998
ACH-000272,-1.4394730103100002
ACH-000273,-1.41184962053
ACH-000274,-1.57157480256
ACH-000277,-1.2736243052
ACH-000278,-0.994401017282
ACH-000279,-1.68098030242
ACH-000280,-0.9822091084829999
ACH-000281,-1.14312703222
ACH-000288,-1.36352108579
ACH-000291,-1.10456404641
ACH-000293,-1.32387230876
ACH-000294,-1.38341698184
ACH-000295,-1.44510155758
ACH-000296,-1.1100952320100002
ACH-000302,-1.42907999447
ACH-000304,-0.86995597029
ACH-000307,-1.2484134441099999
ACH-000308,-1.1940988457600001
ACH-000310,-1.3659318987
ACH-000311,-1.20276592903
ACH-000312,-1.25640842968
ACH-000315,-1.50008045186
ACH-000316,-1.3232170242
ACH-000317,-1.07740885401
ACH-000318,-1.1006914478899998
ACH-000319,-1.15009111793
ACH-000320,-1.11899187863
ACH-000322,-1.41734382535
ACH-000323,-1.13379289964
ACH-000324,-1.1578824356
ACH-000329,-1.31900893144
ACH-000330,-1.1229217678899999
ACH-000331,-1.1886116301
ACH-000332,-1.25422365611
ACH-000334,-1.92578015022
ACH-000335,-1.10960061055
ACH-000336,-0.900395521105
ACH-000337,-1.40231862872
ACH-000339,-1.12769098171
ACH-000341,-1.20414577845
ACH-000348,-1.02858091053
ACH-000350,-1.0878584229600001
ACH-000352,-1.36140374943
ACH-000356,-1.4278039280300001
ACH-000361,-1.25790540616
ACH-000362,-1.22068546621
ACH-000363,-1.33741753358
ACH-000364,-1.18470930965
ACH-000365,-1.39735903512
ACH-000366,-1.3356257736
ACH-000368,-1.0
ACH-000374,-1.25161149925
ACH-000375,-1.20226958875
ACH-000376,-1.16273849238
ACH-000381,-1.13093848872
ACH-000383,-1.78939003502
ACH-000387,-1.1844040333299999
ACH-000389,-1.36582211245
ACH-000390,-1.27581609235
ACH-000393,-1.35347626855
ACH-000395,-1.06130452551
ACH-000397,-1.0222121289
ACH-000401,-1.29943224336
ACH-000402,-1.24598591044
ACH-000403,-1.76984777714
ACH-000404,-1.30856808638
ACH-000406,-1.3580102381099999
ACH-000407,-1.28939506887
ACH-000408,-1.00063354786
ACH-000410,-1.01685013169
ACH-000411,-0.8907330382850001
ACH-000414,-1.13720994207
ACH-000415,-1.1094386224400001
ACH-000416,-1.19331525404
ACH-000420,-1.26666458597
ACH-000421,-1.11284260821
ACH-000424,-1.47115896411
ACH-000425,-1.43632112339
ACH-000426,-0.977639890563
ACH-000427,-1.5323395673
ACH-000433,-1.2579619413
ACH-000436,-1.04174191096
ACH-000444,-1.4421307929
ACH-000445,-1.3685364508000002
ACH-000448,-1.1039185308700001
ACH-000450,-1.16599723358
ACH-000452,-1.2155935623899998
ACH-000454,-1.08465032808
ACH-000458,-0.947822415072
ACH-000459,-1.10748980089
ACH-000460,-1.0979143665100002
ACH-000461,-1.22576698636
ACH-000463,-1.22537703142
ACH-000464,-1.45789598966
ACH-000466,-1.1127124797399999
ACH-000467,-1.04994384271
ACH-000468,-1.7445315948400002
ACH-000469,-1.2546126340000001
ACH-000470,-1.38156019364
ACH-000471,-1.40227645475
ACH-000472,-1.14079467986
ACH-000473,-1.02977070941
ACH-000475,-1.45355402651
ACH-000476,-1.1431300795700001
ACH-000477,-0.760551988483
ACH-000480,-0.949121243196
ACH-000481,-1.34583860808
ACH-000483,-1.11423795125
ACH-000484,-1.71963431905
ACH-000485,-1.46660931365
ACH-000486,-1.03050012809
ACH-000487,-1.2253041579000001
ACH-000488,-1.15009103133
ACH-000490,-0.967957876729
ACH-000491,-1.1931537496100002
ACH-000495,-1.20610555864
ACH-000496,-1.10071642241
ACH-000499,-1.24061713248
ACH-000500,-0.978533089834
ACH-000502,-0.989233261292
ACH-000503,-1.2886172166
ACH-000505,-1.1959900131899999
ACH-000507,-1.12491970402
ACH-000510,-1.41306072867
ACH-000511,-1.09051656102
ACH-000512,-1.72004800685
ACH-000516,-1.3401965574899999
ACH-000517,-1.26888760998
ACH-000518,-0.9849932845649999
ACH-000520,-1.5466873033200002
ACH-000521,-1.10593201016
ACH-000522,-1.37153776567
ACH-000524,-1.17396677839
ACH-000527,-1.23809694364
ACH-000528,-1.11321930559
ACH-000537,-0.890700944485
ACH-000541,-1.29089897641
ACH-000542,-1.16904170468
ACH-000544,-1.17767855387
ACH-000545,-1.16437746085
ACH-000547,-1.3934509403600002
ACH-000548,-0.955811624435
ACH-000549,-0.9660649792799999
ACH-000550,-1.25913208125
ACH-000552,-1.11558464627
ACH-000556,-1.13182794617
ACH-000557,-1.4111148604100001
ACH-000570,-1.11862427307
ACH-000571,-1.66107826814
ACH-000573,-1.23993744767
ACH-000576,-1.29602613213
ACH-000580,-1.18853064901
ACH-000584,-1.47622960561
ACH-000585,-1.22223416904
ACH-000588,-1.22408189033
ACH-000589,-1.09792332338
ACH-000591,-1.2839269950499999
ACH-000593,-0.999386620208
ACH-000600,-1.6355721331
ACH-000601,-1.30948217916
ACH-000604,-1.3432782773700003
ACH-000605,-0.88280582871
ACH-000606,-1.09775137684
ACH-000608,-1.79603731475
ACH-000614,-1.12412914882
ACH-000616,-1.14361807412
ACH-000618,-1.08688002842
ACH-000619,-0.883034868731
ACH-000620,-1.16241378187
ACH-000621,-1.58040562838
ACH-000622,-1.6052395290900001
ACH-000623,-1.27206848049
ACH-000624,-1.32921316302
ACH-000627,-1.4692654831099998
ACH-000630,-1.08251487519
ACH-000632,-1.37780808144
ACH-000633,-1.06111636025
ACH-000637,-0.940534778421
ACH-000638,-0.9554552709209999
ACH-000646,-1.1931367173799998
ACH-000647,-1.1803714938299998
ACH-000648,-0.9913489536669999
ACH-000649,-1.1320303935299998
ACH-000651,-1.22272546665
ACH-000652,-0.9936610679700001
ACH-000653,-1.42068550201
ACH-000657,-1.22984616198
ACH-000658,-1.1278655427
ACH-000661,-1.07501742111
ACH-000662,-1.35276038984
ACH-000663,-0.9898258412309999
ACH-000665,-1.39907991225
ACH-000671,-0.90775856255
ACH-000673,-1.34925628602
ACH-000676,-1.33417289514
ACH-000677,-1.2979046553
ACH-000681,-1.2690274075299999
ACH-000682,-1.1617654505600001
ACH-000683,-1.47077777317
ACH-000684,-0.972983704083
ACH-000688,-1.45063510099
ACH-000693,-1.32534879694
ACH-000694,-1.18547740415
ACH-000695,-1.32427794576
ACH-000696,-1.26669773221
ACH-000697,-1.40124853207
ACH-000699,-1.18960703175
ACH-000701,-1.2824588467
ACH-000706,-1.18268073346
ACH-000711,-1.2153023998899999
ACH-000713,-1.1041017928499999
ACH-000714,-1.34266345098
ACH-000718,-1.6542980467500001
ACH-000720,-1.33835097496
ACH-000721,-1.312066938
ACH-000724,-1.32429595881
ACH-000725,-1.4166520829499998
ACH-000732,-1.19366931433
ACH-000734,-1.1958022136
ACH-000735,-1.39944291997
ACH-000736,-0.976118894157
ACH-000738,-1.22720598287
ACH-000746,-1.0906479042200001
ACH-000747,-1.10912326918
ACH-000748,-1.1640986995799998
ACH-000753,-1.24528907966
ACH-000756,-1.42237019739
ACH-000757,-1.31431388968
ACH-000758,-1.12966270612
ACH-000760,-1.39184141431
ACH-000763,-1.09007442588
ACH-000764,-1.32204957877
ACH-000765,-0.989554524431
ACH-000766,-1.10838952845
ACH-000767,-1.5287702721
ACH-000768,-1.06040447835
ACH-000769,-1.12549968471
ACH-000770,-1.14857570007
ACH-000771,-1.00689229957
ACH-000773,-1.13269432446
ACH-000776,-1.1347578545600001
ACH-000777,-1.17627318221
ACH-000778,-0.9560585712190001
ACH-000781,-1.2634472211399999
ACH-000782,-1.29100215071
ACH-000783,-1.92065353875
ACH-000784,-1.5149608730500002
ACH-000785,-1.61331639654
ACH-000787,-1.1721484030299998
ACH-000788,-1.51169275062
ACH-000791,-1.26602457945
ACH-000792,-1.02904731499
ACH-000794,-1.3014459805399998
ACH-000796,-1.6427032357700002
ACH-000799,-1.21111825801
ACH-000800,-1.3564354034200001
ACH-000802,-1.3515652484399998
ACH-000804,-1.18582728312
ACH-000805,-1.27927244389
ACH-000809,-1.1355939476399999
ACH-000810,-1.22857379887
ACH-000811,-1.4140964155200002
ACH-000817,-1.19159352437
ACH-000819,-1.1429546168
ACH-000820,-1.27919501526
ACH-000821,-0.958141007965
ACH-000822,-1.93982892844
ACH-000823,-1.32215180669
ACH-000824,-1.46486165819
ACH-000827,-1.04388438053
ACH-000829,-1.35275632447
ACH-000831,-1.05498965531
ACH-000832,-1.1019276322
ACH-000833,-1.07556658168
ACH-000834,-1.0502752322
ACH-000835,-1.13040895967
ACH-000836,-1.56188591131
ACH-000837,-0.986248307015
ACH-000838,-1.3986217651100001
ACH-000839,-1.25442277348
ACH-000840,-1.0
ACH-000841,-1.2200452813299998
ACH-000843,-1.1162591108
ACH-000846,-1.22798041512
ACH-000847,-1.59610250448
ACH-000848,-1.18374235595
ACH-000849,-1.16131727555
ACH-000851,-1.28717527083
ACH-000855,-0.973055356485
ACH-000856,-1.40972569317
ACH-000858,-1.15808402579
ACH-000859,-0.9444403002420001
ACH-000861,-1.13208929085
ACH-000862,-1.0062543831200002
ACH-000865,-1.26731148718
ACH-000866,-1.34946480429
ACH-000867,-1.31625646009
ACH-000869,-1.33164689581
ACH-000872,-1.11043411378
ACH-000873,-1.03227177404
ACH-000876,-1.2229253923899999
ACH-000878,-1.3046479920799998
ACH-000880,-1.07711049145
ACH-000881,-1.1901071679100002
ACH-000882,-1.1922432624600001
ACH-000884,-1.14814426051
ACH-000885,-1.2195075722
ACH-000887,-0.99479968767
ACH-000888,-1.3216098986700002
ACH-000889,-1.35333173206
ACH-000890,-1.3911328156
ACH-000896,-1.2421167175399999
ACH-000898,-1.36990777225
ACH-000900,-1.32400773911
ACH-000901,-1.5578221822299998
ACH-000905,-1.27227115847
ACH-000906,-1.28383656538
ACH-000907,-1.45512333567
ACH-000910,-1.23482648564
ACH-000911,-1.0506790535100001
ACH-000912,-1.2872352895299999
ACH-000913,-1.21867001275
ACH-000915,-1.41591975966
ACH-000916,-1.2223387503799998
ACH-000917,-1.1519181397799998
ACH-000921,-1.13981462171
ACH-000924,-1.25750445399
ACH-000926,-1.62400213708
ACH-000928,-1.48037356472
ACH-000929,-1.1692629859399999
ACH-000932,-1.02773956603
ACH-000935,-1.2053291584799999
ACH-000936,-1.1143909326299999
ACH-000937,-1.3370304236
ACH-000938,-1.63768744206
ACH-000939,-1.4060122317500001
ACH-000941,-1.2820952591600001
ACH-000943,-1.1218475814700002
ACH-000946,-1.2086241981
ACH-000947,-1.19887398236
ACH-000948,-0.8519988186409999
ACH-000950,-1.5111998232799997
ACH-000953,-1.71368731252
ACH-000957,-1.17404958126
ACH-000958,-1.11507305142
ACH-000960,-1.62635340521
ACH-000963,-1.0705229750799998
ACH-000968,-1.22352429441
ACH-000969,-0.986911204782
ACH-000973,-1.4151363703100002
ACH-000974,-1.26997774749
ACH-000975,-1.30754138078
ACH-000976,-1.4502118813299998
ACH-000978,-0.949487189676
ACH-000980,-1.3938299055
ACH-000984,-1.23562700909
ACH-000986,-1.20155969631
ACH-000988,-1.0560159282200001
ACH-000993,-1.15632486789
ACH-000994,-1.32681145121
ACH-000996,-1.31513803905
ACH-001001,-1.16594111252
ACH-001020,-1.54494553603
ACH-001028,-1.54299880171
ACH-001031,-1.1439522124700001
ACH-001038,-1.41890629165
ACH-001048,-1.1872507024099999
ACH-001050,-1.14239761031
ACH-001053,-1.3356863353100001
ACH-001054,-1.3117899815
ACH-001061,-1.1351003476000001
ACH-001067,-1.28855304926
ACH-001075,-0.9375028722259999
ACH-001096,-1.36269142519
ACH-001128,-1.24665053846
ACH-001134,-1.4133769101700002
ACH-001151,-1.29073838195
ACH-001163,-1.4378552204700001
ACH-001164,-1.27942063343
ACH-001173,-1.3316627695
ACH-001183,-1.0366911456399999
ACH-001184,-1.14570719327
ACH-001190,-1.2283434486700002
ACH-001192,-1.61196783753
ACH-001193,-1.24359187986
ACH-001196,-1.2514031073899998
ACH-001197,-1.5614395618999999
ACH-001205,-1.63040330417
ACH-001211,-1.1238598299
ACH-001212,-1.0644867740600001
ACH-001228,-1.47937773489
ACH-001232,-1.3600355013499998
ACH-001239,-1.5325759349
ACH-001274,-1.4279038648
ACH-001275,-1.23921643745
ACH-001277,-1.5431809469600002
ACH-001278,-1.4801698351800001
ACH-001280,-1.32892411427
ACH-001283,-1.29996333846
ACH-001289,-1.37483651051
ACH-001295,-1.43051362526
ACH-001300,-1.42203942779
ACH-001301,-1.27699858075
ACH-001302,-1.41830937275
ACH-001303,-1.4699639294
ACH-001306,-1.2794898336
ACH-001318,-0.939673401811
ACH-001322,-0.9856491454880001
ACH-001328,-1.15973817221
ACH-001332,-1.34148955354
ACH-001333,-1.25964461247
ACH-001336,-1.14721636001
ACH-001340,-1.2459441359399999
ACH-001346,-1.40045875729
ACH-001353,-1.09637001494
ACH-001354,-0.921818735995
ACH-001367,-1.3034412124299999
ACH-001368,-1.4024590676100002
ACH-001374,-1.50629658724
ACH-001375,-1.03961160876
ACH-001377,-1.05511729486
ACH-001380,-1.3250603538099999
ACH-001391,-1.31686963171
ACH-001407,-1.42066195005
ACH-001408,-0.932510603161
ACH-001413,-1.19888334762
ACH-001430,-1.40494942215
ACH-001431,-1.24527342759
ACH-001450,-1.20848564284
ACH-001496,-1.4684143347
ACH-001500,-1.35282826389
ACH-001521,-0.9323202126919999
ACH-001523,-0.9503019090100001
ACH-001532,-1.29040432167
ACH-001536,-1.27145448059
ACH-001550,-1.39578687898
ACH-001552,-1.26459700174
ACH-001554,-1.16399149388
ACH-001645,-1.32278404005
ACH-001654,-1.2213449114100001
ACH-001715,-1.4103188178400001
ACH-001735,-1.44326772683
ACH-001736,-1.4366457879799999
ACH-001737,-1.6152081881799998
ACH-001740,-1.11588305511
ACH-001745,-1.202018541
ACH-001750,-1.1543016391399998
ACH-001765,-1.2057298236
ACH-001956,-1.16987432446
ACH-001957,-1.3318825753599999
