,CD200R1 (131450)
ACH-000389,-0.07726144467910001
ACH-000390,-0.049685719670199996
ACH-000393,0.0035456690906100004
ACH-000395,-0.09570959349649999
ACH-000397,-0.16304010330399998
ACH-000401,-0.12050105997199999
ACH-000402,-0.189946954272
ACH-000403,-0.151473716381
ACH-000404,-0.30599733864100004
ACH-000406,-0.158197495064
ACH-000407,-0.240297707949
ACH-000408,-0.0652483476694
ACH-000410,-0.289628982535
ACH-000411,-0.151542466809
ACH-000414,-0.275317272712
ACH-000415,-0.141097655102
ACH-000416,-0.156768259849
ACH-000420,-0.25626711179699996
ACH-000421,-0.257599944712
ACH-000424,-0.10128417892899999
ACH-000425,-0.11943312858300001
ACH-000426,0.0373241272186
ACH-000427,-0.264409027784
ACH-000433,-0.350704709789
ACH-000436,-0.138541628045
ACH-000444,-0.13193445569
ACH-000445,-0.0333273945541
ACH-000448,-0.0381105386934
ACH-000450,0.0172718726316
ACH-000452,-0.22417434333500003
ACH-000454,0.077343821842
ACH-000458,-0.265570064691
ACH-000459,-0.0472290657231
ACH-000460,-0.094664306666
ACH-000461,-0.270195854633
ACH-000463,-0.20086112637400003
ACH-000464,-0.0827119521985
ACH-000466,0.22759115016800002
ACH-000467,-0.179473438228
ACH-000468,-0.11578287458799999
ACH-000469,-0.140157688458
ACH-000470,-0.34749348476899994
ACH-000471,-0.103867624483
ACH-000472,-0.144071141059
ACH-000473,-0.044940887023599996
ACH-000475,0.018999106309
ACH-000476,-0.0142186268921
ACH-000477,-0.014269317664099999
ACH-000480,-0.120672121839
ACH-000481,-0.135402702198
ACH-000483,-0.308016436709
ACH-000484,-0.230565102643
ACH-000485,-0.08655932809620001
ACH-000486,-0.17504713521600002
ACH-000487,-0.0233673046983
ACH-000488,-0.16773636775
ACH-000490,-0.242664075803
ACH-000491,-0.0705362495134
ACH-000495,-0.286100562816
ACH-000496,-0.218069537536
ACH-000499,-0.18095585095
ACH-000500,-0.052842804247900006
ACH-000502,-0.08698487507300001
ACH-000503,-0.369953686514
ACH-000505,-0.191522186978
ACH-000507,-0.0666041873488
ACH-000510,0.0334362872789
ACH-000511,-0.286962731908
ACH-000512,-0.144039074945
ACH-000516,-0.18056686237
ACH-000517,-0.15055334927300001
ACH-000518,-0.11060517924
ACH-000520,-0.139965659289
ACH-000521,-0.295164696861
ACH-000522,-0.0264145616392
ACH-000524,-0.1609012303
ACH-000527,-0.18803712551899998
ACH-000528,-0.22136226064800002
ACH-000537,-0.0946957327813
ACH-000541,-0.115137720035
ACH-000542,-0.057723560219
ACH-000544,-0.298183970583
ACH-000545,-0.133499145584
ACH-000547,-0.185186208936
ACH-000548,-0.121041956998
ACH-000549,-0.0727936526933
ACH-000550,-0.0592624589004
ACH-000552,-0.195826045955
ACH-000556,-0.0559679018597
ACH-000557,0.08058364264449999
ACH-000570,-0.168729378211
ACH-000571,-0.18950103931499998
ACH-000573,-0.20951778376400002
ACH-000576,-0.138841161045
ACH-000580,-0.181317846793
ACH-000584,-0.0491760964014
ACH-000585,-0.10326015813200001
ACH-000588,0.135657812655
ACH-000589,-0.058009335657099995
ACH-000591,0.0129267086148
ACH-000593,-0.23203367241
ACH-000600,-0.168819714552
ACH-000601,-0.0937666435158
ACH-000604,0.040792477839
ACH-000605,-0.29161292778700004
ACH-000606,0.016714035314499998
ACH-000608,-0.06817632464619999
ACH-000614,-0.0611874517301
ACH-000616,-0.09913782132519999
ACH-000618,-0.12506276285499998
ACH-000619,-0.0581926078448
ACH-000620,-0.163053114202
ACH-000621,-0.10906898226600001
ACH-000622,0.0550665550612
ACH-000623,0.121207644324
ACH-000624,-0.135717063949
ACH-000627,-0.171304017475
ACH-000630,-0.220779275255
ACH-000632,-0.267984009475
ACH-000633,-0.0823272765356
ACH-000637,-0.0487221853379
ACH-000638,-0.199945987826
ACH-000646,-0.138000447072
ACH-000647,-0.074431976805
ACH-000648,-0.0198603510661
ACH-000649,-0.0201912711703
ACH-000651,-0.147378308877
ACH-000652,-0.0749361508503
ACH-000653,-0.11243894081599999
ACH-000657,-0.150518712672
ACH-000658,-0.175472899458
ACH-000661,-0.153749391004
ACH-000662,-0.212531147211
ACH-000663,-0.144961792997
ACH-000665,-0.054960159155
ACH-000671,-0.0316496409243
ACH-000673,-0.150633101169
ACH-000676,-0.22978580067499998
ACH-000677,-0.06455083080709999
ACH-000681,-0.16705072389
ACH-000682,-0.12372529217499999
ACH-000683,-0.076632325475
ACH-000684,-0.251053519653
ACH-000688,-0.313566718963
ACH-000693,-0.0619625397078
ACH-000694,-0.121525799397
ACH-000695,-0.111463710799
ACH-000696,-0.293074076564
ACH-000697,-0.157798645303
ACH-000699,-0.212815873924
ACH-000701,-0.142912842676
ACH-000706,-0.251696830974
ACH-000711,-0.19883694469000002
ACH-000713,-0.25350730801800003
ACH-000714,0.15247601962000001
ACH-000718,-0.145187498014
ACH-000720,-0.101151028885
ACH-000721,-0.171646446736
ACH-000724,-0.00148472505019
ACH-000725,-0.0313351324349
ACH-000732,-0.188602672522
ACH-000734,-0.0995878582526
ACH-000735,-0.293428571069
ACH-000736,0.0318010488674
ACH-000738,-0.0533335851956
ACH-000746,0.00656914911751
ACH-000747,-0.0327510039507
ACH-000748,-0.11402933354
ACH-000753,-0.19076793872900003
ACH-000756,-0.118409295905
ACH-000757,-0.33177516726399997
ACH-000758,-0.10772157986
ACH-000760,-0.011390878334
ACH-000763,-0.26810489836199997
ACH-000764,0.06175008216490001
ACH-000765,-0.162580768316
ACH-000766,-0.098903903431
ACH-000767,0.046298935224800004
ACH-000768,-0.242297306892
ACH-000769,-0.0019022977421999999
ACH-000770,-0.208882484919
ACH-000771,-0.22648982003100002
ACH-000773,0.0617595657564
ACH-000776,-0.13091152170499998
ACH-000777,-0.0656682530005
ACH-000778,-0.08132477326069999
ACH-000781,-0.0736538733963
ACH-000782,-0.046661074759400005
ACH-000783,0.010155457324700001
ACH-000784,-0.20935572879
ACH-000785,-0.26266872528
ACH-000787,-0.0939781128139
ACH-000788,-0.25772789457
ACH-000791,-0.242756240612
ACH-000792,-0.23836089093
ACH-000794,-0.0190408549267
ACH-000796,-0.200660352563
ACH-000799,-0.37100883964000003
ACH-000800,-0.40095379400799996
ACH-000802,-0.160341091279
ACH-000804,-0.189694610566
ACH-000805,-0.28932915786200003
ACH-000809,-0.152779254794
ACH-000810,0.0592670941574
ACH-000811,-0.252938740981
ACH-000817,-0.205114289994
ACH-000819,0.0018608331210300001
ACH-000820,-0.25840829347399996
ACH-000821,-0.17194009991999998
ACH-000822,-0.039825145882800006
ACH-000823,-0.134480907643
ACH-000824,-0.14369507915899998
ACH-000827,-0.0773090747543
ACH-000829,-0.180136535449
ACH-000831,-0.136923726864
ACH-000832,-0.246184724045
ACH-000833,-0.0779778076812
ACH-000834,-0.052620519575399996
ACH-000835,-0.25170066563099996
ACH-000836,-0.254508645648
ACH-000837,-0.226241710466
ACH-000838,-0.19342481833
ACH-000839,-0.06137934204749999
ACH-000840,0.0611019256385
ACH-000841,-0.0697755090312
ACH-000843,-0.138768326986
ACH-000846,-0.21367425836399997
ACH-000847,-0.178334967971
ACH-000848,-0.143732584227
ACH-000849,-0.12602920744
ACH-000851,-0.172421147646
ACH-000855,-0.310461369184
ACH-000856,-0.295526596151
ACH-000858,-0.271437945512
ACH-000859,-0.21723659605999998
ACH-000861,-0.303528418759
ACH-000862,-0.23535544625399998
ACH-000865,-0.0236179590767
ACH-000866,-0.08772906574819998
ACH-000867,-0.154405184222
ACH-000869,-0.0927646337802
ACH-000872,-0.20192002031599998
ACH-000873,0.0938069555748
ACH-000876,-0.133745622212
ACH-000878,-0.28984388409
ACH-000880,-0.0245058377698
ACH-000881,-0.0802357490031
ACH-000882,-0.156705714595
ACH-000884,-0.0625653766404
ACH-000885,-0.184705040317
ACH-000887,-0.0396384067081
ACH-000888,-0.0352892545322
ACH-000889,-0.0561503807289
ACH-000890,-0.09043246312039999
ACH-000896,-0.10688366456000001
ACH-000898,-0.17511315440900002
ACH-000900,-0.172221128589
ACH-000901,-0.17837643677200002
ACH-000905,-0.31197496899
ACH-000906,-0.047424699874099994
ACH-000907,-0.129163002685
ACH-000910,0.057513149923300005
ACH-000911,-0.18692543772999998
ACH-000912,-0.171213250758
ACH-000913,-0.149805066978
ACH-000915,-0.186060263946
ACH-000916,0.544698081918
ACH-000917,-0.148423702608
ACH-000921,-0.14576490010399998
ACH-000924,-0.0198696801876
ACH-000926,0.077112445194
ACH-000928,-0.184998047366
ACH-000929,-0.0758823173531
ACH-000932,-0.22088729889699998
ACH-000935,-0.07717355209480001
ACH-000936,-0.12221335766899999
ACH-000937,-0.0814733616632
ACH-000938,-0.249337528581
ACH-000939,-0.138747700379
ACH-000941,-0.256790244307
ACH-000943,-0.20570069565000001
ACH-000946,-0.20205462254099998
ACH-000947,-0.185706329912
ACH-000948,-0.249857581459
ACH-000950,-0.0208146842307
ACH-000953,-0.07737729948260001
ACH-000957,-0.20278519791299998
ACH-000958,-0.264454300746
ACH-000960,-0.05858435114990001
ACH-000963,-0.40932361510700005
ACH-000968,-0.359052511695
ACH-000969,-0.0630712233225
ACH-000973,-0.146009028499
ACH-000974,-0.10886415746099999
ACH-000975,-0.103833181281
ACH-000976,-0.129014559399
ACH-000978,0.228636914587
ACH-000980,-0.0562357657638
ACH-000984,-0.313265016919
ACH-000986,-0.059470337955300004
ACH-000988,-0.162068460052
ACH-000993,-0.079345483954
ACH-000994,-0.0364474335283
ACH-000996,-0.181910745456
ACH-001001,-0.153203147603
ACH-001020,0.1884596925
ACH-001028,-0.0529437735009
ACH-001031,-0.10476852366900001
ACH-001038,-0.061804637607300004
ACH-001048,-0.301690368111
ACH-001050,-0.260933395352
ACH-001053,0.171967872806
ACH-001054,0.0158032457174
ACH-001061,-0.0881664963326
ACH-001067,-0.246439138317
ACH-001075,-0.15725956631100002
ACH-001096,-0.220575409642
ACH-001128,-0.332797621243
ACH-001134,0.034384427460800004
ACH-001151,-0.117431929575
ACH-001163,-0.08573439525660001
ACH-001164,-0.17581133652199998
ACH-001173,-0.257693140893
ACH-001183,-0.123927833115
ACH-001184,-0.18402969844
ACH-001190,-0.0761538860833
ACH-001192,0.04651922677630001
ACH-001193,-0.19655749602400002
ACH-001196,-0.47245488926600004
ACH-001197,-0.0122846803049
ACH-001205,-0.141210427294
ACH-001211,-0.019947508655299998
ACH-001212,-0.18378281009300002
ACH-001228,-0.11394916675899999
ACH-001232,-0.0424627784545
ACH-001239,-0.0848162563973
ACH-001274,-0.116161108106
ACH-001275,-0.227859856172
ACH-001277,-0.0563767185616
ACH-001278,-0.045123865990800004
ACH-001280,-0.271169799849
ACH-001283,-0.08416300911
ACH-001289,-0.0482208291957
ACH-001295,-0.0341920325647
ACH-001300,-0.154434155392
ACH-001301,-0.182853490864
ACH-001302,-0.07666361127480001
ACH-001303,0.00738700748761
ACH-001306,-0.22175739573000003
ACH-001318,-0.272572146221
ACH-001322,-0.23195812524
ACH-001328,-0.0860219722661
ACH-001332,-0.17349768159899998
ACH-001333,-0.025212222395200004
ACH-001336,-0.240757425828
ACH-001340,-0.0866635223286
ACH-001346,-0.036793160776400005
ACH-001353,-0.130848651357
ACH-001354,0.121584962113
ACH-001367,-0.065105650396
ACH-001368,-0.146431104296
ACH-001374,-0.0339555610538
ACH-001375,-0.057171529986500005
ACH-001377,-0.104960441279
ACH-001380,-0.178592738128
ACH-001391,0.040672734428
ACH-001407,-0.103626810781
ACH-001408,-0.19648823200100002
ACH-001413,-0.31911839968600003
ACH-001430,-0.295660198939
ACH-001431,-0.16252001911
ACH-001450,-0.0667261942098
ACH-001496,-0.198505609074
ACH-001500,-0.09256644324860001
ACH-001521,0.00741242046123
ACH-001523,-0.0359371925998
ACH-001532,-0.240164882626
ACH-001536,-0.21116287479200002
ACH-001550,-0.20387167627799999
ACH-001552,-0.19473337822099998
ACH-001554,-0.17242681510699998
ACH-001645,-0.0160951969762
ACH-001654,-0.124429571226
ACH-001715,-0.20055400843600002
ACH-001735,0.00212341538596
ACH-001736,-0.0433095521686
ACH-001737,0.00995349176898
ACH-001740,-0.43770450511299996
ACH-001745,-0.158946022696
ACH-001750,-0.0225158456115
ACH-001765,-0.111263655986
ACH-001956,-0.09499400748780001
ACH-001957,0.0252206778312
