,PAFAH1B1 (5048)
ACH-000408,-1.73454418605
ACH-000410,-1.8678651357799998
ACH-000411,-1.60099885663
ACH-000414,-1.9328192919799998
ACH-000415,-1.70695658554
ACH-000416,-1.5568096129799998
ACH-000420,-1.80523051485
ACH-000421,-1.71732866916
ACH-000424,-1.94884775772
ACH-000425,-1.7052860647299999
ACH-000426,-2.09474154001
ACH-000427,-1.82578187026
ACH-000433,-1.5533429577700002
ACH-000436,-1.9759347523299997
ACH-000444,-1.8036250720500002
ACH-000445,-1.98036931689
ACH-000448,-1.97825129625
ACH-000450,-1.8751110320900002
ACH-000452,-1.8556186329400004
ACH-000454,-1.59833718467
ACH-000458,-1.9543530057900003
ACH-000459,-1.3146717011700002
ACH-000460,-1.8098355038099998
ACH-000461,-2.0672011311099996
ACH-000463,-1.6263253499700001
ACH-000464,-2.0641697891099997
ACH-000466,-2.17473386683
ACH-000467,-1.58170057576
ACH-000468,-1.9569434747799999
ACH-000469,-1.8253888659
ACH-000470,-2.1167172695299996
ACH-000471,-1.9632149857099999
ACH-000472,-1.84868751752
ACH-000473,-2.0053445426599996
ACH-000475,-1.87804023852
ACH-000476,-1.8056474337000001
ACH-000477,-1.94344627521
ACH-000480,-1.57154821693
ACH-000481,-1.9050328691499998
ACH-000483,-2.22075216167
ACH-000484,-1.87723374132
ACH-000485,-1.9010910184999998
ACH-000486,-1.76846610765
ACH-000487,-2.0453450679
ACH-000488,-1.7643926448400002
ACH-000490,-1.5826126915799998
ACH-000491,-1.7699964915700002
ACH-000495,-1.74664960248
ACH-000496,-1.67487857824
ACH-000499,-1.4718966294999998
ACH-000500,-1.59062119216
ACH-000502,-1.8882076144799997
ACH-000503,-1.5337788327700002
ACH-000505,-2.13800192917
ACH-000507,-1.7090679564500002
ACH-000510,-1.9297861566799999
ACH-000511,-1.51312339153
ACH-000512,-1.66480973076
ACH-000516,-1.7598515008099997
ACH-000517,-2.0608341594099997
ACH-000518,-1.9480385765200001
ACH-000520,-1.94280054504
ACH-000521,-1.5537673599700002
ACH-000522,-1.8792239417900003
ACH-000524,-1.8820028751
ACH-000527,-1.97687465009
ACH-000528,-1.53034311473
ACH-000537,-1.5991767723800001
ACH-000541,-1.55674972306
ACH-000542,-1.9159383517299997
ACH-000544,-1.64527517393
ACH-000545,-1.70909430189
ACH-000547,-1.33826828164
ACH-000548,-1.71225578583
ACH-000549,-1.58082148337
ACH-000550,-2.00618539287
ACH-000552,-1.8241801848900003
ACH-000556,-1.86011001998
ACH-000557,-2.4985450063599997
ACH-000570,-1.756402976
ACH-000571,-2.25919382579
ACH-000573,-1.59830848502
ACH-000576,-1.8653283492
ACH-000580,-1.75674939028
ACH-000584,-2.05634039623
ACH-000585,-1.88577599847
ACH-000588,-1.93282664785
ACH-000589,-1.9186895602200003
ACH-000591,-1.68079693602
ACH-000593,-1.87553766759
ACH-000600,-1.60859171618
ACH-000601,-1.79354840658
ACH-000604,-2.01447380472
ACH-000605,-1.8683906484700001
ACH-000606,-1.4625443690600002
ACH-000608,-2.31285242147
ACH-000614,-1.9044143880700002
ACH-000616,-1.69970567744
ACH-000618,-1.6208308776
ACH-000619,-1.7489944158700002
ACH-000620,-2.1051158941
ACH-000621,-1.5443033879499999
ACH-000622,-1.6661256591100002
ACH-000623,-1.6991455390999999
ACH-000624,-1.6910692029299998
ACH-000627,-1.9011575244999999
ACH-000630,-1.57408205629
ACH-000632,-2.03235234888
ACH-000633,-1.85364961967
ACH-000637,-1.9561723316400002
ACH-000638,-1.6777234270299999
ACH-000646,-1.8137644769099999
ACH-000647,-1.8305271072799998
ACH-000648,-1.9614733376400002
ACH-000649,-1.6118558942899999
ACH-000651,-1.7737286853799998
ACH-000652,-1.97245027097
ACH-000653,-1.8613509010499998
ACH-000657,-1.90596007213
ACH-000658,-2.05028539491
ACH-000661,-1.68236844023
ACH-000662,-1.67609431755
ACH-000663,-1.5254690111200002
ACH-000665,-1.66494062111
ACH-000671,-1.8995852544099998
ACH-000673,-1.8554105401299998
ACH-000676,-1.53967843738
ACH-000677,-2.054356523
ACH-000681,-1.51631458054
ACH-000682,-1.5279919520899998
ACH-000683,-1.8709023311700002
ACH-000684,-1.7721940934599998
ACH-000688,-1.63022017755
ACH-000693,-1.7905075992099997
ACH-000694,-1.5418707763600001
ACH-000695,-2.1594673055799998
ACH-000696,-1.56123705131
ACH-000697,-1.6955114624599998
ACH-000699,-2.03856261971
ACH-000701,-1.68908706949
ACH-000706,-1.7632933920599998
ACH-000711,-1.67374262128
ACH-000713,-1.8015557558700002
ACH-000714,-2.11668300982
ACH-000718,-2.19454391711
ACH-000720,-1.70088205706
ACH-000721,-1.84401752694
ACH-000724,-2.4350921911900003
ACH-000725,-2.4858562177200003
ACH-000732,-1.50550587123
ACH-000734,-1.83909121931
ACH-000735,-1.7075118494600001
ACH-000736,-1.6336696766499998
ACH-000738,-1.8444477928299998
ACH-000746,-2.35272758683
ACH-000747,-1.44749389247
ACH-000748,-1.69738010458
ACH-000753,-2.02366665398
ACH-000756,-1.7764617042200002
ACH-000757,-1.80598354553
ACH-000758,-1.68466741456
ACH-000760,-1.69199878433
ACH-000763,-1.8223224538099998
ACH-000764,-1.66657023847
ACH-000765,-1.43712944059
ACH-000766,-1.93568772426
ACH-000767,-1.94329487697
ACH-000768,-1.70958031503
ACH-000769,-1.7264989079
ACH-000770,-1.9977001473500002
ACH-000771,-1.58008055405
ACH-000773,-2.00030316593
ACH-000776,-1.9323256091999998
ACH-000777,-1.87132406631
ACH-000778,-2.2061798986400003
ACH-000781,-1.94563921538
ACH-000782,-1.84243418955
ACH-000783,-2.0781875572099997
ACH-000784,-1.7592858808
ACH-000785,-1.88255672762
ACH-000787,-1.76137485033
ACH-000788,-1.63158306528
ACH-000791,-1.78221950724
ACH-000792,-1.87497065213
ACH-000794,-1.9184032815099998
ACH-000796,-1.9684712213099997
ACH-000799,-1.62379747147
ACH-000800,-2.17684384347
ACH-000802,-1.51005499815
ACH-000804,-1.73869243061
ACH-000805,-2.04662181918
ACH-000809,-1.91804432447
ACH-000810,-1.8415028416299999
ACH-000811,-2.2966322882299997
ACH-000817,-1.7443410171400002
ACH-000819,-1.7985335695500002
ACH-000820,-1.63449431668
ACH-000821,-1.9865974766999999
ACH-000822,-2.1705312760699997
ACH-000823,-1.8033814001099997
ACH-000824,-1.7107084905599999
ACH-000827,-1.57093320518
ACH-000829,-1.8436635991299999
ACH-000831,-1.8411123572299999
ACH-000832,-1.55202974169
ACH-000833,-1.88420232629
ACH-000834,-1.87108812156
ACH-000835,-1.5601604255000001
ACH-000836,-2.00361157896
ACH-000837,-1.71366556574
ACH-000838,-1.70502094124
ACH-000839,-1.65529019947
ACH-000840,-2.1582919931999998
ACH-000841,-1.66438552682
ACH-000843,-1.6257028142200003
ACH-000846,-2.0094694458599998
ACH-000847,-1.91984763243
ACH-000848,-1.73100485058
ACH-000849,-1.9890347777000001
ACH-000851,-1.76475852186
ACH-000855,-1.60344033426
ACH-000856,-1.81205826944
ACH-000858,-1.86843968997
ACH-000859,-1.68401642296
ACH-000861,-1.9142626097
ACH-000862,-1.8094535831
ACH-000865,-1.76745190275
ACH-000866,-1.8640916591099999
ACH-000867,-1.8893776012999999
ACH-000869,-2.1816421273
ACH-000872,-1.7079496598500001
ACH-000873,-1.8782342084499999
ACH-000876,-2.4681464533
ACH-000878,-1.7382325159599998
ACH-000880,-1.83885716438
ACH-000881,-1.7601086980200003
ACH-000882,-1.4454365304199999
ACH-000884,-1.5661363093599998
ACH-000885,-1.8449830443700002
ACH-000887,-1.68520139557
ACH-000888,-1.96415171713
ACH-000889,-2.03636378693
ACH-000890,-1.77217351245
ACH-000896,-1.7174969153200002
ACH-000898,-1.7108828748700002
ACH-000900,-1.7218174379400002
ACH-000901,-1.88982618215
ACH-000905,-1.7065892169999999
ACH-000906,-1.99437315558
ACH-000907,-1.52917001671
ACH-000910,-2.02555569095
ACH-000911,-1.9194014130900001
ACH-000912,-1.76581454064
ACH-000913,-1.86377543338
ACH-000915,-1.99919989616
ACH-000916,-2.02338523217
ACH-000917,-1.55976004388
ACH-000921,-1.7377811960099998
ACH-000924,-1.59884660688
ACH-000926,-1.58934613727
ACH-000928,-1.8348022533099997
ACH-000929,-1.68544629347
ACH-000932,-1.87773061287
ACH-000935,-1.7105850795700002
ACH-000936,-1.8728110458099998
ACH-000937,-1.96929926818
ACH-000938,-1.61600348762
ACH-000939,-2.0153245100099997
ACH-000941,-1.8905157727400002
ACH-000943,-1.8205299013299998
ACH-000946,-1.69142473044
ACH-000947,-1.7504908088599997
ACH-000948,-1.50133505995
ACH-000950,-1.84641067028
ACH-000953,-1.6794328620200003
ACH-000957,-1.48664843428
ACH-000958,-1.9395945542200002
ACH-000960,-1.56716593023
ACH-000963,-1.5522051404700001
ACH-000968,-2.09820255338
ACH-000969,-1.7318994763599997
ACH-000973,-1.7878473810099997
ACH-000974,-1.78713792689
ACH-000975,-1.9385975490799998
ACH-000976,-1.5885108508399999
ACH-000978,-2.0943259289
ACH-000980,-1.78037783315
ACH-000984,-1.78725529808
ACH-000986,-1.65308982546
ACH-000988,-1.8881664259200002
ACH-000993,-1.81347626185
ACH-000994,-2.0354378204400003
ACH-000996,-1.7047985042700002
ACH-001001,-1.71682892021
ACH-001020,-2.135706217
ACH-001028,-1.80563756633
ACH-001031,-1.86387561634
ACH-001038,-1.9527585341999998
ACH-001048,-1.8482754634599998
ACH-001050,-1.49816577146
ACH-001053,-1.9573758886500001
ACH-001054,-1.8056732098400003
ACH-001061,-1.55033828179
ACH-001067,-1.85287655508
ACH-001075,-1.72802290307
ACH-001096,-1.9537095044400001
ACH-001128,-2.2262245698500003
ACH-001134,-1.55168662189
ACH-001151,-1.72880565842
ACH-001163,-1.99116321802
ACH-001164,-1.5267954709799998
ACH-001173,-1.7014990407100001
ACH-001183,-2.17345338195
ACH-001184,-1.81544875525
ACH-001190,-1.8338562634400002
ACH-001192,-1.72834027613
ACH-001193,-1.57611500215
ACH-001196,-1.8195845775
ACH-001197,-2.14554309685
ACH-001205,-1.83696180152
ACH-001211,-1.9394423690400002
ACH-001212,-2.0901206494799998
ACH-001228,-2.0406843909
ACH-001232,-1.54475511773
ACH-001239,-1.9009170534900002
ACH-001274,-1.83407109065
ACH-001275,-1.76959751176
ACH-001277,-1.8853289584400001
ACH-001278,-1.6857824267500001
ACH-001280,-1.66720820705
ACH-001283,-1.7942560297
ACH-001289,-1.83322963563
ACH-001295,-1.76176469909
ACH-001300,-1.81598394928
ACH-001301,-1.87594437916
ACH-001302,-1.80907390819
ACH-001303,-1.80030386601
ACH-001306,-1.7869590816599998
ACH-001318,-1.8023149252000001
ACH-001322,-1.64483385847
ACH-001328,-1.63414690028
ACH-001332,-1.4329821042700002
ACH-001333,-1.84270690192
ACH-001336,-1.41054621293
ACH-001340,-1.8528585912
ACH-001346,-1.74378064225
ACH-001353,-1.8743964385099998
ACH-001354,-1.73498446689
ACH-001367,-1.80775900105
ACH-001368,-1.8033193792099997
ACH-001374,-1.96463871095
ACH-001375,-1.71189874523
ACH-001377,-1.7904736811099997
ACH-001380,-1.66492028542
ACH-001391,-2.13850280294
ACH-001407,-2.00001844937
ACH-001408,-1.85235304848
ACH-001413,-1.5473408377899998
ACH-001430,-2.03228568607
ACH-001431,-1.43547804791
ACH-001450,-1.69420360155
ACH-001496,-1.9403130511700002
ACH-001500,-1.92325900979
ACH-001521,-1.7296671367400003
ACH-001523,-1.52429274003
ACH-001532,-1.9501927344
ACH-001536,-1.6995809753100002
ACH-001550,-1.73890395267
ACH-001552,-1.8372094201
ACH-001554,-1.84298575817
ACH-001645,-1.85516033192
ACH-001654,-1.76599454458
ACH-001715,-2.0067952592299996
ACH-001735,-1.9817126976700001
ACH-001736,-1.6156969288799998
ACH-001737,-1.69351934882
ACH-001740,-1.56240952722
ACH-001745,-2.0206202023400004
ACH-001750,-1.9031817201400003
ACH-001765,-2.0253053261500003
ACH-001956,-2.1016673625299997
ACH-001957,-1.7716228291099998
