,COPZ1 (22818)
ACH-001333,-1.0560461857899999
ACH-001336,-1.09204499635
ACH-001340,-1.1460966563600001
ACH-001346,-1.12081758457
ACH-001353,-0.9091174336750001
ACH-001354,-0.7482240487440001
ACH-001367,-0.9514732097930001
ACH-001368,-1.4534388138699998
ACH-001374,-1.3388610242799999
ACH-001375,-1.1621460148799998
ACH-001377,-1.1314287997799999
ACH-001380,-1.1759999261
ACH-001391,-1.49732232067
ACH-001407,-1.2959580234799999
ACH-001408,-1.22579283555
ACH-001413,-1.29071355392
ACH-001430,-1.17306456035
ACH-001431,-1.33749361919
ACH-001450,-1.14475264168
ACH-001496,-1.22009416933
ACH-001500,-0.9145263594769999
ACH-001521,-0.585931682283
ACH-001523,-0.843895995396
ACH-001532,-1.1506954871200001
ACH-001536,-1.10454398715
ACH-001550,-1.21952991938
ACH-001552,-1.2567556366600001
ACH-001554,-1.1220814432700001
ACH-001645,-1.31913033706
ACH-001654,-1.2333977444
ACH-001715,-1.41524460192
ACH-001735,-1.14989502488
ACH-001736,-0.713795406664
ACH-001737,-1.76112668032
ACH-001740,-1.15664658971
ACH-001745,-1.0599232383600001
ACH-001750,-1.03339172177
ACH-001765,-1.2095096201
ACH-001956,-1.0507074080299998
ACH-001957,-0.570796788294
