,ATP5J (522)
ACH-000756,-0.33840699216200004
ACH-000757,-0.46009057908600004
ACH-000758,-0.66106181802
ACH-000760,-0.386134082724
ACH-000763,-0.481858628178
ACH-000764,-0.214287723149
ACH-000765,-0.305555111129
ACH-000766,-0.39689491936899995
ACH-000767,-0.593453561775
ACH-000768,-0.267267375858
ACH-000769,-0.618448578389
ACH-000770,-0.397083817773
ACH-000771,-0.511294044133
ACH-000773,-0.250596418182
ACH-000776,-0.5106469494520001
ACH-000777,-0.26304220366000003
ACH-000778,-0.547483207766
ACH-000781,-0.566575661267
ACH-000782,-0.33831043995399995
ACH-000783,-0.465796599067
ACH-000784,-0.529322049773
ACH-000785,-0.707784723285
ACH-000787,-0.507165457596
ACH-000788,-0.386944919913
ACH-000791,-0.321595166684
ACH-000792,-0.205444517936
ACH-000794,-0.0319841205566
ACH-000796,-0.521702108776
ACH-000799,-0.265135876397
ACH-000800,-0.350902934743
ACH-000802,-0.517902321768
ACH-000804,-0.612797321146
ACH-000805,-0.148256775161
ACH-000809,-0.525034436822
ACH-000810,-0.221142737643
ACH-000811,-0.360029994677
ACH-000817,-0.3067366521
ACH-000819,-0.477861727055
ACH-000820,-0.576484379977
ACH-000821,-0.49444918546800004
ACH-000822,-0.194941582168
ACH-000823,-0.738538736452
ACH-000824,-0.491347883042
ACH-000827,-0.201579696304
ACH-000829,-0.415049443294
ACH-000831,-0.6995691012199999
ACH-000832,-0.5417232468559999
ACH-000833,-0.82170291544
ACH-000834,-0.27121022313
ACH-000835,-0.629763829213
ACH-000836,-0.281093776897
ACH-000837,-0.45171000291100005
ACH-000838,-0.0882661144682
ACH-000839,-0.264491383455
ACH-000840,-0.652972855713
ACH-000841,-0.233584331511
ACH-000843,-0.525637171699
ACH-000846,-0.599551142512
ACH-000847,-0.571376032811
ACH-000848,-0.799763048138
ACH-000849,-0.552341344723
ACH-000851,-0.8387794906
ACH-000855,-0.6941301510150001
ACH-000856,-0.692370774058
ACH-000858,-0.730415666154
ACH-000859,-0.314625261758
ACH-000861,-0.38458760837
ACH-000862,-0.585568852933
ACH-000865,-0.596795170616
ACH-000866,-0.7705887187620001
ACH-000867,-0.731695894295
ACH-000869,-0.6495344020139999
ACH-000872,-0.318213451725
ACH-000873,-0.35786919200999995
ACH-000876,-0.767421274345
ACH-000878,-0.499228143987
ACH-000880,-0.399347737318
ACH-000881,-0.35248762460199995
ACH-000882,-0.374473125777
ACH-000884,-0.422122395522
ACH-000885,-0.7709312586579999
ACH-000887,-0.717046597435
ACH-000888,-0.550868876857
ACH-000889,-0.310850023222
ACH-000890,-0.36859271291100004
ACH-000896,-0.261123082127
ACH-000898,-0.457638513717
ACH-000900,-0.426104160233
ACH-000901,-0.450926216742
ACH-000905,-0.6580905171399999
ACH-000906,-0.421512233049
ACH-000907,-0.20056436406800002
ACH-000910,-0.450626836959
ACH-000911,-0.584412230454
ACH-000912,-0.33272504445
ACH-000913,-0.348304970201
ACH-000915,-0.45386470814499996
ACH-000916,-0.8600852035109999
ACH-000917,-0.602032091736
ACH-000921,-0.367714374427
ACH-000924,-0.7112484351880001
ACH-000926,-0.5077313865199999
ACH-000928,-0.436799339442
ACH-000929,-0.173280705422
ACH-000932,-0.410946242048
ACH-000935,-0.388840443069
ACH-000936,-0.29507106574
ACH-000937,-0.08526521891319999
ACH-000938,-0.209344450702
ACH-000939,-0.575797206563
ACH-000941,-0.461424078714
ACH-000943,-0.588582156444
ACH-000946,-0.31252481596000004
ACH-000947,-0.6285626164270001
ACH-000948,-0.5973632842409999
ACH-000950,-0.449878784248
ACH-000953,-0.020353600857799997
ACH-000957,-0.38656060721999996
ACH-000958,-0.487162775252
ACH-000960,-0.293101147344
ACH-000963,-0.676616771547
ACH-000968,-0.54950297714
ACH-000969,-0.729492416414
ACH-000973,-0.305309989049
ACH-000974,-0.232094377352
ACH-000975,-0.580024993427
ACH-000976,-0.322051026369
ACH-000978,-0.800459320309
ACH-000980,-0.56079738229
ACH-000984,-0.293471581958
ACH-000986,-0.24870945769400002
ACH-000988,-0.335293007927
ACH-000993,-0.329639821435
ACH-000994,-0.6987615461650001
ACH-000996,-0.138938579595
ACH-001001,-0.62054489092
ACH-001020,-0.296764654874
ACH-001028,-0.557345988657
ACH-001031,-0.558361448199
ACH-001038,-0.13701405929000002
ACH-001048,-0.491982449587
ACH-001050,-0.42788083919500003
ACH-001053,-0.332730629
ACH-001054,-0.2670908401
ACH-001061,-0.5888052560629999
ACH-001067,-0.405766059864
ACH-001075,-0.545696617155
ACH-001096,-0.563072442617
ACH-001128,-0.337737473521
ACH-001134,-0.435424393388
ACH-001151,-0.41367343401199996
ACH-001163,-0.628895610071
ACH-001164,-0.337201144899
ACH-001173,-0.569486290504
ACH-001183,-0.309293911129
ACH-001184,-0.537938187732
ACH-001190,-0.269248136325
ACH-001192,-0.43357701947899996
ACH-001193,-0.52699536712
ACH-001196,-0.376216291319
ACH-001197,-0.275391645805
ACH-001205,-0.1294960508
ACH-001211,-0.280724791812
ACH-001212,-0.593668848464
ACH-001228,-0.446103456663
ACH-001232,-0.15896785168299998
ACH-001239,-0.412471247307
ACH-001274,-0.244023382782
ACH-001275,-0.562349751575
ACH-001277,-0.688093180818
ACH-001278,-0.533861461685
ACH-001280,-0.235913906925
ACH-001283,-0.7169296810150001
ACH-001289,-0.49133723663999995
ACH-001295,-0.394315649486
ACH-001300,-0.463265223737
ACH-001301,-0.663980678773
ACH-001302,-0.35351423843099994
ACH-001303,-0.779453609349
ACH-001306,-0.259271280518
ACH-001318,-0.704821708995
ACH-001322,-0.584517562133
ACH-001328,-0.263040613862
ACH-001332,-0.512477505514
ACH-001333,-0.463310954248
ACH-001336,-0.48277324646
ACH-001340,-0.366147147893
ACH-001346,-0.506029571878
ACH-001353,-0.264927177068
ACH-001354,-0.19512087711599999
ACH-001367,-0.450930693353
ACH-001368,-0.44062187396700003
ACH-001374,-0.585080437737
ACH-001375,-0.329680204802
ACH-001377,-0.498897955545
ACH-001380,-0.6374575887839999
ACH-001391,-0.528362889081
ACH-001407,-0.120271333796
ACH-001408,-0.503716863927
ACH-001413,-0.5341112825050001
ACH-001430,-0.560127702774
ACH-001431,-0.330238487761
ACH-001450,-0.500902089015
ACH-001496,-0.778964982044
ACH-001500,-0.294242082313
ACH-001521,-0.309740704634
ACH-001523,-0.601455985351
ACH-001532,-0.43552370643700006
ACH-001536,-0.179814790271
ACH-001550,-0.892079412861
ACH-001552,-0.213014702938
ACH-001554,-0.456984585207
ACH-001645,-0.307374807268
ACH-001654,-0.607785219072
ACH-001715,-0.319141667609
ACH-001735,-0.264948793322
ACH-001736,-0.285922523224
ACH-001737,-0.18005897317000003
ACH-001740,-0.319970578475
ACH-001745,-0.402529424025
ACH-001750,-0.430475443562
ACH-001765,-0.474104648209
ACH-001956,-0.241868223493
ACH-001957,-0.0642504408532
