,NAPA (8775)
ACH-001328,-0.891027977342
ACH-001332,-1.04598689049
ACH-001333,-1.04190554319
ACH-001336,-0.9981044649680001
ACH-001340,-1.26319955963
ACH-001346,-1.1324154174799999
ACH-001353,-1.25861417067
ACH-001354,-1.32530523314
ACH-001367,-0.9824594590360001
ACH-001368,-1.0150548083600002
ACH-001374,-1.22873119984
ACH-001375,-0.929397857252
ACH-001377,-1.21419477455
ACH-001380,-1.10116681339
ACH-001391,-1.38582356351
ACH-001407,-1.03030106805
ACH-001408,-1.13894703851
ACH-001413,-1.18403029548
ACH-001430,-1.1601745289399998
ACH-001431,-1.2246294845799999
ACH-001450,-0.621231845355
ACH-001496,-1.1428569200399998
ACH-001500,-1.2961060401200002
ACH-001521,-0.952567859253
ACH-001523,-0.9783221061640001
ACH-001532,-1.1045664688299999
ACH-001536,-1.07045501721
ACH-001550,-1.3703920851499998
ACH-001552,-1.1751317028100001
ACH-001554,-1.19572054373
ACH-001645,-1.13964475592
ACH-001654,-1.31947563877
ACH-001715,-0.925994967203
ACH-001735,-1.16141511864
ACH-001736,-1.08508742498
ACH-001737,-1.0314460348899999
ACH-001740,-1.7397071901400003
ACH-001745,-1.56117271759
ACH-001750,-1.28446374485
ACH-001765,-1.19338701656
ACH-001956,-1.17964663545
ACH-001957,-0.757596924709
