,CARS (833)
ACH-000361,-1.5509642620200002
ACH-000362,-1.37743870692
ACH-000363,-1.4030880592299997
ACH-000364,-1.26613863917
ACH-000365,-1.5029452696
ACH-000366,-1.59995929342
ACH-000368,-1.36640593477
ACH-000374,-1.39050817091
ACH-000375,-1.58731824151
ACH-000376,-1.2577528167799998
ACH-000381,-1.32806507232
ACH-000383,-1.5365033063999998
ACH-000387,-1.23963327067
ACH-000389,-1.11980599918
ACH-000390,-1.61827154973
ACH-000393,-1.4262099529799999
ACH-000395,-1.41212572093
ACH-000397,-1.3603876878999999
ACH-000401,-1.35102455641
ACH-000402,-1.20927049534
ACH-000403,-1.5200051451199998
ACH-000404,-0.837287405929
ACH-000406,-1.56970025875
ACH-000407,-1.12044354058
ACH-000408,-1.3292669217
ACH-000410,-1.3134033716700002
ACH-000411,-1.16121678451
ACH-000414,-1.44938212474
ACH-000415,-1.3283077859799999
ACH-000416,-1.3446887420299998
ACH-000420,-1.4299683795299998
ACH-000421,-1.33859778651
ACH-000424,-1.24544206161
ACH-000425,-1.4149795784900001
ACH-000426,-1.1344584694700002
ACH-000427,-1.6932408774599998
ACH-000433,-1.4748374223700003
ACH-000436,-1.34618217754
ACH-000444,-1.36983327941
ACH-000445,-1.43953618956
ACH-000448,-1.41313491357
ACH-000450,-1.35275222157
ACH-000452,-1.50560810336
ACH-000454,-0.930343165583
ACH-000458,-1.1344629240700002
ACH-000459,-0.8647921350229999
ACH-000460,-1.3694962845299998
ACH-000461,-1.51505549864
ACH-000463,-1.4636061331499999
ACH-000464,-1.78430181648
ACH-000466,-1.25000276644
ACH-000467,-1.2943745769700001
ACH-000468,-1.45604019287
ACH-000469,-1.67425151592
ACH-000470,-1.55042588139
ACH-000471,-1.59851729561
ACH-000472,-1.42809465296
ACH-000473,-1.6979585834600002
ACH-000475,-1.57140160273
ACH-000476,-1.40507523674
ACH-000477,-1.89612381405
ACH-000480,-1.38879124611
ACH-000481,-1.47592471852
ACH-000483,-1.7350364281
ACH-000484,-1.2936661391500002
ACH-000485,-1.63544347922
ACH-000486,-1.4484618644100002
ACH-000487,-1.38065529257
ACH-000488,-1.17098225813
ACH-000490,-1.25321176985
ACH-000491,-1.6687384300299999
ACH-000495,-1.29079228395
ACH-000496,-1.27202897095
ACH-000499,-1.45650510459
ACH-000500,-1.37828403532
ACH-000502,-1.3874263528200002
ACH-000503,-1.64054961102
ACH-000505,-1.22920402675
ACH-000507,-1.4626934327399999
ACH-000510,-1.32238126463
ACH-000511,-1.27159516347
ACH-000512,-1.7220526581
ACH-000516,-1.3414665363299998
ACH-000517,-1.5497512567299998
ACH-000518,-1.4156926083899999
ACH-000520,-1.25237621804
ACH-000521,-1.4185878288299998
ACH-000522,-1.53227185461
ACH-000524,-1.58270019384
ACH-000527,-1.23669191223
ACH-000528,-1.26002311486
ACH-000537,-1.30995703434
ACH-000541,-1.4263801554
ACH-000542,-1.39015370974
ACH-000544,-1.32198337127
ACH-000545,-1.1577977146
ACH-000547,-1.40063099537
ACH-000548,-1.079245019
ACH-000549,-1.1494491036599999
ACH-000550,-1.3496705328
ACH-000552,-1.32775739415
ACH-000556,-1.43176590851
ACH-000557,-2.05155807587
ACH-000570,-1.5048996104299999
ACH-000571,-1.9429530660499998
ACH-000573,-1.45722952169
ACH-000576,-1.00961020506
ACH-000580,-1.24882369394
ACH-000584,-1.55361458102
ACH-000585,-1.4231141159600003
ACH-000588,-1.5386693493999999
ACH-000589,-1.33333019945
ACH-000591,-1.5582772952700001
ACH-000593,-1.5739516040000001
ACH-000600,-1.62138671801
ACH-000601,-1.4110856693399998
ACH-000604,-1.07776828186
ACH-000605,-1.29987150708
ACH-000606,-1.08532970539
ACH-000608,-1.57284984357
ACH-000614,-1.16213833219
ACH-000616,-1.4271871982299997
ACH-000618,-1.16235204133
ACH-000619,-1.33258454739
ACH-000620,-1.4916846479199999
ACH-000621,-1.6855397883
ACH-000622,-1.8219105654199999
ACH-000623,-1.4674649199
ACH-000624,-1.59121613079
ACH-000627,-1.2782129269700002
ACH-000630,-1.26444666177
ACH-000632,-1.3665994274200002
ACH-000633,-1.799125736
ACH-000637,-1.21671241365
ACH-000638,-1.26967982548
ACH-000646,-1.68176882321
ACH-000647,-1.66102799329
ACH-000648,-1.4763084447900001
ACH-000649,-1.41218554447
ACH-000651,-1.29740358084
ACH-000652,-1.3252853341700002
ACH-000653,-1.57564281981
ACH-000657,-1.4782663311700002
ACH-000658,-1.52910040694
ACH-000661,-1.3807150956299998
ACH-000662,-1.5132220952899997
ACH-000663,-1.35482224209
ACH-000665,-1.3181856264
ACH-000671,-1.5711009382299999
ACH-000673,-1.38144213836
ACH-000676,-1.1665307976200001
ACH-000677,-1.4627626200900001
ACH-000681,-1.4806292507899999
ACH-000682,-1.2620048488200002
ACH-000683,-1.61090579084
ACH-000684,-1.4565583576499999
ACH-000688,-1.26799989534
ACH-000693,-1.2842584316399999
ACH-000694,-1.2112151027
ACH-000695,-1.28516402264
ACH-000696,-1.32290212434
ACH-000697,-1.3963388070500002
ACH-000699,-1.4741418878900001
ACH-000701,-1.2747436400299998
ACH-000706,-1.32730934398
ACH-000711,-1.46511456494
ACH-000713,-1.56635208756
ACH-000714,-1.45857803009
ACH-000718,-1.52067788238
ACH-000720,-1.5463511052899999
ACH-000721,-1.3572185996500001
ACH-000724,-1.5475260956099999
ACH-000725,-1.41353234901
ACH-000732,-1.17531108621
ACH-000734,-1.5245911398700003
ACH-000735,-1.3692291158899998
ACH-000736,-1.4194485483700001
ACH-000738,-1.23366916222
ACH-000746,-1.53403813
ACH-000747,-1.2726425964599999
ACH-000748,-1.42901654939
ACH-000753,-1.34093003354
ACH-000756,-1.4050976560600001
ACH-000757,-1.29238774392
ACH-000758,-1.40408770849
ACH-000760,-1.47933773044
ACH-000763,-1.23468841494
ACH-000764,-1.37405056114
ACH-000765,-1.45017091193
ACH-000766,-1.48778561736
ACH-000767,-1.5652903855000002
ACH-000768,-1.24927872127
ACH-000769,-1.2662043357200001
ACH-000770,-1.5473407980399998
ACH-000771,-1.3151389848700001
ACH-000773,-1.66953823962
ACH-000776,-1.26563018625
ACH-000777,-0.914602514991
ACH-000778,-1.0762441561799998
ACH-000781,-1.3769490551499999
ACH-000782,-1.33190671614
ACH-000783,-2.09196804487
ACH-000784,-1.44881286627
ACH-000785,-1.33236686487
ACH-000787,-1.5710783259999999
ACH-000788,-1.36652245365
ACH-000791,-1.36924017593
ACH-000792,-1.38313155446
ACH-000794,-1.1569699312000001
ACH-000796,-1.50632752646
ACH-000799,-1.2318962299
ACH-000800,-1.1640654571
ACH-000802,-1.33909683029
ACH-000804,-1.3832969471399998
ACH-000805,-1.2398065205500002
ACH-000809,-1.21294796813
ACH-000810,-0.9283516249379999
ACH-000811,-1.55699361947
ACH-000817,-1.3131587468400001
ACH-000819,-1.4063884259000001
ACH-000820,-1.58793191153
ACH-000821,-1.26607363395
ACH-000822,-1.7236928217400003
ACH-000823,-1.4861608023700001
ACH-000824,-1.83319105134
ACH-000827,-1.11496888373
ACH-000829,-1.17475176014
ACH-000831,-1.27124901756
ACH-000832,-1.27867498668
ACH-000833,-1.4541718846899998
ACH-000834,-1.30158205483
ACH-000835,-1.28522083506
ACH-000836,-1.52786831141
ACH-000837,-1.29002161046
ACH-000838,-1.73671976985
ACH-000839,-1.12574975037
ACH-000840,-1.3317845802700001
ACH-000841,-1.43647843004
ACH-000843,-1.21215022685
ACH-000846,-1.3810186504700002
ACH-000847,-1.33691104809
ACH-000848,-1.34895876061
ACH-000849,-1.54997374266
ACH-000851,-1.3577981483700001
ACH-000855,-1.39043913272
ACH-000856,-1.41321866717
ACH-000858,-1.27733584588
ACH-000859,-1.21378013106
ACH-000861,-1.4003642899899997
ACH-000862,-1.17633903306
ACH-000865,-1.3451737316799999
ACH-000866,-1.4212609654799997
ACH-000867,-1.5256547032700003
ACH-000869,-1.66228695417
ACH-000872,-1.3317001919299998
ACH-000873,-1.3458935559399998
ACH-000876,-1.2863668069
ACH-000878,-1.17199652207
ACH-000880,-1.57951305628
ACH-000881,-1.0857053782200001
ACH-000882,-1.367243935
ACH-000884,-1.4278089238999998
ACH-000885,-1.1927873768100001
ACH-000887,-1.2746011955399998
ACH-000888,-1.41910938037
ACH-000889,-1.22396727995
ACH-000890,-1.1350198657100001
ACH-000896,-1.31580215658
ACH-000898,-1.3161598014799998
ACH-000900,-1.37064549034
ACH-000901,-1.3303451801100001
ACH-000905,-1.11238801355
ACH-000906,-1.34660172752
ACH-000907,-1.31684292558
ACH-000910,-1.5680235330399999
ACH-000911,-1.09993330741
ACH-000912,-1.21639230964
ACH-000913,-1.30556916551
ACH-000915,-1.40911725463
ACH-000916,-1.7684355734400001
ACH-000917,-1.28591891093
ACH-000921,-1.3876338045200003
ACH-000924,-1.28715355254
ACH-000926,-1.75480917335
ACH-000928,-1.37432390398
ACH-000929,-1.4889573845200001
ACH-000932,-1.44628160163
ACH-000935,-1.22469650248
ACH-000936,-1.27289008236
ACH-000937,-1.51631567796
ACH-000938,-1.6122577308300001
ACH-000939,-1.50174816095
ACH-000941,-1.6502448841600001
ACH-000943,-1.24282040684
ACH-000946,-1.27986649626
ACH-000947,-1.2399657951
ACH-000948,-1.23855810565
ACH-000950,-1.11611654092
ACH-000953,-1.57905494585
ACH-000957,-1.14960328527
ACH-000958,-1.26406816116
ACH-000960,-1.58354696831
ACH-000963,-1.34745535373
ACH-000968,-1.12064988555
ACH-000969,-1.4368498744999998
ACH-000973,-1.43330905348
ACH-000974,-1.46012334266
ACH-000975,-1.24615357412
ACH-000976,-1.22644983926
ACH-000978,-1.3028692339899999
ACH-000980,-1.35015495088
ACH-000984,-1.3036054940100001
ACH-000986,-1.3067924373200002
ACH-000988,-1.1476563658399999
ACH-000993,-1.24648475814
ACH-000994,-1.3423286598800002
ACH-000996,-1.44404089178
ACH-001001,-1.4673961079799998
ACH-001020,-1.42076106144
ACH-001028,-1.4563809268799999
ACH-001031,-1.2998684409999999
ACH-001038,-1.5757094755399998
ACH-001048,-1.65180143255
ACH-001050,-1.33723869906
ACH-001053,-1.19379069339
ACH-001054,-1.3632704863
ACH-001061,-1.10443274829
ACH-001067,-1.38566029829
ACH-001075,-1.1462017799
ACH-001096,-1.4730060317299998
ACH-001128,-2.0440421837200002
ACH-001134,-1.4685216963299998
ACH-001151,-1.43262978731
ACH-001163,-1.59446481603
ACH-001164,-1.4831886937099998
ACH-001173,-1.37780054087
ACH-001183,-1.7362592469999998
ACH-001184,-1.27335774056
ACH-001190,-1.41886645467
ACH-001192,-1.33333257496
ACH-001193,-0.708883077154
ACH-001196,-1.24025733628
ACH-001197,-1.56592290428
ACH-001205,-1.63037763273
ACH-001211,-1.3560326470200001
ACH-001212,-1.2165039760299998
ACH-001228,-1.64232657995
ACH-001232,-1.30385294257
ACH-001239,-1.3307037223
ACH-001274,-1.23465709271
ACH-001275,-1.5611862235799998
ACH-001277,-1.43695345442
ACH-001278,-1.41447030967
ACH-001280,-1.72070193928
ACH-001283,-1.34528096868
ACH-001289,-1.1815847683299998
ACH-001295,-1.4384190988999999
ACH-001300,-1.4867449213100001
ACH-001301,-1.40493337372
ACH-001302,-1.6752176100799998
ACH-001303,-1.3974995567200001
ACH-001306,-1.2219817857200002
ACH-001318,-1.3787591338499998
ACH-001322,-1.2133252503799998
ACH-001328,-1.36055421539
ACH-001332,-1.3656277199000002
ACH-001333,-1.3481439217200002
ACH-001336,-1.4516390822799998
ACH-001340,-1.39904212391
ACH-001346,-1.23384217993
ACH-001353,-1.27592759246
ACH-001354,-1.38234429335
ACH-001367,-1.36922855146
ACH-001368,-1.4566935765
ACH-001374,-1.61942609365
ACH-001375,-1.21292353294
ACH-001377,-1.3036837351600001
ACH-001380,-1.29291708066
ACH-001391,-1.30420772627
ACH-001407,-1.37054059031
ACH-001408,-1.61034933375
ACH-001413,-1.31408697237
ACH-001430,-1.73884695214
ACH-001431,-1.50288616366
ACH-001450,-1.33130014921
ACH-001496,-1.5178103271599999
ACH-001500,-1.49526360169
ACH-001521,-1.44332123322
ACH-001523,-1.2998306042899999
ACH-001532,-1.21709525209
ACH-001536,-1.61026996852
ACH-001550,-1.4190813002899998
ACH-001552,-1.4569850657700003
ACH-001554,-1.22162146396
ACH-001645,-1.25977031543
ACH-001654,-1.46819566044
ACH-001715,-1.06480377296
ACH-001735,-1.54183455363
ACH-001736,-1.39530663988
ACH-001737,-1.42022742884
ACH-001740,-1.4318431829799998
ACH-001745,-1.35194221155
ACH-001750,-1.4862935116299998
ACH-001765,-1.31444795157
ACH-001956,-1.25909788471
ACH-001957,-1.1196327089899998
