,ICT1 (3396)
ACH-001715,-0.338047206789
ACH-001735,-0.202867413719
ACH-001736,-0.590567436394
ACH-001737,0.48783273793799997
ACH-001740,-0.10043804822899999
ACH-001745,-0.31085018573199996
ACH-001750,-0.451119528176
ACH-001765,-0.145861261932
ACH-001956,-0.09715381061839999
ACH-001957,-0.286121428378
