,H2AFJ (55766)
ACH-000410,-0.281328169316
ACH-000411,-0.237869629818
ACH-000414,-0.307546172139
ACH-000415,-0.027531129457799997
ACH-000416,-0.19649801006700002
ACH-000420,-0.324085431696
ACH-000421,-0.104372560867
ACH-000424,-0.044880521929199994
ACH-000425,-0.226976703523
ACH-000426,-0.404468503074
ACH-000427,-0.48286417372
ACH-000433,0.012657215652299998
ACH-000436,-0.256981899267
ACH-000444,-0.0877210493829
ACH-000445,0.0682587490015
ACH-000448,-0.324237454224
ACH-000450,-0.165695489609
ACH-000452,-0.34781421958000003
ACH-000454,0.019694666449
ACH-000458,-0.37645394422
ACH-000459,-0.0256349471635
ACH-000460,-0.12519270936899998
ACH-000461,-0.39968578998099996
ACH-000463,-0.229624219276
ACH-000464,-0.328212583519
ACH-000466,-0.109188140607
ACH-000467,-0.184104235255
ACH-000468,-0.38487522028899995
ACH-000469,-0.183843160856
ACH-000470,-0.191834558956
ACH-000471,-0.262291432983
ACH-000472,-0.196916853052
ACH-000473,-0.14048486802500001
ACH-000475,-0.25500575984499996
ACH-000476,-0.243964468891
ACH-000477,-0.09907589920530001
ACH-000480,-0.0771773137025
ACH-000481,-0.413226445881
ACH-000483,0.0611991590192
ACH-000484,-0.142550324322
ACH-000485,-0.330282377062
ACH-000486,-0.164684340637
ACH-000487,-0.276430209649
ACH-000488,-0.0367225150779
ACH-000490,-0.361915269511
ACH-000491,-0.132445373114
ACH-000495,-0.206318050354
ACH-000496,-0.123506546598
ACH-000499,-0.203332571303
ACH-000500,-0.489908292169
ACH-000502,-0.107252226462
ACH-000503,-0.559258697372
ACH-000505,-0.296740321812
ACH-000507,-0.231237487161
ACH-000510,-0.199624939754
ACH-000511,-0.243160645247
ACH-000512,-0.47274014829800004
ACH-000516,-0.252268298182
ACH-000517,-0.157339991632
ACH-000518,-0.41878969545500006
ACH-000520,-0.197107113712
ACH-000521,-0.253540124676
ACH-000522,-0.26163854456700003
ACH-000524,-0.248015787187
ACH-000527,-0.0394265889936
ACH-000528,-0.15481169868
ACH-000537,-0.17938527831300002
ACH-000541,-0.38082423293000006
ACH-000542,-0.147170072917
ACH-000544,-0.215203054294
ACH-000545,-0.27629383650899997
ACH-000547,0.08769811935939999
ACH-000548,-0.249474930662
ACH-000549,-0.089405781748
ACH-000550,-0.212035603678
ACH-000552,-0.226246517201
ACH-000556,-0.08399014600339999
ACH-000557,-0.380365690853
ACH-000570,-0.27325400017900003
ACH-000571,-0.18496266109499998
ACH-000573,-0.271176035539
ACH-000576,-0.311785359404
ACH-000580,-0.102965551634
ACH-000584,-0.154445726252
ACH-000585,-0.158099028005
ACH-000588,-0.151951170836
ACH-000589,-0.340467455381
ACH-000591,-0.220064056877
ACH-000593,-0.26178300046999997
ACH-000600,-0.14870695110999999
ACH-000601,-0.125924470859
ACH-000604,-0.0157485010182
ACH-000605,-0.0779584314408
ACH-000606,-0.34953385992299996
ACH-000608,-0.219947405894
ACH-000614,-0.49630279076899997
ACH-000616,-0.293099881642
ACH-000618,-0.23590697507800001
ACH-000619,-0.242408474983
ACH-000620,-0.222182347293
ACH-000621,-0.150307044887
ACH-000622,-0.10730154329
ACH-000623,-0.19547370508099998
ACH-000624,-0.17155795866300003
ACH-000627,-0.0378231150426
ACH-000630,-0.23258046368700003
ACH-000632,-0.310717819387
ACH-000633,-0.160407944656
ACH-000637,-0.0580827208273
ACH-000638,-0.177946636223
ACH-000646,-0.181326120557
ACH-000647,-0.336775406342
ACH-000648,-0.258987708344
ACH-000649,-0.279040766607
ACH-000651,-0.177348018751
ACH-000652,-0.22603807390900002
ACH-000653,-0.172770433466
ACH-000657,-0.29719965578
ACH-000658,-0.149349955835
ACH-000661,-0.250238429037
ACH-000662,-0.115114628249
ACH-000663,-0.390844913153
ACH-000665,-0.229697000972
ACH-000671,-0.24826623122699998
ACH-000673,-0.33030196540999995
ACH-000676,-0.14455372360500002
ACH-000677,-0.364971707044
ACH-000681,-0.398061031479
ACH-000682,-0.24272152938000002
ACH-000683,-0.150195517332
ACH-000684,-0.403733318492
ACH-000688,-0.20554561444299999
ACH-000693,-0.24076069018000004
ACH-000694,-0.12779976224099998
ACH-000695,-0.36611947140600004
ACH-000696,-0.297468059534
ACH-000697,0.07106435066689999
ACH-000699,-0.283213538072
ACH-000701,-0.144225203089
ACH-000706,-0.138915227562
ACH-000711,-0.11993288382400001
ACH-000713,-0.140197370471
ACH-000714,-0.24570864299400003
ACH-000718,-0.12099425947300001
ACH-000720,-0.316790865431
ACH-000721,-0.315101918636
ACH-000724,-0.579347308347
ACH-000725,-0.384772110067
ACH-000732,-0.194477995993
ACH-000734,-0.11345637374199999
ACH-000735,-0.050218022629000006
ACH-000736,-0.482307499128
ACH-000738,-0.209112005931
ACH-000746,-0.170361185477
ACH-000747,-0.33733062494099997
ACH-000748,-0.35398005783799996
ACH-000753,-0.245371038038
ACH-000756,-0.46058656065
ACH-000757,-0.13421437426
ACH-000758,-0.183792089207
ACH-000760,-0.394523405383
ACH-000763,-0.555419702641
ACH-000764,-0.18765130891800003
ACH-000765,-0.694278706593
ACH-000766,-0.20537091754
ACH-000767,-0.231374530262
ACH-000768,-0.215770105456
ACH-000769,-0.271018297985
ACH-000770,-0.22814658916299999
ACH-000771,-0.332212277029
ACH-000773,-0.390565413011
ACH-000776,-0.35122612251999996
ACH-000777,0.0395245333439
ACH-000778,-0.228885651821
ACH-000781,-0.186029530719
ACH-000782,-0.526746044414
ACH-000783,-0.23651135508499999
ACH-000784,-0.23274980783000004
ACH-000785,-0.439594422526
ACH-000787,-0.252123703047
ACH-000788,-0.345775851008
ACH-000791,-0.366208743798
ACH-000792,-0.21209015152199998
ACH-000794,-0.254706869004
ACH-000796,-0.116922963585
ACH-000799,-0.07010295678119999
ACH-000800,0.16905133960299998
ACH-000802,-0.249348564941
ACH-000804,0.0644222615155
ACH-000805,-0.27092144973
ACH-000809,-0.18606510000999998
ACH-000810,-0.432351865437
ACH-000811,-0.307594095131
ACH-000817,-0.43594640863300005
ACH-000819,-0.07314437152360001
ACH-000820,-0.431050239163
ACH-000821,0.20724041473000002
ACH-000822,-0.158690861623
ACH-000823,-0.190765436454
ACH-000824,-0.236702640247
ACH-000827,-0.22768637674699999
ACH-000829,-0.216589425411
ACH-000831,-0.0512848316341
ACH-000832,-0.30719057726300003
ACH-000833,-0.367708975791
ACH-000834,-0.0911904351824
ACH-000835,-0.14283486842
ACH-000836,-0.310369389775
ACH-000837,-0.307598678644
ACH-000838,-0.21970069509399998
ACH-000839,-0.328169462759
ACH-000840,-0.066729778412
ACH-000841,-0.08744643056669998
ACH-000843,-0.192846555685
ACH-000846,-0.215919550396
ACH-000847,0.012722645244
ACH-000848,-0.194954472759
ACH-000849,-0.0726247412374
ACH-000851,0.049405101727900004
ACH-000855,-0.30295943251699997
ACH-000856,-0.10336672920600001
ACH-000858,-0.08372307559219999
ACH-000859,-0.23274277603399998
ACH-000861,-0.0887787771397
ACH-000862,0.031084691700400003
ACH-000865,-0.09329231673360001
ACH-000866,-0.135040478251
ACH-000867,-0.24363943601
ACH-000869,-0.7385588434129999
ACH-000872,-0.065794094888
ACH-000873,0.10506571618100001
ACH-000876,-0.24421645121899999
ACH-000878,-0.0874054897676
ACH-000880,-0.123801139156
ACH-000881,-0.138339070687
ACH-000882,-0.00048291336192499997
ACH-000884,-0.154091338646
ACH-000885,0.0128740347634
ACH-000887,-0.208413180572
ACH-000888,-0.315198872457
ACH-000889,-0.402131478395
ACH-000890,-0.17649665680999999
ACH-000896,-0.286119301605
ACH-000898,-0.17518746440400002
ACH-000900,-0.34649011233599997
ACH-000901,-0.0389908983929
ACH-000905,-0.192333484206
ACH-000906,-0.0672957619212
ACH-000907,-0.015782062841000002
ACH-000910,-0.24547376637600002
ACH-000911,-0.315140492677
ACH-000912,-0.177982851375
ACH-000913,-0.257450037127
ACH-000915,0.013133941341600001
ACH-000916,0.154406302609
ACH-000917,-0.165072110244
ACH-000921,-0.196281813799
ACH-000924,-0.251638141495
ACH-000926,-0.154948088037
ACH-000928,0.043483969642400006
ACH-000929,-0.479979415352
ACH-000932,-0.184587696468
ACH-000935,-0.0881082568458
ACH-000936,-0.174174724117
ACH-000937,-0.34753979507700006
ACH-000938,-0.315836058957
ACH-000939,0.07843790099610001
ACH-000941,-0.37476634699
ACH-000943,-0.212793977891
ACH-000946,-0.0236516615767
ACH-000947,-0.13257642525399999
ACH-000948,-0.09726562553189999
ACH-000950,-0.0575953611424
ACH-000953,-0.604971821591
ACH-000957,-0.203317948452
ACH-000958,-0.318926770915
ACH-000960,-0.515275519883
ACH-000963,-0.24103118391800002
ACH-000968,-0.0162930417761
ACH-000969,-0.255335481151
ACH-000973,-0.175856384494
ACH-000974,-0.253929367836
ACH-000975,-0.289801481308
ACH-000976,-0.41004581263000006
ACH-000978,0.0479728442732
ACH-000980,-0.20143401528000002
ACH-000984,-0.14515722502599998
ACH-000986,-0.043325294864
ACH-000988,-0.0126121708497
ACH-000993,-0.214715370779
ACH-000994,0.03286003461
ACH-000996,-0.304467791423
ACH-001001,-0.278645723523
ACH-001020,-0.318622575581
ACH-001028,-0.195222792976
ACH-001031,-0.070689263978
ACH-001038,-0.247882161085
ACH-001048,-0.17949599224399998
ACH-001050,-0.185277226672
ACH-001053,-0.18170940557300003
ACH-001054,-0.146513449012
ACH-001061,-0.050508305566699996
ACH-001067,-0.19184061770599997
ACH-001075,-0.09493887982049999
ACH-001096,-0.443462134149
ACH-001128,-0.1253456622
ACH-001134,0.06975664819380001
ACH-001151,-0.17150018162900002
ACH-001163,-0.257801270578
ACH-001164,-0.249263242807
ACH-001173,-0.225550583656
ACH-001183,-0.24012782586
ACH-001184,-0.322407881838
ACH-001190,-0.293194341367
ACH-001192,-0.192779550273
ACH-001193,-0.288633660854
ACH-001196,-0.32654457338599996
ACH-001197,-0.5126581105820001
ACH-001205,-0.468928427283
ACH-001211,0.0238586272793
ACH-001212,-0.36485436968199997
ACH-001228,-0.332403880984
ACH-001232,-0.248047589072
ACH-001239,-0.35609666582500005
ACH-001274,-0.41297884667900003
ACH-001275,-0.600946464614
ACH-001277,-0.27288862240899997
ACH-001278,-0.198823564345
ACH-001280,0.0741404617625
ACH-001283,-0.146187340498
ACH-001289,0.0414285948689
ACH-001295,-0.360632583912
ACH-001300,-0.163308213465
ACH-001301,-0.14568870817399998
ACH-001302,-0.0420820973946
ACH-001303,-0.325329860467
ACH-001306,-0.283710323262
ACH-001318,-0.513438570152
ACH-001322,-0.179782752878
ACH-001328,-0.323049085843
ACH-001332,-0.268766396385
ACH-001333,-0.050670695469699996
ACH-001336,-0.205527577119
ACH-001340,-0.19199688598099998
ACH-001346,-0.10271608264
ACH-001353,-0.21446696873399998
ACH-001354,-0.24532317783500002
ACH-001367,-0.242178630229
ACH-001368,-0.10114788180199999
ACH-001374,-0.45328828538500004
ACH-001375,-0.307350965541
ACH-001377,-0.380020173457
ACH-001380,-0.182660546149
ACH-001391,-0.09909038394210001
ACH-001407,-0.178252912261
ACH-001408,-0.228305245546
ACH-001413,-0.22355060821199998
ACH-001430,0.09944648672520001
ACH-001431,-0.056132515659
ACH-001450,0.0859729539785
ACH-001496,-0.154939662504
ACH-001500,0.145255796998
ACH-001521,0.025880736425799997
ACH-001523,-0.282782743297
ACH-001532,-0.156013034789
ACH-001536,-0.034931609413800004
ACH-001550,-0.156114370167
ACH-001552,-0.270489398096
ACH-001554,-0.320619115116
ACH-001645,-0.11689819185999999
ACH-001654,-0.24301700825800002
ACH-001715,-0.6775962940979999
ACH-001735,-0.158380694564
ACH-001736,-0.255128678916
ACH-001737,-0.26521839317400003
ACH-001740,-0.0742910659901
ACH-001745,-0.308238601143
ACH-001750,-0.12346485269000002
ACH-001765,-0.453393449081
ACH-001956,-0.166587121145
ACH-001957,-0.238105011254
