,GSTT2B (653689)
ACH-000570,-0.696993880359
ACH-000571,-0.579119393574
ACH-000573,-0.559286805026
ACH-000576,-0.491337058822
ACH-000580,-0.729920894201
ACH-000584,-0.7421293803200001
ACH-000585,-0.398118478651
ACH-000588,-0.4866868676899999
ACH-000589,-0.609400065124
ACH-000591,-0.638601976178
ACH-000593,-0.601571287826
ACH-000600,-0.538023455939
ACH-000601,-0.7633696413050001
ACH-000604,-0.54899646796
ACH-000605,-0.655130638265
ACH-000606,-0.697600597616
ACH-000608,-0.630040529463
ACH-000614,-0.600596435452
ACH-000616,-0.696607081344
ACH-000618,-0.806797136459
ACH-000619,-0.600089222918
ACH-000620,-0.473378374566
ACH-000621,-0.626189467522
ACH-000622,-0.589143793689
ACH-000623,-0.726212359314
ACH-000624,-0.5420192170629999
ACH-000627,-0.6975236930850001
ACH-000630,-0.754299128154
ACH-000632,-0.718730941024
ACH-000633,-0.7259211259909999
ACH-000637,-0.685249614051
ACH-000638,-0.851571051124
ACH-000646,-0.535933396149
ACH-000647,-0.649321528149
ACH-000648,-0.588367378679
ACH-000649,-0.427292164003
ACH-000651,-0.466074240491
ACH-000652,-0.630070290961
ACH-000653,-0.7538176689910001
ACH-000657,-0.584622980954
ACH-000658,-0.599735471832
ACH-000661,-0.43651578175800004
ACH-000662,-0.530786712462
ACH-000663,-0.688433712422
ACH-000665,-0.822042456134
ACH-000671,-0.807051263512
ACH-000673,-0.560331194155
ACH-000676,-0.612676481351
ACH-000677,-0.546068777975
ACH-000681,-0.705530158023
ACH-000682,-0.565715150029
ACH-000683,-0.25462612716899996
ACH-000684,-0.836211568805
ACH-000688,-0.40894180092200005
ACH-000693,-0.6223122644619999
ACH-000694,-0.745570722974
ACH-000695,-0.5179284350460001
ACH-000696,-0.605928189984
ACH-000697,-0.586503315969
ACH-000699,-0.559353792223
ACH-000701,-0.38027003629199996
ACH-000706,-0.6790056688670001
ACH-000711,-0.649085568939
ACH-000713,-0.615859458795
ACH-000714,-0.745727601146
ACH-000718,-0.6243504358340001
ACH-000720,-0.681124955896
ACH-000721,-0.780629903448
ACH-000724,-0.497882206624
ACH-000725,-0.574382551318
ACH-000732,-0.798844219063
ACH-000734,-0.535173751992
ACH-000735,-0.6533583640839999
ACH-000736,-0.710236990851
ACH-000738,-0.490586065117
ACH-000746,-0.627649184843
ACH-000747,-0.666389095857
ACH-000748,-0.6522636056459999
ACH-000753,-0.487823415386
ACH-000756,-0.727213820742
ACH-000757,-0.721429681728
ACH-000758,-0.663883665325
ACH-000760,-0.61350383272
ACH-000763,-0.5236085689019999
ACH-000764,-0.710335905344
ACH-000765,-0.588179332669
ACH-000766,-0.879373315526
ACH-000767,-0.541571743248
ACH-000768,-0.685013069664
ACH-000769,-0.616470730268
ACH-000770,-0.508032560203
ACH-000771,-0.5978096253549999
ACH-000773,-0.753041975634
ACH-000776,-0.8223943150640001
ACH-000777,-0.6033202936159999
ACH-000778,-1.02050308456
ACH-000781,-0.730588579604
ACH-000782,-0.7011910702349999
ACH-000783,-0.454574336834
ACH-000784,-0.558798513681
ACH-000785,-0.452792235637
ACH-000787,-0.787593895448
ACH-000788,-0.5800823341920001
ACH-000791,-0.951520572385
ACH-000792,-0.698191722479
ACH-000794,-0.5152517193230001
ACH-000796,-0.47183554186300003
ACH-000799,-0.9568218297059999
ACH-000800,-0.8569229356829999
ACH-000802,-0.631338770514
ACH-000804,-0.527023827641
ACH-000805,-0.569234277038
ACH-000809,-0.517693745975
ACH-000810,-0.7771923375480001
ACH-000811,-0.52424105315
ACH-000817,-0.704798230322
ACH-000819,-0.5715794592819999
ACH-000820,-0.637781037447
ACH-000821,-0.8345119305099999
ACH-000822,-0.549581857611
ACH-000823,-0.504778854352
ACH-000824,-0.517423030591
ACH-000827,-0.604409666397
ACH-000829,-0.677131491383
ACH-000831,-0.6958414583120001
ACH-000832,-0.5369353447940001
ACH-000833,-0.8590094478810001
ACH-000834,-0.55264880837
ACH-000835,-0.44124666683700003
ACH-000836,-0.626422989076
ACH-000837,-0.6696867980510001
ACH-000838,-0.522509899567
ACH-000839,-0.7426601118899999
ACH-000840,-0.7099924503839999
ACH-000841,-0.692006001023
ACH-000843,-0.6775409230399999
ACH-000846,-0.668427345423
ACH-000847,-0.493549632751
ACH-000848,-0.69751192619
ACH-000849,-0.43432287897699995
ACH-000851,-0.621836919074
ACH-000855,-0.7240342344390001
ACH-000856,-0.765046400292
ACH-000858,-0.638956920366
ACH-000859,-1.0867599429500001
ACH-000861,-0.727618180862
ACH-000862,-0.535490659816
ACH-000865,-0.647970278074
ACH-000866,-0.56050932085
ACH-000867,-0.574453683937
ACH-000869,-0.444282173835
ACH-000872,-0.649971085367
ACH-000873,-0.592561963664
ACH-000876,-0.655959334365
ACH-000878,-0.547398644145
ACH-000880,-0.7026477351129999
ACH-000881,-0.417862905573
ACH-000882,-0.640524211767
ACH-000884,-0.609620501338
ACH-000885,-0.716664355269
ACH-000887,-0.573224833258
ACH-000888,-0.46114224235600004
ACH-000889,-0.636694193446
ACH-000890,-0.7791854307350001
ACH-000896,-0.744129253912
ACH-000898,-0.664963245829
ACH-000900,-0.883082175587
ACH-000901,-0.8727598344959999
ACH-000905,-0.593295038343
ACH-000906,-0.497221621944
ACH-000907,-0.86671918155
ACH-000910,-0.45906462749
ACH-000911,-0.499874266219
ACH-000912,-0.656966486987
ACH-000913,-0.43598464465099995
ACH-000915,-0.562127124913
ACH-000916,-0.706747515611
ACH-000917,-0.411858421294
ACH-000921,-0.787478233184
ACH-000924,-0.8058009669570001
ACH-000926,-0.821848205835
ACH-000928,-0.5182172603949999
ACH-000929,-0.519476955015
ACH-000932,-0.7214604002770001
ACH-000935,-0.5596592743500001
ACH-000936,-0.5566472123089999
ACH-000937,-0.618030357953
ACH-000938,-0.58124972838
ACH-000939,-0.746280669808
ACH-000941,-0.6311065703190001
ACH-000943,-0.555207641081
ACH-000946,-0.695575265583
ACH-000947,-0.635408053949
ACH-000948,-0.628945886166
ACH-000950,-0.625511965245
ACH-000953,-0.699937423142
ACH-000957,-0.754976728625
ACH-000958,-0.650126740434
ACH-000960,-0.652703908963
ACH-000963,-0.8361441910519999
ACH-000968,-0.5075281258609999
ACH-000969,-0.650736954304
ACH-000973,-0.41977432606799997
ACH-000974,-0.41839794487
ACH-000975,-0.5439144193209999
ACH-000976,-0.704053310157
ACH-000978,-0.8227779631300001
ACH-000980,-0.5215937862910001
ACH-000984,-0.498444299192
ACH-000986,-0.610386726834
ACH-000988,-0.57229868242
ACH-000993,-0.6385983401959999
ACH-000994,-0.516397250606
ACH-000996,-0.675563427068
ACH-001001,-0.548895540229
ACH-001020,-0.732063889794
ACH-001028,-0.529508812265
ACH-001031,-0.532143572371
ACH-001038,-0.7345431717409999
ACH-001048,-0.6828962194529999
ACH-001050,-0.45318006391500004
ACH-001053,-0.63456772328
ACH-001054,-0.672992416044
ACH-001061,-0.5508937730269999
ACH-001067,-0.754963321009
ACH-001075,-0.653760344854
ACH-001096,-0.776927759155
ACH-001128,-0.633231779971
ACH-001134,-0.624640576888
ACH-001151,-0.48342878037
ACH-001163,-0.607256740597
ACH-001164,-0.8565945919239999
ACH-001173,-0.544940137117
ACH-001183,-0.546125191147
ACH-001184,-0.577718723618
ACH-001190,-0.826735891845
ACH-001192,-0.6482756990699999
ACH-001193,-0.819575941724
ACH-001196,-0.45432106347499995
ACH-001197,-0.648113367944
ACH-001205,-0.381921055039
ACH-001211,-0.514946956335
ACH-001212,-0.827466735991
ACH-001228,-0.6714230210750001
ACH-001232,-0.523083140762
ACH-001239,-0.726436817736
ACH-001274,-0.542572539059
ACH-001275,-0.659300358823
ACH-001277,-0.461580616284
ACH-001278,-0.801245151057
ACH-001280,-0.542182424588
ACH-001283,-0.681921918855
ACH-001289,-0.6714619034229999
ACH-001295,-0.445019661725
ACH-001300,-0.47672091522200005
ACH-001301,-0.451452221835
ACH-001302,-0.6988644000190001
ACH-001303,-0.563596716224
ACH-001306,-0.691433705857
ACH-001318,-0.587639139512
ACH-001322,-0.411892775043
ACH-001328,-0.6336215299710001
ACH-001332,-0.850909979449
ACH-001333,-0.8392547112019999
ACH-001336,-0.8578668469220001
ACH-001340,-0.568070832057
ACH-001346,-0.803911760466
ACH-001353,-0.591022069042
ACH-001354,-0.785236469998
ACH-001367,-0.8541576592110001
ACH-001368,-0.572357108735
ACH-001374,-0.9492845103740001
ACH-001375,-0.631696742347
ACH-001377,-0.498449572637
ACH-001380,-0.495818492127
ACH-001391,-0.6716286103419999
ACH-001407,-0.761377800194
ACH-001408,-0.631908206841
ACH-001413,-0.736460953108
ACH-001430,-0.18205309238200001
ACH-001431,-0.535113818908
ACH-001450,-0.959071297599
ACH-001496,-0.640727376279
ACH-001500,-0.806322533177
ACH-001521,-0.7245808119
ACH-001523,-0.541075010568
ACH-001532,-0.558130662142
ACH-001536,-0.693380741845
ACH-001550,-0.506592504978
ACH-001552,-0.557925751291
ACH-001554,-0.6526297071639999
ACH-001645,-0.576803229978
ACH-001654,-0.5240904574
ACH-001715,-0.620849129597
ACH-001735,-0.5118025510890001
ACH-001736,-0.740658199104
ACH-001737,-0.60537182227
ACH-001740,-0.682089825731
ACH-001745,-0.555389893756
ACH-001750,-0.643313891688
ACH-001765,-0.555029469201
ACH-001956,-0.532193227805
ACH-001957,-0.594870051675
