,CATSPERD (257062)
ACH-000279,-0.121224495089
ACH-000280,-0.20071271510000002
ACH-000281,-0.256371989004
ACH-000288,-0.0597347453534
ACH-000291,-0.278127165221
ACH-000293,-0.39018046368000003
ACH-000294,-0.382657356457
ACH-000295,-0.152468442991
ACH-000296,-0.213114241366
ACH-000302,-0.46650674318
ACH-000304,-0.290619378415
ACH-000307,-0.272870321024
ACH-000308,-0.35094841618
ACH-000310,-0.49612415530299997
ACH-000311,-0.319026534706
ACH-000312,-0.45075354855899996
ACH-000315,-0.336081286079
ACH-000316,-0.1993335302
ACH-000317,-0.165563512397
ACH-000318,-0.242679512192
ACH-000319,-0.130785759685
ACH-000320,-0.263842532021
ACH-000322,-0.028883747331
ACH-000323,-0.36366449307099996
ACH-000324,-0.326488281449
ACH-000329,-0.0654097066668
ACH-000330,-0.126466806236
ACH-000331,-0.33119382235399997
ACH-000332,-0.187554550539
ACH-000334,-0.436743619247
ACH-000335,-0.296161446265
ACH-000336,-0.00812960086093
ACH-000337,-0.29681819633
ACH-000339,-0.267207249688
ACH-000341,-0.674016748588
ACH-000348,-0.262741927479
ACH-000350,-0.206877198951
ACH-000352,-0.28140250050099996
ACH-000356,-0.132039070008
ACH-000361,-0.474009842864
ACH-000362,-0.286852801576
ACH-000363,-0.194696033042
ACH-000364,-0.548780088341
ACH-000365,-0.340226470194
ACH-000366,-0.28572961058400004
ACH-000368,-0.180250770319
ACH-000374,-0.12182269529999999
ACH-000375,-0.46244121236
ACH-000376,-0.15721857771
ACH-000381,-0.128026942105
ACH-000383,-0.244256274659
ACH-000387,-0.31578879161699996
ACH-000389,-0.307334578726
ACH-000390,-0.0201692587443
ACH-000393,-0.312679981481
ACH-000395,-0.239866399134
ACH-000397,-0.152085145959
ACH-000401,-0.19301260277100002
ACH-000402,-0.0635682222521
ACH-000403,-0.29190423492
ACH-000404,-0.299605533252
ACH-000406,-0.238647242881
ACH-000407,-0.230262081035
ACH-000408,-0.26682125625
ACH-000410,-0.304282141177
ACH-000411,-0.428922515079
ACH-000414,-0.270071618527
ACH-000415,-0.16170925157299998
ACH-000416,-0.338419406557
ACH-000420,-0.282420784364
ACH-000421,-0.20592620258000002
ACH-000424,-0.0250433011467
ACH-000425,-0.3278933749
ACH-000426,-0.342596909081
ACH-000427,-0.43218385888000005
ACH-000433,-0.845456919817
ACH-000436,-0.239659270061
ACH-000444,-0.277422347503
ACH-000445,-0.245162139575
ACH-000448,-0.281744045035
ACH-000450,0.174605087395
ACH-000452,-0.46659531093
ACH-000454,-0.315267830732
ACH-000458,-0.233724391329
ACH-000459,-0.17249067403700002
ACH-000460,-0.254029774449
ACH-000461,-0.543897056625
ACH-000463,-0.159669102754
ACH-000464,-0.09496406740530002
ACH-000466,-0.0704361219137
ACH-000467,-0.351727024476
ACH-000468,-0.40723593330700003
ACH-000469,-0.227139585355
ACH-000470,-0.0639822385986
ACH-000471,-0.21085928686
ACH-000472,-0.18892077442400002
ACH-000473,-0.275546797766
ACH-000475,-0.252506308882
ACH-000476,-0.14052789010299999
ACH-000477,-0.10515152179199999
ACH-000480,-0.19497757864999998
ACH-000481,-0.2819524835
ACH-000483,-0.5179022263
ACH-000484,-0.31931538891899997
ACH-000485,-0.232554842722
ACH-000486,-0.433922919331
ACH-000487,-0.157922033074
ACH-000488,-0.34150415786399996
ACH-000490,-0.342533224326
ACH-000491,-0.190767372637
ACH-000495,-0.282870824934
ACH-000496,-0.244515974978
ACH-000499,-0.37874183599699995
ACH-000500,0.104287971715
ACH-000502,-0.151403912822
ACH-000503,-0.516454583148
ACH-000505,-0.300701537315
ACH-000507,0.000613664621099
ACH-000510,-0.291652633312
ACH-000511,-0.361328378295
ACH-000512,-0.0222230035363
ACH-000516,-0.253073486047
ACH-000517,-0.30474323823000005
ACH-000518,-0.23583713797400002
ACH-000520,-0.366846017197
ACH-000521,-0.209859965876
ACH-000522,-0.16548203155400001
ACH-000524,-0.327078570559
ACH-000527,-0.324564057161
ACH-000528,-0.298716404441
ACH-000537,-0.0962087585197
ACH-000541,0.135292568056
ACH-000542,-0.19697016696199998
ACH-000544,-0.165710745055
ACH-000545,-0.378114365665
ACH-000547,-0.365664106703
ACH-000548,-0.17072264263300002
ACH-000549,-0.229098161756
ACH-000550,-0.252904814807
ACH-000552,-0.20823324158
ACH-000556,-0.379266053331
ACH-000557,-0.145940927317
ACH-000570,-0.298205737949
ACH-000571,-0.268056988446
ACH-000573,-0.162839725988
ACH-000576,-0.0729123172356
ACH-000580,-0.0839610681116
ACH-000584,-0.192209775792
ACH-000585,-0.42199635794600004
ACH-000588,-0.18460704842300002
ACH-000589,-0.316632328231
ACH-000591,-0.08556297926110001
ACH-000593,-0.158034352041
ACH-000600,-0.269121493953
ACH-000601,-0.319374879592
ACH-000604,-0.154989284957
ACH-000605,-0.25105485848000003
ACH-000606,-0.154509887874
ACH-000608,-0.19734385590300002
ACH-000614,-0.211861079177
ACH-000616,-0.19785566952999997
ACH-000618,-0.33986304286700003
ACH-000619,-0.24579865134599999
ACH-000620,-0.33549092438
ACH-000621,-0.44580025150799996
ACH-000622,-0.280168705412
ACH-000623,-0.25132519141
ACH-000624,-0.361975923341
ACH-000627,-0.496395224373
ACH-000630,-0.34316816143299994
ACH-000632,-0.25831489380399997
ACH-000633,-0.414907518815
ACH-000637,-0.493887807888
ACH-000638,-0.27565417382199997
ACH-000646,-0.401394257133
ACH-000647,-0.231585890486
ACH-000648,-0.280107583332
ACH-000649,-0.299834160219
ACH-000651,-0.229842347777
ACH-000652,-0.0629287079033
ACH-000653,-0.24053520317
ACH-000657,-0.23029198364300002
ACH-000658,-0.24907730368
ACH-000661,-0.288650949841
ACH-000662,-0.305490753379
ACH-000663,-0.227935701565
ACH-000665,-0.525006588038
ACH-000671,-0.244619870417
ACH-000673,-0.205765983849
ACH-000676,-0.210213716204
ACH-000677,-0.301195491332
ACH-000681,-0.313422157528
ACH-000682,-0.349408012536
ACH-000683,-0.313594322202
ACH-000684,-0.15867001784600002
ACH-000688,-0.276155521293
ACH-000693,-0.23373350144699997
ACH-000694,-0.17305202868900002
ACH-000695,-0.270964122505
ACH-000696,-0.327049158916
ACH-000697,-0.297668930563
ACH-000699,-0.20693052089400002
ACH-000701,-0.40101478984399996
ACH-000706,-0.313592489915
ACH-000711,-0.304116314246
ACH-000713,-0.247591884405
ACH-000714,-0.224826460525
ACH-000718,-0.270389181359
ACH-000720,-0.220118203076
ACH-000721,-0.408710058037
ACH-000724,-0.161248232465
ACH-000725,-0.0250286191472
ACH-000732,-0.249268729051
ACH-000734,-0.448327203568
ACH-000735,-0.269847417863
ACH-000736,-0.09220826649450001
ACH-000738,-0.27288365278
ACH-000746,-0.40355566964699996
ACH-000747,-0.301770043502
ACH-000748,-0.18055135119899998
ACH-000753,-0.183933272676
ACH-000756,-0.37645090738700004
ACH-000757,-0.161990101804
ACH-000758,-0.395887558564
ACH-000760,-0.08835148374309999
ACH-000763,-0.331949045088
ACH-000764,-0.308041468094
ACH-000765,-0.24681152031
ACH-000766,-0.264708618794
ACH-000767,-0.327249292647
ACH-000768,-0.283298039668
ACH-000769,-0.43457491079599997
ACH-000770,-0.145884874093
ACH-000771,-0.218327118268
ACH-000773,-0.264637783111
ACH-000776,-0.178573121235
ACH-000777,-0.38547637965099996
ACH-000778,-0.0866455940655
ACH-000781,-0.321854744525
ACH-000782,-0.367678858414
ACH-000783,-0.289434655767
ACH-000784,-0.18280822694499999
ACH-000785,-0.359598015933
ACH-000787,-0.16668811525399999
ACH-000788,-0.34875653253
ACH-000791,-0.216333446357
ACH-000792,-0.25571637161
ACH-000794,-0.220558595321
ACH-000796,-0.19387385196499998
ACH-000799,-0.354750155937
ACH-000800,-0.343088398661
ACH-000802,-0.215216265529
ACH-000804,-0.535402055754
ACH-000805,-0.394902548279
ACH-000809,-0.22531533112799998
ACH-000810,-0.30333672169799997
ACH-000811,-0.350588534578
ACH-000817,0.0475596779578
ACH-000819,-0.18901791935400003
ACH-000820,-0.21574673943300002
ACH-000821,-0.340143088064
ACH-000822,-0.412110654377
ACH-000823,-0.08718504284330002
ACH-000824,-0.24255262110999998
ACH-000827,-0.261737616737
ACH-000829,-0.197026727726
ACH-000831,-0.382551370074
ACH-000832,-0.25381349567
ACH-000833,-0.373626986038
ACH-000834,-0.301004510585
ACH-000835,-0.211984917505
ACH-000836,-0.34682023263000006
ACH-000837,-0.285768086259
ACH-000838,-0.171374057729
ACH-000839,-0.270046181416
ACH-000840,-0.040842700048
ACH-000841,-0.22791926894200001
ACH-000843,-0.0447194766486
ACH-000846,-0.331963849974
ACH-000847,-0.0483798357737
ACH-000848,-0.37396879719899995
ACH-000849,-0.21174991045000002
ACH-000851,-0.475919581152
ACH-000855,-0.06802786023310001
ACH-000856,-0.429402272802
ACH-000858,-0.36283177687
ACH-000859,-0.285292721568
ACH-000861,-0.428570682616
ACH-000862,-0.280086598084
ACH-000865,-0.272771554812
ACH-000866,-0.103725717942
ACH-000867,-0.246336948261
ACH-000869,-0.147629594192
ACH-000872,-0.47442577025700006
ACH-000873,-0.288400884961
ACH-000876,-0.237569615146
ACH-000878,-0.42161143113899996
ACH-000880,0.108943280748
ACH-000881,-0.29858374795000003
ACH-000882,-0.307479792855
ACH-000884,-0.0889868237641
ACH-000885,-0.181603309129
ACH-000887,-0.498142983938
ACH-000888,-0.153646491952
ACH-000889,-0.23033263331700002
ACH-000890,-0.23055184881700003
ACH-000896,-0.135870399984
ACH-000898,-0.0796181782564
ACH-000900,-0.32506232892299997
ACH-000901,-0.374532510858
ACH-000905,-0.226502781263
ACH-000906,-0.254309071171
ACH-000907,-0.0745517300868
ACH-000910,-0.287898519639
ACH-000911,-0.24834129968600002
ACH-000912,-0.348612919459
ACH-000913,-0.20686039396400002
ACH-000915,-0.074930191425
ACH-000916,-0.05211675738509999
ACH-000917,-0.21123351879299998
ACH-000921,-0.357029461995
ACH-000924,-0.17226483282699998
ACH-000926,-0.376959156437
ACH-000928,-0.26386741562
ACH-000929,-0.39936761694899997
ACH-000932,-0.334076697348
ACH-000935,-0.194190300817
ACH-000936,-0.223016009956
ACH-000937,-0.203468659765
ACH-000938,-0.30215211498000005
ACH-000939,-0.31089011486900003
ACH-000941,-0.424072083058
ACH-000943,-0.26940293047200004
ACH-000946,-0.31917671974399997
ACH-000947,-0.30922767519
ACH-000948,-0.19542558589
ACH-000950,-0.212234718269
ACH-000953,-0.33331376910300003
ACH-000957,-0.34058471794699996
ACH-000958,-0.386208680392
ACH-000960,-0.0861844060564
ACH-000963,-0.24951851219500001
ACH-000968,-0.36814551519199995
ACH-000969,-0.40327951783200006
ACH-000973,-0.16300320211
ACH-000974,-0.240951609791
ACH-000975,-0.258757966028
ACH-000976,0.00690611361001
ACH-000978,-0.537435135404
ACH-000980,-0.205550599281
ACH-000984,-0.39768955427
ACH-000986,-0.275360662967
ACH-000988,-0.228190716274
ACH-000993,-0.57695651643
ACH-000994,-0.200715274283
ACH-000996,-0.32391046894299996
ACH-001001,-0.16145217160800002
ACH-001020,-0.43495585343800003
ACH-001028,-0.315447007815
ACH-001031,-0.173776516825
ACH-001038,-0.21565804207400002
ACH-001048,-0.249109713733
ACH-001050,-0.35833641052599996
ACH-001053,-0.186599992971
ACH-001054,-0.149843549148
ACH-001061,-0.193298584132
ACH-001067,-0.295822550632
ACH-001075,-0.165829773402
ACH-001096,-0.198481634676
ACH-001128,-0.46490210811399996
ACH-001134,-0.324975956146
ACH-001151,-0.225746883634
ACH-001163,-0.22115602118900002
ACH-001164,-0.31852814724
ACH-001173,-0.518690059495
ACH-001183,-0.139672652674
ACH-001184,-0.37048238861
ACH-001190,-0.44121138498499995
ACH-001192,-0.35920779088200006
ACH-001193,0.095252318368
ACH-001196,-0.34930752203800003
ACH-001197,-0.23994220173500003
ACH-001205,-0.316356659315
ACH-001211,-0.147796156816
ACH-001212,-0.5055868446399999
ACH-001228,-0.118221422294
ACH-001232,-0.216021177467
ACH-001239,-0.134856121295
ACH-001274,-0.231268947621
ACH-001275,-0.259260688966
ACH-001277,-0.41308781177299997
ACH-001278,-0.435536323216
ACH-001280,-0.421971953038
ACH-001283,-0.09889735322519999
ACH-001289,-0.394154104616
ACH-001295,-0.210658834665
ACH-001300,-0.234128006908
ACH-001301,-0.37715129281900006
ACH-001302,-0.339513426917
ACH-001303,-0.139710869564
ACH-001306,-0.268187655829
ACH-001318,-0.398130583462
ACH-001322,-0.237151235515
ACH-001328,-0.217868501084
ACH-001332,-0.25779940136
ACH-001333,-0.191116329849
ACH-001336,0.0165395583097
ACH-001340,-0.134276268273
ACH-001346,-0.33448083324
ACH-001353,-0.229837468499
ACH-001354,-0.119200454104
ACH-001367,-0.23893641050099998
ACH-001368,-0.16366350573
ACH-001374,-0.18418524192299998
ACH-001375,-0.294420445599
ACH-001377,-0.411817609642
ACH-001380,-0.22213471227899997
ACH-001391,-0.07484079299310001
ACH-001407,-0.373218822261
ACH-001408,-0.18990136780900002
ACH-001413,-0.47195386792599997
ACH-001430,-0.427181155678
ACH-001431,-0.251384772623
ACH-001450,-0.159722537874
ACH-001496,-0.218592847364
ACH-001500,-0.192043628355
ACH-001521,-0.317095026401
ACH-001523,-0.32110524147799996
ACH-001532,-0.305159171199
ACH-001536,-0.409340381146
ACH-001550,-0.18820427292599998
ACH-001552,-0.120819220363
ACH-001554,-0.218650028459
ACH-001645,-0.23950796240699998
ACH-001654,-0.137091672924
ACH-001715,-0.207893115189
ACH-001735,-0.223413184398
ACH-001736,-0.19288060095600001
ACH-001737,0.112935230801
ACH-001740,-0.36521946454099996
ACH-001745,-0.422075486306
ACH-001750,-0.324418241545
ACH-001765,-0.372249150977
ACH-001956,-0.154704262098
ACH-001957,-0.15391868431800002
