,ECT2L (345930)
ACH-000364,-0.426303039064
ACH-000365,-0.41625679757399997
ACH-000366,-0.483715894712
ACH-000368,-0.270109400156
ACH-000374,-0.537482846557
ACH-000375,-0.468581632241
ACH-000376,-0.37379533956200006
ACH-000381,-0.442063771502
ACH-000383,-0.343790628063
ACH-000387,-0.423459790289
ACH-000389,-0.535591471687
ACH-000390,-0.390097003851
ACH-000393,-0.49427512192100004
ACH-000395,-0.40243299240099994
ACH-000397,-0.512165344103
ACH-000401,-0.49016261481000006
ACH-000402,-0.628421669581
ACH-000403,-0.606523230519
ACH-000404,-0.39552550985600005
ACH-000406,-0.276968477444
ACH-000407,-0.367670872855
ACH-000408,-0.456565670521
ACH-000410,-0.525543464536
ACH-000411,-0.26925231323800003
ACH-000414,-0.36397744244099994
ACH-000415,-0.39731173128499997
ACH-000416,-0.45627180957900004
ACH-000420,-0.512539127196
ACH-000421,-0.49967382474
ACH-000424,-0.450236601652
ACH-000425,-0.30600722263
ACH-000426,-0.374947525341
ACH-000427,-1.01638786776
ACH-000433,-0.311798345893
ACH-000436,-0.358802390352
ACH-000444,-0.495966491216
ACH-000445,-0.525846481881
ACH-000448,-0.46032683759599996
ACH-000450,-0.40665277456999993
ACH-000452,-0.45617177067299997
ACH-000454,-0.340668121218
ACH-000458,-0.16809259899
ACH-000459,0.252079207463
ACH-000460,-0.281440138808
ACH-000461,-0.2083565068
ACH-000463,-0.442705829903
ACH-000464,-0.14019187445800002
ACH-000466,-0.371344630226
ACH-000467,-0.407913903437
ACH-000468,-0.5241769968209999
ACH-000469,-0.432638496357
ACH-000470,-0.397779333661
ACH-000471,-0.24892248346299997
ACH-000472,-0.545774157046
ACH-000473,-0.256797110941
ACH-000475,-0.475891438534
ACH-000476,-0.433204757078
ACH-000477,-0.403734495723
ACH-000480,-0.23338250683200001
ACH-000481,-0.424151150153
ACH-000483,-0.351215325175
ACH-000484,-0.290640165917
ACH-000485,-0.621160118335
ACH-000486,-0.317447351561
ACH-000487,-0.289102193249
ACH-000488,-0.436239255703
ACH-000490,-0.510004607622
ACH-000491,-0.447432340559
ACH-000495,-0.430712685331
ACH-000496,-0.337062955212
ACH-000499,-0.25388313423799996
ACH-000500,-0.20816117258900002
ACH-000502,-0.354884701588
ACH-000503,-0.456374519215
ACH-000505,-0.372622664935
ACH-000507,-0.138341713795
ACH-000510,-0.211452343366
ACH-000511,-0.51943144225
ACH-000512,-0.238849390178
ACH-000516,-0.38417215174900005
ACH-000517,-0.532118865428
ACH-000518,-0.44181415976800004
ACH-000520,-0.40198091796400004
ACH-000521,-0.266288615363
ACH-000522,-0.526798389115
ACH-000524,-0.5761451189410001
ACH-000527,-0.29116235126
ACH-000528,-0.465148418997
ACH-000537,-0.43781882823999996
ACH-000541,-0.0329556717844
ACH-000542,-0.530535303754
ACH-000544,-0.221135878073
ACH-000545,-0.451606439781
ACH-000547,-0.5889932577179999
ACH-000548,-0.48572415522699997
ACH-000549,-0.419142792395
ACH-000550,-0.406850221495
ACH-000552,-0.396460763072
ACH-000556,-0.47334381325
ACH-000557,-0.7317236451520001
ACH-000570,-0.48853710915700005
ACH-000571,-0.47993069096100005
ACH-000573,-0.34468839724699996
ACH-000576,-0.403354104885
ACH-000580,-0.335068787379
ACH-000584,-0.20465196389600002
ACH-000585,-0.385797979209
ACH-000588,-0.11495719502999999
ACH-000589,-0.438260205972
ACH-000591,-0.182437138247
ACH-000593,-0.298478437307
ACH-000600,-0.490673189693
ACH-000601,-0.38839171845200005
ACH-000604,-0.21583586597100002
ACH-000605,-0.370900397758
ACH-000606,-0.270518412068
ACH-000608,-0.629779502663
ACH-000614,-0.35148923434
ACH-000616,-0.462567392066
ACH-000618,-0.273032659591
ACH-000619,-0.362525513195
ACH-000620,-0.476322826615
ACH-000621,-0.456094009738
ACH-000622,-0.5947428795180001
ACH-000623,-0.437832279345
ACH-000624,-0.5457317968600001
ACH-000627,-0.431835504282
ACH-000630,-0.513765003817
ACH-000632,-0.25141671826699996
ACH-000633,-0.257903342534
ACH-000637,-0.42300355536
ACH-000638,-0.359386403334
ACH-000646,-0.6250486459269999
ACH-000647,-0.408670355982
ACH-000648,-0.215392262672
ACH-000649,-0.35254518228200005
ACH-000651,-0.511347862356
ACH-000652,-0.409692561031
ACH-000653,-0.588139914816
ACH-000657,-0.430754587025
ACH-000658,-0.673975558865
ACH-000661,-0.516260356801
ACH-000662,-1.07587417525
ACH-000663,-0.16436531660599998
ACH-000665,-0.353835426767
ACH-000671,-0.26888294400400004
ACH-000673,-0.57772974269
ACH-000676,-0.253748364238
ACH-000677,-0.543499838157
ACH-000681,-0.280248987767
ACH-000682,-0.301825918249
ACH-000683,-0.44512691129500004
ACH-000684,-0.343376727283
ACH-000688,-0.611905348341
ACH-000693,-0.44545746756300003
ACH-000694,-0.406050513713
ACH-000695,-0.634765552589
ACH-000696,-0.520018983936
ACH-000697,-0.563476426711
ACH-000699,-0.395716818687
ACH-000701,-0.46174738464500004
ACH-000706,-0.333837821407
ACH-000711,-0.457812426381
ACH-000713,-0.39469898518799995
ACH-000714,-0.293836771999
ACH-000718,-0.6081270117459999
ACH-000720,-0.260822295377
ACH-000721,-0.45500645058999994
ACH-000724,-0.44883381836400005
ACH-000725,-0.646858877253
ACH-000732,-0.23119709192
ACH-000734,-0.26604322827300003
ACH-000735,-0.423657945685
ACH-000736,-0.147685299956
ACH-000738,-0.425068311499
ACH-000746,-0.464353872056
ACH-000747,-0.329123762712
ACH-000748,-0.303960312967
ACH-000753,-0.593641203123
ACH-000756,-0.461301029934
ACH-000757,-0.20962506933800001
ACH-000758,-0.386391650872
ACH-000760,-0.324880360475
ACH-000763,-0.589904488125
ACH-000764,-0.41148539284
ACH-000765,-0.273695441213
ACH-000766,-0.343775219603
ACH-000767,-0.441063424797
ACH-000768,-0.498402178244
ACH-000769,-0.465366420962
ACH-000770,-0.548884345598
ACH-000771,-0.439241696598
ACH-000773,-0.167287268291
ACH-000776,-0.23056490431999996
ACH-000777,-0.313918541951
ACH-000778,-0.180836304973
ACH-000781,-0.290131507386
ACH-000782,-0.509772680519
ACH-000783,-0.518525931106
ACH-000784,-0.308825012483
ACH-000785,-0.514606013949
ACH-000787,-0.250559790223
ACH-000788,-0.456590438508
ACH-000791,-0.49040438603500003
ACH-000792,-0.34758929969700003
ACH-000794,-0.27425519098
ACH-000796,-0.521296856158
ACH-000799,-0.420110493483
ACH-000800,-0.465949248804
ACH-000802,-0.257466997764
ACH-000804,-0.348558705965
ACH-000805,-0.243329050155
ACH-000809,-0.610749146159
ACH-000810,-0.770369265684
ACH-000811,-0.319392783083
ACH-000817,-0.290244689725
ACH-000819,-0.378153826792
ACH-000820,-0.29746094839299997
ACH-000821,-0.11141428580700001
ACH-000822,-0.696829027831
ACH-000823,-0.198145875562
ACH-000824,-0.560420281086
ACH-000827,-0.38105225765600004
ACH-000829,-0.109890032279
ACH-000831,-0.221609915794
ACH-000832,-0.612000569058
ACH-000833,-0.191640171037
ACH-000834,-0.319935053328
ACH-000835,-0.287034237793
ACH-000836,-0.457348805741
ACH-000837,-0.35069074580399995
ACH-000838,-0.20637976447099998
ACH-000839,-0.586347168385
ACH-000840,-0.40887506514300004
ACH-000841,-0.340978486095
ACH-000843,-0.397765109096
ACH-000846,-0.667373234032
ACH-000847,-0.200076808886
ACH-000848,-0.415108279557
ACH-000849,-0.660786014955
ACH-000851,-0.32970026222300003
ACH-000855,-0.39826622577699994
ACH-000856,-0.352072013887
ACH-000858,-0.501532149395
ACH-000859,-0.33481789173
ACH-000861,-0.417802451364
ACH-000862,-0.242862968648
ACH-000865,-0.410569237857
ACH-000866,-0.45725416836599997
ACH-000867,-0.382024868345
ACH-000869,-0.22295520188200002
ACH-000872,-0.271771912254
ACH-000873,-0.270753983654
ACH-000876,-0.423753184838
ACH-000878,-0.250312067523
ACH-000880,-0.40966946314900005
ACH-000881,-0.35296440127800005
ACH-000882,-0.48635674266400003
ACH-000884,-0.264533427891
ACH-000885,-0.522878461068
ACH-000887,-0.386725362732
ACH-000888,-0.361295105753
ACH-000889,-0.263009387485
ACH-000890,-0.419522358592
ACH-000896,-0.423816992792
ACH-000898,-0.479944371225
ACH-000900,-0.35247528456999994
ACH-000901,-0.479636885977
ACH-000905,-0.458422325648
ACH-000906,-0.346732343419
ACH-000907,-0.6145046473100001
ACH-000910,-0.385537878979
ACH-000911,-0.354564701966
ACH-000912,-0.305964508012
ACH-000913,-0.325488918163
ACH-000915,-0.276170756355
ACH-000916,-0.701406379015
ACH-000917,-0.19181043314
ACH-000921,-0.487437250876
ACH-000924,-0.410967181216
ACH-000926,-0.549976155273
ACH-000928,-0.563008289675
ACH-000929,-0.09897801959139998
ACH-000932,-0.426414274507
ACH-000935,-0.37044805922300006
ACH-000936,-0.42059882641999996
ACH-000937,-0.454231426079
ACH-000938,-0.39098681223399995
ACH-000939,-0.23411768434099997
ACH-000941,-0.518230674577
ACH-000943,-0.433745601838
ACH-000946,-0.33484696436
ACH-000947,-0.27428804799400003
ACH-000948,-0.22701547027199998
ACH-000950,-0.22611761431400001
ACH-000953,-0.610393686117
ACH-000957,-0.42277340358599996
ACH-000958,-0.279531879802
ACH-000960,-0.593305525702
ACH-000963,-0.238864941735
ACH-000968,-0.525656020264
ACH-000969,-0.529370778955
ACH-000973,-0.410037696567
ACH-000974,-0.41783239369999997
ACH-000975,-0.589516999493
ACH-000976,-0.37322995914000007
ACH-000978,-0.321298018822
ACH-000980,-0.509468653375
ACH-000984,-0.483596633407
ACH-000986,-0.358115905281
ACH-000988,-0.362689422127
ACH-000993,-0.157339702492
ACH-000994,-0.232205766528
ACH-000996,-0.38775330090899995
ACH-001001,-0.608061383411
ACH-001020,-0.167501537687
ACH-001028,-0.414465298233
ACH-001031,-0.0858166582986
ACH-001038,-0.729105694673
ACH-001048,-0.21463371620700003
ACH-001050,-0.358898273467
ACH-001053,-0.602488233507
ACH-001054,-0.491776298985
ACH-001061,-0.284507786237
ACH-001067,-0.191691630816
ACH-001075,-0.21978334421100001
ACH-001096,-0.6943761983939999
ACH-001128,-0.06617213739740001
ACH-001134,-0.507800963085
ACH-001151,-0.694351908601
ACH-001163,-0.229660625522
ACH-001164,-0.52037738821
ACH-001173,-0.452256949698
ACH-001183,-0.416501236925
ACH-001184,-0.563452674896
ACH-001190,-0.3741928625
ACH-001192,-0.333760016878
ACH-001193,-0.52643215922
ACH-001196,-0.400578035519
ACH-001197,-0.298829904541
ACH-001205,-0.464738692524
ACH-001211,-0.40743017068099996
ACH-001212,-0.114129307607
ACH-001228,-0.504184487828
ACH-001232,-0.252975278662
ACH-001239,-0.505804242949
ACH-001274,-0.446450573648
ACH-001275,-0.179716150986
ACH-001277,0.133450866405
ACH-001278,-0.389205701008
ACH-001280,-0.42460215328400003
ACH-001283,-0.29540009659899996
ACH-001289,-0.294042156024
ACH-001295,-0.532997665251
ACH-001300,-0.46440271551299994
ACH-001301,-0.468301331288
ACH-001302,-0.598644080032
ACH-001303,-0.19943040727699998
ACH-001306,-0.42119051791199996
ACH-001318,-0.261346629411
ACH-001322,-0.205996453272
ACH-001328,-0.328340949251
ACH-001332,-0.275619539159
ACH-001333,-0.328882118637
ACH-001336,-0.29826963556499997
ACH-001340,-0.506474712065
ACH-001346,-0.37768403413699997
ACH-001353,-0.461280848539
ACH-001354,-0.400152736368
ACH-001367,0.0145519758944
ACH-001368,-0.40978544713
ACH-001374,-0.644565470902
ACH-001375,-0.286725641699
ACH-001377,-0.34067744364299996
ACH-001380,-0.321035132551
ACH-001391,-0.41380544275799996
ACH-001407,-0.5620814599639999
ACH-001408,-0.43226305048999997
ACH-001413,-0.369310852823
ACH-001430,-0.899498862193
ACH-001431,-0.33061963526
ACH-001450,-0.193072302733
ACH-001496,-0.20471950101
ACH-001500,-0.32251709559999997
ACH-001521,-0.188694758089
ACH-001523,-0.342468907723
ACH-001532,-0.20108146949900002
ACH-001536,-0.402109063697
ACH-001550,-0.316386966783
ACH-001552,-0.77526088323
ACH-001554,-0.548464432962
ACH-001645,-0.27159809516600003
ACH-001654,-0.34833962768
ACH-001715,-0.252523092707
ACH-001735,-0.5138502900330001
ACH-001736,-0.333261807922
ACH-001737,-0.902708142464
ACH-001740,-0.25179744514
ACH-001745,-0.38221947528000005
ACH-001750,-0.47793166120499997
ACH-001765,-0.402196258487
ACH-001956,-0.38685768524999997
ACH-001957,-0.344143658597
