,VTI1B (10490)
ACH-000206,-0.432410622488
ACH-000207,-0.0349365191681
ACH-000211,-0.44109278557
ACH-000215,-0.245069406094
ACH-000221,-0.277124808638
ACH-000222,-0.09611317875849999
ACH-000223,-0.296297913831
ACH-000226,-0.45658142938
ACH-000227,-0.261416871472
ACH-000228,-0.588342760323
ACH-000231,-0.438101010709
ACH-000232,-0.428725417466
ACH-000233,-0.280418346877
ACH-000234,-0.142842570401
ACH-000235,-0.298527385103
ACH-000237,-0.09941920735310002
ACH-000238,-0.41752575840899997
ACH-000243,-0.104328994764
ACH-000244,-0.270657150083
ACH-000246,-0.187845779183
ACH-000248,-0.34239411213200005
ACH-000250,-0.16884542782200002
ACH-000251,-0.304256441008
ACH-000253,-0.158082607017
ACH-000255,-0.321214080615
ACH-000256,-0.214084148382
ACH-000257,-0.299123267468
ACH-000258,0.0876403634489
ACH-000259,-0.203692651443
ACH-000260,-0.373518060444
ACH-000261,-0.370390406501
ACH-000262,-0.5163426111199999
ACH-000263,-0.7390815596170001
ACH-000264,-0.41199041343500004
ACH-000265,-0.39321653329499995
ACH-000266,-0.146744493872
ACH-000272,-0.323203756661
ACH-000273,-0.16712786986
ACH-000274,-0.412540927239
ACH-000277,-0.19518623931899998
ACH-000278,-0.202590712374
ACH-000279,-0.457172828709
ACH-000280,-0.260390558009
ACH-000281,-0.191736606014
ACH-000288,-0.392148865932
ACH-000291,-0.29350450805
ACH-000293,-0.514993320085
ACH-000294,-0.223772362018
ACH-000295,-0.431044156065
ACH-000296,-0.269933934542
ACH-000302,-0.278690896739
ACH-000304,-0.8149122532649999
ACH-000307,-0.48030063392300004
ACH-000308,-0.289997219797
ACH-000310,-0.236740556285
ACH-000311,-0.128085523344
ACH-000312,-0.180787444234
ACH-000315,-0.6848229249760001
ACH-000316,-0.282256693985
ACH-000317,-0.25931241821600004
ACH-000318,-0.128596595232
ACH-000319,-0.276950537642
ACH-000320,-0.462990668366
ACH-000322,-0.363983334546
ACH-000323,-0.371291257061
ACH-000324,-0.147571059939
ACH-000329,-0.272656442401
ACH-000330,-0.361352645754
ACH-000331,-0.428747941985
ACH-000332,-0.234158462449
ACH-000334,-0.401084319396
ACH-000335,-0.45533767136500003
ACH-000336,-0.115248296017
ACH-000337,-0.393535192157
ACH-000339,-0.35413953979
ACH-000341,-0.522013928803
ACH-000348,-0.0934833567767
ACH-000350,-0.294015036813
ACH-000352,-0.144136790563
ACH-000356,-0.390604827145
ACH-000361,-0.25350170026
ACH-000362,-0.369181314853
ACH-000363,-0.392736892333
ACH-000364,-0.255351007914
ACH-000365,-0.44990601625200005
ACH-000366,-0.296816330562
ACH-000368,-0.8050885274099999
ACH-000374,-0.131786511258
ACH-000375,-0.489506640172
ACH-000376,-0.468659096783
ACH-000381,-0.365989419962
ACH-000383,-0.31614418177299997
ACH-000387,-0.298125090048
ACH-000389,-0.545519879437
ACH-000390,-0.291910670699
ACH-000393,-0.5123561719290001
ACH-000395,-0.318529064043
ACH-000397,-0.326744470361
ACH-000401,-0.222795087891
ACH-000402,-0.10507728998299999
ACH-000403,-0.20283124739999997
ACH-000404,-0.22847047185199998
ACH-000406,-0.274500752568
ACH-000407,-0.6896805744069999
ACH-000408,-0.425533361232
ACH-000410,-0.409579495338
ACH-000411,-0.31685223780099997
ACH-000414,-0.16221026747
ACH-000415,-0.346318652755
ACH-000416,-0.24261036457
ACH-000420,-0.46446640097099995
ACH-000421,-0.384862597317
ACH-000424,-0.673358680167
ACH-000425,-0.27603510800700004
ACH-000426,-0.234779837082
ACH-000427,-0.209731676023
ACH-000433,-0.0825150363502
ACH-000436,-0.426361932173
ACH-000444,-0.474417164979
ACH-000445,-0.6960842726199999
ACH-000448,-0.347878419824
ACH-000450,-0.34416630260700004
ACH-000452,-0.374859728618
ACH-000454,-0.492860082834
ACH-000458,-0.27763652451799997
ACH-000459,-0.246383379575
ACH-000460,-0.252980114539
ACH-000461,-0.08145905412339999
ACH-000463,-0.34754661861999997
ACH-000464,-0.114059083442
ACH-000466,-0.436377876607
ACH-000467,-0.185246723095
ACH-000468,-0.464382197373
ACH-000469,-0.41137227673
ACH-000470,-0.46869269764700006
ACH-000471,-0.27842940348
ACH-000472,-0.22170066278099998
ACH-000473,-0.10969167886
ACH-000475,-0.275831600118
ACH-000476,-0.291216057172
ACH-000477,-0.38607240913400004
ACH-000480,-0.411750680385
ACH-000481,-0.74065529691
ACH-000483,-0.309484343308
ACH-000484,-0.326762451055
ACH-000485,-0.405991776199
ACH-000486,-0.21774090536200003
ACH-000487,-0.0975066031447
ACH-000488,-0.27059857843
ACH-000490,-0.21127570774
ACH-000491,-0.622651477587
ACH-000495,-0.0800714155851
ACH-000496,-0.352295220542
ACH-000499,-0.478792783944
ACH-000500,-0.248315734287
ACH-000502,-0.312273133862
ACH-000503,-0.0702797560683
ACH-000505,-0.38367867078199996
ACH-000507,-0.35669303138400005
ACH-000510,-0.09753971653110001
ACH-000511,-0.460929172994
ACH-000512,-0.300841977792
ACH-000516,-0.42329184094300004
ACH-000517,-0.27847968009
ACH-000518,-0.257550344115
ACH-000520,-0.374340932279
ACH-000521,-0.17874786499099998
ACH-000522,-0.35719813241
ACH-000524,-0.213943392293
ACH-000527,-0.15568077359500002
ACH-000528,-0.312551812073
ACH-000537,-0.46984550050499996
ACH-000541,-0.34205153228
ACH-000542,-0.433421973037
ACH-000544,-0.530298517086
ACH-000545,-0.182429126182
ACH-000547,-0.219281342205
ACH-000548,-0.36034659577600003
ACH-000549,-0.573784840372
ACH-000550,-0.49482945718800003
ACH-000552,-0.45571339937399996
ACH-000556,-0.261949464651
ACH-000557,-0.0972324860406
ACH-000570,-0.38224660816399997
ACH-000571,-0.34462413458400004
ACH-000573,-0.238475756923
ACH-000576,-0.283107519557
ACH-000580,-0.19718967623
ACH-000584,-0.446248958794
ACH-000585,-0.25860034831
ACH-000588,-0.23558072511999997
ACH-000589,-0.347110788175
ACH-000591,-0.305188173098
ACH-000593,-0.280328213028
ACH-000600,-0.265871953595
ACH-000601,-0.27102571073000004
ACH-000604,-0.270108713328
ACH-000605,-0.371541058313
ACH-000606,-0.34725815551399997
ACH-000608,-0.10872358826400001
ACH-000614,-0.371598389437
ACH-000616,-0.218680957057
ACH-000618,-0.366524581387
ACH-000619,-0.300799227685
ACH-000620,-0.30423966875
ACH-000621,-0.321966044106
ACH-000622,-0.497495763002
ACH-000623,-0.418681074618
ACH-000624,-0.293564935093
ACH-000627,-0.23946523270199999
ACH-000630,-0.5607255390470001
ACH-000632,-0.37635830164399997
ACH-000633,-0.24326047598
ACH-000637,-0.382450226617
ACH-000638,-0.375062008034
ACH-000646,-0.520133991975
ACH-000647,-0.291676578779
ACH-000648,0.0111226398694
ACH-000649,-0.19911605936299998
ACH-000651,-0.36629249782799994
ACH-000652,-0.309755441229
ACH-000653,-0.428449754094
ACH-000657,-0.47886220866499996
ACH-000658,-0.14805342238500002
ACH-000661,-0.169496312693
ACH-000662,-0.665051129715
ACH-000663,-0.224169351844
ACH-000665,-0.40957156578599996
ACH-000671,-0.25631179804800003
ACH-000673,-0.38855341431100004
ACH-000676,-0.317023131914
ACH-000677,-0.5731003696329999
ACH-000681,-0.24039139658300002
ACH-000682,-0.265858331332
ACH-000683,-0.270808943418
ACH-000684,-0.09371629560660001
ACH-000688,-0.282071187577
ACH-000693,-0.38151214029299996
ACH-000694,-0.356374429342
ACH-000695,-0.246336684146
ACH-000696,-0.283402047295
ACH-000697,-0.53071503577
ACH-000699,-0.302357725936
ACH-000701,-0.21627235732900002
ACH-000706,-0.41302971431100005
ACH-000711,-0.255755164333
ACH-000713,-0.254080226696
ACH-000714,-0.30559239687399997
ACH-000718,-0.286623728745
ACH-000720,-0.558206350281
ACH-000721,-0.149078072963
ACH-000724,-0.444292202957
ACH-000725,-0.11143172722200001
ACH-000732,-0.35474421659199995
ACH-000734,-0.24751855645799997
ACH-000735,-0.452910050373
ACH-000736,-0.318361740394
ACH-000738,-0.321273250507
ACH-000746,-0.188792729986
ACH-000747,-0.262784137917
ACH-000748,-0.330415139298
ACH-000753,-0.22913562916900002
ACH-000756,-0.6027124621019999
ACH-000757,-0.238355012292
ACH-000758,-0.266890742459
ACH-000760,-0.15239373791400002
ACH-000763,-0.09036477258810001
ACH-000764,-0.613774828408
ACH-000765,-0.281434442657
ACH-000766,-0.359408480661
ACH-000767,-0.316589753862
ACH-000768,-0.398833779726
ACH-000769,-0.138574806025
ACH-000770,-0.45967059007100003
ACH-000771,-0.211765232606
ACH-000773,-0.267429567552
ACH-000776,-0.382207315481
ACH-000777,-0.263846050841
ACH-000778,-0.152526526702
ACH-000781,-0.29834300974100003
ACH-000782,-0.268553061168
ACH-000783,-0.12783132939
ACH-000784,-0.277728216187
ACH-000785,-0.377483618666
ACH-000787,-0.312572989742
ACH-000788,-0.35132222703500005
ACH-000791,-0.353619464329
ACH-000792,-0.339962517658
ACH-000794,-0.381235886112
ACH-000796,-0.47016453911000006
ACH-000799,-0.277871565634
ACH-000800,-0.497105186526
ACH-000802,-0.151003679446
ACH-000804,-0.480356803855
ACH-000805,-0.216446445944
ACH-000809,-0.217045669374
ACH-000810,0.00894945713168
ACH-000811,-0.147590414463
ACH-000817,-0.357271306781
ACH-000819,-0.448857166285
ACH-000820,-0.420730277044
ACH-000821,-0.415960520845
ACH-000822,-0.360034226448
ACH-000823,-0.299615273102
ACH-000824,-0.554082058611
ACH-000827,-0.276916523353
ACH-000829,-0.577379757787
ACH-000831,-0.488311396342
ACH-000832,-0.342335466125
ACH-000833,-0.237083207925
ACH-000834,-0.321018398374
ACH-000835,-0.412087995952
ACH-000836,-0.220243160142
ACH-000837,-0.13965342080499998
ACH-000838,-0.062282807735199994
ACH-000839,-0.415953897482
ACH-000840,-0.37491801509800005
ACH-000841,-0.07268389957469999
ACH-000843,-0.0450508887555
ACH-000846,-0.26560843155
ACH-000847,-0.472761786721
ACH-000848,-0.338602140832
ACH-000849,-0.275128814572
ACH-000851,-0.40689763819799996
ACH-000855,-0.681514440654
ACH-000856,-0.430196440173
ACH-000858,-0.406472545715
ACH-000859,-0.262169377222
ACH-000861,-0.30911405024099997
ACH-000862,-0.21369736524799998
ACH-000865,-0.36896605291100004
ACH-000866,-0.29703030997900004
ACH-000867,-0.331662769592
ACH-000869,-0.17948722590100002
ACH-000872,-0.472936981173
ACH-000873,-0.300609630369
ACH-000876,-0.204794414019
ACH-000878,-0.100480677345
ACH-000880,-0.39461497633500003
ACH-000881,-0.368279396429
ACH-000882,-0.475065809295
ACH-000884,-0.281836127388
ACH-000885,-0.10162361195
ACH-000887,-0.303158666033
ACH-000888,-0.342564603143
ACH-000889,-0.556203648995
ACH-000890,-0.24028419835999998
ACH-000896,-0.670413045892
ACH-000898,-0.440116890994
ACH-000900,-0.543488280673
ACH-000901,-0.224336567797
ACH-000905,-0.38515491316399997
ACH-000906,-0.238848616622
ACH-000907,-0.463493879582
ACH-000910,-0.14757001210999998
ACH-000911,-0.339372126167
ACH-000912,-0.27445314376999996
ACH-000913,-0.365868622705
ACH-000915,-0.00977024739652
ACH-000916,-0.763478455917
ACH-000917,-0.435016420906
ACH-000921,-0.25784009894000004
ACH-000924,-0.253158308918
ACH-000926,-0.248632557721
ACH-000928,-0.08749290849189999
ACH-000929,-0.0924637505648
ACH-000932,-0.271058938922
ACH-000935,-0.362598158089
ACH-000936,-0.482081440354
ACH-000937,-0.46130467920900003
ACH-000938,-0.228162753881
ACH-000939,-0.19286075436099998
ACH-000941,-0.375549869778
ACH-000943,-0.31146124959000004
ACH-000946,-0.462984643631
ACH-000947,-0.351553962811
ACH-000948,-0.284800192275
ACH-000950,-0.5561579446399999
ACH-000953,-0.37603489225500003
ACH-000957,-0.292194911142
ACH-000958,-0.474738139459
ACH-000960,-0.158002131057
ACH-000963,-0.522069569453
ACH-000968,-0.161602580454
ACH-000969,-0.43712636131000004
ACH-000973,-0.24987641813900002
ACH-000974,-0.22375735579999997
ACH-000975,-0.375187310635
ACH-000976,-0.49757793210900003
ACH-000978,-0.196834691079
ACH-000980,-0.285295040831
ACH-000984,-0.33447713148
ACH-000986,-0.478807393909
ACH-000988,-0.19915117120700002
ACH-000993,-0.08481467647299999
ACH-000994,-0.172869104639
ACH-000996,-0.354541352258
ACH-001001,-0.37253482304499996
ACH-001020,-0.0673973032593
ACH-001028,-0.398242081456
ACH-001031,-0.273419755888
ACH-001038,-0.299648995781
ACH-001048,-0.576076645389
ACH-001050,-0.39984163311300003
ACH-001053,-0.43974715747500004
ACH-001054,-0.361346375168
ACH-001061,-0.282042413935
ACH-001067,-0.300210057297
ACH-001075,-0.40166839114
ACH-001096,-0.311505962912
ACH-001128,0.154230595095
ACH-001134,-0.366368828294
ACH-001151,-0.33647232011699996
ACH-001163,-0.28066120785500004
ACH-001164,-0.660636191558
ACH-001173,-0.35122463949
ACH-001183,-0.239139950449
ACH-001184,-0.349645357004
ACH-001190,-0.455602467062
ACH-001192,-0.48125938120300005
ACH-001193,-0.250329515834
ACH-001196,-0.311505347783
ACH-001197,-0.127420669418
ACH-001205,-0.401736360214
ACH-001211,-0.324175367392
ACH-001212,-0.259613460331
ACH-001228,-0.0993561312602
ACH-001232,-0.326288205196
ACH-001239,-0.242495413515
ACH-001274,-0.305060410868
ACH-001275,-0.443409266537
ACH-001277,-0.283202841119
ACH-001278,-0.317219737464
ACH-001280,-0.0972735638851
ACH-001283,-0.629677009145
ACH-001289,-0.441517648151
ACH-001295,-0.253358956307
ACH-001300,-0.35017457384000006
ACH-001301,-0.385069842661
ACH-001302,-0.7102930467409999
ACH-001303,-0.10113444482100001
ACH-001306,-0.400844087217
ACH-001318,-0.32170461981
ACH-001322,-0.47749005277199996
ACH-001328,-0.275528419295
ACH-001332,-0.575332972569
ACH-001333,-0.282679874514
ACH-001336,-0.304480860132
ACH-001340,-0.35869709564400004
ACH-001346,-0.24769008926
ACH-001353,-0.352343360901
ACH-001354,-0.364368379684
ACH-001367,-0.21145757872
ACH-001368,-0.33622024292499997
ACH-001374,-0.0204018614873
ACH-001375,-0.17215711234499997
ACH-001377,-0.18037467525400003
ACH-001380,-0.38875586411799995
ACH-001391,-0.103737465708
ACH-001407,-0.17212487255999998
ACH-001408,-0.42221184372299997
ACH-001413,-0.46211710222400004
ACH-001430,-0.5379289217759999
ACH-001431,-0.39811032454800005
ACH-001450,-0.365750647901
ACH-001496,-0.332166653223
ACH-001500,-0.39027488345399997
ACH-001521,-0.0754522967361
ACH-001523,-0.296211748213
ACH-001532,-0.28512913708099996
ACH-001536,-0.20696259561500002
ACH-001550,-0.411952693593
ACH-001552,-0.44465015025
ACH-001554,-0.214324722262
ACH-001645,-0.586717228528
ACH-001654,-0.316464489546
ACH-001715,-0.32951667190699996
ACH-001735,-0.295311069323
ACH-001736,-0.08691973389319999
ACH-001737,-0.283693106174
ACH-001740,-0.21881523451999998
ACH-001745,-0.153044088795
ACH-001750,-0.20960148391
ACH-001765,-0.254309729049
ACH-001956,-0.28017948201299997
ACH-001957,-0.529666815351
