,RELA (5970)
ACH-001374,-0.60833960859
ACH-001375,-0.262323508253
ACH-001377,-0.45290000145099996
ACH-001380,-0.417521766233
ACH-001391,-0.369747293913
ACH-001407,-0.37902357982
ACH-001408,-0.530521509169
ACH-001413,-0.512303612648
ACH-001430,-0.7316578374989999
ACH-001431,-0.157048191439
ACH-001450,-0.452616278689
ACH-001496,-0.489354373944
ACH-001500,-0.663179966043
ACH-001521,-0.411151056994
ACH-001523,-0.43868882741099996
ACH-001532,-0.24293178733800003
ACH-001536,-0.391927501711
ACH-001550,-0.37433899122000003
ACH-001552,-0.6683104307850001
ACH-001554,-0.367751060804
ACH-001645,-0.322603555733
ACH-001654,-0.41355063498000005
ACH-001715,-0.475125815699
ACH-001735,-0.403154071332
ACH-001736,-0.637217416588
ACH-001737,-0.423515084947
ACH-001740,-0.247774878882
ACH-001745,-0.323450431828
ACH-001750,-0.470394342799
ACH-001765,-0.33483572485999996
ACH-001956,-0.247205509267
ACH-001957,-0.383250486142
