,LRR1 (122769)
ACH-000475,-1.52307176637
ACH-000476,-1.7061845687900001
ACH-000477,-2.0486918381
ACH-000480,-1.82282462199
ACH-000481,-1.9577356651599997
ACH-000483,-1.29175233241
ACH-000484,-1.7025405550600001
ACH-000485,-1.67723722972
ACH-000486,-1.6595105330000002
ACH-000487,-1.8124803558200002
ACH-000488,-1.4738528245200002
ACH-000490,-1.6876279379899999
ACH-000491,-1.7656098751099998
ACH-000495,-1.81047628027
ACH-000496,-1.7283293091799998
ACH-000499,-1.49404131694
ACH-000500,-2.13258411305
ACH-000502,-1.4941922837700001
ACH-000503,-1.80023626347
ACH-000505,-1.48871156655
ACH-000507,-1.6101227222999999
ACH-000510,-1.86702441684
ACH-000511,-1.67194557991
ACH-000512,-1.7651332933500001
ACH-000516,-1.8445248829299998
ACH-000517,-1.74442680809
ACH-000518,-1.65147205705
ACH-000520,-1.73146488396
ACH-000521,-1.5113540865000001
ACH-000522,-1.56620096335
ACH-000524,-1.7730936887200002
ACH-000527,-1.52663690244
ACH-000528,-1.53491675461
ACH-000537,-1.5798271674000002
ACH-000541,-1.72901101069
ACH-000542,-1.44113147097
ACH-000544,-1.52600779692
ACH-000545,-1.76528172729
ACH-000547,-1.4565178655500002
ACH-000548,-1.30506228587
ACH-000549,-1.1481290056
ACH-000550,-1.5536753333500002
ACH-000552,-1.85975916801
ACH-000556,-1.6397900667299998
ACH-000557,-2.3067454199
ACH-000570,-1.9618759036099997
ACH-000571,-1.6364522728
ACH-000573,-1.9504424781099998
ACH-000576,-1.6552700071899997
ACH-000580,-1.96094180282
ACH-000584,-1.71603196321
ACH-000585,-1.5254090544799999
ACH-000588,-2.13830644613
ACH-000589,-1.65286967475
ACH-000591,-1.75672190842
ACH-000593,-1.48884710511
ACH-000600,-1.9699584729
ACH-000601,-1.5460733910299997
ACH-000604,-2.08227183111
ACH-000605,-1.03252955694
ACH-000606,-1.32555525501
ACH-000608,-2.33283978529
ACH-000614,-1.4677608233000001
ACH-000616,-1.50855350357
ACH-000618,-1.8140965095500001
ACH-000619,-1.61774334446
ACH-000620,-1.68763589065
ACH-000621,-1.8192231932499998
ACH-000622,-2.11816577587
ACH-000623,-1.88066853001
ACH-000624,-1.77126281527
ACH-000627,-1.38472868296
ACH-000630,-1.48509753729
ACH-000632,-1.67888683019
ACH-000633,-1.8650452602400003
ACH-000637,-1.6832570910100002
ACH-000638,-1.5656851314500002
ACH-000646,-1.37374461373
ACH-000647,-1.6927650273800001
ACH-000648,-1.8470281701400002
ACH-000649,-1.7300405809000001
ACH-000651,-1.62585368507
ACH-000652,-1.62741571796
ACH-000653,-1.86476888964
ACH-000657,-1.6440056905000002
ACH-000658,-2.08108715003
ACH-000661,-1.758165957
ACH-000662,-1.86725530068
ACH-000663,-1.4617537873
ACH-000665,-1.5902572728600002
ACH-000671,-1.76298548757
ACH-000673,-1.48780925466
ACH-000676,-1.7556362288999998
ACH-000677,-1.9778757061
ACH-000681,-1.8048760465
ACH-000682,-1.46323471565
ACH-000683,-1.73430983366
ACH-000684,-1.9041239870099997
ACH-000688,-1.50060944764
ACH-000693,-1.58474915312
ACH-000694,-1.39337351303
ACH-000695,-2.07226656716
ACH-000696,-1.5582942423500001
ACH-000697,-1.88513611561
ACH-000699,-1.74421488808
ACH-000701,-1.45511274968
ACH-000706,-1.85030349765
ACH-000711,-1.6399287119600001
ACH-000713,-1.70393985958
ACH-000714,-1.71844667938
ACH-000718,-1.85479846347
ACH-000720,-1.76036895878
ACH-000721,-1.71928009752
ACH-000724,-2.35995303136
ACH-000725,-2.01968440674
ACH-000732,-1.4290520573899999
ACH-000734,-1.6768965097400002
ACH-000735,-1.5578579491
ACH-000736,-1.8880173630000001
ACH-000738,-1.5725309163999999
ACH-000746,-1.91176063853
ACH-000747,-1.5606847869100002
ACH-000748,-1.59612546357
ACH-000753,-1.7921897477700002
ACH-000756,-1.8728374029400003
ACH-000757,-1.6278539070700002
ACH-000758,-1.43506066622
ACH-000760,-1.47512524043
ACH-000763,-2.64639404295
ACH-000764,-1.73857736091
ACH-000765,-1.68871522879
ACH-000766,-1.7760729780000002
ACH-000767,-2.03273810128
ACH-000768,-1.56077897292
ACH-000769,-1.77352866962
ACH-000770,-1.6704460962999998
ACH-000771,-1.33646508759
ACH-000773,-1.87004625447
ACH-000776,-1.7796757379599997
ACH-000777,-1.8658446367900001
ACH-000778,-1.4091413895200002
ACH-000781,-1.8106612886099998
ACH-000782,-1.5628478748899999
ACH-000783,-2.1235261047
ACH-000784,-1.62257151803
ACH-000785,-1.8775887407799998
ACH-000787,-1.62151970939
ACH-000788,-1.66887601432
ACH-000791,-1.71608734633
ACH-000792,-1.9633522457900003
ACH-000794,-1.44214288412
ACH-000796,-1.59599300666
ACH-000799,-1.80707913646
ACH-000800,-1.61747225224
ACH-000802,-1.5279555481600002
ACH-000804,-1.70362292951
ACH-000805,-1.44252078951
ACH-000809,-1.67284364593
ACH-000810,-1.87669975491
ACH-000811,-1.65811564632
ACH-000817,-1.98638054165
ACH-000819,-1.4995081401600001
ACH-000820,-1.9427432885299998
ACH-000821,-2.38792936067
ACH-000822,-1.85035242028
ACH-000823,-1.5535528164899999
ACH-000824,-1.57332087107
ACH-000827,-1.65368456931
ACH-000829,-1.7502232060499998
ACH-000831,-1.6159722363100002
ACH-000832,-1.62765440944
ACH-000833,-2.06539946597
ACH-000834,-1.7269437629700002
ACH-000835,-1.4178303279299997
ACH-000836,-1.72078285567
ACH-000837,-1.41778166258
ACH-000838,-1.8795643856200002
ACH-000839,-1.5540833375799998
ACH-000840,-1.7941239285
ACH-000841,-1.577954254
ACH-000843,-1.42945432509
ACH-000846,-1.70567701806
ACH-000847,-1.6081522345200001
ACH-000848,-1.7663343724400002
ACH-000849,-1.37813537296
ACH-000851,-1.8140465594400002
ACH-000855,-1.85552324387
ACH-000856,-1.66489395155
ACH-000858,-1.6534866272600002
ACH-000859,-1.69288908928
ACH-000861,-1.86320366531
ACH-000862,-1.4319958702200002
ACH-000865,-1.65556171568
ACH-000866,-1.70246272795
ACH-000867,-1.7521953537000001
ACH-000869,-1.8863236720099998
ACH-000872,-1.54474489046
ACH-000873,-1.55445398597
ACH-000876,-1.86964140398
ACH-000878,-1.4667776465399998
ACH-000880,-1.6054472170899998
ACH-000881,-1.71095092785
ACH-000882,-1.8154563335299998
ACH-000884,-1.78540257125
ACH-000885,-1.67131295229
ACH-000887,-1.4637699983599999
ACH-000888,-1.47552061718
ACH-000889,-1.6322955882799999
ACH-000890,-1.48899468083
ACH-000896,-1.72799312807
ACH-000898,-1.63562383669
ACH-000900,-1.64884721613
ACH-000901,-1.54342612197
ACH-000905,-1.68633370006
ACH-000906,-1.71162890674
ACH-000907,-1.7846860585
ACH-000910,-1.3640222416999999
ACH-000911,-1.60301472139
ACH-000912,-1.5141526526299998
ACH-000913,-1.7714829647299999
ACH-000915,-1.5800682540900002
ACH-000916,-1.9230477480000001
ACH-000917,-1.56896799464
ACH-000921,-1.67032400507
ACH-000924,-1.4540238255899998
ACH-000926,-1.8023319341900004
ACH-000928,-1.5457783412200001
ACH-000929,-1.6687644482100001
ACH-000932,-1.74992395192
ACH-000935,-1.75465935505
ACH-000936,-1.51562568557
ACH-000937,-1.98280428031
ACH-000938,-1.74484909618
ACH-000939,-1.38936515579
ACH-000941,-1.61082503752
ACH-000943,-1.61280983572
ACH-000946,-1.62174837421
ACH-000947,-1.76758452877
ACH-000948,-1.7500957588599997
ACH-000950,-1.7893982017400003
ACH-000953,-1.7521139815
ACH-000957,-1.6701555871200002
ACH-000958,-1.6031354353
ACH-000960,-1.51340021942
ACH-000963,-1.5757428065799999
ACH-000968,-1.46303239604
ACH-000969,-1.9032984429599997
ACH-000973,-1.4541305396200002
ACH-000974,-1.73283526828
ACH-000975,-1.8263921666499998
ACH-000976,-1.59179528902
ACH-000978,-1.3142978375299998
ACH-000980,-1.7518001685599998
ACH-000984,-1.55555812021
ACH-000986,-1.67724340621
ACH-000988,-1.6707646996799999
ACH-000993,-1.74329673074
ACH-000994,-2.16995857757
ACH-000996,-1.5170501411000001
ACH-001001,-1.4850771429499998
ACH-001020,-1.61539431985
ACH-001028,-1.91269980477
ACH-001031,-1.7100215123299998
ACH-001038,-1.80528840406
ACH-001048,-1.7486096638
ACH-001050,-1.64651048359
ACH-001053,-2.00789476517
ACH-001054,-1.5347488488499998
ACH-001061,-1.2752381597799998
ACH-001067,-1.6129977961300002
ACH-001075,-1.7827075472099998
ACH-001096,-1.6221521841100002
ACH-001128,-1.49533297958
ACH-001134,-1.69607019435
ACH-001151,-1.5431590787600002
ACH-001163,-1.64246289252
ACH-001164,-1.48339654774
ACH-001173,-1.59242436444
ACH-001183,-1.90975371026
ACH-001184,-1.6214615074899998
ACH-001190,-1.73534384025
ACH-001192,-1.92271016917
ACH-001193,-1.58032582391
ACH-001196,-1.8148048948400002
ACH-001197,-1.67785978231
ACH-001205,-1.439932051
ACH-001211,-1.33146662644
ACH-001212,-1.92158251657
ACH-001228,-1.6683819337399999
ACH-001232,-1.4486355916999998
ACH-001239,-1.58678463008
ACH-001274,-1.6406262324
ACH-001275,-1.70814255711
ACH-001277,-1.9213831384400002
ACH-001278,-1.55854142639
ACH-001280,-2.03778192817
ACH-001283,-1.7224687660299998
ACH-001289,-1.73383420087
ACH-001295,-1.8571399598599998
ACH-001300,-2.03060141788
ACH-001301,-1.5344520431200002
ACH-001302,-1.48466856868
ACH-001303,-1.9728397231900001
ACH-001306,-1.53485272843
ACH-001318,-1.8295852125799998
ACH-001322,-2.01292005271
ACH-001328,-1.4277845362000001
ACH-001332,-1.55018944532
ACH-001333,-1.36403529917
ACH-001336,-1.5729771620500002
ACH-001340,-1.63908793639
ACH-001346,-1.62789637728
ACH-001353,-1.55663987889
ACH-001354,-2.1164451378
ACH-001367,-1.6473146727599999
ACH-001368,-1.67027959447
ACH-001374,-1.65287626465
ACH-001375,-1.80536120942
ACH-001377,-1.6466020432100001
ACH-001380,-1.58354189244
ACH-001391,-1.9213539370099997
ACH-001407,-1.79126064466
ACH-001408,-1.8918545242400002
ACH-001413,-1.39701073257
ACH-001430,-1.3845611634900001
ACH-001431,-1.44386336574
ACH-001450,-1.79158643009
ACH-001496,-1.63593492113
ACH-001500,-1.71782935652
ACH-001521,-1.33442088992
ACH-001523,-1.6864922457700002
ACH-001532,-1.59348105663
ACH-001536,-1.3615162191499999
ACH-001550,-1.7871379164400003
ACH-001552,-1.9217163458400002
ACH-001554,-1.7911595829400002
ACH-001645,-2.02376715427
ACH-001654,-1.4997215847299998
ACH-001715,-1.49659015564
ACH-001735,-1.8555577622
ACH-001736,-1.80158134882
ACH-001737,-1.2637072403
ACH-001740,-1.8372059526900002
ACH-001745,-1.589591525
ACH-001750,-1.53544123682
ACH-001765,-1.7449197180200002
ACH-001956,-2.04990895167
ACH-001957,-2.02796230961
