,BUB1B (701)
ACH-000974,-1.0306056231999998
ACH-000975,-1.2935615235100002
ACH-000976,-1.66673327565
ACH-000978,-1.98570324626
ACH-000980,-1.28225454668
ACH-000984,-1.66360382498
ACH-000986,-1.4220993566999998
ACH-000988,-1.43783174815
ACH-000993,-1.19097003142
ACH-000994,-1.54133279753
ACH-000996,-1.2836785294700002
ACH-001001,-1.42452178286
ACH-001020,-1.60297318395
ACH-001028,-1.28241882347
ACH-001031,-1.53225326308
ACH-001038,-1.59053464247
ACH-001048,-1.38383590714
ACH-001050,-1.31646565231
ACH-001053,-1.51893433413
ACH-001054,-1.68553695707
ACH-001061,-1.41183731866
ACH-001067,-1.5021504055500001
ACH-001075,-1.33670020486
ACH-001096,-1.31889690379
ACH-001128,-1.93629591194
ACH-001134,-1.38908964909
ACH-001151,-1.61358262127
ACH-001163,-1.35094656222
ACH-001164,-1.37219818481
ACH-001173,-1.57334334752
ACH-001183,-1.3178994022
ACH-001184,-1.27940323987
ACH-001190,-1.32970278135
ACH-001192,-1.4731858322100002
ACH-001193,-1.21745180001
ACH-001196,-1.4696071635699999
ACH-001197,-1.3202278524
ACH-001205,-1.5696139255500001
ACH-001211,-1.4790917430000001
ACH-001212,-1.45593395312
ACH-001228,-1.34796763762
ACH-001232,-1.25129838265
ACH-001239,-1.2236883247700001
ACH-001274,-1.52036017204
ACH-001275,-1.4190297424899998
ACH-001277,-1.44750797111
ACH-001278,-1.4717567341600002
ACH-001280,-1.6756144372100001
ACH-001283,-1.4679473722100003
ACH-001289,-1.47839857331
ACH-001295,-1.6185706027200002
ACH-001300,-1.5904306350200001
ACH-001301,-1.4780365113799998
ACH-001302,-1.76986967911
ACH-001303,-1.7708182566900004
ACH-001306,-1.47732001347
ACH-001318,-1.44999376333
ACH-001322,-1.5724588974399998
ACH-001328,-1.24849531799
ACH-001332,-1.4565068696399999
ACH-001333,-1.3164685048
ACH-001336,-1.48295837835
ACH-001340,-1.43240187696
ACH-001346,-1.40691824009
ACH-001353,-1.66211607618
ACH-001354,-1.25965828571
ACH-001367,-1.27135742576
ACH-001368,-1.4293492178600002
ACH-001374,-1.29877445217
ACH-001375,-1.3131617033299998
ACH-001377,-1.51528870099
ACH-001380,-1.66461189732
ACH-001391,-1.20964609289
ACH-001407,-1.99943490909
ACH-001408,-1.35733685668
ACH-001413,-1.40023476688
ACH-001430,-1.4818510478600002
ACH-001431,-1.5540846238100001
ACH-001450,-1.2192261272799998
ACH-001496,-1.4591367838999998
ACH-001500,-1.3890755341
ACH-001521,-1.5223395613799997
ACH-001523,-1.1830908477700002
ACH-001532,-1.3399642169200001
ACH-001536,-1.33165758005
ACH-001550,-1.8458665613
ACH-001552,-1.2360152604
ACH-001554,-1.372262345
ACH-001645,-1.58682060346
ACH-001654,-1.3946403047999998
ACH-001715,-1.488871064
ACH-001735,-1.43417326333
ACH-001736,-1.4597444340399999
ACH-001737,-1.25889220534
ACH-001740,-1.57144527141
ACH-001745,-1.3967603323299997
ACH-001750,-1.4592117034799998
ACH-001765,-1.10580672006
ACH-001956,-0.820276216784
ACH-001957,-1.02990992966
