,RPS19BP1 (91582)
ACH-000237,-0.5687750322990001
ACH-000238,-0.826606669964
ACH-000243,-0.787554044612
ACH-000244,-1.01706577498
ACH-000246,-0.584658599612
ACH-000248,-0.544821071119
ACH-000250,-0.532144158492
ACH-000251,-1.01867105846
ACH-000253,-0.562394153254
ACH-000255,-0.983764625763
ACH-000256,-1.08489811829
ACH-000257,-0.525930157386
ACH-000258,-0.620191762242
ACH-000259,-0.692120824388
ACH-000260,-0.7672486743170001
ACH-000261,-0.7277755853839999
ACH-000262,-0.46608815919
ACH-000263,-0.37657594916599996
ACH-000264,-0.733760393546
ACH-000265,-0.7104448054889999
ACH-000266,-0.6611924623800001
ACH-000272,-0.718744207832
ACH-000273,-0.9672921544499999
ACH-000274,-0.511122604173
ACH-000277,-0.34481848061
ACH-000278,-0.825127613605
ACH-000279,-0.729158577951
ACH-000280,-0.9372667574690001
ACH-000281,-0.666127330868
ACH-000288,-0.686930513269
ACH-000291,-0.5456311401780001
ACH-000293,-1.0144151144
ACH-000294,-0.441299919941
ACH-000295,-0.551515697916
ACH-000296,-0.744962410793
ACH-000302,-0.969975472627
ACH-000304,-1.4561511064100001
ACH-000307,-0.709834955133
ACH-000308,-0.845437167141
ACH-000310,-0.644412880884
ACH-000311,-0.7774239697640001
ACH-000312,-0.819539800369
ACH-000315,-1.05036948161
ACH-000316,-0.791377695341
ACH-000317,-0.39174493262800003
ACH-000318,-0.6169143116100001
ACH-000319,-0.7974186152480001
ACH-000320,-0.718677333158
ACH-000322,-0.712116226608
ACH-000323,-0.898938722798
ACH-000324,-0.51043533419
ACH-000329,-0.544143375565
ACH-000330,-0.67950641214
ACH-000331,-0.739923309654
ACH-000332,-0.911345291086
ACH-000334,-0.831194602196
ACH-000335,-0.363254129158
ACH-000336,-1.16832299763
ACH-000337,-0.5593487872
ACH-000339,-0.663287440568
ACH-000341,-0.8196208383560001
ACH-000348,-0.644676700079
ACH-000350,-0.833720322633
ACH-000352,-0.60812219993
ACH-000356,-1.22351194168
ACH-000361,-0.535060598742
ACH-000362,-0.463699515313
ACH-000363,-0.426904850818
ACH-000364,-0.564530172326
ACH-000365,-0.7601197926440001
ACH-000366,-0.668306254815
ACH-000368,-0.825532531022
ACH-000374,-0.472554693435
ACH-000375,-0.72389091457
ACH-000376,-0.56909203908
ACH-000381,-0.514989260216
ACH-000383,-0.575764286584
ACH-000387,-0.702379931049
ACH-000389,-0.486697805135
ACH-000390,-0.832853763593
ACH-000393,-0.650942762875
ACH-000395,-0.7818687163310001
ACH-000397,-0.86845055079
ACH-000401,-0.647752423366
ACH-000402,-0.953576845886
ACH-000403,-0.64555626376
ACH-000404,-1.0788203248000001
ACH-000406,-0.669408153136
ACH-000407,-0.864304673459
ACH-000408,-0.8764401821310001
ACH-000410,-0.770180670265
ACH-000411,-0.709274131663
ACH-000414,-1.01655735502
ACH-000415,-0.58767025523
ACH-000416,-0.7262491327770001
ACH-000420,-0.8739601583580001
ACH-000421,-0.81248874926
ACH-000424,-0.339748386198
ACH-000425,-0.651317933405
ACH-000426,-1.01148591352
ACH-000427,-0.279332452066
ACH-000433,-0.799129447104
ACH-000436,-0.824763870973
ACH-000444,-0.782977517811
ACH-000445,-0.785430756397
ACH-000448,-0.661265292229
ACH-000450,-0.7340457111409999
ACH-000452,-0.595319185077
ACH-000454,-0.5995767333049999
ACH-000458,-0.967483193363
ACH-000459,-0.96269016185
ACH-000460,-0.632414829621
ACH-000461,-0.654046504933
ACH-000463,-0.672071966134
ACH-000464,-0.703675233246
ACH-000466,-0.751539680684
ACH-000467,-0.694330924392
ACH-000468,-0.7869903930159999
ACH-000469,-0.624880779128
ACH-000470,-0.661894775315
ACH-000471,-0.65232403081
ACH-000472,-0.584463693489
ACH-000473,-0.729626733366
ACH-000475,-0.75193808044
ACH-000476,-0.368493833793
ACH-000477,-0.6573628900280001
ACH-000480,-0.6835884923810001
ACH-000481,-0.32758133894
ACH-000483,-0.778282805548
ACH-000484,-0.32827111065000003
ACH-000485,-0.472413291468
ACH-000486,-0.880837824712
ACH-000487,-0.46600425529899997
ACH-000488,-0.7492911868880001
ACH-000490,-0.6961205000730001
ACH-000491,-0.472479285888
ACH-000495,-0.546397269344
ACH-000496,-0.588724856186
ACH-000499,-0.594789754531
ACH-000500,-0.623629774066
ACH-000502,-0.7742817686929999
ACH-000503,-0.885246814924
ACH-000505,-0.816318230996
ACH-000507,-0.6736310386900001
ACH-000510,-0.597691372793
ACH-000511,-0.7561182416359999
ACH-000512,-0.7208826709370001
ACH-000516,-0.745867848196
ACH-000517,-0.504769188284
ACH-000518,-0.716956752389
ACH-000520,-0.637968924767
ACH-000521,-0.444137341384
ACH-000522,-0.236301849175
ACH-000524,-0.703855878756
ACH-000527,-0.7613113444159999
ACH-000528,-0.6410731384489999
ACH-000537,-0.584222713158
ACH-000541,-0.362547880427
ACH-000542,-0.760826205566
ACH-000544,-0.6065111262430001
ACH-000545,-0.7333156399799999
ACH-000547,-0.6603389606360001
ACH-000548,-0.719050366431
ACH-000549,-0.618343592085
ACH-000550,-0.6793969143709999
ACH-000552,-0.8247428341140001
ACH-000556,-0.710050057017
ACH-000557,-0.661836674631
ACH-000570,-0.9748651872159999
ACH-000571,-0.527967653839
ACH-000573,-0.9981640742
ACH-000576,-0.763661947898
ACH-000580,-0.7375085449429999
ACH-000584,-0.803642942359
ACH-000585,-0.586047712962
ACH-000588,-0.573740371218
ACH-000589,-0.647416677192
ACH-000591,-0.49834802385
ACH-000593,-0.620038888757
ACH-000600,-0.592557227997
ACH-000601,-0.711080616752
ACH-000604,-0.390662565294
ACH-000605,-0.804873530581
ACH-000606,-0.764521371445
ACH-000608,-0.5914061038449999
ACH-000614,-0.417994866387
ACH-000616,-0.635013558364
ACH-000618,-0.889950134233
ACH-000619,-0.794175290801
ACH-000620,-0.6606899993850001
ACH-000621,-0.738735113698
ACH-000622,-0.924332929871
ACH-000623,-0.867774402721
ACH-000624,-0.8015531429420001
ACH-000627,-0.555968498364
ACH-000630,-0.6827332906999999
ACH-000632,-0.578525862712
ACH-000633,-0.732128056656
ACH-000637,-0.788975787735
ACH-000638,-0.606876597163
ACH-000646,-0.607914596589
ACH-000647,-0.8858690909
ACH-000648,-0.601182250233
ACH-000649,-0.530707363194
ACH-000651,-0.51384310882
ACH-000652,-0.7985550092929999
ACH-000653,-0.609061538331
ACH-000657,-0.735632945156
ACH-000658,-0.594430988487
ACH-000661,-0.7747351161630001
ACH-000662,-0.567254804331
ACH-000663,-0.818642942201
ACH-000665,-1.0015646536299998
ACH-000671,-0.774566673522
ACH-000673,-0.649968189621
ACH-000676,-0.49248982515199996
ACH-000677,-0.683805097289
ACH-000681,-0.651108758126
ACH-000682,-0.735588013204
ACH-000683,-0.543392045991
ACH-000684,-0.41640637018
ACH-000688,-0.615061621635
ACH-000693,-0.8552148439370001
ACH-000694,-0.751992113362
ACH-000695,-0.571143598859
ACH-000696,-0.718516161452
ACH-000697,-0.630871761842
ACH-000699,-0.510853614671
ACH-000701,-0.347858371717
ACH-000706,-0.779952506571
ACH-000711,-0.6233009792809999
ACH-000713,-0.667729501491
ACH-000714,-0.37903211818899996
ACH-000718,-0.499556427007
ACH-000720,-0.8713677845799999
ACH-000721,-0.467621292981
ACH-000724,-0.771933215776
ACH-000725,-0.748309513954
ACH-000732,-0.722299398259
ACH-000734,-0.590240609745
ACH-000735,-0.68125565954
ACH-000736,-0.44855411328199996
ACH-000738,-0.494100267069
ACH-000746,-0.81165658221
ACH-000747,-0.7786665584289999
ACH-000748,-0.7797863108580001
ACH-000753,-0.726844642073
ACH-000756,-0.789662691096
ACH-000757,-1.02541147569
ACH-000758,-0.614275941822
ACH-000760,-0.742062744824
ACH-000763,-0.639443052984
ACH-000764,-0.187699081113
ACH-000765,-0.463001895913
ACH-000766,-0.7190320631039999
ACH-000767,-0.501679066265
ACH-000768,-0.707078798767
ACH-000769,-0.805595418739
ACH-000770,-0.718310936248
ACH-000771,-0.82660924683
ACH-000773,-0.730407697528
ACH-000776,-0.495492396035
ACH-000777,-0.765558419152
ACH-000778,-0.518167172711
ACH-000781,-0.7492131880959999
ACH-000782,-0.717771788641
ACH-000783,-0.67129445228
ACH-000784,-0.7135990156569999
ACH-000785,-0.448484443693
ACH-000787,-0.581674982243
ACH-000788,-0.772817578933
ACH-000791,-0.878893193611
ACH-000792,-0.706815788474
ACH-000794,-0.48948960407700004
ACH-000796,-0.47244845793300005
ACH-000799,-0.7127661982950001
ACH-000800,-0.7674530474719999
ACH-000802,-0.51881348823
ACH-000804,-0.612299445643
ACH-000805,-0.649704234165
ACH-000809,-0.7057357640719999
ACH-000810,-0.47639046827799997
ACH-000811,-0.6287270344870001
ACH-000817,-0.7033749605830001
ACH-000819,-0.6811635876890001
ACH-000820,-0.782442280071
ACH-000821,-0.6370422795289999
ACH-000822,-0.573747539062
ACH-000823,-0.659043728369
ACH-000824,-0.511698701372
ACH-000827,-0.709135106033
ACH-000829,-0.805687338052
ACH-000831,-0.656396286985
ACH-000832,-0.905781459649
ACH-000833,-0.815479092924
ACH-000834,-0.601116747609
ACH-000835,-0.829360466983
ACH-000836,-0.699537392349
ACH-000837,-0.71767507044
ACH-000838,-0.7929552898209999
ACH-000839,-0.628937417782
ACH-000840,-0.6536904011029999
ACH-000841,-0.6702015510270001
ACH-000843,-0.59398563588
ACH-000846,-0.6235887366399999
ACH-000847,-0.456728972892
ACH-000848,-0.284305684684
ACH-000849,-0.521779847699
ACH-000851,-0.543297778614
ACH-000855,-0.8197558520199999
ACH-000856,-0.685335146014
ACH-000858,-0.912334361288
ACH-000859,-0.760171178906
ACH-000861,-0.571100663775
ACH-000862,-0.9273444894220001
ACH-000865,-0.799924684876
ACH-000866,-0.5749666690349999
ACH-000867,-0.612964341219
ACH-000869,-0.7943128021770001
ACH-000872,-1.03631685532
ACH-000873,-0.939181532139
ACH-000876,-0.34217943057899997
ACH-000878,-0.871952552194
ACH-000880,-0.410743808572
ACH-000881,-0.674071935523
ACH-000882,-0.608347131077
ACH-000884,-0.41581325093500004
ACH-000885,-0.714798840018
ACH-000887,-0.642557346685
ACH-000888,-0.7684909694490001
ACH-000889,-0.529749523348
ACH-000890,-0.857940363553
ACH-000896,-0.920847642243
ACH-000898,-0.475664595829
ACH-000900,-0.740649765716
ACH-000901,-0.644358949418
ACH-000905,-0.7893239192479999
ACH-000906,-0.7502655651540001
ACH-000907,-0.950411691346
ACH-000910,-0.37290149404
ACH-000911,-0.672109099022
ACH-000912,-0.7561994901350001
ACH-000913,-0.69875870412
ACH-000915,-0.397847530064
ACH-000916,-0.56478792291
ACH-000917,-0.648249975679
ACH-000921,-0.836722446315
ACH-000924,-0.835813536281
ACH-000926,-0.887682382179
ACH-000928,-0.9299402046449999
ACH-000929,-0.379194976285
ACH-000932,-0.758732803205
ACH-000935,-0.415502275931
ACH-000936,-0.906210994619
ACH-000937,-0.640936051327
ACH-000938,-0.5485702060859999
ACH-000939,-0.693293500079
ACH-000941,-0.538043019498
ACH-000943,-0.7141301643089999
ACH-000946,-0.7453539779699999
ACH-000947,-0.597147366932
ACH-000948,-0.664673643103
ACH-000950,-0.7216135113169999
ACH-000953,-0.544801427641
ACH-000957,-0.768415988134
ACH-000958,-0.452668804048
ACH-000960,-0.64473378392
ACH-000963,-0.5075522128100001
ACH-000968,-0.657750328153
ACH-000969,-0.257408730587
ACH-000973,-0.7169976232340001
ACH-000974,-0.660839119117
ACH-000975,-0.8737307459899999
ACH-000976,-0.736438793153
ACH-000978,0.134481387221
ACH-000980,-0.667287482775
ACH-000984,-0.577311152344
ACH-000986,-0.5792851284570001
ACH-000988,-1.0125879821
ACH-000993,-0.639368045212
ACH-000994,-0.5651781936729999
ACH-000996,-0.814787023529
ACH-001001,-0.662524145182
ACH-001020,-0.7319961053849999
ACH-001028,-0.550115678349
ACH-001031,-0.987323191976
ACH-001038,-0.812349183207
ACH-001048,-0.85769846036
ACH-001050,-0.7050879396170001
ACH-001053,-0.592547079303
ACH-001054,-0.8203870196690001
ACH-001061,-0.755742722781
ACH-001067,-0.641952005374
ACH-001075,-0.771695345781
ACH-001096,-0.635844474421
ACH-001128,-0.681851058812
ACH-001134,-0.78766944618
ACH-001151,-0.6293643845570001
ACH-001163,-0.5085877436890001
ACH-001164,-0.404298190284
ACH-001173,-0.64224482325
ACH-001183,-0.669664518472
ACH-001184,-0.8086441145919999
ACH-001190,-0.793107825696
ACH-001192,-0.486953394665
ACH-001193,-0.90526386942
ACH-001196,-0.95464140457
ACH-001197,-0.8437657359370001
ACH-001205,-0.432166902339
ACH-001211,-0.584735352874
ACH-001212,-0.666486052101
ACH-001228,-0.794782434438
ACH-001232,-0.813025706808
ACH-001239,-0.550295411518
ACH-001274,-0.6641261241449999
ACH-001275,-0.612391406168
ACH-001277,-0.69444892179
ACH-001278,-0.365307839121
ACH-001280,-0.6893261445800001
ACH-001283,-0.609366319736
ACH-001289,-0.6227698362830001
ACH-001295,-0.707209506809
ACH-001300,-0.8882913029899999
ACH-001301,-0.686879092952
ACH-001302,-0.622907604349
ACH-001303,-0.44646689191600003
ACH-001306,-0.726155768615
ACH-001318,-0.6675963720220001
ACH-001322,-0.799875274298
ACH-001328,-0.732755988477
ACH-001332,-0.9017829550380001
ACH-001333,-0.741731800546
ACH-001336,-0.571580004277
ACH-001340,-0.7770337499050001
ACH-001346,-0.783156397951
ACH-001353,-0.710280292069
ACH-001354,-0.767164556346
ACH-001367,-0.698863496176
ACH-001368,-0.613271399952
ACH-001374,-0.931702907315
ACH-001375,-0.542539893681
ACH-001377,-0.442116114397
ACH-001380,-0.383346226488
ACH-001391,-0.37591684192100006
ACH-001407,-0.830581693926
ACH-001408,-0.637824544912
ACH-001413,-0.746599264921
ACH-001430,-0.490249854577
ACH-001431,-0.800810331698
ACH-001450,-0.823981623389
ACH-001496,-0.8073769100489999
ACH-001500,-0.65636755005
ACH-001521,-0.815603722183
ACH-001523,-0.8154604453000001
ACH-001532,-0.6836665491689999
ACH-001536,-0.7748097421060001
ACH-001550,-0.890377049117
ACH-001552,-1.01984844012
ACH-001554,-0.744577528796
ACH-001645,-0.697615826865
ACH-001654,-0.848933899565
ACH-001715,-0.9707625258050001
ACH-001735,-0.529948396119
ACH-001736,-0.699295560572
ACH-001737,-1.03815428775
ACH-001740,-0.539416880728
ACH-001745,-0.601280188919
ACH-001750,-0.8750725447040001
ACH-001765,-0.7848666289219999
ACH-001956,-0.477460098789
ACH-001957,-0.71937424994
