,GUCY2D (3000)
ACH-000223,-0.0417832680743
ACH-000226,-0.313938998737
ACH-000227,0.0318955348221
ACH-000228,-0.12301766096899999
ACH-000231,-0.284314850672
ACH-000232,-0.0893917131127
ACH-000233,-0.288999282064
ACH-000234,-0.17309459823399997
ACH-000235,-0.277474652139
ACH-000237,-0.218639875293
ACH-000238,-0.128403362149
ACH-000243,-0.104917617226
ACH-000244,-0.267203613292
ACH-000246,-0.176991965321
ACH-000248,-0.17676956837000002
ACH-000250,-0.210614478411
ACH-000251,0.0413677726706
ACH-000253,-0.12668054001499998
ACH-000255,-0.23494834302200002
ACH-000256,0.023294887521900003
ACH-000257,-0.42726976195
ACH-000258,-0.367725728943
ACH-000259,-0.178627125987
ACH-000260,-0.198108250729
ACH-000261,-0.22541080048
ACH-000262,-0.430499865577
ACH-000263,-0.37155394023000005
ACH-000264,-0.245152501556
ACH-000265,-0.12341763897600001
ACH-000266,-0.225924036633
ACH-000272,-0.115247107778
ACH-000273,-0.32200345994699997
ACH-000274,-0.33944752051
ACH-000277,-0.136129522927
ACH-000278,-0.270396536068
ACH-000279,-0.142696452591
ACH-000280,-0.291051825255
ACH-000281,-0.396679924634
ACH-000288,-0.48354053744099995
ACH-000291,-0.165440651071
ACH-000293,-0.199955200497
ACH-000294,-0.125869747216
ACH-000295,-0.12352268654100002
ACH-000296,-0.418559095224
ACH-000302,-0.24337087136799998
ACH-000304,-0.29776582237300003
ACH-000307,-0.08731018334809999
ACH-000308,-0.11826537071900001
ACH-000310,-0.0617742384191
ACH-000311,0.0141242186829
ACH-000312,-0.187171208937
ACH-000315,-0.0781602804755
ACH-000316,-0.151372766902
ACH-000317,0.09922088982730001
ACH-000318,-0.19384468948
ACH-000319,-0.27221811046300004
ACH-000320,-0.179850574034
ACH-000322,-0.233094582672
ACH-000323,-0.279248139374
ACH-000324,-0.124609870783
ACH-000329,-0.27310211840799997
ACH-000330,-0.16849833021
ACH-000331,-0.398053660631
ACH-000332,-0.17704937759199998
ACH-000334,-0.306682293198
ACH-000335,0.078063422568
ACH-000336,-0.6003447190110001
ACH-000337,-0.10171736016899999
ACH-000339,-0.179049177503
ACH-000341,-0.32638535962799997
ACH-000348,-0.320682883112
ACH-000350,-0.3059962191
ACH-000352,-0.18935152317
ACH-000356,-0.175805773574
ACH-000361,-0.246798681134
ACH-000362,-0.208101872434
ACH-000363,-0.031869359821399997
ACH-000364,-0.165924749599
ACH-000365,-0.16791473137600002
ACH-000366,-0.167651841327
ACH-000368,-0.26942525097
ACH-000374,-0.217800878026
ACH-000375,-0.252049474194
ACH-000376,-0.0356274874866
ACH-000381,-0.257157358412
ACH-000383,-0.129405118015
ACH-000387,-0.166335526738
ACH-000389,-0.09360024135719999
ACH-000390,-0.127692167957
ACH-000393,-0.320460163883
ACH-000395,-0.263929408086
ACH-000397,-0.277121034213
ACH-000401,-0.173045701192
ACH-000402,0.81943183145
ACH-000403,-0.260278184049
ACH-000404,-0.0336605572047
ACH-000406,-0.199942657725
ACH-000407,-0.11287901391499999
ACH-000408,-0.164151374707
ACH-000410,-0.233262803238
ACH-000411,-0.192152391034
ACH-000414,-0.07136786236460001
ACH-000415,-0.387421100817
ACH-000416,-0.15847030594699998
ACH-000420,-0.31738398920899996
ACH-000421,-0.22416654397900002
ACH-000424,-0.0121907999684
ACH-000425,-0.0995335824397
ACH-000426,-0.157871734496
ACH-000427,-0.13706550415899998
ACH-000433,-0.0542752646329
ACH-000436,-0.19606518839200002
ACH-000444,-0.243468997093
ACH-000445,-0.353919938839
ACH-000448,-0.40564816314
ACH-000450,-0.369854252862
ACH-000452,-0.20943501407900003
ACH-000454,-0.229849020578
ACH-000458,-0.433549632708
ACH-000459,0.0478017129621
ACH-000460,-0.14628892849300001
ACH-000461,-0.13233617773
ACH-000463,0.005100586082609999
ACH-000464,-0.46132083655100004
ACH-000466,-0.376110908703
ACH-000467,-0.326013789985
ACH-000468,-0.239386190991
ACH-000469,-0.10120157101800001
ACH-000470,-0.36216892402900003
ACH-000471,-0.152338559424
ACH-000472,-0.0189082101448
ACH-000473,-0.10991198712099999
ACH-000475,-0.0598442337147
ACH-000476,-0.241357161238
ACH-000477,0.008717645685
ACH-000480,-0.059647733028699995
ACH-000481,-0.135076794394
ACH-000483,-0.19356395411600003
ACH-000484,-0.267625497959
ACH-000485,-0.05935229815359999
ACH-000486,-0.140095872788
ACH-000487,-0.284071611021
ACH-000488,-0.230986006789
ACH-000490,-0.121852724743
ACH-000491,-0.20571510713
ACH-000495,-0.00327445172053
ACH-000496,-0.337455962833
ACH-000499,-0.025746425442
ACH-000500,-0.526093844719
ACH-000502,-0.207839911446
ACH-000503,-0.247348108431
ACH-000505,-0.19605907182100002
ACH-000507,-0.13750189723
ACH-000510,-0.267143882895
ACH-000511,-0.17921630344
ACH-000512,-0.129268634545
ACH-000516,-0.156579209533
ACH-000517,-0.245974291482
ACH-000518,-0.351502181254
ACH-000520,-0.22954874493299998
ACH-000521,-0.132075473685
ACH-000522,-0.154187086751
ACH-000524,-0.35268338522500003
ACH-000527,-0.166363027994
ACH-000528,-0.202623425114
ACH-000537,-0.04269600625
ACH-000541,-0.248442716758
ACH-000542,-0.03925251920180001
ACH-000544,-0.153528594518
ACH-000545,-0.23904622650199997
ACH-000547,-0.0977880008536
ACH-000548,-0.205733616926
ACH-000549,-0.173155195887
ACH-000550,-0.263880308303
ACH-000552,-0.282069511796
ACH-000556,-0.167942843239
ACH-000557,-0.162482747193
ACH-000570,-0.126608457425
ACH-000571,-0.12902969674
ACH-000573,-0.283890275844
ACH-000576,-0.15761227973300002
ACH-000580,-0.252501423151
ACH-000584,-0.241266791918
ACH-000585,-0.224235832887
ACH-000588,-0.200326130337
ACH-000589,-0.253072459222
ACH-000591,-0.229158521548
ACH-000593,-0.37516333419500003
ACH-000600,-0.131133385501
ACH-000601,-0.126036592508
ACH-000604,-0.658669780847
ACH-000605,-0.309764521274
ACH-000606,-0.33807619030599995
ACH-000608,-0.266044036389
ACH-000614,-0.0765785812524
ACH-000616,0.0094398225304
ACH-000618,-0.07750098546539999
ACH-000619,-0.181113886886
ACH-000620,-0.153573087861
ACH-000621,-0.259105718127
ACH-000622,-0.243550010673
ACH-000623,-0.20023093076600001
ACH-000624,-0.225730288669
ACH-000627,-0.16457048222999998
ACH-000630,-0.18238057093899998
ACH-000632,-0.236610781294
ACH-000633,-0.265636635449
ACH-000637,-0.14165769222400001
ACH-000638,-0.253466558928
ACH-000646,-0.251430088876
ACH-000647,-0.11918712608899999
ACH-000648,-0.133202678559
ACH-000649,-0.121916802815
ACH-000651,-0.212733025762
ACH-000652,0.008478442119090001
ACH-000653,-0.0329165368345
ACH-000657,-0.28923530030699995
ACH-000658,-0.314880416928
ACH-000661,0.14940362322200001
ACH-000662,-0.0383174321162
ACH-000663,0.22603847205
ACH-000665,-0.20256349759
ACH-000671,-0.16274485743
ACH-000673,-0.25559807068
ACH-000676,-0.146378152135
ACH-000677,-0.0183351794708
ACH-000681,-0.257215702413
ACH-000682,-0.164206600614
ACH-000683,-0.055241310799099996
ACH-000684,0.07004618339489999
ACH-000688,-0.449053108171
ACH-000693,-0.251609455777
ACH-000694,-0.12377137218499999
ACH-000695,-0.551708960762
ACH-000696,-0.16164758107000002
ACH-000697,-0.0527862824269
ACH-000699,-0.178360176106
ACH-000701,-0.18319375098000001
ACH-000706,-0.185492341627
ACH-000711,-0.224620568327
ACH-000713,-0.446591379726
ACH-000714,-0.333047128556
ACH-000718,-0.307043119082
ACH-000720,-0.230909818152
ACH-000721,-0.317377768492
ACH-000724,-0.23994623614100002
ACH-000725,0.09710713832119999
ACH-000732,-0.25142251562
ACH-000734,-0.0901635263116
ACH-000735,-0.335281315904
ACH-000736,-0.12153121938200001
ACH-000738,-0.0426965480031
ACH-000746,-0.044238057751900005
ACH-000747,-0.0781711395449
ACH-000748,-0.14734188793400002
ACH-000753,-0.34588770963200005
ACH-000756,-0.254600703996
ACH-000757,-0.0857645937175
ACH-000758,-0.180657750063
ACH-000760,-0.150562436701
ACH-000763,-0.141747045851
ACH-000764,-0.302000628183
ACH-000765,-0.06263568364040001
ACH-000766,-0.282435410385
ACH-000767,-0.309163005921
ACH-000768,-0.0608742447017
ACH-000769,-0.024461835024299997
ACH-000770,-0.342210706446
ACH-000771,-0.154726273645
ACH-000773,-0.21933036548700002
ACH-000776,-0.147926082914
ACH-000777,-0.257587186043
ACH-000778,-0.342925282298
ACH-000781,-0.191923991417
ACH-000782,-0.378756555637
ACH-000783,-0.0796435353848
ACH-000784,-0.0422138038409
ACH-000785,-0.0893268491545
ACH-000787,-0.0734093940091
ACH-000788,-0.0845744588907
ACH-000791,-0.34703447038
ACH-000792,-0.235862180867
ACH-000794,-0.111903868465
ACH-000796,-0.20095751961599997
ACH-000799,-0.13821779565700001
ACH-000800,-0.29842323739599996
ACH-000802,-0.182827956845
ACH-000804,-0.08386423076489999
ACH-000805,-0.135302382345
ACH-000809,-0.114979557652
ACH-000810,-0.44294962434699997
ACH-000811,-0.317644690991
ACH-000817,-0.344106955223
ACH-000819,-0.0928011104785
ACH-000820,0.00564725644751
ACH-000821,-3.87494701041e-05
ACH-000822,-0.06403540229280001
ACH-000823,-0.0367431704416
ACH-000824,-0.171344028369
ACH-000827,-0.182612376509
ACH-000829,-0.304979060812
ACH-000831,0.0316276355928
ACH-000832,-0.153371326734
ACH-000833,-0.510514329253
ACH-000834,-0.081585391629
ACH-000835,-0.18839629130399999
ACH-000836,-0.315645393998
ACH-000837,-0.192568279373
ACH-000838,-0.0961926700884
ACH-000839,-0.282868564169
ACH-000840,-0.38344701557599997
ACH-000841,-0.021077485888900002
ACH-000843,-0.302493690087
ACH-000846,-0.53358423675
ACH-000847,-0.311501703744
ACH-000848,-0.056280231511000006
ACH-000849,-0.141644341408
ACH-000851,-0.35218070374899996
ACH-000855,-0.23974901973999999
ACH-000856,-0.0645621862207
ACH-000858,-0.128066719943
ACH-000859,-0.313302638428
ACH-000861,-0.397555075816
ACH-000862,-0.228416077187
ACH-000865,0.009273712080860001
ACH-000866,-0.265305033459
ACH-000867,-0.216698515004
ACH-000869,-0.17016825277699998
ACH-000872,-0.18171671303800002
ACH-000873,-0.648039606566
ACH-000876,-0.262845366119
ACH-000878,-0.182503726072
ACH-000880,-0.295743748445
ACH-000881,-0.201626102918
ACH-000882,-0.116221495819
ACH-000884,-0.047966456937999995
ACH-000885,-0.140861613857
ACH-000887,-0.16116115591299998
ACH-000888,-0.176809718609
ACH-000889,-0.11684058992900001
ACH-000890,-0.222904014226
ACH-000896,-0.111817738818
ACH-000898,-0.244850396395
ACH-000900,-0.095948137609
ACH-000901,-0.151253742492
ACH-000905,-0.0785912345373
ACH-000906,-0.185302297822
ACH-000907,-0.132159480755
ACH-000910,-0.28465765014
ACH-000911,-0.164160493773
ACH-000912,-0.22874664719700002
ACH-000913,-0.205379180434
ACH-000915,-0.24580586683400002
ACH-000916,-0.201792376107
ACH-000917,-0.21874203902699998
ACH-000921,-0.21519401834600002
ACH-000924,-0.051167454578300006
ACH-000926,-0.314028055997
ACH-000928,-0.0416959073721
ACH-000929,-0.365728897496
ACH-000932,-0.13822645649499998
ACH-000935,-0.16553952577
ACH-000936,-0.10007552329700001
ACH-000937,-0.258094944577
ACH-000938,-0.07299392671749999
ACH-000939,-0.28230455993299997
ACH-000941,-0.16021032472000002
ACH-000943,-0.181624685289
ACH-000946,-0.286868555832
ACH-000947,-0.136172336063
ACH-000948,-0.098717919232
ACH-000950,-0.08686619177919999
ACH-000953,-0.241596837747
ACH-000957,0.05895801053809999
ACH-000958,0.0299970556412
ACH-000960,-0.20048503142700003
ACH-000963,-0.420052674137
ACH-000968,-0.055539946449999995
ACH-000969,-0.389003437049
ACH-000973,-0.21437285029
ACH-000974,-0.10506243822799999
ACH-000975,-0.160724675825
ACH-000976,-0.203314098113
ACH-000978,-0.38118766835900003
ACH-000980,-0.261347718883
ACH-000984,-0.180577878624
ACH-000986,-0.288482184972
ACH-000988,-0.231257772379
ACH-000993,-0.251500463746
ACH-000994,-0.29882235480700003
ACH-000996,-0.45319577721999993
ACH-001001,-0.310194231957
ACH-001020,0.142346713273
ACH-001028,-0.21846712421999998
ACH-001031,-0.294791038212
ACH-001038,-0.0527662675225
ACH-001048,-0.275815493306
ACH-001050,-0.260225361934
ACH-001053,-0.294861258718
ACH-001054,-0.27622464133900004
ACH-001061,-0.130608203334
ACH-001067,-0.0178283736607
ACH-001075,-0.36753501795000004
ACH-001096,-0.107635007695
ACH-001128,-0.321605014095
ACH-001134,-0.146644341728
ACH-001151,-0.23961178040999997
ACH-001163,-0.30216371909899997
ACH-001164,-0.48903912724699994
ACH-001173,-0.0878585094298
ACH-001183,-0.127070115763
ACH-001184,-0.19963516160999997
ACH-001190,-0.427988898763
ACH-001192,-0.10896209043400001
ACH-001193,-0.181945878298
ACH-001196,-0.06430525735209999
ACH-001197,-0.243251470352
ACH-001205,-0.265497502331
ACH-001211,-0.368202187302
ACH-001212,-0.34399572509900006
ACH-001228,-0.331907408638
ACH-001232,-0.47411970363600003
ACH-001239,-0.027961246654599998
ACH-001274,-0.12935941252900002
ACH-001275,-0.23561863165999997
ACH-001277,-0.440663485009
ACH-001278,-0.31728052506099996
ACH-001280,0.00623303135025
ACH-001283,-0.103656282511
ACH-001289,-0.138940530791
ACH-001295,-0.294520911411
ACH-001300,-0.42027730060699997
ACH-001301,-0.0472752530921
ACH-001302,0.16248693448100002
ACH-001303,-0.302292522045
ACH-001306,-0.386665378539
ACH-001318,-0.345426801386
ACH-001322,-0.0314468843148
ACH-001328,-0.164689442209
ACH-001332,-0.0542963395082
ACH-001333,-0.47430869339299997
ACH-001336,-0.0251182513442
ACH-001340,-0.210045917366
ACH-001346,-0.220480359087
ACH-001353,-0.335724842246
ACH-001354,-0.09583969743969999
ACH-001367,-0.0814027558887
ACH-001368,-0.1744915542
ACH-001374,0.08854233644239999
ACH-001375,-0.163449979962
ACH-001377,-0.151616738703
ACH-001380,-0.109029145591
ACH-001391,-0.254456095921
ACH-001407,-0.146103965252
ACH-001408,-0.15301207183
ACH-001413,-0.5124631812470001
ACH-001430,-0.23755652990899997
ACH-001431,-0.48461775704099996
ACH-001450,-0.22870915014499998
ACH-001496,-0.258210987691
ACH-001500,-0.05206039465480001
ACH-001521,-0.188819584823
ACH-001523,-0.0546372193023
ACH-001532,-0.173379363486
ACH-001536,-0.240180167252
ACH-001550,-0.0433125187981
ACH-001552,-0.177739453503
ACH-001554,-0.0920188810169
ACH-001645,-0.272225140861
ACH-001654,-0.33437781166700004
ACH-001715,-0.301266265165
ACH-001735,-0.170695155407
ACH-001736,-0.185681228787
ACH-001737,-0.0017936588042200001
ACH-001740,0.0655318890662
ACH-001745,-0.326603938717
ACH-001750,-0.288773757174
ACH-001765,-0.0743015765336
ACH-001956,-0.20200967798900002
ACH-001957,-0.17986079791700002
