,SH3BP5L (80851)
ACH-001190,-0.21592832521699998
ACH-001192,0.0972929058628
ACH-001193,0.477334343924
ACH-001196,-0.152280283213
ACH-001197,-0.0801463745305
ACH-001205,-0.40877784307099996
ACH-001211,-0.42152294537
ACH-001212,-0.374765459344
ACH-001228,-0.546907308001
ACH-001232,-0.14169961018
ACH-001239,-0.015099587002099998
ACH-001274,-0.185880608509
ACH-001275,-0.121010959097
ACH-001277,-0.0274408526425
ACH-001278,0.012578339949700002
ACH-001280,-0.329624998281
ACH-001283,-0.04138215914019999
ACH-001289,-0.167431185186
ACH-001295,-0.23271760065900002
ACH-001300,0.09565373140789998
ACH-001301,-0.0111059613959
ACH-001302,-0.180440299288
ACH-001303,-0.08742118160939999
ACH-001306,-0.0408529732178
ACH-001318,0.0305749361375
ACH-001322,-0.18300141708700002
ACH-001328,-0.126198734565
ACH-001332,0.189485771897
ACH-001333,-0.158846261626
ACH-001336,-0.00217257678968
ACH-001340,-0.113349997468
ACH-001346,-0.100742466757
ACH-001353,-0.14246835950099998
ACH-001354,-0.114231692225
ACH-001367,0.42525945166
ACH-001368,-0.194753085669
ACH-001374,-0.19851206932999999
ACH-001375,-0.288339025397
ACH-001377,-0.28881957816
ACH-001380,-0.240639236935
ACH-001391,-0.30644181473
ACH-001407,-0.044854459078599994
ACH-001408,-0.00044335244699900004
ACH-001413,-0.131058316923
ACH-001430,-0.23706158064
ACH-001431,-0.0017036894096800002
ACH-001450,-0.0323367571858
ACH-001496,0.00993720013859
ACH-001500,-0.11120491412999998
ACH-001521,-0.188317054428
ACH-001523,-0.144252060327
ACH-001532,-0.122132895311
ACH-001536,-0.00566502861981
ACH-001550,0.04128533813
ACH-001552,-0.262037791621
ACH-001554,-0.04474848676319999
ACH-001645,-0.301020649042
ACH-001654,-0.0176456836606
ACH-001715,0.0483209202984
ACH-001735,-0.103783281287
ACH-001736,-0.28062881566
ACH-001737,0.282928481565
ACH-001740,-0.141349842882
ACH-001745,-0.36366732017700004
ACH-001750,-0.10920416804000001
ACH-001765,-0.13118918181800002
ACH-001956,-0.21178091324499998
ACH-001957,-0.367693073916
