,LRRC8E (80131)
ACH-000163,-0.0523110555368
ACH-000167,-0.142329823021
ACH-000168,-0.09046096383749999
ACH-000169,-0.136498112053
ACH-000178,-0.0992838914044
ACH-000182,-0.176168929675
ACH-000183,-0.133734812569
ACH-000188,-0.23430783862500001
ACH-000189,-0.03657316010830001
ACH-000190,-0.15014441912
ACH-000198,-0.276821085914
ACH-000204,-0.155931600209
ACH-000206,0.0026119377386100004
ACH-000207,-0.249494517292
ACH-000211,-0.11384408120200001
ACH-000215,-0.091169702779
ACH-000221,-0.199886300193
ACH-000222,-0.304445978379
ACH-000223,-0.17580528199200002
ACH-000226,-0.141018323941
ACH-000227,-0.0360610888274
ACH-000228,-0.08152646984039999
ACH-000231,-0.174600269762
ACH-000232,-0.27567874501600004
ACH-000233,-0.0883139463666
ACH-000234,-0.289242735141
ACH-000235,-0.108277849713
ACH-000237,-0.31424559913600003
ACH-000238,-0.07185678045510001
ACH-000243,-0.126863239185
ACH-000244,-0.358866148829
ACH-000246,-0.20820505989
ACH-000248,-0.289592723847
ACH-000250,-0.267141482405
ACH-000251,-0.111675634821
ACH-000253,-0.302345120266
ACH-000255,-0.185568534369
ACH-000256,-0.113819304498
ACH-000257,-0.0457810459571
ACH-000258,-0.08489585392589999
ACH-000259,-0.112119827691
ACH-000260,-0.180739005554
ACH-000261,-0.322906212995
ACH-000262,-0.10674415999
ACH-000263,-0.252723766015
ACH-000264,-0.109080591377
ACH-000265,-0.129779960381
ACH-000266,-0.175075741082
ACH-000272,-0.214120001067
ACH-000273,-0.124295351425
ACH-000274,-0.183952780506
ACH-000277,-0.288864204948
ACH-000278,-0.277897873503
ACH-000279,-0.137552874393
ACH-000280,-0.25827134266
ACH-000281,-0.07409812565139999
ACH-000288,-0.169284432388
ACH-000291,-0.236094776369
ACH-000293,-0.17877438618799998
ACH-000294,-0.402389052638
ACH-000295,-0.0128678837576
ACH-000296,-0.277724663708
ACH-000302,-0.129295292658
ACH-000304,-0.310089359921
ACH-000307,-0.072076960764
ACH-000308,-0.182301275731
ACH-000310,-0.0184494956512
ACH-000311,0.024383406405000002
ACH-000312,-0.18391516679
ACH-000315,-0.0952807003105
ACH-000316,-0.181846280341
ACH-000317,-0.11893372002599999
ACH-000318,-0.127512212618
ACH-000319,-0.0770285980862
ACH-000320,-0.179517997457
ACH-000322,-0.08702066456430001
ACH-000323,-0.320026312377
ACH-000324,-0.076158463354
ACH-000329,-0.11452644697999999
ACH-000330,-0.184715574963
ACH-000331,-0.10134272733100001
ACH-000332,-0.10843496773900001
ACH-000334,-0.23188135280400002
ACH-000335,-0.343030085831
ACH-000336,-0.303934267223
ACH-000337,-0.43567397592
ACH-000339,-0.245161657047
ACH-000341,-0.09263805916489999
ACH-000348,-0.0456183574908
ACH-000350,-0.0459439823338
ACH-000352,-0.13687738317099998
ACH-000356,0.0918677976098
ACH-000361,-0.06435748627360001
ACH-000362,-0.139363957519
ACH-000363,-0.15936480336
ACH-000364,-0.373737378677
ACH-000365,-0.172937019589
ACH-000366,-0.153956949822
ACH-000368,-0.0765651799048
ACH-000374,-0.229439445031
ACH-000375,0.113268454363
ACH-000376,-0.07715285578980001
ACH-000381,-0.051423442625
ACH-000383,-0.09688895289169999
ACH-000387,-0.16247335462200002
ACH-000389,-0.033660108109
ACH-000390,-0.261528831125
ACH-000393,-0.0700877579522
ACH-000395,-0.133754134976
ACH-000397,-0.08219254642260002
ACH-000401,0.14404616749000002
ACH-000402,-0.557606987043
ACH-000403,-0.0974493997957
ACH-000404,0.21007573129700002
ACH-000406,-0.0644490385777
ACH-000407,-0.13122280982
ACH-000408,-0.267259126357
ACH-000410,-0.131223543785
ACH-000411,-0.32573418837699997
ACH-000414,-0.030923961276099997
ACH-000415,-0.13371949528
ACH-000416,-0.233158706413
ACH-000420,-0.108599062205
ACH-000421,-0.134535959664
ACH-000424,0.0384440483291
ACH-000425,-0.0854638093201
ACH-000426,-0.31692963242100003
ACH-000427,-0.242710270209
ACH-000433,-0.27405964976
ACH-000436,-0.14862736754699998
ACH-000444,-0.127267634009
ACH-000445,-0.327786888129
ACH-000448,-0.137345913328
ACH-000450,-0.318003828485
ACH-000452,-0.214375600557
ACH-000454,-0.040184930959800004
ACH-000458,-0.0501669058019
ACH-000459,-0.291008351125
ACH-000460,-0.149752637316
ACH-000461,-0.160144686758
ACH-000463,-0.184346433517
ACH-000464,0.122064359966
ACH-000466,-0.129829621358
ACH-000467,0.022846422883799997
ACH-000468,-0.191682279238
ACH-000469,-0.19291265929
ACH-000470,-0.049064236077300004
ACH-000471,-0.115470750628
ACH-000472,-0.164137911487
ACH-000473,-0.212263980603
ACH-000475,-0.21556482601799998
ACH-000476,-0.344229908208
ACH-000477,-0.170874967484
ACH-000480,-0.195987262446
ACH-000481,-0.15143559238
ACH-000483,-0.182456516932
ACH-000484,-0.207741151972
ACH-000485,-0.176816395791
ACH-000486,-0.16982764914999998
ACH-000487,-0.14187111909000003
ACH-000488,-0.187819836593
ACH-000490,-0.31195852834000004
ACH-000491,-0.197849890176
ACH-000495,-0.250201876261
ACH-000496,-0.101445904832
ACH-000499,-0.203394352485
ACH-000500,-0.47277651464599996
ACH-000502,-0.117350612381
ACH-000503,-0.48453536822800003
ACH-000505,-0.255127996743
ACH-000507,-0.312235450801
ACH-000510,-0.098320925408
ACH-000511,-0.024323942204299998
ACH-000512,-0.552031288231
ACH-000516,-0.23819411840799998
ACH-000517,-0.09550115089019999
ACH-000518,-0.261693798957
ACH-000520,-0.321538793145
ACH-000521,-0.07130910898460001
ACH-000522,-0.217794500911
ACH-000524,-0.22180713474599997
ACH-000527,-0.14479994820999997
ACH-000528,-0.047830282783699996
ACH-000537,-0.410850616095
ACH-000541,0.0763601521217
ACH-000542,-0.0639114322958
ACH-000544,0.011652786965999999
ACH-000545,-0.157546790755
ACH-000547,0.17700342426100002
ACH-000548,-0.40804629151999994
ACH-000549,-0.17967916731699998
ACH-000550,-0.000359258908324
ACH-000552,-0.155960903235
ACH-000556,-0.23633319677099998
ACH-000557,-0.30732744870900003
ACH-000570,-0.08287434366100001
ACH-000571,-0.137709311302
ACH-000573,-0.36265792968500005
ACH-000576,-0.0576280670216
ACH-000580,-0.16233001871400002
ACH-000584,-0.176363739697
ACH-000585,-0.0627368098792
ACH-000588,-0.207287198548
ACH-000589,-0.0827917530073
ACH-000591,-0.366551568271
ACH-000593,-0.0738347665782
ACH-000600,-0.319791886561
ACH-000601,-0.19220811530499998
ACH-000604,-0.0819636511763
ACH-000605,-0.14531253406300002
ACH-000606,-0.229456454216
ACH-000608,-0.249751951354
ACH-000614,-0.08803164594789999
ACH-000616,0.0306759960521
ACH-000618,-0.24474278760600002
ACH-000619,-0.055832304889000005
ACH-000620,-0.23730964224800002
ACH-000621,-0.202216252142
ACH-000622,-0.183983772636
ACH-000623,-0.17294831593199997
ACH-000624,-0.20743887626
ACH-000627,-0.345185565109
ACH-000630,-0.20927503463
ACH-000632,-0.235030483338
ACH-000633,-0.36850970560400004
ACH-000637,-0.217718026485
ACH-000638,-0.07774383725549999
ACH-000646,0.0627833472339
ACH-000647,-0.0935418036417
ACH-000648,-0.246907462214
ACH-000649,-0.17643930002
ACH-000651,-0.07651683791510001
ACH-000652,-0.06600335825419999
ACH-000653,-0.27697563056200003
ACH-000657,-0.060706072340299996
ACH-000658,-0.243389021747
ACH-000661,-0.317521383756
ACH-000662,-0.421916710084
ACH-000663,-0.018432838096900002
ACH-000665,-0.299313808435
ACH-000671,-0.24062025857900002
ACH-000673,-0.152725468096
ACH-000676,-0.22650598007800002
ACH-000677,-0.225318079556
ACH-000681,-0.0814457116429
ACH-000682,-0.159136267323
ACH-000683,-0.20170095607000002
ACH-000684,0.186810294448
ACH-000688,-0.384232309681
ACH-000693,-0.08436942557910002
ACH-000694,-0.117762296411
ACH-000695,-0.256569322938
ACH-000696,-0.23419947499000002
ACH-000697,-0.165717908395
ACH-000699,-0.204956279445
ACH-000701,-0.259960494316
ACH-000706,-0.04612422486790001
ACH-000711,-0.16718264884099998
ACH-000713,-0.217842652557
ACH-000714,-0.223007569916
ACH-000718,-0.12397242787799999
ACH-000720,-0.256925628957
ACH-000721,-0.212754244562
ACH-000724,-0.09451005083210001
ACH-000725,-0.286909722897
ACH-000732,-0.578702631744
ACH-000734,-0.270836896345
ACH-000735,-0.160544854315
ACH-000736,-0.288758752189
ACH-000738,-0.26919316073800004
ACH-000746,0.00826768755639
ACH-000747,-0.326235826945
ACH-000748,-0.23981432288
ACH-000753,-0.09969203005989999
ACH-000756,-0.203442159553
ACH-000757,0.0378662715156
ACH-000758,-0.229923464876
ACH-000760,-0.204106634052
ACH-000763,-0.32866124701
ACH-000764,-0.248672101129
ACH-000765,0.0512580792271
ACH-000766,-0.189519106459
ACH-000767,-0.261395026726
ACH-000768,-0.22753904134599998
ACH-000769,-0.309477102918
ACH-000770,-0.103793667075
ACH-000771,-0.23369979607799998
ACH-000773,0.109431230012
ACH-000776,-0.24697400004099998
ACH-000777,-0.165191428787
ACH-000778,-0.136749958687
ACH-000781,-0.181502709579
ACH-000782,-0.152209344032
ACH-000783,-0.24989784713399998
ACH-000784,-0.032813882072
ACH-000785,-0.0784253718291
ACH-000787,-0.0825978529448
ACH-000788,-0.0862149860235
ACH-000791,-0.09955830357280002
ACH-000792,-0.154073868434
ACH-000794,-0.15826409783700002
ACH-000796,-0.122349167973
ACH-000799,-0.243655984275
ACH-000800,-0.111075522605
ACH-000802,-0.09832814230910002
ACH-000804,-0.0534071283072
ACH-000805,-0.187397938196
ACH-000809,-0.185446227587
ACH-000810,-0.0273127912201
ACH-000811,-0.190661543209
ACH-000817,0.034670025336099995
ACH-000819,-0.0813261403393
ACH-000820,-0.257618103451
ACH-000821,-0.08646269721699999
ACH-000822,-0.10618048429600001
ACH-000823,-0.239583214381
ACH-000824,-0.0715782509553
ACH-000827,-0.184042651537
ACH-000829,-0.267160570835
ACH-000831,-0.277047145275
ACH-000832,-0.111980030329
ACH-000833,-0.132590528711
ACH-000834,-0.0253482300845
ACH-000835,-0.153690660243
ACH-000836,-0.21531346984900002
ACH-000837,-0.121624540188
ACH-000838,0.231710768627
ACH-000839,-0.08226412595480001
ACH-000840,-0.096672725769
ACH-000841,-0.021877919359400002
ACH-000843,-0.159218312391
ACH-000846,-0.20424621483199998
ACH-000847,-0.114493084014
ACH-000848,-0.40194475903300003
ACH-000849,-0.0627576715569
ACH-000851,-0.253870575532
ACH-000855,-0.0131777271383
ACH-000856,-0.22285058347
ACH-000858,-0.200909683668
ACH-000859,0.20775763022100002
ACH-000861,-0.219232045657
ACH-000862,0.00428980862291
ACH-000865,-0.0029264133539099995
ACH-000866,-0.21163588036699998
ACH-000867,-0.235696951855
ACH-000869,-0.29351493516399996
ACH-000872,-0.260303975108
ACH-000873,-0.322220250024
ACH-000876,-0.344076483032
ACH-000878,-0.226922573541
ACH-000880,-0.11602525845799999
ACH-000881,-0.13963990764599998
ACH-000882,0.048685768850600004
ACH-000884,-0.16582624249800001
ACH-000885,-0.111341758902
ACH-000887,-0.237404909153
ACH-000888,-0.14754129295600002
ACH-000889,-0.0917754026155
ACH-000890,-0.0188188910207
ACH-000896,-0.0450443609773
ACH-000898,0.0607979235231
ACH-000900,-0.11069558779100001
ACH-000901,-0.148994286168
ACH-000905,-0.0489696079158
ACH-000906,-0.0718954195089
ACH-000907,0.0502832011066
ACH-000910,-0.146968970379
ACH-000911,0.0514225756273
ACH-000912,-0.13740166885500002
ACH-000913,-0.08990445175629999
ACH-000915,-0.22161179403700002
ACH-000916,-0.854418060353
ACH-000917,-0.280532288051
ACH-000921,-0.225229323336
ACH-000924,0.015544351861700001
ACH-000926,-0.12089820745100001
ACH-000928,-0.35119874973399995
ACH-000929,-0.160395188891
ACH-000932,-0.150311484148
ACH-000935,-0.154215640498
ACH-000936,-0.158956619332
ACH-000937,-0.182422708241
ACH-000938,-0.218592341371
ACH-000939,-0.323968970482
ACH-000941,-0.146215526791
ACH-000943,-0.12086859171900001
ACH-000946,0.0403651248739
ACH-000947,-0.050218388631
ACH-000948,-0.17930790973400001
ACH-000950,-0.101025515445
ACH-000953,-0.246184241717
ACH-000957,-0.24096401541700002
ACH-000958,-0.194692962551
ACH-000960,-0.22351824331
ACH-000963,-0.163610518807
ACH-000968,-0.0930363860555
ACH-000969,-0.235361266795
ACH-000973,-0.056779158671500005
ACH-000974,-0.057870705688699994
ACH-000975,-0.257194943558
ACH-000976,-0.12986674659800002
ACH-000978,-0.21851279689
ACH-000980,-0.19307110645199999
ACH-000984,0.0226540018218
ACH-000986,0.0408669600567
ACH-000988,-0.055153632352099996
ACH-000993,-0.0852085571342
ACH-000994,-0.346377583068
ACH-000996,-0.207430351413
ACH-001001,-0.25488527662
ACH-001020,-0.406914015646
ACH-001028,-0.094286335664
ACH-001031,-0.18122437703699998
ACH-001038,-0.13741637053300002
ACH-001048,-0.282160338632
ACH-001050,-0.137410251302
ACH-001053,-0.26130957455299997
ACH-001054,-0.16837499102200001
ACH-001061,-0.09849846547969998
ACH-001067,0.095622249288
ACH-001075,-0.136302494237
ACH-001096,-0.211823572536
ACH-001128,-0.329121804706
ACH-001134,-0.107040425416
ACH-001151,-0.14611898420999997
ACH-001163,0.030269728088000002
ACH-001164,0.111236044835
ACH-001173,-0.25507074338
ACH-001183,-0.11376246127800001
ACH-001184,-0.249079311222
ACH-001190,-0.245266077184
ACH-001192,-0.11067015692900001
ACH-001193,-0.0219885710534
ACH-001196,-0.0741130484264
ACH-001197,-0.51925257791
ACH-001205,-0.109371720738
ACH-001211,-0.134775858651
ACH-001212,-0.0388873532236
ACH-001228,-0.19377362285900002
ACH-001232,0.0584773049258
ACH-001239,-0.165506505802
ACH-001274,-0.0501277245022
ACH-001275,-0.00455956388684
ACH-001277,-0.13098567243200002
ACH-001278,-0.19778102940099998
ACH-001280,0.197275689073
ACH-001283,-0.136659889393
ACH-001289,0.0605186618388
ACH-001295,-0.0800267368909
ACH-001300,-0.250040112238
ACH-001301,-0.0522693563853
ACH-001302,-0.0370555506653
ACH-001303,-0.17832999217599999
ACH-001306,-0.596280764233
ACH-001318,-0.276707600494
ACH-001322,-0.27085747349100003
ACH-001328,-0.172355245791
ACH-001332,-0.157800166665
ACH-001333,-0.394291064525
ACH-001336,-0.11339047359099999
ACH-001340,-0.14979668923599998
ACH-001346,-0.272980990054
ACH-001353,-0.19408933963199998
ACH-001354,-0.211208946999
ACH-001367,0.0925268560684
ACH-001368,-0.22143878753899998
ACH-001374,-0.13513342332
ACH-001375,-0.195287419247
ACH-001377,-0.34030916120899996
ACH-001380,-0.10483976317600001
ACH-001391,-0.213845028265
ACH-001407,-0.158149806896
ACH-001408,-0.09525199894889999
ACH-001413,-0.116057607992
ACH-001430,0.028702460362299998
ACH-001431,-0.194631666549
ACH-001450,-0.149660123733
ACH-001496,-0.31037686312699997
ACH-001500,-0.08560522241910001
ACH-001521,-0.178097962737
ACH-001523,-0.278963910905
ACH-001532,-0.11501651673699999
ACH-001536,-0.25304450089499997
ACH-001550,-0.11786539745300001
ACH-001552,-0.41895938150600004
ACH-001554,-0.16168632408
ACH-001645,-0.156929183388
ACH-001654,-0.294879092251
ACH-001715,-0.298770670294
ACH-001735,-0.26007025935600003
ACH-001736,-0.101084944357
ACH-001737,-0.07152122536660001
ACH-001740,-0.125807561667
ACH-001745,-0.14872731728900002
ACH-001750,-0.19797541545800001
ACH-001765,-0.172171527491
ACH-001956,-0.0831266325028
ACH-001957,-0.0611892690531
