,NSRP1 (84081)
ACH-000228,-0.5774041835329999
ACH-000231,-0.65199691078
ACH-000232,-0.206033834023
ACH-000233,-0.537190212373
ACH-000234,-0.5412986393779999
ACH-000235,-0.455079941327
ACH-000237,-0.335644403905
ACH-000238,-0.730492052202
ACH-000243,-0.606378261741
ACH-000244,-0.777400194085
ACH-000246,-0.602082753701
ACH-000248,-0.40775528574299996
ACH-000250,-0.347556199468
ACH-000251,-0.381781543744
ACH-000253,-0.238638509081
ACH-000255,-0.48429659566000005
ACH-000256,-0.689029145029
ACH-000257,-0.409037243576
ACH-000258,-0.21949004492899998
ACH-000259,-0.30728386597199997
ACH-000260,-0.809203057278
ACH-000261,-0.6521300986249999
ACH-000262,-0.36593948915799995
ACH-000263,-0.646523900347
ACH-000264,-0.453850352128
ACH-000265,-0.422676172527
ACH-000266,-0.46245117936999997
ACH-000272,-0.13920147730000001
ACH-000273,-0.39176710333899994
ACH-000274,-0.513691952465
ACH-000277,-0.514840110946
ACH-000278,-0.566297718913
ACH-000279,-0.46401387204800004
ACH-000280,-0.447335892514
ACH-000281,-0.47707796784400003
ACH-000288,-0.488948628952
ACH-000291,-0.326181610309
ACH-000293,-0.7863383681489999
ACH-000294,-0.31456644968
ACH-000295,-0.213778321332
ACH-000296,-0.534246462539
ACH-000302,-0.725172843836
ACH-000304,-0.512868383696
ACH-000307,-0.399746441636
ACH-000308,-0.5933765955420001
ACH-000310,-0.597040690329
ACH-000311,-0.588849235195
ACH-000312,-0.648618933835
ACH-000315,-0.374626219286
ACH-000316,-0.298241504739
ACH-000317,-0.431986669865
ACH-000318,-0.694729416505
ACH-000319,-0.436550915484
ACH-000320,-0.43268327662699996
ACH-000322,-0.32172344893800003
ACH-000323,-0.871733300741
ACH-000324,-0.557623328642
ACH-000329,-0.44835266900799997
ACH-000330,-0.545211120962
ACH-000331,-0.594802558289
ACH-000332,-0.122437472936
ACH-000334,-0.595728082302
ACH-000335,-0.407870030308
ACH-000336,-0.277794897718
ACH-000337,-0.355442544214
ACH-000339,-0.621260349785
ACH-000341,-0.321976007832
ACH-000348,-0.515836433358
ACH-000350,-0.26650452904399996
ACH-000352,-0.877609226477
ACH-000356,-0.27691471745499996
ACH-000361,-0.214855962393
ACH-000362,-0.323734775689
ACH-000363,-0.645010697473
ACH-000364,-0.501727292518
ACH-000365,-0.5321228529850001
ACH-000366,-0.113817821553
ACH-000368,-0.467322842773
ACH-000374,-0.744993581584
ACH-000375,-0.32244011286400004
ACH-000376,-0.118601632795
ACH-000381,-0.422796547325
ACH-000383,-0.157131041926
ACH-000387,-0.678948297179
ACH-000389,-0.49406211913900006
ACH-000390,-0.24994653090900001
ACH-000393,-0.376109527712
ACH-000395,-0.21174063682
ACH-000397,-0.6781178595049999
ACH-000401,-0.28773718730000003
ACH-000402,-0.49861900781999996
ACH-000403,-0.175004616142
ACH-000404,-0.48852527172399995
ACH-000406,-0.37377169786200004
ACH-000407,-0.546359407648
ACH-000408,-0.260879617478
ACH-000410,-0.515285799068
ACH-000411,-0.36521605254
ACH-000414,-0.326915468031
ACH-000415,-0.478865515641
ACH-000416,-0.163496453711
ACH-000420,-0.615591991482
ACH-000421,-0.626238382372
ACH-000424,-0.496454476486
ACH-000425,-0.435625054186
ACH-000426,-0.826489851162
ACH-000427,-0.653659674925
ACH-000433,-0.710297701919
ACH-000436,-0.5580434422
ACH-000444,-0.5728589399289999
ACH-000445,-0.677360038818
ACH-000448,-0.696703552159
ACH-000450,-0.46498423330099997
ACH-000452,-0.34280849345799996
ACH-000454,-0.11173485328
ACH-000458,-0.389625584992
ACH-000459,-0.105257509425
ACH-000460,-0.38194456415100003
ACH-000461,-0.108067848402
ACH-000463,-0.428805455825
ACH-000464,-0.509606295152
ACH-000466,-0.234908737949
ACH-000467,-0.507999686315
ACH-000468,-0.6282002527430001
ACH-000469,-0.131241662003
ACH-000470,-0.622199744788
ACH-000471,-0.27015053486900004
ACH-000472,-0.5397548726829999
ACH-000473,-0.550005728701
ACH-000475,-0.305201323347
ACH-000476,-0.285014681565
ACH-000477,-0.26920789654599997
ACH-000480,-0.244353406371
ACH-000481,-0.443075636981
ACH-000483,-0.632327901449
ACH-000484,-0.599905191998
ACH-000485,-0.280985555225
ACH-000486,-0.481172163139
ACH-000487,-0.78151568382
ACH-000488,-0.767946482339
ACH-000490,-0.26681847811799997
ACH-000491,-0.18843413872099998
ACH-000495,-0.457296513234
ACH-000496,-0.431513677135
ACH-000499,-0.05922872277150001
ACH-000500,-0.7172056552830001
ACH-000502,-0.592520499759
ACH-000503,-0.103475872719
ACH-000505,-0.319959086783
ACH-000507,-0.613609620079
ACH-000510,-0.447371493156
ACH-000511,-0.589400505995
ACH-000512,-0.333597458751
ACH-000516,-0.466384499159
ACH-000517,-0.269134593917
ACH-000518,-0.36304857665299994
ACH-000520,-0.5677933248179999
ACH-000521,-0.719117222935
ACH-000522,-0.199252581239
ACH-000524,-0.757557567183
ACH-000527,-0.253596451286
ACH-000528,-0.864045040593
ACH-000537,-0.252090674311
ACH-000541,-0.326559311533
ACH-000542,-0.602787091495
ACH-000544,-0.554297350594
ACH-000545,-0.520217527611
ACH-000547,-0.613000446304
ACH-000548,-0.46004187103
ACH-000549,-0.547276993966
ACH-000550,-0.0973223623384
ACH-000552,-0.598596009856
ACH-000556,-0.408851152488
ACH-000557,-0.294050028604
ACH-000570,-0.43515824515
ACH-000571,-0.214482743146
ACH-000573,-0.488945393956
ACH-000576,-0.623020226449
ACH-000580,-0.573222251861
ACH-000584,-0.764285504439
ACH-000585,-0.36741743656900006
ACH-000588,-0.392874763153
ACH-000589,-0.5064058523089999
ACH-000591,-0.300234602975
ACH-000593,-0.353081848055
ACH-000600,-0.36179195473000003
ACH-000601,-0.5929670739630001
ACH-000604,-0.142207093532
ACH-000605,-0.16484067862
ACH-000606,-0.461528007984
ACH-000608,-0.66562509245
ACH-000614,-0.232359135315
ACH-000616,-0.21881466602299998
ACH-000618,-0.503040481114
ACH-000619,-0.48018649283200004
ACH-000620,-0.5065387878190001
ACH-000621,-0.7912722322
ACH-000622,-0.244345721732
ACH-000623,-0.208109313779
ACH-000624,-0.5644685866260001
ACH-000627,-0.210919663322
ACH-000630,-0.31494275091400004
ACH-000632,-0.35092040920199996
ACH-000633,-0.469472458707
ACH-000637,-0.811840612226
ACH-000638,-0.471378945364
ACH-000646,-0.553791679332
ACH-000647,-0.43899934778300004
ACH-000648,-0.44554702763899995
ACH-000649,-0.483488544207
ACH-000651,-0.429007988551
ACH-000652,0.0952898379751
ACH-000653,-0.461171769945
ACH-000657,-0.492599076255
ACH-000658,-0.0673608174048
ACH-000661,-0.451471420281
ACH-000662,-0.305030184739
ACH-000663,-0.43497342477300005
ACH-000665,-0.620322986184
ACH-000671,-0.488642266739
ACH-000673,-0.623780424991
ACH-000676,-0.551986093778
ACH-000677,0.0364172690687
ACH-000681,-0.21507677177099999
ACH-000682,-0.381906931808
ACH-000683,-0.35853190520499995
ACH-000684,-0.538495313407
ACH-000688,-0.508536830319
ACH-000693,-0.416754856412
ACH-000694,-0.44046702688600003
ACH-000695,-0.759050584563
ACH-000696,-0.548769972752
ACH-000697,-0.289701333156
ACH-000699,-0.5510871685350001
ACH-000701,-0.256009975296
ACH-000706,-0.38361697860699995
ACH-000711,-0.36264031719000006
ACH-000713,-0.7327801745039999
ACH-000714,-0.381580957532
ACH-000718,-0.64266413147
ACH-000720,-0.238493419824
ACH-000721,-0.403332371696
ACH-000724,-0.38913162320100003
ACH-000725,0.14206422564
ACH-000732,-0.39268344589500004
ACH-000734,-0.236008923343
ACH-000735,-0.390835990428
ACH-000736,-0.511623607185
ACH-000738,-0.39470787432300003
ACH-000746,-0.43037839667800004
ACH-000747,-0.572588030347
ACH-000748,-0.204445339655
ACH-000753,-0.309222456407
ACH-000756,-0.203651002357
ACH-000757,-0.44917150825
ACH-000758,-0.410555179948
ACH-000760,-0.7794014583319999
ACH-000763,-0.594845371618
ACH-000764,-0.395381262131
ACH-000765,-0.361809982208
ACH-000766,-0.552726377059
ACH-000767,-0.18315197230099997
ACH-000768,-0.116906547534
ACH-000769,-0.388043326133
ACH-000770,-0.403195047833
ACH-000771,-0.494777267882
ACH-000773,-0.505414863031
ACH-000776,-0.18403800069200002
ACH-000777,-0.43675896966000005
ACH-000778,-0.574805365963
ACH-000781,-0.278671637586
ACH-000782,-0.38752402197700003
ACH-000783,-0.324113944957
ACH-000784,-0.555937655008
ACH-000785,-0.598571228344
ACH-000787,-0.255875706932
ACH-000788,-0.37813554925399995
ACH-000791,-0.8236351709659999
ACH-000792,-0.208442233387
ACH-000794,-0.35718409138400004
ACH-000796,-0.463718753257
ACH-000799,-0.591051174731
ACH-000800,-0.458510351255
ACH-000802,-0.497976737532
ACH-000804,-0.18874185839699997
ACH-000805,-0.25613739348000003
ACH-000809,-0.42866317517700003
ACH-000810,-0.20377129626200002
ACH-000811,-0.41447730246200004
ACH-000817,-0.327288894687
ACH-000819,-0.204255200502
ACH-000820,-0.503118661933
ACH-000821,-0.30372647106199996
ACH-000822,-0.561517318481
ACH-000823,-0.30622032426600004
ACH-000824,-0.027061904999000002
ACH-000827,-0.25402336764600003
ACH-000829,-0.391158552663
ACH-000831,-0.397610989608
ACH-000832,-0.696108993818
ACH-000833,-0.383456336289
ACH-000834,-0.326179227738
ACH-000835,-0.283709510253
ACH-000836,-0.830077383176
ACH-000837,-0.571123510584
ACH-000838,-0.230360571756
ACH-000839,-0.7713669223720001
ACH-000840,-0.562229890105
ACH-000841,-0.697223240591
ACH-000843,-0.347549779386
ACH-000846,-0.366954182156
ACH-000847,-0.379839963354
ACH-000848,-0.252350121409
ACH-000849,-0.276249799201
ACH-000851,-0.8152396059579999
ACH-000855,-0.10285021661699999
ACH-000856,-0.236227840834
ACH-000858,-0.32095592841
ACH-000859,-0.492770690453
ACH-000861,-0.507660633088
ACH-000862,-0.333170780046
ACH-000865,-0.448613401795
ACH-000866,-0.247490693689
ACH-000867,-0.536854148709
ACH-000869,-0.7462052538130001
ACH-000872,-0.49209866896399995
ACH-000873,-0.36090534314000006
ACH-000876,-0.8404842633949999
ACH-000878,-0.325329875866
ACH-000880,-0.292679631542
ACH-000881,-0.159107180904
ACH-000882,-0.324550562862
ACH-000884,-0.37404460995899996
ACH-000885,-0.47188444920100003
ACH-000887,-0.529347031047
ACH-000888,-0.451523796275
ACH-000889,-0.272193557633
ACH-000890,-0.304339279227
ACH-000896,-0.23352139336199998
ACH-000898,-0.368842864019
ACH-000900,-0.49808343228999996
ACH-000901,-0.650118368903
ACH-000905,-0.35453941923500004
ACH-000906,-0.42037757971199996
ACH-000907,-0.735989379519
ACH-000910,-0.282277195897
ACH-000911,-0.638381089705
ACH-000912,-0.517711735834
ACH-000913,-0.42137849384099996
ACH-000915,-0.5212043986379999
ACH-000916,-1.13996016546
ACH-000917,-0.13681722835000001
ACH-000921,-0.6667371801690001
ACH-000924,-0.511120085921
ACH-000926,-0.328020681158
ACH-000928,-0.394541673039
ACH-000929,-0.8315183224789999
ACH-000932,-0.32128257778499997
ACH-000935,-0.413909328113
ACH-000936,-0.20193740797499998
ACH-000937,-0.306558560865
ACH-000938,-0.39089910962700003
ACH-000939,-0.7307423642649999
ACH-000941,-0.49563199938100005
ACH-000943,-0.42441732603
ACH-000946,-0.390569856747
ACH-000947,-0.343687035309
ACH-000948,-0.6702948062349999
ACH-000950,-0.535367827154
ACH-000953,-0.152192425271
ACH-000957,-0.596788843988
ACH-000958,-0.290652320473
ACH-000960,-0.33495937746599996
ACH-000963,-0.568534519882
ACH-000968,-0.00847992331053
ACH-000969,-0.478899985621
ACH-000973,-0.40460165678099996
ACH-000974,-0.518281289389
ACH-000975,-0.661134705575
ACH-000976,-0.277843799407
ACH-000978,0.707878292283
ACH-000980,-0.586388562275
ACH-000984,-0.939954589471
ACH-000986,-0.614490277879
ACH-000988,-0.9145848350169999
ACH-000993,-0.632262494786
ACH-000994,-0.689102493805
ACH-000996,-0.7018540337260001
ACH-001001,-0.571648864909
ACH-001020,-0.6739517672040001
ACH-001028,-0.49777098821500004
ACH-001031,-0.325453373785
ACH-001038,-0.401560461065
ACH-001048,0.020995050271
ACH-001050,-0.22339184863699998
ACH-001053,-0.198318228143
ACH-001054,-0.514782041182
ACH-001061,-0.6900269880040001
ACH-001067,-0.49812894109
ACH-001075,-0.63836813941
ACH-001096,-0.22448465188299999
ACH-001128,-0.62085379695
ACH-001134,-0.5013265320100001
ACH-001151,-0.557383422025
ACH-001163,-0.429406418255
ACH-001164,-0.45149258569399997
ACH-001173,-0.343631720115
ACH-001183,-0.328174679779
ACH-001184,-0.268031324748
ACH-001190,-0.817616368695
ACH-001192,-0.319357029091
ACH-001193,-0.5036791263229999
ACH-001196,-0.49023648713
ACH-001197,-0.45016367868
ACH-001205,-0.35797712364600004
ACH-001211,-0.572844781406
ACH-001212,-0.44519705586499997
ACH-001228,-0.5207534976129999
ACH-001232,-0.48831483178999996
ACH-001239,-0.35020261637500005
ACH-001274,-0.714019694367
ACH-001275,-0.175078255157
ACH-001277,-0.515572620127
ACH-001278,-0.26490625626200004
ACH-001280,-0.510909405102
ACH-001283,-0.09738407343790001
ACH-001289,-0.248264486902
ACH-001295,-0.283604256435
ACH-001300,-0.222741619714
ACH-001301,-0.675254350767
ACH-001302,-0.050543781528500004
ACH-001303,-0.894446164306
ACH-001306,-0.483550949873
ACH-001318,-0.495698394962
ACH-001322,-0.798918208891
ACH-001328,-0.252127159923
ACH-001332,-0.597956113967
ACH-001333,-0.685886448213
ACH-001336,-0.19342902300999998
ACH-001340,-0.8164769012950001
ACH-001346,-0.484963204794
ACH-001353,-0.545362508746
ACH-001354,-0.601524069312
ACH-001367,-0.42381551416900004
ACH-001368,-0.466455813165
ACH-001374,-0.224948248546
ACH-001375,-0.405088322826
ACH-001377,-0.336185860356
ACH-001380,-0.622888104802
ACH-001391,-0.24852991290399998
ACH-001407,-0.22457455504299997
ACH-001408,-0.26169641091999996
ACH-001413,-0.9262748586439999
ACH-001430,-0.128285833752
ACH-001431,0.0237199291976
ACH-001450,-0.5371676303949999
ACH-001496,-0.732574751644
ACH-001500,-0.485505531632
ACH-001521,-0.22171757266
ACH-001523,-0.212545617022
ACH-001532,-0.533225207316
ACH-001536,-0.39482083897
ACH-001550,-0.574172507749
ACH-001552,-0.518424220525
ACH-001554,-0.434224224638
ACH-001645,-0.564336379601
ACH-001654,-0.11579026865
ACH-001715,-0.696790155265
ACH-001735,-0.342226837211
ACH-001736,-0.306679112672
ACH-001737,-0.8249618653470001
ACH-001740,-0.141036969142
ACH-001745,-0.316668247724
ACH-001750,-0.680165156731
ACH-001765,-0.29625708462
ACH-001956,-0.606144199555
ACH-001957,-0.487468593691
