,TBCB (1155)
ACH-000542,-1.6431472140099999
ACH-000544,-1.29398116426
ACH-000545,-1.3894324655399999
ACH-000547,-1.48413320496
ACH-000548,-1.55604565311
ACH-000549,-1.56242631764
ACH-000550,-1.75565734496
ACH-000552,-1.32865942343
ACH-000556,-1.55671788891
ACH-000557,-2.10387047442
ACH-000570,-1.34316714185
ACH-000571,-1.9905115314099997
ACH-000573,-1.28495897134
ACH-000576,-1.7109254558899998
ACH-000580,-1.5217450800499999
ACH-000584,-1.5763463827000002
ACH-000585,-1.86911289902
ACH-000588,-1.40266658982
ACH-000589,-1.5266355362700001
ACH-000591,-1.5985676518599998
ACH-000593,-1.4242530995200002
ACH-000600,-1.32188458415
ACH-000601,-1.35734561116
ACH-000604,-1.1621624855200001
ACH-000605,-0.813722755975
ACH-000606,-1.5132969286000002
ACH-000608,-1.1203407192000001
ACH-000614,-1.08814471116
ACH-000616,-1.52192917963
ACH-000618,-1.57640081136
ACH-000619,-1.25216165825
ACH-000620,-1.40982672534
ACH-000621,-1.0387855283399998
ACH-000622,-1.62021701873
ACH-000623,-1.6462620535799999
ACH-000624,-1.6802989741
ACH-000627,-1.60242116516
ACH-000630,-1.51889591299
ACH-000632,-1.36071192617
ACH-000633,-1.3762896130899998
ACH-000637,-1.42380039917
ACH-000638,-1.4714240334399997
ACH-000646,-0.955391020374
ACH-000647,-1.4012395721000002
ACH-000648,-1.23719525638
ACH-000649,-1.44891139462
ACH-000651,-1.21400977658
ACH-000652,-1.3454620078
ACH-000653,-1.4731336930399999
ACH-000657,-1.5039353829
ACH-000658,-1.6685860589200001
ACH-000661,-1.72950284713
ACH-000662,-1.06592588105
ACH-000663,-1.6431780375
ACH-000665,-1.5568296803100001
ACH-000671,-1.55048910903
ACH-000673,-1.7028385746399999
ACH-000676,-1.29302248157
ACH-000677,-1.3511317131799998
ACH-000681,-1.35268177408
ACH-000682,-1.39153768042
ACH-000683,-1.25176915939
ACH-000684,-1.2723986891299999
ACH-000688,-1.6542103846
ACH-000693,-1.3695885030000001
ACH-000694,-1.4233726851
ACH-000695,-1.62187773248
ACH-000696,-1.46551144968
ACH-000697,-1.3505540995700003
ACH-000699,-1.3043932449700002
ACH-000701,-1.44821135783
ACH-000706,-1.34500702726
ACH-000711,-1.39576672306
ACH-000713,-1.3840305195700002
ACH-000714,-1.3986902492500002
ACH-000718,-1.51590496807
ACH-000720,-1.7307643496599998
ACH-000721,-1.43929165607
ACH-000724,-2.7251585673500003
ACH-000725,-2.07005559991
ACH-000732,-1.3906484995100001
ACH-000734,-1.23062029098
ACH-000735,-1.3878549938100002
ACH-000736,-1.16536507295
ACH-000738,-1.55217325597
ACH-000746,-0.6389471583030001
ACH-000747,-1.4696656192
ACH-000748,-1.6226651616699999
ACH-000753,-1.43541954882
ACH-000756,-1.6734231526199999
ACH-000757,-1.20725323041
ACH-000758,-1.46888675876
ACH-000760,-1.3897613900799999
ACH-000763,-1.53522898723
ACH-000764,-1.47755518305
ACH-000765,-1.58819757705
ACH-000766,-1.5820521554299998
ACH-000767,-0.655237059712
ACH-000768,-1.6037817286200002
ACH-000769,-1.56949200476
ACH-000770,-1.37799489023
ACH-000771,-1.5110086523800002
ACH-000773,-1.18522994528
ACH-000776,-1.545372278
ACH-000777,-1.46107656171
ACH-000778,-1.9733442923500002
ACH-000781,-1.20027180304
ACH-000782,-1.67818762731
ACH-000783,-1.91305447509
ACH-000784,-1.57356276593
ACH-000785,-1.4198395838
ACH-000787,-1.24944062028
ACH-000788,-1.52918154666
ACH-000791,-1.70453186199
ACH-000792,-1.44262810294
ACH-000794,-1.2974795502
ACH-000796,-1.6455974945700003
ACH-000799,-1.24814970029
ACH-000800,-1.3496306646599998
ACH-000802,-1.40460314382
ACH-000804,-1.29503707685
ACH-000805,-1.46276175431
ACH-000809,-1.43224029897
ACH-000810,-1.61988803179
ACH-000811,-1.88993171949
ACH-000817,-1.54375308823
ACH-000819,-1.46300923677
ACH-000820,-1.48073561243
ACH-000821,-1.67598594477
ACH-000822,-1.91508473567
ACH-000823,-1.40376733398
ACH-000824,-1.4560959221599998
ACH-000827,-1.4461503149000001
ACH-000829,-1.5982310715299999
ACH-000831,-1.46495296046
ACH-000832,-1.39420757787
ACH-000833,-1.3842963343
ACH-000834,-1.34618981837
ACH-000835,-1.59272192916
ACH-000836,-1.63264257571
ACH-000837,-1.43877259263
ACH-000838,-1.48919240045
ACH-000839,-1.30864083447
ACH-000840,-1.72033553801
ACH-000841,-1.82429717974
ACH-000843,-1.40344993291
ACH-000846,-1.42875272419
ACH-000847,-1.59117019521
ACH-000848,-1.50809019831
ACH-000849,-1.23303759717
ACH-000851,-1.51564600498
ACH-000855,-1.6187894072799998
ACH-000856,-1.4208575758700002
ACH-000858,-1.4966335131
ACH-000859,-1.096048411
ACH-000861,-1.5611269539100001
ACH-000862,-1.80956154588
ACH-000865,-1.4705666716699999
ACH-000866,-1.25276164098
ACH-000867,-1.26710301588
ACH-000869,-1.26950078325
ACH-000872,-1.5977156539
ACH-000873,-1.46104293956
ACH-000876,-0.852169641735
ACH-000878,-1.7119061670200002
ACH-000880,-1.65986449075
ACH-000881,-1.6705098333700001
ACH-000882,-1.3204346577600001
ACH-000884,-1.2354801602
ACH-000885,-1.42569207216
ACH-000887,-1.44289474723
ACH-000888,-1.2375307978899999
ACH-000889,-1.1300789151100001
ACH-000890,-1.79825990465
ACH-000896,-1.6763009811200003
ACH-000898,-0.837089413171
ACH-000900,-1.48124181842
ACH-000901,-1.90879898752
ACH-000905,-1.48589764322
ACH-000906,-1.60416029238
ACH-000907,-0.955411726017
ACH-000910,-1.66442761131
ACH-000911,-1.59313503535
ACH-000912,-1.52704374098
ACH-000913,-1.29840555184
ACH-000915,-1.38943238559
ACH-000916,-1.52812807435
ACH-000917,-1.7041600228600002
ACH-000921,-1.27805252067
ACH-000924,-1.101519387
ACH-000926,-1.37080751024
ACH-000928,-1.50642217514
ACH-000929,-1.4778768171899999
ACH-000932,-1.24395390372
ACH-000935,-1.30446995909
ACH-000936,-1.53547561849
ACH-000937,-1.6894801889500002
ACH-000938,-1.57482069912
ACH-000939,-1.5600061632299997
ACH-000941,-1.37610715762
ACH-000943,-1.59380430318
ACH-000946,-1.32663959153
ACH-000947,-1.45913995826
ACH-000948,-1.3797798533399999
ACH-000950,-1.7846946556599999
ACH-000953,-1.56505874704
ACH-000957,-1.01615667873
ACH-000958,-1.3834214715900002
ACH-000960,-1.43821482418
ACH-000963,-0.9691412453899999
ACH-000968,-1.47359344384
ACH-000969,-1.172600174
ACH-000973,-1.48044250402
ACH-000974,-1.33275368014
ACH-000975,-1.49388963099
ACH-000976,-1.5087209684399998
ACH-000978,-1.29485710327
ACH-000980,-1.64391872664
ACH-000984,-0.9481205162899999
ACH-000986,-1.3300294129799999
ACH-000988,-2.0441134564
ACH-000993,-1.75549517713
ACH-000994,-1.51898166683
ACH-000996,-1.4763757832100002
ACH-001001,-1.39824730854
ACH-001020,-1.94822672979
ACH-001028,-1.3342857747499999
ACH-001031,-1.55998444917
ACH-001038,-1.3738055857700002
ACH-001048,-1.7487115565
ACH-001050,-1.7144571852300001
ACH-001053,-1.2953451489399999
ACH-001054,-0.956873204826
ACH-001061,-1.4908336233500001
ACH-001067,-1.5527873336899998
ACH-001075,-1.3986988490999999
ACH-001096,-1.40580688116
ACH-001128,-2.02726828815
ACH-001134,-1.51418273414
ACH-001151,-1.55526764451
ACH-001163,-1.46627620449
ACH-001164,-1.46036461993
ACH-001173,-1.39906747912
ACH-001183,-1.38373457042
ACH-001184,-1.37018790311
ACH-001190,-1.51300338216
ACH-001192,-1.47179367817
ACH-001193,-1.52146138761
ACH-001196,-1.68434559955
ACH-001197,-1.29172983998
ACH-001205,-1.31739043003
ACH-001211,-1.49566812246
ACH-001212,-1.5321138427899998
ACH-001228,-1.44642109445
ACH-001232,-1.27867101466
ACH-001239,-1.29476201377
ACH-001274,-1.52861973131
ACH-001275,-1.44591014429
ACH-001277,-1.56837662555
ACH-001278,-1.55024733662
ACH-001280,-1.7965196412400002
ACH-001283,-1.23238624717
ACH-001289,-1.4756914414700002
ACH-001295,-1.3919540413299998
ACH-001300,-1.3012724234
ACH-001301,-1.5408448334
ACH-001302,-1.25701678555
ACH-001303,-1.26312695681
ACH-001306,-1.31518268866
ACH-001318,-1.3297866698
ACH-001322,-1.5929588954700002
ACH-001328,-1.5339932792700002
ACH-001332,-1.5643842824
ACH-001333,-1.7837746504799998
ACH-001336,-1.34994096308
ACH-001340,-1.47421188556
ACH-001346,-1.6755883664200002
ACH-001353,-1.3656965604299998
ACH-001354,-1.40774190857
ACH-001367,-1.56745609935
ACH-001368,-1.2069027819700002
ACH-001374,-1.6975620430899998
ACH-001375,-1.51425406382
ACH-001377,-1.55727540436
ACH-001380,-1.39594722706
ACH-001391,-1.7411183624000002
ACH-001407,-1.2365177474299998
ACH-001408,-1.6955041493
ACH-001413,-1.2079307666399999
ACH-001430,-1.24972924682
ACH-001431,-1.46001366634
ACH-001450,-1.16054010377
ACH-001496,-1.3149248739700001
ACH-001500,-1.3019470551299999
ACH-001521,-1.12066718134
ACH-001523,-1.50955708308
ACH-001532,-1.44139101236
ACH-001536,-1.5404135804799999
ACH-001550,-1.7920525093900002
ACH-001552,-1.5223235344400001
ACH-001554,-1.62506659525
ACH-001645,-1.115422346
ACH-001654,-1.5328255054100002
ACH-001715,-1.38446903066
ACH-001735,-1.56768712372
ACH-001736,-1.5068994249899998
ACH-001737,-1.26725133664
ACH-001740,-1.7092191412900002
ACH-001745,-1.6726963382799998
ACH-001750,-1.3690547262700001
ACH-001765,-1.27685390875
ACH-001956,-1.3451496305700001
ACH-001957,-1.2437839313899999
