,RAE1 (8480)
ACH-000259,-1.26017546595
ACH-000260,-1.17454271752
ACH-000261,-1.4635777522100002
ACH-000262,-1.28469153645
ACH-000263,-1.2764563372
ACH-000264,-1.5767619236000001
ACH-000265,-1.38223536099
ACH-000266,-1.52213406169
ACH-000272,-1.74962816291
ACH-000273,-1.31747317877
ACH-000274,-1.69357738144
ACH-000277,-1.49397890072
ACH-000278,-1.5223552100400002
ACH-000279,-1.56242575648
ACH-000280,-1.06274313385
ACH-000281,-1.55318304049
ACH-000288,-1.29578774785
ACH-000291,-1.4136100152000002
ACH-000293,-1.17519194067
ACH-000294,-1.29124184982
ACH-000295,-1.54821977845
ACH-000296,-1.1170686677
ACH-000302,-1.41670754914
ACH-000304,-1.1076380027700001
ACH-000307,-1.31006507918
ACH-000308,-1.60330506303
ACH-000310,-1.6925489166699998
ACH-000311,-1.2716120830500002
ACH-000312,-1.30864101135
ACH-000315,-1.33485167513
ACH-000316,-1.5613908130200003
ACH-000317,-1.37306148383
ACH-000318,-1.0375324305
ACH-000319,-1.39928362384
ACH-000320,-1.23973428789
ACH-000322,-1.83238860668
ACH-000323,-1.4017294462799998
ACH-000324,-1.1818365725
ACH-000329,-1.5802773211
ACH-000330,-0.858802638575
ACH-000331,-1.24343212351
ACH-000332,-1.2847061672799998
ACH-000334,-1.86947624505
ACH-000335,-1.0548267610200002
ACH-000336,-1.71196057794
ACH-000337,-1.01092160486
ACH-000339,-1.0295812827500002
ACH-000341,-1.51190990612
ACH-000348,-1.43671178099
ACH-000350,-1.52413743813
ACH-000352,-1.00474715627
ACH-000356,-1.50914145728
ACH-000361,-1.331864221
ACH-000362,-1.3291496573600001
ACH-000363,-1.56403228889
ACH-000364,-1.3082232604000001
ACH-000365,-1.67377939257
ACH-000366,-1.36102963849
ACH-000368,-1.50287192681
ACH-000374,-1.38363804646
ACH-000375,-1.55694595269
ACH-000376,-1.40925264789
ACH-000381,-1.2964384928200001
ACH-000383,-1.4667035462399998
ACH-000387,-1.5934360090600002
ACH-000389,-1.6642331082100001
ACH-000390,-1.32463146656
ACH-000393,-1.5110442448299999
ACH-000395,-1.8051050977599998
ACH-000397,-1.3907731974000002
ACH-000401,-1.32367977251
ACH-000402,-1.7690194748400003
ACH-000403,-1.45010558815
ACH-000404,-1.8394213990200001
ACH-000406,-1.41513912539
ACH-000407,-1.44109399993
ACH-000408,-0.899796400842
ACH-000410,-1.21849785614
ACH-000411,-1.3877872410699998
ACH-000414,-1.48875610451
ACH-000415,-1.1029366151100002
ACH-000416,-1.17809193242
ACH-000420,-1.28736973626
ACH-000421,-1.23592003284
ACH-000424,-1.26945879912
ACH-000425,-1.40017304625
ACH-000426,-1.13662247786
ACH-000427,-1.37273847966
ACH-000433,-1.3782505702399999
ACH-000436,-1.7105469702
ACH-000444,-1.04917377432
ACH-000445,-1.52810059312
ACH-000448,-0.9715996482260001
ACH-000450,-1.33539236516
ACH-000452,-1.28271982792
ACH-000454,-1.19526778855
ACH-000458,-1.2128542723
ACH-000459,-1.24769322028
ACH-000460,-1.19076029747
ACH-000461,-1.27360478386
ACH-000463,-1.3888387281999999
ACH-000464,-1.8680011166599997
ACH-000466,-1.08736491176
ACH-000467,-1.2534933664499999
ACH-000468,-1.88118976324
ACH-000469,-1.5084077322100002
ACH-000470,-1.4454521039500001
ACH-000471,-1.5909235716299999
ACH-000472,-1.3373257848
ACH-000473,-1.2389961062000001
ACH-000475,-1.33577984582
ACH-000476,-1.15855683653
ACH-000477,-1.0235775093600001
ACH-000480,-1.6373885590700001
ACH-000481,-1.4965836105599999
ACH-000483,-1.1417157058399998
ACH-000484,-1.13321410537
ACH-000485,-1.3808649836899998
ACH-000486,-1.13187546777
ACH-000487,-1.34098438624
ACH-000488,-1.3149040241399998
ACH-000490,-1.18950231849
ACH-000491,-0.9125173168899999
ACH-000495,-1.29051310903
ACH-000496,-1.10272656778
ACH-000499,-1.338431592
ACH-000500,-1.5493804179
ACH-000502,-1.07694716118
ACH-000503,-1.54040976147
ACH-000505,-0.939549421051
ACH-000507,-1.4792168145500002
ACH-000510,-1.56415038638
ACH-000511,-1.42829266091
ACH-000512,-1.5780320781000001
ACH-000516,-1.44008089303
ACH-000517,-1.0945444235700001
ACH-000518,-1.1125433114899999
ACH-000520,-1.3034393682799998
ACH-000521,-1.1781135486499998
ACH-000522,-1.4434819149
ACH-000524,-1.3781977176700002
ACH-000527,-1.29619829519
ACH-000528,-1.2313529465100002
ACH-000537,-1.28872389634
ACH-000541,-1.08128177786
ACH-000542,-1.30102180408
ACH-000544,-1.2280175835
ACH-000545,-1.3146362864
ACH-000547,-1.3842307198500001
ACH-000548,-1.19799626463
ACH-000549,-1.12408041234
ACH-000550,-1.57833398005
ACH-000552,-1.29293908266
ACH-000556,-1.18809901265
ACH-000557,-1.67211920151
ACH-000570,-1.31038403017
ACH-000571,-1.67274771463
ACH-000573,-1.49233555878
ACH-000576,-1.52824429393
ACH-000580,-1.43393202644
ACH-000584,-1.5080816818399998
ACH-000585,-1.6665498886899999
ACH-000588,-1.48973955931
ACH-000589,-1.32962941761
ACH-000591,-1.5161802166999998
ACH-000593,-1.40676753627
ACH-000600,-1.41793784812
ACH-000601,-1.40621063712
ACH-000604,-1.2036312977399999
ACH-000605,-1.4900404615
ACH-000606,-1.1863735505500002
ACH-000608,-1.65184785033
ACH-000614,-1.3286126324299998
ACH-000616,-1.38785689889
ACH-000618,-1.19362816765
ACH-000619,-1.1745720573799998
ACH-000620,-1.34241242078
ACH-000621,-1.2933672919499999
ACH-000622,-1.48276881968
ACH-000623,-1.7066507933500001
ACH-000624,-1.17873824303
ACH-000627,-1.49861201405
ACH-000630,-1.2035098413299998
ACH-000632,-1.4978042149000002
ACH-000633,-1.5304848224599998
ACH-000637,-0.9746040999500001
ACH-000638,-1.2974833885500001
ACH-000646,-1.34073315404
ACH-000647,-1.33448394643
ACH-000648,-1.4496814088799999
ACH-000649,-1.53311557609
ACH-000651,-1.2152565182600001
ACH-000652,-1.51690602296
ACH-000653,-1.4920657214
ACH-000657,-1.39397363665
ACH-000658,-1.5654204837
ACH-000661,-1.17788886281
ACH-000662,-1.57267428849
ACH-000663,-1.38719620662
ACH-000665,-1.3380233835100002
ACH-000671,-1.58818809032
ACH-000673,-1.2308561471600001
ACH-000676,-1.18360590074
ACH-000677,-1.4517767898299998
ACH-000681,-1.2740372922399998
ACH-000682,-1.5360014745200001
ACH-000683,-1.4957056059799998
ACH-000684,-1.49071532039
ACH-000688,-1.9060967603799999
ACH-000693,-1.1741836655
ACH-000694,-1.45258222867
ACH-000695,-1.4341267202599999
ACH-000696,-1.31570424153
ACH-000697,-1.2608783337799998
ACH-000699,-1.5792437380200002
ACH-000701,-1.3906000155899998
ACH-000706,-1.37773693032
ACH-000711,-1.11944445309
ACH-000713,-1.5705800225100002
ACH-000714,-1.19371610639
ACH-000718,-1.4425088713499998
ACH-000720,-1.4079833382799998
ACH-000721,-1.4922006309600002
ACH-000724,-1.23412247594
ACH-000725,-1.05360619751
ACH-000732,-1.2446743603100001
ACH-000734,-1.3426640693
ACH-000735,-1.4179045147799998
ACH-000736,-1.17695778895
ACH-000738,-1.13973071904
ACH-000746,-1.43588309486
ACH-000747,-1.5571982877500001
ACH-000748,-1.6089765312200002
ACH-000753,-1.4391331509999998
ACH-000756,-1.1986613668600001
ACH-000757,-1.59227520456
ACH-000758,-1.24587177274
ACH-000760,-1.2901635083299998
ACH-000763,-1.28910799782
ACH-000764,-1.53064510754
ACH-000765,-0.8637581676710001
ACH-000766,-1.5121030704799998
ACH-000767,-1.32544067435
ACH-000768,-1.1866937249
ACH-000769,-1.4755049767200001
ACH-000770,-1.55965376449
ACH-000771,-1.23266717113
ACH-000773,-1.23694232247
ACH-000776,-1.2381942831200001
ACH-000777,-1.44812587292
ACH-000778,-1.12169731134
ACH-000781,-1.42339705838
ACH-000782,-1.4003044231600001
ACH-000783,-1.57297219523
ACH-000784,-1.48358643231
ACH-000785,-1.59207112537
ACH-000787,-1.62406962752
ACH-000788,-1.50185414505
ACH-000791,-1.39957895625
ACH-000792,-1.50571335734
ACH-000794,-1.3813370712200002
ACH-000796,-1.33672176083
ACH-000799,-1.42579456111
ACH-000800,-1.16973186402
ACH-000802,-1.37295864368
ACH-000804,-1.24089162046
ACH-000805,-1.25723503651
ACH-000809,-1.01713531843
ACH-000810,-1.25678104068
ACH-000811,-1.58715720668
ACH-000817,-1.3352600665799998
ACH-000819,-1.27659108699
ACH-000820,-1.47727039194
ACH-000821,-1.4943666717
ACH-000822,-1.4064229708200002
ACH-000823,-1.6589887940299999
ACH-000824,-1.3000363798399999
ACH-000827,-1.18633263559
ACH-000829,-1.3320353516799999
ACH-000831,-1.30047510073
ACH-000832,-1.30640145461
ACH-000833,-1.60427075042
ACH-000834,-1.1435006558
ACH-000835,-1.25643238722
ACH-000836,-1.36939208843
ACH-000837,-1.12266822591
ACH-000838,-1.2035954445200001
ACH-000839,-1.3799501505
ACH-000840,-1.3717153850100001
ACH-000841,-1.3453857677899999
ACH-000843,-1.06854490537
ACH-000846,-1.2807127459899998
ACH-000847,-1.65633006054
ACH-000848,-1.13042681808
ACH-000849,-1.45206453492
ACH-000851,-1.29765640843
ACH-000855,-1.41908482705
ACH-000856,-1.89996757103
ACH-000858,-1.53547402245
ACH-000859,-1.2090149619
ACH-000861,-1.29235306284
ACH-000862,-1.46123779655
ACH-000865,-1.26235123238
ACH-000866,-1.3943459609399997
ACH-000867,-1.21658701001
ACH-000869,-1.18833611069
ACH-000872,-1.27123131885
ACH-000873,-1.17669209049
ACH-000876,-1.54714573336
ACH-000878,-1.37062497379
ACH-000880,-1.3349825671100002
ACH-000881,-1.06198032433
ACH-000882,-1.38883923603
ACH-000884,-1.3077929522299998
ACH-000885,-1.4598358954600001
ACH-000887,-1.09054353392
ACH-000888,-1.27084244323
ACH-000889,-1.2391085390899998
ACH-000890,-1.52215521817
ACH-000896,-1.50556218715
ACH-000898,-1.32170045235
ACH-000900,-1.30102068358
ACH-000901,-1.1521903458299998
ACH-000905,-1.62047120063
ACH-000906,-1.3044984395700001
ACH-000907,-1.84164130146
ACH-000910,-1.2803155931899999
ACH-000911,-1.37521550038
ACH-000912,-1.16809977558
ACH-000913,-1.76230136447
ACH-000915,-1.2034981848000001
ACH-000916,-1.15021665425
ACH-000917,-1.4011159273700002
ACH-000921,-1.29763761286
ACH-000924,-1.30690744808
ACH-000926,-1.5337551463499999
ACH-000928,-1.75297688979
ACH-000929,-1.14547656943
ACH-000932,-1.37117786294
ACH-000935,-1.17551056366
ACH-000936,-1.4178947285299999
ACH-000937,-1.20727782983
ACH-000938,-1.48493166896
ACH-000939,-1.5625228650999998
ACH-000941,-1.30325880615
ACH-000943,-1.4218609896599999
ACH-000946,-1.45715856743
ACH-000947,-1.5034803075999998
ACH-000948,-0.9269452783600001
ACH-000950,-1.54486226916
ACH-000953,-1.6203679656799999
ACH-000957,-1.58064590051
ACH-000958,-1.4939590912
ACH-000960,-1.4295222089500002
ACH-000963,-1.37249491095
ACH-000968,-1.8135667208700001
ACH-000969,-1.20875740908
ACH-000973,-1.38898049572
ACH-000974,-1.3289887911
ACH-000975,-1.3360609208
ACH-000976,-1.25311774292
ACH-000978,-0.8471340735680001
ACH-000980,-1.6959731839399999
ACH-000984,-1.46476104881
ACH-000986,-1.4703310979
ACH-000988,-1.1878979812100001
ACH-000993,-1.12329593658
ACH-000994,-1.27467482032
ACH-000996,-1.31066315217
ACH-001001,-1.26597165161
ACH-001020,-1.3221998911
ACH-001028,-1.6342727116799998
ACH-001031,-1.4338592990799999
ACH-001038,-1.2067580925
ACH-001048,-1.38363611838
ACH-001050,-1.70101397097
ACH-001053,-1.31289981585
ACH-001054,-1.66859009416
ACH-001061,-1.19927859729
ACH-001067,-1.2310330427399998
ACH-001075,-1.04744396545
ACH-001096,-1.37204624505
ACH-001128,-1.53765999695
ACH-001134,-1.06198073239
ACH-001151,-1.26398731776
ACH-001163,-1.44627190467
ACH-001164,-0.93458632263
ACH-001173,-1.21846210366
ACH-001183,-1.136849362
ACH-001184,-1.4802048974899997
ACH-001190,-1.6651681494400001
ACH-001192,-1.4129659355500002
ACH-001193,-1.3003040193000002
ACH-001196,-1.5217317371599999
ACH-001197,-1.48784075471
ACH-001205,-1.4816646268
ACH-001211,-1.54502374592
ACH-001212,-1.45374350724
ACH-001228,-1.05796817929
ACH-001232,-1.55210235528
ACH-001239,-1.4961409825100003
ACH-001274,-1.69259823482
ACH-001275,-1.63145289264
ACH-001277,-1.5939029138999998
ACH-001278,-1.59609085896
ACH-001280,-1.9404541496599998
ACH-001283,-1.31982854532
ACH-001289,-1.3937751631600002
ACH-001295,-1.55334325743
ACH-001300,-1.3700695404499998
ACH-001301,-1.3641517803799998
ACH-001302,-1.58743874226
ACH-001303,-1.52742557583
ACH-001306,-1.4040472356799998
ACH-001318,-1.2757868619600001
ACH-001322,-1.3403945661299999
ACH-001328,-1.3242290458600001
ACH-001332,-1.21649386295
ACH-001333,-1.43046265024
ACH-001336,-1.27649731084
ACH-001340,-1.19868590479
ACH-001346,-1.51445230982
ACH-001353,-1.47900722949
ACH-001354,-1.1728036764399998
ACH-001367,-1.38806537917
ACH-001368,-1.52346423663
ACH-001374,-1.4920078131099999
ACH-001375,-1.58813638121
ACH-001377,-1.30968630653
ACH-001380,-1.38872936856
ACH-001391,-1.51596703796
ACH-001407,-1.5910334151299999
ACH-001408,-1.08168636354
ACH-001413,-1.3255820799299998
ACH-001430,-1.3659999304
ACH-001431,-1.28819167782
ACH-001450,-1.6064471259200002
ACH-001496,-1.75490276822
ACH-001500,-1.45360317167
ACH-001521,-1.5778416709799998
ACH-001523,-1.0698718411900001
ACH-001532,-1.31617694633
ACH-001536,-1.35871605563
ACH-001550,-1.64529265835
ACH-001552,-1.4218869486899999
ACH-001554,-1.3296230166299998
ACH-001645,-1.66991688005
ACH-001654,-1.24131770407
ACH-001715,-1.55445070761
ACH-001735,-1.320286205
ACH-001736,-1.36569178535
ACH-001737,-1.04959263205
ACH-001740,-1.60559643594
ACH-001745,-1.68091238581
ACH-001750,-1.11511749126
ACH-001765,-1.43610528978
ACH-001956,-1.46289379308
ACH-001957,-1.42867239305
