,RABGGTA (5875)
ACH-000444,-1.14689804415
ACH-000445,-1.20037487089
ACH-000448,-1.4153437798299997
ACH-000450,-1.2470417249299999
ACH-000452,-1.57241460712
ACH-000454,-1.0524468288
ACH-000458,-1.19900768572
ACH-000459,-1.1410505354
ACH-000460,-1.37496553493
ACH-000461,-1.07470880684
ACH-000463,-1.3535581418399998
ACH-000464,-1.5487605864200003
ACH-000466,-1.42175570935
ACH-000467,-1.19129978678
ACH-000468,-1.5564188455
ACH-000469,-1.4971559945100001
ACH-000470,-1.5574479113100002
ACH-000471,-1.5766246847999998
ACH-000472,-1.50940888259
ACH-000473,-1.59761492754
ACH-000475,-1.67038444226
ACH-000476,-1.50393106145
ACH-000477,-1.58592159359
ACH-000480,-1.31977476729
ACH-000481,-1.25063969469
ACH-000483,-1.33365609252
ACH-000484,-1.15558987448
ACH-000485,-1.3198848935299998
ACH-000486,-1.4566785297
ACH-000487,-1.3776951209000001
ACH-000488,-1.35337220838
ACH-000490,-1.28399761205
ACH-000491,-1.53074467984
ACH-000495,-1.5459356151399999
ACH-000496,-1.1786817061
ACH-000499,-1.38592417956
ACH-000500,-1.53654048244
ACH-000502,-1.29473373064
ACH-000503,-1.3202385543000001
ACH-000505,-1.1652792596
ACH-000507,-1.3743584863
ACH-000510,-1.63565431358
ACH-000511,-1.38089483697
ACH-000512,-1.4558671698899999
ACH-000516,-1.55831851828
ACH-000517,-1.56575596132
ACH-000518,-1.3364688015700001
ACH-000520,-1.59992175188
ACH-000521,-1.2753705092799998
ACH-000522,-1.66666445954
ACH-000524,-1.3977636856600002
ACH-000527,-1.35139820902
ACH-000528,-1.5632652877200002
ACH-000537,-1.2866666818899999
ACH-000541,-1.4927383656400002
ACH-000542,-1.30964135033
ACH-000544,-1.41977391258
ACH-000545,-1.09999406979
ACH-000547,-1.40080769535
ACH-000548,-1.11311398551
ACH-000549,-1.44174939176
ACH-000550,-1.3351989346700002
ACH-000552,-1.5003192448299998
ACH-000556,-1.38414617944
ACH-000557,-1.3963287985600001
ACH-000570,-1.5303287059000001
ACH-000571,-2.34229024298
ACH-000573,-1.3713777663100002
ACH-000576,-1.4373809719
ACH-000580,-1.59633544463
ACH-000584,-1.33655989255
ACH-000585,-1.4467099678600002
ACH-000588,-1.32653757299
ACH-000589,-1.3884967962
ACH-000591,-1.4962231139500002
ACH-000593,-1.4896212707299998
ACH-000600,-1.7963244379799999
ACH-000601,-1.21974005583
ACH-000604,-1.22564603675
ACH-000605,-1.5217717353
ACH-000606,-1.37288296845
ACH-000608,-1.77428630422
ACH-000614,-1.0178962493000001
ACH-000616,-1.3530257907499998
ACH-000618,-1.30608724171
ACH-000619,-1.2950795877399999
ACH-000620,-1.44629388943
ACH-000621,-1.47534353216
ACH-000622,-1.8321186975400001
ACH-000623,-1.70854072257
ACH-000624,-1.25249980618
ACH-000627,-1.11870050672
ACH-000630,-1.23763046757
ACH-000632,-1.48511067248
ACH-000633,-1.5353240207499999
ACH-000637,-1.12519023474
ACH-000638,-1.34986220504
ACH-000646,-1.26570030264
ACH-000647,-1.32243548122
ACH-000648,-1.45745895688
ACH-000649,-1.7742601874000001
ACH-000651,-1.27870512343
ACH-000652,-1.38251386381
ACH-000653,-1.3625276120899998
ACH-000657,-1.46983273092
ACH-000658,-1.49917929052
ACH-000661,-1.2756243089200001
ACH-000662,-1.6622703007700002
ACH-000663,-1.6312450729199999
ACH-000665,-1.31994544927
ACH-000671,-1.45302800007
ACH-000673,-1.6468029878000001
ACH-000676,-1.33502004963
ACH-000677,-1.35645184429
ACH-000681,-1.55192329637
ACH-000682,-1.4117891622999998
ACH-000683,-1.3990349723500002
ACH-000684,-1.50098807488
ACH-000688,-1.68046834418
ACH-000693,-1.31952183995
ACH-000694,-1.25364128487
ACH-000695,-1.5238881753100002
ACH-000696,-1.3876846820200002
ACH-000697,-1.4582663866999999
ACH-000699,-1.43201113206
ACH-000701,-1.1440255528299998
ACH-000706,-1.4354576077599999
ACH-000711,-1.37739563058
ACH-000713,-1.14956707238
ACH-000714,-1.9654049070200001
ACH-000718,-1.55656643591
ACH-000720,-1.24685592237
ACH-000721,-1.5171589912999999
ACH-000724,-1.7189470771900002
ACH-000725,-1.124146355
ACH-000732,-1.51714888848
ACH-000734,-1.34744877009
ACH-000735,-1.47748906598
ACH-000736,-1.60608828635
ACH-000738,-1.42287692877
ACH-000746,-1.67446474341
ACH-000747,-1.29971677374
ACH-000748,-1.41656751003
ACH-000753,-1.3759558795
ACH-000756,-1.24168354139
ACH-000757,-1.3741579172299998
ACH-000758,-1.4462516670399999
ACH-000760,-1.4481032709000001
ACH-000763,-1.5897862735600001
ACH-000764,-1.24492132543
ACH-000765,-1.3971114506
ACH-000766,-1.52659998988
ACH-000767,-1.6074257238299998
ACH-000768,-1.20705071113
ACH-000769,-1.43591747325
ACH-000770,-1.5230798869600002
ACH-000771,-1.1970257769700001
ACH-000773,-1.32309796814
ACH-000776,-1.47262096645
ACH-000777,-1.3116301187600001
ACH-000778,-1.64834706954
ACH-000781,-1.6127774901700003
ACH-000782,-1.3399231957100002
ACH-000783,-1.91044608105
ACH-000784,-1.5220167631400001
ACH-000785,-1.3472103436000002
ACH-000787,-1.42913735755
ACH-000788,-1.5457706928200001
ACH-000791,-1.29597083983
ACH-000792,-1.3987672662200001
ACH-000794,-1.1682683598299999
ACH-000796,-1.40935393268
ACH-000799,-1.22534009709
ACH-000800,-1.3304043102
ACH-000802,-1.4023428877700002
ACH-000804,-1.4400137668200002
ACH-000805,-1.44711153426
ACH-000809,-1.54044715905
ACH-000810,-1.15849473984
ACH-000811,-1.6912579265600003
ACH-000817,-1.41467509498
ACH-000819,-1.4578448252200003
ACH-000820,-1.64323638616
ACH-000821,-1.3602483899200002
ACH-000822,-1.9515597770099997
ACH-000823,-1.09905010248
ACH-000824,-1.5005677630899998
ACH-000827,-1.22680564908
ACH-000829,-1.58574418445
ACH-000831,-1.33617802904
ACH-000832,-1.2162292147700002
ACH-000833,-1.54730178493
ACH-000834,-1.41578924935
ACH-000835,-1.20768702271
ACH-000836,-1.4299695051199999
ACH-000837,-1.32839257981
ACH-000838,-1.5023369305
ACH-000839,-1.7533456766900002
ACH-000840,-1.52792503206
ACH-000841,-1.52573752498
ACH-000843,-1.44987300285
ACH-000846,-1.20265619044
ACH-000847,-1.36928468912
ACH-000848,-1.4898151440600003
ACH-000849,-1.37500336243
ACH-000851,-1.38195040945
ACH-000855,-1.4996774166
ACH-000856,-1.6588527765999999
ACH-000858,-1.2385500229200002
ACH-000859,-1.28312281694
ACH-000861,-1.2179691125
ACH-000862,-1.08920450363
ACH-000865,-1.4739553033000001
ACH-000866,-1.38529321757
ACH-000867,-1.5355066313499999
ACH-000869,-1.36430042555
ACH-000872,-1.42857670539
ACH-000873,-1.59238798058
ACH-000876,-1.23012308534
ACH-000878,-1.42344667299
ACH-000880,-1.51148561109
ACH-000881,-1.3404252668799999
ACH-000882,-1.14697558213
ACH-000884,-1.3415535916799999
ACH-000885,-1.21103906368
ACH-000887,-1.31066200846
ACH-000888,-1.53394817852
ACH-000889,-1.4029972133200002
ACH-000890,-1.3037658644499999
ACH-000896,-1.47858565688
ACH-000898,-1.4873942975799999
ACH-000900,-1.22020771073
ACH-000901,-1.50488424592
ACH-000905,-1.31093408266
ACH-000906,-1.4077408664500002
ACH-000907,-1.28440033248
ACH-000910,-1.5678248027700001
ACH-000911,-1.32416372483
ACH-000912,-1.22642342569
ACH-000913,-1.55374768382
ACH-000915,-1.58914668516
ACH-000916,-1.61802647424
ACH-000917,-1.5182341483000001
ACH-000921,-1.53647714591
ACH-000924,-1.14980218011
ACH-000926,-1.8679563518200002
ACH-000928,-1.34948325149
ACH-000929,-1.2760791548700001
ACH-000932,-1.33418995206
ACH-000935,-1.39001710861
ACH-000936,-1.4781824932799998
ACH-000937,-1.63703038963
ACH-000938,-1.48070859717
ACH-000939,-1.66061939664
ACH-000941,-1.7927741834200002
ACH-000943,-1.50992265195
ACH-000946,-1.37755753155
ACH-000947,-1.40247220305
ACH-000948,-1.47457059929
ACH-000950,-1.58363091245
ACH-000953,-1.7123549452899998
ACH-000957,-1.16117197763
ACH-000958,-1.2695266245899999
ACH-000960,-1.5186257149200002
ACH-000963,-1.2323645273000001
ACH-000968,-1.19384310844
ACH-000969,-1.0969025470799998
ACH-000973,-1.37447731942
ACH-000974,-1.3521615390000001
ACH-000975,-1.3646831553299998
ACH-000976,-1.5644802308899999
ACH-000978,-1.40602835378
ACH-000980,-1.4581060486700002
ACH-000984,-1.15693370833
ACH-000986,-1.3452664882299998
ACH-000988,-1.30173437766
ACH-000993,-1.29300160841
ACH-000994,-1.7184873032799999
ACH-000996,-1.06033676602
ACH-001001,-1.39006162138
ACH-001020,-1.6487260781200002
ACH-001028,-1.4148748968399998
ACH-001031,-1.5532568186200002
ACH-001038,-1.6196502647
ACH-001048,-1.5762788724
ACH-001050,-1.4627940865
ACH-001053,-1.39567607885
ACH-001054,-1.0761119107100001
ACH-001061,-1.3918755813199999
ACH-001067,-1.31620217834
ACH-001075,-1.4251220953400001
ACH-001096,-1.2991888203
ACH-001128,-1.84225166121
ACH-001134,-1.30583317264
ACH-001151,-1.4287790603600001
ACH-001163,-1.5129474623399999
ACH-001164,-1.25153442414
ACH-001173,-1.39742765447
ACH-001183,-1.5551335134600002
ACH-001184,-1.22526531951
ACH-001190,-1.5214468452899998
ACH-001192,-1.56408737473
ACH-001193,-1.5444234155899998
ACH-001196,-1.55030384343
ACH-001197,-1.48666624304
ACH-001205,-1.4898374794
ACH-001211,-1.29356728369
ACH-001212,-1.18809820874
ACH-001228,-1.5032198724899999
ACH-001232,-1.28074150709
ACH-001239,-1.51461576639
ACH-001274,-1.47466580183
ACH-001275,-1.39539097464
ACH-001277,-1.6901558910299999
ACH-001278,-1.6719701995899998
ACH-001280,-1.57917073916
ACH-001283,-1.30199902875
ACH-001289,-1.49530235984
ACH-001295,-1.7131006726499998
ACH-001300,-1.44072481502
ACH-001301,-1.49081299088
ACH-001302,-1.09403996389
ACH-001303,-1.4969577059399999
ACH-001306,-1.27357264113
ACH-001318,-1.4791199055500002
ACH-001322,-1.5506012504799997
ACH-001328,-1.3529432579799998
ACH-001332,-0.945985758782
ACH-001333,-1.2318069001
ACH-001336,-1.4265794416799997
ACH-001340,-1.32921836797
ACH-001346,-1.24643299897
ACH-001353,-1.65037878133
ACH-001354,-1.50852333051
ACH-001367,-1.26363584465
ACH-001368,-1.51686381006
ACH-001374,-1.2432529449
ACH-001375,-1.60620093104
ACH-001377,-1.49844540777
ACH-001380,-1.51271169081
ACH-001391,-1.6122421837
ACH-001407,-1.3135834806
ACH-001408,-1.2785173837200001
ACH-001413,-0.928524349042
ACH-001430,-1.56886319874
ACH-001431,-1.7617005200799998
ACH-001450,-1.5631051583500002
ACH-001496,-1.4478127767500002
ACH-001500,-1.40653334723
ACH-001521,-1.6239400102500001
ACH-001523,-1.3500988743
ACH-001532,-1.42291022486
ACH-001536,-1.3874475419499999
ACH-001550,-1.6395745317700001
ACH-001552,-1.31759218899
ACH-001554,-1.4236876484099998
ACH-001645,-1.41353983939
ACH-001654,-1.68376288655
ACH-001715,-1.8604772249900001
ACH-001735,-1.45803267143
ACH-001736,-1.4817649646700002
ACH-001737,-1.45010776475
ACH-001740,-1.26392623796
ACH-001745,-1.4018138926800001
ACH-001750,-1.4624088710799998
ACH-001765,-1.4157194859600002
ACH-001956,-1.7153917344799998
ACH-001957,-1.3349510962
