,SF1 (7536)
ACH-000160,-1.11685783368
ACH-000163,-1.49010229964
ACH-000167,-1.4769226345200002
ACH-000168,-1.3425637150100003
ACH-000169,-1.67871347432
ACH-000178,-1.50379634201
ACH-000182,-1.5251049084900001
ACH-000183,-1.8134901994400001
ACH-000188,-1.5901469853299999
ACH-000189,-1.64871408852
ACH-000190,-1.2407418364700002
ACH-000198,-1.58783338949
ACH-000204,-1.3540260807299997
ACH-000206,-1.50338229757
ACH-000207,-1.82289040118
ACH-000211,-1.52282064414
ACH-000215,-1.6958901120899998
ACH-000221,-1.65496453056
ACH-000222,-1.5673127617500002
ACH-000223,-1.7274385160599999
ACH-000226,-1.70493078574
ACH-000227,-1.9947428068000002
ACH-000228,-1.21821291861
ACH-000231,-1.6792201614200002
ACH-000232,-1.56814815181
ACH-000233,-1.86181096621
ACH-000234,-1.64173171762
ACH-000235,-1.6071610042200002
ACH-000237,-1.42024777714
ACH-000238,-1.6154057982899999
ACH-000243,-1.38169834083
ACH-000244,-1.68875590816
ACH-000246,-1.5946315777000002
ACH-000248,-1.5623171387900001
ACH-000250,-1.7045654336200002
ACH-000251,-1.2257047099299998
ACH-000253,-1.63046280222
ACH-000255,-1.28441952284
ACH-000256,-1.6650999141
ACH-000257,-1.60441984447
ACH-000258,-1.4194742779700003
ACH-000259,-1.7361040425
ACH-000260,-1.42248994965
ACH-000261,-1.6584199862
ACH-000262,-1.61936019931
ACH-000263,-1.7062982695299997
ACH-000264,-1.78267920099
ACH-000265,-1.6050601881200002
ACH-000266,-1.48066901042
ACH-000272,-1.66872387494
ACH-000273,-1.6906797633500001
ACH-000274,-1.6446187734
ACH-000277,-1.9276429508900002
ACH-000278,-1.16698088684
ACH-000279,-1.77607985898
ACH-000280,-1.47223749026
ACH-000281,-1.4844661366499998
ACH-000288,-1.7805103600499999
ACH-000291,-1.7367901479400003
ACH-000293,-1.61028698644
ACH-000294,-1.20192993947
ACH-000295,-1.4979550197100002
ACH-000296,-1.4114883114899999
ACH-000302,-1.46478883617
ACH-000304,-1.7368975951199999
ACH-000307,-1.46367735459
ACH-000308,-1.69322453232
ACH-000310,-1.92029336444
ACH-000311,-1.66012622509
ACH-000312,-1.63362996317
ACH-000315,-1.62953361563
ACH-000316,-1.4861551981999999
ACH-000317,-1.4170556437600001
ACH-000318,-1.5136894210799998
ACH-000319,-1.6062106479299998
ACH-000320,-1.83499944678
ACH-000322,-1.9264539840900001
ACH-000323,-1.23043554502
ACH-000324,-1.72380480425
ACH-000329,-1.9192236141299999
ACH-000330,-1.79506362098
ACH-000331,-1.41595256854
ACH-000332,-1.50643345412
ACH-000334,-1.65106663887
ACH-000335,-1.7589287807799998
ACH-000336,-1.3878681836000002
ACH-000337,-1.3658879063
ACH-000339,-1.56579552511
ACH-000341,-1.68408989641
ACH-000348,-1.52519977985
ACH-000350,-1.9563429439
ACH-000352,-1.6861430634099999
ACH-000356,-1.7172190520700001
ACH-000361,-1.7968359112299999
ACH-000362,-1.6238551990099999
ACH-000363,-1.7616578757900003
ACH-000364,-1.64208611093
ACH-000365,-1.6996420193000001
ACH-000366,-1.76942706643
ACH-000368,-1.9979164370599998
ACH-000374,-1.5754205170500002
ACH-000375,-1.61093651646
ACH-000376,-1.53726947046
ACH-000381,-1.7787105232900002
ACH-000383,-1.58623338907
ACH-000387,-1.48874958379
ACH-000389,-1.51839176522
ACH-000390,-1.69532533283
ACH-000393,-1.61445438407
ACH-000395,-1.9162367713900004
ACH-000397,-1.48573227139
ACH-000401,-1.57284586021
ACH-000402,-1.4577236706999999
ACH-000403,-1.63584214768
ACH-000404,-1.58875066266
ACH-000406,-1.59484161626
ACH-000407,-1.69460045305
ACH-000408,-1.55742152861
ACH-000410,-1.48949745443
ACH-000411,-1.51889817691
ACH-000414,-1.7576165198099998
ACH-000415,-1.55205719999
ACH-000416,-1.53782637456
ACH-000420,-1.46866622025
ACH-000421,-1.47363909316
ACH-000424,-1.6584515757
ACH-000425,-1.8206140357799998
ACH-000426,-1.3794747278200001
ACH-000427,-1.7459489768799998
ACH-000433,-1.70235121319
ACH-000436,-1.70026476658
ACH-000444,-1.4315045316
ACH-000445,-1.89305833955
ACH-000448,-1.7774169186400002
ACH-000450,-2.1734309872
ACH-000452,-1.5282372690200001
ACH-000454,-1.34323198894
ACH-000458,-1.3134477376
ACH-000459,-1.8345207624200002
ACH-000460,-1.56712159764
ACH-000461,-1.6694888973700002
ACH-000463,-1.5024998149700002
ACH-000464,-1.45041053192
ACH-000466,-1.63085134228
ACH-000467,-1.66181290831
ACH-000468,-1.59428016743
ACH-000469,-1.70420400535
ACH-000470,-1.6720316720700001
ACH-000471,-1.69890655989
ACH-000472,-1.6581865945299998
ACH-000473,-1.50036944321
ACH-000475,-1.5510525850999999
ACH-000476,-1.69663613573
ACH-000477,-1.76413581687
ACH-000480,-1.4453743087600002
ACH-000481,-1.62515147208
ACH-000483,-1.74810119458
ACH-000484,-1.72225487365
ACH-000485,-1.7819771358400003
ACH-000486,-1.6389836967200002
ACH-000487,-1.6096751122600002
ACH-000488,-1.5771314365
ACH-000490,-1.6562657658200002
ACH-000491,-1.8978551910900003
ACH-000495,-1.69347820177
ACH-000496,-1.78769780688
ACH-000499,-1.53105594075
ACH-000500,-1.47664892651
ACH-000502,-1.58325037525
ACH-000503,-1.6150375219100002
ACH-000505,-1.4139400053100002
ACH-000507,-1.6934459505300001
ACH-000510,-1.74040185057
ACH-000511,-1.54708593016
ACH-000512,-1.5017778324000002
ACH-000516,-1.3748549920200002
ACH-000517,-1.78323634281
ACH-000518,-1.6051833292700002
ACH-000520,-1.78106751262
ACH-000521,-1.8655894337
ACH-000522,-1.7061179529
ACH-000524,-1.70563082295
ACH-000527,-1.42353821349
ACH-000528,-1.5822520347100002
ACH-000537,-1.8589612743000001
ACH-000541,-1.58126345596
ACH-000542,-1.60922986331
ACH-000544,-1.54060495951
ACH-000545,-1.4187963717899998
ACH-000547,-1.28250185195
ACH-000548,-1.5208229695
ACH-000549,-1.40338903736
ACH-000550,-1.64887830626
ACH-000552,-1.55905423896
ACH-000556,-1.54102989171
ACH-000557,-1.7088039100799999
ACH-000570,-1.50208497789
ACH-000571,-1.9458578548199998
ACH-000573,-1.68225252567
ACH-000576,-1.23688426936
ACH-000580,-1.9148173130900001
ACH-000584,-1.64808014451
ACH-000585,-1.53300228169
ACH-000588,-1.71241820991
ACH-000589,-1.6219040427000002
ACH-000591,-1.57447687449
ACH-000593,-1.6582801721
ACH-000600,-1.66342629273
ACH-000601,-1.75848072727
ACH-000604,-1.38690387419
ACH-000605,-1.5764046882700002
ACH-000606,-1.34256628829
ACH-000608,-1.9358038967500002
ACH-000614,-1.7807545142299999
ACH-000616,-1.6190638608
ACH-000618,-1.64406152266
ACH-000619,-1.58048033106
ACH-000620,-1.7989698589900003
ACH-000621,-1.7375576922799998
ACH-000622,-1.86237947443
ACH-000623,-1.75792990124
ACH-000624,-1.60929030188
ACH-000627,-1.65537936613
ACH-000630,-1.35673662857
ACH-000632,-1.45368195755
ACH-000633,-1.88183805637
ACH-000637,-1.3537281752
ACH-000638,-1.71987977681
ACH-000646,-1.74311636664
ACH-000647,-1.60377193925
ACH-000648,-1.6135649876
ACH-000649,-1.6107002544
ACH-000651,-1.4933051347
ACH-000652,-1.57237643913
ACH-000653,-1.72379983845
ACH-000657,-1.65246976565
ACH-000658,-1.6457530835
ACH-000661,-1.62156090209
ACH-000662,-2.2291791830500003
ACH-000663,-1.45613570779
ACH-000665,-1.60579629803
ACH-000671,-1.5732880712000001
ACH-000673,-1.6312163307299998
ACH-000676,-1.78597708754
ACH-000677,-1.32470735947
ACH-000681,-1.43148188646
ACH-000682,-1.7923926831700001
ACH-000683,-1.89808489966
ACH-000684,-1.65756793589
ACH-000688,-1.7222711148700003
ACH-000693,-1.60819013611
ACH-000694,-1.69479972217
ACH-000695,-1.69612046318
ACH-000696,-1.41377480183
ACH-000697,-1.8294207870099997
ACH-000699,-1.7672264121799999
ACH-000701,-1.5662507080399999
ACH-000706,-1.4885857293200002
ACH-000711,-1.63683153076
ACH-000713,-1.50819202208
ACH-000714,-1.52028425759
ACH-000718,-1.8652505301400002
ACH-000720,-1.5630023994799997
ACH-000721,-1.6855977685899999
ACH-000724,-1.93476245905
ACH-000725,-1.9978364991900004
ACH-000732,-1.30177052464
ACH-000734,-1.57664466493
ACH-000735,-1.2132908313600002
ACH-000736,-1.67607493794
ACH-000738,-1.62097858489
ACH-000746,-1.35641548008
ACH-000747,-1.61001989245
ACH-000748,-1.50821812308
ACH-000753,-1.6263464071200002
ACH-000756,-1.56687207856
ACH-000757,-1.76241481697
ACH-000758,-1.47272923343
ACH-000760,-1.31134966775
ACH-000763,-1.4857742085699999
ACH-000764,-1.4889412337299999
ACH-000765,-1.4510552484
ACH-000766,-1.42575434148
ACH-000767,-1.58874025444
ACH-000768,-1.4784071583200002
ACH-000769,-1.6335961203
ACH-000770,-1.6412669621399998
ACH-000771,-1.34398275145
ACH-000773,-1.60043869165
ACH-000776,-1.6078261029299998
ACH-000777,-1.6251100868200001
ACH-000778,-1.53337411349
ACH-000781,-1.8086908753
ACH-000782,-1.63907243157
ACH-000783,-2.27057390098
ACH-000784,-1.56778890505
ACH-000785,-2.02879864868
ACH-000787,-1.47657105609
ACH-000788,-1.60119680025
ACH-000791,-1.50477470504
ACH-000792,-1.68719384336
ACH-000794,-1.53823636647
ACH-000796,-1.76060522975
ACH-000799,-1.72278056572
ACH-000800,-1.42198420732
ACH-000802,-1.71279310546
ACH-000804,-1.8033125212799999
ACH-000805,-1.5800109503600002
ACH-000809,-1.66317755192
ACH-000810,-1.60411508493
ACH-000811,-1.9327924980200002
ACH-000817,-1.3826915441299998
ACH-000819,-1.5045178995800002
ACH-000820,-1.44317471383
ACH-000821,-1.28748539655
ACH-000822,-2.10645714545
ACH-000823,-1.61371166235
ACH-000824,-1.6292086728100001
ACH-000827,-1.50830923134
ACH-000829,-1.7117600041299998
ACH-000831,-1.4954719121200002
ACH-000832,-1.49097500427
ACH-000833,-1.6328120214200001
ACH-000834,-1.6224034708700001
ACH-000835,-1.40674063046
ACH-000836,-0.948075721773
ACH-000837,-1.50380456739
ACH-000838,-1.6699248347799998
ACH-000839,-1.63886005265
ACH-000840,-1.45068685603
ACH-000841,-1.80461328727
ACH-000843,-1.6089722036899998
ACH-000846,-1.5231370788999998
ACH-000847,-1.48893417474
ACH-000848,-1.50261424516
ACH-000849,-1.67746655306
ACH-000851,-1.64634096657
ACH-000855,-1.19597612075
ACH-000856,-1.5498715575
ACH-000858,-1.60295997104
ACH-000859,-1.48959040818
ACH-000861,-1.6133699019799999
ACH-000862,-1.38391341559
ACH-000865,-1.46021854025
ACH-000866,-1.59432555788
ACH-000867,-1.7174121236700002
ACH-000869,-2.04582194143
ACH-000872,-1.6305502866
ACH-000873,-1.40681859204
ACH-000876,-1.8437355511700002
ACH-000878,-1.31493607676
ACH-000880,-1.69657864389
ACH-000881,-1.37611732635
ACH-000882,-1.9566871200799998
ACH-000884,-1.60380233701
ACH-000885,-1.6702825350400001
ACH-000887,-1.4842301277399998
ACH-000888,-1.7186766198099999
ACH-000889,-1.6873931354
ACH-000890,-1.5350512031
ACH-000896,-1.4210323904700002
ACH-000898,-1.6375111412999999
ACH-000900,-1.8723469457
ACH-000901,-1.7979932792099997
ACH-000905,-1.38366625139
ACH-000906,-1.4972814782700001
ACH-000907,-1.10753712529
ACH-000910,-1.7465536534700001
ACH-000911,-1.6672698667399999
ACH-000912,-1.58189377937
ACH-000913,-1.5721563644999998
ACH-000915,-1.5712580596399999
ACH-000916,-1.23378157726
ACH-000917,-1.6194230345299998
ACH-000921,-1.6179800043099999
ACH-000924,-1.58203873653
ACH-000926,-1.6364729730599998
ACH-000928,-1.7347024046700001
ACH-000929,-1.33977003493
ACH-000932,-1.61965907335
ACH-000935,-1.5749796922900001
ACH-000936,-1.3322403456799998
ACH-000937,-1.5795314805200003
ACH-000938,-1.5602093369
ACH-000939,-1.2682723361
ACH-000941,-1.9234751326900001
ACH-000943,-1.55167846142
ACH-000946,-1.6955238642800001
ACH-000947,-1.64285951497
ACH-000948,-1.46921347815
ACH-000950,-1.6701455495500002
ACH-000953,-1.682175774
ACH-000957,-1.5553051238100002
ACH-000958,-1.61623673961
ACH-000960,-1.65866447632
ACH-000963,-1.9680847107900004
ACH-000968,-1.5298891081200001
ACH-000969,-1.8132357726700001
ACH-000973,-1.63451700794
ACH-000974,-1.62611550975
ACH-000975,-1.71590721946
ACH-000976,-1.36904047791
ACH-000978,-1.47559901451
ACH-000980,-1.54424324652
ACH-000984,-1.83129891175
ACH-000986,-1.69916568518
ACH-000988,-1.47441705495
ACH-000993,-1.4829517361500002
ACH-000994,-2.0050582473400005
ACH-000996,-1.74721179025
ACH-001001,-1.4368024297
ACH-001020,-1.68503824738
ACH-001028,-1.74166012759
ACH-001031,-1.5171369551299998
ACH-001038,-1.74173765561
ACH-001048,-1.7357557935099999
ACH-001050,-1.4677706966600002
ACH-001053,-1.74651670681
ACH-001054,-1.70888104123
ACH-001061,-1.3956542611000002
ACH-001067,-1.8817773620299998
ACH-001075,-1.400360731
ACH-001096,-1.7407246267400003
ACH-001128,-1.00988083062
ACH-001134,-1.7525061826
ACH-001151,-1.60354504656
ACH-001163,-1.83421903137
ACH-001164,-1.52632494963
ACH-001173,-1.47996949741
ACH-001183,-1.65835148006
ACH-001184,-1.9694014146799999
ACH-001190,-1.6651442285799998
ACH-001192,-1.6931578690600002
ACH-001193,-1.55473188773
ACH-001196,-1.7970082283099997
ACH-001197,-1.7743662493099999
ACH-001205,-1.5135610075900001
ACH-001211,-1.79378311143
ACH-001212,-1.98990049128
ACH-001228,-1.60806621333
ACH-001232,-1.2985802095899999
ACH-001239,-1.67195691642
ACH-001274,-1.60743389307
ACH-001275,-1.6238790862799999
ACH-001277,-1.8580015517
ACH-001278,-1.59418532039
ACH-001280,-2.09160152364
ACH-001283,-1.47038088238
ACH-001289,-1.7653782285
ACH-001295,-1.74425971262
ACH-001300,-1.60069255593
ACH-001301,-1.51363046901
ACH-001302,-1.79817222224
ACH-001303,-1.7274707457499998
ACH-001306,-1.6062934053
ACH-001318,-1.50881192424
ACH-001322,-1.30761817782
ACH-001328,-1.50266791662
ACH-001332,-1.55025564979
ACH-001333,-1.52791970266
ACH-001336,-1.4522048607
ACH-001340,-1.5100244034299999
ACH-001346,-1.3311941038600001
ACH-001353,-1.5867911132499999
ACH-001354,-1.63830831783
ACH-001367,-1.7387088193
ACH-001368,-1.6304615432499998
ACH-001374,-1.8572002100999998
ACH-001375,-1.73823632625
ACH-001377,-1.53481370932
ACH-001380,-1.62890594028
ACH-001391,-1.7060725825299998
ACH-001407,-1.59023427343
ACH-001408,-1.65369006432
ACH-001413,-1.6284254806099998
ACH-001430,-1.65478843524
ACH-001431,-1.7134739621000001
ACH-001450,-1.58409860512
ACH-001496,-1.1445456813400001
ACH-001500,-1.5084817023100001
ACH-001521,-1.6544588775100002
ACH-001523,-1.49340737875
ACH-001532,-1.78010020752
ACH-001536,-1.91768010648
ACH-001550,-1.22181223794
ACH-001552,-1.48661057723
ACH-001554,-1.5814787888100001
ACH-001645,-1.83414694938
ACH-001654,-1.70367295711
ACH-001715,-1.47719807154
ACH-001735,-1.5900786621899998
ACH-001736,-1.7225971478599997
ACH-001737,-1.39131676247
ACH-001740,-1.5575172269100002
ACH-001745,-1.84021317061
ACH-001750,-1.4251286824399998
ACH-001765,-1.59057475789
ACH-001956,-1.62057862484
ACH-001957,-1.60891974021
