,ZFR (51663)
ACH-000222,-0.6062570751959999
ACH-000223,-0.35381336920699996
ACH-000226,-0.311123113803
ACH-000227,-0.49350688456999997
ACH-000228,-0.5250654804379999
ACH-000231,-0.309177555895
ACH-000232,-0.2506607013
ACH-000233,-0.266410666625
ACH-000234,-0.334895628586
ACH-000235,-0.48576535618199995
ACH-000237,-0.543624111913
ACH-000238,0.0562415297242
ACH-000243,-0.48158479493699996
ACH-000244,-0.685347995005
ACH-000246,-0.462158033762
ACH-000248,-0.499208125502
ACH-000250,-0.37475871165200003
ACH-000251,-0.507936253351
ACH-000253,-0.323284899679
ACH-000255,-0.542742792878
ACH-000256,-0.338114916442
ACH-000257,-0.498283321629
ACH-000258,-0.548427760582
ACH-000259,-0.8344504773639999
ACH-000260,-0.674317468205
ACH-000261,-0.22523884742
ACH-000262,-0.458588317333
ACH-000263,-0.143423123704
ACH-000264,-0.285159367297
ACH-000265,-0.518055216582
ACH-000266,-0.66597687481
ACH-000272,-0.361231426748
ACH-000273,-0.6005327642670001
ACH-000274,-0.42447518494099995
ACH-000277,-0.258357538878
ACH-000278,-0.629559380221
ACH-000279,-0.5713482154039999
ACH-000280,-0.07457558143
ACH-000281,-0.435702114487
ACH-000288,-0.36474897579000004
ACH-000291,-0.414101491679
ACH-000293,-0.506273940254
ACH-000294,-0.17134842732099997
ACH-000295,-0.243172910227
ACH-000296,-0.505300138353
ACH-000302,-0.539512760736
ACH-000304,-0.361514379743
ACH-000307,-0.45240064221500004
ACH-000308,-0.7497858494320001
ACH-000310,-0.7757989951340001
ACH-000311,-0.7316803692910001
ACH-000312,-0.577133733094
ACH-000315,-0.664771944054
ACH-000316,-0.468862198661
ACH-000317,-0.61467994416
ACH-000318,-0.380168002959
ACH-000319,-0.637310469638
ACH-000320,-0.3583929366
ACH-000322,-0.41364010854999994
ACH-000323,-0.48364628883
ACH-000324,-0.510939960415
ACH-000329,-0.306940656084
ACH-000330,-0.641880963105
ACH-000331,-0.653699002691
ACH-000332,-0.357719192898
ACH-000334,-0.316710838293
ACH-000335,-0.486515125404
ACH-000336,-0.19885167386100003
ACH-000337,-0.146518231489
ACH-000339,-0.558216080787
ACH-000341,-0.631709299656
ACH-000348,-0.7002851904999999
ACH-000350,-0.6379033774580001
ACH-000352,-0.547932239251
ACH-000356,-0.321545547212
ACH-000361,-0.518231007152
ACH-000362,-0.388553660608
ACH-000363,-0.35958671990400004
ACH-000364,-0.38272494366899995
ACH-000365,-0.477478856935
ACH-000366,-0.403293746197
ACH-000368,-0.42786994788099997
ACH-000374,-0.45254064174900005
ACH-000375,-0.5946716462780001
ACH-000376,-0.280364019585
ACH-000381,-0.729298433981
ACH-000383,-0.311375338602
ACH-000387,-0.43283807603
ACH-000389,-0.41393295471600006
ACH-000390,-0.135939309333
ACH-000393,-0.573549751705
ACH-000395,-0.199117294145
ACH-000397,-0.559254838124
ACH-000401,-0.309138052405
ACH-000402,-0.331865882797
ACH-000403,-0.358580152526
ACH-000404,-0.686398730874
ACH-000406,-0.655406320499
ACH-000407,-0.17892536219
ACH-000408,-0.49630876194300005
ACH-000410,-0.379251105396
ACH-000411,-0.49728378681900004
ACH-000414,-0.607908716322
ACH-000415,-0.453453855736
ACH-000416,-0.48184778321599997
ACH-000420,-0.551497317036
ACH-000421,-0.690089821529
ACH-000424,-0.341180911771
ACH-000425,-0.524505793623
ACH-000426,-0.575122467642
ACH-000427,-0.39633932355400003
ACH-000433,-0.6936718742579999
ACH-000436,-0.535237965568
ACH-000444,-0.393392027256
ACH-000445,-0.473728450992
ACH-000448,-0.6433202469829999
ACH-000450,-0.635473181498
ACH-000452,-0.2958881894
ACH-000454,-0.291266563614
ACH-000458,-0.524763045906
ACH-000459,-0.48500736800300004
ACH-000460,-0.671560923539
ACH-000461,-0.437576110386
ACH-000463,-0.276614962221
ACH-000464,-0.103341325171
ACH-000466,-0.0748496434815
ACH-000467,-0.547135105415
ACH-000468,-0.441114751356
ACH-000469,-0.605549612486
ACH-000470,-0.5106744758330001
ACH-000471,-0.553694957375
ACH-000472,-0.394040524067
ACH-000473,-0.42768389212700003
ACH-000475,-0.42188387572700004
ACH-000476,-0.28667055350000004
ACH-000477,-0.621496559572
ACH-000480,-0.624131918849
ACH-000481,-0.449408490849
ACH-000483,-0.6871014657529999
ACH-000484,-0.642046589071
ACH-000485,-0.26229115097399996
ACH-000486,-0.294785981173
ACH-000487,-0.35803424791999994
ACH-000488,-0.151413013732
ACH-000490,-0.337161351137
ACH-000491,-0.151103827301
ACH-000495,-0.7360608932960001
ACH-000496,-0.45324569545500004
ACH-000499,-0.33720885191699995
ACH-000500,-0.391798217984
ACH-000502,-0.307284753127
ACH-000503,-0.323506496012
ACH-000505,-0.0506122636809
ACH-000507,-0.231362617482
ACH-000510,-0.38661456943800004
ACH-000511,-0.427897971822
ACH-000512,-0.580616535739
ACH-000516,-0.7291074528679999
ACH-000517,-0.421507317162
ACH-000518,-0.487140929275
ACH-000520,-0.45281637712300005
ACH-000521,-0.39012127159599996
ACH-000522,-0.488650431496
ACH-000524,-0.364678670679
ACH-000527,-0.784351949422
ACH-000528,-0.381990242469
ACH-000537,-0.42593647889200004
ACH-000541,-0.26981327230700003
ACH-000542,-0.34236109919299995
ACH-000544,-0.318086644188
ACH-000545,-0.239650331499
ACH-000547,-0.35538213409900005
ACH-000548,-0.316415583176
ACH-000549,-0.47894808093900004
ACH-000550,-0.808549332192
ACH-000552,-0.354290140132
ACH-000556,-0.256371501777
ACH-000557,-0.199279054161
ACH-000570,-0.498941474933
ACH-000571,-0.438111952854
ACH-000573,-0.541567034444
ACH-000576,-0.44829468893299995
ACH-000580,-0.38057501206600003
ACH-000584,-0.532872803664
ACH-000585,-0.6425538156930001
ACH-000588,-0.623121810327
ACH-000589,-0.496785238877
ACH-000591,-0.495577146805
ACH-000593,-0.510117812948
ACH-000600,-0.30022707622699996
ACH-000601,-0.409335111154
ACH-000604,-0.255505664797
ACH-000605,-0.48848390695699995
ACH-000606,-0.472307959833
ACH-000608,-0.409552924425
ACH-000614,-0.41110383211400003
ACH-000616,-0.509186159449
ACH-000618,-0.446744329608
ACH-000619,-0.24967478706500001
ACH-000620,-0.473658941055
ACH-000621,-0.26006416349800004
ACH-000622,-0.300753958995
ACH-000623,-0.311180933896
ACH-000624,-0.316222287945
ACH-000627,-0.022133171784
ACH-000630,-0.299317989989
ACH-000632,-0.47436601823799995
ACH-000633,-0.245823482635
ACH-000637,-0.36182518014
ACH-000638,-0.25874861198800003
ACH-000646,-0.41066858824
ACH-000647,-0.12606180057900002
ACH-000648,-0.424417643639
ACH-000649,-0.328160277727
ACH-000651,-0.322125183197
ACH-000652,-0.13983229514599999
ACH-000653,-0.45863882281900004
ACH-000657,-0.388151434643
ACH-000658,-0.39182722385200003
ACH-000661,-0.264197707405
ACH-000662,-0.24306477413000002
ACH-000663,-0.642915193371
ACH-000665,-0.709353756991
ACH-000671,-0.42635320261
ACH-000673,-0.502458822708
ACH-000676,-0.274521870612
ACH-000677,-0.846227610072
ACH-000681,-0.561375435532
ACH-000682,-0.160124843918
ACH-000683,-0.272382467347
ACH-000684,-0.7181844613480001
ACH-000688,-0.267060265394
ACH-000693,-0.34417885750200006
ACH-000694,-0.307820581814
ACH-000695,-0.09280505296260001
ACH-000696,-0.485426099544
ACH-000697,-0.341583527303
ACH-000699,-0.5213735912049999
ACH-000701,-0.48322783974699995
ACH-000706,-0.41448476557999997
ACH-000711,-0.46500309661300004
ACH-000713,-0.46843181629299996
ACH-000714,0.043416318766
ACH-000718,-0.502750974182
ACH-000720,-0.24847708264600002
ACH-000721,-0.0161427123834
ACH-000724,-0.171164997373
ACH-000725,-0.39913215425399995
ACH-000732,-0.27462899391
ACH-000734,-0.42289374091700005
ACH-000735,-0.20824306027
ACH-000736,-0.403896125303
ACH-000738,-0.280400921114
ACH-000746,-0.435737548227
ACH-000747,-0.185642653876
ACH-000748,-0.543980094302
ACH-000753,-0.364742351975
ACH-000756,-0.412253847329
ACH-000757,-0.39519375951700003
ACH-000758,-0.592536366366
ACH-000760,-0.48720640110799995
ACH-000763,-0.894332946271
ACH-000764,-0.33840079283200003
ACH-000765,-0.278678049934
ACH-000766,-0.18390875022199998
ACH-000767,-0.188199566264
ACH-000768,-0.628282896466
ACH-000769,-0.41746303603699997
ACH-000770,-0.445650720528
ACH-000771,-0.56249088163
ACH-000773,-0.13426780362
ACH-000776,-0.321046654987
ACH-000777,0.00662008883899
ACH-000778,-0.0655589257379
ACH-000781,-0.432561584613
ACH-000782,-0.305710391576
ACH-000783,-0.16110183173599998
ACH-000784,-0.179068626472
ACH-000785,-0.32643229926399997
ACH-000787,-0.297473571187
ACH-000788,-0.36255228856700006
ACH-000791,-0.372976055339
ACH-000792,-0.39174693507200004
ACH-000794,-0.427718667183
ACH-000796,0.000606525629466
ACH-000799,-0.516788167065
ACH-000800,-0.490205428848
ACH-000802,-0.495265356402
ACH-000804,-0.7496666579600001
ACH-000805,-0.284168830799
ACH-000809,-0.282343858216
ACH-000810,-0.8627862683509999
ACH-000811,-0.278392022469
ACH-000817,-0.195068511861
ACH-000819,-0.571219307454
ACH-000820,-0.228408778243
ACH-000821,-0.347948258434
ACH-000822,-0.14201469769000002
ACH-000823,-0.327861977702
ACH-000824,-0.142811629479
ACH-000827,-0.595974028644
ACH-000829,-0.369413755559
ACH-000831,-0.409596357158
ACH-000832,-0.530166023623
ACH-000833,-0.241282993068
ACH-000834,-0.471658837127
ACH-000835,-0.42191830610500003
ACH-000836,-0.17723629369199997
ACH-000837,-0.596368561413
ACH-000838,-0.117235456206
ACH-000839,0.009102389303229999
ACH-000840,-0.5867825396280001
ACH-000841,-0.463044950569
ACH-000843,-0.32963490004
ACH-000846,-0.221208820924
ACH-000847,-0.186233533122
ACH-000848,-0.412217516885
ACH-000849,-0.421191044907
ACH-000851,-0.364039103591
ACH-000855,-0.507184619723
ACH-000856,-0.657498469363
ACH-000858,-0.182979572054
ACH-000859,-0.42355416199699997
ACH-000861,-0.489230594833
ACH-000862,-0.444415508195
ACH-000865,-0.427093982673
ACH-000866,-0.39237961575
ACH-000867,-0.23622275713100002
ACH-000869,-0.256964050991
ACH-000872,-0.824262262084
ACH-000873,-0.114925345525
ACH-000876,-0.175203417427
ACH-000878,-0.35705033688
ACH-000880,-0.39245689622
ACH-000881,-0.503028789147
ACH-000882,-0.616389538694
ACH-000884,-0.447947787675
ACH-000885,-0.638356048456
ACH-000887,-0.29688160932700003
ACH-000888,-0.168885958847
ACH-000889,-0.060905823931
ACH-000890,-0.458695706744
ACH-000896,-0.20024107188999998
ACH-000898,-0.581305948419
ACH-000900,-0.302807406258
ACH-000901,-0.42696926795400003
ACH-000905,-0.190800301602
ACH-000906,-0.37824995455300003
ACH-000907,-0.708717241726
ACH-000910,-0.499447629371
ACH-000911,-0.13466680486500002
ACH-000912,-0.327893157253
ACH-000913,-0.580737758398
ACH-000915,-0.573604370421
ACH-000916,-0.47318974588299995
ACH-000917,-0.5936179414989999
ACH-000921,-0.42321391667900005
ACH-000924,-0.133945304418
ACH-000926,-0.286637751473
ACH-000928,-0.6859012617479999
ACH-000929,-0.151211133886
ACH-000932,-0.650903009027
ACH-000935,-0.571405021893
ACH-000936,-0.771853887773
ACH-000937,-0.327795132617
ACH-000938,-0.35344554028499997
ACH-000939,-0.60118747729
ACH-000941,-0.675481599324
ACH-000943,-0.7496249737080001
ACH-000946,-0.704188709497
ACH-000947,-0.681099507612
ACH-000948,-0.708218047805
ACH-000950,-0.5019837847559999
ACH-000953,-0.499622653029
ACH-000957,-0.709435318181
ACH-000958,-0.58263423531
ACH-000960,-0.642239128187
ACH-000963,-0.0976395415248
ACH-000968,-0.7195278321690001
ACH-000969,-0.498064232492
ACH-000973,-0.382670769885
ACH-000974,-0.7222336422910001
ACH-000975,-0.11596737830999998
ACH-000976,-0.339689157149
ACH-000978,-0.628328146312
ACH-000980,-0.444921179899
ACH-000984,-0.48372222459299996
ACH-000986,-0.264386511354
ACH-000988,-0.700416307476
ACH-000993,-0.475928865854
ACH-000994,-0.239628614973
ACH-000996,-0.345102031594
ACH-001001,-0.024773507162
ACH-001020,-0.569261352595
ACH-001028,-0.24977777802499998
ACH-001031,-0.627286294556
ACH-001038,-0.313019999971
ACH-001048,-0.670619498101
ACH-001050,-0.563020482914
ACH-001053,-0.415896362361
ACH-001054,-0.29446171440499996
ACH-001061,-0.507545343683
ACH-001067,-0.434054554567
ACH-001075,-0.594976087346
ACH-001096,-0.512368198808
ACH-001128,-0.32635594650899996
ACH-001134,-0.345196321958
ACH-001151,-0.496306678486
ACH-001163,-0.151213612351
ACH-001164,-0.779157776506
ACH-001173,-0.352144904887
ACH-001183,-0.239273626915
ACH-001184,-0.455901571051
ACH-001190,-0.24254951318000004
ACH-001192,-0.39755239611000004
ACH-001193,0.155757556359
ACH-001196,-0.447596075834
ACH-001197,-0.39075043803599996
ACH-001205,-0.453791122822
ACH-001211,-0.887011067094
ACH-001212,-0.5442233252800001
ACH-001228,-0.392820425031
ACH-001232,-0.491576060351
ACH-001239,-0.439728423042
ACH-001274,-0.40977307275799996
ACH-001275,-0.41521380893
ACH-001277,-0.331439929794
ACH-001278,-0.398600104341
ACH-001280,-0.36281648281999995
ACH-001283,-0.47455799233900003
ACH-001289,-0.500067030605
ACH-001295,-0.32704170190000004
ACH-001300,-0.666385966425
ACH-001301,-0.729174680558
ACH-001302,-0.32643473345
ACH-001303,-0.551042458048
ACH-001306,-0.550359563825
ACH-001318,-0.605244473535
ACH-001322,-0.49458114950800003
ACH-001328,-0.429680452816
ACH-001332,-0.28671545883099997
ACH-001333,-0.712637689094
ACH-001336,-0.290228289254
ACH-001340,-0.276616506963
ACH-001346,-0.353569916573
ACH-001353,-0.23203114489100002
ACH-001354,-0.6321601206499999
ACH-001367,-0.428070244085
ACH-001368,-0.272397726587
ACH-001374,-0.283759898149
ACH-001375,-0.653628423024
ACH-001377,-0.682098147084
ACH-001380,-0.39973948422600003
ACH-001391,-0.5683752448780001
ACH-001407,-0.6731622269959999
ACH-001408,-0.31401711061
ACH-001413,-0.32599409287799996
ACH-001430,-0.21928902468699998
ACH-001431,-0.46912853017300005
ACH-001450,-0.450667469832
ACH-001496,-0.554755785859
ACH-001500,-0.317355845473
ACH-001521,-0.157185291825
ACH-001523,-0.173737329734
ACH-001532,-0.49887926796800003
ACH-001536,-0.567215664707
ACH-001550,-0.276138198424
ACH-001552,-0.576860885763
ACH-001554,-0.452796226042
ACH-001645,-0.212907387621
ACH-001654,-0.681974623436
ACH-001715,-0.237885150838
ACH-001735,-0.32860153782900003
ACH-001736,-0.426576680946
ACH-001737,-0.547115548561
ACH-001740,-0.457053625387
ACH-001745,-0.254501441787
ACH-001750,-0.50570295308
ACH-001765,-0.230538813387
ACH-001956,-0.392805741156
ACH-001957,-0.532439997945
