,CR1L (1379)
ACH-000356,-0.45287119651
ACH-000361,-0.331265096964
ACH-000362,-0.38221822768299996
ACH-000363,-0.301686696177
ACH-000364,-0.339210409758
ACH-000365,-0.196507710029
ACH-000366,-0.404596679508
ACH-000368,-0.324915670835
ACH-000374,-0.466451989284
ACH-000375,-0.22846168366
ACH-000376,-0.293942644509
ACH-000381,-0.18280612637000002
ACH-000383,-0.326137119513
ACH-000387,-0.30678313623500003
ACH-000389,-0.331575925715
ACH-000390,-0.577957801043
ACH-000393,-0.326103660517
ACH-000395,-0.5125472461199999
ACH-000397,-0.61869251395
ACH-000401,-0.238960118434
ACH-000402,0.0830316929188
ACH-000403,-1.0326533175200001
ACH-000404,-0.264072007805
ACH-000406,-0.367559668539
ACH-000407,-0.26434040245
ACH-000408,-0.154241042616
ACH-000410,-0.523439135319
ACH-000411,-0.446392120638
ACH-000414,-0.623630762761
ACH-000415,-0.292305625741
ACH-000416,-0.316563275552
ACH-000420,-0.410684618763
ACH-000421,-0.196212558699
ACH-000424,0.0572267109286
ACH-000425,-0.324643087607
ACH-000426,-0.664491975305
ACH-000427,-0.530687002859
ACH-000433,-0.478376373779
ACH-000436,-0.389048467385
ACH-000444,-0.313895856772
ACH-000445,-0.300906502407
ACH-000448,-0.38354478211
ACH-000450,-0.40651669013700004
ACH-000452,-0.347273016742
ACH-000454,-0.224841510689
ACH-000458,-0.245088252585
ACH-000459,-0.205092989929
ACH-000460,-0.33702211770999996
ACH-000461,-0.205865240132
ACH-000463,-0.378800520775
ACH-000464,-0.293395819509
ACH-000466,-0.423342613962
ACH-000467,-0.58767859263
ACH-000468,-0.366868918489
ACH-000469,-0.25463798102699997
ACH-000470,-0.546977069396
ACH-000471,-0.271647312204
ACH-000472,-0.46393400213799996
ACH-000473,-0.403790597265
ACH-000475,-0.395942991403
ACH-000476,-0.33891256442699996
ACH-000477,-0.0783372125096
ACH-000480,-0.311573048759
ACH-000481,-0.446509118846
ACH-000483,-0.441964329765
ACH-000484,-0.567499167742
ACH-000485,-0.199295803822
ACH-000486,-0.38920821339
ACH-000487,-0.443011210795
ACH-000488,-0.41170915710699996
ACH-000490,-0.40462152167300003
ACH-000491,-0.43460875217600003
ACH-000495,-0.524627093576
ACH-000496,-0.18897840962200002
ACH-000499,-0.200655266626
ACH-000500,-0.639499602706
ACH-000502,-0.403734518349
ACH-000503,-0.321170882337
ACH-000505,-0.409092775261
ACH-000507,-0.251228701692
ACH-000510,-0.507232051589
ACH-000511,-0.30191293924199997
ACH-000512,-0.17874326393800002
ACH-000516,-0.477620510061
ACH-000517,-0.382093067813
ACH-000518,-0.272476124721
ACH-000520,-0.447696479377
ACH-000521,-0.48697829880000004
ACH-000522,-0.405163238604
ACH-000524,-0.37460801939000005
ACH-000527,-0.37287466797300006
ACH-000528,-0.456494544876
ACH-000537,-0.286266211657
ACH-000541,-0.532216481819
ACH-000542,-0.44466911664
ACH-000544,-0.467110066837
ACH-000545,-0.456590273993
ACH-000547,-0.630875188058
ACH-000548,-0.465410626083
ACH-000549,-0.36016867572800004
ACH-000550,-0.485609621012
ACH-000552,-0.23846972391899998
ACH-000556,-0.198041803165
ACH-000557,-0.696797199023
ACH-000570,-0.136186935836
ACH-000571,-0.531282262352
ACH-000573,-0.272543046984
ACH-000576,-0.5643011839500001
ACH-000580,-0.413312065242
ACH-000584,-0.404948191379
ACH-000585,-0.40791562509999996
ACH-000588,-0.508555729011
ACH-000589,-0.17798365798799998
ACH-000591,-0.12169483214299999
ACH-000593,-0.34039945365999996
ACH-000600,-0.554197971316
ACH-000601,-0.276840504478
ACH-000604,-0.187967203875
ACH-000605,-0.395534417698
ACH-000606,-0.146282809575
ACH-000608,-0.37013683544
ACH-000614,-0.222735226391
ACH-000616,-0.30953973148
ACH-000618,-0.381631503053
ACH-000619,-0.39477364939900006
ACH-000620,-0.208167237299
ACH-000621,-0.360635541577
ACH-000622,-0.024214967932299998
ACH-000623,-0.275996269228
ACH-000624,-0.506275660638
ACH-000627,-0.6026871576389999
ACH-000630,-0.43140054260300004
ACH-000632,-0.327156301783
ACH-000633,-0.163615964166
ACH-000637,-0.274916788016
ACH-000638,-0.395117647909
ACH-000646,-0.567292608631
ACH-000647,-0.40782337033699995
ACH-000648,-0.620031508906
ACH-000649,-0.529824216773
ACH-000651,-0.254439530451
ACH-000652,-0.222499428253
ACH-000653,-0.39528881204300004
ACH-000657,-0.46195507539399994
ACH-000658,-1.07574116723
ACH-000661,-0.325287185418
ACH-000662,-0.289051708945
ACH-000663,-0.34278255392800006
ACH-000665,-0.291729531762
ACH-000671,-0.519169305899
ACH-000673,-0.418870164631
ACH-000676,-0.41535437053400004
ACH-000677,-0.580078396014
ACH-000681,-0.320221948734
ACH-000682,-0.329084522785
ACH-000683,-1.27164632014
ACH-000684,-0.30599503529
ACH-000688,-0.17692055755999997
ACH-000693,-0.141963118036
ACH-000694,-0.192345668452
ACH-000695,-0.416851863841
ACH-000696,-0.382885463117
ACH-000697,-0.18740418735199998
ACH-000699,-0.252946789527
ACH-000701,-0.686099126417
ACH-000706,-0.582502326915
ACH-000711,-0.274471725075
ACH-000713,-0.228729074363
ACH-000714,-0.429346710656
ACH-000718,-0.309267498599
ACH-000720,-0.23734046545899998
ACH-000721,-0.306263498626
ACH-000724,-0.271516762006
ACH-000725,-0.511522586366
ACH-000732,-0.39538008053999996
ACH-000734,-0.363035369375
ACH-000735,-0.389882653825
ACH-000736,-0.32799469545800003
ACH-000738,-0.31001619
ACH-000746,-0.437580697679
ACH-000747,-0.167211003068
ACH-000748,-0.41870660523100006
ACH-000753,-0.481445839441
ACH-000756,-0.49795366209499997
ACH-000757,-0.273642274309
ACH-000758,-0.275174500253
ACH-000760,-0.291934027088
ACH-000763,-0.586166244812
ACH-000764,-0.227569086074
ACH-000765,-0.21672419205899998
ACH-000766,-0.27319569481999995
ACH-000767,-0.46991604243900004
ACH-000768,-0.32324219944800003
ACH-000769,-0.250502887444
ACH-000770,-0.505490695304
ACH-000771,-0.490497010449
ACH-000773,-0.7789430234170001
ACH-000776,-0.39638617847499996
ACH-000777,-0.567528556946
ACH-000778,-0.25922485362
ACH-000781,-0.2853334367
ACH-000782,-0.328716053059
ACH-000783,-0.305888765184
ACH-000784,-0.284571641845
ACH-000785,-0.274979439516
ACH-000787,-0.410325397962
ACH-000788,-0.283165959646
ACH-000791,-0.43209379661700004
ACH-000792,-0.488165717833
ACH-000794,-0.220098208219
ACH-000796,-0.5277508342239999
ACH-000799,-0.358926445575
ACH-000800,-1.0523307655299998
ACH-000802,-0.18849712589
ACH-000804,-0.602756230202
ACH-000805,-0.39482101463799996
ACH-000809,-0.437739510243
ACH-000810,-0.45839116029700006
ACH-000811,-0.30822609057399997
ACH-000817,-0.316859863889
ACH-000819,-0.48475657337
ACH-000820,-0.451050391025
ACH-000821,-0.479903874872
ACH-000822,-0.32313749337299996
ACH-000823,-0.82186626991
ACH-000824,-0.5687602124109999
ACH-000827,-0.451533502822
ACH-000829,-0.348858548856
ACH-000831,-0.240644072627
ACH-000832,-0.216573444835
ACH-000833,-0.355507744915
ACH-000834,-0.37010117404
ACH-000835,-0.283955045624
ACH-000836,-0.553734342686
ACH-000837,-0.328958926277
ACH-000838,-0.567255515965
ACH-000839,-0.32417960423000003
ACH-000840,0.13795953081100001
ACH-000841,-0.42195733784100004
ACH-000843,-0.45906768620300004
ACH-000846,-0.208539234657
ACH-000847,-0.199966018452
ACH-000848,-0.348669960307
ACH-000849,-0.178035450046
ACH-000851,-0.26027513250900003
ACH-000855,-0.304567163491
ACH-000856,-0.0857437432333
ACH-000858,-0.330422015088
ACH-000859,-0.0209432859207
ACH-000861,-0.617826659595
ACH-000862,-0.320704245619
ACH-000865,-0.376762943838
ACH-000866,-0.35767275756300004
ACH-000867,-0.430372416697
ACH-000869,-0.481807844376
ACH-000872,-0.280920252553
ACH-000873,-0.157176678928
ACH-000876,-0.63930416469
ACH-000878,-0.17068608776500002
ACH-000880,-0.712336902868
ACH-000881,-0.314516064713
ACH-000882,-0.142720330388
ACH-000884,-0.29333328517499996
ACH-000885,-0.38573021923399997
ACH-000887,-0.385616824943
ACH-000888,-0.321062346987
ACH-000889,-0.732458027895
ACH-000890,-0.0818320042823
ACH-000896,-0.875973211766
ACH-000898,-0.8293412355850001
ACH-000900,-0.302358270283
ACH-000901,-0.329567148588
ACH-000905,-0.319824434974
ACH-000906,-0.36631883139300003
ACH-000907,-0.189267643392
ACH-000910,-0.551252746933
ACH-000911,-0.24756783921199998
ACH-000912,-0.307766799639
ACH-000913,-0.422989126986
ACH-000915,-0.264357909784
ACH-000916,-0.22881088184700002
ACH-000917,-0.8964689658789999
ACH-000921,-0.36439359522799997
ACH-000924,-0.33254343731999997
ACH-000926,-0.532790575824
ACH-000928,-0.418477952099
ACH-000929,-0.697461929006
ACH-000932,-0.362697453037
ACH-000935,-0.133475784526
ACH-000936,-0.27793484929699996
ACH-000937,-0.335113727707
ACH-000938,-0.482521987143
ACH-000939,-0.139400153401
ACH-000941,-0.150063317243
ACH-000943,-0.299433652005
ACH-000946,-0.337040299173
ACH-000947,-0.44416854859800003
ACH-000948,-0.298648761166
ACH-000950,-0.13840075752999997
ACH-000953,-0.384082980315
ACH-000957,-0.278434129832
ACH-000958,-0.0436518057852
ACH-000960,-0.49785849059299997
ACH-000963,-0.396750326215
ACH-000968,-0.35532963086099995
ACH-000969,-0.508870722485
ACH-000973,-0.37175858718500004
ACH-000974,-0.369512666557
ACH-000975,-0.34647114374399995
ACH-000976,-0.33486176339699997
ACH-000978,0.27015127858800003
ACH-000980,-0.35403778137100006
ACH-000984,-0.431873224705
ACH-000986,-0.529130498494
ACH-000988,-0.379388850457
ACH-000993,-0.253110515566
ACH-000994,-0.313213802268
ACH-000996,-0.465205607236
ACH-001001,-0.284264651864
ACH-001020,-0.36138282516500003
ACH-001028,-0.311313701102
ACH-001031,-0.285107444606
ACH-001038,-0.208544396665
ACH-001048,-0.22815886283599998
ACH-001050,-0.367427071626
ACH-001053,-0.504897036782
ACH-001054,-0.37000927052500004
ACH-001061,-0.43079983413199996
ACH-001067,-0.288307687701
ACH-001075,-0.368434891038
ACH-001096,-0.562050589656
ACH-001128,-0.315736518097
ACH-001134,-0.417456510862
ACH-001151,-0.378782297003
ACH-001163,-0.29297658210599997
ACH-001164,-0.228561079177
ACH-001173,-0.308427499963
ACH-001183,-0.67281720391
ACH-001184,-0.848775514805
ACH-001190,-0.46490734632799996
ACH-001192,-0.181916342081
ACH-001193,-0.197166770062
ACH-001196,-0.318106050088
ACH-001197,-0.36965977876100004
ACH-001205,-0.377332717317
ACH-001211,-0.701441452935
ACH-001212,-0.27800795217700003
ACH-001228,-0.7248042653929999
ACH-001232,-0.505154980499
ACH-001239,-0.232526773945
ACH-001274,-0.472862282618
ACH-001275,-0.352936453938
ACH-001277,-0.649780761208
ACH-001278,-0.40175441053499994
ACH-001280,-0.5689141219030001
ACH-001283,-0.11747642725099999
ACH-001289,-0.35281748932499996
ACH-001295,-0.623190998895
ACH-001300,-0.441522539812
ACH-001301,-0.49663448074100003
ACH-001302,-0.605052189973
ACH-001303,-0.35080308503200003
ACH-001306,-0.454991325792
ACH-001318,-0.40025683181999994
ACH-001322,-0.449672874296
ACH-001328,-0.35253880704199997
ACH-001332,-0.34141301651100003
ACH-001333,-0.233865505379
ACH-001336,-0.411789902747
ACH-001340,-0.46370585000299996
ACH-001346,-0.41842039659599994
ACH-001353,-0.6705298657800001
ACH-001354,-1.23685557611
ACH-001367,-0.29921059744600004
ACH-001368,-0.28521680918000003
ACH-001374,-0.147270107288
ACH-001375,-0.33879420345
ACH-001377,-0.554790580289
ACH-001380,-0.31823882921
ACH-001391,-0.297286098785
ACH-001407,-0.31185801052400003
ACH-001408,-0.376652947027
ACH-001413,-0.49769019753300003
ACH-001430,-0.286575967708
ACH-001431,-0.369723770157
ACH-001450,-0.6936761009129999
ACH-001496,-0.5184166865690001
ACH-001500,-0.174454424613
ACH-001521,-0.30748106328499997
ACH-001523,-0.504678890056
ACH-001532,-0.364392031344
ACH-001536,-0.263590843413
ACH-001550,-0.490534040067
ACH-001552,-0.640670112462
ACH-001554,-0.407121299777
ACH-001645,-0.7328519633600001
ACH-001654,-0.45934929339100006
ACH-001715,-0.38462118011699997
ACH-001735,-0.5359945947879999
ACH-001736,-0.192076387313
ACH-001737,-0.168699543767
ACH-001740,-0.687225622864
ACH-001745,-0.6825995906569999
ACH-001750,-0.260490643702
ACH-001765,-0.34306465814000003
ACH-001956,-0.47520580146700003
ACH-001957,-0.374453459609
