,RABL2A (11159)
ACH-000337,-0.24715876976599999
ACH-000339,-0.30975347306400003
ACH-000341,-0.47445199330700005
ACH-000348,-0.216224142315
ACH-000350,-0.0157115857763
ACH-000352,-0.354872002747
ACH-000356,-0.490015860605
ACH-000361,-0.269844813556
ACH-000362,-0.292683155875
ACH-000363,-0.201816592861
ACH-000364,-0.263293736724
ACH-000365,-0.367234402315
ACH-000366,-0.19726776647
ACH-000368,-0.584820597191
ACH-000374,-0.329993484144
ACH-000375,-0.684684570677
ACH-000376,-0.301025113201
ACH-000381,-0.45553590976
ACH-000383,-0.263289172582
ACH-000387,-0.256453910578
ACH-000389,-0.13946199130200002
ACH-000390,-0.292440909148
ACH-000393,-0.580680046442
ACH-000395,-0.249375754216
ACH-000397,-0.298234400113
ACH-000401,-0.484960646048
ACH-000402,-0.48791739094400005
ACH-000403,-0.376823665074
ACH-000404,-0.351701548845
ACH-000406,-0.254551500719
ACH-000407,-0.373344675872
ACH-000408,-0.175983769075
ACH-000410,-0.225720117183
ACH-000411,-0.399969156536
ACH-000414,-0.276662088677
ACH-000415,-0.41251410427199997
ACH-000416,-0.3118856509
ACH-000420,-0.346521824016
ACH-000421,-0.42030249494599997
ACH-000424,-0.14706656531
ACH-000425,-0.37785528177
ACH-000426,-0.33877704493199995
ACH-000427,-0.456294053745
ACH-000433,-0.182541813838
ACH-000436,-0.07760959019439999
ACH-000444,-0.23192423529199999
ACH-000445,-0.186471350997
ACH-000448,-0.0023243915815700004
ACH-000450,-0.457773125015
ACH-000452,-0.19718704877999998
ACH-000454,-0.438634838968
ACH-000458,-0.32328129611699996
ACH-000459,-0.501571966918
ACH-000460,-0.37104387079400003
ACH-000461,-0.45140315710900003
ACH-000463,-0.35581021981100003
ACH-000464,-0.5140740815779999
ACH-000466,-0.136427045784
ACH-000467,-0.350436727016
ACH-000468,-0.394272443516
ACH-000469,-0.397536551099
ACH-000470,-0.17094425116
ACH-000471,-0.29629470965300003
ACH-000472,-0.295756917982
ACH-000473,-0.237479377909
ACH-000475,-0.25776920714699997
ACH-000476,-0.370373571081
ACH-000477,-0.195242154349
ACH-000480,-0.368088462949
ACH-000481,-0.547105178897
ACH-000483,-0.168052173571
ACH-000484,-0.261018901578
ACH-000485,-0.21525240705200002
ACH-000486,-0.47327157068899994
ACH-000487,-0.250675146125
ACH-000488,-0.158835673786
ACH-000490,-0.36737339865900004
ACH-000491,-0.449664065393
ACH-000495,-0.576457247868
ACH-000496,-0.326335237265
ACH-000499,-0.23781743284200002
ACH-000500,-0.0026160063853899996
ACH-000502,-0.255612007204
ACH-000503,-0.305432131535
ACH-000505,-0.388033866671
ACH-000507,-0.0987657367636
ACH-000510,-0.482804024726
ACH-000511,-0.31268547262699997
ACH-000512,-0.543492907057
ACH-000516,-0.434939145256
ACH-000517,-0.316545827886
ACH-000518,-0.327457050908
ACH-000520,-0.469964886711
ACH-000521,-0.346381023935
ACH-000522,-0.340902880823
ACH-000524,-0.483346325197
ACH-000527,-0.40278111755900003
ACH-000528,-0.248657625094
ACH-000537,-0.195381783112
ACH-000541,-0.32551215266899997
ACH-000542,-0.45866770996000006
ACH-000544,-0.377077929514
ACH-000545,-0.472882347895
ACH-000547,-0.29852928515
ACH-000548,-0.414052613947
ACH-000549,-0.274756020093
ACH-000550,-0.313688787615
ACH-000552,-0.250320818107
ACH-000556,-0.252287555655
ACH-000557,-0.144790623023
ACH-000570,-0.488037471278
ACH-000571,-0.22009701274799998
ACH-000573,-0.324441625974
ACH-000576,-0.249589553868
ACH-000580,-0.403179944239
ACH-000584,-0.455005010516
ACH-000585,-0.304499027952
ACH-000588,-0.43543747081100004
ACH-000589,-0.39447346809199996
ACH-000591,-0.273255919089
ACH-000593,-0.378537810595
ACH-000600,-0.39651002565300003
ACH-000601,-0.374391304274
ACH-000604,-0.38771577823200004
ACH-000605,-0.5231229050689999
ACH-000606,-0.29028183147799996
ACH-000608,-0.30156991748900003
ACH-000614,-0.0759127886684
ACH-000616,-0.207454196699
ACH-000618,-0.394736189872
ACH-000619,-0.44454536459700006
ACH-000620,-0.39735789712999997
ACH-000621,-0.10102303093800001
ACH-000622,-0.300567911062
ACH-000623,-0.352427421195
ACH-000624,-0.332602180216
ACH-000627,-0.386540996528
ACH-000630,-0.320987017619
ACH-000632,-0.360920070482
ACH-000633,-0.314226445805
ACH-000637,-0.42987156359300005
ACH-000638,-0.47618402971100005
ACH-000646,-0.437478254656
ACH-000647,-0.337922180154
ACH-000648,-0.481150295969
ACH-000649,-0.38982144923900003
ACH-000651,-0.323946461623
ACH-000652,-0.251892900679
ACH-000653,-0.340315865977
ACH-000657,-0.414240586914
ACH-000658,-0.101257676581
ACH-000661,-0.406530585643
ACH-000662,-0.428335005792
ACH-000663,-0.408977972444
ACH-000665,-0.419634379334
ACH-000671,-0.391658111538
ACH-000673,-0.33868572839199995
ACH-000676,-0.317290918137
ACH-000677,-0.44194639083899995
ACH-000681,-0.157405087303
ACH-000682,-0.416914584296
ACH-000683,-0.25980568747099997
ACH-000684,-0.38167420340400005
ACH-000688,-0.41706296099600004
ACH-000693,-0.364031749224
ACH-000694,-0.23825961731800002
ACH-000695,-0.11790935592
ACH-000696,-0.355553774689
ACH-000697,-0.358423101146
ACH-000699,-0.211365235273
ACH-000701,-0.336799741079
ACH-000706,-0.45000335895599997
ACH-000711,-0.43741842362800004
ACH-000713,-0.449982162613
ACH-000714,-0.177390691839
ACH-000718,-0.293620442211
ACH-000720,-0.50635020623
ACH-000721,-0.566812315861
ACH-000724,-0.475250604344
ACH-000725,-0.610072963879
ACH-000732,-0.402661274475
ACH-000734,-0.301846570409
ACH-000735,-0.335792054314
ACH-000736,-0.31588698383
ACH-000738,-0.332344035002
ACH-000746,-0.230981465947
ACH-000747,-0.537584707853
ACH-000748,-0.23598614759300002
ACH-000753,-0.272167312318
ACH-000756,-0.601841875518
ACH-000757,-0.45848858764
ACH-000758,-0.367935156314
ACH-000760,-0.267746500992
ACH-000763,-0.465802401593
ACH-000764,-0.330085322808
ACH-000765,-0.181406899067
ACH-000766,-0.190205800647
ACH-000767,-0.141102041615
ACH-000768,-0.291433393857
ACH-000769,-0.43440020277900004
ACH-000770,-0.320731123999
ACH-000771,-0.178752166597
ACH-000773,-0.225606651066
ACH-000776,-0.45518325581299995
ACH-000777,-0.334178152489
ACH-000778,-0.22239641799100002
ACH-000781,-0.4374548661
ACH-000782,-0.497089765851
ACH-000783,-0.28824187766
ACH-000784,-0.361547735193
ACH-000785,-0.292767905564
ACH-000787,-0.33596476722400004
ACH-000788,-0.24127418642499998
ACH-000791,-0.34773877221999994
ACH-000792,-0.308204677471
ACH-000794,-0.18529191013500002
ACH-000796,-0.304663061357
ACH-000799,-0.296872036151
ACH-000800,-0.17024573958
ACH-000802,-0.257460740631
ACH-000804,-0.326665091893
ACH-000805,-0.421510237498
ACH-000809,-0.37016856348099997
ACH-000810,-0.585817057944
ACH-000811,-0.36679784822300004
ACH-000817,-0.22411602358600002
ACH-000819,-0.402204368115
ACH-000820,-0.0523385685523
ACH-000821,-0.281796905178
ACH-000822,-0.227547412582
ACH-000823,-0.4007059538
ACH-000824,-0.0770954478459
ACH-000827,-0.402819096159
ACH-000829,-0.356336583921
ACH-000831,-0.30298483974199997
ACH-000832,-0.462095876635
ACH-000833,-0.195451224115
ACH-000834,-0.38036799637100005
ACH-000835,-0.242191255171
ACH-000836,-0.36388266919600004
ACH-000837,-0.250164328489
ACH-000838,-0.0136062246105
ACH-000839,-0.196994141275
ACH-000840,-0.287825040187
ACH-000841,-0.37208040841
ACH-000843,-0.294276486399
ACH-000846,-0.368148078156
ACH-000847,-0.288682853799
ACH-000848,-0.37473183861599996
ACH-000849,-0.39334047672
ACH-000851,-0.38390313505
ACH-000855,-0.236278003933
ACH-000856,-0.439434757231
ACH-000858,-0.33885213501
ACH-000859,-0.34286475577200004
ACH-000861,-0.44060148195
ACH-000862,-0.251507039252
ACH-000865,-0.360447438511
ACH-000866,-0.239012616407
ACH-000867,-0.174285900573
ACH-000869,-0.498469473685
ACH-000872,-0.35565964210999995
ACH-000873,-0.290051960256
ACH-000876,-0.396167498666
ACH-000878,-0.34463007673100005
ACH-000880,-0.420658421884
ACH-000881,-0.413742924084
ACH-000882,-0.327165655023
ACH-000884,-0.38234660317100005
ACH-000885,-0.339585230972
ACH-000887,-0.481457449976
ACH-000888,-0.297897083401
ACH-000889,-0.44948717399
ACH-000890,-0.234100930177
ACH-000896,-0.34051273645900004
ACH-000898,-0.124440754932
ACH-000900,-0.374191047108
ACH-000901,-0.266543178012
ACH-000905,-0.42197399176899997
ACH-000906,-0.33574999365
ACH-000907,-0.183330523139
ACH-000910,-0.286842665713
ACH-000911,-0.336109496703
ACH-000912,-0.43303538636100003
ACH-000913,-0.43341099259800003
ACH-000915,-0.38488141438699996
ACH-000916,-0.16582080767899998
ACH-000917,-0.297392606866
ACH-000921,-0.198678314745
ACH-000924,-0.274026150214
ACH-000926,-0.298518713491
ACH-000928,-0.321217766197
ACH-000929,-0.246361531281
ACH-000932,-0.190223918984
ACH-000935,-0.5077512048939999
ACH-000936,-0.288400619807
ACH-000937,-0.42831166165
ACH-000938,-0.272387406812
ACH-000939,-0.323304844731
ACH-000941,-0.6837450340510001
ACH-000943,-0.24338279803800003
ACH-000946,-0.33928881562200003
ACH-000947,-0.440148350076
ACH-000948,-0.323959368471
ACH-000950,-0.48293806908299997
ACH-000953,-0.520901148631
ACH-000957,-0.213669242388
ACH-000958,-0.250044835488
ACH-000960,-0.126347674263
ACH-000963,-0.314667303139
ACH-000968,-0.080754606139
ACH-000969,-0.115178208485
ACH-000973,-0.34403891314400004
ACH-000974,-0.391019952613
ACH-000975,-0.411430763164
ACH-000976,-0.23419652133699997
ACH-000978,-0.315794324651
ACH-000980,-0.283121802644
ACH-000984,-0.278883419703
ACH-000986,-0.254416927279
ACH-000988,-0.309098675538
ACH-000993,-0.47544285997900004
ACH-000994,-0.42625938971999994
ACH-000996,-0.28098385205299997
ACH-001001,-0.306271420378
ACH-001020,-0.399437589908
ACH-001028,-0.340315882788
ACH-001031,-0.4378395045699999
ACH-001038,-0.300664799228
ACH-001048,-0.48218198469499995
ACH-001050,-0.315906296067
ACH-001053,-0.11540904017999999
ACH-001054,-0.227215914676
ACH-001061,-0.24830877314
ACH-001067,-0.36751518826499996
ACH-001075,-0.364375876727
ACH-001096,-0.0759557371029
ACH-001128,-0.283297929663
ACH-001134,-0.279785911302
ACH-001151,-0.209886207107
ACH-001163,-0.37276715032200003
ACH-001164,-0.563974055412
ACH-001173,-0.257027426196
ACH-001183,-0.310464788091
ACH-001184,-0.38739689259099996
ACH-001190,-0.337316014824
ACH-001192,-0.307191540016
ACH-001193,-0.313612463483
ACH-001196,-0.361327794071
ACH-001197,-0.38079127018700004
ACH-001205,-0.21389131411499998
ACH-001211,-0.394538135814
ACH-001212,-0.428482967196
ACH-001228,-0.25743255780900004
ACH-001232,-0.36986419844400004
ACH-001239,-0.253233454047
ACH-001274,-0.377458027617
ACH-001275,-0.30296655207
ACH-001277,-0.24825945627300003
ACH-001278,-0.386091954186
ACH-001280,-0.102720354244
ACH-001283,-0.251024738353
ACH-001289,-0.5386828937789999
ACH-001295,-0.361430392386
ACH-001300,-0.240813623222
ACH-001301,-0.25873869603599997
ACH-001302,-0.810303709454
ACH-001303,-0.428727681018
ACH-001306,-0.32346450343
ACH-001318,-0.49825507935900004
ACH-001322,-0.61930593097
ACH-001328,-0.37411546523100003
ACH-001332,-0.696941104595
ACH-001333,-0.280922363793
ACH-001336,-0.457186378017
ACH-001340,-0.273813957614
ACH-001346,-0.301740811696
ACH-001353,-0.22020700853300001
ACH-001354,-0.13372061478
ACH-001367,-0.382927170346
ACH-001368,-0.396010551313
ACH-001374,-0.43143108788
ACH-001375,-0.17283249152600003
ACH-001377,-0.30661383978
ACH-001380,-0.37331608959299994
ACH-001391,-0.699811257265
ACH-001407,-0.334455310873
ACH-001408,-0.426340456373
ACH-001413,-0.333773996133
ACH-001430,-0.09077354121169999
ACH-001431,-0.145194410266
ACH-001450,-0.367998681676
ACH-001496,-0.347176317431
ACH-001500,-0.283876700752
ACH-001521,-0.41144915171199997
ACH-001523,-0.37146048286899996
ACH-001532,-0.38607640932099996
ACH-001536,-0.197507796968
ACH-001550,-0.168370252753
ACH-001552,-0.158414654453
ACH-001554,-0.410778958191
ACH-001645,-0.09120832214810001
ACH-001654,-0.407815738816
ACH-001715,-0.453517110273
ACH-001735,-0.238300538693
ACH-001736,-0.16336036555
ACH-001737,-0.843378401197
ACH-001740,-0.291011699653
ACH-001745,-0.24295183176100002
ACH-001750,-0.296869861067
ACH-001765,-0.286769015283
ACH-001956,-0.379169124389
ACH-001957,-0.7240178515189999
