,NFS1 (9054)
ACH-000302,-1.77299793151
ACH-000304,-1.81700556565
ACH-000307,-1.26769651419
ACH-000308,-1.4544180908000002
ACH-000310,-1.54148265562
ACH-000311,-1.01250264349
ACH-000312,-1.37068948723
ACH-000315,-1.48751537471
ACH-000316,-1.7238168242200003
ACH-000317,-1.36373590907
ACH-000318,-1.3495299039300002
ACH-000319,-1.63975493345
ACH-000320,-1.1298781912
ACH-000322,-1.3509158940200001
ACH-000323,-1.54447250457
ACH-000324,-1.4373334995200002
ACH-000329,-1.7284875986000001
ACH-000330,-1.5104874985499999
ACH-000331,-1.40357716479
ACH-000332,-1.4822657202899998
ACH-000334,-1.39446045409
ACH-000335,-1.4366749607299998
ACH-000336,-1.79555581877
ACH-000337,-1.0482874322600002
ACH-000339,-1.24508542998
ACH-000341,-1.81837263315
ACH-000348,-1.8645767048099997
ACH-000350,-1.23404317953
ACH-000352,-1.65720756071
ACH-000356,-1.48416925398
ACH-000361,-1.5983670558200003
ACH-000362,-1.56464213849
ACH-000363,-1.4956006212200001
ACH-000364,-1.28793761281
ACH-000365,-1.62907062738
ACH-000366,-1.35886254109
ACH-000368,-1.5168710183399998
ACH-000374,-1.459412889
ACH-000375,-1.51985682963
ACH-000376,-1.54156424312
ACH-000381,-1.23034571254
ACH-000383,-1.37332121004
ACH-000387,-1.6052581930399998
ACH-000389,-1.37717078584
ACH-000390,-1.72112553288
ACH-000393,-1.6801731409
ACH-000395,-1.5651878909399999
ACH-000397,-1.3977770011300001
ACH-000401,-1.68375668584
ACH-000402,-1.44356025067
ACH-000403,-1.54569105286
ACH-000404,-1.74036985646
ACH-000406,-1.3361436659200001
ACH-000407,-1.61071085349
ACH-000408,-1.06265419579
ACH-000410,-1.68233648587
ACH-000411,-1.4247362582499998
ACH-000414,-1.12555653621
ACH-000415,-1.4286381243000001
ACH-000416,-1.45559432708
ACH-000420,-1.46757425079
ACH-000421,-1.3500123116299998
ACH-000424,-1.1539274797399999
ACH-000425,-1.4088768028
ACH-000426,-1.59718351998
ACH-000427,-1.24156175555
ACH-000433,-1.4411674977899998
ACH-000436,-1.7204446623299998
ACH-000444,-1.3731507529299998
ACH-000445,-1.25312193469
ACH-000448,-1.4284407966
ACH-000450,-1.60407589174
ACH-000452,-1.42651740812
ACH-000454,-1.4528931919999999
ACH-000458,-1.37307226222
ACH-000459,-2.04379891856
ACH-000460,-1.39152386366
ACH-000461,-1.52403731063
ACH-000463,-1.46067007131
ACH-000464,-1.8316010248199999
ACH-000466,-1.5930588633899998
ACH-000467,-1.42974004181
ACH-000468,-1.33325967885
ACH-000469,-1.6731317592
ACH-000470,-1.5063908693299999
ACH-000471,-1.3885608959
ACH-000472,-1.42729143217
ACH-000473,-1.45539430938
ACH-000475,-1.3680482568399999
ACH-000476,-1.50285289193
ACH-000477,-2.27922158801
ACH-000480,-1.7437244189400003
ACH-000481,-1.81749454416
ACH-000483,-1.6695141446000001
ACH-000484,-1.84165890323
ACH-000485,-1.66053916288
ACH-000486,-1.34315238195
ACH-000487,-1.60017717151
ACH-000488,-1.46614989468
ACH-000490,-1.48012945848
ACH-000491,-1.32622060532
ACH-000495,-1.8013209828
ACH-000496,-1.23621721716
ACH-000499,-1.7211044963099997
ACH-000500,-1.36066862771
ACH-000502,-1.2993656637
ACH-000503,-1.18482763193
ACH-000505,-1.78728724083
ACH-000507,-1.1626113941399998
ACH-000510,-1.49285311179
ACH-000511,-1.66457142836
ACH-000512,-1.61709993102
ACH-000516,-1.62458641451
ACH-000517,-1.5177982117
ACH-000518,-1.1273270723200002
ACH-000520,-1.80786717847
ACH-000521,-1.42882001599
ACH-000522,-1.4394220848800001
ACH-000524,-1.56200282602
ACH-000527,-1.48160517303
ACH-000528,-1.46539535416
ACH-000537,-1.4272831138799997
ACH-000541,-1.7802134471400002
ACH-000542,-1.33648961676
ACH-000544,-1.09169266038
ACH-000545,-1.59729440596
ACH-000547,-1.3016107408600002
ACH-000548,-1.4358553548800002
ACH-000549,-1.1312201845299998
ACH-000550,-1.09258965755
ACH-000552,-1.23832065346
ACH-000556,-1.48005573905
ACH-000557,-1.7310638174200002
ACH-000570,-1.59182372468
ACH-000571,-1.80911668197
ACH-000573,-1.5183916801100001
ACH-000576,-1.4954416203299998
ACH-000580,-1.71946996475
ACH-000584,-1.5395086795800002
ACH-000585,-1.4844592399899998
ACH-000588,-1.38581854942
ACH-000589,-1.49645822739
ACH-000591,-1.44795032038
ACH-000593,-1.47261060871
ACH-000600,-1.7611036886900002
ACH-000601,-1.38373473768
ACH-000604,-1.4724126849899999
ACH-000605,-1.45255830593
ACH-000606,-1.5318287212000001
ACH-000608,-1.7551458877500001
ACH-000614,-1.46273672671
ACH-000616,-1.4397597029499998
ACH-000618,-1.11631481256
ACH-000619,-1.39260338928
ACH-000620,-1.4384917956799999
ACH-000621,-1.68416945652
ACH-000622,-1.9698854758400002
ACH-000623,-1.60990114426
ACH-000624,-1.42613888431
ACH-000627,-1.37190595843
ACH-000630,-1.27394047725
ACH-000632,-1.50227859147
ACH-000633,-1.4880801085600002
ACH-000637,-1.3362650473
ACH-000638,-1.20521602345
ACH-000646,-0.9208324330299998
ACH-000647,-1.3301318570799998
ACH-000648,-1.70833174693
ACH-000649,-1.51058943346
ACH-000651,-1.3395654180299998
ACH-000652,-1.14447190483
ACH-000653,-1.60682636818
ACH-000657,-1.5404534375499999
ACH-000658,-1.4621263241
ACH-000661,-1.73377708947
ACH-000662,-1.11564149606
ACH-000663,-1.4601036333200001
ACH-000665,-1.51175732759
ACH-000671,-1.46240530916
ACH-000673,-1.54896135069
ACH-000676,-1.224439321
ACH-000677,-1.6821143030399999
ACH-000681,-1.32943949263
ACH-000682,-1.4102424883000002
ACH-000683,-1.62570624234
ACH-000684,-1.38564758348
ACH-000688,-1.31851044751
ACH-000693,-1.26044547068
ACH-000694,-1.17812887573
ACH-000695,-1.53702517808
ACH-000696,-1.50217676342
ACH-000697,-1.40874607791
ACH-000699,-1.49333785273
ACH-000701,-1.38847893734
ACH-000706,-1.54281119348
ACH-000711,-1.33391563686
ACH-000713,-1.34503344319
ACH-000714,-1.55309686811
ACH-000718,-1.5344322317299999
ACH-000720,-1.8248218029299998
ACH-000721,-1.68127231551
ACH-000724,-1.6307813508899998
ACH-000725,-2.10019345264
ACH-000732,-1.7542700709999999
ACH-000734,-1.39401405306
ACH-000735,-1.41162960941
ACH-000736,-1.73638259002
ACH-000738,-1.53280535141
ACH-000746,-1.5214251111000001
ACH-000747,-1.39159450898
ACH-000748,-1.48637466227
ACH-000753,-1.4747785469299999
ACH-000756,-1.35941093145
ACH-000757,-1.15985138625
ACH-000758,-1.2585056611
ACH-000760,-1.46132432206
ACH-000763,-1.5547045530599999
ACH-000764,-1.66946312353
ACH-000765,-1.37441950699
ACH-000766,-1.2055909561799998
ACH-000767,-1.49611845728
ACH-000768,-1.41075129885
ACH-000769,-1.41973292393
ACH-000770,-1.41083670928
ACH-000771,-1.40792126127
ACH-000773,-1.63894762533
ACH-000776,-1.4241860648
ACH-000777,-1.35526240928
ACH-000778,-1.27883657265
ACH-000781,-1.3983059304899998
ACH-000782,-1.8038862135900002
ACH-000783,-1.41994400001
ACH-000784,-1.37658828122
ACH-000785,-1.4051363651
ACH-000787,-1.4442562770899998
ACH-000788,-1.51104417696
ACH-000791,-1.45473038937
ACH-000792,-1.3904220524200002
ACH-000794,-1.44160688243
ACH-000796,-1.5279606112600002
ACH-000799,-1.55999576598
ACH-000800,-1.62384737066
ACH-000802,-1.44783718687
ACH-000804,-1.80542210551
ACH-000805,-1.5282129258200001
ACH-000809,-1.4593904645700002
ACH-000810,-1.56763203602
ACH-000811,-1.69934857653
ACH-000817,-1.58549697226
ACH-000819,-1.490268545
ACH-000820,-1.2077219608499998
ACH-000821,-1.93832231531
ACH-000822,-1.73908951205
ACH-000823,-1.54184209697
ACH-000824,-1.51178135597
ACH-000827,-1.41788442549
ACH-000829,-1.5433098548700002
ACH-000831,-1.5343770166100001
ACH-000832,-1.41562167219
ACH-000833,-1.68449857407
ACH-000834,-1.40532693873
ACH-000835,-1.3079799312
ACH-000836,-1.61181496945
ACH-000837,-0.9190759006029999
ACH-000838,-1.5110864288899999
ACH-000839,-1.27065937401
ACH-000840,-1.81640064937
ACH-000841,-1.3676536778100001
ACH-000843,-1.4575248678100001
ACH-000846,-1.5521852736300001
ACH-000847,-1.18155590724
ACH-000848,-1.28677174235
ACH-000849,-1.40444180766
ACH-000851,-1.3783042358000002
ACH-000855,-1.2603210576600001
ACH-000856,-1.6024240256600002
ACH-000858,-1.6256624207100001
ACH-000859,-1.29619127897
ACH-000861,-1.7548425961099998
ACH-000862,-1.46263862323
ACH-000865,-1.43271483038
ACH-000866,-1.46680219806
ACH-000867,-1.61843284189
ACH-000869,-1.8092242057700003
ACH-000872,-1.2196247947499999
ACH-000873,-1.3377658686700002
ACH-000876,-2.04392425578
ACH-000878,-1.1782736593799998
ACH-000880,-1.59781362629
ACH-000881,-1.71637508671
ACH-000882,-1.4385226015900001
ACH-000884,-1.4093928112600003
ACH-000885,-1.4643831593
ACH-000887,-1.43816178084
ACH-000888,-1.4490592770200001
ACH-000889,-1.39943047678
ACH-000890,-1.22372532703
ACH-000896,-1.28877397498
ACH-000898,-1.32130726057
ACH-000900,-1.3794285310499999
ACH-000901,-1.75660022025
ACH-000905,-1.51847921292
ACH-000906,-1.4275904354700002
ACH-000907,-1.52471563406
ACH-000910,-1.5027914810499998
ACH-000911,-1.4950447170899999
ACH-000912,-1.50793360724
ACH-000913,-1.51125514684
ACH-000915,-1.52036744185
ACH-000916,-1.8017073907599999
ACH-000917,-1.7357791088900003
ACH-000921,-1.43422236665
ACH-000924,-1.4670041677599999
ACH-000926,-1.12596326322
ACH-000928,-1.36766542291
ACH-000929,-1.22939731523
ACH-000932,-1.4956457350299999
ACH-000935,-1.18954481284
ACH-000936,-1.52373671026
ACH-000937,-1.62137843111
ACH-000938,-1.6301361530200003
ACH-000939,-1.7028750027700001
ACH-000941,-1.4337352487000001
ACH-000943,-1.5667551336399999
ACH-000946,-1.61841997009
ACH-000947,-1.38111942149
ACH-000948,-1.1206281570899999
ACH-000950,-1.6148005884
ACH-000953,-1.81957332433
ACH-000957,-1.46776436814
ACH-000958,-1.58097407132
ACH-000960,-1.70831066799
ACH-000963,-1.30959987072
ACH-000968,-1.54351688065
ACH-000969,-1.2931339622
ACH-000973,-1.50236077822
ACH-000974,-1.67493181178
ACH-000975,-1.40223714086
ACH-000976,-1.3745813772
ACH-000978,-1.8183483053099998
ACH-000980,-1.50720972254
ACH-000984,-1.4816061939899998
ACH-000986,-1.27450230307
ACH-000988,-1.55884409322
ACH-000993,-1.38617410331
ACH-000994,-2.01428866312
ACH-000996,-1.78268987741
ACH-001001,-1.48308965745
ACH-001020,-1.57872627711
ACH-001028,-1.62737456289
ACH-001031,-1.72323804467
ACH-001038,-1.51515516405
ACH-001048,-1.61867298005
ACH-001050,-1.6537857541799998
ACH-001053,-1.4513046865
ACH-001054,-1.67151172475
ACH-001061,-1.5882611758
ACH-001067,-1.48009227667
ACH-001075,-1.28761633067
ACH-001096,-1.6027750346
ACH-001128,-1.9658254765599998
ACH-001134,-1.34295937799
ACH-001151,-1.43356138723
ACH-001163,-1.61220593403
ACH-001164,-1.2951116586799998
ACH-001173,-1.54028303215
ACH-001183,-1.3736067519
ACH-001184,-1.3751488593099999
ACH-001190,-1.6945610905700002
ACH-001192,-1.60049380292
ACH-001193,-1.51088893215
ACH-001196,-1.6909249394299999
ACH-001197,-1.78710497099
ACH-001205,-1.8063948145599997
ACH-001211,-1.7465199101299997
ACH-001212,-1.42498044669
ACH-001228,-1.4671697954700003
ACH-001232,-1.35351711871
ACH-001239,-1.50334255872
ACH-001274,-1.4883028109
ACH-001275,-1.3947217744999998
ACH-001277,-1.60109766184
ACH-001278,-1.6829452572999999
ACH-001280,-1.95138518539
ACH-001283,-1.49858805451
ACH-001289,-1.61014138054
ACH-001295,-1.72740637895
ACH-001300,-1.84415072193
ACH-001301,-1.5522899125
ACH-001302,-1.6871874734099999
ACH-001303,-1.97698461308
ACH-001306,-1.47605233387
ACH-001318,-1.56979171415
ACH-001322,-1.1064562794
ACH-001328,-1.4087725313600001
ACH-001332,-1.3388726373
ACH-001333,-1.5038306591100001
ACH-001336,-1.44794520012
ACH-001340,-1.4106795263999998
ACH-001346,-1.32524055244
ACH-001353,-1.68150457037
ACH-001354,-1.9234803356099999
ACH-001367,-1.32772842786
ACH-001368,-1.62865092908
ACH-001374,-0.871609592893
ACH-001375,-1.59244029926
ACH-001377,-1.44270515976
ACH-001380,-1.5541852629799997
ACH-001391,-1.85886060215
ACH-001407,-1.4085863645299999
ACH-001408,-1.4131661418299999
ACH-001413,-1.4536641441799998
ACH-001430,-1.5144107017299997
ACH-001431,-1.5309764743099998
ACH-001450,-1.6474723398299997
ACH-001496,-1.49666690377
ACH-001500,-1.4710505027399998
ACH-001521,-1.37130688942
ACH-001523,-1.20381202001
ACH-001532,-1.5046613486200002
ACH-001536,-1.26327529201
ACH-001550,-1.3769005829899998
ACH-001552,-1.4129187398899998
ACH-001554,-1.59806573426
ACH-001645,-1.33022751991
ACH-001654,-1.54731632877
ACH-001715,-1.6173170222
ACH-001735,-1.65416509308
ACH-001736,-1.62320623607
ACH-001737,-1.9920749906
ACH-001740,-1.9633852395099998
ACH-001745,-1.8255445019299998
ACH-001750,-1.3519531432299998
ACH-001765,-1.4951863668799998
ACH-001956,-1.76073935613
ACH-001957,-1.75358627349
