,NRBF2 (29982)
ACH-000277,-0.25924771891
ACH-000278,-0.534841031529
ACH-000279,-0.6230853211990001
ACH-000280,-0.173370618741
ACH-000281,-0.371451479194
ACH-000288,-0.426854443702
ACH-000291,-0.36145409198
ACH-000293,-0.583678388475
ACH-000294,-0.6560140993720001
ACH-000295,-0.344875520947
ACH-000296,-0.41425462534900004
ACH-000302,-0.325660701576
ACH-000304,-0.633984442741
ACH-000307,-0.346852515134
ACH-000308,-0.306334224714
ACH-000310,-0.5426430856960001
ACH-000311,-0.310739584854
ACH-000312,-0.515483753362
ACH-000315,-0.24808774021299998
ACH-000316,-0.302406120293
ACH-000317,-0.317675544968
ACH-000318,-0.360581113589
ACH-000319,-0.29504165131099996
ACH-000320,-0.580207434002
ACH-000322,-0.306148323043
ACH-000323,-0.5782533828549999
ACH-000324,-0.540514715414
ACH-000329,-0.479174392554
ACH-000330,-0.496999415756
ACH-000331,-0.45677935287
ACH-000332,-0.377724477531
ACH-000334,-0.322326866899
ACH-000335,-0.577922965661
ACH-000336,0.0345391473386
ACH-000337,-0.374327929409
ACH-000339,-0.370015550787
ACH-000341,-0.5830208463759999
ACH-000348,-0.521308209622
ACH-000350,-0.156262310639
ACH-000352,-0.493816677122
ACH-000356,-0.277733294802
ACH-000361,-0.346165278837
ACH-000362,-0.430100445359
ACH-000363,-0.540963011955
ACH-000364,-0.49416189957199996
ACH-000365,-0.41689992274000004
ACH-000366,-0.37677262499700004
ACH-000368,-0.5651129174589999
ACH-000374,-0.456260606937
ACH-000375,-0.215972082025
ACH-000376,-0.381666406141
ACH-000381,-0.41512781217699996
ACH-000383,-0.485524422299
ACH-000387,-0.461452341966
ACH-000389,-0.225267675025
ACH-000390,-0.36164636148199997
ACH-000393,-0.359526922849
ACH-000395,-0.165718481179
ACH-000397,-0.251295623385
ACH-000401,-0.0589786648233
ACH-000402,-0.36592333925
ACH-000403,-0.14674330819
ACH-000404,-0.348550538803
ACH-000406,-0.382665262075
ACH-000407,-0.240260933821
ACH-000408,-0.48463144957599996
ACH-000410,-0.46547440197800005
ACH-000411,-0.34995254636999995
ACH-000414,-0.31260841568000003
ACH-000415,-0.54779116165
ACH-000416,-0.3282754003
ACH-000420,-0.249194032227
ACH-000421,-0.22897838379299998
ACH-000424,-0.531906586099
ACH-000425,-0.478824003846
ACH-000426,-0.126594166335
ACH-000427,-0.543600810976
ACH-000433,-0.33234403943
ACH-000436,-0.534108488568
ACH-000444,-0.149959492694
ACH-000445,-0.250122436772
ACH-000448,-0.46560071064400005
ACH-000450,-0.353284166075
ACH-000452,-0.252043562757
ACH-000454,-0.404517188248
ACH-000458,-0.39152009371
ACH-000459,-0.222807924922
ACH-000460,-0.42779904188100004
ACH-000461,-0.33937076160499996
ACH-000463,-0.457594308696
ACH-000464,-0.518291283012
ACH-000466,-0.448500444622
ACH-000467,-0.356897764692
ACH-000468,-0.232786606087
ACH-000469,-0.475575312245
ACH-000470,-0.0726558397975
ACH-000471,-0.407833465193
ACH-000472,-0.43087788092699997
ACH-000473,-0.090546894571
ACH-000475,-0.370861823447
ACH-000476,-0.37555355496799997
ACH-000477,-0.488368300642
ACH-000480,-0.45089503136299997
ACH-000481,-0.29705890935699997
ACH-000483,-0.323444920193
ACH-000484,-0.14155754813899998
ACH-000485,-0.322712317593
ACH-000486,-0.532708936167
ACH-000487,-0.40272023616499997
ACH-000488,-0.49539938662199995
ACH-000490,-0.373286972606
ACH-000491,-0.416244781882
ACH-000495,-0.443306303653
ACH-000496,-0.433119000035
ACH-000499,-0.635593359604
ACH-000500,0.112542691913
ACH-000502,-0.42272924931100003
ACH-000503,-0.520962776667
ACH-000505,-0.5179068735019999
ACH-000507,-0.571449229794
ACH-000510,-0.338392205227
ACH-000511,-0.48559630060900005
ACH-000512,-0.5326529946140001
ACH-000516,-0.372450049485
ACH-000517,-0.188969984603
ACH-000518,-0.176871970098
ACH-000520,-0.269966954223
ACH-000521,-0.398529811531
ACH-000522,-0.6859223477230001
ACH-000524,-0.32421414503400003
ACH-000527,-0.268331934858
ACH-000528,-0.253496422328
ACH-000537,-0.401539033165
ACH-000541,-0.239307989578
ACH-000542,-0.441268101099
ACH-000544,-0.45151264639
ACH-000545,-0.466541568526
ACH-000547,-0.476187689079
ACH-000548,-0.329160485921
ACH-000549,-0.586396495221
ACH-000550,-0.10507925535399999
ACH-000552,-0.507671483797
ACH-000556,-0.37937901335100005
ACH-000557,-0.477354030893
ACH-000570,-0.10354686173000001
ACH-000571,-0.377588468813
ACH-000573,-0.32177491301399996
ACH-000576,-0.16316679322
ACH-000580,-0.20582679385299998
ACH-000584,-0.42551732811399995
ACH-000585,-0.19160387907600002
ACH-000588,-0.054064623559099995
ACH-000589,-0.297449653865
ACH-000591,-0.37631477366
ACH-000593,-0.44388850588699996
ACH-000600,-0.41047397274400005
ACH-000601,-0.219937382163
ACH-000604,-0.15253281137
ACH-000605,-0.698555261515
ACH-000606,-0.42347225660099996
ACH-000608,-0.284994406639
ACH-000614,-0.42945159242200004
ACH-000616,-0.19402876312800002
ACH-000618,-0.33654469327200004
ACH-000619,-0.130812958968
ACH-000620,-0.24940736310400002
ACH-000621,-0.510092706406
ACH-000622,-0.412982456303
ACH-000623,-0.49362646792
ACH-000624,-0.256151086512
ACH-000627,-0.339798422244
ACH-000630,-0.753503547847
ACH-000632,-0.351945970444
ACH-000633,-0.419774237242
ACH-000637,-0.282768710832
ACH-000638,-0.578378128731
ACH-000646,-0.10997151716499999
ACH-000647,-0.255115274161
ACH-000648,-0.42692873034199996
ACH-000649,-0.438701969301
ACH-000651,-0.35563168977
ACH-000652,-0.402850008671
ACH-000653,-0.473782760771
ACH-000657,-0.37008766871200005
ACH-000658,-0.394734400861
ACH-000661,-0.218475599826
ACH-000662,0.156277893709
ACH-000663,-0.246164490466
ACH-000665,-0.480411859068
ACH-000671,-0.423098137213
ACH-000673,-0.39455391174800003
ACH-000676,-0.35253353028000006
ACH-000677,-0.450230276677
ACH-000681,-0.07815160424380001
ACH-000682,-0.4160526407
ACH-000683,-0.316211549506
ACH-000684,-0.249146308905
ACH-000688,-0.507883412662
ACH-000693,-0.400906634228
ACH-000694,-0.189168090185
ACH-000695,-0.700048446681
ACH-000696,-0.327428283696
ACH-000697,-0.41069698660400006
ACH-000699,-0.27890659936900003
ACH-000701,-0.300902889101
ACH-000706,-0.701425034827
ACH-000711,-0.311994964624
ACH-000713,-0.375226954158
ACH-000714,-0.39828307126
ACH-000718,-0.382380499649
ACH-000720,-0.445076581505
ACH-000721,-0.422720602871
ACH-000724,-0.419380739106
ACH-000725,-0.610442419684
ACH-000732,-0.305408017696
ACH-000734,-0.438797504609
ACH-000735,-0.511069382652
ACH-000736,-0.412679960253
ACH-000738,-0.391924646083
ACH-000746,-0.22996385737
ACH-000747,-0.40747189975500003
ACH-000748,-0.364425212587
ACH-000753,-0.32998256174
ACH-000756,-0.40712011924400004
ACH-000757,-0.527595574043
ACH-000758,-0.45853682753700004
ACH-000760,-0.214878604649
ACH-000763,-0.30742581369399996
ACH-000764,-0.368708945694
ACH-000765,-0.34463386078
ACH-000766,-0.463256261257
ACH-000767,-0.399053996582
ACH-000768,-0.42395230605800005
ACH-000769,-0.464496508173
ACH-000770,-0.520207244258
ACH-000771,-0.340851940966
ACH-000773,-0.278657316398
ACH-000776,-0.354387823584
ACH-000777,-0.162157708389
ACH-000778,-0.337819222243
ACH-000781,-0.413703216373
ACH-000782,-0.352363570718
ACH-000783,-0.9025878974089999
ACH-000784,-0.253603217276
ACH-000785,-0.51592139281
ACH-000787,-0.141133752466
ACH-000788,-0.294010421397
ACH-000791,-0.561998799895
ACH-000792,-0.245900305777
ACH-000794,-0.441606926588
ACH-000796,-0.354088840463
ACH-000799,-0.49422384045199996
ACH-000800,-0.39654495375
ACH-000802,-0.5094291540020001
ACH-000804,-0.411082490859
ACH-000805,-0.23384548113
ACH-000809,-0.47177449968699997
ACH-000810,-0.422394949631
ACH-000811,-0.41603868820100004
ACH-000817,-0.28214970488
ACH-000819,-0.379852151404
ACH-000820,-0.695958446073
ACH-000821,-0.0643906542831
ACH-000822,-0.235537293391
ACH-000823,-0.296277545917
ACH-000824,-0.37482398926
ACH-000827,-0.396085147889
ACH-000829,-0.33960336834700006
ACH-000831,-0.451806485669
ACH-000832,-0.446186818517
ACH-000833,0.015531749212
ACH-000834,-0.29371138437399996
ACH-000835,-0.504529031858
ACH-000836,-0.303660045946
ACH-000837,-0.490764401391
ACH-000838,-0.342619522334
ACH-000839,-0.626565271604
ACH-000840,-0.179006538664
ACH-000841,-0.277023623178
ACH-000843,-0.19054329621399999
ACH-000846,-0.888517590898
ACH-000847,-0.559063984192
ACH-000848,-0.383862506009
ACH-000849,-0.5032014096280001
ACH-000851,-0.5385404784000001
ACH-000855,-0.172192835257
ACH-000856,-0.177493335276
ACH-000858,-0.20515267232099998
ACH-000859,-0.6150793655960001
ACH-000861,-0.606735662876
ACH-000862,-0.43077873148999996
ACH-000865,-0.423183521
ACH-000866,-0.361782415178
ACH-000867,-0.343213032601
ACH-000869,-0.642801313537
ACH-000872,-0.621017835515
ACH-000873,-0.0400168580048
ACH-000876,-0.390271972169
ACH-000878,-0.121714256099
ACH-000880,-0.529635152123
ACH-000881,-0.444688596215
ACH-000882,-0.279850536664
ACH-000884,-0.343423482403
ACH-000885,-0.32824537401
ACH-000887,-0.44376339540700005
ACH-000888,-0.37742359903399997
ACH-000889,-0.489429672398
ACH-000890,-0.462756922046
ACH-000896,-0.473161326893
ACH-000898,-0.31938880127700003
ACH-000900,-0.305578937709
ACH-000901,-0.351693472234
ACH-000905,-0.559446527089
ACH-000906,-0.34735587340400004
ACH-000907,-0.316744484825
ACH-000910,-0.0651438900153
ACH-000911,-0.288722739204
ACH-000912,-0.19332225165
ACH-000913,-0.370362151994
ACH-000915,-0.495115402534
ACH-000916,-0.523760655477
ACH-000917,-0.168540343103
ACH-000921,-0.42844411403399996
ACH-000924,-0.275040766207
ACH-000926,-0.329260636809
ACH-000928,-0.286682762323
ACH-000929,-0.333047060886
ACH-000932,-0.46258876243299996
ACH-000935,-0.158486764991
ACH-000936,-0.38486963263999996
ACH-000937,-0.321091926907
ACH-000938,-0.274332176734
ACH-000939,-0.264567024602
ACH-000941,-0.35413478769
ACH-000943,-0.38807446367299997
ACH-000946,-0.44942616146799996
ACH-000947,-0.22736592329
ACH-000948,-0.22639724628000002
ACH-000950,-0.22237365581799998
ACH-000953,-0.45721942299900004
ACH-000957,-0.19993418595400003
ACH-000958,-0.206383402933
ACH-000960,-0.451563379943
ACH-000963,-0.27894915364100004
ACH-000968,-0.41272535104
ACH-000969,-0.36272870116300004
ACH-000973,-0.337861330587
ACH-000974,-0.552872004438
ACH-000975,-0.548900607084
ACH-000976,-0.35031325089500004
ACH-000978,-0.177289696595
ACH-000980,-0.40887871261
ACH-000984,-0.40745524664000005
ACH-000986,-0.403336982909
ACH-000988,-0.47001363152500003
ACH-000993,-0.5042326555100001
ACH-000994,-0.403743988341
ACH-000996,-0.287750748996
ACH-001001,-0.643221528971
ACH-001020,-0.342162067803
ACH-001028,-0.369478465448
ACH-001031,-0.339379128042
ACH-001038,-0.43281820591700004
ACH-001048,-0.327594217454
ACH-001050,-0.280393410453
ACH-001053,-0.473854299188
ACH-001054,-0.348816058416
ACH-001061,-0.309022123624
ACH-001067,-0.332741116642
ACH-001075,-0.5514311507649999
ACH-001096,-0.416012177315
ACH-001128,-0.20592600157699997
ACH-001134,-0.29373186044
ACH-001151,-0.377017122373
ACH-001163,-0.435275799172
ACH-001164,-0.561956358772
ACH-001173,-0.259651170545
ACH-001183,-0.39659437747599996
ACH-001184,-0.282027464695
ACH-001190,-0.36202200809699997
ACH-001192,-0.386745551457
ACH-001193,-0.502780260167
ACH-001196,-0.346376477148
ACH-001197,-0.273301795086
ACH-001205,-0.34682290329800003
ACH-001211,-0.48716029649400006
ACH-001212,-0.42767373901699995
ACH-001228,-0.31971065449700004
ACH-001232,-0.444897081181
ACH-001239,-0.49313841391
ACH-001274,-0.388269576475
ACH-001275,-0.29179460678
ACH-001277,-0.386712519466
ACH-001278,-0.47171370568800003
ACH-001280,-0.546920648022
ACH-001283,-0.415139967829
ACH-001289,-0.257614555561
ACH-001295,-0.47683508376500006
ACH-001300,-0.5024171420929999
ACH-001301,-0.484714418348
ACH-001302,0.224894825618
ACH-001303,-0.590327145721
ACH-001306,-0.573014389671
ACH-001318,-0.40720056649499997
ACH-001322,-0.22230189504099998
ACH-001328,-0.283959875882
ACH-001332,-0.47054461408500003
ACH-001333,-0.6931383482699999
ACH-001336,-0.404338864074
ACH-001340,-0.45694273687700004
ACH-001346,-0.334387452341
ACH-001353,-0.38871252175099996
ACH-001354,-0.615868038934
ACH-001367,-0.407526423873
ACH-001368,-0.44069747875799997
ACH-001374,-0.338889063986
ACH-001375,-0.330775975595
ACH-001377,-0.36145991272
ACH-001380,-0.504992221174
ACH-001391,-0.41105696656499996
ACH-001407,-0.430753149049
ACH-001408,-0.326726921827
ACH-001413,-0.235183954931
ACH-001430,-0.6312853112910001
ACH-001431,-0.595021013968
ACH-001450,-0.36304938151
ACH-001496,-0.460074192806
ACH-001500,-0.43829200165
ACH-001521,-0.525660399631
ACH-001523,-0.318382819592
ACH-001532,-0.42140158015
ACH-001536,-0.432140604369
ACH-001550,-0.39377930411300005
ACH-001552,-0.270330795798
ACH-001554,-0.445187703389
ACH-001645,-0.301934406413
ACH-001654,-0.290075478913
ACH-001715,-0.498589907735
ACH-001735,-0.45110808616899994
ACH-001736,-0.10881452022299999
ACH-001737,-0.5751238791250001
ACH-001740,-0.17548083709800003
ACH-001745,-0.434131363522
ACH-001750,-0.224411392751
ACH-001765,-0.333844292205
ACH-001956,-0.222343775728
ACH-001957,-0.420019253254
